"dz_2001","la_name","year","total","none"
"S01000669","Angus",2001,410,168
"S01000670","Angus",2001,310,73
"S01000671","Angus",2001,264,75
"S01000672","Angus",2001,268,65
"S01000673","Angus",2001,292,33
"S01000674","Angus",2001,426,85
"S01000675","Angus",2001,293,27
"S01000676","Angus",2001,209,23
"S01000677","Angus",2001,406,126
"S01000678","Angus",2001,453,103
"S01000679","Angus",2001,368,179
"S01000680","Angus",2001,514,229
"S01000681","Angus",2001,451,230
"S01000682","Angus",2001,454,218
"S01000683","Angus",2001,247,62
"S01000684","Angus",2001,423,228
"S01000685","Angus",2001,402,116
"S01000686","Angus",2001,349,168
"S01000687","Angus",2001,400,164
"S01000688","Angus",2001,322,73
"S01000689","Angus",2001,234,11
"S01000690","Angus",2001,410,69
"S01000691","Angus",2001,349,132
"S01000692","Angus",2001,385,169
"S01000693","Angus",2001,454,206
"S01000694","Angus",2001,482,195
"S01000695","Angus",2001,371,104
"S01000696","Angus",2001,382,145
"S01000697","Angus",2001,440,69
"S01000698","Angus",2001,295,91
"S01000699","Angus",2001,328,77
"S01000700","Angus",2001,329,61
"S01000701","Angus",2001,423,47
"S01000702","Angus",2001,238,39
"S01000703","Angus",2001,410,107
"S01000704","Angus",2001,308,13
"S01000705","Angus",2001,551,64
"S01000706","Angus",2001,398,36
"S01000707","Angus",2001,231,11
"S01000708","Angus",2001,222,7
"S01000709","Angus",2001,478,92
"S01000710","Angus",2001,440,20
"S01000711","Argyll and Bute",2001,239,32
"S01000712","Argyll and Bute",2001,266,61
"S01000713","Argyll and Bute",2001,309,94
"S01000714","Argyll and Bute",2001,444,70
"S01000715","Argyll and Bute",2001,364,192
"S01000716","Argyll and Bute",2001,285,154
"S01000717","Argyll and Bute",2001,428,265
"S01000718","Argyll and Bute",2001,422,200
"S01000719","Argyll and Bute",2001,282,53
"S01000720","Argyll and Bute",2001,453,64
"S01000721","Argyll and Bute",2001,283,55
"S01000722","Argyll and Bute",2001,444,188
"S01000723","Argyll and Bute",2001,218,24
"S01000724","Argyll and Bute",2001,384,136
"S01000725","Argyll and Bute",2001,256,31
"S01000726","Argyll and Bute",2001,406,100
"S01000727","Argyll and Bute",2001,335,178
"S01000728","Argyll and Bute",2001,359,66
"S01000729","Argyll and Bute",2001,264,131
"S01000730","Argyll and Bute",2001,194,112
"S01000731","Argyll and Bute",2001,299,206
"S01000732","Argyll and Bute",2001,472,329
"S01000733","Argyll and Bute",2001,421,269
"S01000734","Argyll and Bute",2001,327,56
"S01000735","Argyll and Bute",2001,230,90
"S01000736","Argyll and Bute",2001,349,107
"S01000737","Argyll and Bute",2001,288,142
"S01000738","Argyll and Bute",2001,278,80
"S01000739","Argyll and Bute",2001,376,123
"S01000740","Argyll and Bute",2001,428,97
"S01000741","Argyll and Bute",2001,366,81
"S01000742","Argyll and Bute",2001,302,30
"S01000743","Argyll and Bute",2001,297,50
"S01000744","Argyll and Bute",2001,376,178
"S01000745","Argyll and Bute",2001,292,85
"S01000746","Argyll and Bute",2001,439,197
"S01000747","Argyll and Bute",2001,274,120
"S01000748","Argyll and Bute",2001,281,190
"S01000749","Argyll and Bute",2001,304,169
"S01000750","Argyll and Bute",2001,327,105
"S01000751","Argyll and Bute",2001,301,45
"S01000752","Argyll and Bute",2001,448,238
"S01000753","Argyll and Bute",2001,258,52
"S01000754","Argyll and Bute",2001,279,51
"S01000755","Argyll and Bute",2001,352,71
"S01000756","Argyll and Bute",2001,556,157
"S01000757","Argyll and Bute",2001,357,64
"S01000758","Argyll and Bute",2001,460,22
"S01000759","Argyll and Bute",2001,391,116
"S01000760","Argyll and Bute",2001,224,36
"S01000761","Argyll and Bute",2001,260,44
"S01000762","Argyll and Bute",2001,260,36
"S01000763","Argyll and Bute",2001,357,34
"S01000764","Argyll and Bute",2001,280,33
"S01000765","Argyll and Bute",2001,364,25
"S01000766","Argyll and Bute",2001,428,137
"S01000767","Argyll and Bute",2001,305,205
"S01000768","Argyll and Bute",2001,467,214
"S01000769","Argyll and Bute",2001,562,277
"S01000770","Argyll and Bute",2001,296,189
"S01000771","Argyll and Bute",2001,407,101
"S01000772","Argyll and Bute",2001,322,84
"S01000773","Argyll and Bute",2001,408,96
"S01000774","Argyll and Bute",2001,273,64
"S01000775","Argyll and Bute",2001,374,131
"S01000776","Argyll and Bute",2001,218,6
"S01000777","Argyll and Bute",2001,164,42
"S01000778","Argyll and Bute",2001,183,13
"S01000779","Argyll and Bute",2001,309,75
"S01000780","Argyll and Bute",2001,367,111
"S01000781","Argyll and Bute",2001,341,18
"S01000782","Argyll and Bute",2001,245,13
"S01000783","Argyll and Bute",2001,223,28
"S01000784","Argyll and Bute",2001,293,7
"S01000785","Argyll and Bute",2001,325,66
"S01000786","Argyll and Bute",2001,361,63
"S01000787","Argyll and Bute",2001,237,26
"S01000788","Argyll and Bute",2001,281,34
"S01000789","Argyll and Bute",2001,447,126
"S01000790","Argyll and Bute",2001,232,7
"S01000791","Argyll and Bute",2001,276,71
"S01000792","Argyll and Bute",2001,268,13
"S01000793","Argyll and Bute",2001,266,52
"S01000794","Argyll and Bute",2001,470,157
"S01000795","Argyll and Bute",2001,395,92
"S01000796","Argyll and Bute",2001,203,24
"S01000797","Argyll and Bute",2001,172,41
"S01000798","Argyll and Bute",2001,232,94
"S01000799","Argyll and Bute",2001,251,26
"S01000800","Argyll and Bute",2001,547,93
"S01000801","Argyll and Bute",2001,266,22
"S01000802","Argyll and Bute",2001,345,44
"S01000803","Argyll and Bute",2001,598,86
"S01000804","Argyll and Bute",2001,405,67
"S01000805","Argyll and Bute",2001,383,55
"S01000806","Argyll and Bute",2001,446,65
"S01000807","Argyll and Bute",2001,444,89
"S01000808","Argyll and Bute",2001,377,30
"S01000809","Argyll and Bute",2001,266,72
"S01000810","Argyll and Bute",2001,322,30
"S01000811","Argyll and Bute",2001,394,28
"S01000812","Argyll and Bute",2001,460,213
"S01000813","Argyll and Bute",2001,356,49
"S01000814","Argyll and Bute",2001,311,143
"S01000815","Argyll and Bute",2001,288,194
"S01000816","Argyll and Bute",2001,357,172
"S01000817","Argyll and Bute",2001,344,127
"S01000818","Argyll and Bute",2001,392,110
"S01000819","Argyll and Bute",2001,361,40
"S01000820","Argyll and Bute",2001,262,30
"S01000821","Argyll and Bute",2001,398,147
"S01000822","Argyll and Bute",2001,242,69
"S01000823","Argyll and Bute",2001,345,167
"S01000824","Argyll and Bute",2001,299,61
"S01000825","Argyll and Bute",2001,299,35
"S01000826","Argyll and Bute",2001,286,101
"S01000827","Argyll and Bute",2001,361,33
"S01000828","Argyll and Bute",2001,456,70
"S01000829","Argyll and Bute",2001,471,54
"S01000830","Argyll and Bute",2001,318,41
"S01000831","Argyll and Bute",2001,396,83
"S01000832","Argyll and Bute",2001,518,121
"S01000833","Clackmannanshire",2001,324,54
"S01000834","Clackmannanshire",2001,491,165
"S01000835","Clackmannanshire",2001,319,134
"S01000836","Clackmannanshire",2001,480,242
"S01000837","Clackmannanshire",2001,575,280
"S01000838","Clackmannanshire",2001,295,58
"S01000839","Clackmannanshire",2001,585,109
"S01000840","Clackmannanshire",2001,420,207
"S01000841","Clackmannanshire",2001,353,185
"S01000842","Clackmannanshire",2001,338,27
"S01000843","Clackmannanshire",2001,491,99
"S01000844","Clackmannanshire",2001,372,146
"S01000845","Clackmannanshire",2001,245,57
"S01000846","Clackmannanshire",2001,386,224
"S01000847","Clackmannanshire",2001,570,206
"S01000848","Clackmannanshire",2001,326,75
"S01000849","Clackmannanshire",2001,224,76
"S01000850","Clackmannanshire",2001,327,149
"S01000851","Clackmannanshire",2001,299,30
"S01000852","Clackmannanshire",2001,368,113
"S01000853","Clackmannanshire",2001,258,103
"S01000854","Clackmannanshire",2001,403,159
"S01000855","Clackmannanshire",2001,309,59
"S01000856","Clackmannanshire",2001,204,49
"S01000857","Clackmannanshire",2001,243,58
"S01000858","Clackmannanshire",2001,346,31
"S01000859","Clackmannanshire",2001,474,92
"S01000860","Clackmannanshire",2001,486,194
"S01000861","Clackmannanshire",2001,288,62
"S01000862","Clackmannanshire",2001,224,21
"S01000863","Clackmannanshire",2001,288,126
"S01000864","Clackmannanshire",2001,508,69
"S01000865","Clackmannanshire",2001,433,162
"S01000866","Clackmannanshire",2001,378,147
"S01000867","Clackmannanshire",2001,474,245
"S01000868","Clackmannanshire",2001,306,130
"S01000869","Clackmannanshire",2001,216,86
"S01000870","Clackmannanshire",2001,347,145
"S01000871","Clackmannanshire",2001,406,82
"S01000872","Clackmannanshire",2001,338,57
"S01000873","Clackmannanshire",2001,791,186
"S01000874","Clackmannanshire",2001,303,92
"S01000875","Clackmannanshire",2001,625,200
"S01000876","Clackmannanshire",2001,328,80
"S01000877","Clackmannanshire",2001,362,151
"S01000878","Clackmannanshire",2001,279,23
"S01000879","Clackmannanshire",2001,364,61
"S01000880","Clackmannanshire",2001,316,21
"S01000881","Clackmannanshire",2001,316,102
"S01000882","Clackmannanshire",2001,465,151
"S01000883","Clackmannanshire",2001,398,104
"S01000884","Clackmannanshire",2001,315,67
"S01000885","Clackmannanshire",2001,192,4
"S01000886","Clackmannanshire",2001,305,90
"S01000887","Clackmannanshire",2001,310,60
"S01000888","Clackmannanshire",2001,342,107
"S01000889","Clackmannanshire",2001,352,89
"S01000890","Clackmannanshire",2001,388,145
"S01000891","Clackmannanshire",2001,382,73
"S01000892","Clackmannanshire",2001,203,14
"S01000893","Clackmannanshire",2001,274,15
"S01000894","Clackmannanshire",2001,235,47
"S01000895","Clackmannanshire",2001,387,73
"S01000896","Clackmannanshire",2001,190,7
"S01000897","Dumfries and Galloway",2001,310,56
"S01000898","Dumfries and Galloway",2001,246,42
"S01000899","Dumfries and Galloway",2001,377,141
"S01000900","Dumfries and Galloway",2001,271,25
"S01000901","Dumfries and Galloway",2001,303,57
"S01000902","Dumfries and Galloway",2001,429,89
"S01000903","Dumfries and Galloway",2001,570,117
"S01000904","Dumfries and Galloway",2001,393,98
"S01000905","Dumfries and Galloway",2001,293,38
"S01000906","Dumfries and Galloway",2001,233,44
"S01000907","Dumfries and Galloway",2001,399,144
"S01000908","Dumfries and Galloway",2001,369,144
"S01000909","Dumfries and Galloway",2001,382,34
"S01000910","Dumfries and Galloway",2001,324,50
"S01000911","Dumfries and Galloway",2001,434,50
"S01000912","Dumfries and Galloway",2001,319,66
"S01000913","Dumfries and Galloway",2001,336,63
"S01000914","Dumfries and Galloway",2001,419,35
"S01000915","Dumfries and Galloway",2001,467,83
"S01000916","Dumfries and Galloway",2001,432,107
"S01000917","Dumfries and Galloway",2001,294,37
"S01000918","Dumfries and Galloway",2001,348,45
"S01000919","Dumfries and Galloway",2001,290,79
"S01000920","Dumfries and Galloway",2001,214,22
"S01000921","Dumfries and Galloway",2001,294,56
"S01000922","Dumfries and Galloway",2001,385,51
"S01000923","Dumfries and Galloway",2001,350,65
"S01000924","Dumfries and Galloway",2001,350,116
"S01000925","Dumfries and Galloway",2001,533,113
"S01000926","Dumfries and Galloway",2001,287,75
"S01000927","Dumfries and Galloway",2001,401,134
"S01000928","Dumfries and Galloway",2001,444,106
"S01000929","Dumfries and Galloway",2001,227,132
"S01000930","Dumfries and Galloway",2001,317,203
"S01000931","Dumfries and Galloway",2001,303,113
"S01000932","Dumfries and Galloway",2001,474,144
"S01000933","Dumfries and Galloway",2001,534,181
"S01000934","Dumfries and Galloway",2001,514,284
"S01000935","Dumfries and Galloway",2001,375,125
"S01000936","Dumfries and Galloway",2001,418,132
"S01000937","Dumfries and Galloway",2001,284,127
"S01000938","Dumfries and Galloway",2001,335,103
"S01000939","Dumfries and Galloway",2001,361,132
"S01000940","Dumfries and Galloway",2001,432,83
"S01000941","Dumfries and Galloway",2001,266,101
"S01000942","Dumfries and Galloway",2001,465,120
"S01000943","Dumfries and Galloway",2001,380,35
"S01000944","Dumfries and Galloway",2001,445,115
"S01000945","Dumfries and Galloway",2001,345,85
"S01000946","Dumfries and Galloway",2001,398,102
"S01000947","Dumfries and Galloway",2001,401,105
"S01000948","Dumfries and Galloway",2001,350,32
"S01000949","Dumfries and Galloway",2001,346,29
"S01000950","Dumfries and Galloway",2001,412,57
"S01000951","Dumfries and Galloway",2001,371,122
"S01000952","Dumfries and Galloway",2001,368,84
"S01000953","Dumfries and Galloway",2001,455,59
"S01000954","Dumfries and Galloway",2001,478,70
"S01000955","Dumfries and Galloway",2001,210,25
"S01000956","Dumfries and Galloway",2001,389,169
"S01000957","Dumfries and Galloway",2001,231,23
"S01000958","Dumfries and Galloway",2001,366,131
"S01000959","Dumfries and Galloway",2001,281,46
"S01000960","Dumfries and Galloway",2001,263,83
"S01000961","Dumfries and Galloway",2001,461,123
"S01000962","Dumfries and Galloway",2001,424,157
"S01000963","Dumfries and Galloway",2001,382,139
"S01000964","Dumfries and Galloway",2001,412,38
"S01000965","Dumfries and Galloway",2001,265,124
"S01000966","Dumfries and Galloway",2001,471,180
"S01000967","Dumfries and Galloway",2001,284,134
"S01000968","Dumfries and Galloway",2001,399,62
"S01000969","Dumfries and Galloway",2001,466,191
"S01000970","Dumfries and Galloway",2001,375,158
"S01000971","Dumfries and Galloway",2001,267,97
"S01000972","Dumfries and Galloway",2001,380,38
"S01000973","Dumfries and Galloway",2001,252,83
"S01000974","Dumfries and Galloway",2001,427,53
"S01000975","Dumfries and Galloway",2001,245,23
"S01000976","Dumfries and Galloway",2001,215,21
"S01000977","Dumfries and Galloway",2001,385,71
"S01000978","Dumfries and Galloway",2001,322,54
"S01000979","Dumfries and Galloway",2001,351,42
"S01000980","Dumfries and Galloway",2001,327,54
"S01000981","Dumfries and Galloway",2001,319,21
"S01000982","Dumfries and Galloway",2001,227,14
"S01000983","Dumfries and Galloway",2001,233,40
"S01000984","Dumfries and Galloway",2001,347,59
"S01000985","Dumfries and Galloway",2001,291,96
"S01000986","Dumfries and Galloway",2001,357,63
"S01000987","Dumfries and Galloway",2001,250,31
"S01000988","Dumfries and Galloway",2001,259,27
"S01000989","Dumfries and Galloway",2001,322,15
"S01000990","Dumfries and Galloway",2001,376,102
"S01000991","Dumfries and Galloway",2001,187,12
"S01000992","Dumfries and Galloway",2001,438,103
"S01000993","Dumfries and Galloway",2001,338,36
"S01000994","Dumfries and Galloway",2001,424,93
"S01000995","Dumfries and Galloway",2001,295,22
"S01000996","Dumfries and Galloway",2001,546,152
"S01000997","Dumfries and Galloway",2001,384,32
"S01000998","Dumfries and Galloway",2001,347,129
"S01000999","Dumfries and Galloway",2001,269,33
"S01001000","Dumfries and Galloway",2001,249,87
"S01001001","Dumfries and Galloway",2001,288,23
"S01001002","Dumfries and Galloway",2001,291,68
"S01001003","Dumfries and Galloway",2001,367,30
"S01001004","Dumfries and Galloway",2001,297,51
"S01001005","Dumfries and Galloway",2001,352,56
"S01001006","Dumfries and Galloway",2001,296,34
"S01001007","Dumfries and Galloway",2001,524,220
"S01001008","Dumfries and Galloway",2001,385,122
"S01001009","Dumfries and Galloway",2001,300,51
"S01001010","Dumfries and Galloway",2001,594,302
"S01001011","Dumfries and Galloway",2001,224,11
"S01001012","Dumfries and Galloway",2001,315,33
"S01001013","Dumfries and Galloway",2001,361,125
"S01001014","Dumfries and Galloway",2001,439,264
"S01001015","Dumfries and Galloway",2001,293,118
"S01001016","Dumfries and Galloway",2001,398,90
"S01001017","Dumfries and Galloway",2001,397,151
"S01001018","Dumfries and Galloway",2001,477,195
"S01001019","Dumfries and Galloway",2001,499,309
"S01001020","Dumfries and Galloway",2001,238,116
"S01001021","Dumfries and Galloway",2001,549,187
"S01001022","Dumfries and Galloway",2001,420,126
"S01001023","Dumfries and Galloway",2001,400,32
"S01001024","Dumfries and Galloway",2001,768,92
"S01001025","Dumfries and Galloway",2001,448,71
"S01001026","Dumfries and Galloway",2001,417,63
"S01001027","Dumfries and Galloway",2001,442,102
"S01001028","Dumfries and Galloway",2001,318,142
"S01001029","Dumfries and Galloway",2001,430,219
"S01001030","Dumfries and Galloway",2001,325,32
"S01001031","Dumfries and Galloway",2001,395,144
"S01001032","Dumfries and Galloway",2001,351,196
"S01001033","Dumfries and Galloway",2001,241,102
"S01001034","Dumfries and Galloway",2001,368,219
"S01001035","Dumfries and Galloway",2001,198,80
"S01001036","Dumfries and Galloway",2001,303,142
"S01001037","Dumfries and Galloway",2001,445,231
"S01001038","Dumfries and Galloway",2001,328,33
"S01001039","Dumfries and Galloway",2001,227,11
"S01001040","Dumfries and Galloway",2001,246,29
"S01001041","Dumfries and Galloway",2001,316,13
"S01001042","Dumfries and Galloway",2001,502,29
"S01001043","Dumfries and Galloway",2001,266,32
"S01001044","Dumfries and Galloway",2001,453,82
"S01001045","Dumfries and Galloway",2001,314,42
"S01001046","Dumfries and Galloway",2001,259,74
"S01001047","Dumfries and Galloway",2001,361,37
"S01001048","Dumfries and Galloway",2001,260,22
"S01001049","Dumfries and Galloway",2001,287,105
"S01001050","Dumfries and Galloway",2001,405,53
"S01001051","Dumfries and Galloway",2001,302,124
"S01001052","Dumfries and Galloway",2001,229,65
"S01001053","Dumfries and Galloway",2001,344,60
"S01001054","Dumfries and Galloway",2001,271,64
"S01001055","Dumfries and Galloway",2001,422,123
"S01001056","Dumfries and Galloway",2001,345,120
"S01001057","Dumfries and Galloway",2001,262,29
"S01001058","Dumfries and Galloway",2001,375,123
"S01001059","Dumfries and Galloway",2001,224,67
"S01001060","Dumfries and Galloway",2001,324,104
"S01001061","Dumfries and Galloway",2001,337,98
"S01001062","Dumfries and Galloway",2001,208,17
"S01001063","Dumfries and Galloway",2001,362,37
"S01001064","Dumfries and Galloway",2001,373,112
"S01001065","Dumfries and Galloway",2001,453,161
"S01001066","Dumfries and Galloway",2001,299,36
"S01001067","Dumfries and Galloway",2001,304,15
"S01001068","Dumfries and Galloway",2001,371,22
"S01001069","Dumfries and Galloway",2001,349,38
"S01001070","Dumfries and Galloway",2001,432,77
"S01001071","Dumfries and Galloway",2001,253,30
"S01001072","Dumfries and Galloway",2001,303,33
"S01001073","Dumfries and Galloway",2001,564,84
"S01001074","Dumfries and Galloway",2001,219,22
"S01001075","Dumfries and Galloway",2001,386,110
"S01001076","Dumfries and Galloway",2001,392,53
"S01001077","Dumfries and Galloway",2001,419,100
"S01001078","Dumfries and Galloway",2001,405,76
"S01001079","Dumfries and Galloway",2001,266,15
"S01001080","Dumfries and Galloway",2001,257,72
"S01001081","Dumfries and Galloway",2001,327,82
"S01001082","Dumfries and Galloway",2001,456,155
"S01001083","Dumfries and Galloway",2001,340,105
"S01001084","Dumfries and Galloway",2001,362,68
"S01001085","Dumfries and Galloway",2001,360,130
"S01001086","Dumfries and Galloway",2001,309,154
"S01001087","Dumfries and Galloway",2001,234,93
"S01001088","Dumfries and Galloway",2001,426,190
"S01001089","Dumfries and Galloway",2001,563,185
"S01001090","Dundee City",2001,498,116
"S01001091","Dundee City",2001,302,124
"S01001092","Dundee City",2001,551,254
"S01001093","Dundee City",2001,500,273
