"output_area","ALL PEOPLE","In an unshared dwelling","House or bungalow","     Detached","     Semi-detached","     Terraced (including end-terrace)","  Flat, maisonette or apartment","     In a purpose-built block of flats","     Part of a converted or shared house","     In a commercial building","  Caravan or other mobile or temporary structure","In a shared dwelling"
"60RC001389",81,81,9,3,0,6,72,69,0,3,0,0
"60RC001390",159,159,157,28,129,0,2,2,0,0,0,0
"60RC001391",197,197,197,62,129,6,0,0,0,0,0,0
"60RC001392",115,115,6,0,0,6,109,109,0,0,0,0
"60RC001393",72,72,0,0,0,0,72,72,0,0,0,0
"60RC001394",54,54,21,0,0,21,33,33,0,0,0,0
"60RC001395",151,151,80,3,4,73,71,71,0,0,0,0
"60RC001396",118,118,80,0,0,80,38,36,0,2,0,0
"60RC001397",71,71,25,0,4,21,46,46,0,0,0,0
"60RC001398",261,261,258,142,69,47,3,3,0,0,0,0
"60RC001399",105,105,98,27,28,43,7,4,0,3,0,0
"60RC001400",159,159,159,104,41,14,0,0,0,0,0,0
"60RC001401",67,67,67,0,3,64,0,0,0,0,0,0
"60RC001402",78,78,78,76,0,2,0,0,0,0,0,0
"60RC001403",251,251,216,194,22,0,35,35,0,0,0,0
"60RC001404",113,113,102,56,42,4,11,11,0,0,0,0
"60RC001405",86,86,31,0,13,18,55,55,0,0,0,0
"60RC001406",76,76,24,0,8,16,52,52,0,0,0,0
"60RC001407",89,89,89,1,56,32,0,0,0,0,0,0
"60RC001408",160,160,160,12,123,25,0,0,0,0,0,0
"60RC001409",138,138,138,56,0,82,0,0,0,0,0,0
"60RC001410",118,118,18,1,6,11,100,100,0,0,0,0
"60RC001411",65,65,64,4,33,27,1,1,0,0,0,0
"60RC001412",99,99,30,0,19,11,69,69,0,0,0,0
"60RC001413",56,56,3,0,0,3,53,44,0,9,0,0
"60RC001414",129,129,83,2,12,69,46,46,0,0,0,0
"60RC001415",79,79,28,18,7,3,51,50,1,0,0,0
"60RC001416",164,164,162,142,17,3,2,2,0,0,0,0
"60RC001417",70,70,70,12,53,5,0,0,0,0,0,0
"60RC001418",112,112,97,47,29,21,15,13,2,0,0,0
"60RC001419",226,226,226,203,20,3,0,0,0,0,0,0
"60RC001420",175,175,175,168,0,7,0,0,0,0,0,0
"60RC001421",205,205,202,200,0,2,3,3,0,0,0,0
"60RC001422",75,75,75,71,4,0,0,0,0,0,0,0
"60RC001423",65,65,65,65,0,0,0,0,0,0,0,0
"60RC001424",111,111,102,11,70,21,9,9,0,0,0,0
"60RC001425",105,105,105,52,53,0,0,0,0,0,0,0
"60RC001426",149,149,149,73,49,27,0,0,0,0,0,0
"60RC001427",53,53,0,0,0,0,53,53,0,0,0,0
"60RC001428",129,129,125,0,6,119,4,4,0,0,0,0
"60RC001429",89,89,89,2,8,79,0,0,0,0,0,0
"60RC001430",133,133,95,5,14,76,38,38,0,0,0,0
"60RC001431",91,91,91,21,26,44,0,0,0,0,0,0
"60RC001432",309,309,307,177,127,3,2,2,0,0,0,0
"60RC001433",144,144,144,100,26,18,0,0,0,0,0,0
"60RC001434",114,114,114,110,4,0,0,0,0,0,0,0
"60RC001435",184,184,184,174,10,0,0,0,0,0,0,0
"60RC001436",104,104,104,82,22,0,0,0,0,0,0,0
"60RC001437",314,314,303,289,14,0,11,5,0,6,0,0
"60RC001438",162,162,162,126,36,0,0,0,0,0,0,0
"60RC001439",107,107,104,92,12,0,3,0,3,0,0,0
"60RC001440",151,151,142,44,45,53,9,9,0,0,0,0
"60RC001441",107,107,107,101,6,0,0,0,0,0,0,0
"60RC001442",175,175,175,51,122,2,0,0,0,0,0,0
"60RC001443",67,67,67,19,48,0,0,0,0,0,0,0
"60RC001444",163,163,162,55,107,0,1,1,0,0,0,0
"60RC001445",66,66,33,9,16,8,33,33,0,0,0,0
"60RC001446",115,115,111,43,68,0,4,4,0,0,0,0
"60RC001447",103,103,103,5,33,65,0,0,0,0,0,0
"60RC001448",350,350,323,20,34,269,27,26,1,0,0,0
"60RC001449",142,142,125,2,11,112,17,0,0,17,0,0
"60RC001450",168,168,168,164,4,0,0,0,0,0,0,0
"60RC001451",128,128,128,128,0,0,0,0,0,0,0,0
"60RC001452",203,203,203,203,0,0,0,0,0,0,0,0
"60RC001453",96,96,96,92,2,2,0,0,0,0,0,0
"60RC001454",100,100,99,7,20,72,1,1,0,0,0,0
"60RC001455",169,169,169,60,70,39,0,0,0,0,0,0
"60RC001456",96,96,51,36,3,12,45,45,0,0,0,0
"60RC001457",158,158,158,43,65,50,0,0,0,0,0,0
"60RC001458",217,217,214,168,43,3,3,3,0,0,0,0
"60RC001459",103,103,60,46,6,8,43,43,0,0,0,0
"60RC001460",184,184,184,119,61,4,0,0,0,0,0,0
"60RC001461",89,89,89,39,50,0,0,0,0,0,0,0
"60RC001462",130,130,130,54,68,8,0,0,0,0,0,0
"60RC001463",110,110,100,64,36,0,10,6,4,0,0,0
"60RC001464",184,184,170,41,78,51,14,14,0,0,0,0
"60RC001465",92,92,92,0,5,87,0,0,0,0,0,0
"60RC001466",181,181,181,180,1,0,0,0,0,0,0,0
"60RC001467",85,85,85,81,4,0,0,0,0,0,0,0
"60RC001468",184,184,169,156,13,0,15,15,0,0,0,0
"60RC001469",88,88,76,3,71,2,12,12,0,0,0,0
"60RC001470",105,105,93,4,60,29,12,12,0,0,0,0
"60RC001471",132,132,123,10,72,41,9,7,2,0,0,0
"60RC001472",119,119,114,19,93,2,5,5,0,0,0,0
"60RC001473",90,90,67,38,21,8,23,23,0,0,0,0
"60QE000001",158,158,155,83,39,33,3,2,1,0,0,0
"60QE000002",91,91,85,16,25,44,6,5,0,1,0,0
"60QE000003",151,151,145,24,75,46,6,4,0,2,0,0
"60QE000004",178,178,174,92,61,21,4,4,0,0,0,0
"60QE000005",88,88,88,58,27,3,0,0,0,0,0,0
"60QE000006",108,108,108,65,34,9,0,0,0,0,0,0
"60QE000007",130,130,127,54,59,14,3,0,3,0,0,0
"60QE000008",78,78,77,40,22,15,1,1,0,0,0,0
"60QE000009",87,87,85,60,24,1,2,2,0,0,0,0
"60QE000010",149,149,149,113,28,8,0,0,0,0,0,0
"60QE000011",93,93,93,83,0,10,0,0,0,0,0,0
"60QE000012",75,75,75,43,24,8,0,0,0,0,0,0
"60QE000013",86,86,86,45,34,7,0,0,0,0,0,0
"60QE000014",112,112,104,51,28,25,8,0,8,0,0,0
"60QE000015",56,56,55,21,12,22,0,0,0,0,1,0
"60QE000016",111,111,111,65,31,15,0,0,0,0,0,0
"60QE000017",134,134,134,65,43,26,0,0,0,0,0,0
"60QE000018",161,161,157,92,56,9,4,4,0,0,0,0
"60QE000019",161,161,160,83,48,29,1,0,1,0,0,0
"60QE000020",55,55,53,36,10,7,2,2,0,0,0,0
"60QE000021",60,60,60,35,18,7,0,0,0,0,0,0
"60QE000022",125,125,107,60,17,30,18,11,7,0,0,0
"60QE000023",111,111,107,66,41,0,4,1,3,0,0,0
"60QE000024",117,117,108,64,31,13,9,3,5,1,0,0
"60QE000025",121,121,118,71,29,18,0,0,0,0,3,0
"60QE000026",87,87,72,34,20,18,15,6,9,0,0,0
"60QE000027",129,129,126,87,33,6,2,0,2,0,1,0
"60QE000028",88,88,86,50,31,5,2,0,2,0,0,0
"60QE000029",134,134,134,53,32,49,0,0,0,0,0,0
"60QE000030",92,92,92,35,11,46,0,0,0,0,0,0
"60QE000031",88,88,88,54,14,20,0,0,0,0,0,0
"60QE000032",162,162,162,91,43,28,0,0,0,0,0,0
"60QE000033",131,131,129,18,67,44,2,2,0,0,0,0
"60QE000034",141,141,136,45,30,61,5,3,2,0,0,0
"60QE000035",99,99,97,50,32,15,2,0,0,2,0,0
"60QE000036",114,114,114,79,27,8,0,0,0,0,0,0
"60QE000037",135,135,133,66,33,34,1,1,0,0,1,0
"60QE000038",97,97,96,19,61,16,1,1,0,0,0,0
"60QE000039",159,159,153,87,63,3,6,1,5,0,0,0
"60QE000040",115,115,111,67,40,4,4,1,0,3,0,0
"60QE000041",57,57,57,27,4,26,0,0,0,0,0,0
"60QE000042",122,122,116,80,33,3,5,5,0,0,1,0
"60QE000043",173,173,170,58,110,2,3,3,0,0,0,0
"60QE000044",107,107,105,34,68,3,2,1,0,1,0,0
"60QE000045",149,149,149,66,51,32,0,0,0,0,0,0
"60QE000046",114,114,114,79,16,19,0,0,0,0,0,0
"60QE000047",120,120,118,71,27,20,2,1,1,0,0,0
"60QE000048",96,96,95,46,35,14,1,0,1,0,0,0
"60QE000049",111,111,111,75,27,9,0,0,0,0,0,0
"60QE000050",165,165,153,84,28,41,12,1,4,7,0,0
"60QE000051",150,150,143,109,20,14,7,2,2,3,0,0
"60QE000052",126,126,100,38,41,21,26,23,2,1,0,0
"60QE000053",148,148,148,127,9,12,0,0,0,0,0,0
"60QE000054",161,161,145,95,35,15,16,1,15,0,0,0
"60QE000055",102,102,83,7,71,5,19,18,1,0,0,0
"60QE000056",111,111,111,37,16,58,0,0,0,0,0,0
"60QE000057",64,64,56,29,10,17,8,3,5,0,0,0
"60QE000058",162,162,158,66,70,22,4,0,2,2,0,0
"60QE000059",123,123,118,74,40,4,5,0,5,0,0,0
"60QE000060",148,148,148,92,36,20,0,0,0,0,0,0
"60QE000061",154,154,150,87,40,23,4,0,4,0,0,0
"60QE000062",200,200,199,127,47,25,1,0,0,1,0,0
"60QE000063",150,150,147,86,26,35,3,0,3,0,0,0
"60QE000064",57,57,57,37,8,12,0,0,0,0,0,0
"60QE000065",70,70,66,52,14,0,4,3,1,0,0,0
"60QE000066",195,195,195,164,27,4,0,0,0,0,0,0
"60QE000067",99,99,97,85,8,4,2,0,2,0,0,0
"60QE000068",94,94,94,57,22,15,0,0,0,0,0,0
"60QE000069",86,86,84,66,18,0,2,0,2,0,0,0
"60QE000070",152,152,149,137,10,2,2,2,0,0,1,0
"60QE000071",133,133,131,35,71,25,2,0,0,2,0,0
"60QE000072",143,143,142,111,23,8,1,1,0,0,0,0
"60QE000073",145,145,139,86,36,17,6,1,5,0,0,0
"60QE000074",105,105,94,74,11,9,11,1,10,0,0,0
"60QE000075",119,119,118,101,6,11,1,1,0,0,0,0
"60QE000076",147,147,143,96,29,18,4,2,0,2,0,0
"60QE000077",144,144,142,81,39,22,2,2,0,0,0,0
"60QE000078",128,128,122,88,28,6,6,0,6,0,0,0
"60QE000079",105,105,101,59,13,29,4,0,4,0,0,0
"60QE000080",162,162,161,87,30,44,1,1,0,0,0,0
"60QE000081",98,98,98,45,37,16,0,0,0,0,0,0
"60QE000082",54,54,54,12,13,29,0,0,0,0,0,0
"60QE000083",151,151,149,96,40,13,2,1,1,0,0,0
"60QE000084",180,180,175,101,57,17,5,0,5,0,0,0
"60QE000085",185,185,178,86,70,22,7,3,0,4,0,0
"60QE000086",112,112,112,86,13,13,0,0,0,0,0,0
"60QE000087",176,176,143,74,43,26,33,30,3,0,0,0
"60QE000088",121,121,112,61,24,27,9,0,9,0,0,0
"60QE000089",147,147,146,114,25,7,1,0,1,0,0,0
"60QE000090",126,126,118,95,12,11,8,0,6,2,0,0
"60QE000091",135,135,135,98,27,10,0,0,0,0,0,0
"60QE000092",83,83,81,67,3,11,2,0,2,0,0,0
"60QE000093",128,128,125,85,29,11,3,3,0,0,0,0
"60QE000094",104,104,104,55,33,16,0,0,0,0,0,0
"60QE000095",136,136,126,93,16,17,4,0,4,0,6,0
"60QE000096",55,55,54,32,7,15,1,0,1,0,0,0
"60QE000097",115,115,111,106,1,4,4,4,0,0,0,0
"60QE000098",136,136,135,118,15,2,1,0,1,0,0,0
"60QE000099",130,130,125,100,23,2,5,2,3,0,0,0
"60QE000100",113,113,113,100,11,2,0,0,0,0,0,0
"60QE000101",105,105,102,75,10,17,0,0,0,0,3,0
"60QE000102",88,88,88,83,5,0,0,0,0,0,0,0
"60QE000103",110,110,110,93,17,0,0,0,0,0,0,0
"60QE000104",99,99,99,90,5,4,0,0,0,0,0,0
"60QE000105",106,106,91,47,31,13,15,15,0,0,0,0
"60QE000106",166,166,141,120,17,4,25,1,20,4,0,0
"60QE000107",126,126,120,58,56,6,6,4,2,0,0,0
"60QE000108",145,145,140,102,32,6,5,5,0,0,0,0
"60QE000109",118,118,113,104,9,0,5,1,0,4,0,0
"60QE000110",156,156,155,76,16,63,1,1,0,0,0,0
"60QE000111",144,144,144,68,34,42,0,0,0,0,0,0
"60QE000112",188,188,188,111,35,42,0,0,0,0,0,0
"60QE000113",154,154,150,58,49,43,0,0,0,0,4,0
"60QE000114",149,149,149,88,21,40,0,0,0,0,0,0
"60QE000115",92,92,92,53,8,31,0,0,0,0,0,0
"60QE000116",124,124,124,48,42,34,0,0,0,0,0,0
"60QE000117",157,157,118,84,30,4,1,1,0,0,38,0
"60QE000118",105,105,100,39,42,19,5,5,0,0,0,0
"60QE000119",156,156,156,91,47,18,0,0,0,0,0,0
"60QE000120",106,106,105,45,28,32,1,0,1,0,0,0
"60QE000121",138,138,138,51,28,59,0,0,0,0,0,0
"60QE000122",133,133,127,60,32,35,6,6,0,0,0,0
"60QE000123",120,120,116,44,31,41,4,4,0,0,0,0
"60QE000124",168,168,154,43,69,42,14,0,14,0,0,0
"60QE000125",73,73,73,42,27,4,0,0,0,0,0,0
"60QE000126",139,139,134,90,25,19,5,2,3,0,0,0
"60QE000127",81,81,81,34,27,20,0,0,0,0,0,0
"60QE000128",72,72,70,37,28,5,2,2,0,0,0,0
"60QE000129",168,168,158,93,42,23,10,6,4,0,0,0
"60QE000130",86,86,85,24,17,44,1,1,0,0,0,0
"60QE000131",74,74,74,47,15,12,0,0,0,0,0,0
"60QE000132",87,87,87,47,27,13,0,0,0,0,0,0
"60QE000133",51,51,51,36,13,2,0,0,0,0,0,0
"60QE000134",103,103,103,67,27,9,0,0,0,0,0,0
"60QE000135",123,123,121,86,17,18,2,0,2,0,0,0
"60QE000136",103,103,96,62,29,5,7,0,7,0,0,0
"60QE000137",86,86,84,30,30,24,2,2,0,0,0,0
"60QE000138",51,47,47,20,11,16,0,0,0,0,0,4
"60QE000139",170,170,166,64,52,50,4,0,0,4,0,0
"60QE000140",119,119,114,10,65,39,5,3,0,2,0,0
"60QE000141",114,114,114,37,73,4,0,0,0,0,0,0
"60QE000142",117,117,117,83,28,6,0,0,0,0,0,0
"60QE000143",136,136,134,86,43,5,2,0,2,0,0,0
"60QE000144",77,77,76,40,30,6,1,0,1,0,0,0
"60QE000145",111,111,110,89,20,1,1,1,0,0,0,0
"60QE000146",142,142,137,126,11,0,5,0,0,5,0,0
"60QE000147",181,181,179,106,61,12,0,0,0,0,2,0
"60QE000148",102,102,97,43,53,1,4,4,0,0,1,0
"60QE000149",84,84,81,50,7,24,3,0,0,3,0,0
"60QE000150",51,51,50,33,3,14,0,0,0,0,1,0
"60QE000151",114,114,104,67,37,0,10,0,10,0,0,0
"60QE000152",53,53,51,33,15,3,0,0,0,0,2,0
"60QE000153",138,138,137,92,30,15,1,0,1,0,0,0
"60QE000154",162,162,157,109,40,8,5,1,4,0,0,0
"60QE000155",103,103,103,79,19,5,0,0,0,0,0,0
"60QE000156",90,90,86,72,8,6,2,2,0,0,2,0
"60QE000157",98,98,88,73,9,6,10,0,10,0,0,0
"60QE000158",63,63,55,31,20,4,8,2,6,0,0,0
"60QE000159",124,124,124,97,27,0,0,0,0,0,0,0
"60QE000160",122,122,118,96,21,1,4,4,0,0,0,0
"60QE000161",65,65,65,63,0,2,0,0,0,0,0,0
"60QE000162",83,83,83,79,4,0,0,0,0,0,0,0
"60QE000163",63,63,61,55,6,0,0,0,0,0,2,0
"60QE000164",58,58,58,49,9,0,0,0,0,0,0,0
"60QE000165",102,102,101,91,10,0,1,0,0,1,0,0
"60QE000166",92,92,92,80,12,0,0,0,0,0,0,0
"60QE000167",97,97,95,61,29,5,0,0,0,0,2,0
"60QE000168",88,88,83,80,3,0,3,0,0,3,2,0
"60QE000169",91,91,87,76,7,4,4,0,0,4,0,0
"60QE000170",140,140,133,74,15,44,7,2,4,1,0,0
"60QE000171",60,60,60,31,27,2,0,0,0,0,0,0
"60QE000172",110,110,108,63,36,9,2,0,2,0,0,0
"60QE000173",100,100,94,55,19,20,6,2,4,0,0,0
"60QE000174",78,78,69,56,13,0,9,2,7,0,0,0
"60QE000175",123,123,123,95,24,4,0,0,0,0,0,0
"60QE000176",79,79,77,53,21,3,2,0,2,0,0,0
"60QE000177",68,68,68,61,4,3,0,0,0,0,0,0
"60QE000178",120,120,113,102,11,0,2,2,0,0,5,0
"60QE000179",237,237,225,172,32,21,12,11,1,0,0,0
"60QE000180",109,109,94,24,38,32,15,14,0,1,0,0
"60QE000181",166,166,164,115,36,13,2,0,0,2,0,0
"60QE000182",130,130,130,95,33,2,0,0,0,0,0,0
"60QE000183",194,194,182,117,54,11,12,1,8,3,0,0
"60QE000184",182,182,180,154,21,5,2,2,0,0,0,0
"60QE000185",228,228,223,164,46,13,5,3,2,0,0,0
"60QE000186",83,83,76,68,8,0,5,0,5,0,2,0
"60QE000187",108,108,108,83,11,14,0,0,0,0,0,0
"60QE000188",127,127,124,86,29,9,0,0,0,0,3,0
"60QE000189",129,129,129,105,21,3,0,0,0,0,0,0
"60QE000190",128,128,128,89,32,7,0,0,0,0,0,0
"60QE000191",68,68,68,52,13,3,0,0,0,0,0,0
"60QE000192",133,133,131,102,26,3,1,1,0,0,1,0
"60QE000193",190,190,167,94,25,48,23,16,0,7,0,0
"60QE000194",87,87,87,6,69,12,0,0,0,0,0,0
"60QE000195",91,91,67,8,34,25,24,24,0,0,0,0
"60QE000196",79,79,75,11,26,38,4,0,4,0,0,0
"60QE000197",105,105,98,16,35,47,7,0,6,1,0,0
"60QE000198",74,74,70,2,18,50,4,3,0,1,0,0
"60QE000199",105,105,103,32,30,41,2,2,0,0,0,0
"60QE000200",94,94,89,16,52,21,5,5,0,0,0,0
"60QE000201",137,137,132,17,66,49,5,1,0,4,0,0
"60QE000202",140,140,140,55,36,49,0,0,0,0,0,0
"60QE000203",65,65,65,63,2,0,0,0,0,0,0,0
"60QE000204",141,141,131,93,38,0,10,0,10,0,0,0
"60QE000205",73,73,19,0,2,17,54,54,0,0,0,0
"60QE000206",55,55,0,0,0,0,55,51,4,0,0,0
"60QE000207",64,64,16,2,2,12,48,48,0,0,0,0
"60QE000208",58,58,14,2,9,3,44,34,5,5,0,0
"60QE000209",129,129,120,103,17,0,9,0,9,0,0,0
"60QE000210",96,96,15,10,4,1,81,80,0,1,0,0
"60QE000211",50,50,26,6,12,8,24,24,0,0,0,0
"60QE000212",129,129,9,2,1,6,120,105,8,7,0,0
"60QE000213",57,57,9,1,3,5,48,37,11,0,0,0
"60QE000214",56,56,12,4,4,4,44,37,7,0,0,0
"60QE000215",101,101,72,4,41,27,29,29,0,0,0,0
"60QE000216",163,163,124,72,21,31,39,17,22,0,0,0
"60QE000217",171,171,125,9,30,86,46,40,6,0,0,0
"60QE000218",80,80,77,34,24,19,3,3,0,0,0,0
"60QE000219",159,159,115,0,36,79,44,44,0,0,0,0
"60QE000220",117,117,87,0,33,54,30,30,0,0,0,0
"60QE000221",88,88,39,0,14,25,49,49,0,0,0,0
"60QE000222",169,169,134,10,41,83,35,32,3,0,0,0
"60QE000223",164,164,99,3,54,42,65,65,0,0,0,0
"60QE000224",149,149,77,33,36,8,72,70,2,0,0,0
"60QE000225",94,94,7,5,0,2,87,77,10,0,0,0
"60QE000226",104,104,36,12,9,15,68,62,5,1,0,0
"60QE000227",163,163,146,71,63,12,17,8,9,0,0,0
"60QE000228",128,128,104,8,82,14,24,24,0,0,0,0
"60QE000229",125,125,101,9,76,16,24,19,0,5,0,0
"60QE000230",106,106,4,2,2,0,102,100,2,0,0,0
"60QE000231",79,79,58,16,25,17,21,19,2,0,0,0
"60QE000232",78,78,15,1,5,9,63,58,4,1,0,0
"60QE000233",116,116,91,10,35,46,25,22,3,0,0,0
"60QE000234",57,57,8,1,3,4,49,46,3,0,0,0
"60QE000235",88,88,77,1,20,56,11,11,0,0,0,0
"60QE000236",121,121,119,7,85,27,2,2,0,0,0,0
"60QE000237",105,105,99,18,32,49,6,6,0,0,0,0
"60QE000238",111,111,108,5,66,37,3,0,3,0,0,0
"60QE000239",134,134,125,6,63,56,9,7,2,0,0,0
"60QE000240",99,99,95,12,66,17,4,0,4,0,0,0
"60QE000241",152,152,150,15,106,29,2,2,0,0,0,0
"60QE000242",94,94,87,0,71,16,7,4,3,0,0,0
"60QE000243",131,131,126,3,97,26,5,1,4,0,0,0
"60QE000244",152,152,144,10,83,51,8,8,0,0,0,0
"60QE000245",94,94,76,19,47,10,18,6,12,0,0,0
"60QE000246",104,104,101,12,65,24,3,3,0,0,0,0
"60QE000247",114,114,93,9,75,9,21,21,0,0,0,0
"60QE000248",118,118,112,9,94,9,6,3,3,0,0,0
"60QE000249",133,133,129,19,84,26,4,0,0,4,0,0
"60QE000250",143,143,130,16,98,16,13,9,4,0,0,0
"60QE000251",185,185,180,7,101,72,5,1,4,0,0,0
"60QE000252",151,151,151,14,99,38,0,0,0,0,0,0
"60QE000253",122,122,95,2,1,92,27,20,7,0,0,0
"60QE000254",135,135,48,7,35,6,87,82,5,0,0,0
"60QE000255",78,78,7,0,1,6,71,14,0,57,0,0
"60QE000256",61,61,7,0,1,6,54,53,1,0,0,0
"60QE000257",73,73,47,4,0,43,26,17,9,0,0,0
"60QE000258",172,172,149,34,98,17,23,13,10,0,0,0
"60QE000259",95,95,78,28,31,19,17,13,4,0,0,0
"60QE000260",182,182,143,3,67,73,39,39,0,0,0,0
"60QE000261",87,87,57,2,0,55,30,26,4,0,0,0
"60QE000262",76,76,54,2,0,52,22,14,8,0,0,0
"60QE000263",116,116,82,2,13,67,34,30,4,0,0,0
"60QE000264",56,56,7,2,5,0,49,46,3,0,0,0
"60QE000265",73,73,27,12,6,9,46,29,13,4,0,0
"60QE000266",110,110,39,10,16,13,71,39,9,23,0,0
"60QE000267",103,103,12,8,1,3,91,73,2,16,0,0
"60QE000268",86,86,25,7,3,15,61,50,9,2,0,0
"60QE000269",117,117,16,1,4,11,101,95,0,6,0,0
"60QE000270",86,86,17,1,6,10,69,64,2,3,0,0
"60QE000271",99,99,4,1,0,3,95,95,0,0,0,0
"60QE000272",61,61,4,1,0,3,57,57,0,0,0,0
"60QE000273",141,141,94,27,22,45,47,35,12,0,0,0
"60QE000274",80,80,63,7,33,23,17,11,6,0,0,0
"60QE000275",98,98,86,0,17,69,11,10,1,0,1,0
"60QE000276",101,101,80,17,50,13,21,19,2,0,0,0
"60QE000277",132,132,92,27,42,23,40,31,9,0,0,0
"60QE000278",108,108,105,97,4,4,3,3,0,0,0,0
"60QE000279",81,81,81,61,15,5,0,0,0,0,0,0
"60QE000280",104,104,22,3,9,10,82,69,9,4,0,0
"60QE000281",127,127,105,11,65,29,22,22,0,0,0,0
"60QE000282",99,99,68,31,13,24,31,31,0,0,0,0
"60QE000283",177,177,174,70,59,45,3,1,2,0,0,0
"60QE000284",114,114,49,0,11,38,65,65,0,0,0,0
"60QE000285",60,60,57,26,22,9,3,3,0,0,0,0
"60QE000286",106,106,106,40,66,0,0,0,0,0,0,0
"60QE000287",107,107,107,65,36,6,0,0,0,0,0,0
"60QE000288",186,186,174,31,41,102,12,10,2,0,0,0
"60QE000289",94,94,79,3,22,54,15,13,2,0,0,0
"60QE000290",166,166,94,20,32,42,72,67,5,0,0,0
"60QE000291",115,115,69,0,43,26,46,43,3,0,0,0
"60QE000292",138,138,66,33,2,31,72,64,8,0,0,0
"60QE000293",147,147,68,0,35,33,79,78,1,0,0,0
"60QE000294",140,140,47,26,11,10,93,41,23,29,0,0
"60QE000295",106,106,70,8,4,58,36,19,4,13,0,0
"60QE000296",63,63,19,1,4,14,44,43,1,0,0,0
"60QE000297",83,83,43,12,16,15,40,36,4,0,0,0
"60QE000298",73,73,18,2,3,13,55,48,7,0,0,0
"60QE000299",128,128,33,3,7,23,95,90,1,4,0,0
"60QE000300",76,76,22,3,0,19,54,46,8,0,0,0
"60QE000301",75,75,24,6,11,7,51,50,1,0,0,0
"60QE000302",95,95,21,0,6,15,74,74,0,0,0,0
"60QE000303",71,71,18,1,5,12,53,53,0,0,0,0
"60QE000304",105,105,4,1,2,1,101,96,4,1,0,0
"60QE000305",74,74,17,0,10,7,57,55,2,0,0,0
"60QE000306",79,79,8,7,1,0,71,51,9,11,0,0
"60QE000307",63,63,16,1,6,9,47,32,5,10,0,0
"60QE000308",90,90,53,9,10,34,37,22,15,0,0,0
"60QE000309",100,100,32,15,9,8,68,63,5,0,0,0
"60QE000310",92,92,32,0,7,25,60,59,1,0,0,0
"60QE000311",89,89,9,9,0,0,80,80,0,0,0,0
"60QE000312",85,85,71,23,15,33,14,6,6,2,0,0
"60QE000313",122,122,115,6,70,39,7,5,2,0,0,0
"60QE000314",84,84,43,15,7,21,41,33,8,0,0,0
"60QE000315",128,128,89,38,16,35,39,25,14,0,0,0
"60QE000316",107,107,68,7,19,42,39,34,5,0,0,0
"60QE000317",70,70,10,1,4,5,60,50,0,10,0,0
"60QE000318",87,87,18,13,2,3,69,64,2,3,0,0
"60QE000319",67,67,25,1,5,19,42,22,7,13,0,0
"60QE000320",114,114,77,69,4,4,37,21,8,8,0,0
"60QE000321",154,154,63,35,22,6,91,88,3,0,0,0
"60QE000322",86,86,35,7,25,3,51,51,0,0,0,0
"60QE000323",112,112,48,0,38,10,64,64,0,0,0,0
"60QE000324",151,151,99,1,45,53,52,52,0,0,0,0
"60QE000325",98,98,50,0,18,32,48,46,0,2,0,0
"60QE000326",215,209,179,0,28,151,30,25,5,0,0,6
"60QE000327",134,134,130,7,48,75,4,2,2,0,0,0
"60QE000328",133,133,130,0,72,58,3,3,0,0,0,0
"60QE000329",115,115,101,3,81,17,14,13,1,0,0,0
"60QE000330",51,51,18,11,5,2,33,19,14,0,0,0
"60QE000331",55,55,55,52,3,0,0,0,0,0,0,0
"60QE000332",99,99,17,10,6,1,82,79,1,2,0,0
"60QE000333",142,142,80,16,64,0,62,62,0,0,0,0
"60QE000334",122,122,91,37,54,0,31,31,0,0,0,0
"60QE000335",128,128,23,7,9,7,105,105,0,0,0,0
"60QE000336",153,153,150,2,115,33,0,0,0,0,3,0
"60QE000337",83,83,57,0,35,22,26,26,0,0,0,0
"60QE000338",154,154,154,7,47,100,0,0,0,0,0,0
"60QE000339",200,200,195,6,56,133,5,5,0,0,0,0
"60QE000340",132,132,130,2,54,74,2,2,0,0,0,0
"60QE000341",138,138,137,55,80,2,1,1,0,0,0,0
"60QE000342",171,171,156,6,79,71,15,13,2,0,0,0
"60QE000343",140,140,115,6,95,14,25,23,2,0,0,0
"60QE000344",81,81,67,19,23,25,14,14,0,0,0,0
"60QE000345",65,65,8,0,1,7,57,11,9,37,0,0
"60QE000346",77,77,38,1,13,24,39,27,1,11,0,0
"60QE000347",78,78,78,14,8,56,0,0,0,0,0,0
"60QE000348",94,94,77,21,19,37,17,17,0,0,0,0
"60QE000349",112,112,86,15,18,53,26,26,0,0,0,0
"60QE000350",114,114,106,4,69,33,8,8,0,0,0,0
"60QE000351",159,159,158,67,88,3,1,1,0,0,0,0
"60QE000352",215,215,215,23,104,88,0,0,0,0,0,0
"60QE000353",154,154,141,62,19,60,13,13,0,0,0,0
"60QE000354",96,96,77,31,38,8,19,2,17,0,0,0
"60QE000355",141,141,111,38,65,8,30,24,6,0,0,0
"60QE000356",95,95,95,64,25,6,0,0,0,0,0,0
"60QE000357",88,88,29,2,6,21,59,57,2,0,0,0
"60QE000358",88,88,47,1,7,39,41,3,2,36,0,0
"60QE000359",115,115,105,36,47,22,10,7,3,0,0,0
"60QE000360",129,129,116,23,27,66,13,0,13,0,0,0
"60QE000361",76,76,59,26,27,6,17,8,7,2,0,0
"60QE000362",108,108,92,6,68,18,16,16,0,0,0,0
