"output_area","ALL PEOPLE","In an unshared dwelling","House or bungalow","     Detached","     Semi-detached","     Terraced (including end-terrace)","  Flat, maisonette or apartment","     In a purpose-built block of flats","     Part of a converted or shared house","     In a commercial building","  Caravan or other mobile or temporary structure","In a shared dwelling"
"60QR002381",190,190,177,108,69,0,13,10,3,0,0,0
"60QR002382",111,111,98,39,32,27,12,0,11,1,1,0
"60QR002383",154,154,144,34,55,55,10,5,5,0,0,0
"60QR002384",121,121,117,31,41,45,4,2,2,0,0,0
"60QR002385",144,144,95,49,29,17,48,43,3,2,1,0
"60QR002386",163,163,156,100,34,22,7,0,7,0,0,0
"60QR002387",100,100,100,86,5,9,0,0,0,0,0,0
"60QR002388",91,91,91,0,9,82,0,0,0,0,0,0
"60QR002389",152,152,142,103,37,2,10,6,2,2,0,0
"60QR002390",87,87,87,17,69,1,0,0,0,0,0,0
"60QR002391",57,57,51,51,0,0,6,3,1,2,0,0
"60QR002392",102,102,102,102,0,0,0,0,0,0,0,0
"60QR002393",57,57,42,0,37,5,15,15,0,0,0,0
"60QR002394",165,165,164,73,17,74,0,0,0,0,1,0
"60QR002395",100,100,100,12,8,80,0,0,0,0,0,0
"60QR002396",99,99,98,73,15,10,1,1,0,0,0,0
"60QR002397",111,111,111,12,99,0,0,0,0,0,0,0
"60QR002398",91,91,81,0,61,20,10,10,0,0,0,0
"60QR002399",164,164,139,111,5,23,21,2,19,0,4,0
"60QR002400",122,122,120,86,14,20,2,0,2,0,0,0
"60QR002401",71,71,71,7,26,38,0,0,0,0,0,0
"60QR002402",53,53,32,6,7,19,21,21,0,0,0,0
"60QR002403",170,170,170,148,22,0,0,0,0,0,0,0
"60QR002404",95,95,95,7,85,3,0,0,0,0,0,0
"60QR002405",102,102,102,44,58,0,0,0,0,0,0,0
"60QR002406",89,89,89,73,16,0,0,0,0,0,0,0
"60QR002407",55,55,55,22,33,0,0,0,0,0,0,0
"60QR002408",55,55,55,32,23,0,0,0,0,0,0,0
"60QR002409",146,146,140,80,47,13,6,6,0,0,0,0
"60QR002410",79,79,79,49,30,0,0,0,0,0,0,0
"60QR002411",61,61,0,0,0,0,61,35,5,21,0,0
"60QR002412",105,105,64,24,40,0,41,8,33,0,0,0
"60QR002413",131,131,126,118,8,0,5,0,5,0,0,0
"60QR002414",51,51,51,11,21,19,0,0,0,0,0,0
"60QR002415",84,84,9,0,0,9,75,75,0,0,0,0
"60QR002416",76,76,7,3,1,3,69,66,3,0,0,0
"60QR002417",139,139,136,132,4,0,0,0,0,0,3,0
"60QR002418",162,162,142,116,20,6,20,15,0,5,0,0
"60QR002419",108,108,35,1,31,3,73,73,0,0,0,0
"60QR002420",140,140,39,0,21,18,101,101,0,0,0,0
"60QR002421",71,71,69,18,33,18,2,2,0,0,0,0
"60QR002422",97,97,36,8,25,3,61,55,6,0,0,0
"60QR002423",59,59,56,9,25,22,3,0,3,0,0,0
"60QR002424",120,120,101,4,95,2,19,17,2,0,0,0
"60QR002425",171,171,161,11,57,93,10,10,0,0,0,0
"60QR002426",98,98,44,6,38,0,54,54,0,0,0,0
"60QR002427",61,61,20,2,6,12,41,41,0,0,0,0
"60QR002428",91,91,89,33,56,0,2,2,0,0,0,0
"60QR002429",123,123,123,43,78,2,0,0,0,0,0,0
"60QR002430",108,108,103,14,40,49,5,5,0,0,0,0
"60QR002431",88,88,88,20,68,0,0,0,0,0,0,0
"60QR002432",139,139,135,5,16,114,4,4,0,0,0,0
"60QR002433",116,116,116,0,23,93,0,0,0,0,0,0
"60QR002434",117,117,84,0,11,73,33,33,0,0,0,0
"60QR002435",80,80,65,1,5,59,15,15,0,0,0,0
"60QR002436",93,93,93,0,3,90,0,0,0,0,0,0
"60QR002437",164,164,162,0,68,94,2,2,0,0,0,0
"60QR002438",83,83,48,6,4,38,35,35,0,0,0,0
"60QR002439",119,119,90,8,14,68,29,29,0,0,0,0
"60QR002440",145,145,139,38,97,4,6,6,0,0,0,0
"60QR002441",78,78,78,6,72,0,0,0,0,0,0,0
"60QR002442",135,135,120,9,88,23,15,13,2,0,0,0
"60QR002443",55,55,55,53,2,0,0,0,0,0,0,0
"60QR002444",101,101,9,0,0,9,92,92,0,0,0,0
"60QR002445",87,87,0,0,0,0,87,86,1,0,0,0
"60QR002446",126,126,126,19,39,68,0,0,0,0,0,0
"60QR002447",83,83,82,2,5,75,1,1,0,0,0,0
"60QR002448",134,134,131,11,62,58,3,0,3,0,0,0
"60QR002449",72,72,72,3,25,44,0,0,0,0,0,0
"60QR002450",54,54,0,0,0,0,54,54,0,0,0,0
"60QR002451",119,119,59,3,8,48,60,60,0,0,0,0
"60QR002452",107,107,93,19,70,4,14,14,0,0,0,0
"60QR002453",72,72,59,10,48,1,13,13,0,0,0,0
"60QR002454",87,87,54,4,47,3,33,33,0,0,0,0
"60QR002455",87,87,87,11,71,5,0,0,0,0,0,0
"60QR002456",116,116,0,0,0,0,116,116,0,0,0,0
"60QR002457",53,53,52,4,14,34,1,1,0,0,0,0
"60QR002458",63,63,31,1,22,8,32,28,4,0,0,0
"60QR002459",123,123,99,19,54,26,24,12,12,0,0,0
"60QR002460",126,126,108,29,63,16,18,18,0,0,0,0
"60QR002461",62,62,24,6,14,4,38,38,0,0,0,0
"60QR002462",81,81,2,0,1,1,79,79,0,0,0,0
"60QR002463",79,79,9,5,2,2,70,70,0,0,0,0
"60QR002464",54,54,2,1,0,1,52,52,0,0,0,0
"60QR002465",61,61,0,0,0,0,61,61,0,0,0,0
"60QR002466",54,54,1,0,0,1,53,53,0,0,0,0
"60QR002467",52,52,1,0,0,1,51,51,0,0,0,0
"60QR002468",74,74,14,1,13,0,60,59,0,1,0,0
"60QR002469",153,153,25,2,4,19,128,119,0,9,0,0
"60QR002470",66,66,13,0,0,13,53,45,8,0,0,0
"60QR002471",74,74,4,2,0,2,70,68,2,0,0,0
"60QR002472",59,59,2,0,2,0,57,57,0,0,0,0
"60QR002473",149,149,139,6,59,74,10,10,0,0,0,0
"60QR002474",91,91,76,0,15,61,15,15,0,0,0,0
"60QR002475",128,128,128,10,46,72,0,0,0,0,0,0
"60QR002476",72,72,72,23,47,2,0,0,0,0,0,0
"60QR002477",146,146,146,92,54,0,0,0,0,0,0,0
"60QR002478",93,93,90,3,31,56,3,3,0,0,0,0
"60QR002479",92,92,89,0,27,62,3,3,0,0,0,0
"60QR002480",137,137,33,2,4,27,104,104,0,0,0,0
"60QR002481",90,90,88,0,7,81,2,2,0,0,0,0
"60QR002482",136,136,129,5,18,106,7,7,0,0,0,0
"60QR002483",52,52,52,0,41,11,0,0,0,0,0,0
"60QR002484",98,98,98,0,6,92,0,0,0,0,0,0
"60QR002485",96,96,95,3,12,80,1,1,0,0,0,0
"60QR002486",147,147,104,30,71,3,43,43,0,0,0,0
"60QR002487",81,81,79,0,23,56,2,2,0,0,0,0
"60QR002488",76,76,76,2,15,59,0,0,0,0,0,0
"60QR002489",131,131,122,1,34,87,9,9,0,0,0,0
"60QR002490",71,71,71,8,17,46,0,0,0,0,0,0
"60QR002491",144,144,142,6,63,73,2,2,0,0,0,0
"60QR002492",59,59,45,2,31,12,14,14,0,0,0,0
"60QR002493",100,100,16,6,1,9,84,84,0,0,0,0
"60QR002494",84,84,29,1,25,3,55,55,0,0,0,0
"60QR002495",170,170,78,9,54,15,90,85,5,0,2,0
"60QR002496",66,66,65,6,0,59,1,1,0,0,0,0
"60QR002497",141,141,141,14,12,115,0,0,0,0,0,0
"60QR002498",94,94,27,2,0,25,66,64,2,0,1,0
"60QR002499",85,85,59,3,4,52,26,26,0,0,0,0
"60QR002500",110,110,65,0,58,7,45,45,0,0,0,0
"60QR002501",95,95,90,3,50,37,5,5,0,0,0,0
"60QR002502",71,71,71,0,13,58,0,0,0,0,0,0
"60QR002503",110,110,106,0,8,98,4,4,0,0,0,0
"60QR002504",88,88,88,24,64,0,0,0,0,0,0,0
"60QR002505",128,128,128,115,13,0,0,0,0,0,0,0
"60QR002506",51,51,49,2,8,39,2,2,0,0,0,0
"60QR002507",168,168,168,7,20,141,0,0,0,0,0,0
"60QR002508",132,132,132,4,128,0,0,0,0,0,0,0
"60QR002509",79,79,78,4,61,13,1,1,0,0,0,0
"60QR002510",84,84,84,13,25,46,0,0,0,0,0,0
"60QR002511",112,112,112,110,2,0,0,0,0,0,0,0
"60QR002512",66,66,26,2,2,22,40,40,0,0,0,0
"60QR002513",108,108,83,7,44,32,25,14,10,1,0,0
"60QR002514",84,84,84,68,12,4,0,0,0,0,0,0
"60QR002515",248,248,248,181,51,16,0,0,0,0,0,0
"60QR002516",114,114,85,36,23,26,29,28,1,0,0,0
"60QR002517",162,162,160,152,8,0,2,2,0,0,0,0
"60QR002518",128,128,124,124,0,0,4,0,4,0,0,0
"60QR002519",126,126,124,55,39,30,2,2,0,0,0,0
"60QR002520",164,164,164,160,4,0,0,0,0,0,0,0
"60QR002521",233,233,233,228,0,5,0,0,0,0,0,0
"60QR002522",206,206,206,201,5,0,0,0,0,0,0,0
"60QR002523",76,76,76,71,0,5,0,0,0,0,0,0
"60QR002524",148,148,145,124,21,0,3,3,0,0,0,0
"60QR002525",146,146,142,126,11,5,4,0,0,4,0,0
"60QR002526",130,130,130,58,27,45,0,0,0,0,0,0
"60QR002527",123,123,123,86,28,9,0,0,0,0,0,0
"60QR002528",95,95,95,60,35,0,0,0,0,0,0,0
"60QR002529",125,125,96,47,28,21,29,29,0,0,0,0
"60QR002530",115,115,114,65,26,23,1,0,0,1,0,0
"60QR002531",93,93,80,27,47,6,13,11,2,0,0,0
"60QR002532",106,106,105,59,40,6,1,0,1,0,0,0
"60QR002533",232,232,183,133,22,28,26,8,18,0,23,0
"60QR002534",126,126,122,99,16,7,4,2,2,0,0,0
"60QR002535",76,76,76,52,13,11,0,0,0,0,0,0
"60QR002536",118,118,115,69,32,14,3,0,3,0,0,0
"60QR002537",102,102,102,64,25,13,0,0,0,0,0,0
"60QR002538",206,206,191,133,24,34,15,9,6,0,0,0
"60QR002539",72,72,72,57,15,0,0,0,0,0,0,0
"60QR002540",161,161,150,78,41,31,11,0,7,4,0,0
"60QR002541",109,109,109,43,57,9,0,0,0,0,0,0
"60QR002542",74,74,71,32,29,10,3,0,3,0,0,0
"60QR002543",129,129,125,82,25,18,4,1,3,0,0,0
"60QR002544",114,114,114,80,30,4,0,0,0,0,0,0
"60QR002545",99,99,81,37,33,11,18,6,8,4,0,0
"60QR002546",79,79,44,31,12,1,32,18,4,10,3,0
"60QR002547",168,168,165,162,0,3,3,3,0,0,0,0
"60QR002548",243,243,243,237,4,2,0,0,0,0,0,0
"60QR002549",105,105,42,2,4,36,63,63,0,0,0,0
"60QR002550",104,104,25,1,7,17,79,79,0,0,0,0
"60QR002551",144,144,64,9,4,51,80,80,0,0,0,0
"60QR002552",155,155,105,95,0,10,50,50,0,0,0,0
"60QR002553",217,217,217,217,0,0,0,0,0,0,0,0
"60QR002554",198,198,198,179,19,0,0,0,0,0,0,0
"60QR002555",93,93,91,89,2,0,2,0,0,2,0,0
"60QR002556",263,263,259,255,0,4,4,4,0,0,0,0
"60QR002557",76,76,74,15,59,0,2,2,0,0,0,0
"60QR002558",237,237,236,142,92,2,1,0,0,1,0,0
"60QR002559",187,187,186,146,5,35,1,1,0,0,0,0
"60QR002560",74,74,42,11,13,18,32,23,9,0,0,0
"60QR002561",99,99,99,99,0,0,0,0,0,0,0,0
"60QR002562",110,110,110,21,84,5,0,0,0,0,0,0
"60QR002563",103,103,103,83,20,0,0,0,0,0,0,0
"60QR002564",59,59,41,38,3,0,18,18,0,0,0,0
"60QR002565",171,171,156,138,18,0,15,15,0,0,0,0
"60QR002566",150,150,75,58,17,0,75,75,0,0,0,0
"60QR002567",153,153,153,80,9,64,0,0,0,0,0,0
"60QR002568",191,191,173,0,29,144,18,18,0,0,0,0
"60QR002569",123,123,117,0,6,111,6,6,0,0,0,0
"60QR002570",172,172,138,0,42,96,34,34,0,0,0,0
"60QR002571",91,91,88,7,8,73,3,3,0,0,0,0
"60QR002572",95,95,76,2,29,45,13,11,0,2,6,0
"60QR002573",143,143,139,92,47,0,4,3,0,1,0,0
"60QR002574",54,54,33,8,14,11,21,17,4,0,0,0
"60QR002575",157,157,157,153,4,0,0,0,0,0,0,0
"60QR002576",89,89,89,81,8,0,0,0,0,0,0,0
"60QR002577",87,87,48,6,28,14,39,39,0,0,0,0
"60QR002578",52,52,38,2,36,0,14,14,0,0,0,0
"60QR002579",110,110,110,79,31,0,0,0,0,0,0,0
"60QR002580",100,100,95,88,7,0,5,5,0,0,0,0
"60QR002581",118,118,72,6,41,25,46,39,5,2,0,0
"60QR002582",97,97,78,3,57,18,19,19,0,0,0,0
"60QR002583",232,232,221,3,41,177,11,11,0,0,0,0
"60QR002584",162,162,162,11,14,137,0,0,0,0,0,0
"60QR002585",124,124,86,0,15,71,38,38,0,0,0,0
"60QR002586",73,73,40,1,21,18,33,33,0,0,0,0
"60QR002587",65,65,13,12,0,1,52,32,19,1,0,0
"60QR002588",88,88,10,1,9,0,78,76,2,0,0,0
"60QR002589",124,124,57,1,1,55,55,55,0,0,12,0
"60QR002590",71,71,66,4,16,46,5,5,0,0,0,0
"60QR002591",133,133,131,0,16,115,2,1,0,1,0,0
"60QR002592",92,92,92,10,14,68,0,0,0,0,0,0
"60QR002593",155,155,155,1,20,134,0,0,0,0,0,0
"60QR002594",107,107,101,2,17,82,6,0,4,2,0,0
"60QR002595",113,113,112,6,19,87,1,1,0,0,0,0
"60QR002596",72,72,67,1,5,61,5,0,0,5,0,0
"60QR002597",156,156,138,10,52,76,18,17,1,0,0,0
"60QR002598",156,156,124,1,52,71,32,32,0,0,0,0
"60QR002599",92,92,92,67,20,5,0,0,0,0,0,0
"60QR002600",148,148,148,136,9,3,0,0,0,0,0,0
"60QR002601",137,137,134,56,73,5,3,3,0,0,0,0
"60QR002602",89,89,89,19,63,7,0,0,0,0,0,0
"60QR002603",130,130,130,44,84,2,0,0,0,0,0,0
"60QR002604",59,59,47,8,37,2,12,12,0,0,0,0
"60QR002605",80,80,80,69,9,2,0,0,0,0,0,0
"60QR002606",152,152,152,93,59,0,0,0,0,0,0,0
"60QR002607",185,185,19,16,0,3,166,151,14,1,0,0
"60QR002608",150,150,148,64,71,13,2,2,0,0,0,0
"60QR002609",101,101,101,16,48,37,0,0,0,0,0,0
"60QR002610",78,78,78,23,55,0,0,0,0,0,0,0
"60QR002611",75,75,75,18,31,26,0,0,0,0,0,0
"60QR002612",135,135,135,68,50,17,0,0,0,0,0,0
"60QR002613",98,98,98,77,19,2,0,0,0,0,0,0
"60QR002614",132,132,85,41,42,2,47,46,1,0,0,0
"60QR002615",60,60,9,6,0,3,51,51,0,0,0,0
"60QR002616",78,78,9,5,3,1,69,65,4,0,0,0
"60QR002617",83,83,14,0,0,14,69,69,0,0,0,0
"60QR002618",113,113,48,1,6,41,65,65,0,0,0,0
"60QR002619",97,97,8,6,0,2,89,89,0,0,0,0
"60QR002620",61,61,61,40,21,0,0,0,0,0,0,0
"60QR002621",204,204,189,119,43,27,15,15,0,0,0,0
"60QR002622",122,122,119,2,30,87,3,3,0,0,0,0
"60QR002623",94,94,90,73,5,12,4,4,0,0,0,0
"60QR002624",98,98,66,38,18,10,32,32,0,0,0,0
"60QR002625",110,110,62,1,35,26,48,44,2,2,0,0
"60QR002626",134,134,23,10,8,5,111,110,0,1,0,0
"60QR002627",56,56,47,11,32,4,9,9,0,0,0,0
"60QR002628",69,69,67,65,0,2,2,2,0,0,0,0
"60QR002629",119,119,119,119,0,0,0,0,0,0,0,0
"60QR002630",123,123,119,4,45,70,4,4,0,0,0,0
"60QR002631",126,126,123,41,38,44,3,3,0,0,0,0
"60QR002632",149,149,149,149,0,0,0,0,0,0,0,0
"60QR002633",138,138,138,132,4,2,0,0,0,0,0,0
"60QR002634",178,178,178,81,88,9,0,0,0,0,0,0
"60QR002635",125,125,125,108,17,0,0,0,0,0,0,0
"60QR002636",84,84,75,17,24,34,9,4,5,0,0,0
"60QR002637",107,107,104,63,20,21,3,1,2,0,0,0
"60QR002638",87,87,62,38,13,11,25,17,8,0,0,0
"60QR002639",100,100,82,16,28,38,18,18,0,0,0,0
"60QR002640",71,71,45,14,11,20,26,18,8,0,0,0
"60QR002641",137,137,130,30,37,63,7,0,7,0,0,0
"60QR002642",125,125,124,118,6,0,1,1,0,0,0,0
"60QR002643",61,61,61,21,20,20,0,0,0,0,0,0
"60QR002644",167,167,165,18,86,61,2,0,2,0,0,0
"60QR002645",161,161,151,102,23,26,10,0,0,10,0,0
"60QR002646",129,129,118,84,10,24,11,11,0,0,0,0
"60QR002647",117,117,108,99,5,4,9,9,0,0,0,0
"60QR002648",122,122,122,89,33,0,0,0,0,0,0,0
"60QR002649",130,130,125,125,0,0,5,5,0,0,0,0
"60QR002650",181,181,178,141,24,13,3,1,0,2,0,0
"60QR002651",156,156,138,52,41,45,18,18,0,0,0,0
"60QR002652",123,123,122,62,60,0,1,1,0,0,0,0
"60QR002653",99,99,96,67,29,0,3,2,1,0,0,0
"60QR002654",89,89,68,48,2,18,19,19,0,0,2,0
"60QR002655",60,60,18,9,3,6,42,38,2,2,0,0
"60QR002656",68,68,50,27,15,8,18,15,3,0,0,0
"60QR002657",144,144,137,132,2,3,7,2,2,3,0,0
"60QR002658",100,100,74,37,23,14,26,19,5,2,0,0
"60QR002659",101,101,80,8,30,42,21,21,0,0,0,0
"60QR002660",138,138,52,17,23,12,86,85,1,0,0,0
"60QR002661",175,175,161,40,40,81,14,14,0,0,0,0
"60QR002662",89,89,83,1,8,74,6,6,0,0,0,0
"60QR002663",168,168,106,48,35,23,62,62,0,0,0,0
"60QR002664",67,67,37,5,32,0,30,27,3,0,0,0
"60QR002665",112,112,102,10,92,0,10,10,0,0,0,0
"60QR002666",80,80,66,4,49,13,14,14,0,0,0,0
"60QR002667",59,59,59,0,59,0,0,0,0,0,0,0
"60QR002668",142,142,56,4,41,11,86,86,0,0,0,0
"60QR002669",98,98,57,0,7,50,41,39,0,2,0,0
"60QR002670",75,75,18,7,9,2,57,45,2,10,0,0
"60QR002671",131,131,39,2,25,12,92,85,6,1,0,0
"60QR002672",147,147,147,120,27,0,0,0,0,0,0,0
"60QR002673",167,167,167,164,0,3,0,0,0,0,0,0
"60QR002674",181,181,177,89,63,25,4,4,0,0,0,0
"60QR002675",88,88,88,80,8,0,0,0,0,0,0,0
"60QR002676",150,150,89,7,56,26,61,55,1,5,0,0
"60QR002677",95,95,95,60,35,0,0,0,0,0,0,0
"60QR002678",149,149,144,28,71,45,5,5,0,0,0,0
"60QR002679",203,203,203,122,75,6,0,0,0,0,0,0
"60QR002680",76,76,73,57,14,2,3,3,0,0,0,0
"60QR002681",96,96,40,10,9,21,56,55,1,0,0,0
"60QR002682",75,75,17,3,1,13,55,53,2,0,3,0
"60QR002683",130,130,33,7,16,10,97,94,0,3,0,0
"60QR002684",129,129,9,0,2,7,120,117,1,2,0,0
"60QR002685",59,59,4,0,2,2,55,53,0,2,0,0
"60QR002686",148,148,73,13,32,28,75,19,54,2,0,0
"60QR002687",113,113,94,90,4,0,19,18,1,0,0,0
"60QR002688",128,128,58,7,21,30,70,34,28,8,0,0
"60QR002689",119,119,32,20,2,10,87,58,29,0,0,0
"60QR002690",104,104,14,0,8,6,90,87,0,3,0,0
"60QR002691",73,73,13,2,1,10,60,60,0,0,0,0
"60QR002692",68,68,28,1,11,16,40,40,0,0,0,0
"60QR002693",112,112,65,2,21,42,47,42,0,5,0,0
"60QR002694",82,82,10,5,5,0,72,72,0,0,0,0
"60QR002695",74,74,38,16,3,19,36,35,1,0,0,0
"60QR002696",60,60,4,1,2,1,56,56,0,0,0,0
"60QR002697",111,111,73,42,28,3,38,25,8,5,0,0
"60QR002698",152,152,151,88,63,0,1,1,0,0,0,0
"60QR002699",85,85,50,3,7,40,26,25,0,1,9,0
"60QR002700",68,68,64,13,39,12,4,0,0,4,0,0
"60QR002701",153,153,132,48,73,11,21,14,7,0,0,0
"60QR002702",179,179,98,10,25,63,81,80,1,0,0,0
"60QR002703",82,82,60,26,29,5,22,19,3,0,0,0
"60QR002704",119,119,104,62,21,21,15,5,10,0,0,0
"60QR002705",87,87,65,33,27,5,22,22,0,0,0,0
"60QR002706",116,116,85,9,42,34,31,31,0,0,0,0
"60QR002707",202,202,182,71,111,0,20,20,0,0,0,0
"60QR002708",157,157,157,136,21,0,0,0,0,0,0,0
"60QR002709",129,129,129,60,69,0,0,0,0,0,0,0
"60QR002710",102,102,102,59,41,2,0,0,0,0,0,0
"60QR002711",277,277,273,95,133,45,4,4,0,0,0,0
"60QR002712",131,131,108,28,78,2,23,23,0,0,0,0
"60QR002713",191,191,167,84,83,0,24,24,0,0,0,0
"60QR002714",249,249,249,221,25,3,0,0,0,0,0,0
"60QR002715",70,70,63,19,27,17,7,6,1,0,0,0
"60QR002716",91,91,91,91,0,0,0,0,0,0,0,0
"60QR002717",185,185,83,1,27,55,102,102,0,0,0,0
"60QR002718",68,68,68,4,22,42,0,0,0,0,0,0
"60QR002719",250,250,221,78,72,71,29,29,0,0,0,0
"60QR002720",95,95,95,89,3,3,0,0,0,0,0,0
"60QR002721",57,57,55,6,9,40,2,2,0,0,0,0
"60QR002722",133,133,129,10,11,108,4,0,0,4,0,0
"60QR002723",128,128,74,36,34,4,54,45,7,2,0,0
"60QR002724",95,95,95,86,6,3,0,0,0,0,0,0
"60QR002725",117,117,82,37,45,0,35,29,6,0,0,0
"60QR002726",95,95,95,53,42,0,0,0,0,0,0,0
"60QR002727",155,155,149,4,5,140,6,6,0,0,0,0
"60QR002728",67,67,65,0,13,52,2,2,0,0,0,0
"60QR002729",110,110,110,0,18,92,0,0,0,0,0,0
"60QR002730",97,97,94,12,37,45,3,3,0,0,0,0
"60QR002731",104,104,102,1,76,25,2,2,0,0,0,0
"60QR002732",159,159,125,24,43,58,34,32,2,0,0,0
"60QR002733",109,109,107,8,54,45,2,2,0,0,0,0
"60QR002734",130,130,104,3,66,35,26,23,3,0,0,0
"60QR002735",119,119,112,15,87,10,7,7,0,0,0,0
"60QR002736",140,140,124,11,46,67,16,15,1,0,0,0
"60QR002737",149,149,149,33,111,5,0,0,0,0,0,0
"60QR002738",139,139,137,8,39,90,2,2,0,0,0,0
"60QR002739",102,102,50,20,21,9,52,51,1,0,0,0
"60QR002740",110,110,110,5,67,38,0,0,0,0,0,0
"60QR002741",113,113,33,0,18,15,80,80,0,0,0,0
"60QR002742",70,70,61,6,13,42,9,9,0,0,0,0
"60QR002743",73,73,22,5,13,4,51,51,0,0,0,0
"60QR002744",161,161,104,6,75,23,57,49,0,8,0,0
"60QR002745",123,123,120,4,114,2,3,2,1,0,0,0
"60QR002746",88,88,88,1,70,17,0,0,0,0,0,0
"60QR002747",141,141,130,36,74,20,11,11,0,0,0,0
"60QR002748",90,90,29,14,9,6,61,54,7,0,0,0
"60QR002749",183,183,101,6,29,66,82,82,0,0,0,0
"60QR002750",88,88,15,2,10,3,73,73,0,0,0,0
"60QR002751",100,100,33,3,17,13,67,67,0,0,0,0
"60QR002752",162,162,36,6,23,7,126,126,0,0,0,0
"60QR002753",104,104,34,2,25,7,70,68,0,2,0,0
"60QR002754",151,151,112,4,65,43,39,39,0,0,0,0
"60QR002755",166,166,157,11,145,1,9,9,0,0,0,0
"60QR002756",69,69,14,2,3,9,55,55,0,0,0,0
"60QR002757",73,73,17,2,2,13,56,36,0,20,0,0
"60QR002758",165,165,87,17,28,42,78,78,0,0,0,0
"60QR002759",122,122,98,0,57,41,24,24,0,0,0,0
"60QR002760",92,92,92,11,81,0,0,0,0,0,0,0
"60QR002761",102,102,14,0,10,4,88,88,0,0,0,0
"60QR002762",130,130,129,105,21,3,1,1,0,0,0,0
"60QR002763",84,84,84,84,0,0,0,0,0,0,0,0
"60QR002764",144,144,133,0,25,108,11,11,0,0,0,0
"60QR002765",82,82,76,5,8,63,6,4,2,0,0,0
"60QR002766",112,112,112,8,22,82,0,0,0,0,0,0
"60QR002767",118,118,110,22,17,71,8,6,2,0,0,0
"60QR002768",191,191,148,4,16,128,43,40,1,2,0,0
"60QR002769",178,178,178,33,141,4,0,0,0,0,0,0
"60QR002770",66,66,66,55,11,0,0,0,0,0,0,0
"60QR002771",173,173,170,5,9,156,3,3,0,0,0,0
"60QR002772",84,84,83,2,6,75,1,1,0,0,0,0
"60QR002773",131,131,118,55,63,0,13,13,0,0,0,0
"60QR002774",247,247,247,229,13,5,0,0,0,0,0,0
"60QR002775",130,130,130,125,5,0,0,0,0,0,0,0
"60QR002776",178,178,178,57,121,0,0,0,0,0,0,0
"60QR002777",121,121,121,96,21,4,0,0,0,0,0,0
"60QR002778",94,94,94,90,4,0,0,0,0,0,0,0
"60QR002779",74,74,74,62,12,0,0,0,0,0,0,0
"60QR002780",176,176,174,82,92,0,2,2,0,0,0,0
"60QR002781",131,131,111,3,41,67,20,20,0,0,0,0
"60QR002782",143,143,130,4,10,116,13,13,0,0,0,0
"60QR002783",158,158,80,4,17,59,78,77,1,0,0,0
"60QR002784",80,80,80,0,21,59,0,0,0,0,0,0
"60QR002785",170,170,156,19,63,74,14,14,0,0,0,0
"60QR002786",149,149,130,45,49,36,19,19,0,0,0,0
"60QR002787",133,133,133,133,0,0,0,0,0,0,0,0
"60QR002788",145,145,145,141,4,0,0,0,0,0,0,0
"60QR002789",143,143,143,141,2,0,0,0,0,0,0,0
"60QR002790",63,63,17,7,7,3,46,44,2,0,0,0
"60QR002791",120,120,120,48,72,0,0,0,0,0,0,0
"60QR002792",105,105,99,20,54,25,6,4,2,0,0,0
"60QR002793",109,109,109,55,35,19,0,0,0,0,0,0
"60QR002794",63,63,23,9,8,6,40,26,13,1,0,0
"60QR002795",111,111,111,11,49,51,0,0,0,0,0,0
"60QR002796",120,120,120,110,10,0,0,0,0,0,0,0
"60QR002797",109,109,92,40,42,10,17,7,10,0,0,0
"60QR002798",90,90,41,15,15,11,49,11,3,35,0,0
"60QR002799",99,99,81,48,20,13,18,13,5,0,0,0
"60QR002800",171,171,170,156,12,2,1,1,0,0,0,0
"60QR002801",92,92,92,29,63,0,0,0,0,0,0,0
"60QR002802",145,145,49,18,18,13,96,95,1,0,0,0
"60QR002803",81,81,80,2,15,63,1,1,0,0,0,0
"60QR002804",120,120,115,17,25,73,5,5,0,0,0,0
"60QR002805",198,198,195,108,81,6,3,3,0,0,0,0
"60QR002806",107,107,99,70,20,9,8,8,0,0,0,0
"60QR002807",114,114,108,70,36,2,6,6,0,0,0,0
"60QR002808",124,124,98,48,48,2,24,19,5,0,2,0
"60QR002809",186,186,155,78,73,4,31,26,5,0,0,0
"60QR002810",114,114,112,51,55,6,2,0,2,0,0,0
"60QR002811",115,115,99,66,30,3,16,11,5,0,0,0
"60QR002812",210,210,210,191,15,4,0,0,0,0,0,0
"60QR002813",77,77,75,4,33,38,2,2,0,0,0,0
"60QR002814",178,178,123,60,22,41,55,34,16,5,0,0
"60QR002815",98,98,59,21,13,25,39,22,17,0,0,0
"60QR002816",83,83,39,8,9,22,44,41,2,1,0,0
"60QR002817",136,136,112,50,59,3,23,19,4,0,1,0
"60QR002818",97,97,97,0,47,50,0,0,0,0,0,0
"60QR002819",166,166,142,78,30,34,18,10,0,8,6,0
"60QR002820",130,130,118,21,69,28,12,12,0,0,0,0
"60QR002821",77,77,68,19,35,14,9,9,0,0,0,0
"60QR002822",140,140,131,72,17,42,9,7,2,0,0,0
"60QR002823",84,84,84,62,10,12,0,0,0,0,0,0
"60QR002824",122,122,121,5,63,53,1,1,0,0,0,0
"60QR002825",93,93,78,28,24,26,15,15,0,0,0,0
"60QR002826",112,112,108,44,43,21,4,4,0,0,0,0
"60QR002827",146,146,110,29,40,41,36,17,15,4,0,0
