"dz_2001","la_name","year","total","nonwhite"
"S01000094","Aberdeen City",2001,637,31
"S01000095","Aberdeen City",2001,703,35
"S01000096","Aberdeen City",2001,706,14
"S01000097","Aberdeen City",2001,1291,50
"S01000098","Aberdeen City",2001,1539,144
"S01000099","Aberdeen City",2001,916,22
"S01000100","Aberdeen City",2001,760,30
"S01000101","Aberdeen City",2001,988,31
"S01000102","Aberdeen City",2001,832,52
"S01000103","Aberdeen City",2001,603,36
"S01000104","Aberdeen City",2001,1015,32
"S01000105","Aberdeen City",2001,1114,57
"S01000106","Aberdeen City",2001,706,19
"S01000107","Aberdeen City",2001,1039,27
"S01000108","Aberdeen City",2001,845,41
"S01000109","Aberdeen City",2001,985,48
"S01000110","Aberdeen City",2001,986,25
"S01000111","Aberdeen City",2001,762,32
"S01000112","Aberdeen City",2001,1159,113
"S01000113","Aberdeen City",2001,646,19
"S01000114","Aberdeen City",2001,1230,19
"S01000115","Aberdeen City",2001,873,14
"S01000116","Aberdeen City",2001,901,26
"S01000117","Aberdeen City",2001,1056,38
"S01000118","Aberdeen City",2001,788,15
"S01000119","Aberdeen City",2001,916,29
"S01000120","Aberdeen City",2001,742,23
"S01000121","Aberdeen City",2001,796,21
"S01000122","Aberdeen City",2001,764,11
"S01000123","Aberdeen City",2001,831,29
"S01000124","Aberdeen City",2001,1118,68
"S01000125","Aberdeen City",2001,859,45
"S01000126","Aberdeen City",2001,867,42
"S01000127","Aberdeen City",2001,798,12
"S01000128","Aberdeen City",2001,1645,140
"S01000129","Aberdeen City",2001,549,41
"S01000130","Aberdeen City",2001,1335,44
"S01000131","Aberdeen City",2001,659,23
"S01000132","Aberdeen City",2001,784,44
"S01000133","Aberdeen City",2001,874,11
"S01000134","Aberdeen City",2001,762,5
"S01000135","Aberdeen City",2001,721,25
"S01000136","Aberdeen City",2001,706,9
"S01000137","Aberdeen City",2001,1208,59
"S01000138","Aberdeen City",2001,901,37
"S01000139","Aberdeen City",2001,817,6
"S01000140","Aberdeen City",2001,943,8
"S01000141","Aberdeen City",2001,945,73
"S01000142","Aberdeen City",2001,772,5
"S01000143","Aberdeen City",2001,633,35
"S01000144","Aberdeen City",2001,711,45
"S01000145","Aberdeen City",2001,905,9
"S01000146","Aberdeen City",2001,1466,72
"S01000147","Aberdeen City",2001,1447,33
"S01000148","Aberdeen City",2001,694,0
"S01000149","Aberdeen City",2001,1076,56
"S01000150","Aberdeen City",2001,636,6
"S01000151","Aberdeen City",2001,907,4
"S01000152","Aberdeen City",2001,1799,39
"S01000153","Aberdeen City",2001,900,46
"S01000154","Aberdeen City",2001,557,5
"S01000155","Aberdeen City",2001,784,1
"S01000156","Aberdeen City",2001,970,106
"S01000157","Aberdeen City",2001,692,8
"S01000158","Aberdeen City",2001,933,14
"S01000159","Aberdeen City",2001,1014,41
"S01000160","Aberdeen City",2001,813,5
"S01000161","Aberdeen City",2001,1153,40
"S01000162","Aberdeen City",2001,886,22
"S01000163","Aberdeen City",2001,1169,8
"S01000164","Aberdeen City",2001,547,12
"S01000165","Aberdeen City",2001,861,27
"S01000166","Aberdeen City",2001,1274,81
"S01000167","Aberdeen City",2001,712,3
"S01000168","Aberdeen City",2001,1080,2
"S01000169","Aberdeen City",2001,761,15
"S01000170","Aberdeen City",2001,1336,33
"S01000171","Aberdeen City",2001,1007,64
"S01000172","Aberdeen City",2001,501,12
"S01000173","Aberdeen City",2001,811,8
"S01000174","Aberdeen City",2001,873,51
"S01000175","Aberdeen City",2001,528,15
"S01000176","Aberdeen City",2001,744,45
"S01000177","Aberdeen City",2001,554,25
"S01000178","Aberdeen City",2001,760,2
"S01000179","Aberdeen City",2001,757,34
"S01000180","Aberdeen City",2001,900,4
"S01000181","Aberdeen City",2001,654,4
"S01000182","Aberdeen City",2001,873,4
"S01000183","Aberdeen City",2001,1180,163
"S01000184","Aberdeen City",2001,793,22
"S01000185","Aberdeen City",2001,787,32
"S01000186","Aberdeen City",2001,957,5
"S01000187","Aberdeen City",2001,713,9
"S01000188","Aberdeen City",2001,1203,58
"S01000189","Aberdeen City",2001,624,9
"S01000190","Aberdeen City",2001,887,6
"S01000191","Aberdeen City",2001,1951,31
"S01000192","Aberdeen City",2001,767,42
"S01000193","Aberdeen City",2001,920,1
"S01000194","Aberdeen City",2001,745,51
"S01000195","Aberdeen City",2001,697,13
"S01000196","Aberdeen City",2001,924,10
"S01000197","Aberdeen City",2001,610,3
"S01000198","Aberdeen City",2001,746,11
"S01000199","Aberdeen City",2001,716,43
"S01000200","Aberdeen City",2001,996,20
"S01000201","Aberdeen City",2001,654,17
"S01000202","Aberdeen City",2001,888,15
"S01000203","Aberdeen City",2001,536,74
"S01000204","Aberdeen City",2001,622,7
"S01000205","Aberdeen City",2001,1186,81
"S01000206","Aberdeen City",2001,926,7
"S01000207","Aberdeen City",2001,1006,71
"S01000208","Aberdeen City",2001,1200,6
"S01000209","Aberdeen City",2001,1291,19
"S01000210","Aberdeen City",2001,696,16
"S01000211","Aberdeen City",2001,892,27
"S01000212","Aberdeen City",2001,788,3
"S01000213","Aberdeen City",2001,672,11
"S01000214","Aberdeen City",2001,507,1
"S01000215","Aberdeen City",2001,1375,60
"S01000215","Aberdeenshire",2001,84,1
"S01000216","Aberdeen City",2001,619,9
"S01000217","Aberdeen City",2001,906,15
"S01000218","Aberdeen City",2001,718,3
"S01000219","Aberdeen City",2001,698,39
"S01000220","Aberdeen City",2001,1399,111
"S01000221","Aberdeen City",2001,897,35
"S01000222","Aberdeen City",2001,758,2
"S01000223","Aberdeen City",2001,622,6
"S01000224","Aberdeen City",2001,966,5
"S01000225","Aberdeen City",2001,595,5
"S01000226","Aberdeen City",2001,618,9
"S01000227","Aberdeen City",2001,1476,21
"S01000228","Aberdeen City",2001,763,6
"S01000229","Aberdeen City",2001,795,5
"S01000230","Aberdeen City",2001,881,27
"S01000231","Aberdeen City",2001,710,16
"S01000232","Aberdeen City",2001,669,19
"S01000233","Aberdeen City",2001,567,3
"S01000234","Aberdeen City",2001,762,13
"S01000235","Aberdeen City",2001,888,20
"S01000236","Aberdeen City",2001,680,24
"S01000237","Aberdeen City",2001,1110,17
"S01000238","Aberdeen City",2001,516,8
"S01000239","Aberdeen City",2001,733,25
"S01000240","Aberdeen City",2001,721,3
"S01000241","Aberdeen City",2001,1138,46
"S01000242","Aberdeen City",2001,690,189
"S01000243","Aberdeen City",2001,739,17
"S01000244","Aberdeen City",2001,1192,3
"S01000245","Aberdeen City",2001,953,15
"S01000246","Aberdeen City",2001,750,25
"S01000247","Aberdeen City",2001,767,8
"S01000248","Aberdeen City",2001,868,22
"S01000249","Aberdeen City",2001,738,6
"S01000250","Aberdeen City",2001,805,36
"S01000251","Aberdeen City",2001,501,24
"S01000252","Aberdeen City",2001,867,12
"S01000253","Aberdeen City",2001,745,52
"S01000254","Aberdeen City",2001,808,46
"S01000255","Aberdeen City",2001,632,4
"S01000256","Aberdeen City",2001,919,33
"S01000257","Aberdeen City",2001,1020,0
"S01000258","Aberdeen City",2001,666,18
"S01000259","Aberdeen City",2001,863,24
"S01000260","Aberdeen City",2001,890,24
"S01000261","Aberdeen City",2001,1007,0
"S01000262","Aberdeen City",2001,946,7
"S01000263","Aberdeen City",2001,794,37
"S01000264","Aberdeen City",2001,1232,30
"S01000265","Aberdeen City",2001,942,7
"S01000266","Aberdeen City",2001,1459,13
"S01000267","Aberdeen City",2001,691,8
"S01000268","Aberdeenshire",2001,979,4
"S01000269","Aberdeenshire",2001,830,10
"S01000270","Aberdeenshire",2001,964,5
"S01000271","Aberdeenshire",2001,906,5
"S01000272","Aberdeenshire",2001,1020,7
"S01000273","Aberdeenshire",2001,524,4
"S01000274","Aberdeenshire",2001,594,3
"S01000275","Aberdeenshire",2001,1434,1
"S01000276","Aberdeenshire",2001,972,9
"S01000277","Aberdeenshire",2001,674,8
"S01000278","Aberdeenshire",2001,537,0
"S01000279","Aberdeenshire",2001,1203,2
"S01000280","Aberdeenshire",2001,695,11
"S01000281","Aberdeenshire",2001,679,0
"S01000282","Aberdeenshire",2001,663,8
"S01000283","Aberdeenshire",2001,1044,2
"S01000284","Aberdeenshire",2001,1311,7
"S01000285","Aberdeenshire",2001,846,6
"S01000286","Aberdeenshire",2001,880,5
"S01000287","Aberdeenshire",2001,724,9
"S01000288","Aberdeenshire",2001,897,5
"S01000289","Aberdeenshire",2001,1003,10
"S01000290","Aberdeenshire",2001,955,3
"S01000291","Aberdeenshire",2001,1277,13
"S01000292","Aberdeenshire",2001,1118,5
"S01000293","Aberdeenshire",2001,890,13
"S01000294","Aberdeenshire",2001,699,4
"S01000295","Aberdeenshire",2001,607,1
"S01000296","Aberdeenshire",2001,685,4
"S01000297","Aberdeenshire",2001,736,6
"S01000298","Aberdeenshire",2001,882,6
"S01000299","Aberdeenshire",2001,1149,23
"S01000300","Aberdeenshire",2001,917,12
"S01000301","Aberdeenshire",2001,579,1
"S01000302","Aberdeenshire",2001,748,1
"S01000303","Aberdeenshire",2001,626,6
"S01000304","Aberdeenshire",2001,791,10
"S01000305","Aberdeenshire",2001,1423,12
"S01000306","Aberdeenshire",2001,746,3
"S01000307","Aberdeenshire",2001,991,10
"S01000308","Aberdeenshire",2001,1567,12
"S01000309","Aberdeenshire",2001,1064,7
"S01000310","Aberdeenshire",2001,899,18
"S01000311","Aberdeenshire",2001,1210,20
"S01000312","Aberdeenshire",2001,854,5
"S01000313","Aberdeenshire",2001,709,2
"S01000314","Aberdeenshire",2001,572,6
"S01000315","Aberdeenshire",2001,661,4
"S01000316","Aberdeenshire",2001,975,3
"S01000317","Aberdeenshire",2001,551,5
"S01000318","Aberdeenshire",2001,577,8
"S01000319","Aberdeenshire",2001,956,6
"S01000320","Aberdeenshire",2001,722,11
"S01000321","Aberdeenshire",2001,729,16
"S01000322","Aberdeenshire",2001,1083,17
"S01000323","Aberdeenshire",2001,888,5
"S01000324","Aberdeenshire",2001,870,4
"S01000325","Aberdeenshire",2001,1070,12
"S01000326","Aberdeenshire",2001,989,2
"S01000327","Aberdeenshire",2001,898,14
"S01000328","Aberdeenshire",2001,822,13
"S01000329","Aberdeenshire",2001,628,19
"S01000330","Aberdeenshire",2001,1255,4
"S01000331","Aberdeenshire",2001,819,9
"S01000332","Aberdeenshire",2001,1000,2
"S01000333","Aberdeenshire",2001,1242,44
"S01000334","Aberdeenshire",2001,1126,2
"S01000335","Aberdeenshire",2001,775,3
"S01000336","Aberdeenshire",2001,1664,13
"S01000337","Aberdeenshire",2001,846,1
"S01000338","Aberdeenshire",2001,508,1
"S01000339","Aberdeenshire",2001,1094,6
"S01000340","Aberdeenshire",2001,971,3
"S01000341","Aberdeenshire",2001,1220,1
"S01000342","Aberdeenshire",2001,387,3
"S01000343","Aberdeenshire",2001,644,1
"S01000344","Aberdeenshire",2001,1055,5
"S01000345","Aberdeenshire",2001,646,9
"S01000346","Aberdeenshire",2001,683,3
"S01000347","Aberdeenshire",2001,913,4
"S01000348","Aberdeenshire",2001,816,14
"S01000349","Aberdeenshire",2001,592,3
"S01000350","Aberdeenshire",2001,1002,5
"S01000351","Aberdeenshire",2001,1023,22
"S01000352","Aberdeenshire",2001,798,20
"S01000353","Aberdeenshire",2001,663,16
"S01000354","Aberdeenshire",2001,1194,53
"S01000355","Aberdeenshire",2001,707,10
"S01000356","Aberdeenshire",2001,818,5
"S01000357","Aberdeenshire",2001,682,4
"S01000358","Aberdeenshire",2001,1249,43
"S01000359","Aberdeenshire",2001,856,15
"S01000360","Aberdeenshire",2001,514,3
"S01000361","Aberdeenshire",2001,614,13
"S01000362","Aberdeenshire",2001,1140,16
"S01000363","Aberdeenshire",2001,1323,4
"S01000364","Aberdeenshire",2001,1118,6
"S01000365","Aberdeenshire",2001,1189,0
"S01000366","Aberdeenshire",2001,1665,3
"S01000367","Aberdeenshire",2001,938,5
"S01000368","Aberdeenshire",2001,1298,19
"S01000369","Aberdeenshire",2001,1075,15
"S01000370","Aberdeenshire",2001,1356,12
"S01000371","Aberdeenshire",2001,931,7
"S01000372","Aberdeenshire",2001,1514,10
"S01000373","Aberdeenshire",2001,695,13
"S01000374","Aberdeenshire",2001,611,5
"S01000375","Aberdeenshire",2001,646,0
"S01000376","Aberdeenshire",2001,1112,11
"S01000377","Aberdeenshire",2001,1054,18
"S01000378","Aberdeenshire",2001,581,4
"S01000379","Aberdeenshire",2001,574,9
"S01000380","Aberdeenshire",2001,1364,0
"S01000381","Aberdeenshire",2001,1537,9
"S01000382","Aberdeenshire",2001,755,1
"S01000383","Aberdeenshire",2001,871,18
"S01000384","Aberdeenshire",2001,731,10
"S01000385","Aberdeenshire",2001,574,3
"S01000386","Aberdeenshire",2001,1125,12
"S01000387","Aberdeenshire",2001,1067,2
"S01000388","Aberdeenshire",2001,1114,13
"S01000389","Aberdeenshire",2001,667,12
"S01000390","Aberdeenshire",2001,1073,9
"S01000391","Aberdeenshire",2001,773,9
"S01000392","Aberdeenshire",2001,885,8
"S01000393","Aberdeenshire",2001,1031,4
"S01000394","Aberdeenshire",2001,688,3
"S01000395","Aberdeenshire",2001,694,6
"S01000396","Aberdeenshire",2001,940,2
"S01000397","Aberdeenshire",2001,1165,3
"S01000398","Aberdeenshire",2001,2463,0
"S01000399","Aberdeenshire",2001,577,3
"S01000400","Aberdeenshire",2001,939,9
"S01000401","Aberdeenshire",2001,1029,1
"S01000402","Aberdeenshire",2001,1021,9
"S01000403","Aberdeenshire",2001,939,0
"S01000404","Aberdeenshire",2001,756,8
"S01000405","Aberdeenshire",2001,474,0
"S01000406","Aberdeenshire",2001,629,4
"S01000407","Aberdeenshire",2001,658,5
"S01000408","Aberdeenshire",2001,907,0
"S01000409","Aberdeenshire",2001,666,9
"S01000410","Aberdeenshire",2001,664,7
"S01000411","Aberdeenshire",2001,631,4
"S01000412","Aberdeenshire",2001,787,0
"S01000413","Aberdeenshire",2001,961,10
"S01000414","Aberdeenshire",2001,721,13
"S01000415","Aberdeenshire",2001,913,0
"S01000416","Aberdeenshire",2001,776,16
"S01000417","Aberdeenshire",2001,1148,10
"S01000418","Aberdeenshire",2001,723,3
"S01000419","Aberdeenshire",2001,1392,13
"S01000420","Aberdeenshire",2001,1226,3
"S01000421","Aberdeenshire",2001,804,1
"S01000422","Aberdeenshire",2001,844,4
"S01000423","Aberdeenshire",2001,1082,6
"S01000424","Aberdeenshire",2001,1443,13
"S01000425","Aberdeenshire",2001,780,2
"S01000426","Aberdeenshire",2001,797,14
"S01000427","Aberdeenshire",2001,785,11
"S01000428","Aberdeenshire",2001,777,12
"S01000429","Aberdeenshire",2001,927,2
"S01000430","Aberdeenshire",2001,570,1
"S01000431","Aberdeenshire",2001,1187,1
"S01000432","Aberdeenshire",2001,973,26
"S01000433","Aberdeenshire",2001,578,1
"S01000434","Aberdeenshire",2001,680,3
"S01000435","Aberdeenshire",2001,555,3
"S01000436","Aberdeenshire",2001,695,6
"S01000437","Aberdeenshire",2001,1539,5
"S01000438","Aberdeenshire",2001,698,6
"S01000439","Aberdeenshire",2001,700,10
"S01000440","Aberdeenshire",2001,1124,1
"S01000441","Aberdeenshire",2001,871,4
"S01000442","Aberdeenshire",2001,962,1
"S01000443","Aberdeenshire",2001,773,14
"S01000444","Aberdeenshire",2001,1953,8
"S01000445","Aberdeenshire",2001,1225,7
"S01000446","Aberdeenshire",2001,1159,9
"S01000447","Aberdeenshire",2001,743,0
"S01000448","Aberdeenshire",2001,985,4
"S01000449","Aberdeenshire",2001,784,4
"S01000450","Aberdeenshire",2001,896,0
"S01000451","Aberdeenshire",2001,1062,12
"S01000452","Aberdeenshire",2001,561,5
"S01000453","Aberdeenshire",2001,774,1
"S01000454","Aberdeenshire",2001,493,0
"S01000455","Aberdeenshire",2001,870,6
"S01000456","Aberdeenshire",2001,992,0
"S01000457","Aberdeenshire",2001,872,7
"S01000458","Aberdeenshire",2001,1068,4
"S01000459","Aberdeenshire",2001,1037,2
"S01000460","Aberdeenshire",2001,769,5
"S01000461","Aberdeenshire",2001,863,1
"S01000462","Aberdeenshire",2001,1035,9
"S01000463","Aberdeenshire",2001,1119,7
"S01000464","Aberdeenshire",2001,906,2
"S01000465","Aberdeenshire",2001,629,8
"S01000466","Aberdeenshire",2001,983,3
"S01000467","Aberdeenshire",2001,805,3
"S01000468","Aberdeenshire",2001,520,3
"S01000469","Aberdeenshire",2001,689,4
"S01000470","Aberdeenshire",2001,1263,6
"S01000471","Aberdeenshire",2001,745,5
"S01000472","Aberdeenshire",2001,836,12
"S01000473","Aberdeenshire",2001,1173,36
"S01000474","Aberdeenshire",2001,648,2
"S01000475","Aberdeenshire",2001,887,6
"S01000476","Aberdeenshire",2001,730,3
"S01000477","Aberdeenshire",2001,777,10
"S01000478","Aberdeenshire",2001,869,11
"S01000479","Aberdeenshire",2001,967,4
"S01000480","Aberdeenshire",2001,665,2
"S01000481","Aberdeenshire",2001,1909,14
"S01000482","Aberdeenshire",2001,934,21
"S01000483","Aberdeenshire",2001,1073,2
"S01000484","Aberdeenshire",2001,806,12
"S01000485","Aberdeenshire",2001,1410,3
"S01000486","Aberdeenshire",2001,980,4
"S01000487","Aberdeenshire",2001,796,2
"S01000488","Aberdeenshire",2001,703,1
"S01000489","Aberdeenshire",2001,904,3
"S01000490","Aberdeenshire",2001,541,5
"S01000491","Aberdeenshire",2001,593,3
"S01000492","Aberdeenshire",2001,954,11
"S01000493","Aberdeenshire",2001,729,2
"S01000494","Aberdeenshire",2001,566,0
"S01000495","Aberdeenshire",2001,935,2
"S01000496","Aberdeenshire",2001,587,1
"S01000497","Aberdeenshire",2001,766,1
"S01000498","Aberdeenshire",2001,548,0
"S01000499","Aberdeenshire",2001,1081,26
"S01000500","Aberdeenshire",2001,675,1
"S01000501","Aberdeenshire",2001,621,1
"S01000502","Aberdeenshire",2001,772,3
"S01000503","Aberdeenshire",2001,533,0
"S01000504","Aberdeenshire",2001,845,5
"S01000505","Aberdeenshire",2001,757,5
"S01000506","Aberdeenshire",2001,858,1
"S01000507","Aberdeenshire",2001,1190,6
"S01000508","Aberdeenshire",2001,877,0
"S01000509","Aberdeenshire",2001,1349,7
"S01000510","Aberdeenshire",2001,805,2
"S01000511","Aberdeenshire",2001,556,1
"S01000512","Aberdeenshire",2001,1044,10
"S01000513","Aberdeenshire",2001,862,9
"S01000514","Aberdeenshire",2001,939,0
"S01000515","Aberdeenshire",2001,687,1
"S01000516","Aberdeenshire",2001,807,4
"S01000517","Aberdeenshire",2001,993,6
"S01000518","Aberdeenshire",2001,2385,20
"S01000519","Aberdeenshire",2001,476,0
"S01000520","Aberdeenshire",2001,1363,4
"S01000521","Aberdeenshire",2001,1154,6
"S01000522","Aberdeenshire",2001,612,0
"S01000523","Aberdeenshire",2001,793,0
"S01000524","Aberdeenshire",2001,647,1
"S01000525","Aberdeenshire",2001,987,1
"S01000526","Aberdeenshire",2001,1157,5
"S01000527","Aberdeenshire",2001,716,1
"S01000528","Aberdeenshire",2001,1061,8
"S01000529","Aberdeenshire",2001,1138,9
"S01000530","Aberdeenshire",2001,477,4
"S01000531","Aberdeenshire",2001,701,1
"S01000532","Aberdeenshire",2001,809,3
"S01000533","Aberdeenshire",2001,760,1
"S01000534","Aberdeenshire",2001,995,10
"S01000535","Aberdeenshire",2001,1156,0
"S01000536","Aberdeenshire",2001,519,2
"S01000537","Aberdeenshire",2001,1415,30
"S01000538","Aberdeenshire",2001,789,8
"S01000539","Aberdeenshire",2001,1181,9
"S01000540","Aberdeenshire",2001,977,3
"S01000541","Aberdeenshire",2001,552,2
"S01000542","Aberdeenshire",2001,672,0
"S01000543","Aberdeenshire",2001,1059,0
"S01000544","Aberdeenshire",2001,733,3
"S01000545","Aberdeenshire",2001,717,6
"S01000546","Aberdeenshire",2001,723,0
"S01000547","Aberdeenshire",2001,544,2
"S01000548","Aberdeenshire",2001,1227,6
"S01000549","Aberdeenshire",2001,1258,0
"S01000550","Aberdeenshire",2001,557,1
"S01000551","Aberdeenshire",2001,955,2
"S01000552","Aberdeenshire",2001,554,1
"S01000553","Aberdeenshire",2001,1577,13
"S01000554","Aberdeenshire",2001,998,3
"S01000555","Aberdeenshire",2001,904,4
"S01000556","Aberdeenshire",2001,1069,0
"S01000557","Aberdeenshire",2001,1063,5
"S01000558","Aberdeenshire",2001,564,0
"S01000559","Aberdeenshire",2001,707,9
"S01000560","Aberdeenshire",2001,1044,2
"S01000561","Aberdeenshire",2001,1034,3
"S01000562","Aberdeenshire",2001,1032,8
"S01000563","Aberdeenshire",2001,842,20
"S01000564","Aberdeenshire",2001,860,4
"S01000565","Aberdeenshire",2001,860,4
"S01000566","Aberdeenshire",2001,759,5
"S01000567","Aberdeenshire",2001,769,1
"S01000568","Aberdeenshire",2001,799,0
"S01000569","Angus",2001,742,9
"S01000570","Angus",2001,939,34
"S01000571","Angus",2001,780,9
"S01000572","Angus",2001,800,9
"S01000573","Angus",2001,600,43
"S01000574","Angus",2001,814,18
"S01000575","Angus",2001,608,5
"S01000576","Angus",2001,654,14
"S01000577","Angus",2001,595,0
"S01000578","Angus",2001,706,6
"S01000579","Angus",2001,1038,7
"S01000580","Angus",2001,774,10
"S01000581","Angus",2001,1285,10
"S01000582","Angus",2001,728,3
"S01000583","Angus",2001,1032,4
"S01000584","Angus",2001,890,13
"S01000585","Angus",2001,1017,17
"S01000586","Angus",2001,775,5
"S01000587","Angus",2001,702,1
"S01000588","Angus",2001,627,1
"S01000589","Angus",2001,645,4
"S01000590","Angus",2001,773,6
"S01000591","Angus",2001,922,1
"S01000592","Angus",2001,924,8
"S01000593","Angus",2001,1440,21
"S01000594","Angus",2001,1151,0
"S01000595","Angus",2001,839,9
"S01000596","Angus",2001,945,8
"S01000597","Angus",2001,1065,5
"S01000598","Angus",2001,1216,8
"S01000599","Angus",2001,1159,19
"S01000600","Angus",2001,742,6
"S01000601","Angus",2001,1072,4
"S01000602","Angus",2001,679,6
"S01000603","Angus",2001,933,30
"S01000604","Angus",2001,1000,16
"S01000605","Angus",2001,871,11
"S01000606","Angus",2001,1022,4
"S01000607","Angus",2001,784,3
"S01000608","Angus",2001,1181,16
"S01000609","Angus",2001,1009,7
"S01000610","Angus",2001,773,15
"S01000611","Angus",2001,624,5
"S01000612","Angus",2001,995,3
"S01000613","Angus",2001,1166,7
"S01000614","Angus",2001,722,6
"S01000615","Angus",2001,876,0
"S01000616","Angus",2001,2133,25
"S01000617","Angus",2001,634,0
"S01000618","Angus",2001,827,1
"S01000619","Angus",2001,714,4
"S01000620","Angus",2001,899,5
"S01000621","Angus",2001,1280,6
"S01000622","Angus",2001,653,3
"S01000623","Angus",2001,780,3
"S01000624","Angus",2001,746,9
"S01000625","Angus",2001,751,3
"S01000626","Angus",2001,822,2
"S01000627","Angus",2001,931,1
"S01000628","Angus",2001,559,2
"S01000629","Angus",2001,765,8
"S01000630","Angus",2001,1265,5
"S01000631","Angus",2001,802,2
"S01000632","Angus",2001,589,2
"S01000633","Angus",2001,632,3
"S01000634","Angus",2001,1004,1
"S01000635","Angus",2001,678,8
"S01000636","Angus",2001,609,1
"S01000637","Angus",2001,795,4
"S01000638","Angus",2001,713,3
"S01000639","Angus",2001,606,1
"S01000640","Angus",2001,1376,0
"S01000641","Angus",2001,785,1
"S01000642","Angus",2001,807,2
"S01000643","Angus",2001,994,4
"S01000644","Angus",2001,1828,3
"S01000645","Angus",2001,1070,6
"S01000646","Angus",2001,826,7
"S01000647","Angus",2001,877,10
"S01000648","Angus",2001,1066,6
"S01000649","Angus",2001,582,4
"S01000650","Angus",2001,737,1
"S01000651","Angus",2001,990,8
"S01000652","Angus",2001,1045,4
"S01000653","Angus",2001,909,7
"S01000654","Angus",2001,943,2
"S01000655","Angus",2001,797,3
"S01000656","Angus",2001,779,8
"S01000657","Angus",2001,760,1
