"dz_2001","la_name","year","total","not_good"
"S01000103","Aberdeen City",2011,628,47
"S01000104","Aberdeen City",2011,905,61
"S01000105","Aberdeen City",2011,870,88
"S01000106","Aberdeen City",2011,724,49
"S01000107","Aberdeen City",2011,1269,106
"S01000108","Aberdeen City",2011,753,170
"S01000109","Aberdeen City",2011,1019,186
"S01000110","Aberdeen City",2011,846,184
"S01000111","Aberdeen City",2011,791,67
"S01000112","Aberdeen City",2011,983,146
"S01000113","Aberdeen City",2011,607,39
"S01000114","Aberdeen City",2011,814,142
"S01000115","Aberdeen City",2011,838,207
"S01000116","Aberdeen City",2011,923,64
"S01000117","Aberdeen City",2011,1033,109
"S01000118","Aberdeen City",2011,712,124
"S01000119","Aberdeen City",2011,835,126
"S01000120","Aberdeen City",2011,566,48
"S01000121","Aberdeen City",2011,718,123
"S01000122","Aberdeen City",2011,701,149
"S01000123","Aberdeen City",2011,673,56
"S01000124","Aberdeen City",2011,988,127
"S01000125","Aberdeen City",2011,648,93
"S01000126","Aberdeen City",2011,945,209
"S01000127","Aberdeen City",2011,766,60
"S01000128","Aberdeen City",2011,1804,156
"S01000129","Aberdeen City",2011,1005,104
"S01000130","Aberdeen City",2011,1557,182
"S01000131","Aberdeen City",2011,622,66
"S01000132","Aberdeen City",2011,757,56
"S01000133","Aberdeen City",2011,878,153
"S01000134","Aberdeen City",2011,728,137
"S01000135","Aberdeen City",2011,687,137
"S01000136","Aberdeen City",2011,675,134
"S01000137","Aberdeen City",2011,967,112
"S01000138","Aberdeen City",2011,1373,118
"S01000139","Aberdeen City",2011,790,187
"S01000140","Aberdeen City",2011,853,210
"S01000141","Aberdeen City",2011,826,100
"S01000142","Aberdeen City",2011,685,128
"S01000143","Aberdeen City",2011,618,62
"S01000144","Aberdeen City",2011,730,55
"S01000145","Aberdeen City",2011,815,232
"S01000146","Aberdeen City",2011,1537,191
"S01000147","Aberdeen City",2011,1042,141
"S01000148","Aberdeen City",2011,605,146
"S01000149","Aberdeen City",2011,1180,144
"S01000150","Aberdeen City",2011,619,103
"S01000151","Aberdeen City",2011,865,252
"S01000152","Aberdeen City",2011,1288,148
"S01000153","Aberdeen City",2011,963,123
"S01000154","Aberdeen City",2011,524,126
"S01000155","Aberdeen City",2011,739,172
"S01000156","Aberdeen City",2011,1031,131
"S01000157","Aberdeen City",2011,691,170
"S01000158","Aberdeen City",2011,926,157
"S01000159","Aberdeen City",2011,976,111
"S01000160","Aberdeen City",2011,761,156
"S01000161","Aberdeen City",2011,915,72
"S01000162","Aberdeen City",2011,830,151
"S01000163","Aberdeen City",2011,1057,258
"S01000164","Aberdeen City",2011,929,124
"S01000165","Aberdeen City",2011,914,197
"S01000166","Aberdeen City",2011,1274,130
"S01000167","Aberdeen City",2011,701,130
"S01000168","Aberdeen City",2011,975,239
"S01000169","Aberdeen City",2011,712,147
"S01000170","Aberdeen City",2011,1133,109
"S01000171","Aberdeen City",2011,1079,53
"S01000172","Aberdeen City",2011,471,56
"S01000173","Aberdeen City",2011,849,160
"S01000174","Aberdeen City",2011,900,53
"S01000175","Aberdeen City",2011,536,53
"S01000176","Aberdeen City",2011,762,53
"S01000177","Aberdeen City",2011,559,51
"S01000178","Aberdeen City",2011,774,150
"S01000179","Aberdeen City",2011,877,251
"S01000180","Aberdeen City",2011,663,141
"S01000181","Aberdeen City",2011,606,126
"S01000182","Aberdeen City",2011,916,195
"S01000183","Aberdeen City",2011,1362,158
"S01000184","Aberdeen City",2011,742,96
"S01000185","Aberdeen City",2011,887,187
"S01000186","Aberdeen City",2011,950,228
"S01000187","Aberdeen City",2011,627,104
"S01000188","Aberdeen City",2011,1219,222
"S01000189","Aberdeen City",2011,623,108
"S01000190","Aberdeen City",2011,835,175
"S01000191","Aberdeen City",2011,1223,126
"S01000192","Aberdeen City",2011,810,132
"S01000193","Aberdeen City",2011,727,165
"S01000194","Aberdeen City",2011,872,110
"S01000195","Aberdeen City",2011,723,133
"S01000196","Aberdeen City",2011,1005,175
"S01000197","Aberdeen City",2011,587,103
"S01000198","Aberdeen City",2011,831,155
"S01000199","Aberdeen City",2011,853,156
"S01000200","Aberdeen City",2011,833,165
"S01000201","Aberdeen City",2011,622,133
"S01000202","Aberdeen City",2011,1015,129
"S01000203","Aberdeen City",2011,712,133
"S01000204","Aberdeen City",2011,577,117
"S01000205","Aberdeen City",2011,973,121
"S01000206","Aberdeen City",2011,704,120
"S01000207","Aberdeen City",2011,928,254
"S01000208","Aberdeen City",2011,1015,239
"S01000209","Aberdeen City",2011,1391,226
"S01000210","Aberdeen City",2011,684,141
"S01000211","Aberdeen City",2011,747,159
"S01000212","Aberdeen City",2011,754,116
"S01000213","Aberdeen City",2011,740,161
"S01000214","Aberdeen City",2011,460,89
"S01000215","Aberdeen City",2011,1058,100
"S01000215","Aberdeenshire",2011,102,3
"S01000216","Aberdeen City",2011,654,111
"S01000217","Aberdeen City",2011,810,147
"S01000218","Aberdeen City",2011,666,150
"S01000219","Aberdeen City",2011,851,153
"S01000220","Aberdeen City",2011,567,195
"S01000221","Aberdeen City",2011,840,250
"S01000222","Aberdeen City",2011,737,125
"S01000223","Aberdeen City",2011,607,80
"S01000224","Aberdeen City",2011,846,162
"S01000225","Aberdeen City",2011,576,84
"S01000226","Aberdeen City",2011,608,78
"S01000227","Aberdeen City",2011,1334,121
"S01000228","Aberdeen City",2011,829,100
"S01000229","Aberdeen City",2011,822,182
"S01000230","Aberdeen City",2011,618,89
"S01000231","Aberdeen City",2011,694,64
"S01000232","Aberdeen City",2011,615,136
"S01000233","Aberdeen City",2011,496,128
"S01000234","Aberdeen City",2011,697,79
"S01000235","Aberdeen City",2011,837,151
"S01000236","Aberdeen City",2011,672,111
"S01000237","Aberdeen City",2011,816,111
"S01000238","Aberdeen City",2011,493,43
"S01000239","Aberdeen City",2011,691,89
"S01000240","Aberdeen City",2011,634,105
"S01000241","Aberdeen City",2011,599,49
"S01000242","Aberdeen City",2011,744,63
"S01000243","Aberdeen City",2011,649,60
"S01000244","Aberdeen City",2011,1139,187
"S01000245","Aberdeen City",2011,959,121
"S01000246","Aberdeen City",2011,689,98
"S01000247","Aberdeen City",2011,655,58
"S01000248","Aberdeen City",2011,741,75
"S01000249","Aberdeen City",2011,650,97
"S01000250","Aberdeen City",2011,832,112
"S01000251","Aberdeen City",2011,465,33
"S01000252","Aberdeen City",2011,790,66
"S01000253","Aberdeen City",2011,651,42
"S01000254","Aberdeen City",2011,832,73
"S01000255","Aberdeen City",2011,586,48
"S01000256","Aberdeen City",2011,805,188
"S01000257","Aberdeen City",2011,917,141
"S01000258","Aberdeen City",2011,608,48
"S01000259","Aberdeen City",2011,611,43
"S01000260","Aberdeen City",2011,865,40
"S01000261","Aberdeen City",2011,900,101
"S01000262","Aberdeen City",2011,913,122
"S01000263","Aberdeen City",2011,820,91
"S01000264","Aberdeen City",2011,909,168
"S01000265","Aberdeen City",2011,712,133
"S01000266","Aberdeen City",2011,1248,170
"S01000267","Aberdeen City",2011,720,136
"S01000268","Aberdeenshire",2011,816,133
"S01000269","Aberdeenshire",2011,628,64
"S01000270","Aberdeenshire",2011,1031,130
"S01000271","Aberdeenshire",2011,877,129
"S01000272","Aberdeenshire",2011,1122,92
"S01000273","Aberdeenshire",2011,620,71
"S01000274","Aberdeenshire",2011,678,106
"S01000275","Aberdeenshire",2011,1435,163
"S01000276","Aberdeenshire",2011,786,81
"S01000277","Aberdeenshire",2011,723,110
"S01000278","Aberdeenshire",2011,577,106
"S01000279","Aberdeenshire",2011,956,138
"S01000280","Aberdeenshire",2011,761,79
"S01000281","Aberdeenshire",2011,675,85
"S01000282","Aberdeenshire",2011,750,68
"S01000283","Aberdeenshire",2011,1090,101
"S01000284","Aberdeenshire",2011,1266,88
"S01000285","Aberdeenshire",2011,719,80
"S01000286","Aberdeenshire",2011,916,143
"S01000287","Aberdeenshire",2011,732,85
"S01000288","Aberdeenshire",2011,807,88
"S01000289","Aberdeenshire",2011,888,141
"S01000290","Aberdeenshire",2011,822,117
"S01000291","Aberdeenshire",2011,951,143
"S01000292","Aberdeenshire",2011,1029,141
"S01000293","Aberdeenshire",2011,843,180
"S01000294","Aberdeenshire",2011,648,62
"S01000295","Aberdeenshire",2011,538,56
"S01000296","Aberdeenshire",2011,969,83
"S01000297","Aberdeenshire",2011,729,92
"S01000298","Aberdeenshire",2011,1131,82
"S01000299","Aberdeenshire",2011,1019,132
"S01000300","Aberdeenshire",2011,759,70
"S01000301","Aberdeenshire",2011,554,73
"S01000302","Aberdeenshire",2011,630,60
"S01000303","Aberdeenshire",2011,584,61
"S01000304","Aberdeenshire",2011,829,53
"S01000305","Aberdeenshire",2011,1040,136
"S01000306","Aberdeenshire",2011,790,68
"S01000307","Aberdeenshire",2011,922,76
"S01000308","Aberdeenshire",2011,1218,95
"S01000309","Aberdeenshire",2011,1203,95
"S01000310","Aberdeenshire",2011,946,72
"S01000311","Aberdeenshire",2011,938,113
"S01000312","Aberdeenshire",2011,539,80
"S01000313","Aberdeenshire",2011,681,76
"S01000314","Aberdeenshire",2011,551,74
"S01000315","Aberdeenshire",2011,667,68
"S01000316","Aberdeenshire",2011,901,144
"S01000317","Aberdeenshire",2011,542,100
"S01000318","Aberdeenshire",2011,549,51
"S01000319","Aberdeenshire",2011,712,91
"S01000320","Aberdeenshire",2011,671,72
"S01000321","Aberdeenshire",2011,595,80
"S01000322","Aberdeenshire",2011,996,86
"S01000323","Aberdeenshire",2011,879,114
"S01000324","Aberdeenshire",2011,835,77
"S01000325","Aberdeenshire",2011,1291,101
"S01000326","Aberdeenshire",2011,805,145
"S01000327","Aberdeenshire",2011,811,69
"S01000328","Aberdeenshire",2011,534,55
"S01000329","Aberdeenshire",2011,836,73
"S01000330","Aberdeenshire",2011,1322,101
"S01000331","Aberdeenshire",2011,560,96
"S01000332","Aberdeenshire",2011,745,92
"S01000333","Aberdeenshire",2011,948,67
"S01000334","Aberdeenshire",2011,903,130
"S01000335","Aberdeenshire",2011,792,91
"S01000336","Aberdeenshire",2011,1440,132
"S01000337","Aberdeenshire",2011,841,106
"S01000338","Aberdeenshire",2011,495,75
"S01000339","Aberdeenshire",2011,1236,142
"S01000340","Aberdeenshire",2011,1058,92
"S01000341","Aberdeenshire",2011,1009,160
"S01000342","Aberdeenshire",2011,478,64
"S01000343","Aberdeenshire",2011,584,61
"S01000344","Aberdeenshire",2011,992,114
"S01000345","Aberdeenshire",2011,626,60
"S01000346","Aberdeenshire",2011,643,64
"S01000347","Aberdeenshire",2011,1606,124
"S01000348","Aberdeenshire",2011,730,78
"S01000349","Aberdeenshire",2011,537,66
"S01000350","Aberdeenshire",2011,1082,87
"S01000351","Aberdeenshire",2011,939,73
"S01000352","Aberdeenshire",2011,699,76
"S01000353","Aberdeenshire",2011,508,42
"S01000354","Aberdeenshire",2011,1576,82
"S01000355","Aberdeenshire",2011,615,47
"S01000356","Aberdeenshire",2011,642,48
"S01000357","Aberdeenshire",2011,580,32
"S01000358","Aberdeenshire",2011,889,73
"S01000359","Aberdeenshire",2011,836,54
"S01000360","Aberdeenshire",2011,536,68
"S01000361","Aberdeenshire",2011,678,57
"S01000362","Aberdeenshire",2011,971,100
"S01000363","Aberdeenshire",2011,1178,112
"S01000364","Aberdeenshire",2011,955,127
"S01000365","Aberdeenshire",2011,2070,149
"S01000366","Aberdeenshire",2011,2125,114
"S01000367","Aberdeenshire",2011,845,75
"S01000368","Aberdeenshire",2011,1286,142
"S01000369","Aberdeenshire",2011,938,121
"S01000370","Aberdeenshire",2011,1511,121
"S01000371","Aberdeenshire",2011,927,150
"S01000372","Aberdeenshire",2011,951,157
"S01000373","Aberdeenshire",2011,667,55
"S01000374","Aberdeenshire",2011,647,87
"S01000375","Aberdeenshire",2011,612,101
"S01000376","Aberdeenshire",2011,826,126
"S01000377","Aberdeenshire",2011,852,54
"S01000378","Aberdeenshire",2011,543,66
"S01000379","Aberdeenshire",2011,655,52
"S01000380","Aberdeenshire",2011,957,67
"S01000381","Aberdeenshire",2011,1621,145
"S01000382","Aberdeenshire",2011,733,77
"S01000383","Aberdeenshire",2011,1166,104
"S01000384","Aberdeenshire",2011,706,107
"S01000385","Aberdeenshire",2011,622,82
"S01000386","Aberdeenshire",2011,1260,130
"S01000387","Aberdeenshire",2011,871,118
"S01000388","Aberdeenshire",2011,1083,83
"S01000389","Aberdeenshire",2011,861,52
"S01000390","Aberdeenshire",2011,822,131
"S01000391","Aberdeenshire",2011,726,126
"S01000392","Aberdeenshire",2011,800,56
"S01000393","Aberdeenshire",2011,891,142
"S01000394","Aberdeenshire",2011,693,88
"S01000395","Aberdeenshire",2011,800,82
"S01000396","Aberdeenshire",2011,843,192
"S01000397","Aberdeenshire",2011,938,142
"S01000398","Aberdeenshire",2011,2417,129
"S01000399","Aberdeenshire",2011,598,88
"S01000400","Aberdeenshire",2011,803,156
"S01000401","Aberdeenshire",2011,904,74
"S01000402","Aberdeenshire",2011,751,103
"S01000403","Aberdeenshire",2011,787,96
"S01000404","Aberdeenshire",2011,708,63
"S01000405","Aberdeenshire",2011,522,53
"S01000406","Aberdeenshire",2011,534,79
"S01000407","Aberdeenshire",2011,595,97
"S01000408","Aberdeenshire",2011,609,52
"S01000409","Aberdeenshire",2011,579,57
"S01000410","Aberdeenshire",2011,748,57
"S01000411","Aberdeenshire",2011,702,55
"S01000412","Aberdeenshire",2011,798,77
"S01000413","Aberdeenshire",2011,871,98
"S01000414","Aberdeenshire",2011,694,55
"S01000415","Aberdeenshire",2011,927,121
"S01000416","Aberdeenshire",2011,910,75
"S01000417","Aberdeenshire",2011,1008,112
"S01000418","Aberdeenshire",2011,718,86
"S01000419","Aberdeenshire",2011,1523,118
"S01000420","Aberdeenshire",2011,1339,153
"S01000421","Aberdeenshire",2011,786,53
"S01000422","Aberdeenshire",2011,947,138
"S01000423","Aberdeenshire",2011,1026,73
"S01000424","Aberdeenshire",2011,743,92
"S01000425","Aberdeenshire",2011,842,116
"S01000426","Aberdeenshire",2011,826,77
"S01000427","Aberdeenshire",2011,743,82
"S01000428","Aberdeenshire",2011,666,74
"S01000429","Aberdeenshire",2011,871,109
"S01000430","Aberdeenshire",2011,501,64
"S01000431","Aberdeenshire",2011,722,168
"S01000432","Aberdeenshire",2011,881,131
"S01000433","Aberdeenshire",2011,510,88
"S01000434","Aberdeenshire",2011,602,94
"S01000435","Aberdeenshire",2011,514,61
"S01000436","Aberdeenshire",2011,629,40
"S01000437","Aberdeenshire",2011,947,184
"S01000438","Aberdeenshire",2011,594,57
"S01000439","Aberdeenshire",2011,823,85
"S01000440","Aberdeenshire",2011,1091,106
"S01000441","Aberdeenshire",2011,900,145
"S01000442","Aberdeenshire",2011,843,73
"S01000443","Aberdeenshire",2011,608,65
"S01000444","Aberdeenshire",2011,2534,122
"S01000445","Aberdeenshire",2011,1201,145
"S01000446","Aberdeenshire",2011,951,83
"S01000447","Aberdeenshire",2011,782,82
"S01000448","Aberdeenshire",2011,859,82
"S01000449","Aberdeenshire",2011,740,163
"S01000450","Aberdeenshire",2011,553,85
"S01000451","Aberdeenshire",2011,855,118
"S01000452","Aberdeenshire",2011,573,64
"S01000453","Aberdeenshire",2011,584,82
"S01000454","Aberdeenshire",2011,443,75
"S01000455","Aberdeenshire",2011,846,120
"S01000456","Aberdeenshire",2011,1132,110
"S01000457","Aberdeenshire",2011,819,157
"S01000458","Aberdeenshire",2011,930,84
"S01000459","Aberdeenshire",2011,1013,155
"S01000460","Aberdeenshire",2011,707,135
"S01000461","Aberdeenshire",2011,865,167
"S01000462","Aberdeenshire",2011,1034,201
"S01000463","Aberdeenshire",2011,733,116
"S01000464","Aberdeenshire",2011,848,98
"S01000465","Aberdeenshire",2011,665,78
"S01000466","Aberdeenshire",2011,880,87
"S01000467","Aberdeenshire",2011,614,135
"S01000468","Aberdeenshire",2011,535,60
"S01000469","Aberdeenshire",2011,641,68
"S01000470","Aberdeenshire",2011,1064,192
"S01000471","Aberdeenshire",2011,837,88
"S01000472","Aberdeenshire",2011,759,98
"S01000473","Aberdeenshire",2011,661,87
"S01000474","Aberdeenshire",2011,625,66
"S01000475","Aberdeenshire",2011,727,129
"S01000476","Aberdeenshire",2011,627,93
"S01000477","Aberdeenshire",2011,674,116
"S01000478","Aberdeenshire",2011,790,188
"S01000479","Aberdeenshire",2011,847,188
"S01000480","Aberdeenshire",2011,670,110
"S01000481","Aberdeenshire",2011,2138,203
"S01000482","Aberdeenshire",2011,896,205
"S01000483","Aberdeenshire",2011,983,226
"S01000484","Aberdeenshire",2011,805,121
"S01000485","Aberdeenshire",2011,987,163
"S01000486","Aberdeenshire",2011,1132,210
"S01000487","Aberdeenshire",2011,621,161
"S01000488","Aberdeenshire",2011,624,166
"S01000489","Aberdeenshire",2011,937,222
"S01000490","Aberdeenshire",2011,540,62
"S01000491","Aberdeenshire",2011,539,136
"S01000492","Aberdeenshire",2011,951,160
"S01000493","Aberdeenshire",2011,641,108
"S01000494","Aberdeenshire",2011,551,108
"S01000495","Aberdeenshire",2011,903,161
"S01000496","Aberdeenshire",2011,529,56
"S01000497","Aberdeenshire",2011,768,84
"S01000498","Aberdeenshire",2011,520,80
"S01000499","Aberdeenshire",2011,1020,154
"S01000500","Aberdeenshire",2011,604,100
"S01000501","Aberdeenshire",2011,577,128
"S01000502","Aberdeenshire",2011,638,79
"S01000503","Aberdeenshire",2011,494,77
"S01000504","Aberdeenshire",2011,770,131
"S01000505","Aberdeenshire",2011,727,107
"S01000506","Aberdeenshire",2011,1024,98
"S01000507","Aberdeenshire",2011,995,180
"S01000508","Aberdeenshire",2011,889,139
"S01000509","Aberdeenshire",2011,1045,201
"S01000510","Aberdeenshire",2011,665,110
"S01000511","Aberdeenshire",2011,573,72
"S01000512","Aberdeenshire",2011,990,128
"S01000513","Aberdeenshire",2011,881,144
"S01000514","Aberdeenshire",2011,941,107
"S01000515","Aberdeenshire",2011,551,68
"S01000516","Aberdeenshire",2011,883,109
"S01000517","Aberdeenshire",2011,737,120
"S01000518","Aberdeenshire",2011,963,182
"S01000519","Aberdeenshire",2011,515,51
