"output_area","All people aged 16 - 74","Number of people aged 16 - 74 Economically active Employees Part-time","Number of people aged 16 - 74 Economically active Employees Full-time","Number of people aged 16 - 74 Economically active Self employed","Number of people aged 16 - 74 Economically active Unemployed","Number of people aged 16 - 74 Economically active Full-time student","Number of people aged 16 - 74 Economically inactive Retired","Number of people aged 16 - 74 Economically inactive Student","Number of people aged 16 - 74 Economically inactive Looking after home/family","Number of people aged 16 - 74 Economically inactive Permanently sick/disabled","Number of people aged 16 - 74 Economically inactive Other","Number of unemployed people aged 16-74: Aged 16-24 years","Number of unemployed people aged 16-74: Aged 50 years and over","Number of unemployed people aged 16-74 who have never worked","Number of unemployed people aged 16-74 who are long-term unemployed"
"60RE000486",89,16,34,4,1,2,14,2,1,9,6,0,0,0,0
"60RE000487",61,8,15,4,4,2,15,1,3,7,2,15,0,0,15
"60RE000488",100,13,38,3,3,1,29,0,3,7,3,33,0,33,0
"60RE000489",94,9,38,5,2,1,18,3,2,10,6,0,94,0,0
"60RE000490",88,12,35,3,5,1,14,4,5,7,2,35,18,0,0
"60RE000491",82,8,25,6,7,2,12,3,7,7,5,23,12,0,35
"60RE000492",96,15,39,7,8,3,11,2,5,4,2,48,24,24,36
"60RE000493",104,13,34,4,12,2,5,5,8,5,16,35,43,17,52
"60RE000494",55,6,16,2,4,2,12,0,4,8,1,0,14,0,14
"60RE000495",82,17,33,4,2,3,7,0,4,8,4,41,0,0,0
"60RE000496",78,12,27,3,4,3,13,2,2,7,5,0,39,0,39
"60RE000497",73,15,26,3,5,1,5,4,7,5,2,15,0,0,15
"60RE000498",116,13,27,5,10,3,29,3,12,9,5,12,0,23,46
"60RE000499",115,12,62,6,3,2,18,0,6,3,3,0,38,0,38
"60RE000500",81,13,24,2,4,2,20,2,4,7,3,0,0,20,40
"60RE000501",113,12,41,5,5,1,31,1,3,10,4,23,45,0,0
"60RE000502",48,6,12,2,5,3,10,1,2,5,2,0,0,0,10
"60RE000503",77,11,17,0,10,4,3,2,12,10,8,38,0,8,38
"60RE000504",54,8,11,1,8,1,1,7,10,3,4,34,0,0,14
"60RE000505",97,9,38,1,5,2,23,5,2,9,3,58,0,0,19
"60RE000506",74,8,30,2,2,2,23,2,3,2,0,37,0,37,0
"60RE000507",117,18,43,13,4,5,15,9,6,2,2,58,0,0,29
"60RE000508",90,15,45,9,2,3,5,4,5,1,1,45,45,0,45
"60RE000509",144,18,62,13,5,4,25,5,8,2,2,29,86,0,58
"60RE000510",123,17,57,8,2,8,18,3,4,5,1,0,62,0,0
"60RE000511",83,13,34,6,1,2,15,2,6,3,1,0,0,0,0
"60RE000512",81,5,36,1,3,2,25,1,2,4,2,27,54,0,81
"60RE000513",62,8,19,4,3,3,20,2,2,1,0,0,41,41,0
"60RE000514",67,6,27,2,6,2,17,2,2,2,1,34,34,0,22
"60RE000515",80,9,36,0,3,1,16,1,4,8,2,27,27,0,0
"60RE000516",84,6,33,3,7,3,12,6,6,6,2,24,24,12,24
"60RE000517",81,13,36,4,2,2,19,2,0,3,0,0,0,0,40
"60RE000518",124,16,37,9,0,5,35,5,3,13,1,0,0,0,0
"60RE000519",90,18,34,5,0,2,19,0,4,5,3,0,0,0,0
"60RE000520",100,10,36,4,4,4,28,3,3,7,1,25,50,0,50
"60RE000521",80,10,26,4,3,1,28,3,4,1,0,0,27,27,27
"60RE000522",90,7,31,9,0,3,30,2,2,5,1,0,0,0,0
"60RE000523",64,7,17,7,1,3,22,1,3,3,0,64,0,0,0
"60RE000524",70,5,25,3,3,2,23,1,4,2,2,0,23,0,23
"60RE000525",151,19,83,7,5,11,9,5,7,5,0,151,0,60,0
"60RE000526",154,20,79,11,4,6,19,3,5,6,1,77,38,77,38
"60RE000527",66,10,24,2,7,1,3,2,4,10,3,0,0,0,28
"60RE000528",42,10,21,2,0,0,5,3,0,1,0,0,0,0,0
"60RE000529",114,14,40,12,1,7,29,3,4,2,2,0,0,0,0
"60RE000530",75,11,28,5,0,2,15,3,5,4,2,0,0,0,0
"60RE000531",77,11,22,7,1,3,24,4,3,1,1,0,0,0,0
"60RE000532",59,8,16,5,2,2,19,2,1,2,2,59,0,0,0
"60RE000533",55,5,19,3,3,1,13,3,1,5,2,37,18,0,0
"60RE000534",136,17,42,5,11,2,24,6,2,21,6,37,49,12,49
"60RE000535",102,11,43,4,2,2,16,2,7,11,4,0,51,0,102
"60RE000536",52,1,10,3,1,1,29,0,1,2,4,0,0,0,0
"60RE000537",78,8,36,7,1,0,17,1,4,4,0,78,0,0,0
"60RE000538",67,7,39,4,1,1,10,2,2,1,0,67,0,0,0
"60RE000539",108,15,43,6,3,4,23,3,5,6,0,36,72,0,36
"60RE000540",58,5,23,6,0,3,16,1,3,1,0,0,0,0,0
"60RE000541",82,11,38,3,3,5,11,3,4,3,1,27,55,27,55
"60RE000542",103,17,52,3,4,8,7,4,3,5,0,0,0,0,26
"60RE000543",77,9,22,15,2,4,14,2,6,1,2,38,0,0,0
"60RE000544",84,6,34,9,3,0,11,4,6,6,5,56,0,0,28
"60RE000545",75,11,29,2,2,2,19,1,4,5,0,0,0,0,38
"60RE000546",75,9,28,3,2,0,19,3,3,5,3,0,0,0,0
"60RE000547",143,14,90,6,5,3,6,9,4,4,2,0,0,0,86
"60RE000548",151,24,79,7,7,5,14,3,9,0,3,65,22,0,0
"60RE000549",82,9,45,7,2,1,11,2,3,1,1,0,0,0,41
"60RE000550",128,17,54,8,0,4,24,4,7,6,4,0,0,0,0
"60RE000551",55,5,25,0,3,2,11,1,3,4,1,18,18,18,0
"60RE000552",90,14,28,0,4,4,14,4,2,14,6,22,0,0,22
"60RE000553",81,6,32,4,2,1,17,2,5,8,4,40,0,0,0
"60RE000554",150,21,72,11,2,4,18,7,10,5,0,0,75,0,75
"60RE000555",33,2,13,0,1,0,13,0,2,2,0,33,0,33,0
"60RE000556",135,20,49,4,6,3,15,4,7,20,7,45,23,23,23
"60RE000557",113,13,39,3,10,2,18,1,6,16,5,34,45,0,56
"60RE000558",129,19,51,6,3,3,26,1,6,13,1,0,43,0,129
"60RE000559",139,20,59,9,0,1,28,3,4,12,3,0,0,0,0
"60RE000560",108,20,38,3,7,2,4,5,9,17,3,31,15,31,46
"60RE000561",83,11,32,1,6,1,16,0,5,8,3,28,0,0,42
"60RE000562",88,11,34,4,4,3,18,0,5,7,2,44,22,22,44
"60RE000563",116,15,37,3,10,0,12,2,9,18,10,23,23,12,46
"60RE000564",103,11,34,6,6,1,24,4,3,11,3,17,0,17,52
"60RE000565",86,13,31,5,3,1,13,2,4,9,5,29,0,0,29
"60RE000566",118,21,42,1,6,5,27,3,3,6,4,59,0,0,0
"60RE000567",64,12,23,0,1,0,9,1,7,6,5,0,0,0,64
"60RE000568",125,25,54,4,4,4,14,2,7,8,3,94,0,31,0
"60RE000569",77,12,24,4,7,1,14,3,4,5,3,11,11,22,33
"60RE000570",52,9,19,0,2,2,7,1,1,10,1,26,26,0,26
"60RE000571",74,5,22,2,4,0,29,0,3,7,2,18,0,37,0
"60RE000572",88,8,42,3,1,1,18,1,5,5,4,88,0,0,0
"60RE000573",76,10,31,2,3,1,15,1,6,5,2,25,0,0,0
"60RE000574",135,24,53,6,9,3,9,4,4,18,5,30,15,0,60
"60RE000575",92,13,27,3,6,1,5,3,12,13,9,31,15,15,61
"60RE000576",93,10,28,5,8,2,8,4,11,13,4,23,0,12,35
"60RE000577",93,12,29,2,2,1,16,5,6,14,6,46,0,0,46
"60RE000578",79,12,33,1,2,1,12,4,5,8,1,0,0,0,40
"60RE000579",99,11,41,6,5,3,7,3,10,11,2,40,0,40,20
"60RE000580",94,13,36,2,5,1,17,1,5,11,3,38,19,19,38
"60RE000581",88,13,30,4,6,1,9,3,9,8,5,15,29,0,59
"60RE000582",68,5,29,5,2,0,12,2,7,6,0,34,0,0,0
"60RE000583",59,6,23,2,3,0,16,0,3,4,2,0,0,0,20
"60RE000584",75,14,24,1,9,2,5,7,3,7,3,0,33,0,25
"60RE000585",75,13,23,1,4,0,19,2,4,8,1,38,0,0,19
"60RE000586",87,7,42,8,2,1,13,1,3,9,1,0,87,0,44
"60RE000587",83,5,25,15,3,2,23,7,2,1,0,28,28,0,0
"60RE000588",83,5,19,18,0,3,24,3,5,3,3,0,0,0,0
"60RE000589",134,16,36,17,1,8,33,10,7,5,1,0,0,0,0
"60RE000590",124,15,40,14,1,2,30,7,10,2,3,0,0,0,0
"60RE000591",118,18,46,8,1,5,21,5,7,6,1,0,118,0,0
"60RE000592",109,9,32,15,5,2,25,5,8,4,4,44,22,44,0
"60RE000593",58,4,19,2,1,3,22,0,1,4,2,58,0,0,0
"60RE000594",63,8,26,10,2,0,11,0,5,1,0,32,32,0,0
"60RE000595",91,13,32,14,1,5,17,3,4,1,1,0,0,0,0
"60RE000596",80,8,33,8,1,5,14,2,6,1,2,0,0,0,0
"60RE000597",76,6,16,10,1,2,31,2,3,4,1,0,0,0,76
"60RE000598",58,1,15,4,3,1,20,2,5,5,2,0,19,0,39
"60RE000599",90,11,25,16,1,7,16,4,6,2,2,90,0,0,0
"60RE000600",86,6,32,1,10,2,12,2,9,8,4,17,0,9,34
"60RE000601",88,12,42,11,1,3,10,1,4,1,3,0,0,0,0
"60RE000602",89,10,41,3,1,2,16,0,7,6,3,0,0,0,0
"60RE000603",106,8,37,6,13,3,7,3,8,14,7,49,16,8,24
"60RE000604",54,5,29,1,2,1,10,1,0,3,2,0,0,0,27
"60RE000605",56,3,27,2,5,1,4,1,1,4,8,0,11,0,56
"60RE000606",43,2,18,2,5,0,9,1,1,4,1,0,0,0,9
"60RE000607",90,3,35,5,11,1,17,1,5,9,3,8,16,0,49
"60RE000608",44,1,18,5,6,1,5,0,0,3,5,7,7,7,7
"60RE000609",45,3,16,4,3,2,5,1,3,3,5,0,15,0,15
"60RE000610",41,2,16,6,0,2,9,2,1,2,1,0,0,0,0
"60RE000611",55,1,17,9,0,0,18,1,1,4,4,0,0,0,0
"60RE000612",70,6,33,5,5,1,6,1,2,9,2,0,0,0,28
"60RE000613",39,4,17,6,0,1,6,0,0,3,2,0,0,0,0
"60RE000614",85,9,40,4,11,2,4,1,4,6,4,15,8,0,39
"60RE000615",102,7,37,12,2,6,19,5,7,2,5,0,51,0,0
"60RE000616",50,4,12,0,2,0,20,0,1,6,5,0,25,0,50
"60RE000617",62,5,30,7,3,7,4,1,3,0,2,0,0,0,21
"60RE000618",122,20,51,7,4,3,24,3,4,2,4,0,30,0,0
"60RE000619",88,7,50,5,7,3,7,0,3,3,3,13,0,0,0
"60RE000620",114,14,45,10,6,2,25,3,3,4,2,0,57,0,76
"60RE000621",56,5,12,1,6,0,12,0,4,12,4,0,19,0,19
"60RE000622",71,6,33,3,2,3,16,1,3,4,0,0,0,0,36
"60RE000623",102,7,43,3,6,3,22,7,4,3,4,51,0,0,34
"60RE000624",77,8,25,8,6,2,13,1,7,6,1,0,38,0,26
"60RE000625",112,10,46,8,8,3,20,1,4,5,7,14,42,0,70
"60RE000626",93,8,55,2,3,2,5,1,5,9,3,31,31,0,62
"60RE000627",128,7,47,2,10,7,31,4,5,10,5,26,51,26,13
"60RE000628",103,10,44,4,4,1,17,7,4,9,3,26,26,0,0
"60RE000629",54,5,20,3,0,2,15,1,3,5,0,0,0,0,0
"60RE000630",103,10,43,7,4,1,16,3,9,6,4,26,26,26,26
"60RE000631",125,16,60,1,5,7,18,6,5,5,2,50,25,0,50
"60RE000632",49,6,20,3,0,0,8,3,4,5,0,0,0,0,0
"60RE000633",94,10,32,2,7,1,19,3,4,14,2,27,27,0,40
"60RE000634",100,9,36,3,4,0,29,3,5,9,2,0,0,0,50
"60RE000635",119,19,45,5,9,3,10,4,6,13,5,13,26,13,0
"60RE000636",104,14,43,6,7,1,4,3,12,8,6,30,0,0,30
"60RE000637",70,9,19,3,4,0,11,6,6,11,1,18,18,18,18
"60RE000638",62,2,19,2,3,2,16,4,5,5,4,41,0,21,21
"60RE000639",125,17,46,16,7,0,15,4,11,8,1,36,36,18,54
"60RE000640",114,6,31,13,1,4,31,11,10,4,3,114,0,0,114
"60RE000641",77,4,27,8,0,3,24,4,6,1,0,0,0,0,0
"60RE000642",96,7,35,8,1,4,29,4,5,2,1,96,0,0,0
"60RE000643",157,18,67,11,1,13,25,8,6,5,3,0,157,0,0
"60RE000644",75,12,34,4,2,6,6,4,2,4,1,0,38,0,38
"60RE000645",75,12,30,8,4,1,12,3,3,1,1,19,38,0,38
"60RE000646",121,23,64,8,2,8,8,5,2,1,0,60,60,0,60
"60RE000647",110,12,50,13,1,4,13,3,10,3,1,0,0,0,0
"60RE000648",117,19,60,8,2,6,4,7,7,4,0,58,58,0,0
"60RE000649",93,11,48,9,1,3,9,1,6,3,2,0,0,0,0
"60RE000650",114,12,60,9,4,1,11,4,8,2,3,28,28,0,0
"60RE000651",101,16,41,10,4,4,9,3,9,4,1,50,25,0,0
"60RE000652",93,16,40,0,1,5,9,8,8,2,4,0,0,0,0
"60RE000653",102,16,43,10,5,1,12,2,5,4,4,0,20,0,61
"60RE000654",88,17,28,6,5,5,10,5,7,4,1,0,18,0,70
"60RE000655",122,7,41,16,2,2,31,4,11,4,4,0,0,61,0
"60RE000656",93,8,27,9,2,1,25,6,11,1,3,46,0,0,0
"60RE000657",98,9,35,7,3,3,23,2,7,5,4,0,65,0,0
"60RE000658",81,12,27,18,2,2,12,0,6,1,1,0,40,0,40
"60RE000659",50,7,25,5,1,2,4,3,2,1,0,0,0,0,0
"60RE000660",48,7,14,3,1,0,13,3,4,3,0,0,0,0,0
"60RE000661",87,7,27,6,3,1,17,6,6,9,5,58,0,0,29
"60RE000662",116,18,33,5,8,3,26,2,7,13,1,29,0,14,44
"60RE000663",89,11,28,0,14,4,1,2,14,11,4,32,13,0,25
"60RE000664",93,18,28,3,6,1,12,4,7,12,2,46,0,0,16
"60RE000665",116,13,49,4,5,3,15,8,9,5,5,23,0,0,0
"60RE000666",97,8,54,6,2,9,6,3,6,2,1,48,48,0,0
"60RE000667",117,13,58,8,2,7,6,10,10,1,2,0,0,0,58
"60RE000668",131,21,59,8,9,3,13,3,5,4,6,29,44,0,44
"60RE000669",69,10,21,2,1,2,25,0,5,1,2,0,69,0,0
"60RE000670",72,10,22,3,6,1,14,4,7,4,1,36,12,12,12
"60RE000671",105,10,40,10,1,3,24,0,6,9,2,105,0,0,0
"60RE000672",88,13,25,13,1,2,17,3,13,0,1,88,0,0,0
"60RE000673",121,11,42,12,2,2,28,5,7,7,5,0,60,0,0
"60RE000674",124,11,56,6,9,1,13,3,9,10,6,28,55,14,83
"60RE000675",104,10,35,5,6,3,16,2,10,10,7,35,0,0,35
"60RE000676",82,13,38,2,5,1,11,4,3,5,0,49,16,33,33
"60RE000677",81,11,43,4,0,1,12,5,3,1,1,0,0,0,0
"60RE000678",62,7,26,5,2,0,14,2,3,2,1,0,31,0,31
"60RE000679",117,16,40,2,5,0,16,2,15,13,8,70,23,0,23
"60RE000680",107,17,29,3,11,0,10,4,13,13,7,39,19,19,19
"60RE000681",82,9,24,2,4,0,19,1,9,10,4,20,20,20,20
"60RE000682",59,4,24,1,3,1,16,0,0,9,1,0,0,0,0
"60RE000683",137,12,59,3,8,10,10,7,18,7,3,0,103,0,51
"60RE000684",106,9,35,3,9,0,25,5,7,9,4,12,35,12,82
"60RE000685",125,14,60,2,4,8,12,7,5,7,6,31,31,0,31
"60RE000686",103,13,39,11,4,5,19,2,5,4,1,52,0,0,26
"60RE000687",82,15,26,4,2,2,19,6,4,2,2,0,82,0,0
"60RE000688",103,9,36,17,5,1,14,2,3,6,10,21,21,21,62
"60RE000689",42,8,23,2,1,2,1,3,2,0,0,0,42,0,42
"60RE000690",109,4,46,16,3,2,14,5,9,7,3,36,36,0,36
"60RE000691",49,6,17,6,2,0,8,0,1,6,3,0,24,0,0
"60RE000692",110,8,33,28,1,0,15,2,9,12,2,0,0,0,0
"60RE000693",135,14,38,29,8,2,17,5,12,6,4,51,34,17,51
"60RE000694",68,4,21,16,5,2,8,1,6,4,1,0,0,0,41
"60RE000695",46,8,16,5,2,1,7,2,1,3,1,23,23,0,23
"60RE000696",122,10,26,33,5,2,23,4,8,6,5,24,49,0,49
"60RE000697",75,6,14,17,5,0,11,1,9,10,2,30,15,30,30
"60RE000698",80,9,21,8,6,0,16,1,8,11,0,40,0,13,0
"60RE000699",94,11,31,10,5,0,17,0,11,8,1,56,19,0,0
"60RE000700",50,5,14,1,3,1,14,3,3,3,3,33,17,0,0
"60RE000701",53,8,30,3,0,1,3,0,6,1,1,0,0,0,0
"60RE000702",66,6,30,0,3,3,6,9,1,3,5,0,0,0,22
"60RE000703",72,4,14,5,0,1,30,2,5,11,0,0,0,0,0
"60RE000704",77,8,32,21,2,0,8,0,1,1,4,38,38,0,0
"60RE000705",70,7,14,11,2,2,14,3,5,9,3,0,35,0,35
"60RE000706",49,3,16,7,1,2,7,5,3,2,3,0,0,0,49
"60RE000707",111,23,47,2,3,3,10,5,6,8,4,0,37,0,37
"60RE000708",95,12,35,5,4,3,10,3,3,13,7,48,24,24,24
"60RE000709",61,10,36,3,0,2,2,4,2,2,0,0,0,0,0
"60RE000710",50,9,27,3,1,0,6,0,1,1,2,50,0,0,0
"60RE000711",57,8,24,2,0,1,13,3,5,0,1,0,0,0,0
"60RE000712",104,11,25,13,2,3,27,7,10,3,3,52,52,0,0
"60RE000713",78,9,27,4,0,6,20,1,7,3,1,0,0,0,0
"60RE000714",57,6,16,5,0,4,20,0,5,1,0,0,0,0,0
"60RE000715",68,7,17,12,2,4,11,4,9,1,1,34,34,0,0
"60RE000716",75,11,33,11,2,0,5,2,6,4,1,38,38,0,38
"60RE000717",51,8,20,1,4,1,7,4,1,4,1,13,13,0,13
"60RE000718",121,7,44,28,5,3,10,10,12,1,1,73,24,0,73
"60RE000719",54,10,21,0,4,0,5,2,4,3,5,14,27,0,40
"60RE000720",67,5,41,5,6,0,7,1,1,0,1,0,22,0,22
"60RE000721",55,5,24,8,1,0,12,0,1,3,1,0,55,0,0
"60RE000722",108,14,32,0,12,3,20,1,8,17,1,9,27,0,54
"60RE000723",78,5,33,1,3,11,9,9,2,2,3,26,26,0,0
"60RE000724",64,8,29,6,3,0,8,2,5,3,0,21,43,0,21
"60RE000725",42,2,10,1,1,1,16,0,1,8,2,42,0,0,0
"60RE000726",121,12,43,7,6,2,35,2,1,9,4,40,60,40,20
"60RE000727",37,4,16,5,1,0,5,1,1,3,1,37,0,0,0
"60RE000728",44,4,18,5,0,0,10,3,3,1,0,0,0,0,0
"60RE000729",46,6,14,8,1,1,7,5,2,1,1,0,0,0,0
"60RE000730",50,7,11,10,2,2,4,2,6,4,2,0,25,0,25
"60RE000731",88,7,30,23,2,1,8,7,5,2,3,0,44,0,0
"60RE000732",65,17,27,0,1,1,11,1,3,4,0,0,0,0,0
"60RE000733",44,3,13,1,0,2,19,2,2,0,2,0,0,0,0
"60RE000734",39,5,17,2,2,0,3,3,2,4,1,0,0,0,0
"60RE000735",88,10,39,2,3,4,19,4,2,3,2,0,29,0,29
"60RE000736",74,5,36,5,1,4,15,2,1,3,2,0,0,0,0
"60RE000737",82,6,27,18,2,4,15,2,3,2,3,0,41,0,82
"60RE000738",52,4,19,5,4,3,9,0,1,6,1,13,13,0,0
"60RE000739",66,7,35,2,2,1,12,1,3,2,1,0,0,0,33
"60RE000740",95,12,33,2,3,3,20,2,6,12,2,32,0,32,0
"60RE000741",44,6,18,0,2,1,6,0,3,6,2,0,22,0,0
"60RE000742",67,7,15,2,2,1,11,3,6,14,6,0,0,0,67
"60RE000743",104,6,29,3,3,2,42,1,7,8,3,35,0,0,69
"60RE000744",71,12,30,4,2,1,8,3,3,6,2,71,0,36,0
"60RE000745",75,9,28,10,6,1,11,2,4,4,0,25,25,0,25
"60RE000746",54,3,28,8,1,1,5,2,2,2,2,0,54,0,0
"60RE000747",42,5,8,14,0,1,4,4,2,4,0,0,0,0,0
"60RE000748",72,10,32,7,0,2,11,4,2,2,2,0,0,0,0
"60RE000749",74,6,37,14,2,2,3,4,2,2,2,0,0,0,37
"60RE000750",101,19,41,8,5,3,11,6,4,2,2,20,0,0,0
"60RE000751",62,13,14,9,7,3,6,0,4,4,2,18,0,9,27
"60RE000752",56,5,21,3,3,1,6,0,8,7,2,19,19,0,37
"60RE000753",83,13,29,4,7,0,13,2,5,8,2,36,0,12,36
"60RE000754",48,9,25,0,2,2,5,4,0,1,0,0,0,0,0
"60RE000755",121,12,38,13,9,2,14,6,9,15,3,40,54,0,27
"60RE000756",91,8,41,9,3,3,17,2,4,3,1,30,0,0,91
"60RE000757",89,15,41,8,3,3,10,0,2,4,3,0,59,0,0
"60RE000758",140,22,58,17,1,2,15,6,12,5,2,140,0,0,0
"60RE000759",74,12,34,5,0,0,15,2,3,1,2,0,0,0,0
"60RE000760",54,3,21,9,1,3,5,0,4,6,2,0,54,0,54
"60RE000761",46,8,15,2,0,0,15,1,4,0,1,0,0,0,0
"60RE000762",123,13,53,8,5,5,18,6,7,5,3,0,98,0,25
"60RE000763",79,7,41,2,0,1,16,3,4,3,2,0,0,0,0
"60RE000764",69,10,27,4,4,2,13,2,2,3,2,0,17,0,0
"60RE000765",103,7,30,3,8,1,22,6,7,12,7,13,13,13,52
"60RE000766",50,9,18,1,3,0,6,2,5,2,4,0,17,0,17
"60RE000767",80,6,34,9,1,3,14,1,6,4,2,0,80,0,80
"60RE000768",55,11,20,7,1,6,8,1,1,0,0,0,55,0,0
"60RE000769",68,2,21,1,4,3,17,0,5,11,4,0,0,0,51
"60RE000770",48,7,23,2,0,0,8,0,5,3,0,0,0,0,0
"60RE000771",119,23,60,6,2,2,17,4,2,2,1,60,60,0,0
"60RE000772",48,6,26,3,1,3,4,2,3,0,0,0,0,0,48
"60RE000773",42,3,15,2,1,0,13,2,3,1,2,42,0,0,0
"60RE000774",98,10,27,4,5,2,24,1,6,12,7,20,20,0,20
"60RE000775",70,8,29,7,0,1,17,4,1,1,2,0,0,0,0
"60RE000776",89,10,39,5,2,1,21,1,5,2,3,44,44,0,44
"60RE000777",56,12,20,1,3,2,9,3,1,5,0,0,37,0,37
"60RE000778",124,19,49,6,7,2,17,5,9,8,2,35,35,18,71
"60RE000779",85,6,34,14,6,1,9,6,5,2,2,14,14,0,14
"60RE000780",87,7,27,17,4,2,11,3,7,7,2,22,22,0,22
"60RE000781",94,9,35,22,4,6,4,5,9,0,0,47,24,0,24
"60RE000782",79,8,20,23,2,2,6,7,7,1,3,0,40,0,40
"60RE000783",186,10,34,6,0,43,2,78,9,3,1,0,0,0,0
"60RE000784",96,3,40,10,0,8,15,8,4,6,2,0,0,0,0
"60RE000785",108,9,30,27,7,1,11,8,6,4,5,15,46,0,15
"60RE000786",86,4,34,25,3,1,9,3,4,3,0,29,29,0,0
"60RE000787",98,12,32,11,9,3,10,4,11,6,0,0,33,0,33
"60RE000788",59,3,16,2,3,1,18,0,4,8,4,0,0,0,20
"60RE000789",48,4,16,2,2,0,18,0,3,2,1,0,0,0,24
"60RE000790",95,13,41,9,2,1,13,5,4,6,1,0,48,0,48
"60RE000791",159,18,42,32,2,1,32,10,8,9,5,80,80,0,0
"60RE000792",70,7,19,10,3,2,18,1,4,4,2,23,0,23,23
"60RE000793",70,9,16,4,8,0,15,3,8,2,5,18,18,0,18
"60RE000794",109,13,33,18,3,0,19,4,6,9,4,0,36,36,73
"60RE000795",53,3,16,7,3,1,10,2,3,5,3,0,35,0,18
"60RE000796",63,7,12,10,4,0,15,1,6,4,4,0,32,0,63
"60RE000797",58,9,15,6,4,1,13,1,2,7,0,14,0,14,29
"60RE000798",86,13,22,2,6,3,16,2,4,12,6,43,0,14,43
"60RE000799",41,5,12,0,2,0,15,0,3,0,4,0,41,0,20
"60RE000800",67,11,20,6,2,2,13,2,11,0,0,0,0,0,67
"60RE000801",87,9,35,11,0,0,23,1,0,6,2,0,0,0,0
"60RE000802",65,3,29,0,2,2,14,1,3,5,6,0,32,0,32
"60RE000803",192,22,87,7,5,4,26,8,19,6,8,0,77,0,38
"60RE000804",97,11,39,0,6,2,19,1,3,12,4,16,32,0,32
"60RE000805",63,6,18,2,7,5,5,2,4,10,4,9,18,0,18
"60RE000806",61,13,33,2,1,0,3,3,1,2,3,0,61,0,0
"60RE000807",83,9,32,8,4,3,14,1,6,4,2,0,62,0,62
"60RE000808",53,2,28,3,3,1,13,0,1,2,0,18,0,0,35
"60RE000809",119,10,48,10,7,3,27,4,2,2,6,17,85,0,34
"60RE000810",57,2,13,3,13,2,4,6,4,5,5,4,13,0,26
"60RE000811",59,1,26,2,6,2,9,2,3,3,5,20,20,0,20
"60RE000812",154,25,61,15,4,9,13,10,9,6,2,38,38,38,77
"60RE000813",74,5,22,3,3,2,19,3,2,13,2,25,0,0,0
"60RE000814",45,3,10,0,10,0,6,1,1,7,7,14,4,4,9
"60RE000815",81,9,29,0,2,1,22,3,4,6,5,0,0,0,40
"60RE000816",65,10,27,2,2,6,13,1,2,1,1,0,32,0,32
"60RE000817",80,11,38,5,4,1,15,3,1,1,1,40,20,0,20
"60RE000818",161,19,88,11,5,6,12,7,9,2,2,32,32,32,32
"60RE000819",51,8,24,4,1,2,3,1,4,4,0,51,0,0,0
"60RE000820",90,14,50,5,3,4,4,2,6,1,1,0,30,0,30
"60RE000821",102,12,41,4,0,3,29,4,3,6,0,0,0,0,0
"60RE000822",121,16,68,8,2,3,9,2,9,3,1,0,0,60,60
"60RE000823",94,6,35,8,1,4,24,4,7,3,2,0,0,0,94
"60RE000824",119,12,47,8,6,8,19,4,4,6,5,40,20,0,20
"60RE000825",94,14,36,2,4,4,20,1,6,6,1,0,0,0,70
"60RE000826",48,8,15,3,1,1,11,1,2,5,1,48,0,0,0
"60RE000827",50,4,10,0,4,1,13,2,4,8,4,12,12,0,0
"60RE000828",91,12,24,3,4,2,13,4,10,9,10,46,0,0,23
"60RE000829",36,4,13,1,3,0,4,0,4,6,1,24,0,0,12
"60RE000830",89,13,35,11,3,5,8,6,3,1,4,0,0,0,89
"60RE000831",19,0,NA,0,0,0,15,0,0,4,0,0,0,0,0
"60RE000832",127,15,71,5,3,6,6,7,11,1,2,0,85,0,0
"60RE000833",110,9,44,5,1,5,29,4,7,4,2,0,0,0,0
"60RE000834",86,14,42,3,1,6,14,2,0,4,0,0,0,0,0
"60RE000835",148,13,46,14,3,3,40,7,10,6,6,0,148,0,0
"60RE000836",71,9,23,12,3,0,9,3,10,0,2,47,24,0,0
"60RE000837",76,5,30,14,0,2,14,0,9,0,2,0,0,0,0
"60RE000838",108,7,49,7,0,4,20,5,5,3,8,0,0,0,0
"60RE000839",80,12,34,5,3,2,13,1,2,5,3,27,53,0,27
"60RE000840",91,9,33,6,1,2,27,3,4,3,3,0,91,0,0
"60RE000841",54,1,11,0,1,0,34,0,3,4,0,0,0,0,54
"60RE000842",71,3,35,3,5,2,10,9,0,3,1,43,0,28,0
"60RE000843",92,7,36,7,12,3,10,6,2,6,3,8,23,0,23
"60RE000844",152,16,41,2,16,1,36,5,10,18,7,38,48,10,86
"60RE000845",69,10,23,3,5,2,19,1,1,4,1,41,0,14,28
"60RE000846",78,9,32,1,7,4,13,0,5,6,1,22,22,11,33
"60RE000847",68,12,17,1,5,2,16,0,6,6,3,0,0,0,41
"60RE000848",81,11,27,4,3,1,20,2,1,9,3,27,27,0,54
"60RE000849",118,14,29,5,11,2,9,3,22,9,14,43,11,21,21
"60RE000850",79,9,33,5,1,5,7,4,5,3,7,0,0,0,0
"60RE000851",103,9,50,2,7,3,1,4,13,13,1,0,15,0,29
"60RE000852",94,7,28,4,5,0,22,3,4,20,1,0,38,0,75
"60RE000853",62,9,26,3,5,0,10,1,2,5,1,25,12,0,12
