"dz_2001","la_name","year","total","rest_uk","rest_eu","outside_europe"
"S01004128","Midlothian",2011,683,77,8,10
"S01004129","Midlothian",2011,728,60,7,7
"S01004130","Midlothian",2011,514,43,13,10
"S01004131","Midlothian",2011,809,48,8,13
"S01004132","Midlothian",2011,536,36,15,7
"S01004133","Midlothian",2011,820,39,4,7
"S01004134","Midlothian",2011,646,69,6,15
"S01004135","Midlothian",2011,633,40,5,18
"S01004136","Midlothian",2011,623,42,21,9
"S01004137","Midlothian",2011,575,86,20,21
"S01004138","Midlothian",2011,694,38,16,10
"S01004139","Midlothian",2011,561,35,8,5
"S01004140","Midlothian",2011,540,33,7,10
"S01004141","Midlothian",2011,673,32,14,6
"S01004142","Midlothian",2011,540,37,10,14
"S01004143","Midlothian",2011,846,59,9,15
"S01004144","Midlothian",2011,1319,171,27,37
"S01004145","Midlothian",2011,626,44,21,17
"S01004146","Midlothian",2011,818,72,16,8
"S01004147","Midlothian",2011,709,25,15,11
"S01004148","Midlothian",2011,995,100,5,22
"S01004149","Midlothian",2011,851,42,15,9
"S01004150","Midlothian",2011,609,44,3,30
"S01004151","Midlothian",2011,1023,177,34,83
"S01004152","Midlothian",2011,752,40,9,9
"S01004153","Midlothian",2011,782,40,21,17
"S01004154","Midlothian",2011,625,78,9,9
"S01004155","Midlothian",2011,885,53,18,5
"S01004156","Midlothian",2011,963,53,13,13
"S01004157","Midlothian",2011,581,53,13,20
"S01004158","Midlothian",2011,579,62,14,21
"S01004159","Midlothian",2011,358,17,11,3
"S01004160","Midlothian",2011,646,45,11,8
"S01004161","Midlothian",2011,548,73,17,16
"S01004162","Midlothian",2011,2023,184,27,77
"S01004163","Midlothian",2011,662,45,14,10
"S01004164","Midlothian",2011,860,58,7,15
"S01004165","Midlothian",2011,969,65,23,16
"S01004166","Midlothian",2011,744,74,19,24
"S01004167","Midlothian",2011,669,45,15,13
"S01004168","Midlothian",2011,621,43,20,12
"S01004169","Midlothian",2011,796,37,13,14
"S01004170","Midlothian",2011,734,37,4,4
"S01004171","Midlothian",2011,633,37,10,9
"S01004172","Midlothian",2011,756,42,11,2
"S01004173","Midlothian",2011,606,29,9,11
"S01004174","Midlothian",2011,728,29,6,8
"S01004175","Midlothian",2011,540,29,8,3
"S01004176","Midlothian",2011,632,56,12,8
"S01004177","Midlothian",2011,494,21,11,6
"S01004178","Midlothian",2011,566,37,8,15
"S01004179","Midlothian",2011,490,29,3,6
"S01004180","Midlothian",2011,900,51,8,9
"S01004181","Midlothian",2011,798,32,16,28
"S01004182","Midlothian",2011,928,46,38,20
"S01004183","Midlothian",2011,1056,89,15,17
"S01004184","Midlothian",2011,782,28,6,7
"S01004185","Midlothian",2011,680,26,10,23
"S01004186","Midlothian",2011,739,30,14,20
"S01004187","Midlothian",2011,696,35,5,11
"S01004188","Midlothian",2011,782,40,36,13
"S01004189","Midlothian",2011,922,70,15,31
"S01004190","Midlothian",2011,821,38,14,31
"S01004191","Midlothian",2011,727,44,12,11
"S01004192","Midlothian",2011,1043,45,18,8
"S01004193","Midlothian",2011,690,41,17,10
"S01004194","Midlothian",2011,739,44,11,14
"S01004195","Midlothian",2011,638,37,17,13
"S01004196","Midlothian",2011,615,25,18,10
"S01004197","Midlothian",2011,697,40,11,6
"S01004198","Midlothian",2011,578,79,15,16
"S01004199","Midlothian",2011,780,47,11,12
"S01004200","Midlothian",2011,719,35,6,9
"S01004201","Midlothian",2011,715,38,12,16
"S01004202","Midlothian",2011,523,28,4,3
"S01004203","Midlothian",2011,955,76,9,31
"S01004204","Midlothian",2011,668,48,9,4
"S01004205","Midlothian",2011,758,30,23,11
"S01004206","Midlothian",2011,636,70,17,22
"S01004207","Midlothian",2011,705,32,30,12
"S01004208","Midlothian",2011,851,55,25,16
"S01004209","Midlothian",2011,605,51,8,18
"S01004210","Midlothian",2011,611,46,8,27
"S01004211","Midlothian",2011,1102,154,23,26
"S01004212","Midlothian",2011,1670,195,33,74
"S01004213","Midlothian",2011,530,65,10,12
"S01004214","Midlothian",2011,637,72,10,11
"S01004215","Midlothian",2011,615,96,14,15
"S01004216","Midlothian",2011,807,44,6,12
"S01004217","Midlothian",2011,447,16,13,9
"S01004218","Midlothian",2011,802,31,11,10
"S01004219","Midlothian",2011,508,22,13,14
"S01004220","Midlothian",2011,903,101,23,34
"S01004221","Midlothian",2011,783,47,8,10
"S01004222","Midlothian",2011,569,37,23,33
"S01004223","Midlothian",2011,722,43,30,13
"S01004224","Midlothian",2011,684,23,21,8
"S01004225","Midlothian",2011,768,47,27,17
"S01004226","Midlothian",2011,660,32,12,10
"S01004227","Midlothian",2011,1002,73,25,23
"S01004228","Midlothian",2011,842,84,12,21
"S01004229","Midlothian",2011,652,36,11,4
"S01004230","Midlothian",2011,688,25,7,9
"S01004231","Midlothian",2011,707,29,11,15
"S01004232","Midlothian",2011,624,40,11,23
"S01004233","Moray",2011,819,254,17,20
"S01004234","Moray",2011,988,175,30,17
"S01004235","Moray",2011,854,294,12,13
"S01004236","Moray",2011,985,166,21,17
"S01004237","Moray",2011,682,84,19,5
"S01004238","Moray",2011,568,146,8,12
"S01004239","Moray",2011,856,123,45,18
"S01004240","Moray",2011,802,219,7,20
"S01004241","Moray",2011,536,104,11,15
"S01004242","Moray",2011,845,277,28,23
"S01004243","Moray",2011,699,128,10,11
"S01004244","Moray",2011,660,92,28,13
"S01004245","Moray",2011,938,175,14,27
"S01004246","Moray",2011,635,138,15,14
"S01004247","Moray",2011,845,45,8,8
"S01004248","Moray",2011,1036,87,10,11
"S01004249","Moray",2011,917,86,12,4
"S01004250","Moray",2011,1029,96,12,11
"S01004251","Moray",2011,907,90,10,15
"S01004252","Moray",2011,638,202,16,11
"S01004253","Moray",2011,579,79,5,5
"S01004254","Moray",2011,725,257,30,37
"S01004255","Moray",2011,2886,505,160,33
"S01004256","Moray",2011,1460,415,31,30
"S01004257","Moray",2011,621,125,12,16
"S01004258","Moray",2011,717,164,25,12
"S01004259","Moray",2011,771,196,18,17
"S01004260","Moray",2011,513,151,7,16
"S01004261","Moray",2011,786,97,14,14
"S01004262","Moray",2011,787,213,35,16
"S01004263","Moray",2011,764,97,21,16
"S01004264","Moray",2011,800,94,10,17
"S01004265","Moray",2011,909,170,56,8
"S01004266","Moray",2011,545,95,14,18
"S01004267","Moray",2011,508,140,17,14
"S01004268","Moray",2011,637,118,29,12
"S01004269","Moray",2011,838,144,11,21
"S01004270","Moray",2011,561,126,19,17
"S01004271","Moray",2011,643,134,20,13
"S01004272","Moray",2011,565,143,21,6
"S01004273","Moray",2011,576,165,8,16
"S01004274","Moray",2011,911,323,21,37
"S01004275","Moray",2011,584,87,16,6
"S01004276","Moray",2011,868,197,34,33
"S01004277","Moray",2011,713,71,18,20
"S01004278","Moray",2011,1207,239,38,16
"S01004279","Moray",2011,819,117,19,8
"S01004280","Moray",2011,925,85,17,10
"S01004281","Moray",2011,729,123,15,7
"S01004282","Moray",2011,880,107,43,10
"S01004283","Moray",2011,702,66,31,14
"S01004284","Moray",2011,902,96,30,14
"S01004285","Moray",2011,474,190,18,16
"S01004286","Moray",2011,578,244,23,21
"S01004287","Moray",2011,641,86,9,6
"S01004288","Moray",2011,665,112,31,20
"S01004289","Moray",2011,547,58,21,17
"S01004290","Moray",2011,1000,114,14,4
"S01004291","Moray",2011,807,62,44,15
"S01004292","Moray",2011,988,265,63,13
"S01004293","Moray",2011,931,132,51,36
"S01004294","Moray",2011,744,131,31,33
"S01004295","Moray",2011,855,103,59,37
"S01004296","Moray",2011,886,127,44,25
"S01004297","Moray",2011,648,96,55,6
"S01004298","Moray",2011,1332,312,35,37
"S01004299","Moray",2011,520,66,53,16
"S01004300","Moray",2011,574,74,59,11
"S01004301","Moray",2011,774,191,10,14
"S01004302","Moray",2011,674,115,8,14
"S01004303","Moray",2011,626,64,24,7
"S01004304","Moray",2011,798,96,48,28
"S01004305","Moray",2011,647,74,32,23
"S01004306","Moray",2011,597,84,35,12
"S01004307","Moray",2011,871,422,55,43
"S01004308","Moray",2011,965,107,38,13
"S01004309","Moray",2011,937,269,23,26
"S01004310","Moray",2011,718,104,25,18
"S01004311","Moray",2011,1153,149,56,15
"S01004312","Moray",2011,700,240,42,47
"S01004313","Moray",2011,1298,285,45,29
"S01004314","Moray",2011,787,167,21,15
"S01004315","Moray",2011,502,99,11,16
"S01004316","Moray",2011,536,252,11,14
"S01004317","Moray",2011,1149,107,13,7
"S01004318","Moray",2011,527,25,8,1
"S01004319","Moray",2011,889,273,16,9
"S01004320","Moray",2011,824,55,7,9
"S01004321","Moray",2011,777,46,10,6
"S01004322","Moray",2011,980,104,20,16
"S01004323","Moray",2011,657,60,21,5
"S01004324","Moray",2011,803,55,12,11
"S01004325","Moray",2011,1054,104,52,20
"S01004326","Moray",2011,843,164,13,12
"S01004327","Moray",2011,699,80,15,11
"S01004328","Moray",2011,607,55,13,5
"S01004329","Moray",2011,509,64,9,12
"S01004330","Moray",2011,1412,371,26,29
"S01004331","Moray",2011,579,97,8,14
"S01004332","Moray",2011,631,72,2,6
"S01004333","Moray",2011,578,114,8,5
"S01004334","Moray",2011,1363,426,113,134
"S01004335","Moray",2011,537,102,6,3
"S01004336","Moray",2011,1005,285,20,28
"S01004337","Moray",2011,748,133,15,11
"S01004338","Moray",2011,769,190,15,9
"S01004339","Moray",2011,955,247,20,23
"S01004340","Moray",2011,537,97,12,10
"S01004341","Moray",2011,558,100,11,5
"S01004342","Moray",2011,1335,671,44,25
"S01004343","Moray",2011,641,119,19,8
"S01004344","Moray",2011,746,161,26,12
"S01004345","Moray",2011,1160,234,32,16
"S01004346","Moray",2011,445,80,4,16
"S01004347","Moray",2011,898,204,33,30
"S01004348","Moray",2011,637,160,24,10
"S01004349","North Ayrshire",2011,752,239,15,14
"S01004350","North Ayrshire",2011,601,205,27,22
"S01004351","North Ayrshire",2011,532,123,5,7
"S01004352","North Ayrshire",2011,539,126,15,7
"S01004353","North Ayrshire",2011,872,143,31,32
"S01004354","North Ayrshire",2011,514,69,12,6
"S01004355","North Ayrshire",2011,571,35,8,14
"S01004356","North Ayrshire",2011,951,46,8,6
"S01004357","North Ayrshire",2011,820,44,4,23
"S01004358","North Ayrshire",2011,665,27,4,5
"S01004359","North Ayrshire",2011,546,22,8,8
"S01004360","North Ayrshire",2011,637,32,0,7
"S01004361","North Ayrshire",2011,820,47,2,14
"S01004362","North Ayrshire",2011,604,18,5,10
"S01004363","North Ayrshire",2011,980,45,10,11
"S01004364","North Ayrshire",2011,915,50,12,12
"S01004365","North Ayrshire",2011,703,38,12,7
"S01004366","North Ayrshire",2011,589,28,7,3
"S01004367","North Ayrshire",2011,781,37,10,7
"S01004368","North Ayrshire",2011,535,20,8,5
"S01004369","North Ayrshire",2011,697,34,10,2
"S01004370","North Ayrshire",2011,680,33,10,10
"S01004371","North Ayrshire",2011,727,48,12,10
"S01004372","North Ayrshire",2011,905,241,24,23
"S01004373","North Ayrshire",2011,670,25,8,3
"S01004374","North Ayrshire",2011,768,37,9,8
"S01004375","North Ayrshire",2011,624,31,3,5
"S01004376","North Ayrshire",2011,871,37,11,3
"S01004377","North Ayrshire",2011,709,47,9,17
"S01004378","North Ayrshire",2011,913,53,8,8
"S01004379","North Ayrshire",2011,903,59,4,10
"S01004380","North Ayrshire",2011,697,45,2,15
"S01004381","North Ayrshire",2011,781,45,8,6
"S01004382","North Ayrshire",2011,681,30,7,21
"S01004383","North Ayrshire",2011,796,31,10,6
"S01004384","North Ayrshire",2011,662,40,12,7
"S01004385","North Ayrshire",2011,740,29,3,5
"S01004386","North Ayrshire",2011,1003,59,10,7
"S01004387","North Ayrshire",2011,947,35,5,14
"S01004388","North Ayrshire",2011,700,36,5,4
"S01004389","North Ayrshire",2011,586,20,0,5
"S01004390","North Ayrshire",2011,782,45,2,7
"S01004391","North Ayrshire",2011,555,17,9,12
"S01004392","North Ayrshire",2011,844,32,6,11
"S01004393","North Ayrshire",2011,889,34,6,7
"S01004394","North Ayrshire",2011,799,37,7,10
"S01004395","North Ayrshire",2011,596,26,2,6
"S01004396","North Ayrshire",2011,758,59,5,3
"S01004397","North Ayrshire",2011,907,53,4,14
"S01004398","North Ayrshire",2011,806,56,8,3
"S01004399","North Ayrshire",2011,482,26,3,6
"S01004400","North Ayrshire",2011,548,32,3,2
"S01004401","North Ayrshire",2011,1079,72,4,26
"S01004402","North Ayrshire",2011,933,42,8,6
"S01004403","North Ayrshire",2011,516,49,6,7
"S01004404","North Ayrshire",2011,734,46,4,28
"S01004405","North Ayrshire",2011,757,43,7,9
"S01004406","North Ayrshire",2011,890,46,7,12
"S01004407","North Ayrshire",2011,656,21,5,4
"S01004408","North Ayrshire",2011,1402,167,22,39
"S01004409","North Ayrshire",2011,459,122,5,15
"S01004410","North Ayrshire",2011,989,42,8,11
"S01004411","North Ayrshire",2011,557,44,6,4
"S01004412","North Ayrshire",2011,1042,68,10,15
"S01004413","North Ayrshire",2011,717,35,6,10
"S01004414","North Ayrshire",2011,690,30,13,11
"S01004415","North Ayrshire",2011,680,28,7,14
"S01004416","North Ayrshire",2011,763,31,9,3
"S01004417","North Ayrshire",2011,807,42,25,5
"S01004418","North Ayrshire",2011,902,53,6,7
"S01004419","North Ayrshire",2011,821,42,9,8
"S01004420","North Ayrshire",2011,718,40,10,5
"S01004421","North Ayrshire",2011,881,47,11,15
"S01004422","North Ayrshire",2011,594,32,16,9
"S01004423","North Ayrshire",2011,775,39,10,13
"S01004424","North Ayrshire",2011,697,47,3,4
"S01004425","North Ayrshire",2011,576,30,4,9
"S01004426","North Ayrshire",2011,585,31,4,13
"S01004427","North Ayrshire",2011,728,22,15,1
"S01004428","North Ayrshire",2011,888,34,13,15
"S01004429","North Ayrshire",2011,809,38,5,7
"S01004430","North Ayrshire",2011,495,17,10,3
"S01004431","North Ayrshire",2011,666,29,4,10
"S01004432","North Ayrshire",2011,978,45,10,8
"S01004433","North Ayrshire",2011,908,45,7,11
"S01004434","North Ayrshire",2011,815,33,3,18
"S01004435","North Ayrshire",2011,842,72,5,15
"S01004436","North Ayrshire",2011,757,43,8,7
"S01004437","North Ayrshire",2011,901,36,12,4
"S01004438","North Ayrshire",2011,637,34,8,9
"S01004439","North Ayrshire",2011,688,30,13,0
"S01004440","North Ayrshire",2011,736,33,5,7
"S01004441","North Ayrshire",2011,1333,90,16,14
"S01004442","North Ayrshire",2011,848,47,12,10
"S01004443","North Ayrshire",2011,711,45,10,3
"S01004444","North Ayrshire",2011,900,29,5,17
"S01004445","North Ayrshire",2011,898,62,10,6
"S01004446","North Ayrshire",2011,807,39,7,7
"S01004447","North Ayrshire",2011,729,39,6,7
"S01004448","North Ayrshire",2011,546,32,5,3
"S01004449","North Ayrshire",2011,917,31,3,10
"S01004450","North Ayrshire",2011,863,45,13,6
"S01004451","North Ayrshire",2011,855,44,7,10
"S01004452","North Ayrshire",2011,651,23,9,6
"S01004453","North Ayrshire",2011,955,58,8,6
"S01004454","North Ayrshire",2011,1004,36,7,11
"S01004455","North Ayrshire",2011,826,49,8,10
"S01004456","North Ayrshire",2011,494,22,3,10
"S01004457","North Ayrshire",2011,871,39,4,6
"S01004458","North Ayrshire",2011,825,32,12,6
"S01004459","North Ayrshire",2011,556,31,2,2
"S01004460","North Ayrshire",2011,590,45,2,10
"S01004461","North Ayrshire",2011,577,37,5,3
"S01004462","North Ayrshire",2011,645,30,5,12
"S01004463","North Ayrshire",2011,739,31,7,12
"S01004464","North Ayrshire",2011,839,39,5,8
"S01004465","North Ayrshire",2011,723,35,9,5
"S01004466","North Ayrshire",2011,946,64,8,7
"S01004467","North Ayrshire",2011,916,46,11,3
"S01004468","North Ayrshire",2011,918,69,15,14
"S01004469","North Ayrshire",2011,642,28,3,9
"S01004470","North Ayrshire",2011,737,47,13,22
"S01004471","North Ayrshire",2011,2067,168,31,26
"S01004472","North Ayrshire",2011,690,104,18,38
"S01004473","North Ayrshire",2011,1103,146,14,23
"S01004474","North Ayrshire",2011,1048,81,9,17
"S01004475","North Ayrshire",2011,494,43,2,6
"S01004476","North Ayrshire",2011,735,105,9,16
"S01004477","North Ayrshire",2011,1097,132,6,35
"S01004478","North Ayrshire",2011,590,37,3,10
"S01004479","North Ayrshire",2011,705,45,5,5
"S01004480","North Ayrshire",2011,944,37,5,9
"S01004481","North Ayrshire",2011,829,52,6,12
"S01004482","North Ayrshire",2011,856,38,9,9
"S01004483","North Ayrshire",2011,708,47,4,12
"S01004484","North Ayrshire",2011,1025,43,7,18
"S01004485","North Ayrshire",2011,542,99,12,12
"S01004486","North Ayrshire",2011,962,82,9,17
"S01004487","North Ayrshire",2011,1043,57,7,14
"S01004488","North Ayrshire",2011,678,23,5,4
"S01004489","North Ayrshire",2011,923,82,6,11
"S01004490","North Ayrshire",2011,669,55,3,12
"S01004491","North Ayrshire",2011,794,41,7,8
"S01004492","North Ayrshire",2011,921,41,10,6
"S01004493","North Ayrshire",2011,964,60,8,7
"S01004494","North Ayrshire",2011,883,46,10,4
"S01004495","North Ayrshire",2011,696,34,6,10
"S01004496","North Ayrshire",2011,651,59,4,8
"S01004497","North Ayrshire",2011,826,35,3,11
"S01004498","North Ayrshire",2011,702,35,7,8
"S01004499","North Ayrshire",2011,650,39,3,7
"S01004500","North Ayrshire",2011,718,120,14,13
"S01004501","North Ayrshire",2011,721,38,11,10
"S01004502","North Ayrshire",2011,730,55,7,12
"S01004503","North Ayrshire",2011,678,51,6,14
"S01004504","North Ayrshire",2011,694,32,6,5
"S01004505","North Ayrshire",2011,582,22,3,11
"S01004506","North Ayrshire",2011,522,17,1,4
"S01004507","North Ayrshire",2011,706,75,13,14
"S01004508","North Ayrshire",2011,698,58,12,7
"S01004509","North Ayrshire",2011,1030,110,12,23
"S01004510","North Ayrshire",2011,827,86,6,7
"S01004511","North Ayrshire",2011,964,108,22,23
"S01004512","North Ayrshire",2011,867,98,14,12
"S01004513","North Ayrshire",2011,522,44,6,6
"S01004514","North Ayrshire",2011,596,29,14,14
"S01004515","North Ayrshire",2011,747,70,24,18
"S01004516","North Ayrshire",2011,449,39,14,20
"S01004517","North Ayrshire",2011,737,79,23,12
"S01004518","North Ayrshire",2011,634,55,12,9
"S01004519","North Ayrshire",2011,951,73,19,6
"S01004520","North Ayrshire",2011,914,97,31,15
"S01004521","North Ayrshire",2011,754,67,9,13
"S01004522","North Ayrshire",2011,900,105,8,15
"S01004523","North Ayrshire",2011,733,98,12,16
"S01004524","North Ayrshire",2011,561,54,3,4
"S01004525","North Ayrshire",2011,935,143,15,28
"S01004526","North Ayrshire",2011,682,111,8,21
"S01004527","North Ayrshire",2011,617,75,7,13
"S01004528","North Lanarkshire",2011,737,14,8,4
"S01004529","North Lanarkshire",2011,852,33,6,4
"S01004530","North Lanarkshire",2011,547,21,2,8
"S01004531","North Lanarkshire",2011,1066,35,19,26
"S01004532","North Lanarkshire",2011,852,35,112,7
"S01004533","North Lanarkshire",2011,441,19,67,9
"S01004534","North Lanarkshire",2011,645,26,4,6
"S01004535","North Lanarkshire",2011,898,40,12,2
"S01004536","North Lanarkshire",2011,680,18,12,4
"S01004537","North Lanarkshire",2011,815,33,4,3
"S01004538","North Lanarkshire",2011,752,22,9,8
"S01004539","North Lanarkshire",2011,716,20,8,3
"S01004540","North Lanarkshire",2011,1238,51,19,10
"S01004541","North Lanarkshire",2011,840,21,8,5
"S01004542","North Lanarkshire",2011,790,30,4,9
"S01004543","North Lanarkshire",2011,811,31,17,20
"S01004544","North Lanarkshire",2011,1844,68,14,37
"S01004545","North Lanarkshire",2011,737,36,7,7
"S01004546","North Lanarkshire",2011,858,20,9,2
"S01004547","North Lanarkshire",2011,844,36,26,14
"S01004548","North Lanarkshire",2011,779,19,11,7
"S01004549","North Lanarkshire",2011,2152,91,24,56
"S01004550","North Lanarkshire",2011,667,23,40,14
"S01004551","North Lanarkshire",2011,1565,43,13,14
"S01004552","North Lanarkshire",2011,834,21,14,27
"S01004553","North Lanarkshire",2011,534,15,3,28
"S01004554","North Lanarkshire",2011,726,35,5,20
"S01004555","North Lanarkshire",2011,647,19,2,4
"S01004556","North Lanarkshire",2011,674,42,15,10
"S01004557","North Lanarkshire",2011,430,10,1,2
"S01004558","North Lanarkshire",2011,924,26,13,9
"S01004559","North Lanarkshire",2011,954,30,13,25
"S01004560","North Lanarkshire",2011,648,22,1,3
"S01004561","North Lanarkshire",2011,957,39,7,5
"S01004562","North Lanarkshire",2011,547,13,2,10
"S01004563","North Lanarkshire",2011,793,21,2,10
"S01004564","North Lanarkshire",2011,594,37,8,6
"S01004565","North Lanarkshire",2011,902,36,8,13
"S01004566","North Lanarkshire",2011,694,28,10,10
"S01004567","North Lanarkshire",2011,475,22,3,9
"S01004568","North Lanarkshire",2011,695,25,7,10
"S01004569","North Lanarkshire",2011,734,26,5,5
"S01004570","North Lanarkshire",2011,626,33,2,12
"S01004571","North Lanarkshire",2011,635,25,4,12
"S01004572","North Lanarkshire",2011,722,30,10,14
"S01004573","North Lanarkshire",2011,596,23,3,9
"S01004574","North Lanarkshire",2011,487,14,4,2
"S01004575","North Lanarkshire",2011,670,27,21,17
"S01004576","North Lanarkshire",2011,560,26,4,16
"S01004577","North Lanarkshire",2011,617,20,11,17
"S01004578","North Lanarkshire",2011,851,41,8,12
"S01004579","North Lanarkshire",2011,605,14,30,10
"S01004580","North Lanarkshire",2011,827,21,8,3
"S01004581","North Lanarkshire",2011,1240,39,22,13
"S01004582","North Lanarkshire",2011,580,19,5,12
"S01004583","North Lanarkshire",2011,798,34,17,9
"S01004584","North Lanarkshire",2011,679,27,6,11
"S01004585","North Lanarkshire",2011,552,13,8,3
"S01004586","North Lanarkshire",2011,1060,45,7,44
"S01004587","North Lanarkshire",2011,1217,38,31,8
"S01004588","North Lanarkshire",2011,628,20,6,2
"S01004589","North Lanarkshire",2011,783,29,11,13
"S01004590","North Lanarkshire",2011,839,37,6,14
"S01004591","North Lanarkshire",2011,558,17,3,6
"S01004592","North Lanarkshire",2011,637,21,10,5
"S01004593","North Lanarkshire",2011,973,35,12,12
"S01004594","North Lanarkshire",2011,491,20,9,3
"S01004595","North Lanarkshire",2011,1030,42,9,13
"S01004596","North Lanarkshire",2011,666,27,5,14
"S01004597","North Lanarkshire",2011,531,17,11,13
"S01004598","North Lanarkshire",2011,678,24,4,5
"S01004599","North Lanarkshire",2011,959,60,4,16
"S01004600","North Lanarkshire",2011,865,29,13,11
"S01004601","North Lanarkshire",2011,895,41,14,17
"S01004602","North Lanarkshire",2011,860,32,3,10
"S01004603","North Lanarkshire",2011,796,32,21,14
"S01004604","North Lanarkshire",2011,554,14,17,13
"S01004605","North Lanarkshire",2011,965,38,11,16
"S01004606","North Lanarkshire",2011,823,28,11,13
"S01004607","North Lanarkshire",2011,560,14,19,15
"S01004608","North Lanarkshire",2011,1562,69,14,24
"S01004609","North Lanarkshire",2011,569,13,9,2
"S01004610","North Lanarkshire",2011,697,24,13,11
"S01004611","North Lanarkshire",2011,1041,36,8,5
"S01004612","North Lanarkshire",2011,1137,50,23,18
"S01004613","North Lanarkshire",2011,1722,64,24,57
"S01004614","North Lanarkshire",2011,750,44,20,16
"S01004615","North Lanarkshire",2011,1182,44,17,34
"S01004616","North Lanarkshire",2011,877,35,13,24
"S01004617","North Lanarkshire",2011,669,22,63,22
"S01004618","North Lanarkshire",2011,649,18,94,10
"S01004619","North Lanarkshire",2011,514,8,33,9
"S01004620","North Lanarkshire",2011,666,58,115,54
"S01004621","North Lanarkshire",2011,900,31,3,7
"S01004622","North Lanarkshire",2011,858,34,15,27
"S01004623","North Lanarkshire",2011,1028,27,30,30
"S01004624","North Lanarkshire",2011,1212,43,37,35
"S01004625","North Lanarkshire",2011,821,23,4,11
"S01004626","North Lanarkshire",2011,2033,84,27,70
"S01004627","North Lanarkshire",2011,522,17,8,5
"S01004628","North Lanarkshire",2011,544,29,21,4
"S01004629","North Lanarkshire",2011,887,41,7,25
"S01004630","North Lanarkshire",2011,897,46,11,10
"S01004631","North Lanarkshire",2011,731,11,18,4
"S01004632","North Lanarkshire",2011,954,35,10,9
"S01004633","North Lanarkshire",2011,574,11,7,6
"S01004634","North Lanarkshire",2011,1114,38,11,40
"S01004635","North Lanarkshire",2011,774,43,30,7
"S01004636","North Lanarkshire",2011,630,24,20,2
"S01004637","North Lanarkshire",2011,565,14,8,11
"S01004638","North Lanarkshire",2011,524,17,7,7
"S01004639","North Lanarkshire",2011,661,19,5,3
"S01004640","North Lanarkshire",2011,746,24,7,11
"S01004641","North Lanarkshire",2011,610,11,3,6
"S01004642","North Lanarkshire",2011,814,17,10,13
"S01004643","North Lanarkshire",2011,494,8,9,11
"S01004644","North Lanarkshire",2011,728,21,14,18
"S01004645","North Lanarkshire",2011,951,50,7,7
"S01004646","North Lanarkshire",2011,781,21,6,3
"S01004647","North Lanarkshire",2011,1691,77,21,31
"S01004648","North Lanarkshire",2011,1122,34,12,9
"S01004649","North Lanarkshire",2011,578,14,14,11
"S01004650","North Lanarkshire",2011,802,27,8,7
"S01004651","North Lanarkshire",2011,917,13,12,3
"S01004652","North Lanarkshire",2011,962,32,20,27
"S01004653","North Lanarkshire",2011,612,13,5,13
"S01004654","North Lanarkshire",2011,1015,43,7,11
"S01004655","North Lanarkshire",2011,967,37,15,15
"S01004656","North Lanarkshire",2011,596,24,1,4
"S01004657","North Lanarkshire",2011,734,19,3,12
"S01004658","North Lanarkshire",2011,947,46,5,21
"S01004659","North Lanarkshire",2011,503,9,5,3
"S01004660","North Lanarkshire",2011,768,20,10,19
"S01004661","North Lanarkshire",2011,741,26,10,10
"S01004662","North Lanarkshire",2011,965,32,7,9
"S01004663","North Lanarkshire",2011,512,21,5,3
"S01004664","North Lanarkshire",2011,562,15,2,2
"S01004665","North Lanarkshire",2011,673,12,11,6
"S01004666","North Lanarkshire",2011,755,27,5,10
"S01004667","North Lanarkshire",2011,698,22,11,13
"S01004668","North Lanarkshire",2011,890,24,11,6
"S01004669","North Lanarkshire",2011,885,13,5,6
"S01004670","North Lanarkshire",2011,965,33,10,40
"S01004671","North Lanarkshire",2011,806,19,3,18
"S01004672","North Lanarkshire",2011,641,18,3,4
"S01004673","North Lanarkshire",2011,909,27,14,15
"S01004674","North Lanarkshire",2011,797,15,7,0
"S01004675","North Lanarkshire",2011,821,32,4,15
"S01004676","North Lanarkshire",2011,766,22,7,7
"S01004677","North Lanarkshire",2011,873,26,6,4
"S01004678","North Lanarkshire",2011,975,38,21,8
"S01004679","North Lanarkshire",2011,473,9,8,5
"S01004680","North Lanarkshire",2011,940,39,14,8
"S01004681","North Lanarkshire",2011,780,27,9,31
"S01004682","North Lanarkshire",2011,529,18,6,5
"S01004683","North Lanarkshire",2011,674,29,7,21
"S01004684","North Lanarkshire",2011,1470,49,10,45
"S01004685","North Lanarkshire",2011,501,9,3,10
"S01004686","North Lanarkshire",2011,738,12,3,4
"S01004687","North Lanarkshire",2011,1052,29,2,6
"S01004688","North Lanarkshire",2011,655,22,4,16
"S01004689","North Lanarkshire",2011,1018,35,8,27
"S01004690","North Lanarkshire",2011,530,24,6,13
"S01004691","North Lanarkshire",2011,714,26,8,13
"S01004692","North Lanarkshire",2011,673,18,1,3
"S01004693","North Lanarkshire",2011,704,22,7,8
"S01004694","North Lanarkshire",2011,572,9,2,5
"S01004695","North Lanarkshire",2011,747,22,4,19
"S01004696","North Lanarkshire",2011,937,25,6,6
"S01004697","North Lanarkshire",2011,801,28,3,6
"S01004698","North Lanarkshire",2011,609,10,3,6
"S01004699","North Lanarkshire",2011,810,26,6,2
"S01004700","North Lanarkshire",2011,746,24,9,6
"S01004701","North Lanarkshire",2011,865,46,6,22
"S01004702","North Lanarkshire",2011,548,24,3,10
"S01004703","North Lanarkshire",2011,892,33,17,21
