"output_area","ALL PEOPLE","Economically active","   Employee total","     Employee Part-time","     Employee Full-time","   Self-employed with employees total","     Self-employed with employees - Part-time","     Self-employed with employees - Full-time","   Self-employed without employees total","     Self-employed without employees - Part-time","     Self-employed without employees - Full-time","     Unemployed","     Full-time students","Economically inactive","     Retired","     Student","     Looking after home/family","     Permanently sick/disabled","     Other"
"60QW000043",79,57,52,16,36,0,0,0,1,0,1,3,1,22,15,2,4,1,0
"60QW000044",72,56,48,7,41,1,0,1,2,0,2,2,3,16,4,1,5,3,3
"60QW000045",86,67,61,13,48,0,0,0,2,1,1,0,4,19,11,2,3,1,2
"60QW000046",125,79,63,20,43,2,0,2,5,0,5,7,2,46,25,5,4,7,5
"60QW000047",153,99,92,20,72,1,0,1,4,2,2,2,0,54,17,11,10,12,4
"60QW000048",128,80,74,21,53,0,0,0,3,1,2,2,1,48,29,3,6,7,3
"60QW000049",95,51,41,8,33,0,0,0,2,1,1,6,2,44,25,2,4,7,6
"60QW000050",97,65,54,10,44,0,0,0,5,2,3,4,2,32,11,5,4,9,3
"60QW000051",76,45,40,9,31,0,0,0,1,1,0,2,2,31,19,1,4,5,2
"60QW000052",79,53,43,9,34,1,0,1,3,1,2,4,2,26,13,3,2,6,2
"60QW000053",146,104,94,27,67,1,1,0,4,0,4,1,4,42,22,0,6,9,5
"60QW000054",98,82,71,19,52,2,0,2,5,1,4,2,2,16,3,3,4,5,1
"60QW000055",117,78,63,14,49,0,0,0,3,1,2,11,1,39,16,0,8,10,5
"60QW000056",172,135,117,38,79,4,0,4,8,1,7,2,4,37,15,6,5,10,1
"60QW000057",57,40,33,7,26,1,0,1,4,0,4,2,0,17,10,0,2,3,2
"60QW000058",65,45,31,5,26,3,1,2,4,1,3,4,3,20,9,0,3,6,2
"60QW000059",98,53,42,14,28,5,0,5,4,3,1,0,2,45,27,6,4,5,3
"60QW000060",83,51,44,12,32,1,1,0,2,1,1,2,2,32,24,0,3,4,1
"60QW000061",78,45,31,7,24,5,0,5,6,1,5,1,2,33,21,2,5,4,1
"60QW000062",64,41,29,6,23,6,2,4,4,1,3,0,2,23,16,2,3,2,0
"60QW000063",122,87,79,16,63,2,1,1,4,0,4,1,1,35,23,7,4,1,0
"60QW000064",89,65,60,17,43,1,0,1,2,1,1,0,2,24,17,3,1,2,1
"60QW000065",76,54,49,9,40,0,0,0,4,2,2,0,1,22,14,1,4,2,1
"60QW000066",98,82,68,16,52,2,0,2,7,1,6,2,3,16,5,4,4,2,1
"60QW000067",92,68,55,9,46,0,0,0,3,1,2,1,9,24,14,6,3,0,1
"60QW000068",122,91,77,19,58,0,0,0,4,2,2,2,8,31,19,4,1,4,3
"60QW000069",128,96,75,21,54,1,0,1,8,4,4,5,7,32,16,3,8,3,2
"60QW000070",112,88,75,17,58,4,0,4,4,2,2,1,4,24,10,2,10,2,0
"60QW000071",112,86,74,20,54,3,0,3,5,1,4,0,4,26,16,3,3,4,0
"60QW000072",95,82,70,16,54,2,0,2,2,1,1,1,7,13,6,0,6,0,1
"60QW000073",113,89,78,23,55,0,0,0,4,0,4,0,7,24,13,0,4,3,4
"60QW000074",125,100,92,19,73,1,0,1,3,1,2,1,3,25,13,3,6,3,0
"60QW000075",61,49,42,12,30,1,0,1,3,1,2,0,3,12,6,1,2,2,1
"60QW000076",47,43,32,9,23,4,1,3,4,0,4,1,2,4,1,0,1,2,0
"60QW000077",110,90,78,21,57,3,0,3,3,0,3,1,5,20,11,3,4,2,0
"60QW000078",87,71,62,11,51,2,1,1,3,0,3,1,3,16,10,0,3,1,2
"60QW000079",70,52,42,11,31,2,0,2,4,2,2,1,3,18,16,2,0,0,0
"60QW000080",91,59,48,15,33,3,1,2,0,0,0,5,3,32,12,3,5,9,3
"60QW000081",59,37,32,9,23,1,1,0,2,1,1,1,1,22,12,1,2,4,3
"60QW000082",73,49,46,10,36,0,0,0,2,0,2,1,0,24,12,2,6,1,3
"60QW000083",77,53,44,12,32,4,0,4,2,1,1,3,0,24,10,2,5,4,3
"60QW000084",80,60,50,12,38,1,0,1,3,2,1,4,2,20,11,1,1,5,2
"60QW000085",81,40,33,11,22,1,0,1,2,1,1,3,1,41,29,0,5,6,1
"60QW000086",63,38,34,7,27,0,0,0,2,1,1,2,0,25,17,2,2,2,2
"60QW000087",87,68,58,13,45,0,0,0,3,1,2,3,4,19,5,3,3,5,3
"60QW000088",87,67,61,12,49,2,1,1,2,0,2,2,0,20,4,1,2,8,5
"60QW000089",98,74,67,18,49,0,0,0,1,0,1,4,2,24,6,3,6,4,5
"60QW000090",127,99,84,19,65,0,0,0,2,0,2,7,6,28,7,4,7,7,3
"60QW000091",82,59,55,12,43,0,0,0,2,0,2,2,0,23,6,3,6,4,4
"60QW000092",112,75,62,16,46,3,0,3,3,1,2,4,3,37,17,3,9,7,1
"60QW000093",91,69,61,10,51,0,0,0,3,3,0,3,2,22,10,2,2,6,2
"60QW000094",78,49,38,10,28,1,1,0,2,0,2,5,3,29,10,3,6,5,5
"60QW000095",126,102,93,23,70,2,0,2,5,1,4,0,2,24,13,3,4,2,2
"60QW000096",114,93,86,23,63,0,0,0,3,1,2,1,3,21,12,3,1,2,3
"60QW000097",107,86,72,19,53,0,0,0,4,1,3,6,4,21,5,2,5,7,2
"60QW000098",103,65,56,17,39,1,0,1,3,1,2,3,2,38,22,5,4,6,1
"60QW000099",111,80,68,14,54,5,1,4,2,0,2,3,2,31,16,1,4,7,3
"60QW000100",131,87,79,18,61,3,1,2,2,0,2,2,1,44,22,3,5,8,6
"60QW000101",98,63,56,18,38,1,0,1,2,0,2,2,2,35,20,3,4,4,4
"60QW000102",90,61,55,14,41,0,0,0,1,0,1,5,0,29,11,6,5,4,3
"60QW000103",95,72,71,13,58,0,0,0,0,0,0,1,0,23,15,2,3,2,1
"60QW000104",68,40,36,8,28,0,0,0,0,0,0,3,1,28,20,1,3,4,0
"60QW000105",88,61,49,14,35,1,0,1,4,2,2,3,4,27,12,3,6,6,0
"60QW000106",126,96,84,20,64,1,0,1,6,1,5,4,1,30,17,0,4,5,4
"60QW000107",86,59,53,16,37,0,0,0,4,2,2,1,1,27,21,1,0,3,2
"60QW000108",81,55,48,18,30,3,1,2,3,0,3,0,1,26,19,3,2,2,0
"60QW000109",127,94,76,25,51,2,0,2,7,1,6,3,6,33,16,6,6,4,1
"60QW000110",99,80,65,19,46,0,0,0,6,0,6,3,6,19,13,2,2,0,2
"60QW000111",111,71,60,19,41,0,0,0,4,3,1,1,6,40,29,3,6,2,0
"60QW000112",83,59,51,8,43,0,0,0,3,1,2,2,3,24,13,0,5,4,2
"60QW000113",159,134,115,31,84,2,0,2,8,2,6,1,8,25,9,3,6,4,3
"60QW000114",148,114,95,24,71,1,0,1,7,3,4,3,8,34,13,7,7,6,1
"60QW000115",86,51,44,7,37,1,0,1,1,0,1,2,3,35,11,0,9,13,2
"60QW000116",74,36,31,12,19,0,0,0,4,1,3,1,0,38,13,2,8,12,3
"60QW000117",70,43,39,12,27,0,0,0,1,0,1,1,2,27,12,0,4,7,4
"60QW000118",68,39,33,6,27,0,0,0,2,1,1,3,1,29,9,5,2,10,3
"60QW000119",78,54,47,11,36,3,0,3,1,1,0,2,1,24,8,2,0,8,6
"60QW000120",102,71,61,17,44,4,2,2,2,0,2,4,0,31,11,6,3,6,5
"60QW000121",62,39,29,10,19,3,0,3,5,0,5,1,1,23,15,0,3,5,0
"60QW000122",72,50,42,8,34,2,0,2,3,0,3,2,1,22,7,2,5,4,4
"60QW000123",110,86,75,20,55,3,1,2,2,1,1,2,4,24,13,3,3,3,2
"60QW000124",75,54,43,13,30,0,0,0,3,1,2,5,3,21,10,0,2,5,4
"60QW000125",99,63,61,18,43,2,0,2,0,0,0,0,0,36,22,1,3,7,3
"60QW000126",80,46,41,7,34,0,0,0,2,0,2,1,2,34,14,0,8,9,3
"60QW000127",111,79,65,20,45,3,0,3,5,1,4,4,2,32,15,1,6,6,4
"60QW000128",64,33,20,6,14,1,0,1,0,0,0,12,0,31,5,4,11,5,6
"60QW000129",71,40,35,4,31,0,0,0,2,0,2,2,1,31,12,0,9,9,1
"60QW000130",134,83,69,11,58,1,0,1,5,1,4,6,2,51,13,6,17,11,4
"60QW000131",131,88,79,23,56,1,0,1,1,0,1,5,2,43,17,2,6,12,6
"60QW000132",53,27,19,3,16,3,1,2,0,0,0,3,2,26,7,3,8,6,2
"60QW000133",113,55,48,12,36,1,0,1,1,1,0,3,2,58,17,1,17,16,7
"60QW000134",95,47,37,8,29,2,0,2,1,1,0,6,1,48,9,5,13,13,8
"60QW000135",85,55,50,16,34,0,0,0,2,0,2,2,1,30,16,1,4,6,3
"60QW000136",68,56,48,7,41,1,0,1,4,0,4,2,1,12,6,0,3,0,3
"60QW000137",83,42,34,10,24,1,0,1,2,0,2,4,1,41,11,3,11,12,4
"60QW000138",58,54,49,2,47,1,0,1,3,0,3,0,1,4,1,0,1,1,1
"60QW000139",28,11,11,3,8,0,0,0,0,0,0,0,0,17,7,0,4,3,3
"60QW000140",67,39,34,2,32,3,1,2,0,0,0,0,2,28,9,2,6,7,4
"60QW000141",86,61,57,12,45,1,1,0,2,1,1,1,0,25,12,3,3,6,1
"60QW000142",90,56,50,19,31,1,0,1,1,0,1,2,2,34,7,3,10,9,5
"60QW000143",115,72,63,16,47,0,0,0,1,0,1,6,2,43,9,3,12,12,7
"60QW000144",92,53,42,13,29,3,1,2,2,0,2,5,1,39,11,2,12,5,9
"60QW000145",110,70,52,13,39,0,0,0,2,0,2,9,7,40,13,3,7,13,4
"60QW000146",92,60,55,17,38,0,0,0,3,0,3,1,1,32,13,1,8,7,3
"60QW000147",88,56,45,12,33,7,1,6,1,1,0,2,1,32,16,1,5,7,3
"60QW000148",106,75,59,13,46,0,0,0,4,0,4,7,5,31,10,3,9,4,5
"60QW000149",90,49,41,14,27,2,0,2,1,0,1,2,3,41,11,3,5,16,6
"60QW000150",72,52,47,10,37,1,0,1,2,1,1,2,0,20,5,0,6,4,5
"60QW000151",93,64,58,20,38,1,0,1,3,1,2,1,1,29,19,0,3,6,1
"60QW000152",90,51,44,11,33,0,0,0,3,0,3,3,1,39,21,0,7,7,4
"60QW000153",56,37,29,7,22,1,1,0,2,0,2,3,2,19,9,0,1,7,2
"60QW000154",91,76,62,9,53,4,0,4,5,3,2,2,3,15,3,6,3,2,1
"60QW000155",116,104,82,15,67,4,0,4,7,1,6,3,8,12,6,1,1,4,0
"60QW000156",93,68,65,12,53,1,0,1,0,0,0,1,1,25,1,6,12,1,5
"60QW000157",93,84,71,18,53,0,0,0,4,1,3,2,7,9,3,2,1,1,2
"60QW000158",128,107,83,19,64,6,0,6,4,1,3,5,9,21,8,5,2,2,4
"60QW000159",109,95,80,19,61,2,0,2,4,1,3,3,6,14,8,2,3,0,1
"60QW000160",104,89,71,16,55,2,0,2,5,1,4,0,11,15,5,7,0,2,1
"60QW000161",123,101,89,15,74,1,1,0,4,1,3,5,2,22,10,2,6,2,2
"60QW000162",86,55,47,13,34,1,0,1,2,1,1,3,2,31,6,6,4,12,3
"60QW000163",110,72,56,10,46,4,0,4,4,1,3,5,3,38,15,5,6,10,2
"60QW000164",73,46,41,9,32,1,0,1,0,0,0,2,2,27,11,2,1,8,5
"60QW000165",65,43,35,9,26,3,0,3,2,0,2,1,2,22,11,1,0,10,0
"60QW000166",101,79,63,22,41,3,0,3,6,2,4,2,5,22,8,6,4,1,3
"60QW000167",100,78,70,14,56,1,0,1,3,1,2,1,3,22,12,1,4,5,0
"60QW000168",111,84,73,17,56,2,0,2,4,1,3,1,4,27,13,2,5,3,4
"60QW000169",63,30,27,10,17,2,0,2,1,0,1,0,0,33,18,2,1,6,6
"60QW000170",108,88,67,11,56,7,0,7,9,2,7,3,2,20,11,4,3,1,1
"60QW000171",62,35,30,5,25,0,0,0,2,1,1,2,1,27,14,0,5,7,1
"60QW000172",86,71,61,21,40,3,0,3,1,1,0,2,4,15,12,1,1,1,0
"60QW000173",99,85,75,16,59,3,0,3,1,0,1,3,3,14,3,3,5,3,0
"60QW000174",68,48,40,11,29,1,0,1,1,0,1,1,5,20,11,0,0,6,3
"60QW000175",63,55,48,5,43,1,0,1,3,2,1,2,1,8,7,1,0,0,0
"60QW000176",78,68,54,10,44,1,0,1,7,3,4,2,4,10,2,1,3,3,1
"60QW000177",108,89,76,13,63,2,0,2,8,5,3,0,3,19,11,2,2,3,1
"60QW000178",48,27,23,5,18,1,0,1,0,0,0,3,0,21,11,1,1,4,4
"60QW000179",118,82,65,13,52,5,2,3,5,3,2,4,3,36,9,8,7,8,4
"60QW000180",46,32,25,8,17,3,1,2,2,1,1,0,2,14,11,1,1,1,0
"60QW000181",36,27,20,8,12,0,0,0,4,2,2,1,2,9,4,1,3,0,1
"60QW000182",111,97,76,13,63,8,1,7,8,2,6,2,3,14,2,4,4,4,0
"60QW000183",51,42,39,7,32,0,0,0,0,0,0,1,2,9,2,0,4,1,2
"60QW000184",113,83,74,17,57,3,0,3,2,0,2,2,2,30,9,2,11,3,5
"60QW000185",163,128,112,27,85,4,0,4,5,3,2,2,5,35,20,6,4,1,4
"60QW000186",71,39,31,7,24,1,1,0,1,0,1,5,1,32,8,1,5,12,6
"60QW000187",89,64,51,14,37,3,0,3,5,2,3,3,2,25,16,0,4,2,3
"60QW000188",136,106,77,11,66,14,3,11,10,2,8,3,2,30,13,5,6,3,3
"60QW000189",77,46,36,6,30,1,0,1,5,1,4,4,0,31,14,0,4,7,6
"60QW000190",136,112,88,13,75,10,0,10,12,9,3,1,1,24,11,5,5,2,1
"60QW000191",116,78,60,9,51,9,1,8,5,3,2,1,3,38,22,9,5,2,0
"60QW000192",139,102,93,22,71,1,0,1,3,1,2,2,3,37,10,2,4,15,6
"60QW000193",140,101,84,25,59,2,0,2,5,0,5,5,5,39,12,3,5,13,6
"60QW000194",132,97,81,20,61,1,0,1,10,2,8,0,5,35,23,1,3,5,3
"60QW000195",87,57,48,17,31,1,0,1,4,0,4,2,2,30,15,4,5,6,0
"60QW000196",115,67,60,17,43,1,0,1,1,0,1,5,0,48,25,4,3,13,3
"60QW000197",75,43,36,6,30,2,1,1,1,0,1,2,2,32,12,1,1,9,9
"60QW000198",77,45,37,12,25,1,0,1,0,0,0,4,3,32,17,3,3,6,3
"60QW000199",70,51,47,13,34,0,0,0,1,0,1,3,0,19,11,0,2,5,1
"60QW000200",65,41,35,15,20,0,0,0,3,1,2,2,1,24,7,2,6,9,0
"60QW000201",49,33,28,5,23,1,0,1,2,1,1,2,0,16,7,1,3,4,1
"60QW000202",42,33,30,9,21,0,0,0,1,1,0,0,2,9,3,1,2,1,2
"60QW000203",84,51,41,9,32,2,0,2,3,0,3,4,1,33,5,2,3,12,11
"60QW000204",90,53,48,16,32,2,0,2,1,0,1,2,0,37,14,1,6,13,3
"60QW000205",110,74,62,14,48,0,0,0,4,1,3,5,3,36,16,2,6,9,3
"60QW000206",66,41,37,13,24,0,0,0,0,0,0,3,1,25,7,3,3,8,4
"60QW000207",84,46,42,11,31,2,0,2,0,0,0,1,1,38,16,1,8,11,2
"60QW000208",40,29,21,5,16,0,0,0,3,1,2,4,1,11,7,1,0,2,1
"60QW000209",89,63,54,14,40,2,0,2,2,1,1,3,2,26,13,3,4,5,1
"60QW000210",57,32,28,8,20,0,0,0,2,0,2,2,0,25,17,2,5,1,0
"60QW000211",72,53,45,10,35,2,0,2,2,1,1,3,1,19,7,2,2,2,6
"60QW000212",48,28,24,8,16,1,0,1,0,0,0,2,1,20,5,3,3,7,2
"60QW000213",118,72,63,14,49,2,0,2,3,0,3,2,2,46,21,3,8,8,6
"60QW000214",89,54,48,10,38,1,0,1,2,1,1,2,1,35,14,4,2,12,3
"60QW000215",117,80,70,15,55,2,0,2,3,1,2,1,4,37,15,6,6,6,4
"60QW000216",90,58,51,14,37,0,0,0,3,0,3,2,2,32,19,1,5,3,4
"60QW000217",77,53,45,17,28,2,0,2,4,1,3,2,0,24,12,0,3,3,6
"60QW000218",56,33,28,8,20,2,0,2,3,3,0,0,0,23,13,1,2,3,4
"60QW000219",69,51,43,11,32,1,0,1,2,0,2,3,2,18,6,1,6,2,3
"60QW000220",73,49,39,9,30,4,0,4,2,1,1,2,2,24,15,1,1,5,2
"60QW000221",96,73,55,14,41,6,1,5,5,3,2,1,6,23,10,6,4,3,0
"60QW000222",117,77,64,19,45,7,0,7,1,0,1,1,4,40,18,7,8,3,4
"60QW000223",107,76,63,16,47,6,2,4,2,0,2,2,3,31,17,4,4,5,1
"60QW000224",83,58,50,8,42,2,1,1,1,0,1,2,3,25,16,3,2,4,0
"60QW000225",77,53,45,9,36,1,0,1,3,2,1,3,1,24,7,0,4,7,6
"60QW000226",72,39,38,7,31,0,0,0,0,0,0,0,1,33,20,1,4,4,4
"60QW000227",102,74,61,20,41,4,0,4,3,1,2,0,6,28,8,1,5,9,5
"60QW000228",102,62,53,16,37,2,0,2,1,0,1,1,5,40,23,4,4,7,2
"60QW000229",88,54,45,12,33,0,0,0,4,0,4,1,4,34,24,2,2,5,1
"60QW000230",123,83,76,25,51,1,0,1,3,0,3,2,1,40,16,5,3,11,5
"60QW000231",69,49,44,8,36,2,1,1,1,1,0,2,0,20,11,1,1,4,3
"60QW000232",76,48,45,8,37,0,0,0,0,0,0,3,0,28,9,1,5,9,4
"60QW000233",88,52,46,15,31,0,0,0,3,1,2,2,1,36,23,0,2,8,3
"60QW000234",94,45,39,11,28,1,0,1,2,1,1,2,1,49,29,1,2,16,1
"60QW000235",93,55,48,7,41,1,0,1,2,0,2,4,0,38,18,0,8,10,2
"60QW000236",90,56,46,13,33,0,0,0,4,2,2,3,3,34,22,1,6,3,2
"60QW000237",58,37,30,9,21,0,0,0,1,0,1,5,1,21,6,0,1,10,4
"60QW000238",29,14,13,5,8,0,0,0,1,0,1,0,0,15,6,0,1,7,1
"60QW000239",59,52,49,11,38,1,0,1,0,0,0,1,1,7,3,0,2,0,2
"60QW000240",51,31,25,5,20,3,0,3,2,0,2,1,0,20,9,1,5,3,2
"60QW000241",71,54,46,19,27,1,0,1,5,1,4,2,0,17,9,2,2,2,2
"60QW000242",71,50,41,11,30,2,0,2,2,0,2,2,3,21,10,1,3,6,1
"60QW000243",80,46,40,12,28,3,0,3,1,1,0,1,1,34,20,0,1,9,4
"60QW000244",97,68,62,9,53,2,0,2,0,0,0,2,2,29,12,7,3,3,4
"60QW000245",119,84,75,12,63,3,0,3,2,1,1,2,2,35,20,2,3,6,4
"60QW000246",101,72,54,11,43,7,2,5,3,2,1,2,6,29,18,2,4,4,1
"60QW000247",73,58,53,8,45,1,0,1,0,0,0,3,1,15,10,0,2,1,2
"60QW000248",99,71,60,14,46,2,0,2,2,0,2,3,4,28,15,2,5,2,4
"60QW000249",87,58,48,14,34,1,0,1,5,2,3,2,2,29,18,1,3,4,3
"60QW000250",160,135,107,22,85,6,0,6,7,0,7,5,10,25,8,5,6,2,4
"60QW000251",142,114,101,21,80,3,0,3,3,0,3,0,7,28,13,7,2,5,1
"60QW000252",110,80,67,14,53,3,0,3,5,4,1,1,4,30,13,6,8,3,0
"60QW000253",132,100,73,14,59,7,0,7,7,2,5,0,13,32,17,4,5,3,3
"60QW000254",99,80,73,13,60,0,0,0,3,0,3,1,3,19,10,6,0,3,0
"60QW000255",143,84,73,12,61,1,0,1,2,0,2,2,6,59,30,4,3,15,7
"60QW000256",109,60,51,12,39,2,0,2,3,1,2,0,4,49,28,1,9,9,2
"60QW000257",78,49,38,7,31,2,0,2,5,2,3,2,2,29,15,2,5,3,4
"60QW000258",74,43,39,10,29,0,0,0,4,2,2,0,0,31,14,2,2,10,3
"60QW000259",82,48,43,12,31,1,0,1,2,1,1,1,1,34,10,1,6,11,6
"60QW000260",91,63,53,15,38,4,0,4,2,1,1,4,0,28,17,0,2,6,3
"60QW000261",98,80,70,12,58,3,0,3,3,0,3,2,2,18,11,1,2,1,3
"60QW000262",81,61,55,16,39,0,0,0,3,0,3,2,1,20,15,1,0,2,2
"60QW000263",99,73,55,12,43,1,0,1,8,1,7,7,2,26,4,2,4,14,2
"60QW000264",150,119,94,23,71,10,0,10,9,5,4,1,5,31,13,2,9,5,2
"60QW000265",112,84,74,13,61,1,0,1,3,1,2,3,3,28,5,2,8,12,1
"60QW000266",105,73,61,12,49,3,0,3,3,1,2,1,5,32,15,4,3,9,1
"60QW000267",90,75,64,17,47,3,1,2,6,0,6,2,0,15,4,1,1,4,5
"60QW000268",99,89,71,14,57,5,0,5,5,1,4,0,8,10,4,1,4,1,0
"60QW000269",53,38,34,5,29,1,0,1,1,0,1,1,1,15,8,0,2,2,3
"60QW000270",113,83,69,13,56,2,0,2,8,4,4,3,1,30,13,3,5,4,5
"60QW000271",63,40,32,6,26,3,0,3,3,1,2,2,0,23,16,1,4,2,0
"60QW000272",78,39,30,6,24,2,1,1,5,2,3,1,1,39,25,2,3,7,2
"60QW000273",36,19,17,1,16,0,0,0,0,0,0,1,1,17,12,0,0,3,2
"60QW000274",63,28,23,3,20,1,0,1,2,0,2,2,0,35,19,0,3,12,1
"60QW000275",55,35,28,6,22,2,0,2,2,1,1,3,0,20,10,0,1,6,3
"60QW000276",47,30,20,5,15,1,0,1,1,0,1,7,1,17,5,1,1,8,2
"60QW000277",100,68,58,8,50,4,0,4,5,1,4,1,0,32,17,1,5,7,2
"60QW000278",85,51,44,7,37,0,0,0,3,1,2,2,2,34,9,8,4,8,5
"60QW000279",102,54,49,11,38,0,0,0,1,0,1,0,4,48,22,2,8,11,5
"60QW000280",86,54,50,8,42,1,0,1,1,0,1,1,1,32,9,0,0,19,4
"60QW000281",65,42,37,7,30,0,0,0,0,0,0,2,3,23,6,0,6,9,2
"60QW000282",84,50,41,7,34,1,0,1,0,0,0,5,3,34,15,4,8,7,0
"60QW000283",75,41,36,5,31,2,1,1,1,0,1,1,1,34,20,0,4,8,2
"60QW000284",101,72,64,17,47,3,0,3,2,0,2,3,0,29,13,2,3,8,3
"60QW000285",80,35,30,5,25,0,0,0,4,0,4,0,1,45,17,3,7,9,9
"60QW000286",83,51,44,7,37,0,0,0,2,0,2,5,0,32,15,0,7,8,2
"60QW000287",53,36,28,8,20,1,0,1,0,0,0,6,1,17,8,1,4,3,1
"60QW000288",75,35,28,9,19,0,0,0,2,0,2,4,1,40,9,2,11,9,9
"60QW000289",115,70,58,13,45,0,0,0,6,1,5,5,1,45,18,3,2,17,5
"60QW000290",89,54,48,15,33,1,0,1,2,0,2,2,1,35,7,6,7,10,5
"60QW000291",63,44,37,12,25,0,0,0,3,1,2,3,1,19,7,0,2,6,4
"60QW000292",93,58,52,15,37,1,0,1,4,0,4,1,0,35,15,2,3,8,7
"60QW000293",67,46,40,6,34,1,0,1,0,0,0,3,2,21,12,0,3,2,4
"60QW000294",117,69,53,19,34,2,0,2,1,0,1,13,0,48,7,7,11,17,6
"60QW000295",92,71,60,12,48,1,0,1,2,0,2,2,6,21,3,0,7,7,4
"60QW000296",103,66,52,4,48,3,0,3,5,0,5,4,2,37,12,5,6,11,3
"60QW000297",80,45,33,11,22,2,1,1,5,2,3,3,2,35,20,1,6,6,2
"60QW000298",86,62,50,16,34,0,0,0,8,1,7,4,0,24,12,0,2,9,1
"60QW000299",84,54,45,8,37,3,2,1,2,0,2,4,0,30,16,2,2,8,2
"60QW000300",66,41,29,11,18,0,0,0,9,3,6,1,2,25,16,0,3,5,1
"60QW000301",102,48,42,17,25,0,0,0,3,1,2,2,1,54,26,2,6,12,8
"60QW000302",72,39,33,6,27,1,0,1,3,0,3,2,0,33,20,1,4,5,3
"60QW000303",95,58,50,9,41,4,2,2,2,0,2,2,0,37,21,2,2,8,4
"60QW000304",81,48,42,5,37,0,0,0,3,1,2,3,0,33,16,1,5,7,4
"60QW000305",68,39,35,11,24,0,0,0,2,0,2,2,0,29,20,0,2,5,2
"60QW000306",79,52,44,14,30,1,0,1,3,2,1,2,2,27,15,0,2,7,3
"60QW000307",75,44,36,8,28,2,0,2,2,1,1,0,4,31,8,4,8,6,5
"60QW000308",91,63,52,10,42,0,0,0,2,0,2,3,6,28,5,3,9,6,5
"60QW000309",110,82,68,16,52,5,1,4,1,0,1,4,4,28,9,3,5,9,2
"60QW000310",107,71,63,17,46,1,0,1,3,0,3,3,1,36,18,2,1,6,9
"60QW000311",100,75,65,13,52,3,0,3,2,0,2,3,2,25,13,0,3,6,3
"60QW000312",101,69,60,20,40,1,0,1,5,1,4,0,3,32,18,2,5,6,1
"60QW000313",128,88,78,15,63,2,0,2,3,0,3,3,2,40,8,3,9,12,8
"60QW000314",92,55,45,11,34,1,0,1,3,0,3,6,0,37,23,4,4,4,2
"60QW000315",46,28,25,10,15,0,0,0,0,0,0,3,0,18,1,2,6,9,0
"60QW000316",101,73,64,16,48,1,0,1,5,0,5,1,2,28,4,3,10,6,5
"60QW000317",124,83,73,21,52,0,0,0,4,2,2,2,4,41,16,2,8,11,4
"60QW000318",109,79,68,14,54,1,0,1,6,4,2,1,3,30,18,3,4,4,1
"60QW000319",112,90,78,10,68,1,0,1,1,0,1,3,7,22,16,3,3,0,0
"60QW000320",129,88,75,16,59,1,0,1,2,0,2,1,9,41,22,5,6,4,4
"60QW000321",71,44,30,8,22,11,2,9,1,0,1,1,1,27,8,6,6,7,0
"60QW000322",138,111,91,20,71,10,2,8,6,0,6,4,0,27,8,1,14,1,3
"60QW000323",75,56,49,9,40,2,0,2,2,0,2,2,1,19,10,2,2,3,2
"60QW000324",72,59,49,12,37,4,1,3,3,1,2,0,3,13,5,2,2,1,3
"60QW000325",103,79,65,15,50,5,1,4,4,1,3,1,4,24,11,2,6,3,2
"60QW000326",94,54,46,10,36,2,1,1,3,0,3,1,2,40,28,2,5,2,3
"60QW000327",83,45,39,12,27,2,1,1,2,2,0,2,0,38,31,3,1,1,2
"60QW000328",96,64,50,14,36,5,1,4,6,1,5,1,2,32,13,3,7,7,2
"60QW000329",102,70,47,11,36,9,0,9,9,3,6,0,5,32,18,3,8,1,2
"60QW000330",81,68,51,14,37,6,1,5,5,2,3,3,3,13,7,2,1,2,1
"60QW000331",55,44,39,6,33,1,1,0,2,0,2,2,0,11,8,1,0,1,1
"60QW000332",77,60,54,14,40,4,0,4,0,0,0,0,2,17,11,0,5,0,1
"60QW000333",93,46,38,13,25,5,1,4,1,1,0,0,2,47,31,6,4,2,4
"60QW000334",107,64,47,12,35,5,1,4,6,2,4,1,5,43,19,5,3,16,0
"60QW000335",89,63,52,14,38,2,0,2,6,2,4,2,1,26,15,3,3,4,1
"60QW000336",71,52,40,12,28,9,0,9,2,0,2,1,0,19,13,0,2,3,1
"60QW000337",71,51,36,8,28,6,1,5,5,3,2,2,2,20,9,4,2,2,3
"60QW000338",72,56,40,7,33,3,1,2,10,3,7,1,2,16,7,4,4,1,0
"60QW000339",111,77,66,12,54,1,0,1,4,1,3,5,1,34,10,1,8,11,4
"60QW000340",82,70,61,14,47,1,1,0,4,0,4,2,2,12,3,2,5,2,0
"60QW000341",131,112,98,15,83,2,0,2,3,0,3,1,8,19,7,2,5,4,1
"60QW000342",110,94,88,15,73,1,0,1,2,0,2,2,1,16,7,4,2,2,1
"60QW000343",78,45,37,5,32,3,1,2,4,1,3,0,1,33,11,2,6,11,3
"60QW000344",124,99,84,24,60,4,1,3,5,2,3,3,3,25,13,2,3,6,1
"60QW000345",107,62,57,10,47,0,0,0,1,0,1,4,0,45,5,6,16,10,8
"60QW000346",90,64,55,12,43,1,0,1,4,1,3,3,1,26,8,3,6,9,0
"60QW000347",129,106,89,14,75,3,0,3,9,4,5,1,4,23,4,4,9,3,3
"60QW000348",93,61,48,10,38,5,1,4,2,0,2,4,2,32,10,1,7,9,5
"60QW000349",79,54,48,8,40,2,1,1,2,0,2,1,1,25,9,1,5,6,4
