"output_area","All people","Number of people born in: England","Number of people born in: Scotland","Number of people born in: Wales","Number of people born in: Northern Ireland","Number of people born in: Republic of Ireland","Number of people born in: Other EU countries","Number of people born: Elsewhere"
"60QS003290",119,1,112,0,0,2,1,3
"60QS003291",206,4,190,1,1,9,1,0
"60QS003292",144,2,141,0,0,1,0,0
"60QS003293",108,2,103,0,0,0,0,3
"60QS003294",103,1,100,0,2,0,0,0
"60QS003295",119,3,113,0,1,2,0,0
"60QS003296",160,4,156,0,0,0,0,0
"60QS003297",112,0,109,1,1,0,0,1
"60QS003298",199,7,182,0,0,6,4,0
"60QS003299",135,2,125,0,0,5,2,1
"60QS003300",144,0,142,0,1,1,0,0
"60QS003301",93,3,89,0,1,0,0,0
"60QS003302",133,2,128,0,0,2,0,1
"60QS003303",124,0,120,0,2,0,0,2
"60QS003304",117,1,109,0,0,2,3,2
"60QS003305",113,4,108,0,0,1,0,0
"60QS003306",55,1,53,0,1,0,0,0
"60QS003307",110,4,100,0,0,3,2,1
"60QS003308",78,4,72,0,0,2,0,0
"60QS003309",178,5,172,0,1,0,0,0
"60QS003310",146,4,139,0,1,2,0,0
"60QS003311",137,3,134,0,0,0,0,0
"60QS003312",149,0,148,0,0,1,0,0
"60QS003313",168,2,165,0,0,1,0,0
"60QS003314",94,2,92,0,0,0,0,0
"60QS003315",111,1,108,0,0,0,0,2
"60QS003316",53,2,50,0,0,1,0,0
"60QS003317",184,1,182,0,0,0,0,1
"60QS003318",128,2,121,1,0,2,2,0
"60QS003319",123,3,118,0,0,2,0,0
"60QS003320",91,1,90,0,0,0,0,0
"60QS003321",127,2,123,0,0,2,0,0
"60QS003322",161,2,154,1,0,3,1,0
"60QS003323",129,1,128,0,0,0,0,0
"60QS003324",89,0,89,0,0,0,0,0
"60QS003325",161,3,156,0,0,0,2,0
"60QS003326",156,2,150,0,2,2,0,0
"60QS003327",219,0,217,0,1,0,0,1
"60QS003328",194,4,181,0,3,2,4,0
"60QS003329",157,1,154,0,0,1,1,0
"60QS003330",106,3,98,1,0,0,1,3
"60QS003331",102,9,90,1,1,0,0,1
"60QS003332",138,3,133,0,1,1,0,0
"60QS003333",189,0,184,0,2,3,0,0
"60QS003334",134,1,123,0,1,2,7,0
"60QS003335",168,2,161,1,2,0,2,0
"60QS003336",156,3,148,1,1,0,0,3
"60QS003337",146,2,139,3,0,0,2,0
"60QS003338",160,7,146,2,2,1,0,2
"60QS003339",53,1,52,0,0,0,0,0
"60QS003340",176,4,167,0,1,0,1,3
"60QS003341",216,1,211,0,1,1,1,1
"60QS003342",145,2,139,0,1,1,2,0
"60QS003343",139,10,128,0,0,0,1,0
"60QS003344",118,6,109,0,0,0,1,2
"60QS003345",221,6,213,0,0,1,0,1
"60QS003346",171,3,163,0,1,3,0,1
"60QS003347",132,1,129,1,0,0,0,1
"60QS003348",143,2,138,2,0,1,0,0
"60QS003349",120,1,117,0,1,1,0,0
"60QS003350",114,2,111,0,0,1,0,0
"60QS003351",112,5,105,1,0,0,1,0
"60QS003352",85,4,80,0,0,0,1,0
"60QS003353",165,6,156,1,1,1,0,0
"60QS003354",164,5,153,0,0,4,2,0
"60QS003355",140,1,132,0,2,2,0,3
"60QS003356",124,0,124,0,0,0,0,0
"60QS003357",127,3,121,0,0,2,0,1
"60QS003358",80,1,72,0,2,3,0,2
"60QS003359",94,3,87,0,1,0,1,2
"60QS003360",114,2,112,0,0,0,0,0
"60QS003361",127,3,120,0,1,1,0,2
"60QS003362",128,5,119,0,1,3,0,0
"60QS003363",131,3,126,0,0,1,0,1
"60QS003364",115,1,114,0,0,0,0,0
"60QS003365",102,2,94,0,1,4,0,1
"60QS003366",132,1,127,0,0,3,0,1
"60QS003367",86,2,77,0,1,4,1,1
"60QS003368",118,4,111,0,2,0,1,0
"60QS003369",69,1,66,0,1,0,0,1
"60QS003370",95,2,89,0,2,0,2,0
"60QS003371",151,2,148,0,0,1,0,0
"60QS003372",117,1,109,0,1,3,0,3
"60QS003373",65,2,56,0,1,6,0,0
"60QS003374",96,1,94,0,1,0,0,0
"60QS003375",71,1,69,0,1,0,0,0
"60QS003376",111,1,107,0,1,1,0,1
"60QS003377",74,1,73,0,0,0,0,0
"60QS003378",84,0,80,2,1,1,0,0
"60QS003379",102,7,95,0,0,0,0,0
"60QS003380",174,3,167,0,0,0,1,3
"60QS003381",87,1,84,0,0,0,1,1
"60QS003382",69,5,61,0,0,2,1,0
"60QS003383",82,3,78,0,1,0,0,0
"60QS003384",120,3,107,0,1,3,0,6
"60QS003385",83,2,80,0,0,0,0,1
"60QS003386",111,3,104,0,1,1,0,2
"60QS003387",143,7,132,1,0,3,0,0
"60QS003388",231,3,226,0,0,1,0,1
"60QS003389",197,1,194,0,0,0,1,1
"60QS003390",130,2,127,0,0,1,0,0
"60QS003391",209,7,200,0,0,2,0,0
"60QS003392",166,4,158,0,2,0,1,1
"60QS003393",152,2,149,0,1,0,0,0
"60QS003394",185,4,179,0,0,0,1,1
"60QS003395",95,3,92,0,0,0,0,0
"60QS003396",108,4,102,0,0,0,0,2
"60QS003397",91,1,88,0,0,1,0,1
"60QS003398",143,0,141,0,0,1,0,1
"60QS003399",215,3,205,0,1,3,1,2
"60QS003400",116,3,112,0,0,1,0,0
"60QS003401",106,1,104,0,0,0,1,0
"60QS003402",104,3,100,0,0,1,0,0
"60QS003403",126,1,117,0,1,0,4,3
"60QS003404",75,0,74,0,0,0,0,1
"60QS003405",69,1,67,0,1,0,0,0
"60QS003406",110,6,99,0,0,1,1,3
"60QS003407",128,6,120,0,2,0,0,0
"60QS003408",63,2,61,0,0,0,0,0
"60QS003409",68,0,66,0,1,1,0,0
"60QS003410",87,1,85,0,1,0,0,0
"60QS003411",113,4,106,0,1,0,1,1
"60QS003412",193,5,184,0,0,1,2,1
"60QS003413",118,0,114,0,0,3,0,1
"60QS003414",183,11,171,0,0,0,0,1
"60QS003415",164,3,152,0,0,2,5,2
"60QS003416",144,2,142,0,0,0,0,0
"60QS003417",142,1,140,0,0,0,0,1
"60QS003418",170,3,165,0,0,0,1,1
"60QS003419",121,0,118,0,0,0,0,3
"60QS003420",179,5,173,0,0,0,0,1
"60QS003421",156,1,153,0,0,0,0,2
"60QS003422",133,0,130,1,0,2,0,0
"60QS003423",119,4,110,0,3,0,1,1
"60QS003424",134,4,115,0,3,2,2,8
"60QS003425",222,4,214,0,3,0,0,1
"60QS003426",135,2,132,0,0,0,0,1
"60QS003427",174,8,159,0,1,0,1,5
"60QS003428",183,7,163,0,0,0,1,12
"60QS003429",209,3,206,0,0,0,0,0
"60QS003430",187,6,179,0,2,0,0,0
"60QS003431",181,3,177,0,0,0,0,1
"60QS003432",172,1,166,0,2,2,1,0
"60QS003433",124,6,112,0,2,2,0,2
"60QS003434",168,2,159,0,0,0,1,6
"60QS003435",132,6,119,0,1,0,0,6
"60QS003436",105,1,102,0,1,1,0,0
"60QS003437",111,2,106,1,0,0,0,2
"60QS003438",126,5,114,0,0,4,0,3
"60QS003439",106,2,104,0,0,0,0,0
"60QS003440",109,3,102,0,0,1,0,3
"60QS003441",62,2,57,0,1,1,0,1
"60QS003442",69,0,68,0,0,0,0,1
"60QS003443",68,1,66,0,0,0,0,1
"60QS003444",162,11,125,0,1,2,1,22
"60QS003445",179,12,140,0,0,1,2,24
"60QS003446",172,14,140,0,0,0,0,18
"60QS003447",121,9,104,1,1,2,1,3
"60QS003448",88,7,74,1,0,2,1,3
"60QS003449",150,4,142,0,0,0,1,3
"60QS003450",131,1,124,0,1,2,1,2
"60QS003451",116,1,113,0,1,0,1,0
"60QS003452",136,3,131,0,0,1,0,1
"60QS003453",124,4,116,0,0,1,0,3
"60QS003454",137,3,134,0,0,0,0,0
"60QS003455",118,1,108,1,1,1,0,6
"60QS003456",137,3,133,0,0,0,1,0
"60QS003457",164,3,158,0,0,2,1,0
"60QS003458",133,2,127,0,1,1,1,1
"60QS003459",148,3,142,0,1,0,0,2
"60QS003460",129,3,122,1,0,0,3,0
"60QS003461",110,3,107,0,0,0,0,0
"60QS003462",117,6,111,0,0,0,0,0
"60QS003463",137,6,130,0,0,0,0,1
"60QS003464",112,5,106,0,0,0,0,1
"60QS003465",97,5,91,0,0,1,0,0
"60QS003466",143,6,133,0,0,0,0,4
"60QS003467",186,6,179,0,1,0,0,0
"60QS003468",172,2,168,0,0,0,0,2
"60QS003469",108,3,103,1,0,1,0,0
"60QS003470",169,7,157,0,2,0,3,0
"60QS003471",126,4,121,0,0,0,0,1
"60QS003472",148,2,144,0,1,0,0,1
"60QS003473",129,3,122,0,0,0,2,2
"60QS003474",190,3,181,0,0,2,1,3
"60QS003475",107,1,102,0,1,1,1,1
"60QS003476",144,6,138,0,0,0,0,0
"60QS003477",148,2,143,0,0,0,2,1
"60QS003478",130,2,125,0,0,1,2,0
"60QS003479",175,2,169,2,0,0,1,1
"60QS003480",118,1,116,0,0,0,0,1
"60QS003481",113,6,107,0,0,0,0,0
"60QS003482",109,3,102,2,1,0,0,1
"60QS003483",108,2,104,0,0,1,0,1
"60QS003484",138,3,130,0,0,2,0,3
"60QS003485",80,1,76,0,0,2,0,1
"60QS003486",145,2,134,0,0,2,1,6
"60QS003487",129,0,124,1,0,0,1,3
"60QS003488",122,2,120,0,0,0,0,0
"60QS003489",146,2,143,0,1,0,0,0
"60QS003490",172,6,161,0,0,0,1,4
"60QS003491",169,3,164,0,0,0,1,1
"60QS003492",113,6,98,1,0,0,0,8
"60QS003493",203,2,196,0,0,0,0,5
"60QS003494",261,8,244,0,0,1,0,8
"60QS003495",120,3,113,0,0,2,1,1
"60QS003496",136,4,127,0,1,0,0,4
"60QS003497",182,3,177,0,1,0,0,1
"60QS003498",147,6,132,0,1,0,0,8
"60QS003499",151,3,147,0,0,0,0,1
"60QS003500",129,2,122,1,0,1,3,0
"60QS003501",129,1,127,0,0,0,0,1
"60QS003502",234,8,218,0,0,0,1,7
"60QS003503",106,2,100,0,1,0,0,3
"60QS003504",154,2,150,0,0,0,0,2
"60QS003505",157,4,148,0,3,0,0,2
"60QS003506",95,3,91,0,0,0,1,0
"60QS003507",102,4,96,0,0,0,0,2
"60QS003508",89,2,86,0,1,0,0,0
"60QS003509",128,1,126,0,0,0,0,1
"60QS003510",92,4,85,0,0,2,0,1
"60QS003511",113,2,106,0,0,1,3,1
"60QS003512",106,1,105,0,0,0,0,0
"60QS003513",148,1,145,0,1,0,0,1
"60QS003514",96,0,95,0,1,0,0,0
"60QS003515",159,4,153,0,0,0,1,1
"60QS003516",139,3,133,0,0,0,0,3
"60QS003517",144,3,136,0,1,0,0,4
"60QS003518",156,4,150,0,0,0,0,2
"60QS003519",87,1,86,0,0,0,0,0
"60QS003520",95,0,94,0,1,0,0,0
"60QS003521",123,0,123,0,0,0,0,0
"60QS003522",124,2,120,0,0,1,1,0
"60QS003523",90,1,86,0,0,0,2,1
"60QS003524",122,0,121,0,0,1,0,0
"60QS003525",120,2,117,0,0,0,1,0
"60QS003526",90,1,88,0,0,1,0,0
"60QS003527",100,5,94,0,0,0,0,1
"60QS003528",131,2,124,1,0,0,4,0
"60QS003529",137,0,136,0,0,0,0,1
"60QS003530",130,2,125,0,0,0,3,0
"60QS003531",86,2,83,0,0,0,1,0
"60QS003532",96,2,94,0,0,0,0,0
"60QS003533",100,4,92,0,2,0,0,2
"60QS003534",153,2,148,0,0,0,1,2
"60QS003535",81,2,79,0,0,0,0,0
"60QS003536",183,6,174,0,0,0,0,3
"60QS003537",94,1,93,0,0,0,0,0
"60QS003538",120,4,113,1,0,0,1,1
"60QS003539",247,7,238,0,0,0,1,1
"60QS003540",92,1,90,0,0,0,0,1
"60QS003541",155,2,151,0,0,2,0,0
"60QS003542",83,2,79,0,0,1,1,0
"60QS003543",219,5,203,0,4,4,1,2
"60QS003544",193,9,182,0,0,1,1,0
"60QS003545",106,6,94,0,2,2,0,2
"60QS003546",73,0,73,0,0,0,0,0
"60QS003547",68,1,66,0,0,1,0,0
"60QS003548",75,2,72,0,0,0,0,1
"60QS003549",137,1,136,0,0,0,0,0
"60QS003550",123,3,116,0,0,1,3,0
"60QS003551",129,3,122,0,1,0,0,3
"60QS003552",113,4,109,0,0,0,0,0
"60QS003553",204,1,196,0,1,0,3,3
"60QS003554",152,5,146,0,0,0,0,1
"60QS003555",124,7,106,0,7,0,1,3
"60QS003556",143,14,125,0,0,1,2,1
"60QS003557",118,16,97,0,2,0,2,1
"60QS003558",165,8,153,0,2,0,1,1
"60QS003559",87,5,78,0,2,1,0,1
"60QS003560",120,7,109,1,1,1,1,0
"60QS003561",86,6,77,1,0,2,0,0
"60QS003562",114,4,104,0,0,1,1,4
"60QS003563",149,7,138,0,1,2,0,1
"60QS003564",56,0,50,0,1,2,1,2
"60QS003565",206,30,119,1,7,2,9,38
"60QS003566",63,8,49,2,0,0,3,1
"60QS003567",183,32,105,2,6,6,14,18
"60QS003568",77,4,67,0,1,2,1,2
"60QS003569",61,10,40,1,4,1,0,5
"60QS003570",51,1,48,0,0,1,1,0
"60QS003571",88,4,80,0,0,4,0,0
"60QS003572",62,4,58,0,0,0,0,0
"60QS003573",52,3,46,0,0,0,0,3
"60QS003574",116,4,112,0,0,0,0,0
"60QS003575",109,3,100,0,0,0,0,6
"60QS003576",124,1,119,0,0,0,1,3
"60QS003577",126,2,122,0,0,2,0,0
"60QS003578",67,0,66,0,1,0,0,0
"60QS003579",85,9,64,0,6,0,2,4
"60QS003580",108,0,104,0,1,3,0,0
"60QS003581",120,5,114,0,0,1,0,0
"60QS003582",94,3,89,0,0,2,0,0
"60QS003583",140,7,133,0,0,0,0,0
"60QS003584",70,4,64,0,0,0,0,2
"60QS003585",136,1,132,0,0,0,2,1
"60QS003586",113,6,107,0,0,0,0,0
"60QS003587",115,2,112,0,0,0,0,1
"60QS003588",59,1,58,0,0,0,0,0
"60QS003589",92,0,88,0,1,0,0,3
"60QS003590",102,3,97,0,0,2,0,0
"60QS003591",79,0,78,0,0,1,0,0
"60QS003592",57,3,54,0,0,0,0,0
"60QS003593",101,1,98,1,0,0,0,1
"60QS003594",66,1,64,0,0,0,0,1
"60QS003595",74,3,69,0,1,0,0,1
"60QS003596",201,6,186,0,0,0,0,9
"60QS003597",56,1,55,0,0,0,0,0
"60QS003598",114,1,109,0,1,1,0,2
"60QS003599",181,3,173,0,1,2,1,1
"60QS003600",97,1,95,0,0,0,0,1
"60QS003601",99,2,95,0,1,0,1,0
"60QS003602",129,4,123,0,0,2,0,0
"60QS003603",166,10,132,0,0,6,1,17
"60QS003604",96,3,91,0,0,1,0,1
"60QS003605",223,5,218,0,0,0,0,0
"60QS003606",69,3,65,0,0,0,0,1
"60QS003607",145,4,137,0,1,1,1,1
"60QS003608",77,8,63,0,3,0,0,3
"60QS003609",59,3,39,0,4,1,4,8
"60QS003610",92,23,50,1,1,1,1,15
"60QS003611",61,0,53,0,0,2,0,6
"60QS003612",107,5,76,0,0,3,0,23
"60QS003613",71,1,68,0,1,0,1,0
"60QS003614",61,2,59,0,0,0,0,0
"60QS003615",61,3,49,0,0,0,0,9
"60QS003616",70,19,38,1,2,2,4,4
"60QS003617",60,9,42,2,2,2,0,3
"60QS003618",54,1,48,1,0,2,0,2
"60QS003619",205,12,179,0,1,1,1,11
"60QS003620",66,1,59,0,1,0,0,5
"60QS003621",82,1,81,0,0,0,0,0
"60QS003622",78,2,75,0,0,0,0,1
"60QS003623",136,9,109,0,1,2,0,15
"60QS003624",152,4,145,0,0,2,1,0
"60QS003625",75,1,73,0,0,0,0,1
"60QS003626",120,16,20,2,2,0,29,51
"60QS003627",126,1,124,0,0,0,0,1
"60QS003628",63,2,43,0,0,1,0,17
"60QS003629",136,1,134,0,1,0,0,0
"60QS003630",154,7,130,0,1,8,3,5
"60QS003631",79,2,71,0,0,0,0,6
"60QS003632",58,1,55,0,0,0,0,2
"60QS003633",119,0,119,0,0,0,0,0
"60QS003634",155,16,124,1,1,1,4,8
"60QS003635",69,1,66,0,0,0,0,2
"60QS003636",114,6,106,0,0,0,1,1
"60QS003637",128,1,125,0,0,0,0,2
"60QS003638",77,3,73,0,0,1,0,0
"60QS003639",50,2,47,0,0,0,0,1
"60QS003640",73,1,72,0,0,0,0,0
"60QS003641",56,1,52,0,0,0,2,1
"60QS003642",101,0,99,0,1,1,0,0
"60QS003643",80,3,76,0,0,0,0,1
"60QS003644",99,3,93,0,1,1,0,1
"60QS003645",102,0,98,0,0,3,0,1
"60QS003646",78,1,75,0,0,1,0,1
"60QS003647",113,1,111,0,0,0,0,1
"60QS003648",83,0,83,0,0,0,0,0
"60QS003649",113,2,108,0,0,2,0,1
"60QS003650",58,0,58,0,0,0,0,0
"60QS003651",62,0,62,0,0,0,0,0
"60QS003652",58,0,57,0,0,0,0,1
"60QS003653",51,1,49,0,1,0,0,0
"60QS003654",79,1,78,0,0,0,0,0
"60QS003655",143,2,139,0,0,1,0,1
"60QS003656",141,1,136,0,0,2,1,1
"60QS003657",59,2,56,0,0,0,0,1
"60QS003658",56,0,45,0,3,0,1,7
"60QS003659",98,0,98,0,0,0,0,0
"60QS003660",80,13,57,0,4,0,1,5
"60QS003661",53,0,51,0,0,0,0,2
"60QS003662",130,5,120,0,2,0,1,2
"60QS003663",66,0,65,1,0,0,0,0
"60QS003664",118,6,111,0,0,1,0,0
"60QS003665",98,3,93,0,0,1,0,1
"60QS003666",87,1,82,0,4,0,0,0
"60QS003667",85,2,81,0,0,2,0,0
"60QS003668",93,3,89,0,1,0,0,0
"60QS003669",105,1,102,0,2,0,0,0
"60QS003670",102,1,97,0,0,0,2,2
"60QS003671",76,0,74,0,0,1,0,1
"60QS003672",143,7,126,0,0,0,1,9
"60QS003673",165,3,149,0,3,0,1,9
"60QS003674",123,5,116,0,1,0,0,1
"60QS003675",76,1,72,0,0,0,1,2
"60QS003676",129,0,125,0,0,2,1,1
"60QS003677",76,0,72,0,3,0,0,1
"60QS003678",184,3,165,0,1,3,4,8
"60QS003679",111,9,94,1,0,0,0,7
"60QS003680",71,4,65,0,0,1,0,1
"60QS003681",53,1,52,0,0,0,0,0
"60QS003682",88,1,86,0,1,0,0,0
"60QS003683",159,27,102,1,9,2,2,16
"60QS003684",113,1,111,0,0,0,1,0
"60QS003685",86,2,79,0,1,1,1,2
"60QS003686",76,2,72,0,0,1,0,1
"60QS003687",53,1,49,1,0,0,2,0
"60QS003688",62,2,59,0,0,0,0,1
"60QS003689",85,2,76,0,3,1,2,1
"60QS003690",90,0,89,0,0,0,0,1
"60QS003691",103,6,96,0,0,0,1,0
"60QS003692",171,2,165,0,0,3,0,1
"60QS003693",112,0,106,0,1,3,0,2
"60QS003694",73,0,73,0,0,0,0,0
"60QS003695",80,0,80,0,0,0,0,0
"60QS003696",119,1,116,0,0,0,1,1
"60QS003697",157,2,154,0,0,0,0,1
"60QS003698",77,0,76,0,0,1,0,0
"60QS003699",138,6,128,0,0,2,1,1
"60QS003700",63,2,59,1,0,1,0,0
"60QS003701",64,2,62,0,0,0,0,0
"60QS003702",59,1,56,0,0,2,0,0
"60QS003703",99,2,95,0,0,0,1,1
"60QS003704",66,7,42,0,0,4,3,10
"60QS003705",111,3,103,0,0,2,3,0
"60QS003706",140,0,140,0,0,0,0,0
"60QS003707",61,2,56,0,0,2,0,1
"60QS003708",51,1,50,0,0,0,0,0
"60QS003709",70,3,66,0,1,0,0,0
"60QS003710",215,5,203,0,4,2,1,0
"60QS003711",93,1,92,0,0,0,0,0
"60QS003712",83,0,78,0,0,1,2,2
"60QS003713",80,4,75,0,0,0,1,0
"60QS003714",94,4,84,0,3,1,1,1
"60QS003715",110,5,100,0,0,2,2,1
"60QS003716",990,71,476,4,62,13,124,240
"60QS003717",118,1,117,0,0,0,0,0
"60QS003718",101,3,98,0,0,0,0,0
"60QS003719",68,0,66,0,0,2,0,0
"60QS003720",140,6,120,0,0,0,0,14
"60QS003721",52,4,47,1,0,0,0,0
"60QS003722",108,1,107,0,0,0,0,0
"60QS003723",105,0,100,0,3,0,0,2
"60QS003724",93,4,86,0,1,0,2,0
"60QS003725",94,2,80,0,1,3,0,8
"60QS003726",71,2,68,0,1,0,0,0
"60QS003727",73,3,65,3,0,1,0,1
"60QS003728",67,2,63,0,0,0,2,0
"60QS003729",87,0,84,0,0,3,0,0
"60QS003730",96,2,90,1,0,0,2,1
"60QS003731",121,1,120,0,0,0,0,0
"60QS003732",99,1,97,0,0,0,1,0
"60QS003733",85,0,83,0,1,0,1,0
"60QS003734",102,1,101,0,0,0,0,0
"60QS003735",154,3,148,0,0,2,0,1
"60QS003736",114,1,111,1,0,0,1,0
"60QS003737",82,3,78,0,0,1,0,0
"60QS003738",90,0,88,0,1,0,1,0
"60QS003739",134,2,131,1,0,0,0,0
"60QS003740",107,5,101,0,0,0,1,0
"60QS003741",135,2,133,0,0,0,0,0
"60QS003742",71,2,66,0,0,1,1,1
"60QS003743",109,4,101,0,1,1,1,1
"60QS003744",110,4,106,0,0,0,0,0
"60QS003745",90,2,84,1,1,2,0,0
"60QS003746",80,1,78,0,0,0,0,1
"60QS003747",116,0,113,0,0,3,0,0
"60QS003748",84,0,82,0,0,0,0,2
"60QS003749",101,2,93,0,0,2,1,3
"60QS003750",70,0,68,1,0,1,0,0
"60QS003751",131,2,127,0,0,1,0,1
"60QS003752",61,1,59,0,0,0,1,0
"60QS003753",86,3,81,0,0,2,0,0
"60QS003754",125,5,115,0,0,4,0,1
"60QS003755",113,1,112,0,0,0,0,0
"60QS003756",56,0,56,0,0,0,0,0
"60QS003757",90,0,90,0,0,0,0,0
"60QS003758",68,0,66,0,0,1,1,0
"60QS003759",107,3,104,0,0,0,0,0
"60QS003760",133,0,133,0,0,0,0,0
"60QS003761",115,1,113,0,0,1,0,0
"60QS003762",128,4,124,0,0,0,0,0
"60QS003763",89,3,86,0,0,0,0,0
"60QS003764",55,0,55,0,0,0,0,0
"60QS003765",57,0,56,0,1,0,0,0
"60QS003766",85,1,83,0,1,0,0,0
"60QS003767",76,0,75,0,0,0,0,1
"60QS003768",138,0,138,0,0,0,0,0
"60QS003769",100,4,96,0,0,0,0,0
"60QS003770",59,4,52,0,0,0,0,3
"60QS003771",50,5,41,0,0,1,2,1
"60QS003772",98,2,94,0,0,0,0,2
"60QS003773",118,2,116,0,0,0,0,0
"60QS003774",80,3,63,0,4,7,0,3
"60QS003775",82,2,76,0,0,4,0,0
"60QS003776",101,4,93,0,2,2,0,0
"60QS003777",108,1,107,0,0,0,0,0
"60QS003778",211,4,201,2,2,1,0,1
"60QS003779",87,0,87,0,0,0,0,0
"60QS003780",101,1,100,0,0,0,0,0
"60QS003781",150,3,144,0,1,1,0,1
"60QS003782",95,1,93,0,1,0,0,0
"60QS003783",68,0,66,0,0,1,0,1
"60QS003784",122,0,122,0,0,0,0,0
"60QS003785",90,0,89,0,1,0,0,0
"60QS003786",68,0,56,0,1,0,1,10
"60QS003787",109,0,108,0,1,0,0,0
"60QS003788",250,13,154,2,1,0,3,77
"60QS003789",68,3,59,0,0,0,0,6
"60QS003790",69,6,50,0,2,1,5,5
"60QS003791",59,4,54,0,0,1,0,0
"60QS003792",59,10,39,2,0,0,1,7
"60QS003793",95,13,69,0,1,5,1,6
"60QS003794",56,5,45,0,1,1,1,3
"60QS003795",52,8,31,0,2,0,2,9
"60QS003796",120,3,112,0,2,2,0,1
"60QS003797",58,5,48,0,0,1,1,3
"60QS003798",70,6,59,0,0,0,2,3
"60QS003799",57,3,45,0,3,6,0,0
"60QS003800",84,0,77,0,0,7,0,0
"60QS003801",64,1,55,0,0,6,0,2
"60QS003802",60,2,54,0,2,1,1,0
"60QS003803",72,0,70,0,0,1,1,0
"60QS003804",128,8,103,1,0,2,1,13
"60QS003805",214,24,164,0,2,1,4,19
"60QS003806",101,2,93,0,1,0,0,5
"60QS003807",56,3,53,0,0,0,0,0
"60QS003808",56,3,45,1,0,4,0,3
"60QS003809",52,0,41,0,0,2,0,9
"60QS003810",97,1,79,0,1,15,0,1
"60QS003811",89,2,82,0,0,2,0,3
"60QS003812",149,5,128,0,3,8,2,3
"60QS003813",101,0,96,0,1,3,1,0
"60QS003814",135,10,105,0,1,1,3,15
"60QS003815",53,4,44,0,1,0,2,2
"60QS003816",92,4,74,0,0,2,0,12
"60QS003817",85,3,77,0,0,0,2,3
"60QS003818",66,3,55,0,1,2,1,4
"60QS003819",96,8,70,2,0,0,1,15
"60QS003820",101,14,77,0,0,0,1,9
"60QS003821",71,5,64,0,2,0,0,0
"60QS003822",118,1,109,0,2,6,0,0
"60QS003823",99,0,93,0,1,4,0,1
"60QS003824",58,1,44,0,0,0,3,10
"60QS003825",91,1,83,0,1,0,0,6
"60QS003826",154,2,145,0,1,3,0,3
"60QS003827",52,10,36,0,0,0,1,5
"60QS003828",64,2,53,0,0,0,0,9
"60QS003829",63,8,49,0,0,0,1,5
"60QS003830",58,4,52,0,1,0,1,0
"60QS003831",91,2,88,0,0,0,0,1
"60QS003832",142,4,119,0,2,7,3,7
"60QS003833",59,3,53,0,0,0,1,2
"60QS003834",64,2,58,0,2,2,0,0
"60QS003835",118,0,117,0,0,1,0,0
"60QS003836",117,0,117,0,0,0,0,0
"60QS003837",93,0,92,0,0,1,0,0
"60QS003838",55,4,45,0,2,0,2,2
"60QS003839",65,3,61,0,1,0,0,0
"60QS003840",119,2,114,0,1,1,1,0
"60QS003841",54,1,51,0,0,0,0,2
"60QS003842",77,2,74,0,1,0,0,0
"60QS003843",103,1,101,0,1,0,0,0
"60QS003844",51,0,50,0,0,1,0,0
"60QS003845",70,2,66,0,0,0,0,2
"60QS003846",109,1,101,0,1,6,0,0
"60QS003847",117,2,112,0,0,3,0,0
"60QS003848",71,0,67,0,0,3,0,1
"60QS003849",65,0,63,0,0,2,0,0
"60QS003850",105,0,102,0,0,3,0,0
"60QS003851",134,5,129,0,0,0,0,0
"60QS003852",50,1,38,0,0,1,0,10
"60QS003853",65,0,55,0,0,1,2,7
"60QS003854",149,4,139,0,1,2,1,2
"60QS003855",100,0,98,0,1,0,1,0
"60QS003856",103,2,101,0,0,0,0,0
"60QS003857",63,1,62,0,0,0,0,0
"60QS003858",98,1,95,0,0,0,1,1
"60QS003859",113,0,113,0,0,0,0,0
"60QS003860",195,9,181,1,0,0,0,4
"60QS003861",65,0,64,0,0,1,0,0
"60QS003862",73,5,59,0,1,0,0,8
"60QS003863",64,0,64,0,0,0,0,0
"60QS003864",71,2,58,0,0,0,0,11
"60QS003865",86,2,79,0,3,1,1,0
"60QS003866",102,12,78,0,1,0,0,11
"60QS003867",123,4,109,2,0,0,2,6
"60QS003868",148,6,126,0,1,2,0,13
"60QS003869",58,2,54,0,1,0,0,1
"60QS003870",127,4,115,0,0,0,1,7
"60QS003871",118,2,100,0,0,0,6,10
"60QS003872",97,4,91,0,0,2,0,0
"60QS003873",127,2,123,0,1,1,0,0
"60QS003874",99,12,84,0,1,0,1,1
"60QS003875",60,2,57,0,0,0,0,1
"60QS003876",68,5,59,0,2,1,0,1
"60QS003877",120,7,109,0,0,0,0,4
"60QS003878",77,0,73,0,1,1,0,2
"60QS003879",56,1,52,0,0,0,0,3
"60QS003880",58,2,56,0,0,0,0,0
"60QS003881",116,2,112,0,0,2,0,0
"60QS003882",88,0,88,0,0,0,0,0
"60QS003883",55,2,51,0,0,0,0,2
"60QS003884",98,6,88,0,0,0,3,1
"60QS003885",100,1,89,0,1,1,0,8
"60QS003886",51,1,49,0,0,0,0,1
"60QS003887",64,1,62,0,1,0,0,0
"60QS003888",92,5,76,0,1,6,1,3
"60QS003889",59,4,50,0,1,2,1,1
"60QS003890",135,4,123,1,2,3,1,1
"60QS003891",55,5,41,0,1,1,1,6
"60QS003892",105,0,105,0,0,0,0,0
"60QS003893",69,3,63,0,0,2,1,0
