"dz_2001","total","non_catholic_christian","catholic_christian","jewish","muslim","none","other"
"S01000687",789,469,22,2,0,255,41
"S01000688",792,517,38,0,0,207,30
"S01000689",611,408,23,0,0,159,21
"S01000690",787,523,30,0,0,198,36
"S01000691",772,408,30,0,2,263,69
"S01000692",753,423,30,0,3,258,39
"S01000693",872,561,42,1,1,238,29
"S01000694",724,417,50,0,2,207,48
"S01000695",745,484,21,0,8,214,18
"S01000696",731,508,25,0,4,170,24
"S01000697",492,303,28,0,0,139,22
"S01000698",642,426,24,0,0,180,12
"S01000699",658,470,12,0,0,166,10
"S01000700",879,463,48,0,0,311,57
"S01000701",920,681,18,0,0,166,55
"S01000702",522,384,18,0,2,101,17
"S01000703",741,537,30,0,0,126,48
"S01000704",880,540,69,3,0,243,25
"S01000705",1146,687,46,0,0,295,118
"S01000706",823,555,20,0,9,186,53
"S01000707",537,305,35,0,0,170,27
"S01000708",562,367,19,1,0,153,22
"S01000709",888,579,41,1,0,225,42
"S01000710",1083,684,40,2,0,281,76
"S01000711",620,474,29,0,0,92,25
"S01000712",595,444,55,0,0,73,23
"S01000713",832,589,70,0,0,127,46
"S01000714",832,611,49,0,0,145,27
"S01000715",671,514,25,0,0,97,35
"S01000716",541,311,42,0,0,124,64
"S01000717",870,564,71,1,0,172,62
"S01000718",952,700,56,0,0,128,68
"S01000719",660,479,30,0,0,126,25
"S01000720",858,630,39,0,0,162,27
"S01000721",658,507,27,0,0,100,24
"S01000722",819,550,42,0,0,182,45
"S01000723",527,378,23,0,0,95,31
"S01000724",862,639,37,0,0,169,17
"S01000725",633,408,36,0,0,138,51
"S01000726",687,438,26,0,0,183,40
"S01000727",706,336,165,0,0,172,33
"S01000728",768,497,49,0,0,160,62
"S01000729",542,332,91,0,0,90,29
"S01000730",407,205,83,0,1,98,20
"S01000731",547,236,113,1,0,138,59
"S01000732",536,278,121,0,0,105,32
"S01000733",732,358,165,0,0,177,32
"S01000734",851,503,104,1,1,178,64
"S01000735",445,259,50,0,0,106,30
"S01000736",720,472,77,1,0,135,35
"S01000737",511,312,78,0,0,84,37
"S01000738",579,405,17,1,0,105,51
"S01000739",759,527,44,0,0,139,49
"S01000740",673,435,22,0,0,176,40
"S01000741",806,458,78,1,0,229,40
"S01000742",541,313,52,1,0,153,22
"S01000743",726,463,65,0,5,150,43
"S01000744",733,374,126,0,0,185,48
"S01000745",681,355,86,0,0,204,36
"S01000746",738,395,102,0,3,191,47
"S01000747",568,281,110,0,0,137,40
"S01000748",514,285,100,2,0,85,42
"S01000749",559,250,134,0,0,133,42
"S01000750",694,417,92,0,0,162,23
"S01000751",713,453,87,0,0,148,25
"S01000752",992,494,132,0,0,294,72
"S01000753",646,357,118,0,7,124,40
"S01000754",650,354,71,0,0,184,41
"S01000755",730,477,28,0,0,182,43
"S01000756",1104,633,132,0,1,276,62
"S01000757",694,423,72,0,0,143,56
"S01000758",992,574,126,0,8,246,38
"S01000759",861,477,121,2,1,223,37
"S01000760",565,309,62,0,0,145,49
"S01000761",492,291,49,0,0,142,10
"S01000762",670,390,96,0,0,155,29
"S01000763",861,491,32,2,0,254,82
"S01000764",707,398,87,0,10,199,13
"S01000765",671,354,97,0,0,182,38
"S01000766",758,420,132,0,5,160,41
"S01000767",596,207,203,0,1,155,30
"S01000768",826,367,194,0,0,235,30
"S01000769",956,442,171,0,3,283,57
"S01000770",595,171,213,0,4,107,100
"S01000771",983,506,157,2,5,256,57
"S01000772",652,410,71,0,1,142,28
"S01000773",962,576,170,0,5,170,41
"S01000774",598,280,82,1,0,206,29
"S01000775",704,369,106,0,4,190,35
"S01000776",620,400,70,1,0,119,30
"S01000777",555,260,103,0,0,165,27
"S01000778",464,297,38,0,2,99,28
"S01000779",793,350,164,0,1,224,54
"S01000780",931,464,151,0,0,236,80
"S01000781",877,524,85,0,4,220,44
"S01000782",712,384,72,3,11,211,31
"S01000783",506,265,47,0,1,159,34
"S01000784",871,512,74,0,9,234,42
"S01000785",734,412,98,0,0,176,48
"S01000786",784,488,76,0,0,174,46
"S01000787",526,324,22,0,0,153,27
"S01000788",705,362,98,2,0,213,30
"S01000789",653,411,50,0,0,140,52
"S01000790",514,333,42,0,0,109,30
"S01000791",630,388,36,0,0,173,33
"S01000792",690,378,84,2,0,191,35
"S01000793",812,496,61,1,3,209,42
"S01000794",842,535,63,2,1,212,29
"S01000795",771,529,57,0,0,156,29
"S01000796",485,301,53,0,0,104,27
"S01000797",476,227,56,0,5,151,37
"S01000798",535,314,64,0,0,123,34
"S01000799",2813,1016,260,1,0,492,1044
"S01000800",1004,582,69,0,0,286,67
"S01000801",639,379,39,2,0,195,24
"S01000802",754,476,69,2,1,184,22
"S01000803",875,493,57,0,0,270,55
"S01000804",985,517,137,0,0,288,43
"S01000805",822,555,52,1,2,164,48
"S01000806",838,424,38,1,1,304,70
"S01000807",769,484,54,0,0,171,60
"S01000808",725,412,49,1,0,232,31
"S01000809",553,360,29,1,0,136,27
"S01000810",630,368,56,0,0,144,62
"S01000811",834,498,107,0,0,196,33
"S01000812",662,406,121,0,1,100,34
"S01000813",758,513,95,0,5,124,21
"S01000814",919,439,212,0,0,210,58
"S01000815",544,260,106,0,0,131,47
"S01000816",584,320,84,1,0,146,33
"S01000817",918,567,149,1,0,163,38
"S01000818",696,394,95,2,0,150,55
"S01000819",812,504,96,0,0,160,52
"S01000820",573,335,34,0,0,168,36
"S01000821",883,508,155,0,5,176,39
"S01000822",554,354,83,0,0,71,46
"S01000823",591,298,117,0,0,123,53
"S01000824",554,353,41,0,0,133,27
"S01000825",698,462,61,1,0,140,34
"S01000826",730,424,137,0,0,122,47
"S01000827",703,469,47,2,0,148,37
"S01000828",879,494,61,0,0,278,46
"S01000829",577,360,27,0,0,162,28
"S01000830",715,461,31,0,0,185,38
"S01000831",882,614,38,0,0,194,36
"S01000832",926,533,44,0,1,275,73
"S01000833",572,306,20,0,10,197,39
"S01000834",911,547,60,0,11,250,43
"S01000835",702,379,53,0,5,239,26
"S01000836",847,307,84,0,0,362,94
"S01000837",763,287,101,0,11,307,57
"S01000838",723,419,68,0,6,206,24
"S01000839",963,449,98,0,14,337,65
"S01000840",773,288,81,0,1,317,86
"S01000841",970,360,94,0,0,406,110
"S01000842",834,518,56,0,15,222,23
"S01000843",773,393,82,0,0,272,26
"S01000844",689,279,81,0,0,263,66
"S01000845",573,276,75,0,4,189,29
"S01000846",739,312,84,0,0,272,71
"S01000847",995,493,116,1,3,321,61
"S01000848",699,419,39,0,0,213,28
"S01000849",539,278,71,0,5,154,31
"S01000850",657,312,82,0,7,216,40
"S01000851",686,348,84,0,0,201,53
"S01000852",717,348,71,0,0,235,63
"S01000853",553,261,59,0,0,216,17
"S01000854",933,369,85,0,0,389,90
"S01000855",778,410,85,0,2,205,76
"S01000856",626,297,41,0,3,194,91
"S01000857",614,335,60,1,0,199,19
"S01000858",717,359,100,1,0,200,57
"S01000859",837,482,70,0,4,258,23
"S01000860",873,402,55,0,0,318,98
"S01000861",656,399,49,0,1,158,49
"S01000862",559,352,50,0,0,136,21
"S01000863",485,224,45,0,3,192,21
"S01000864",668,381,95,0,0,185,7
"S01000865",692,345,56,0,1,242,48
"S01000866",944,396,156,0,0,326,66
"S01000867",739,325,114,0,0,260,40
"S01000868",718,295,102,0,0,269,52
"S01000869",566,206,50,0,3,264,43
"S01000870",872,310,104,0,5,340,113
"S01000871",730,385,60,0,4,251,30
"S01000872",650,377,49,0,0,199,25
"S01000873",1341,601,261,0,0,399,80
"S01000874",545,260,35,0,2,203,45
"S01000875",736,411,65,0,0,224,36
"S01000876",744,371,64,0,3,264,42
"S01000877",741,323,65,0,4,304,45
"S01000878",588,351,65,0,0,158,14
"S01000879",876,500,36,0,0,246,94
"S01000880",778,511,30,1,2,192,42
"S01000881",703,348,64,0,0,258,33
"S01000882",939,505,93,0,0,300,41
"S01000883",923,439,87,0,0,334,63
"S01000884",569,338,55,0,0,147,29
"S01000885",524,322,27,0,5,150,20
"S01000886",734,425,48,0,8,230,23
"S01000887",781,430,56,0,1,263,31
"S01000888",724,371,57,1,6,245,44
"S01000889",796,445,55,0,2,268,26
"S01000890",796,455,55,0,7,233,46
"S01000891",925,601,48,0,1,237,38
"S01000892",586,351,30,0,0,182,23
"S01000893",730,420,45,1,4,223,37
"S01000894",523,303,27,0,5,171,17
"S01000895",900,486,80,0,3,305,26
"S01000896",485,289,16,0,0,158,22
"S01000897",685,471,33,1,0,149,31
"S01000898",576,391,41,0,0,131,13
"S01000899",867,514,121,0,0,160,72
"S01000900",657,469,33,0,0,129,26
"S01000901",675,483,20,0,0,137,35
"S01000902",979,629,84,0,0,218,48
"S01000903",968,716,22,0,2,181,47
"S01000904",689,499,30,0,0,121,39
"S01000905",701,428,34,2,1,195,41
"S01000906",565,399,24,4,0,112,26
"S01000907",773,443,71,0,0,226,33
"S01000908",773,518,54,0,0,171,30
"S01000909",934,599,40,1,0,252,42
"S01000910",870,606,41,0,4,174,45
"S01000911",966,601,58,5,0,260,42
"S01000912",754,527,29,1,0,165,32
"S01000913",722,444,51,0,1,169,57
"S01000914",855,625,40,0,0,147,43
"S01000915",960,706,49,0,0,165,40
"S01000916",991,585,27,2,0,203,174
"S01000917",683,413,24,0,0,184,62
"S01000918",643,376,57,0,0,187,23
"S01000919",522,366,13,0,0,114,29
"S01000920",505,315,17,0,4,155,14
"S01000921",738,525,45,0,1,144,23
"S01000922",818,583,36,2,6,164,27
"S01000923",751,523,47,0,0,152,29
"S01000924",841,583,54,0,1,173,30
"S01000925",943,580,73,0,0,228,62
"S01000926",650,417,23,0,1,156,53
"S01000927",1010,653,86,0,0,188,83
"S01000928",979,624,41,0,0,267,47
"S01000929",511,282,27,0,0,149,53
"S01000930",601,311,52,0,4,188,46
"S01000931",708,415,92,0,0,166,35
"S01000932",931,630,62,1,1,201,36
"S01000933",870,601,68,0,5,169,27
"S01000934",931,546,65,0,0,239,81
"S01000935",808,482,76,1,0,206,43
"S01000936",926,668,59,0,0,165,34
"S01000937",586,400,41,0,0,107,38
"S01000938",846,561,59,0,2,189,35
"S01000939",740,444,98,0,0,158,40
"S01000940",838,532,67,0,0,176,63
"S01000941",542,385,21,0,0,110,26
"S01000942",937,624,41,0,0,238,34
"S01000943",845,647,41,0,0,118,39
"S01000944",790,532,43,0,1,173,41
"S01000945",760,551,38,0,0,142,29
"S01000946",756,510,64,0,0,153,29
"S01000947",730,513,39,0,3,134,41
"S01000948",721,506,31,0,0,147,37
"S01000949",613,455,42,0,0,93,23
"S01000950",810,533,45,2,0,198,32
"S01000951",708,453,46,0,5,177,27
"S01000952",807,570,49,0,0,172,16
"S01000953",906,661,51,0,0,154,40
"S01000954",888,577,65,1,0,207,38
"S01000955",527,333,27,0,2,136,29
"S01000956",858,531,52,0,5,229,41
"S01000957",511,334,17,0,1,134,25
"S01000958",827,501,33,0,0,245,48
"S01000959",688,418,49,0,0,188,33
"S01000960",554,357,36,0,0,130,31
"S01000961",853,601,75,0,0,151,26
"S01000962",572,357,41,0,2,156,16
"S01000963",744,439,48,1,0,221,35
"S01000964",877,600,37,0,1,180,59
"S01000965",665,333,37,0,0,231,64
"S01000966",1080,666,76,0,0,294,44
"S01000967",576,391,36,0,0,129,20
"S01000968",956,626,70,1,0,217,42
"S01000969",849,592,55,0,0,182,20
"S01000970",793,490,73,0,0,174,56
"S01000971",685,399,28,0,11,200,47
"S01000972",977,652,62,0,3,208,52
"S01000973",592,385,33,0,1,160,13
"S01000974",848,588,58,0,0,167,35
"S01000975",646,433,32,0,0,155,26
"S01000976",494,324,39,0,0,119,12
"S01000977",769,514,44,0,0,167,44
"S01000978",755,488,34,0,0,192,41
"S01000979",647,413,21,1,1,181,30
"S01000980",752,472,24,0,0,155,101
"S01000981",648,468,14,0,0,139,27
"S01000982",595,449,28,0,0,91,27
"S01000983",559,416,21,0,0,100,22
"S01000984",635,441,23,0,0,136,35
"S01000985",710,415,43,0,0,202,50
"S01000986",525,315,22,0,0,168,20
"S01000987",627,426,30,0,0,142,29
"S01000988",488,347,23,0,1,96,21
"S01000989",833,570,57,1,0,181,24
"S01000990",636,356,56,1,4,182,37
"S01000991",507,339,26,0,0,128,14
"S01000992",908,532,107,1,5,181,82
"S01000993",897,572,93,0,3,207,22
"S01000994",1031,709,36,0,0,251,35
"S01000995",831,501,48,1,11,234,36
"S01000996",1030,623,131,0,5,219,52
"S01000997",992,623,79,0,0,232,58
"S01000998",621,305,56,0,1,188,71
"S01000999",696,426,49,0,5,193,23
"S01001000",531,307,46,0,3,143,32
"S01001001",546,300,21,0,0,201,24
"S01001002",673,370,58,0,0,222,23
"S01001003",929,555,92,0,0,249,33
"S01001004",653,433,61,1,0,130,28
"S01001005",895,559,82,0,1,210,43
"S01001006",771,472,54,0,1,216,28
"S01001007",792,424,92,0,5,238,33
"S01001008",737,366,68,0,0,269,34
"S01001009",614,345,75,0,0,159,35
"S01001010",780,454,83,0,3,194,46
"S01001011",617,411,23,0,4,134,45
"S01001012",845,543,87,0,11,161,43
"S01001013",893,510,122,0,9,211,41
"S01001014",794,327,129,2,1,275,60
"S01001015",613,356,67,0,0,135,55
"S01001016",956,606,42,1,0,255,52
"S01001017",710,350,90,0,1,229,40
"S01001018",783,447,74,0,1,211,50
"S01001019",979,387,132,1,3,391,65
"S01001020",523,249,82,0,4,148,40
"S01001021",855,488,92,0,0,241,34
"S01001022",828,415,81,1,0,269,62
"S01001023",986,660,36,0,0,246,44
"S01001024",881,506,65,0,0,268,42
"S01001025",915,567,80,1,1,225,41
"S01001026",823,614,25,0,0,152,32
"S01001027",851,526,117,0,4,178,26
"S01001028",783,405,92,0,0,244,42
"S01001029",748,365,108,0,0,250,25
"S01001030",741,466,80,0,5,168,22
"S01001031",949,496,112,0,1,285,55
"S01001032",733,347,94,0,1,244,47
"S01001033",716,317,89,0,0,256,54
"S01001034",823,368,102,0,0,283,70
"S01001035",543,279,72,0,0,177,15
"S01001036",538,232,49,1,0,222,34
"S01001037",879,453,109,0,1,270,46
"S01001038",669,418,52,0,1,165,33
"S01001039",549,334,39,0,1,148,27
"S01001040",613,388,45,1,0,151,28
"S01001041",527,324,38,0,0,145,20
"S01001042",865,513,62,0,0,254,36
"S01001043",699,441,48,0,0,183,27
"S01001044",991,629,35,1,0,265,61
"S01001045",567,383,36,1,0,121,26
"S01001046",499,301,37,0,1,140,20
"S01001047",691,527,35,0,0,99,30
"S01001048",624,411,47,0,0,142,24
"S01001049",689,438,34,0,5,187,25
"S01001050",942,627,26,0,1,245,43
"S01001051",694,424,47,0,0,180,43
"S01001052",567,309,33,0,1,205,19
"S01001053",800,540,29,1,0,180,50
"S01001054",666,442,28,0,2,169,25
"S01001055",776,552,37,0,3,160,24
"S01001056",747,555,41,0,0,126,25
"S01001057",667,464,30,0,0,125,48
"S01001058",771,564,36,0,1,138,32
"S01001059",634,364,12,0,0,223,35
"S01001060",766,550,24,0,0,165,27
"S01001061",790,560,33,0,0,156,41
"S01001062",547,360,18,0,0,143,26
"S01001063",787,542,44,0,0,164,37
"S01001064",773,510,39,0,1,184,39
"S01001065",753,520,20,1,2,188,22
"S01001066",732,482,19,0,0,203,28
"S01001067",777,455,21,0,0,241,60
"S01001068",857,531,42,1,2,245,36
"S01001069",871,544,29,1,5,245,47
"S01001070",876,542,68,1,0,218,47
"S01001071",667,480,30,0,0,136,21
"S01001072",761,515,37,0,0,171,38
"S01001073",994,660,30,0,0,242,62
"S01001074",511,342,23,1,1,117,27
"S01001075",847,606,19,1,1,183,37
"S01001076",783,492,22,0,1,237,31
"S01001077",793,609,36,0,0,118,30
"S01001078",814,547,24,0,0,219,24
"S01001079",501,333,7,2,0,140,19
"S01001080",540,356,34,1,0,121,28
"S01001081",620,246,25,0,0,196,153
"S01001082",883,595,41,1,0,190,56
"S01001083",798,531,30,0,0,192,45
"S01001084",894,535,56,0,0,263,40
"S01001085",873,610,10,0,0,222,31
"S01001086",743,460,18,0,0,227,38
"S01001087",524,374,13,1,0,130,6
"S01001088",984,647,22,0,0,259,56
"S01001089",948,592,38,0,6,258,54
"S01001090",963,410,125,1,19,343,65
"S01001091",662,236,98,0,34,245,49
"S01001092",964,370,155,1,24,326,88
"S01001093",1045,331,171,1,67,380,95
"S01001094",953,441,124,3,60,251,74
"S01001095",1166,457,159,4,31,366,149
"S01001096",884,317,136,0,53,273,105
"S01001097",643,308,119,0,20,160,36
"S01001098",933,396,134,1,58,284,60
"S01001099",860,316,135,0,27,292,90
"S01001100",922,404,204,1,10,248,55
"S01001101",1120,312,200,2,21,419,166
"S01001102",265,90,57,0,7,87,24
"S01001103",854,372,160,0,86,162,74
"S01001104",702,257,89,0,24,242,90
"S01001105",923,485,176,2,22,211,27
"S01001106",787,329,204,0,11,180,63
"S01001107",987,412,168,1,16,319,71
"S01001108",658,190,146,1,13,247,61
"S01001109",854,299,172,0,36,274,73
"S01001110",820,232,146,1,49,314,78
"S01001111",1020,328,149,3,62,372,106
"S01001112",825,450,93,0,5,239,38
"S01001113",1073,344,228,0,57,296,148
"S01001114",902,288,219,0,49,276,70
"S01001115",811,302,182,3,9,220,95
"S01001116",511,233,156,0,0,98,24
"S01001117",547,208,131,0,21,164,23
"S01001118",633,341,134,0,14,110,34
"S01001119",955,527,113,1,4,262,48
"S01001120",655,339,79,0,5,197,35
"S01001121",783,269,124,1,47,282,60
"S01001122",613,203,113,0,7,234,56
"S01001123",939,352,234,0,16,302,35
"S01001124",641,358,96,0,2,134,51
"S01001125",402,185,87,0,12,108,10
"S01001126",1078,545,211,0,8,247,67
"S01001127",805,310,185,0,29,229,52
"S01001128",737,395,133,0,14,162,33
"S01001129",961,359,211,0,7,306,78
"S01001130",836,328,262,0,7,201,38
"S01001131",533,183,105,0,64,123,58
"S01001132",735,313,173,0,12,184,53
"S01001133",916,454,140,1,15,257,49
"S01001134",990,549,103,2,14,285,37
"S01001135",403,168,111,0,11,99,14
"S01001136",771,245,152,0,53,270,51
"S01001137",903,322,212,0,6,290,73
"S01001138",950,368,144,1,13,344,80
"S01001139",753,438,107,0,8,158,42
"S01001140",1024,434,297,4,3,237,49
"S01001141",452,136,77,0,22,146,71
"S01001142",966,597,94,0,7,234,34
"S01001143",771,462,71,0,34,183,21
"S01001144",674,270,161,0,0,205,38
"S01001145",598,302,150,1,10,108,27
"S01001146",916,435,231,1,6,193,50
"S01001147",664,164,123,0,51,230,96
"S01001148",740,449,72,0,4,175,40
"S01001149",673,268,150,1,13,190,51
"S01001150",726,264,168,0,5,248,41
"S01001151",559,196,155,0,7,149,52
"S01001152",977,362,250,1,28,240,96
"S01001153",742,404,133,1,13,147,44
"S01001154",761,438,75,0,0,209,39
"S01001155",653,431,60,0,0,134,28
"S01001156",772,246,125,0,39,289,73
"S01001157",862,471,88,0,13,258,32
"S01001158",573,343,75,1,1,112,41
"S01001159",795,505,82,0,6,161,41
"S01001160",593,348,77,0,11,135,22
"S01001161",582,322,77,1,10,145,27
"S01001162",865,444,136,0,10,215,60
"S01001163",675,210,139,0,12,218,96
"S01001164",589,252,157,0,18,125,37
"S01001165",781,223,184,1,104,210,59
"S01001166",292,96,67,0,4,112,13
"S01001167",955,522,108,1,100,192,32
"S01001168",675,263,111,0,9,243,49
"S01001169",1013,353,336,0,9,251,64
"S01001170",829,322,214,0,1,243,49
"S01001171",634,199,178,0,2,208,47
"S01001172",663,229,179,0,14,199,42
"S01001173",892,302,235,0,0,274,81
"S01001174",623,186,97,1,24,231,84
"S01001175",890,268,260,0,7,250,105
"S01001176",749,310,201,0,3,193,42
"S01001177",707,301,158,0,16,184,48
"S01001178",862,446,216,0,3,143,54
"S01001179",982,606,121,0,6,207,42
"S01001180",713,229,189,0,14,230,51
"S01001181",894,567,104,0,0,183,40
"S01001182",908,387,218,1,13,230,59
"S01001183",874,368,157,0,14,254,81
"S01001184",939,419,139,1,87,265,28
"S01001185",583,366,65,0,5,122,25
"S01001186",818,424,132,0,58,160,44
"S01001187",914,320,250,0,0,295,49
"S01001188",784,281,212,0,25,202,64
"S01001189",984,589,100,0,0,235,60
"S01001190",731,438,100,0,0,165,28
"S01001191",669,275,179,0,5,167,43
"S01001192",997,377,230,0,68,262,60
"S01001193",865,401,177,0,48,204,35
"S01001194",934,543,125,0,23,200,43
"S01001195",971,438,319,1,0,175,38
"S01001196",981,345,273,0,6,288,69
"S01001197",545,228,107,0,0,191,19
"S01001198",695,240,212,0,3,197,43
"S01001199",976,367,232,0,0,326,51
"S01001200",897,336,206,0,0,266,89
"S01001201",660,218,208,0,5,184,45
"S01001202",605,254,122,0,4,202,23
"S01001203",795,292,198,1,0,242,62
"S01001204",830,459,130,0,0,180,61
"S01001205",767,334,134,0,86,167,46
"S01001206",747,317,160,1,15,215,39
"S01001207",852,315,289,0,3,229,16
"S01001208",648,187,204,0,0,200,57
"S01001209",600,235,108,0,26,184,47
"S01001210",866,350,213,0,0,270,33
"S01001211",960,467,208,1,12,217,55
"S01001212",595,222,108,0,2,229,34
"S01001213",1030,320,254,1,14,370,71
"S01001214",723,351,192,0,6,138,36
"S01001215",805,359,173,0,47,186,40
"S01001216",963,339,210,1,1,304,108
"S01001217",922,278,190,0,21,328,105
"S01001218",759,399,80,0,18,220,42
"S01001219",556,295,66,0,0,170,25
"S01001220",546,195,123,0,0,162,66
"S01001221",652,355,110,0,2,149,36
"S01001222",778,332,184,0,1,230,31
"S01001223",782,370,161,0,1,209,41
"S01001224",938,292,188,0,8,369,81
"S01001225",974,529,182,0,13,204,46
"S01001226",483,174,82,0,4,185,38
"S01001227",752,304,185,0,10,196,57
"S01001228",834,390,200,0,0,218,26
"S01001229",762,365,172,1,4,187,33
"S01001230",786,330,155,0,0,247,54
"S01001231",736,276,181,1,4,225,49
"S01001232",693,339,132,1,2,190,29
"S01001233",991,368,194,0,4,311,114
"S01001234",397,145,111,0,0,116,25
"S01001235",851,306,139,0,0,331,75
"S01001236",933,335,254,0,4,262,78
"S01001237",575,237,189,0,2,127,20
"S01001238",715,250,115,1,6,275,68
"S01001239",557,183,124,0,0,206,44
"S01001240",810,325,182,0,0,233,70
"S01001241",793,291,206,0,0,249,47
"S01001242",919,359,163,0,4,335,58
"S01001243",252,71,47,0,0,130,4
"S01001244",700,287,105,0,0,255,53
"S01001245",813,235,168,1,5,354,50
"S01001246",975,414,256,0,21,246,38
"S01001247",663,250,176,0,2,197,38
"S01001248",876,406,171,0,4,234,61
"S01001249",700,277,151,0,1,235,36
"S01001250",974,384,192,0,1,332,65
"S01001251",721,279,132,0,0,245,65
"S01001252",642,268,122,0,6,190,56
"S01001253",674,185,132,0,2,268,87
"S01001254",702,245,190,0,0,234,33
"S01001255",947,394,164,0,0,333,56
"S01001256",747,288,186,0,0,232,41
"S01001257",805,265,183,0,8,286,63
"S01001258",538,151,112,0,1,221,53
"S01001259",809,388,206,0,0,182,33
"S01001260",659,176,109,1,4,261,108
"S01001261",933,291,225,0,3,346,68
"S01001262",924,481,178,0,4,214,47
"S01001263",511,226,120,0,0,139,26
"S01001264",568,246,104,0,2,176,40
"S01001265",594,259,129,0,8,167,31
"S01001266",766,305,198,0,8,234,21
"S01001267",988,407,241,0,3,281,56
"S01001268",764,344,182,0,3,206,29
"S01001269",544,320,32,3,0,148,41
"S01001270",817,500,41,0,0,221,55
"S01001271",748,496,43,0,0,122,87
"S01001272",706,529,52,0,0,97,28
"S01001273",701,477,73,0,1,111,39
"S01001274",734,417,49,0,6,206,56
"S01001275",702,350,105,0,0,149,98
"S01001276",508,329,25,0,0,130,24
"S01001277",685,426,71,0,0,160,28
"S01001278",503,349,29,0,0,86,39
"S01001279",729,412,26,0,0,259,32
"S01001280",608,373,24,0,1,170,40
"S01001281",835,519,28,0,0,233,55
"S01001282",735,539,43,0,0,135,18
"S01001283",491,326,22,1,0,121,21
"S01001284",790,494,43,0,1,203,49
"S01001285",644,387,17,0,0,197,43
"S01001286",528,340,20,0,1,114,53
"S01001287",901,560,47,4,0,243,47
"S01001288",922,576,62,0,3,236,45
"S01001289",629,341,50,0,0,192,46
"S01001290",549,350,40,0,1,126,32
"S01001291",421,241,46,0,0,108,26
"S01001292",948,447,86,0,1,355,59
"S01001293",787,459,95,0,0,190,43
"S01001294",769,403,64,0,0,250,52
"S01001295",905,563,72,1,1,218,50
"S01001296",694,434,44,0,0,173,43
"S01001297",790,482,44,0,0,246,18
"S01001298",909,545,79,0,1,243,41
"S01001299",943,581,74,0,0,238,50
"S01001300",980,669,74,1,7,188,41
"S01001301",632,404,52,0,4,152,20
"S01001302",694,485,55,0,7,115,32
"S01001303",611,389,58,0,11,111,42
"S01001304",722,488,41,1,0,153,39
"S01001305",693,436,40,0,1,194,22
"S01001306",701,447,45,0,0,172,37
"S01001307",891,472,142,0,0,226,51
"S01001308",999,542,105,1,1,256,94
"S01001309",706,405,76,0,0,168,57
