"dz_2001","total","non_catholic_christian","catholic_christian","jewish","muslim","none","other"
"S01003082",742,267,175,0,2,146,152
"S01003083",1072,361,333,1,1,265,111
"S01003084",873,334,340,0,0,143,56
"S01003085",1010,273,483,5,12,183,54
"S01003086",715,194,167,3,140,149,62
"S01003087",679,273,204,0,0,131,71
"S01003088",1000,329,351,0,1,192,127
"S01003089",620,245,114,11,75,142,33
"S01003090",768,298,250,3,37,128,52
"S01003091",634,242,193,0,3,125,71
"S01003092",808,335,227,1,35,165,45
"S01003093",1018,431,269,5,20,236,57
"S01003094",1013,385,313,6,69,190,50
"S01003095",837,318,250,26,78,126,39
"S01003096",714,217,331,6,43,69,48
"S01003097",253,64,111,0,0,45,33
"S01003098",1037,371,279,5,30,288,64
"S01003099",590,236,192,0,0,92,70
"S01003100",860,368,236,0,21,190,45
"S01003101",607,195,246,1,5,98,62
"S01003102",799,348,221,0,32,159,39
"S01003103",789,237,378,2,36,83,53
"S01003104",999,369,311,2,52,212,53
"S01003105",798,269,310,3,34,145,37
"S01003106",737,264,195,1,27,209,41
"S01003107",843,260,342,0,0,157,84
"S01003108",735,255,233,3,20,192,32
"S01003109",991,357,238,4,38,320,34
"S01003110",827,310,206,12,34,231,34
"S01003111",928,325,313,1,0,140,149
"S01003112",952,288,371,3,19,193,78
"S01003113",756,299,248,2,5,148,54
"S01003114",947,325,444,4,21,122,31
"S01003115",546,224,132,11,5,136,38
"S01003116",872,317,226,2,24,257,46
"S01003117",788,276,159,7,40,244,62
"S01003118",493,174,101,2,42,90,84
"S01003119",722,182,281,0,21,193,45
"S01003120",1073,390,411,0,13,204,55
"S01003121",964,299,358,1,0,188,118
"S01003122",777,244,349,0,0,105,79
"S01003123",846,326,296,1,3,167,53
"S01003124",819,241,165,12,27,307,67
"S01003125",796,237,134,16,58,291,60
"S01003126",153,68,45,1,0,27,12
"S01003127",850,227,402,2,31,141,47
"S01003128",720,275,171,8,2,210,54
"S01003129",1080,446,228,6,35,306,59
"S01003130",786,292,236,3,8,197,50
"S01003131",846,259,140,10,60,316,61
"S01003132",594,200,165,2,8,148,71
"S01003133",1206,438,206,13,69,405,75
"S01003134",754,217,350,0,4,109,74
"S01003135",759,219,369,2,0,119,50
"S01003136",809,220,144,4,105,270,66
"S01003137",668,175,142,14,80,223,34
"S01003138",1017,326,303,1,71,231,85
"S01003139",979,321,207,16,57,311,67
"S01003140",945,329,303,1,2,248,62
"S01003141",725,245,159,6,3,273,39
"S01003142",727,225,333,1,2,123,43
"S01003143",877,252,212,3,78,259,73
"S01003144",910,346,355,1,2,148,58
"S01003145",741,330,244,0,0,104,63
"S01003146",672,182,134,8,47,259,42
"S01003147",923,356,366,0,0,157,44
"S01003148",775,306,303,0,2,115,49
"S01003149",907,333,184,33,31,265,61
"S01003150",781,269,331,1,7,119,54
"S01003151",790,345,246,1,7,135,56
"S01003152",917,245,356,5,52,168,91
"S01003153",796,294,180,5,57,226,34
"S01003154",891,231,187,10,117,264,82
"S01003155",1081,389,366,0,42,222,62
"S01003156",838,291,161,8,67,240,71
"S01003157",982,361,231,5,71,237,77
"S01003158",541,165,189,1,1,120,65
"S01003159",242,53,104,0,0,40,45
"S01003160",716,279,217,0,0,179,41
"S01003161",609,241,198,0,5,119,46
"S01003162",688,274,272,0,3,89,50
"S01003163",655,223,104,5,94,214,15
"S01003164",951,153,184,2,232,286,94
"S01003165",985,210,451,0,62,182,80
"S01003166",660,196,115,9,28,241,71
"S01003167",800,255,333,1,0,152,59
"S01003168",842,259,169,9,57,269,79
"S01003169",1025,373,329,5,19,205,94
"S01003170",935,232,149,3,311,116,124
"S01003171",635,147,101,1,202,98,86
"S01003172",718,136,113,4,129,183,153
"S01003173",485,113,77,0,94,163,38
"S01003174",803,147,241,4,114,198,99
"S01003175",797,187,313,4,42,148,103
"S01003176",770,189,144,13,53,287,84
"S01003177",1060,321,262,11,62,319,85
"S01003178",695,274,164,0,1,162,94
"S01003179",716,87,106,1,310,123,89
"S01003180",752,277,266,0,15,120,74
"S01003181",927,346,374,1,2,144,60
"S01003182",696,265,217,1,0,182,31
"S01003183",701,104,140,11,105,209,132
"S01003184",875,292,314,0,3,225,41
"S01003185",530,164,204,2,12,77,71
"S01003186",908,294,145,17,175,199,78
"S01003187",904,218,201,4,88,328,65
"S01003188",828,153,211,1,175,221,67
"S01003189",841,141,155,3,224,231,87
"S01003190",758,159,295,0,50,169,85
"S01003191",529,100,173,3,45,143,65
"S01003192",737,177,147,7,55,266,85
"S01003193",611,199,245,0,8,93,66
"S01003194",795,296,305,0,0,111,83
"S01003195",818,395,201,0,6,138,78
"S01003196",947,367,169,22,116,205,68
"S01003197",668,309,176,0,1,117,65
"S01003198",932,173,320,3,139,185,112
"S01003199",876,340,310,0,25,119,82
"S01003200",696,204,188,5,80,175,44
"S01003201",231,105,57,0,0,46,23
"S01003202",298,61,177,0,0,39,21
"S01003203",862,365,238,0,21,160,78
"S01003204",1021,367,284,0,1,260,109
"S01003205",719,333,182,0,2,151,51
"S01003206",745,192,269,4,56,161,63
"S01003207",814,106,78,3,380,153,94
"S01003208",900,295,348,0,2,153,102
"S01003209",596,259,172,1,13,108,43
"S01003210",903,288,122,50,163,231,49
"S01003211",920,96,48,1,499,160,116
"S01003212",779,289,273,0,4,146,67
"S01003213",592,238,194,0,1,102,57
"S01003214",799,332,311,0,5,108,43
"S01003215",1011,395,293,0,0,245,78
"S01003216",744,321,224,0,6,154,39
"S01003217",691,334,180,0,0,116,61
"S01003218",744,323,211,1,5,162,42
"S01003219",760,317,273,0,8,104,58
"S01003220",798,128,68,5,384,146,67
"S01003221",876,262,211,0,7,228,168
"S01003222",775,74,57,2,438,136,68
"S01003223",980,320,319,0,2,210,129
"S01003224",749,406,205,0,0,102,36
"S01003225",794,194,453,0,1,88,58
"S01003226",792,265,308,0,0,142,77
"S01003227",925,137,95,1,408,208,76
"S01003228",916,326,367,0,0,144,79
"S01003229",1061,424,161,17,112,224,123
"S01003230",826,359,272,3,6,136,50
"S01003231",984,406,355,0,0,160,63
"S01003232",779,170,236,1,95,175,102
"S01003233",1017,465,338,0,9,142,63
"S01003234",843,246,132,7,126,244,88
"S01003235",798,344,280,0,3,111,60
"S01003236",832,83,48,2,413,125,161
"S01003237",1025,469,339,1,0,142,74
"S01003238",749,289,240,0,0,167,53
"S01003239",999,368,385,0,3,196,47
"S01003240",775,315,215,0,4,196,45
"S01003241",828,382,274,1,1,108,62
"S01003242",1036,378,274,2,81,196,105
"S01003243",884,387,275,0,5,180,37
"S01003244",999,372,399,1,0,157,70
"S01003245",849,234,408,0,1,128,78
"S01003246",1007,442,335,0,0,159,71
"S01003247",757,227,305,0,0,132,93
"S01003248",809,374,242,0,1,136,56
"S01003249",707,267,236,0,0,149,55
"S01003250",582,266,167,0,29,80,40
"S01003251",834,377,276,1,1,107,72
"S01003252",697,357,206,0,1,113,20
"S01003253",822,298,343,0,0,104,77
"S01003254",613,260,208,0,0,96,49
"S01003255",885,343,352,1,0,136,53
"S01003256",924,228,202,1,173,223,97
"S01003257",822,166,77,4,331,90,154
"S01003258",919,432,286,0,10,128,63
"S01003259",1111,428,403,1,6,178,95
"S01003260",781,374,245,0,0,129,33
"S01003261",925,441,305,0,3,120,56
"S01003262",778,270,208,0,0,211,89
"S01003263",753,339,237,0,9,105,63
"S01003264",584,241,184,0,10,98,51
"S01003265",726,301,221,4,10,146,44
"S01003266",749,375,241,0,1,79,53
"S01003267",970,418,305,0,4,167,76
"S01003268",793,185,331,2,21,180,74
"S01003269",910,314,339,0,1,167,89
"S01003270",792,308,186,0,8,187,103
"S01003271",819,232,259,1,35,217,75
"S01003272",931,237,399,1,12,176,106
"S01003273",694,254,254,0,0,110,76
"S01003274",538,165,261,1,5,54,52
"S01003275",967,435,298,0,0,149,85
"S01003276",784,376,211,0,9,126,62
"S01003277",678,247,250,0,8,130,43
"S01003278",854,322,314,0,7,161,50
"S01003279",459,142,164,0,0,75,78
"S01003280",926,334,203,2,122,209,56
"S01003281",554,222,190,0,0,98,44
"S01003282",862,321,342,2,5,137,55
"S01003283",776,317,288,0,0,143,28
"S01003284",908,398,293,0,0,180,37
"S01003285",367,115,120,0,15,98,19
"S01003286",1048,385,250,2,108,198,105
"S01003287",603,212,193,0,3,116,79
"S01003288",778,391,227,0,0,136,24
"S01003289",302,109,122,0,0,34,37
"S01003290",767,245,325,0,10,136,51
"S01003291",756,279,270,1,12,126,68
"S01003292",784,346,202,0,1,157,78
"S01003293",942,321,374,0,1,159,87
"S01003294",790,378,201,0,0,171,40
"S01003295",1061,410,368,0,1,187,95
"S01003296",617,214,200,0,1,126,76
"S01003297",537,128,243,3,5,112,46
"S01003298",1015,447,298,1,11,199,59
"S01003299",420,110,166,0,0,85,59
"S01003300",839,326,280,0,29,151,53
"S01003301",781,283,297,0,9,134,58
"S01003302",585,133,233,0,16,144,59
"S01003303",883,291,194,3,31,310,54
"S01003304",781,220,102,0,164,153,142
"S01003305",750,297,219,0,1,175,58
"S01003306",943,442,256,0,2,177,66
"S01003307",1075,459,357,0,1,194,64
"S01003308",900,352,283,1,5,175,84
"S01003309",791,282,253,0,2,137,117
"S01003310",796,323,273,1,1,165,33
"S01003311",794,402,220,0,0,140,32
"S01003312",649,262,205,0,13,126,43
"S01003313",944,333,256,0,4,202,149
"S01003314",598,197,229,0,2,102,68
"S01003315",615,186,106,0,46,166,111
"S01003316",736,285,138,1,13,213,86
"S01003317",718,284,248,0,0,141,45
"S01003318",843,388,292,0,4,134,25
"S01003320",646,154,56,2,139,194,101
"S01003321",790,345,234,0,7,166,38
"S01003322",799,257,147,1,81,255,58
"S01003323",668,291,182,0,4,133,58
"S01003324",561,216,93,1,43,145,63
"S01003325",852,364,232,0,1,200,55
"S01003326",799,334,256,0,5,161,43
"S01003327",692,176,101,1,136,166,112
"S01003328",586,174,141,1,2,218,50
"S01003329",832,329,264,0,2,172,65
"S01003330",986,323,358,0,5,246,54
"S01003331",636,189,332,0,0,64,51
"S01003332",439,212,120,0,1,88,18
"S01003333",940,300,400,0,8,157,75
"S01003334",865,320,320,1,1,157,66
"S01003335",543,156,137,0,5,192,53
"S01003336",905,378,349,0,1,122,55
"S01003337",949,364,312,0,3,136,134
"S01003338",900,418,145,1,83,176,77
"S01003339",827,339,252,1,8,193,34
"S01003340",1072,433,362,0,1,196,80
"S01003341",795,294,285,0,9,177,30
"S01003342",677,245,241,0,4,99,88
"S01003343",611,238,161,0,0,122,90
"S01003344",596,202,196,0,3,121,74
"S01003345",1019,444,277,1,7,217,73
"S01003346",902,356,347,0,22,118,59
"S01003347",822,375,238,0,1,117,91
"S01003348",759,276,173,0,43,216,51
"S01003349",881,337,238,0,1,196,109
"S01003350",731,243,240,1,0,166,81
"S01003351",1079,391,247,0,37,260,144
"S01003352",831,287,332,0,0,121,91
"S01003353",635,218,231,0,11,135,40
"S01003354",832,361,284,0,0,108,79
"S01003355",879,306,344,1,0,141,87
"S01003356",919,352,322,0,0,176,69
"S01003357",424,124,150,1,9,81,59
"S01003358",859,265,237,0,6,265,86
"S01003359",977,379,335,0,2,215,46
"S01003360",807,376,205,1,6,156,63
"S01003361",759,286,304,3,1,99,66
"S01003362",813,342,265,0,0,152,54
"S01003363",793,367,214,1,0,134,77
"S01003364",664,235,202,1,9,162,55
"S01003365",755,221,222,0,69,170,73
"S01003366",548,161,114,2,8,208,55
"S01003367",1058,369,370,0,11,198,110
"S01003368",973,355,195,5,32,280,106
"S01003369",734,327,250,0,0,82,75
"S01003370",776,233,181,0,17,258,87
"S01003371",754,252,186,2,6,249,59
"S01003372",741,293,257,0,0,144,47
"S01003373",667,181,161,0,25,226,74
"S01003374",529,193,137,0,1,87,111
"S01003375",756,294,273,0,0,132,57
"S01003376",530,229,162,0,0,77,62
"S01003377",789,332,281,0,2,109,65
"S01003378",823,342,228,0,7,158,88
"S01003379",650,302,182,0,0,137,29
"S01003380",786,265,224,1,17,222,57
"S01003381",705,268,236,0,15,122,64
"S01003382",704,223,234,0,25,172,50
"S01003383",954,430,311,0,1,140,72
"S01003384",1025,397,404,0,0,162,62
"S01003385",851,277,201,0,16,258,99
"S01003386",689,293,235,1,0,95,65
"S01003387",794,261,216,0,2,226,89
"S01003388",1011,309,423,0,3,202,74
"S01003389",980,379,238,3,0,244,116
"S01003390",956,376,336,0,1,179,64
"S01003391",818,335,211,0,17,170,85
"S01003392",793,298,229,0,0,186,80
"S01003393",1036,485,356,0,2,123,70
"S01003394",725,262,239,1,0,140,83
"S01003395",744,292,164,0,22,225,41
"S01003396",815,272,243,0,6,245,49
"S01003397",878,315,264,1,0,207,91
"S01003398",884,357,271,0,0,193,63
"S01003399",1573,482,304,4,44,448,291
"S01003400",688,302,242,0,0,86,58
"S01003401",792,287,283,0,1,139,82
"S01003402",695,224,206,0,0,177,88
"S01003403",755,241,137,1,80,207,89
"S01003404",482,194,196,0,0,61,31
"S01003405",838,364,280,0,10,143,41
"S01003406",721,311,189,0,3,174,44
"S01003407",734,333,241,0,0,114,46
"S01003408",662,178,221,0,52,169,42
"S01003409",835,273,221,0,35,191,115
"S01003410",770,194,151,1,53,294,77
"S01003411",777,302,242,0,15,169,49
"S01003412",915,296,309,0,7,248,55
"S01003413",806,269,265,0,0,155,117
"S01003414",547,247,142,0,0,103,55
"S01003415",1334,441,335,6,44,296,212
"S01003416",882,311,325,1,13,155,77
"S01003417",803,324,225,1,6,192,55
"S01003418",948,324,372,0,4,184,64
"S01003419",970,374,357,0,0,151,88
"S01003420",519,172,131,0,0,138,78
"S01003421",559,206,208,0,1,68,76
"S01003422",794,349,225,1,22,136,61
"S01003423",552,181,109,1,13,196,52
"S01003424",994,371,299,1,5,239,79
"S01003425",931,178,152,2,83,316,200
"S01003426",1001,388,281,0,4,255,73
"S01003427",943,357,377,1,1,121,86
"S01003428",666,230,236,0,8,127,65
"S01003429",947,285,189,3,42,324,104
"S01003430",759,198,153,1,51,271,85
"S01003431",660,304,230,0,0,95,31
"S01003432",936,268,137,3,29,392,107
"S01003433",981,267,123,2,90,377,122
"S01003434",910,358,318,0,1,148,85
"S01003435",672,243,204,0,2,143,80
"S01003436",583,231,158,0,17,134,43
"S01003437",610,181,107,1,27,244,50
"S01003438",902,316,144,1,17,341,83
"S01003439",897,350,281,1,9,169,87
"S01003440",500,204,175,0,1,76,44
"S01003441",1025,369,307,0,1,258,90
"S01003442",731,201,362,0,5,111,52
"S01003443",959,186,472,0,46,167,88
"S01003444",654,259,215,0,0,101,79
"S01003445",870,233,402,0,31,123,81
"S01003446",530,131,91,1,48,198,61
"S01003447",1785,510,451,3,74,339,408
"S01003448",743,300,289,0,1,103,50
"S01003449",883,194,149,3,69,353,115
"S01003450",787,237,177,0,19,272,82
"S01003451",763,319,154,2,14,204,70
"S01003452",1077,415,375,0,3,185,99
"S01003453",737,182,124,2,88,256,85
"S01003454",723,159,80,0,199,201,84
"S01003455",591,207,218,0,0,110,56
"S01003456",387,110,131,0,1,88,57
"S01003457",945,237,396,0,67,147,98
"S01003458",904,182,490,0,4,122,106
"S01003459",915,299,291,2,2,166,155
"S01003460",897,255,182,5,16,320,119
"S01003461",791,335,310,0,2,103,41
"S01003462",611,214,184,0,1,141,71
"S01003463",799,227,162,0,93,197,120
"S01003464",924,219,91,3,132,336,143
"S01003465",790,284,152,0,13,292,49
"S01003466",750,251,208,2,41,216,32
"S01003467",757,271,306,0,0,118,62
"S01003468",732,159,69,1,127,258,118
"S01003469",863,294,211,0,6,282,70
"S01003470",811,227,195,0,10,316,63
"S01003471",720,230,283,0,0,109,98
"S01003472",811,261,193,0,95,175,87
"S01003473",931,287,267,0,68,225,84
"S01003474",746,163,72,1,119,296,95
"S01003475",764,242,161,0,49,194,118
"S01003476",819,294,291,0,6,151,77
"S01003477",972,315,186,0,3,411,57
"S01003478",763,237,173,0,7,298,48
"S01003479",791,260,176,3,10,258,84
"S01003480",611,253,167,0,6,124,61
"S01003481",1001,330,215,1,5,360,90
"S01003482",657,206,173,1,65,120,92
"S01003483",634,199,237,0,0,113,85
"S01003484",906,236,146,1,32,406,85
"S01003485",990,224,122,4,101,417,122
"S01003486",833,328,195,0,2,123,185
"S01003487",998,265,144,1,115,375,98
"S01003488",691,162,318,0,2,71,138
"S01003489",983,222,487,0,3,124,147
"S01003490",640,172,169,1,75,166,57
"S01003491",126,57,27,0,0,30,12
"S01003492",838,232,229,0,66,221,90
"S01003493",728,259,188,0,0,187,94
"S01003494",776,280,192,2,13,223,66
"S01003495",723,249,281,0,21,129,43
"S01003496",859,329,163,0,3,297,67
"S01003497",966,278,198,2,3,415,70
"S01003498",997,418,186,1,53,278,61
"S01003499",991,386,154,5,22,350,74
"S01003500",645,159,162,1,40,169,114
"S01003501",633,142,81,5,32,317,56
"S01003502",669,268,164,0,1,157,79
"S01003503",670,218,117,5,2,275,53
"S01003504",725,194,93,7,65,308,58
"S01003506",979,292,133,0,67,410,77
"S01003507",528,186,64,1,36,195,46
"S01003508",810,362,143,0,11,223,71
"S01003509",849,304,131,4,13,349,48
"S01003510",365,130,138,0,0,84,13
"S01003511",979,267,130,0,15,433,134
"S01003512",642,278,212,1,0,95,56
"S01003513",717,202,90,1,16,318,90
"S01003514",799,221,123,3,24,346,82
"S01003515",750,204,365,0,0,71,110
"S01003516",707,247,252,0,47,117,44
"S01003517",681,217,148,1,33,227,55
"S01003518",979,348,288,0,4,271,68
"S01003519",542,201,166,2,5,138,30
"S01003520",673,222,131,9,9,269,33
"S01003521",524,168,89,0,25,192,50
"S01003522",756,199,122,4,13,366,52
"S01003523",577,245,186,0,2,97,47
"S01003524",1055,405,195,1,8,380,66
"S01003525",974,393,139,1,14,351,76
"S01003526",925,249,153,8,18,416,81
"S01003527",910,454,128,0,16,245,67
"S01003528",604,197,204,0,4,119,80
"S01003529",543,198,166,0,8,124,47
"S01003530",791,224,116,2,30,358,61
"S01003531",795,290,219,0,10,208,68
"S01003532",1057,441,233,0,12,308,63
"S01003533",353,106,93,0,9,66,79
"S01003534",943,329,325,1,5,228,55
"S01003535",709,286,151,0,5,219,48
"S01003536",1031,352,186,6,14,402,71
"S01003537",796,298,187,1,29,213,68
"S01003538",670,229,300,0,0,75,66
"S01003539",975,455,121,3,4,337,55
"S01003540",490,170,193,0,0,87,40
"S01003541",734,167,197,0,32,116,222
"S01003542",838,274,135,2,14,345,68
"S01003543",615,235,242,0,2,96,40
"S01003544",553,140,81,1,11,267,53
"S01003545",980,345,136,6,15,415,63
"S01003546",828,298,277,0,1,191,61
"S01003547",790,210,179,0,12,307,82
"S01003549",770,263,271,0,6,142,88
"S01003550",713,175,241,0,24,182,91
"S01003551",745,282,261,0,6,143,53
"S01003552",882,350,126,1,15,346,44
"S01003553",691,279,232,0,3,102,75
"S01003554",776,255,103,1,2,354,61
"S01003555",818,258,87,3,15,384,71
"S01003556",723,273,136,0,12,274,28
"S01003557",785,215,248,1,3,152,166
"S01003558",949,366,160,0,1,368,54
"S01003559",897,367,168,0,3,316,43
"S01003560",1029,527,117,2,9,300,74
"S01003561",1003,317,319,2,19,262,84
"S01003562",697,254,169,0,21,183,70
"S01003563",608,187,245,0,1,60,115
"S01003564",708,230,334,0,0,104,40
"S01003565",856,342,286,0,5,178,45
"S01003566",750,199,128,0,18,343,62
"S01003567",924,265,354,1,13,172,119
"S01003568",734,324,86,7,29,254,34
"S01003569",725,407,104,1,20,166,27
"S01003570",772,301,137,2,17,275,40
"S01003571",897,337,245,0,16,223,76
"S01003572",925,314,339,0,0,180,92
"S01003573",919,398,299,0,0,150,72
"S01003574",886,302,156,0,18,351,59
"S01003575",887,344,235,0,35,201,72
"S01003576",846,349,147,4,20,249,77
"S01003577",742,289,294,0,0,103,56
"S01003578",279,90,99,0,0,51,39
"S01003579",632,199,246,0,2,125,60
"S01003580",881,276,257,0,6,246,96
"S01003581",1783,583,371,3,21,587,218
"S01003582",584,227,225,0,2,90,40
"S01003583",527,153,249,0,1,75,49
"S01003584",767,212,127,0,105,154,169
"S01003585",557,199,167,0,3,148,40
"S01003586",921,361,183,1,74,176,126
"S01003587",1060,483,139,1,15,377,45
"S01003588",721,280,244,0,8,148,41
"S01003589",1250,456,238,1,61,393,101
"S01003590",688,252,221,0,6,168,41
"S01003591",1149,536,180,3,22,320,88
"S01003592",841,291,234,2,5,200,109
"S01003593",694,340,173,0,0,130,51
"S01003594",1013,422,180,6,13,318,74
"S01003595",769,197,326,0,2,126,118
"S01003596",775,273,259,0,17,165,61
"S01003597",638,325,132,4,6,140,31
"S01003598",725,256,292,0,0,67,110
"S01003599",606,265,218,0,0,88,35
"S01003600",840,327,306,0,10,113,84
"S01003601",844,259,253,0,6,236,90
"S01003602",728,240,315,0,0,117,56
"S01003603",835,335,219,1,1,216,63
"S01003604",787,306,200,0,1,237,43
"S01003605",668,258,148,0,8,174,80
"S01003606",879,325,358,0,0,126,70
"S01003607",557,162,246,0,7,109,33
"S01003608",540,243,146,0,0,121,30
"S01003609",1049,457,128,2,12,376,74
"S01003610",748,275,216,0,1,208,48
"S01003611",756,308,251,1,0,130,66
"S01003612",911,451,136,1,14,224,85
"S01003613",848,280,314,0,4,175,75
"S01003614",568,298,75,0,4,149,42
"S01003615",542,224,163,0,1,118,36
"S01003616",701,173,214,0,20,220,74
"S01003617",953,339,277,0,18,219,100
"S01003618",770,309,244,0,0,174,43
"S01003619",886,289,306,0,9,191,91
"S01003620",960,383,162,2,28,274,111
"S01003621",969,425,340,0,2,149,53
"S01003622",783,390,214,1,4,140,34
"S01003623",947,392,160,0,36,274,85
"S01003624",1072,434,353,0,4,174,107
"S01003625",398,145,116,0,0,93,44
"S01003626",889,218,424,0,14,134,99
"S01003627",588,238,198,0,0,111,41
"S01003628",742,230,304,1,0,121,86
"S01003629",808,333,294,0,2,111,68
"S01003630",754,374,170,0,8,153,49
"S01003631",748,354,185,1,0,167,41
"S01003632",785,272,137,2,26,260,88
"S01003633",921,375,234,0,6,228,78
"S01003634",1117,404,462,0,1,144,106
"S01003635",572,249,92,0,2,180,49
"S01003636",995,424,368,0,6,135,62
"S01003637",745,332,169,4,8,182,50
"S01003638",763,316,120,0,40,214,73
"S01003639",794,346,231,0,0,154,63
"S01003640",961,378,327,0,9,156,91
"S01003641",752,214,253,0,14,198,73
"S01003642",832,407,210,0,0,169,46
"S01003643",608,203,183,1,9,158,54
"S01003644",880,323,327,0,6,173,51
"S01003645",572,283,162,0,0,102,25
"S01003646",756,240,188,1,12,193,122
"S01003647",712,323,187,0,8,157,37
"S01003648",804,305,178,0,9,252,60
"S01003649",1072,337,355,0,15,283,82
"S01003650",719,255,274,0,2,126,62
"S01003651",754,359,179,0,19,141,56
"S01003652",633,255,208,0,6,125,39
"S01003653",786,289,267,0,0,143,87
"S01003654",1106,374,278,1,1,170,282
"S01003655",844,293,316,0,0,139,96
"S01003656",575,189,231,1,0,99,55
"S01003657",891,317,351,0,1,117,105
"S01003658",895,443,226,0,14,149,63
"S01003659",822,300,177,0,46,236,63
"S01003660",874,309,265,0,9,220,71
"S01003661",839,308,206,0,13,254,58
"S01003662",610,273,143,1,9,121,63
"S01003663",582,156,232,0,7,143,44
"S01003664",548,200,207,1,6,80,54
"S01003665",657,202,206,1,11,155,82
"S01003666",743,254,319,1,0,113,56
"S01003667",915,347,364,0,4,158,42
"S01003668",789,386,213,0,1,139,50
"S01003669",569,209,255,0,0,90,15
"S01003670",889,293,338,0,1,150,107
"S01003671",699,286,195,0,4,127,87
"S01003672",884,238,318,0,2,138,188
"S01003673",311,85,113,0,6,77,30
"S01003674",843,393,215,0,0,166,69
"S01003675",696,291,128,1,7,227,42
"S01003676",426,217,97,0,4,74,34
"S01003677",774,272,284,0,0,110,108
"S01003678",699,316,215,0,4,128,36
"S01003679",1064,413,270,1,6,260,114
"S01003680",840,226,351,0,1,164,98
"S01003681",590,279,136,0,0,144,31
"S01003682",1103,314,365,0,9,324,91
"S01003683",610,292,145,0,4,135,34
"S01003684",749,357,188,0,1,146,57
"S01003685",548,264,161,0,0,92,31
"S01003686",1028,319,401,0,5,206,97
"S01003687",702,227,236,0,1,140,98
"S01003688",950,328,353,0,7,168,94
"S01003689",623,241,180,0,6,117,79
"S01003690",961,482,214,0,10,187,68
"S01003691",1094,387,407,1,2,200,97
"S01003692",1023,451,251,0,0,232,89
"S01003693",619,291,173,0,0,98,57
"S01003694",893,440,219,0,11,163,60
"S01003695",958,351,290,6,1,219,91
"S01003696",1095,484,281,8,9,228,85
"S01003697",988,492,225,0,13,185,73
"S01003698",942,503,222,0,0,143,74
"S01003699",1044,405,344,0,7,186,102
"S01003700",1049,410,392,0,3,170,74
"S01003701",962,447,229,1,0,183,102
"S01003702",838,322,234,0,1,236,45
"S01003703",996,425,293,0,1,222,55
"S01003704",713,312,190,2,1,135,73
"S01003705",875,360,218,0,1,222,74
"S01003706",779,292,214,0,0,217,56
"S01003707",778,258,199,1,0,206,114
"S01003708",658,254,157,0,0,198,49
"S01003709",899,360,225,0,0,218,96
"S01003710",894,317,341,0,0,173,63
"S01003711",843,315,221,0,0,229,78
"S01003712",756,267,212,0,0,184,93
"S01003713",550,215,163,0,0,94,78
"S01003714",797,328,221,0,0,189,59
"S01003715",861,324,207,0,0,215,115
"S01003716",589,226,136,0,2,160,65
"S01003717",827,263,254,0,0,183,127
"S01003718",568,214,112,2,0,127,113
"S01003719",564,366,52,0,0,116,30
"S01003720",931,555,41,0,0,277,58
"S01003721",749,404,100,0,0,213,32
"S01003722",897,510,81,1,1,252,52
"S01003723",548,312,75,0,0,141,20
"S01003724",786,435,148,0,1,162,40
"S01003725",613,288,134,0,5,162,24
"S01003726",684,323,134,0,7,173,47
"S01003727",750,371,123,1,8,199,48
"S01003728",500,243,88,0,0,142,27
"S01003729",653,329,137,1,5,146,35
"S01003730",646,301,107,0,5,204,29
"S01003731",573,255,136,0,1,151,30
"S01003732",820,488,166,0,3,122,41
"S01003733",826,435,183,0,4,171,33
"S01003734",713,380,146,0,0,144,43
"S01003735",741,404,183,0,0,128,26
"S01003736",832,398,247,0,0,154,33
"S01003737",633,389,76,0,0,136,32
"S01003738",660,385,108,0,0,145,22
"S01003739",528,290,57,0,0,145,36
"S01003740",577,263,134,0,0,149,31
"S01003741",851,448,144,0,1,202,56
"S01003742",527,238,132,0,1,118,38
"S01003743",580,377,36,0,0,134,33
"S01003744",586,383,46,0,0,122,35
"S01003745",720,343,251,0,0,108,18
"S01003746",796,252,333,3,0,162,46
"S01003747",982,644,50,1,0,236,51
"S01003748",591,380,31,0,0,155,25
"S01003749",819,512,71,0,0,202,34
"S01003750",557,277,42,1,3,189,45
"S01003751",951,434,79,0,3,356,79
"S01003752",795,287,32,0,0,183,293
"S01003753",913,537,116,0,1,204,55
"S01003754",891,441,73,1,6,321,49
"S01003755",724,375,68,0,2,228,51
"S01003756",728,476,30,0,0,201,21
"S01003757",592,384,36,0,0,145,27
"S01003758",749,422,49,0,4,197,77
"S01003759",615,357,30,0,1,207,20
"S01003760",758,408,33,0,0,278,39
"S01003761",817,495,46,0,0,215,61
"S01003762",742,433,46,0,1,226,36
"S01003763",917,545,50,0,0,249,73
"S01003764",859,515,39,0,0,246,59
"S01003765",739,476,41,0,1,194,27
"S01003766",611,361,31,1,1,176,41
"S01003767",696,489,36,0,0,139,32
"S01003768",576,373,17,0,0,144,42
"S01003769",671,390,47,0,0,199,35
"S01003770",631,356,42,0,0,181,52
"S01003771",678,418,27,0,0,197,36
"S01003772",574,381,27,0,0,146,20
"S01003773",710,401,83,0,0,178,48
"S01003774",650,370,33,0,0,190,57
"S01003775",768,416,73,0,3,231,45
"S01003776",578,311,35,0,0,189,43
"S01003777",927,579,62,0,0,246,40
"S01003778",512,297,24,0,0,165,26
"S01003779",491,302,25,0,0,135,29
