"dz_2001","total","employed","unemployed","student","retired","homemaker","sick","inactive_other"
"S01000083",599,443,11,75,37,17,10,6
"S01000084",753,538,45,48,32,21,42,27
"S01000085",488,362,6,81,15,6,13,5
"S01000086",590,465,11,55,31,13,5,10
"S01000087",811,613,18,60,70,37,4,9
"S01000088",828,635,20,90,32,29,11,11
"S01000089",659,400,8,60,151,28,6,6
"S01000090",651,482,16,73,40,27,6,7
"S01000091",952,680,27,146,47,14,21,17
"S01000092",827,591,22,153,18,14,8,21
"S01000093",649,475,18,97,16,14,10,19
"S01000094",666,413,27,193,14,10,6,3
"S01000095",615,458,16,60,41,16,14,10
"S01000096",492,302,15,35,85,15,35,5
"S01000097",741,486,20,68,89,59,4,15
"S01000098",1145,758,48,219,29,18,37,36
"S01000099",606,382,15,40,121,30,8,10
"S01000100",797,533,39,149,17,13,29,17
"S01000101",697,493,14,73,64,35,10,8
"S01000102",691,409,27,139,60,12,35,9
"S01000103",561,368,16,143,15,12,2,5
"S01000104",643,435,7,58,82,43,3,15
"S01000105",700,499,11,58,97,15,5,15
"S01000106",534,362,11,69,51,24,6,11
"S01000107",1175,673,42,372,25,15,30,18
"S01000108",619,390,22,102,49,11,39,6
"S01000109",929,542,19,239,70,8,37,14
"S01000110",550,340,12,27,139,12,15,5
"S01000111",609,421,14,76,62,21,11,4
"S01000112",818,533,29,126,46,23,42,19
"S01000113",472,306,10,82,40,24,6,4
"S01000114",621,437,18,37,54,20,47,8
"S01000115",569,363,24,37,56,24,60,5
"S01000116",863,629,29,156,16,13,8,12
"S01000117",706,491,11,81,85,25,6,7
"S01000118",521,360,24,20,71,21,18,7
"S01000119",735,429,37,178,44,9,29,9
"S01000120",470,324,10,69,41,16,5,5
"S01000121",531,332,8,50,81,9,42,9
"S01000122",525,336,20,38,59,26,38,8
"S01000123",495,327,12,32,75,36,8,5
"S01000124",925,523,23,289,36,14,31,9
"S01000125",529,297,31,97,48,17,25,14
"S01000126",805,417,35,211,72,7,47,16
"S01000127",558,380,8,52,84,26,6,2
"S01000128",1719,603,36,989,26,7,39,19
"S01000129",943,264,10,627,26,2,9,5
"S01000130",1441,838,47,423,50,22,42,19
"S01000131",511,392,2,48,47,10,6,6
"S01000132",663,447,16,107,41,17,18,17
"S01000133",619,391,27,42,75,36,40,8
"S01000134",507,323,40,21,48,28,36,11
"S01000135",547,305,35,75,48,27,45,12
"S01000136",468,311,32,26,40,23,29,7
"S01000137",834,532,28,177,44,20,23,10
"S01000138",1306,379,25,833,27,4,23,15
"S01000139",558,366,16,38,91,11,32,4
"S01000140",640,438,14,19,121,17,21,10
"S01000141",602,395,13,52,100,24,10,8
"S01000142",506,317,29,39,46,31,30,14
"S01000143",431,267,7,35,89,27,4,2
"S01000144",701,345,17,298,15,10,11,5
"S01000145",602,383,25,21,99,10,56,8
"S01000146",1418,827,55,370,29,26,76,35
"S01000147",940,565,28,257,24,16,32,18
"S01000148",446,265,25,27,49,18,50,12
"S01000149",1069,557,42,356,66,14,21,13
"S01000150",451,310,17,28,44,17,24,11
"S01000151",555,314,20,25,152,17,24,3
"S01000152",1120,665,21,223,74,29,79,29
"S01000153",893,471,21,319,25,13,31,13
"S01000154",381,244,13,13,59,9,36,7
"S01000155",546,343,14,31,92,16,41,9
"S01000156",854,421,41,291,25,29,26,21
"S01000157",511,297,14,61,80,11,37,11
"S01000158",691,447,20,69,96,20,30,9
"S01000159",693,510,13,39,55,42,29,5
"S01000160",563,386,27,21,87,15,17,10
"S01000161",822,368,14,353,66,15,4,2
"S01000162",658,386,22,81,120,7,33,9
"S01000163",776,522,24,45,73,35,55,22
"S01000164",839,271,14,463,47,7,23,14
"S01000165",728,419,38,100,74,14,68,15
"S01000166",1167,425,15,642,41,20,14,10
"S01000167",513,324,20,31,79,13,38,8
"S01000168",705,463,32,33,97,30,36,14
"S01000169",535,346,8,32,102,8,28,11
"S01000170",1025,449,21,435,67,15,27,11
"S01000171",762,633,19,39,29,30,6,6
"S01000172",377,246,13,55,44,9,6,4
"S01000173",608,355,29,92,78,9,37,8
"S01000174",625,448,15,45,53,54,5,5
"S01000175",474,281,15,129,12,8,22,7
"S01000176",717,270,12,394,20,8,9,4
"S01000177",466,286,8,119,38,7,4,4
"S01000178",585,357,22,43,87,23,37,16
"S01000179",651,338,50,63,103,16,62,19
"S01000180",506,317,22,25,59,14,53,16
"S01000181",478,299,24,38,58,18,32,9
"S01000182",691,439,25,46,85,30,48,18
"S01000183",1154,436,42,551,27,32,43,23
"S01000184",594,354,13,100,90,17,13,7
"S01000185",727,372,56,128,71,15,67,18
"S01000186",672,384,15,54,161,24,22,12
"S01000187",471,294,26,42,59,20,22,8
"S01000188",1101,312,22,599,85,12,53,18
"S01000189",416,241,22,49,33,35,27,9
"S01000190",644,411,28,44,77,24,52,8
"S01000191",1001,640,26,197,91,14,21,12
"S01000192",648,303,28,195,57,26,26,13
"S01000193",538,338,19,39,57,25,36,24
"S01000194",684,397,39,139,29,26,37,17
"S01000195",597,318,43,110,48,11,49,18
"S01000196",676,384,52,66,33,64,51,26
"S01000197",446,300,24,26,48,18,21,9
"S01000198",596,351,45,38,55,40,43,24
"S01000199",629,367,49,81,52,25,44,11
"S01000200",647,418,25,56,77,23,38,10
"S01000201",472,309,16,36,53,18,27,13
"S01000202",780,523,36,109,57,21,22,12
"S01000203",526,302,45,73,11,37,46,12
"S01000204",468,284,22,24,67,15,40,16
"S01000205",815,397,31,275,38,22,38,14
"S01000206",547,377,20,39,73,10,21,7
"S01000207",662,371,44,64,90,36,41,16
"S01000208",704,382,59,75,50,45,74,19
"S01000209",975,555,92,105,47,76,62,38
"S01000210",589,356,33,69,38,20,56,17
"S01000211",569,307,37,68,68,34,36,19
"S01000212",542,350,25,41,63,24,32,7
"S01000213",597,380,44,53,39,13,49,19
"S01000214",328,201,8,11,85,8,13,2
"S01000215",859,531,14,153,88,41,19,13
"S01000216",548,357,11,45,98,11,16,10
"S01000217",625,363,52,72,43,36,38,21
"S01000218",496,307,4,17,126,8,25,9
"S01000219",630,392,52,44,43,34,41,24
"S01000220",2516,299,21,2071,75,16,20,14
"S01000221",588,393,27,42,81,10,31,4
"S01000222",557,377,21,31,76,20,22,10
"S01000223",510,397,17,25,48,10,9,4
"S01000224",592,402,20,45,83,14,25,3
"S01000225",458,303,14,31,84,10,10,6
"S01000226",502,355,18,39,68,9,9,4
"S01000227",1010,758,19,79,92,43,12,7
"S01000228",684,562,22,28,36,14,12,10
"S01000229",601,399,19,29,91,17,33,13
"S01000230",509,356,12,37,72,8,18,6
"S01000231",575,437,8,34,70,18,5,3
"S01000232",438,279,16,49,64,6,14,10
"S01000233",352,244,10,12,69,5,7,5
"S01000234",584,422,14,29,91,13,7,8
"S01000235",629,461,17,48,59,14,6,24
"S01000236",505,302,15,31,131,12,11,3
"S01000237",621,390,11,36,147,15,14,8
"S01000238",398,306,7,33,39,8,2,3
"S01000239",543,333,9,50,131,14,2,4
"S01000240",525,347,12,31,118,10,6,1
"S01000241",495,352,5,56,64,12,4,2
"S01000242",590,436,6,45,72,13,7,11
"S01000243",534,357,1,38,114,14,6,4
"S01000244",920,674,18,51,127,20,21,9
"S01000245",749,537,9,55,99,23,17,9
"S01000246",544,399,9,46,64,17,9,0
"S01000247",544,385,6,27,104,17,3,2
"S01000248",608,463,13,31,81,10,4,6
"S01000249",522,343,11,35,95,22,7,9
"S01000250",595,445,10,46,67,15,9,3
"S01000251",373,266,4,49,29,17,3,5
"S01000252",656,514,16,44,45,17,8,12
"S01000253",534,396,9,45,64,12,4,4
"S01000254",645,464,10,50,77,29,6,9
"S01000255",487,393,8,25,38,12,6,5
"S01000256",573,373,12,27,123,15,18,5
"S01000257",701,473,13,19,148,23,21,4
"S01000258",487,367,9,44,29,23,7,8
"S01000259",487,353,6,46,65,12,5,0
"S01000260",662,538,14,53,21,20,10,6
"S01000261",745,470,14,35,186,16,21,3
"S01000262",706,469,8,44,152,15,13,5
"S01000263",611,455,9,48,45,21,28,5
"S01000264",702,504,20,21,109,15,25,8
"S01000265",521,339,14,21,102,19,22,4
"S01000266",906,659,11,70,96,28,31,11
"S01000267",539,344,17,45,102,7,19,5
"S01000268",581,366,20,32,97,29,28,9
"S01000269",467,321,6,29,76,20,9,6
"S01000270",794,561,14,46,109,40,18,6
"S01000271",656,431,23,33,107,29,21,12
"S01000272",821,588,20,63,93,35,9,13
"S01000273",472,337,21,21,63,18,8,4
"S01000274",498,356,10,26,65,22,13,6
"S01000275",1022,729,24,43,153,40,19,14
"S01000276",594,396,6,62,78,31,14,7
"S01000277",533,355,7,31,87,23,21,9
"S01000278",408,280,13,18,55,20,16,6
"S01000279",671,471,14,31,127,14,11,3
"S01000280",565,400,13,33,63,34,14,8
"S01000281",493,339,19,31,65,22,10,7
"S01000282",575,432,9,32,54,28,16,4
"S01000283",787,567,21,41,97,40,14,7
"S01000284",909,703,11,71,63,40,7,14
"S01000285",544,405,12,28,70,17,8,4
"S01000286",702,492,23,32,103,26,21,5
"S01000287",536,355,10,33,100,19,13,6
"S01000288",646,450,16,41,103,26,8,2
"S01000289",665,447,17,32,107,29,24,9
"S01000290",601,404,23,31,61,23,40,19
"S01000291",683,459,8,56,108,26,13,13
"S01000292",765,500,18,57,121,34,21,14
"S01000293",583,387,11,32,106,17,19,11
"S01000294",485,353,5,36,54,26,7,4
"S01000295",423,256,9,31,103,16,8,0
"S01000296",685,500,15,36,86,27,11,10
"S01000297",571,373,11,56,94,15,15,7
"S01000298",816,587,12,74,88,40,14,1
"S01000299",691,434,10,57,127,50,7,6
"S01000300",584,432,14,45,47,25,11,10
"S01000301",414,311,4,6,78,8,4,3
"S01000302",452,342,7,29,49,20,4,1
"S01000303",444,307,6,17,82,16,5,11
"S01000304",606,416,11,48,98,21,7,5
"S01000305",786,567,19,43,119,16,14,8
"S01000306",572,413,7,32,68,31,10,11
"S01000307",710,525,21,58,59,32,5,10
"S01000308",956,701,21,67,117,35,10,5
"S01000309",870,612,17,44,132,49,11,5
"S01000310",753,561,13,67,59,26,13,14
"S01000311",716,481,9,52,122,36,7,9
"S01000312",390,262,10,12,82,11,8,5
"S01000313",502,349,11,29,93,14,3,3
"S01000314",438,330,9,30,51,8,6,4
"S01000315",491,292,12,43,101,22,11,10
"S01000316",610,389,13,30,136,17,11,14
"S01000317",393,277,8,27,59,9,8,5
"S01000318",413,239,3,34,106,26,0,5
"S01000319",518,383,4,52,49,18,7,5
"S01000320",560,430,7,39,64,13,6,1
"S01000321",468,322,13,29,81,18,4,1
"S01000322",740,501,12,59,109,34,13,12
"S01000323",624,421,7,44,87,40,18,7
"S01000324",642,480,12,51,62,19,12,6
"S01000325",895,649,16,52,94,61,15,8
"S01000326",589,399,17,39,83,23,20,8
"S01000327",643,470,9,47,89,21,6,1
"S01000328",415,328,10,27,29,8,7,6
"S01000329",623,501,16,33,36,15,14,8
"S01000330",907,644,17,48,112,63,14,9
"S01000331",436,267,10,11,109,17,15,7
"S01000332",520,317,9,30,110,30,15,9
"S01000333",712,504,12,56,80,48,4,8
"S01000334",623,426,15,36,100,24,16,6
"S01000335",591,388,18,35,102,30,14,4
"S01000336",1061,745,28,65,101,59,38,25
"S01000337",566,365,8,37,103,29,14,10
"S01000338",381,254,15,20,57,16,17,2
"S01000339",831,553,21,64,123,48,14,8
"S01000340",805,593,14,39,108,34,8,9
"S01000341",728,487,19,50,131,27,9,5
"S01000342",333,219,19,22,44,12,9,8
"S01000343",447,324,5,35,46,21,8,8
"S01000344",702,514,12,49,71,32,16,8
"S01000345",458,321,8,39,60,16,10,4
"S01000346",480,327,13,30,78,23,5,4
"S01000347",1082,832,17,63,70,66,27,7
"S01000348",565,415,13,41,75,9,9,3
"S01000349",382,287,7,25,43,9,5,6
"S01000350",793,563,6,80,89,37,9,9
"S01000351",743,519,11,70,100,24,8,11
"S01000352",535,370,8,39,90,20,5,3
"S01000353",409,284,8,27,65,20,3,2
"S01000354",1145,859,27,107,55,67,14,16
"S01000355",481,346,6,40,69,15,5,0
"S01000356",483,345,4,27,64,23,10,10
"S01000357",474,363,5,45,39,16,3,3
"S01000358",719,490,15,67,112,24,7,4
"S01000359",623,435,11,59,59,49,4,6
"S01000360",390,268,13,19,56,14,9,11
"S01000361",483,361,10,23,53,20,6,10
"S01000362",744,552,9,48,101,23,6,5
"S01000363",873,658,8,46,109,34,9,9
"S01000364",703,516,13,40,89,26,11,8
"S01000365",1476,1202,37,44,94,73,17,9
"S01000366",1448,1129,25,62,120,80,19,13
"S01000367",661,454,4,38,125,28,7,5
"S01000368",911,655,25,52,120,37,17,5
"S01000369",741,524,9,50,119,21,12,6
"S01000370",1103,836,24,78,94,45,17,9
"S01000371",644,438,9,37,113,23,16,8
"S01000372",693,492,11,46,87,27,17,13
"S01000373",487,352,18,22,66,21,5,3
"S01000374",463,313,5,37,76,20,8,4
"S01000375",458,317,10,20,71,15,16,9
"S01000376",624,400,25,35,100,35,16,13
"S01000377",665,507,11,43,63,28,6,7
"S01000378",390,259,12,29,57,20,8,5
"S01000379",489,367,5,31,58,22,2,4
"S01000380",735,553,11,45,83,28,6,9
"S01000381",1105,837,18,52,131,45,16,6
"S01000382",575,398,16,29,88,26,12,6
"S01000383",861,689,14,39,70,24,13,12
"S01000384",520,373,13,20,75,19,14,6
"S01000385",455,336,9,28,44,19,13,6
"S01000386",912,669,21,56,95,45,16,10
"S01000387",657,466,6,35,116,20,8,6
"S01000388",779,592,16,56,58,37,9,11
"S01000389",609,508,11,37,27,19,3,4
"S01000390",587,413,18,31,76,26,20,3
"S01000391",491,339,14,36,68,16,11,7
"S01000392",621,470,12,43,63,18,5,10
"S01000393",645,427,9,25,135,26,22,1
"S01000394",502,356,12,29,57,23,16,9
"S01000395",596,428,13,37,70,28,13,7
"S01000396",582,376,22,21,112,23,21,7
"S01000397",718,462,13,35,169,14,17,8
"S01000398",1746,1387,29,93,114,93,17,13
"S01000399",480,369,10,17,42,11,22,9
"S01000400",618,433,21,29,87,15,21,12
"S01000401",682,503,15,43,87,21,10,3
"S01000402",559,419,11,21,65,24,15,4
"S01000403",606,428,10,37,99,18,7,7
"S01000404",572,415,13,31,87,13,10,3
"S01000405",406,298,10,30,45,14,5,4
"S01000406",411,304,11,13,55,14,10,4
"S01000407",460,333,14,26,56,11,13,7
"S01000408",462,374,9,28,34,13,3,1
"S01000409",467,361,5,32,41,11,13,4
"S01000410",557,430,8,40,39,31,6,3
"S01000411",543,408,8,35,55,21,7,9
"S01000412",621,470,12,38,57,22,15,7
"S01000413",671,451,16,37,117,33,10,7
"S01000414",542,413,15,28,64,17,0,5
"S01000415",692,490,20,32,109,22,12,7
"S01000416",640,493,15,38,56,29,4,5
"S01000417",755,539,17,47,106,20,17,9
"S01000418",550,399,3,33,69,26,15,5
"S01000419",1084,844,25,78,70,46,15,6
"S01000420",950,676,27,53,106,52,24,12
"S01000421",575,445,8,43,45,24,8,2
"S01000422",668,449,16,45,107,30,13,8
"S01000423",768,570,9,50,80,42,9,8
"S01000424",560,410,11,40,65,16,15,3
"S01000425",614,424,18,35,93,29,12,3
"S01000426",609,454,6,34,74,34,3,4
"S01000427",621,468,12,34,71,26,6,4
"S01000428",543,358,20,49,82,18,10,6
"S01000429",675,467,12,35,130,14,10,7
"S01000430",395,247,7,29,79,15,16,2
"S01000431",484,306,16,32,81,23,16,10
"S01000432",665,427,10,37,154,17,14,6
"S01000433",385,242,9,28,73,14,14,5
"S01000434",444,308,21,38,52,5,13,7
"S01000435",402,294,3,23,62,8,10,2
"S01000436",489,367,8,35,53,11,5,10
"S01000437",692,486,18,40,109,17,14,8
"S01000438",446,329,3,37,43,22,10,2
"S01000439",621,467,14,38,57,24,14,7
"S01000440",829,626,13,46,94,35,6,9
"S01000441",675,445,22,30,119,32,21,6
"S01000442",652,464,11,49,80,31,12,5
"S01000443",487,348,7,36,62,20,7,7
"S01000444",1776,1410,28,125,79,101,19,14
"S01000445",933,660,8,58,135,28,25,19
"S01000446",740,572,15,33,77,22,14,7
"S01000447",554,414,12,32,49,26,15,6
"S01000448",638,492,13,31,62,27,6,7
"S01000449",545,355,17,21,96,25,20,11
"S01000450",451,311,15,19,76,19,6,5
"S01000451",656,463,10,35,91,29,23,5
"S01000452",471,340,8,26,51,20,12,14
"S01000453",434,325,6,19,53,17,11,3
"S01000454",307,205,5,12,54,17,8,6
"S01000455",665,462,25,43,66,42,18,9
"S01000456",813,587,19,37,87,41,29,13
"S01000457",535,346,22,26,108,16,9,8
"S01000458",711,543,16,33,76,29,13,1
"S01000459",766,500,22,39,148,25,18,14
"S01000460",504,294,33,28,90,26,19,14
"S01000461",599,394,37,25,98,16,22,7
"S01000462",728,491,12,43,108,22,41,11
"S01000463",513,333,21,34,53,32,24,16
"S01000464",632,442,21,30,75,26,27,11
"S01000465",539,399,8,35,65,21,6,5
"S01000466",690,505,17,43,69,27,21,8
"S01000467",482,315,23,17,66,21,33,7
"S01000468",414,300,3,30,44,24,8,5
"S01000469",493,361,15,33,47,25,7,5
"S01000470",838,483,17,39,112,30,26,131
"S01000471",602,455,9,27,66,28,11,6
"S01000472",580,404,23,22,73,24,16,18
"S01000473",517,355,28,18,74,19,15,8
"S01000474",478,345,8,23,60,24,14,4
"S01000475",537,359,16,32,78,28,14,10
"S01000476",502,368,9,27,52,16,19,11
"S01000477",522,351,20,17,99,8,21,6
"S01000478",557,336,33,44,83,15,31,15
"S01000479",642,378,40,32,125,20,29,18
"S01000480",496,332,9,36,82,16,16,5
"S01000481",1565,1097,39,112,140,98,58,21
"S01000482",660,432,44,38,70,18,42,16
"S01000483",726,440,36,25,132,21,61,11
"S01000484",637,434,43,36,55,21,33,15
"S01000485",749,517,10,39,144,20,10,9
"S01000486",871,545,87,61,55,30,63,30
"S01000487",435,277,8,26,95,10,10,9
"S01000488",449,280,17,21,73,20,31,7
"S01000489",697,385,34,35,117,36,62,28
"S01000490",414,326,12,16,38,12,2,8
"S01000491",408,225,33,20,34,26,50,20
"S01000492",690,456,32,36,59,51,35,21
"S01000493",477,307,15,23,77,21,24,10
"S01000494",410,272,20,22,39,15,23,19
"S01000495",679,462,7,36,114,30,22,8
"S01000496",404,268,8,15,78,21,5,9
"S01000497",570,414,10,23,81,20,18,4
"S01000498",383,230,11,17,93,14,10,8
"S01000499",723,473,17,45,112,37,27,12
"S01000500",463,264,35,38,65,25,27,9
"S01000501",401,250,9,19,91,10,17,5
"S01000502",478,341,18,37,51,19,9,3
"S01000503",383,254,9,25,68,17,6,4
"S01000504",556,377,19,28,87,17,15,13
"S01000505",561,381,13,31,80,21,25,10
"S01000506",743,559,18,44,66,39,11,6
"S01000507",705,482,23,31,110,26,22,11
"S01000508",726,491,20,45,109,36,17,8
"S01000509",735,476,16,20,160,18,37,8
"S01000510",500,326,15,23,89,21,14,12
"S01000511",442,297,13,27,63,23,13,6
"S01000512",690,465,18,29,133,27,10,8
"S01000513",638,409,24,26,108,27,30,14
"S01000514",698,474,16,45,97,30,23,13
"S01000515",419,282,7,25,57,22,20,6
"S01000516",649,470,14,36,72,34,20,3
"S01000517",514,335,27,32,70,31,13,6
"S01000518",691,460,24,28,109,21,31,18
"S01000519",404,299,9,24,44,9,14,5
"S01000520",857,543,29,43,159,47,26,10
"S01000521",701,450,27,28,115,32,39,10
"S01000522",519,357,12,26,84,26,8,6
"S01000523",611,384,31,35,86,35,30,10
"S01000524",553,351,13,41,89,26,21,12
"S01000525",766,504,18,49,131,32,25,7
"S01000526",766,571,15,24,89,33,22,12
"S01000527",505,347,8,31,73,29,11,6
"S01000528",685,463,13,40,104,25,29,11
"S01000529",632,414,26,28,105,31,20,8
"S01000530",377,234,3,17,72,23,19,9
"S01000531",472,320,3,25,71,24,24,5
"S01000532",551,324,12,41,100,19,41,14
"S01000533",550,319,19,39,104,27,31,11
"S01000534",554,341,20,28,105,21,27,12
"S01000535",747,481,23,49,124,18,42,10
"S01000536",355,225,13,14,61,14,17,11
"S01000537",756,530,14,51,84,40,27,10
"S01000538",548,346,24,27,96,21,27,7
"S01000539",720,420,44,51,131,19,35,20
"S01000540",555,358,30,33,82,15,22,15
"S01000541",443,284,20,42,52,16,20,9
"S01000542",466,291,19,32,80,25,15,4
"S01000543",607,403,14,50,80,32,16,12
"S01000544",504,300,9,36,92,29,27,11
"S01000545",570,383,22,35,63,28,24,15
"S01000546",632,397,28,36,99,31,31,10
"S01000547",384,232,9,25,70,23,14,11
"S01000548",766,487,21,37,144,34,36,7
"S01000549",891,584,17,69,126,47,37,11
"S01000550",364,236,4,27,67,20,5,5
"S01000551",637,376,18,28,155,22,30,8
"S01000552",434,271,12,27,98,7,11,8
"S01000553",659,429,6,52,113,28,22,9
"S01000554",516,322,27,33,60,24,37,13
"S01000555",625,397,21,19,115,24,36,13
"S01000556",625,380,22,49,84,36,44,10
"S01000557",666,464,23,38,88,25,21,7
"S01000558",402,248,8,20,91,11,16,8
"S01000559",468,299,13,31,71,17,30,7
"S01000560",862,523,48,51,115,40,65,20
"S01000561",713,428,13,52,132,25,47,16
"S01000562",618,341,35,37,124,18,48,15
"S01000563",877,579,63,49,70,22,57,37
"S01000564",681,386,40,57,58,41,65,34
"S01000565",558,356,24,35,74,33,26,10
"S01000566",622,359,29,49,94,35,33,23
"S01000567",614,372,26,26,108,25,41,16
"S01000568",398,246,10,30,66,20,23,3
"S01000569",517,317,15,40,117,8,12,8
"S01000570",635,371,18,39,175,10,11,11
"S01000571",513,318,18,27,111,9,22,8
"S01000572",538,329,12,40,130,6,16,5
"S01000573",414,253,16,41,81,12,6,5
"S01000574",500,265,5,40,177,8,3,2
"S01000575",445,278,8,31,110,5,13,0
"S01000576",426,241,7,25,138,6,4,5
"S01000577",410,250,9,33,100,8,6,4
"S01000578",456,283,8,25,115,13,10,2
"S01000579",640,409,14,62,124,13,15,3
"S01000580",698,479,10,50,123,23,8,5
"S01000581",517,338,6,49,114,3,4,3
"S01000582",468,328,21,23,54,22,20,0
"S01000583",698,482,28,43,93,25,11,16
"S01000584",621,382,32,41,105,26,28,7
"S01000585",884,544,41,56,164,33,32,14
"S01000586",549,343,22,35,101,22,17,9
"S01000587",496,270,27,36,120,7,29,7
"S01000588",419,250,16,38,96,12,6,1
"S01000589",487,296,11,25,128,16,8,3
"S01000590",578,371,17,40,113,13,15,9
"S01000591",576,381,12,39,123,8,12,1
"S01000592",642,379,20,35,174,11,13,10
"S01000593",1124,794,30,64,151,39,28,18
"S01000594",909,627,14,86,98,33,41,10
"S01000595",551,356,19,47,102,11,10,6
"S01000596",615,374,7,48,154,14,15,3
"S01000597",746,472,13,54,180,15,9,3
"S01000598",957,717,29,64,109,19,8,11
"S01000599",840,576,21,55,139,25,12,12
"S01000600",568,376,22,28,109,11,18,4
"S01000601",910,628,16,71,152,23,14,6
"S01000602",542,383,12,25,84,10,26,2
"S01000603",783,485,22,52,167,24,21,12
"S01000604",754,471,17,48,181,10,22,5
"S01000605",607,328,17,63,144,15,33,7
"S01000606",600,325,44,39,89,33,55,15
"S01000607",521,302,19,24,143,9,12,12
"S01000608",936,555,65,71,104,36,85,20
"S01000609",769,431,61,51,108,43,50,25
"S01000610",614,354,44,40,102,19,42,13
"S01000611",458,242,43,30,94,16,23,10
"S01000612",810,465,59,56,138,16,58,18
"S01000613",785,486,26,46,156,29,25,17
"S01000614",511,360,11,23,80,10,24,3
"S01000615",530,290,40,36,102,14,38,10
"S01000616",1088,768,26,60,151,35,25,23
"S01000617",438,259,9,26,104,16,15,9
"S01000618",595,333,10,39,162,15,29,7
"S01000619",501,303,18,34,99,31,14,2
"S01000620",812,437,105,56,91,47,51,25
"S01000621",788,474,31,51,155,24,38,15
"S01000622",522,294,49,54,46,44,27,8
"S01000623",558,325,33,51,73,28,39,9
"S01000624",456,290,31,24,69,14,19,9
"S01000625",432,211,51,35,65,26,27,17
"S01000626",573,284,56,63,72,36,45,17
"S01000627",667,434,29,39,95,24,38,8
"S01000628",400,211,33,38,66,22,19,11
"S01000629",609,397,28,62,61,29,22,10
"S01000630",557,314,29,31,117,24,32,10
"S01000631",451,263,31,31,65,22,28,11
