dz_2011,total,white,pakistani,chinese,other
S01009155,708,692,5,1,10
S01009156,1424,1406,5,0,13
S01009157,921,896,6,11,8
S01009158,848,835,4,2,7
S01009159,659,645,2,2,10
S01009160,674,663,2,6,3
S01009161,884,851,13,2,18
S01009162,709,690,2,2,15
S01009163,548,529,8,1,10
S01009164,974,960,1,0,13
S01009165,720,694,13,6,7
S01009166,959,938,9,5,7
S01009167,750,742,1,0,7
S01009168,1081,1056,7,0,18
S01009169,890,887,0,1,2
S01009170,677,673,4,0,0
S01009171,1877,1840,8,2,27
S01009172,1036,1016,7,4,9
S01009173,1471,1448,15,2,6
S01009174,93,92,0,1,0
S01009175,1784,1742,9,5,28
S01009176,1456,1439,5,1,11
S01009177,817,788,19,2,8
S01009178,845,817,16,0,12
S01009179,855,828,3,11,13
S01009180,984,959,6,0,19
S01009181,1450,1427,3,4,16
S01009182,1171,1157,1,3,10
S01009183,1028,1020,3,1,4
S01009184,1228,1214,1,2,11
S01009185,1136,1125,0,0,11
S01009186,979,962,7,0,10
S01009187,1121,1097,1,0,23
S01009188,1390,1373,8,2,7
S01009189,1562,1539,4,0,19
S01009190,1557,1521,3,3,30
S01009191,801,771,19,0,11
S01009192,1345,1317,3,7,18
S01009193,734,720,8,2,4
S01009194,914,906,3,0,5
S01009195,1511,1478,9,4,20
S01009196,693,671,7,0,15
S01009197,2143,2089,30,3,21
S01009198,825,817,0,0,8
S01009199,858,844,9,1,4
S01009200,1387,1325,31,7,24
S01009201,679,659,15,0,5
S01009202,582,555,24,0,3
S01009203,633,626,2,0,5
S01009204,1106,1081,10,0,15
S01009205,1145,1127,12,6,0
S01009206,1039,1024,10,1,4
S01009207,875,859,8,1,7
S01009208,631,628,2,0,1
S01009209,1298,1281,7,4,6
S01009210,861,848,5,0,8
S01009211,749,726,10,0,13
S01009212,897,885,9,0,3
S01009213,894,883,5,4,2
S01009214,1237,1219,5,0,13
S01009215,1099,1067,15,5,12
S01009216,1086,1068,8,0,10
S01009217,851,841,5,1,4
S01009218,1125,1112,5,0,8
S01009219,736,723,7,0,6
S01009220,648,630,9,0,9
S01009221,634,632,0,0,2
S01009222,664,664,0,0,0
S01009223,556,544,10,1,1
S01009224,994,986,0,0,8
S01009225,749,735,11,1,2
S01009226,1201,1188,1,0,12
S01009227,645,640,1,0,4
S01009228,772,767,0,0,5
S01009229,917,894,17,2,4
S01009230,890,884,4,2,0
S01009231,958,952,1,0,5
S01009232,684,662,1,2,19
S01009233,763,759,1,0,3
S01009234,1193,1160,9,2,22
S01009235,921,901,10,1,9
S01009236,720,708,9,0,3
S01009237,747,736,10,0,1
S01009238,1010,1003,0,0,7
S01009239,867,858,4,0,5
S01009240,672,664,0,0,8
S01009241,895,887,0,0,8
S01009242,886,863,19,0,4
S01009243,1187,1177,6,2,2
S01009244,814,810,2,0,2
S01009245,830,820,2,3,5
S01009246,1033,1018,1,0,14
S01009247,1224,1214,1,3,6
S01009248,688,685,0,0,3
S01009249,1108,1082,2,8,16
S01009250,770,768,0,0,2
S01009251,553,538,2,0,13
S01009252,478,474,0,0,4
S01009253,733,728,2,1,2
S01009254,951,929,15,2,5
S01009255,769,752,5,0,12
S01009256,634,630,0,1,3
S01009257,684,673,2,0,9
S01009258,1552,1542,3,0,7
S01009259,1080,1077,0,2,1
S01009260,2083,2066,4,1,12
S01009261,795,789,1,2,3
S01009262,849,846,1,0,2
S01009263,1224,1215,3,0,6
S01009264,778,759,11,0,8
S01009265,791,779,1,0,11
S01009266,1098,1096,0,0,2
S01009267,840,833,0,3,4
S01009268,1002,997,4,0,1
S01009269,1607,1588,6,3,10
S01009270,735,728,1,0,6
S01009271,885,871,5,6,3
S01009272,896,891,0,1,4
S01009273,922,918,0,0,4
S01009274,910,888,7,2,13
S01009275,665,650,0,2,13
S01009276,1029,1019,1,1,8
S01009277,756,751,0,0,5
S01009278,836,822,5,2,7
S01009279,1089,1072,5,4,8
S01009280,898,892,1,0,5
S01009281,933,921,0,0,12
S01009282,1358,1327,7,3,21
S01009283,602,588,1,1,12
S01009284,822,804,8,8,2
S01009285,906,878,4,0,24
S01009286,975,960,0,0,15
S01009287,846,833,0,4,9
S01009288,969,947,0,7,15
S01009289,871,868,0,0,3
S01009290,646,644,2,0,0
S01009291,1185,1177,2,0,6
S01009292,511,504,0,2,5
S01009293,1000,978,17,3,2
S01009294,993,967,19,4,3
S01009295,710,700,4,2,4
S01009296,991,964,19,4,4
S01009297,1622,1593,14,10,5
S01009298,1238,1200,1,11,26
S01009299,1124,1101,3,10,10
S01009300,605,580,4,6,15
S01009301,1057,1041,1,1,14
S01009302,903,862,10,5,26
S01009303,787,759,3,8,17
S01009304,1191,1174,5,3,9
S01009305,1015,1005,1,0,9
S01009306,1314,1292,5,2,15
S01009307,1302,1266,7,9,20
S01009308,1120,1066,7,11,36
S01009309,734,717,3,6,8
S01009310,932,900,13,3,16
S01009311,1009,970,31,0,8
S01009312,991,965,1,2,23
S01009313,666,659,1,0,6
S01009314,907,886,3,6,12
S01009315,703,692,3,1,7
S01009316,947,930,1,3,13
S01009317,910,902,0,0,8
S01009318,951,933,0,10,8
S01009319,981,965,10,1,5
S01009320,965,936,7,9,13
S01009321,1099,1075,10,8,6
S01009322,864,854,0,0,10
S01009323,1402,1381,10,6,5
S01009324,590,581,1,0,8
S01009325,978,963,10,5,0
S01009326,575,559,1,0,15
S01009327,655,647,2,2,4
S01009328,1256,1215,17,2,22
S01009330,130,130,0,0,0
S01009331,1321,1280,17,2,22
S01009332,857,841,8,2,6
S01009333,893,878,5,4,6
S01009334,636,630,0,4,2
S01009335,772,751,0,5,16
S01009336,658,650,0,1,7
S01009337,938,924,4,3,7
S01009338,1981,1931,19,2,29
S01009339,1139,1117,1,3,18
S01009340,872,854,4,1,13
S01009341,939,930,2,2,5
S01009342,853,837,5,2,9
S01009343,574,557,3,3,11
S01009344,763,745,0,1,17
S01009345,1214,1189,4,0,21
S01009346,6248,5923,109,35,181
S01009347,6415,6090,109,35,181
S01009348,6345,6020,109,35,181
S01009349,1037,996,12,9,20
S01009350,177,176,1,0,0
S01009351,97,97,0,0,0
S01009352,75,70,5,0,0
S01009353,6695,6357,113,36,189
S01009354,7285,6919,121,44,201
S01009355,1021,1016,0,0,5
S01009356,963,941,3,3,16
S01009357,678,640,15,11,12
S01009358,455,429,8,6,12
S01009359,1243,1194,12,9,28
S01009360,835,812,15,4,4
S01009361,856,829,18,4,5
S01009362,1176,1145,12,7,12
S01009363,952,940,8,0,4
S01009364,860,848,2,0,10
S01009365,825,818,1,4,2
S01009366,881,859,9,7,6
S01009367,749,739,1,1,8
S01009368,1028,997,11,1,19
S01009369,961,956,0,1,4
S01009370,838,822,2,0,14
S01009371,526,517,5,0,4
S01009372,642,638,0,1,3
S01009373,958,944,0,3,11
S01009374,993,978,0,7,8
S01009375,797,791,0,0,6
S01009376,867,859,5,1,2
S01009377,1284,1245,23,3,13
S01009378,1261,1232,14,6,9
S01009379,981,958,4,0,19
S01009380,743,727,7,4,5
S01009381,724,713,0,2,9
S01009382,1386,1365,5,6,10
S01009383,994,974,5,1,14
S01009384,564,553,0,1,10
S01009385,738,726,1,1,10
S01009386,1155,1138,1,2,14
S01009387,949,920,11,1,17
S01009388,1232,1208,0,3,21
S01009389,986,973,0,5,8
S01009390,777,746,15,7,9
S01009391,873,853,1,4,15
S01009392,578,562,2,1,13
S01009393,950,928,4,2,16
S01009394,943,905,9,10,19
S01009395,1040,1004,13,5,18
S01009396,736,706,10,2,18
S01009397,703,683,10,0,10
S01009398,1209,1185,9,3,12
S01009399,1004,996,2,2,4
S01009400,920,902,1,10,7
S01009401,953,942,0,3,8
S01009402,809,793,6,3,7
S01009403,751,733,8,3,7
S01009404,609,579,7,3,20
S01009405,749,742,0,1,6
S01009406,974,966,2,0,6
S01009407,508,499,5,0,4
S01009408,842,833,5,0,4
S01009409,782,776,0,0,6
S01009410,877,868,0,1,8
S01009411,1368,1352,2,4,10
S01009412,848,842,0,0,6
S01009413,1267,1251,0,5,11
S01009414,802,789,1,0,12
S01009415,1190,1167,0,6,17
S01009416,610,598,0,3,9
S01009417,1474,1445,2,9,18
S01009418,1327,1307,6,2,12
S01009419,2054,2026,4,9,15
S01009420,763,762,0,0,1
S01009421,722,707,2,4,9
S01009422,2191,2165,2,9,15
S01009423,1337,1313,2,9,13
S01009424,723,717,0,0,6
S01009425,840,823,5,1,11
S01009426,1029,1013,2,10,4
S01009427,608,597,0,3,8
S01009428,699,694,1,0,4
S01009429,827,821,0,0,6
S01009430,737,730,0,0,7
S01009431,2056,2021,2,20,13
S01009432,1101,1095,0,0,6
S01009433,826,816,8,0,2
S01009434,543,540,0,0,3
S01009435,998,991,1,3,3
S01009436,828,822,0,0,6
S01009437,936,934,0,0,2
S01009438,1144,1113,14,0,17
S01009439,1132,1109,11,0,12
S01009440,887,867,2,3,15
S01009441,938,922,0,0,16
S01009442,1303,1299,2,1,1
S01009443,2808,2624,77,23,84
S01009444,893,881,11,1,0
S01009445,1068,1064,0,1,3
S01009446,1603,1589,2,6,6
S01009447,764,758,0,5,1
S01009448,720,717,0,1,2
S01009449,678,677,0,0,1
S01009450,676,668,2,1,5
S01009451,1276,1260,11,0,5
S01009452,828,823,0,1,4
S01009453,1046,1043,0,3,0
S01009454,1115,1108,0,0,7
S01009455,1384,1375,0,0,9
S01009456,852,840,2,0,10
S01009457,785,778,0,0,7
S01009458,687,681,3,0,3
S01009459,1092,1079,5,1,7
S01009460,856,854,0,0,2
S01009461,778,771,1,0,6
S01009462,1285,1273,3,0,9
S01009463,1050,1039,0,2,9
S01009464,842,829,0,0,13
S01009465,1299,1287,2,3,7
S01009466,800,785,3,5,7
S01009467,864,847,0,4,13
S01009468,748,738,0,0,10
S01009469,812,799,0,1,12
S01009470,1649,1550,53,2,44
S01009471,659,639,0,4,16
S01009472,1204,1138,13,25,28
S01009473,1041,1005,6,3,27
S01009474,900,881,4,2,13
S01009475,276,267,4,0,5
S01009476,1346,1244,57,2,43
S01009477,1096,1048,2,5,41
S01009478,964,919,4,8,33
S01009479,1063,1010,12,3,38
S01009480,1155,1116,8,3,28
S01009481,922,890,6,5,21
S01009482,642,612,7,1,22
S01009483,724,693,8,4,19
S01009484,1213,1183,1,4,25
S01009485,786,772,4,2,8
S01009486,799,780,1,1,17
S01009487,1179,1143,14,5,17
S01009488,971,963,0,0,8
S01009489,877,858,2,3,14
S01009490,853,834,0,2,17
S01009491,698,692,0,0,6
S01009492,881,877,0,0,4
S01009493,1983,1871,53,6,53
S01009494,1224,1184,16,2,22
S01009495,871,856,6,0,9
S01009496,785,780,0,0,5
S01009497,1136,1110,11,0,15
S01009498,643,621,14,2,6
S01009499,796,788,6,0,2
S01009500,857,835,8,3,11
S01009501,783,776,2,1,4
S01009502,971,963,2,0,6
S01009503,976,960,2,2,12
S01009504,840,827,6,1,6
S01009505,951,936,7,0,8
S01009506,1133,1114,7,1,11
S01009507,1122,1060,27,5,30
S01009508,1197,1182,5,0,10
S01009509,1100,1063,15,4,18
S01009510,808,781,21,3,3
S01009511,906,891,0,5,10
S01009512,996,961,13,7,15
S01009513,913,904,0,0,9
S01009514,846,814,10,3,19
S01009515,833,822,0,0,11
S01009516,1147,1088,22,0,37
S01009517,81,81,0,0,0
S01009518,2193,2009,79,24,81
S01009519,899,857,22,10,10
S01009520,2932,2683,106,24,119
S01009521,985,960,8,3,14
S01009522,1271,1186,26,10,49
S01009523,754,719,10,0,25
S01009524,862,826,4,9,23
S01009525,532,492,8,9,23
S01009526,650,626,0,0,24
S01009527,850,831,1,2,16
S01009528,798,783,2,3,10
S01009529,1083,1071,2,1,9
S01009530,918,909,2,0,7
S01009531,917,898,2,6,11
S01009532,975,954,10,1,10
S01009533,933,908,5,2,18
S01009534,856,830,2,3,21
S01009535,898,874,6,1,17
S01009536,559,552,0,0,7
S01009537,599,591,0,0,8
S01009538,1021,1004,5,1,11
S01009539,980,959,6,1,14
S01009540,969,962,2,0,5
S01009541,1239,1232,0,0,7
S01009542,1073,1065,4,0,4
S01009543,935,931,0,1,3
S01009544,1019,1015,1,0,3
S01009545,1114,1102,5,0,7
S01009546,746,731,13,2,0
S01009547,979,962,9,0,8
S01009548,1027,1016,0,5,6
S01009549,1312,1283,5,0,24
S01009550,569,556,5,2,6
S01009551,675,638,15,4,18
S01009552,1774,1723,19,16,16
S01009553,1051,1038,6,4,3
S01009554,819,796,19,0,4
S01009555,883,842,24,3,14
S01009556,918,897,11,3,7
S01009557,960,949,2,5,4
S01009558,673,666,1,0,6
S01009559,1220,1205,8,1,6
S01009560,814,793,4,5,12
S01009561,634,606,9,3,16
S01009562,1121,1091,15,4,11
S01009563,931,927,1,0,3
S01009564,681,670,3,2,6
S01009565,588,573,0,3,12
S01009566,1700,1638,22,19,21
S01009567,959,944,0,1,14
S01009568,882,865,3,0,14
S01009569,1019,1004,13,1,1
S01009570,669,660,7,0,2
S01009571,769,766,0,0,3
S01009572,1030,1005,1,5,19
S01009573,743,710,19,2,12
S01009574,1493,1447,25,7,14
S01009575,827,822,0,1,4
S01009576,1370,1310,26,14,20
S01009577,878,830,29,15,4
S01009578,1064,1056,1,1,6
S01009579,284,271,8,0,5
S01009580,1161,1120,16,10,15
S01009581,758,749,1,0,8
S01009582,592,579,0,13,0
S01009583,812,799,0,0,13
S01009584,537,521,0,5,11
S01009585,1216,1198,3,4,11
S01009586,1103,1079,0,0,24
S01009587,997,975,1,7,14
S01009588,1062,1060,0,2,0
S01009589,1169,1143,7,8,11
S01009590,898,858,25,8,7
S01009591,906,881,8,5,12
S01009592,1088,1039,31,6,12
S01009593,690,671,13,5,1
S01009594,623,620,1,2,0
S01009595,824,781,25,5,13
S01009596,1014,997,9,6,2
S01009597,1117,1086,21,0,10
S01009598,721,718,0,0,3
S01009599,1177,1145,1,5,26
S01009600,996,974,6,0,16
S01009601,884,868,10,0,6
S01009602,770,758,7,1,4
S01009603,696,664,20,4,8
S01009604,689,676,1,0,12
S01009605,961,944,6,0,11
S01009606,823,805,9,1,8
S01009607,528,511,8,6,3
S01009608,606,602,0,0,4
S01009609,1084,1083,0,0,1
S01009610,1054,1042,5,1,6
S01009611,432,431,0,0,1
S01009612,597,596,1,0,0
S01009613,684,654,21,0,9
S01009614,649,644,0,0,5
S01009615,641,635,0,0,6
S01009616,1713,1679,6,5,23
S01009617,784,771,2,1,10
S01009618,953,950,2,0,1
S01009619,732,726,4,0,2
S01009620,934,916,13,0,5
S01009621,777,757,15,0,5
S01009622,836,832,3,0,1
S01009623,742,719,16,0,7
S01009624,876,860,11,0,5
S01009625,1672,1647,5,4,16
S01009626,838,826,9,0,3
S01009627,944,937,0,0,7
S01009628,620,614,0,1,5
S01009629,1666,1646,2,4,14
S01009630,811,805,0,0,6
S01009631,754,747,0,0,7
S01009632,667,652,10,0,5
S01009633,756,749,0,1,6
S01009634,761,758,2,0,1
S01009635,1209,1186,6,4,13
S01009636,904,893,0,4,7
S01009637,952,930,13,1,8
S01009638,781,775,5,1,0
S01009639,1025,1000,0,4,21
S01009640,845,827,0,5,13
S01009641,861,842,2,3,14
S01009642,1014,984,0,4,26
S01009643,837,821,1,4,11
S01009644,562,557,0,5,0
S01009645,879,869,4,0,6
S01009646,730,719,3,0,8
S01009647,595,592,2,0,1
S01009648,1280,1274,0,1,5
S01009649,1486,1478,0,1,7
S01009650,773,759,0,0,14
S01009651,918,908,0,2,8
S01009652,1090,1075,5,0,10
S01009653,781,772,0,2,7
S01009654,583,571,0,1,11
S01009655,986,975,7,0,4
S01009656,811,806,1,3,1
S01009657,951,923,26,0,2
S01009658,1193,1185,0,0,8
S01009659,607,604,1,1,1
S01009660,1052,1026,16,3,7
S01009661,1812,1771,1,6,34
S01009662,885,879,0,0,6
S01009663,775,775,0,0,0
S01009664,1125,1116,0,0,9
S01009665,1366,1351,0,2,13
S01009666,1170,1151,0,3,16
S01009667,523,515,0,1,7
S01009668,589,579,0,1,9
S01009669,590,583,0,0,7
S01009670,777,773,0,0,4
S01009671,924,917,0,0,7
S01009672,1252,1235,1,9,7
S01009673,895,884,5,0,6
S01009674,1140,1137,1,0,2
S01009675,882,866,2,2,12
S01009676,1366,1354,3,0,9
S01009677,782,774,0,0,8
S01009678,591,583,0,0,8
S01009679,1170,1153,0,1,16
S01009680,1278,1267,0,0,11
S01009681,796,786,1,0,9
S01009682,856,832,0,1,23
S01009683,865,835,0,11,19
S01009684,1466,1435,1,12,18
S01009685,1104,1090,0,2,12
S01009686,1355,1302,6,15,32
S01009687,1039,1030,0,0,9
S01009688,1216,1197,4,0,15
S01009689,605,569,4,11,21
S01009690,793,769,0,6,18
S01009691,760,743,0,1,16
S01009692,1236,1224,1,1,10
S01009693,900,897,0,0,3
S01009694,1197,1187,2,2,6
S01009695,967,960,1,2,4
S01009696,1019,1016,1,0,2
S01009697,798,788,0,0,10
S01009698,697,691,0,2,4
S01009699,562,556,0,0,6
S01009700,649,643,0,0,6
S01009701,767,757,0,0,10
S01009702,631,620,1,1,9
S01009703,834,828,1,0,5
S01009704,1068,1056,0,0,12
S01009705,732,721,1,1,9
S01009706,804,794,0,1,9
S01009707,477,467,3,0,7
S01009708,752,745,0,0,7
S01009709,796,780,1,6,9
S01009710,660,639,0,4,17
S01009711,997,973,7,6,11
S01009712,663,652,0,1,10
S01009713,890,886,0,0,4
S01009714,922,911,0,3,8
S01009715,638,623,0,6,9
S01009716,1242,1201,5,10,26
S01009717,1511,1362,5,73,71
S01009718,908,875,1,16,16
S01009719,960,911,2,7,40
S01009720,872,833,1,13,25
S01009721,668,589,2,19,58
S01009722,1134,1031,3,32,68
S01009723,1057,902,2,63,90
S01009724,1093,1014,1,24,54
S01009725,1063,979,5,19,60
S01009726,1042,941,3,32,66
S01009727,1596,1548,0,11,37
S01009728,727,691,2,7,27
S01009729,936,904,0,7,25
S01009730,1716,1627,1,34,54
S01009731,971,912,6,23,30
S01009732,3142,2546,24,266,306
S01009733,696,690,0,0,6
S01009734,1829,1529,5,193,102
S01009735,1314,1011,10,192,101
S01009736,3181,2550,20,288,323
S01009737,782,772,0,0,10
S01009738,420,411,0,0,9
S01009739,764,751,0,0,13
S01009740,770,759,0,1,10
S01009741,946,930,1,1,14
S01009742,495,488,0,0,7
S01009743,1186,1175,1,2,8
S01009744,829,821,1,0,7
S01009745,1168,1142,4,11,11
S01009746,802,794,1,0,7
S01009747,989,961,4,9,15
S01009748,703,693,0,1,9
S01009749,954,931,5,9,9
S01009750,752,736,6,5,5
S01009751,1046,1029,2,0,15
S01009752,888,865,3,2,18
S01009753,854,831,3,4,16
S01009754,1548,1523,0,0,25
S01009755,673,648,0,0,25
S01009756,879,870,0,2,7
S01009757,804,791,0,2,11
S01009758,1018,966,29,4,19
S01009759,1183,1068,17,3,95
S01009760,1113,1033,23,11,46
S01009761,2442,1612,574,95,161
S01009762,1058,961,27,3,67
S01009763,432,382,32,7,11
S01009764,1201,1000,127,39,35
S01009765,1128,891,163,25,49
S01009766,836,789,26,11,10
S01009767,2253,1432,567,97,157
S01009768,786,672,78,5,31
S01009769,1472,1291,108,24,49
S01009770,830,601,160,34,35
S01009771,888,580,201,26,81
S01009772,2167,1375,533,86,173
S01009773,161,154,7,0,0
S01009774,97,77,14,0,6
S01009775,802,778,7,8,9
S01009776,1191,1146,13,17,15
S01009777,590,552,18,1,19
S01009778,1079,1018,10,7,44
S01009779,810,774,13,14,9
S01009780,1331,1220,24,13,74
S01009781,799,781,5,3,10
S01009782,1067,976,27,12,52
S01009783,741,719,9,5,8
S01009784,951,918,4,10,19
S01009785,1096,1038,9,5,44
S01009786,1134,1080,3,3,48
S01009787,867,848,0,0,19
S01009788,1201,1173,11,6,11
S01009789,1145,1110,6,2,27
S01009790,981,971,2,2,6
S01009791,775,742,4,0,29
S01009792,423,316,79,8,20
S01009793,943,882,34,5,22
S01009794,483,469,4,2,8
S01009795,990,910,55,5,20
S01009796,1903,1583,164,34,122
S01009797,928,810,58,29,31
S01009798,1025,978,23,7,17
S01009799,1467,1395,34,8,30
S01009800,1233,1190,25,1,17
S01009801,1255,1199,14,2,40
S01009802,1022,971,9,6,36
S01009803,1132,1059,23,4,46
S01009804,1650,1341,164,29,116
S01009805,962,905,20,5,32
S01009806,1201,1132,37,2,30
S01009807,920,856,23,13,28
S01009808,1421,1101,47,51,222
S01009809,1037,1003,15,0,19
S01009810,977,912,15,5,45
S01009811,1264,1238,7,2,17
S01009812,856,829,3,0,24
S01009813,1102,878,59,0,165
S01009814,1118,1062,23,0,33
S01009815,998,970,7,0,21
S01009816,1097,1063,12,3,19
S01009817,837,833,1,0,3
S01009818,926,902,14,2,8
S01009819,1011,986,18,3,4
S01009820,958,920,11,0,27
S01009821,755,712,27,0,16
S01009822,802,765,5,4,28
S01009823,1068,1039,1,0,28
S01009824,1132,1060,8,2,62
S01009825,1300,1248,12,2,38
S01009826,774,750,11,0,13
S01009827,854,810,16,1,27
S01009828,1264,1200,16,1,47
S01009829,1137,1053,17,1,66
S01009830,918,866,10,4,38
S01009831,1164,1107,12,0,45
S01009832,1085,1020,12,2,51
S01009833,624,583,7,4,30
S01009834,1187,1115,33,11,28
S01009835,608,594,1,3,10
S01009836,961,908,40,3,10
S01009837,1024,964,41,3,16
S01009838,757,708,10,3,36
S01009839,1062,992,1,2,67
S01009840,965,958,0,0,7
S01009841,1163,1001,21,5,136
S01009842,960,826,18,9,107
S01009843,745,670,12,1,62
S01009844,704,634,5,5,60
S01009845,1299,1107,20,19,153
S01009846,983,873,24,14,72
S01009847,754,688,10,5,51
S01009848,866,814,17,7,28
S01009849,1005,980,0,8,17
S01009850,984,921,23,4,36
S01009851,1052,1028,6,6,12
S01009852,608,570,27,2,9
S01009853,939,878,36,2,23
S01009854,982,911,41,9,21
S01009855,754,701,23,1,29
S01009856,635,564,41,8,22
S01009857,907,859,13,2,33
S01009858,987,924,27,4,32
S01009859,1109,1013,20,10,66
S01009860,1085,974,8,22,81
S01009861,1484,1248,92,15,129
S01009862,1109,905,88,5,111
S01009863,969,671,122,30,146
S01009864,820,746,31,9,34
S01009865,549,457,51,5,36
S01009866,1002,837,68,10,87
S01009867,1201,1011,46,19,125
S01009868,1104,796,133,31,144
S01009869,846,460,204,19,163
S01009870,889,593,150,30,116
S01009871,984,721,135,2,126
S01009872,818,507,202,19,90
S01009873,913,689,158,4,62
S01009874,1048,877,99,11,61
S01009875,896,372,339,7,178
S01009876,1091,665,195,15,216
S01009877,896,614,205,6,71
S01009878,705,226,396,0,83
S01009879,1025,805,145,13,62
S01009880,1169,535,472,3,159
S01009881,921,344,481,12,84
S01009882,1439,890,258,26,265
S01009883,1226,519,547,8,152
S01009884,996,481,387,8,120
S01009885,899,321,450,0,128
S01009886,813,307,395,5,106
S01009887,1147,622,345,13,167
S01009888,809,344,361,2,102
S01009889,1146,603,389,7,147
S01009890,753,535,132,9,77
S01009891,734,535,123,8,68
S01009892,1159,843,189,3,124
S01009893,976,571,293,16,96
S01009894,991,742,166,10,73
S01009895,888,623,131,22,112
S01009896,1229,881,231,24,93
S01009897,1245,938,207,11,89
S01009898,982,717,202,4,59
S01009899,1020,932,37,4,47
S01009900,1161,1066,14,8,73
S01009901,1054,938,29,11,76
S01009902,1111,932,120,6,53
S01009903,1040,665,319,3,53
S01009904,784,690,46,3,45
S01009905,749,477,160,8,104
S01009906,667,465,133,4,65
S01009907,1239,940,130,17,152
S01009908,1320,1057,163,12,88
S01009909,899,724,63,8,104
S01009910,857,670,86,6,95
S01009911,1235,1094,78,7,56
S01009912,1073,793,225,10,45
S01009913,980,532,310,27,111
S01009914,984,733,177,15,59
S01009915,861,643,182,6,30
S01009916,1257,625,510,24,98
S01009917,858,649,152,9,48
S01009918,889,786,78,2,23
S01009919,1194,944,145,14,91
S01009920,1087,964,64,6,53
S01009921,753,677,42,0,34
S01009922,1260,1114,66,5,75
S01009923,955,867,32,12,44
S01009924,1099,907,128,9,55
S01009925,1170,989,111,7,63
S01009926,997,843,111,8,35
S01009927,614,582,14,4,14
S01009928,914,873,16,3,22
S01009929,562,508,13,3,38
S01009930,1034,913,70,13,38
S01009931,856,832,4,11,9
S01009932,1030,936,52,3,39
S01009933,1651,1353,77,19,202
S01009934,1446,1219,101,14,112
S01009935,714,676,12,1,25
S01009936,1119,971,92,6,50
S01009937,781,550,24,22,185
S01009938,1004,905,28,19,52
S01009939,1185,896,42,37,210
S01009940,837,828,3,0,6
S01009941,1261,768,394,29,70
S01009942,1148,1051,60,1,36
S01009943,1266,1198,39,1,28
S01009944,1089,897,130,4,58
S01009945,1065,991,38,11,25
S01009946,984,872,49,6,57
S01009947,863,790,36,10,27
S01009948,1260,1015,83,11,151
S01009949,963,872,36,3,52
S01009950,727,599,79,9,40
S01009951,858,727,95,6,30
S01009952,1080,1000,40,6,34
S01009953,1319,1097,146,5,71
S01009954,725,496,141,4,84
S01009955,1150,1014,87,4,45
S01009956,862,776,49,4,33
S01009957,1291,1146,85,3,57
S01009958,1162,1098,37,1,26
S01009959,913,807,58,11,37
S01009960,1337,1207,82,16,32
S01009961,674,651,12,3,8
S01009962,1062,1008,37,2,15
S01009963,1135,1096,21,0,18
S01009964,1253,1101,101,7,44
S01009965,923,885,28,3,7
S01009966,1164,1121,21,3,19
S01009967,984,953,16,1,14
S01009968,608,587,15,0,6
S01009969,1358,1327,7,7,17
S01009970,1064,1026,12,3,23
S01009971,1582,1508,52,5,17
S01009972,937,895,24,2,16
S01009973,829,802,10,0,17
S01009974,916,893,3,0,20
S01009975,908,897,1,0,10
S01009976,782,774,1,0,7
S01009977,1099,1080,4,0,15
S01009978,1343,1287,17,2,37
S01009979,1048,1028,4,0,16
S01009980,707,696,1,5,5
S01009981,984,970,1,5,8
S01009982,1030,943,52,10,25
S01009983,663,577,3,0,83
S01009984,1048,967,2,4,75
S01009985,615,556,2,0,57
S01009986,699,673,0,5,21
S01009987,880,860,2,0,18
S01009988,665,629,3,6,27
S01009989,1022,987,15,3,17
S01009990,975,956,17,0,2
S01009991,1042,995,25,2,20
S01009992,945,919,6,4,16
S01009993,826,814,1,8,3
S01009994,725,718,4,1,2
S01009995,653,629,12,1,11
S01009996,918,879,10,1,28
S01009997,648,618,14,0,16
S01009998,934,806,98,8,22
S01009999,886,825,50,3,8
S01010000,860,794,43,7,16
S01010001,798,721,50,11,16
S01010002,1343,1224,78,9,32
S01010003,969,936,20,4,9
S01010004,924,822,83,2,17
S01010005,963,914,15,7,27
S01010006,1261,1168,28,5,60
S01010007,959,906,35,5,13
S01010008,765,700,35,5,25
S01010009,640,597,20,5,18
S01010010,1466,1379,68,5,14
S01010011,828,789,6,11,22
S01010012,1511,1404,66,16,25
S01010013,970,918,26,8,18
S01010014,1278,1134,64,17,63
S01010015,1038,899,90,8,41
S01010016,724,708,8,0,8
S01010017,968,931,16,0,21
S01010018,1180,1075,28,16,61
S01010019,1164,1079,19,4,62
S01010020,993,946,9,14,24
S01010021,806,567,55,1,183
S01010022,1040,929,29,7,75
S01010023,1409,1285,18,14,92
S01010024,806,697,14,7,88
S01010025,891,746,13,17,115
S01010026,1788,1589,23,39,137
S01010027,1894,1658,51,39,146
S01010028,763,698,1,15,49
S01010029,535,501,9,0,25
S01010030,950,854,17,18,61
S01010031,1039,796,17,30,196
S01010032,1550,1099,58,21,372
S01010033,1132,784,150,7,191
S01010034,1422,1110,44,13,255
S01010035,973,569,18,40,346
S01010036,1588,1212,53,36,287
S01010037,1022,981,10,4,27
S01010038,1382,1252,7,14,109
S01010039,1033,899,4,17,113
S01010040,907,803,14,16,74
S01010041,994,904,7,18,65
S01010042,1448,1261,13,12,162
S01010043,1034,943,33,27,31
S01010044,1450,1339,10,24,77
S01010045,824,769,9,11,35
S01010046,1130,1075,5,7,43
