dz_2011,total,owned,social,rented,rentfree
S01006649,696,200,294,182,20
S01006650,909,448,195,252,14
S01006651,725,275,191,249,10
S01006652,678,340,134,186,18
S01006653,714,575,32,95,12
S01006654,861,353,427,57,24
S01006655,333,243,61,25,4
S01006656,888,472,160,237,19
S01006657,595,297,157,127,14
S01006658,1179,349,488,305,37
S01006659,895,623,22,228,22
S01006660,639,145,346,116,32
S01006661,726,501,31,180,14
S01006662,636,122,413,58,43
S01006663,938,393,50,480,15
S01006664,417,254,45,105,13
S01006665,699,385,73,221,20
S01006666,1321,179,1025,64,53
S01006667,1054,216,724,38,76
S01006668,757,380,138,220,19
S01006669,866,246,350,241,29
S01006670,471,224,186,46,15
S01006671,538,223,221,67,27
S01006672,767,187,430,128,22
S01006673,729,200,283,197,49
S01006674,930,107,739,28,56
S01006675,520,70,410,28,12
S01006676,763,142,521,59,41
S01006677,697,235,417,18,27
S01006678,1092,314,712,24,42
S01006679,884,693,126,52,13
S01006680,801,122,611,24,44
S01006681,1022,503,441,43,35
S01006682,812,154,599,28,31
S01006683,1164,545,484,101,34
S01006684,708,323,304,61,20
S01006685,807,331,402,38,36
S01006686,931,412,451,35,33
S01006687,987,513,394,49,31
S01006688,1064,722,294,21,27
S01006689,297,266,0,24,7
S01006690,772,548,129,76,19
S01006691,873,594,159,103,17
S01006692,918,743,76,91,8
S01006693,1130,722,297,85,26
S01006694,1219,428,729,10,52
S01006695,750,507,214,14,15
S01006696,1116,471,568,46,31
S01006697,1122,443,576,40,63
S01006698,913,383,455,25,50
S01006699,820,579,212,18,11
S01006700,1319,799,436,50,34
S01006701,1102,460,586,13,43
S01006702,996,543,419,13,21
S01006703,804,365,394,16,29
S01006704,896,350,491,5,50
S01006705,1004,464,511,2,27
S01006706,854,348,449,13,44
S01006707,772,283,443,10,36
S01006708,892,444,417,5,26
S01006709,1107,622,441,26,18
S01006710,1164,764,339,47,14
S01006711,1146,659,444,8,35
S01006712,664,416,229,11,8
S01006713,997,478,490,1,28
S01006714,934,538,359,17,20
S01006715,1104,329,682,17,76
S01006716,654,274,351,9,20
S01006717,1060,550,470,7,33
S01006718,713,299,390,1,23
S01006719,1015,514,455,4,42
S01006720,786,378,389,2,17
S01006721,1005,551,414,8,32
S01006722,852,440,390,0,22
S01006723,1008,607,357,5,39
S01006724,1262,245,933,19,65
S01006725,1029,444,543,4,38
S01006726,987,134,741,43,69
S01006727,1130,290,765,10,65
S01006728,944,547,351,24,22
S01006729,863,218,577,24,44
S01006730,779,520,229,15,15
S01006731,557,274,266,2,15
S01006732,917,706,101,89,21
S01006733,945,854,2,84,5
S01006734,1078,992,8,72,6
S01006735,952,890,11,50,1
S01006736,920,850,40,26,4
S01006737,822,709,42,64,7
S01006738,655,500,78,62,15
S01006739,525,466,7,51,1
S01006740,1067,652,356,26,33
S01006741,807,486,288,8,25
S01006742,507,356,140,2,9
S01006743,968,626,181,137,24
S01006744,661,520,104,24,13
S01006745,1061,571,402,53,35
S01006746,732,483,227,9,13
S01006747,1077,888,51,101,37
S01006748,1053,863,80,89,21
S01006749,1368,979,346,19,24
S01006750,770,516,219,16,19
S01006751,486,336,133,11,6
S01006752,893,598,262,15,18
S01006753,946,816,97,22,11
S01006754,1225,1166,32,17,10
S01006755,815,603,66,115,31
S01006756,269,176,66,19,8
S01006757,1343,1269,13,51,10
S01006758,710,685,5,20,0
S01006759,646,609,2,30,5
S01006760,628,572,7,46,3
S01006761,1017,907,6,87,17
S01006762,1058,856,102,70,30
S01006763,1176,1072,11,76,17
S01006764,867,844,9,14,0
S01006765,781,688,5,77,11
S01006766,666,642,5,15,4
S01006767,939,692,211,10,26
S01006768,746,726,7,13,0
S01006769,1345,1176,118,38,13
S01006770,767,738,11,9,9
S01006771,570,557,9,2,2
S01006772,1452,1389,9,36,18
S01006773,736,718,4,13,1
S01006774,894,883,0,9,2
S01006775,805,565,199,26,15
S01006776,735,364,331,10,30
S01006777,1080,1058,7,2,13
S01006778,955,818,119,4,14
S01006779,1099,571,484,16,28
S01006780,899,593,262,28,16
S01006781,1030,918,89,11,12
S01006782,985,683,89,199,14
S01006783,680,565,102,5,8
S01006784,726,667,8,50,1
S01006785,714,698,4,10,2
S01006786,1124,1043,64,12,5
S01006787,1121,1008,89,16,8
S01006788,694,596,9,73,16
S01006789,889,587,78,150,74
S01006790,892,477,277,91,47
S01006791,504,239,34,161,70
S01006792,630,296,13,179,142
S01006793,611,316,81,80,134
S01006794,841,637,167,23,14
S01006795,699,650,5,32,12
S01006796,378,333,0,27,18
S01006797,656,392,14,171,79
S01006798,691,442,8,173,68
S01006799,928,597,239,52,40
S01006800,899,713,9,135,42
S01006801,678,531,6,119,22
S01006802,679,264,99,215,101
S01006803,751,451,213,64,23
S01006804,731,443,132,128,28
S01006805,1072,857,70,112,33
S01006806,1015,750,56,149,60
S01006807,523,379,13,83,48
S01006808,890,762,15,82,31
S01006809,960,630,280,34,16
S01006810,1009,712,210,50,37
S01006811,881,625,121,99,36
S01006812,739,503,109,85,42
S01006813,856,568,175,51,62
S01006814,954,853,50,18,33
S01006815,612,280,268,19,45
S01006816,911,790,88,15,18
S01006817,698,453,104,38,103
S01006818,672,528,71,31,42
S01006819,819,587,36,163,33
S01006820,561,505,17,27,12
S01006821,938,779,12,98,49
S01006822,774,572,22,134,46
S01006823,838,776,20,29,13
S01006824,679,276,375,13,15
S01006825,1098,861,220,11,6
S01006826,1184,1034,97,40,13
S01006827,990,642,294,36,18
S01006828,969,719,175,63,12
S01006829,257,187,3,54,13
S01006830,637,516,95,17,9
S01006831,1353,1266,59,15,13
S01006832,931,844,41,34,12
S01006833,689,652,2,26,9
S01006834,255,232,6,9,8
S01006835,1192,858,172,113,49
S01006836,51,28,23,0,0
S01006837,488,401,61,15,11
S01006838,1067,786,202,56,23
S01006839,922,734,167,13,8
S01006840,1184,1136,28,12,8
S01006841,1438,1210,193,26,9
S01006842,1101,988,85,21,7
S01006843,1017,994,6,9,8
S01006844,722,707,4,11,0
S01006845,1016,946,6,53,11
S01006846,849,768,68,9,4
S01006847,794,781,4,6,3
S01006848,798,613,19,156,10
S01006849,399,309,18,70,2
S01006850,1213,966,216,29,2
S01006851,763,514,228,5,16
S01006852,581,547,16,11,7
S01006853,828,627,28,160,13
S01006854,1352,1006,168,101,77
S01006855,746,536,25,153,32
S01006856,881,469,34,223,155
S01006857,971,552,52,271,96
S01006858,611,511,12,83,5
S01006859,1047,953,2,83,9
S01006860,692,423,237,19,13
S01006861,243,226,1,10,6
S01006862,962,764,123,64,11
S01006863,618,446,135,25,12
S01006864,145,53,80,7,5
S01006865,914,805,21,70,18
S01006866,668,643,2,15,8
S01006867,1069,929,50,65,25
S01006868,888,559,292,29,8
S01006869,548,309,36,182,21
S01006870,545,470,41,30,4
S01006871,958,769,106,61,22
S01006872,933,627,25,205,76
S01006873,1081,785,30,196,70
S01006874,609,441,4,126,38
S01006875,666,361,149,109,47
S01006876,1008,802,90,83,33
S01006877,1023,795,12,173,43
S01006878,988,517,117,266,88
S01006879,848,457,27,283,81
S01006880,574,444,7,71,52
S01006881,561,421,22,75,43
S01006882,931,669,248,3,11
S01006883,571,433,90,32,16
S01006884,1000,771,187,25,17
S01006885,688,540,50,80,18
S01006886,755,544,58,123,30
S01006887,422,391,13,15,3
S01006888,704,576,58,42,28
S01006889,681,428,209,30,14
S01006890,976,885,52,36,3
S01006891,675,533,114,20,8
S01006892,622,310,291,8,13
S01006893,1095,604,468,9,14
S01006894,628,433,178,11,6
S01006895,558,352,177,19,10
S01006896,744,723,3,6,12
S01006897,1073,968,79,13,13
S01006898,491,451,17,19,4
S01006899,394,389,0,2,3
S01006900,514,506,0,7,1
S01006901,883,573,278,16,16
S01006902,688,467,207,11,3
S01006903,874,526,283,33,32
S01006904,474,308,130,34,2
S01006905,904,734,112,43,15
S01006906,1058,579,453,11,15
S01006907,619,434,85,78,22
S01006908,869,601,225,33,10
S01006909,264,241,2,16,5
S01006910,333,300,0,25,8
S01006911,316,262,0,38,16
S01006912,262,202,5,45,10
S01006913,549,473,32,21,23
S01006914,777,636,55,53,33
S01006915,835,773,3,49,10
S01006916,267,208,4,38,17
S01006917,113,98,7,3,5
S01006918,472,433,19,15,5
S01006919,541,478,44,13,6
S01006920,583,398,130,44,11
S01006921,415,396,1,13,5
S01006922,587,480,13,53,41
S01006923,700,632,46,16,6
S01006924,429,374,0,35,20
S01006925,553,506,30,15,2
S01006926,310,302,2,6,0
S01006927,275,236,1,29,9
S01006928,1132,885,112,84,51
S01006929,1337,1261,8,53,15
S01006930,803,784,3,14,2
S01006931,420,231,2,161,26
S01006932,479,445,0,28,6
S01006933,896,882,1,12,1
S01006934,597,388,45,121,43
S01006935,1025,1015,2,5,3
S01006936,739,719,8,10,2
S01006937,904,861,13,26,4
S01006938,932,828,75,24,5
S01006939,707,681,0,22,4
S01006940,1111,1066,17,23,5
S01006941,880,793,47,18,22
S01006942,1089,983,50,50,6
S01006943,264,179,14,50,21
S01006944,87,86,0,1,0
S01006945,1094,1024,47,18,5
S01006946,795,721,32,40,2
S01006947,1110,940,92,59,19
S01006948,966,885,44,24,13
S01006949,680,624,9,43,4
S01006950,222,187,0,25,10
S01006951,827,692,115,19,1
S01006952,1092,858,86,116,32
S01006953,1237,1160,29,44,4
S01006954,1090,996,50,38,6
S01006955,574,372,129,67,6
S01006956,708,658,29,18,3
S01006957,810,712,17,62,19
S01006958,1060,943,14,70,33
S01006959,789,523,188,56,22
S01006960,363,335,3,6,19
S01006961,322,245,0,39,38
S01006962,782,735,15,18,14
S01006963,1103,1053,12,30,8
S01006964,870,758,21,84,7
S01006965,557,536,0,21,0
S01006966,811,484,280,23,24
S01006967,820,791,10,18,1
S01006968,1029,822,187,13,7
S01006969,1036,938,75,22,1
S01006970,720,671,40,4,5
S01006971,915,632,213,40,30
S01006972,474,408,16,31,19
S01006973,564,447,67,28,22
S01006974,1319,1117,60,104,38
S01006975,1067,818,20,164,65
S01006976,573,468,4,41,60
S01006977,838,538,46,167,87
S01006978,790,553,90,87,60
S01006979,1349,1034,75,169,71
S01006980,627,462,9,107,49
S01006981,787,556,92,93,46
S01006982,960,709,173,62,16
S01006983,1054,776,163,93,22
S01006984,793,617,33,101,42
S01006985,1317,1004,237,50,26
S01006986,419,312,74,23,10
S01006987,1005,795,129,40,41
S01006988,472,400,7,39,26
S01006989,716,617,31,50,18
S01006990,448,337,30,34,47
S01006991,701,370,178,85,68
S01006992,854,706,4,92,52
S01006993,705,596,19,57,33
S01006994,623,461,23,89,50
S01006995,897,685,54,82,76
S01006996,706,509,156,24,17
S01006997,601,505,31,49,16
S01006998,974,779,117,60,18
S01006999,789,566,29,160,34
S01007000,1151,800,284,42,25
S01007001,935,692,190,33,20
S01007002,428,254,118,42,14
S01007003,533,396,21,83,33
S01007004,1048,835,69,110,34
S01007005,917,732,41,110,34
S01007006,963,636,146,118,63
S01007007,741,537,60,106,38
S01007008,829,489,277,38,25
S01007009,1306,965,217,101,23
S01007010,916,750,110,40,16
S01007011,1106,669,312,90,35
S01007012,999,377,566,21,35
S01007013,828,733,20,53,22
S01007014,991,816,17,97,61
S01007015,735,469,37,208,21
S01007016,538,403,48,53,34
S01007017,1137,679,431,19,8
S01007018,1207,933,238,22,14
S01007019,1010,696,232,59,23
S01007020,969,681,174,74,40
S01007021,1311,940,302,40,29
S01007022,448,384,25,27,12
S01007023,719,476,84,129,30
S01007024,1067,743,124,147,53
S01007025,1050,655,357,10,28
S01007026,916,720,104,66,26
S01007027,1228,930,202,77,19
S01007028,1129,877,74,134,44
S01007029,506,449,8,22,27
S01007030,965,654,272,13,26
S01007031,611,386,117,94,14
S01007032,1137,755,257,98,27
S01007033,1137,766,331,18,22
S01007034,983,636,289,18,40
S01007035,956,472,445,13,26
S01007036,977,745,118,67,47
S01007037,1126,734,331,28,33
S01007038,815,616,157,26,16
S01007039,726,410,293,6,17
S01007040,1067,699,323,24,21
S01007041,976,694,225,27,30
S01007042,889,671,134,72,12
S01007043,1037,760,60,148,69
S01007044,1059,880,78,69,32
S01007045,857,753,10,72,22
S01007046,523,424,27,47,25
S01007047,950,712,163,52,23
S01007048,1310,1058,80,137,35
S01007049,1014,608,347,30,29
S01007050,973,769,121,44,39
S01007051,906,726,127,40,13
S01007052,556,456,65,29,6
S01007053,760,660,29,66,5
S01007054,1041,778,163,71,29
S01007055,476,414,7,36,19
S01007056,781,643,43,67,28
S01007057,870,703,112,36,19
S01007058,822,555,236,13,18
S01007059,1148,853,231,44,20
S01007060,675,297,339,14,25
S01007061,1100,940,43,82,35
S01007062,696,593,33,38,32
S01007063,1376,1129,146,73,28
S01007064,692,549,73,49,21
S01007065,738,609,87,35,7
S01007066,664,542,50,66,6
S01007067,1291,1157,73,50,11
S01007068,738,420,277,33,8
S01007069,910,462,215,230,3
S01007070,754,505,204,38,7
S01007071,1151,853,214,62,22
S01007072,1203,910,90,195,8
S01007073,1508,1057,262,178,11
S01007074,1225,893,310,14,8
S01007075,1091,682,369,27,13
S01007076,926,681,208,25,12
S01007077,883,708,154,13,8
S01007078,1040,644,342,27,27
S01007079,1201,737,392,38,34
S01007080,869,515,276,29,49
S01007081,1093,588,455,30,20
S01007082,705,411,259,15,20
S01007083,869,323,500,27,19
S01007084,818,545,205,32,36
S01007085,1110,690,233,152,35
S01007086,969,435,362,150,22
S01007087,859,534,215,76,34
S01007088,706,297,364,26,19
S01007089,587,569,13,2,3
S01007090,541,515,3,18,5
S01007091,283,270,2,10,1
S01007092,703,401,280,5,17
S01007093,1080,1045,3,22,10
S01007094,1144,1003,99,38,4
S01007095,667,561,24,57,25
S01007096,952,753,133,35,31
S01007097,842,734,39,50,19
S01007098,484,424,7,44,9
S01007099,654,531,91,19,13
S01007100,884,696,106,52,30
S01007101,1221,697,369,107,48
S01007102,774,575,23,130,46
S01007103,814,637,153,6,18
S01007104,477,395,8,56,18
S01007105,654,544,103,4,3
S01007106,929,760,124,24,21
S01007107,650,574,13,35,28
S01007108,654,459,99,68,28
S01007109,983,582,357,18,26
S01007110,964,604,297,45,18
S01007111,547,445,82,13,7
S01007112,888,783,36,47,22
S01007113,770,649,73,17,31
S01007114,867,731,120,7,9
S01007115,719,701,2,4,12
S01007116,687,654,2,19,12
S01007117,667,654,2,1,10
S01007118,978,504,449,6,19
S01007119,1043,405,605,9,24
S01007120,1130,614,461,28,27
S01007121,682,434,197,36,15
S01007122,585,435,107,12,31
S01007123,950,545,341,32,32
S01007124,1080,796,250,20,14
S01007125,759,455,260,23,21
S01007126,1025,413,565,15,32
S01007127,590,372,171,31,16
S01007128,1047,524,493,4,26
S01007129,681,605,9,53,14
S01007130,675,559,47,54,15
S01007131,795,716,48,13,18
S01007132,707,679,18,3,7
S01007133,525,472,10,37,6
S01007134,800,634,76,62,28
S01007135,664,517,21,106,20
S01007136,320,201,7,74,38
S01007137,154,114,12,26,2
S01007138,454,395,8,42,9
S01007139,741,655,62,12,12
S01007140,822,607,24,136,55
S01007141,580,426,18,66,70
S01007142,162,160,0,2,0
S01007143,448,321,12,90,25
S01007144,1476,1136,39,240,61
S01007145,939,751,139,25,24
S01007146,876,745,110,8,13
S01007147,927,861,51,8,7
S01007148,600,590,3,6,1
S01007149,991,958,9,16,8
S01007150,786,732,26,8,20
S01007151,945,870,7,41,27
S01007152,796,730,53,5,8
S01007153,1022,926,68,13,15
S01007154,917,690,110,59,58
S01007155,693,582,64,12,35
S01007156,984,741,153,67,23
S01007157,850,563,224,33,30
S01007158,872,730,106,25,11
S01007159,871,485,329,26,31
S01007160,823,539,191,63,30
S01007161,920,668,147,59,46
S01007162,398,265,80,38,15
S01007163,1044,861,120,41,22
S01007164,812,715,31,51,15
S01007165,856,784,13,49,10
S01007166,1079,936,53,62,28
S01007167,945,897,9,21,18
S01007168,1065,1048,3,12,2
S01007169,946,809,96,35,6
S01007170,709,504,17,158,30
S01007171,903,554,21,277,51
S01007172,815,676,10,98,31
S01007173,632,564,43,24,1
S01007174,696,594,65,30,7
S01007175,707,524,91,78,14
S01007176,1092,648,234,190,20
S01007177,791,373,358,23,37
S01007178,1007,324,628,8,47
S01007179,1265,1096,86,56,27
S01007180,1018,895,94,10,19
S01007181,1087,912,114,39,22
S01007182,1194,964,160,48,22
S01007183,1243,837,314,47,45
S01007184,995,662,233,81,19
S01007185,884,436,342,72,34
S01007186,600,291,188,101,20
S01007187,773,351,256,134,32
S01007188,733,475,117,120,21
S01007189,884,410,352,74,48
S01007190,917,667,189,38,23
S01007191,740,467,209,46,18
S01007192,821,516,251,22,32
S01007193,880,514,323,30,13
S01007194,629,217,359,28,25
S01007195,904,512,276,71,45
S01007196,730,362,301,40,27
S01007197,408,91,303,8,6
S01007198,473,199,254,6,14
S01007199,1102,315,735,12,40
S01007200,931,628,283,8,12
S01007201,1057,734,280,8,35
S01007202,822,491,301,10,20
S01007203,908,691,192,10,15
S01007204,937,635,115,124,63
S01007205,800,515,69,144,72
S01007206,336,235,60,29,12
S01007207,1074,798,226,32,18
S01007208,790,391,272,93,34
S01007209,641,369,96,166,10
S01007210,1042,529,423,72,18
S01007211,778,419,298,46,15
S01007212,786,635,60,77,14
S01007213,807,653,83,59,12
S01007214,881,412,391,46,32
S01007215,944,647,197,82,18
S01007216,808,642,116,38,12
S01007217,896,505,347,36,8
S01007218,787,718,57,6,6
S01007219,1085,718,302,35,30
S01007220,820,545,221,29,25
S01007221,659,522,64,53,20
S01007222,1175,768,349,31,27
S01007223,636,605,2,20,9
S01007224,704,558,85,51,10
S01007225,1015,685,43,230,57
S01007226,897,702,16,139,40
S01007227,1368,1045,167,116,40
S01007228,788,444,66,211,67
S01007229,1207,633,38,354,182
S01007230,1290,372,562,203,153
S01007231,752,294,363,65,30
S01007232,587,180,366,26,15
S01007233,745,506,163,65,11
S01007234,623,380,208,22,13
S01007235,1023,584,251,148,40
S01007236,1110,752,276,67,15
S01007237,770,663,71,17,19
S01007238,986,711,244,16,15
S01007239,1246,980,97,112,57
S01007240,589,334,11,205,39
S01007241,1185,921,57,168,39
S01007242,1087,918,95,50,24
S01007243,1290,1058,65,129,38
S01007244,635,468,24,94,49
S01007245,762,525,112,109,16
S01007246,632,450,51,102,29
S01007247,1061,564,60,277,160
S01007248,857,703,60,68,26
S01007249,545,504,18,17,6
S01007250,751,574,129,39,9
S01007251,654,453,155,30,16
S01007252,794,616,128,35,15
S01007253,748,666,42,24,16
S01007254,849,485,309,30,25
S01007255,1061,395,642,10,14
S01007256,754,418,240,71,25
S01007257,837,373,331,110,23
S01007258,783,456,277,22,28
S01007259,941,530,343,31,37
S01007260,1178,555,573,29,21
S01007261,1015,850,87,58,20
S01007262,737,481,233,7,16
S01007263,1238,871,327,21,19
S01007264,887,673,184,10,20
S01007265,1108,672,354,45,37
S01007266,798,491,182,74,51
S01007267,579,256,44,191,88
S01007268,582,305,2,206,69
S01007269,653,542,28,55,28
S01007270,486,237,39,158,52
S01007271,1115,807,234,51,23
S01007272,1163,534,560,36,33
S01007273,667,456,162,30,19
S01007274,854,544,182,97,31
S01007275,749,518,161,39,31
S01007276,1129,851,242,21,15
S01007277,991,947,13,19,12
S01007278,934,764,21,108,41
S01007279,650,404,13,136,97
S01007280,622,261,29,227,105
S01007281,984,650,52,224,58
S01007282,534,211,40,172,111
S01007283,864,569,128,110,57
S01007284,880,603,107,144,26
S01007285,1003,613,136,166,88
S01007286,1333,919,232,124,58
S01007287,531,347,90,53,41
S01007288,742,463,111,111,57
S01007289,975,872,8,68,27
S01007290,352,227,80,29,16
S01007291,528,378,105,23,22
S01007292,757,654,83,19,1
S01007293,1218,550,632,20,16
S01007294,949,736,168,39,6
S01007295,642,141,446,32,23
S01007296,560,345,107,94,14
S01007297,913,752,51,85,25
S01007298,551,377,150,20,4
S01007299,898,589,186,99,24
S01007300,750,368,341,28,13
S01007301,848,619,122,67,40
S01007302,896,572,273,18,33
S01007303,989,765,123,88,13
S01007304,569,399,44,85,41
S01007305,927,670,152,70,35
S01007306,1013,628,217,124,44
S01007307,945,775,7,119,44
S01007308,783,516,119,62,86
S01007309,735,497,18,166,54
S01007310,943,711,51,144,37
S01007311,933,466,250,132,85
S01007312,851,610,118,93,30
S01007313,871,628,52,135,56
S01007314,890,688,101,78,23
S01007315,768,553,160,36,19
S01007316,1103,680,316,77,30
S01007317,1082,731,226,112,13
S01007318,628,363,229,21,15
S01007319,813,604,140,40,29
S01007320,1022,710,89,84,139
S01007321,618,419,32,128,39
S01007322,839,524,239,51,25
S01007323,579,437,104,14,24
S01007324,294,115,36,79,64
S01007325,757,480,135,109,33
S01007326,1066,530,128,254,154
S01007327,938,493,300,109,36
S01007328,1126,591,371,83,81
S01007329,658,356,118,140,44
S01007330,850,599,159,61,31
S01007331,935,579,241,67,48
S01007332,725,580,56,68,21
S01007333,1149,786,248,79,36
S01007334,944,337,514,44,49
S01007335,1026,462,506,30,28
S01007336,729,367,93,236,33
S01007337,651,358,237,32,24
S01007338,1189,753,373,32,31
S01007339,846,693,65,60,28
S01007340,748,445,150,138,15
S01007341,806,668,66,60,12
S01007342,788,725,15,27,21
S01007343,768,302,85,333,48
S01007344,579,397,63,102,17
S01007345,597,180,324,72,21
S01007346,897,205,592,86,14
S01007347,1156,468,513,144,31
S01007348,879,295,531,34,19
S01007349,688,319,278,78,13
S01007350,684,418,88,162,16
S01007351,669,463,110,68,28
S01007352,526,338,44,91,53
S01007353,671,495,119,26,31
S01007354,806,649,83,45,29
S01007355,1263,991,78,155,39
S01007356,717,505,147,46,19
S01007357,822,596,113,83,30
S01007358,1492,1003,201,203,85
S01007359,930,627,208,88,7
S01007360,808,507,224,68,9
S01007361,995,831,68,91,5
S01007362,1001,867,16,111,7
S01007363,1025,671,279,54,21
S01007364,1095,436,588,44,27
S01007365,439,282,134,17,6
S01007366,581,289,226,45,21
S01007367,633,395,156,62,20
S01007368,690,278,354,36,22
S01007369,1098,829,137,118,14
S01007370,908,579,151,152,26
S01007371,893,694,66,123,10
S01007372,898,774,16,65,43
S01007373,593,525,9,45,14
S01007374,881,742,70,51,18
S01007375,506,443,11,48,4
S01007376,1093,610,413,49,21
S01007377,690,670,0,8,12
S01007378,715,595,56,51,13
S01007379,893,649,194,27,23
S01007380,783,454,202,86,41
S01007381,470,359,8,101,2
S01007382,1041,710,193,126,12
S01007383,784,639,112,16,17
S01007384,1088,791,67,214,16
S01007385,1345,1032,162,135,16
S01007386,877,860,0,15,2
S01007387,906,832,10,38,26
S01007388,788,731,0,35,22
S01007389,966,96,319,539,12
S01007390,440,30,211,191,8
S01007391,671,647,4,18,2
S01007392,448,437,1,10,0
S01007393,887,768,56,46,17
S01007394,763,694,6,53,10
S01007395,1206,759,147,282,18
S01007396,1112,760,170,143,39
S01007397,923,788,72,53,10
S01007398,715,318,353,18,26
S01007399,731,159,501,39,32
S01007400,894,720,130,31,13
S01007401,775,695,52,24,4
S01007402,755,727,0,28,0
S01007403,801,355,48,390,8
S01007404,685,365,54,171,95
S01007405,513,431,31,34,17
S01007406,689,638,4,38,9
S01007407,804,724,38,25,17
S01007408,919,654,217,33,15
S01007409,677,608,36,23,10
S01007410,917,317,525,9,66
S01007411,872,308,501,23,40
S01007412,582,344,217,8,13
S01007413,805,723,45,24,13
S01007414,343,271,67,4,1
S01007415,944,462,440,18,24
S01007416,566,160,365,21,20
