dz_2011,total,employed,unemployed,student,retired,homemaker,sick,inactive_other
S01006562,746,423,11,62,135,40,56,19
S01006563,881,559,11,124,118,32,16,21
S01006564,944,554,37,141,63,35,81,33
S01006565,1082,596,20,289,94,12,38,33
S01006566,742,500,14,136,40,17,21,14
S01006567,965,552,38,168,65,36,67,39
S01006568,985,703,30,154,34,9,29,26
S01006569,616,410,10,99,43,17,20,17
S01006570,672,474,19,61,50,38,17,13
S01006571,915,622,27,119,53,51,14,29
S01006572,936,528,13,91,165,98,11,30
S01006573,487,327,6,47,49,46,3,9
S01006574,688,453,18,56,78,56,10,17
S01006575,863,605,23,67,85,51,20,12
S01006576,686,497,17,62,56,28,10,16
S01006577,758,526,13,89,65,41,11,13
S01006578,1327,954,47,172,64,26,28,36
S01006579,1212,871,39,197,45,18,14,28
S01006580,665,496,13,59,45,26,14,12
S01006581,917,580,10,84,137,63,27,16
S01006582,536,322,24,110,29,12,25,14
S01006583,915,647,27,170,27,18,10,16
S01006584,764,520,26,144,39,15,3,17
S01006585,682,395,30,82,87,16,38,34
S01006586,733,415,25,168,67,8,34,16
S01006587,459,237,19,110,17,8,43,25
S01006588,637,392,19,189,5,4,8,20
S01006589,954,505,46,243,40,22,56,42
S01006590,568,365,22,66,23,10,44,38
S01006591,482,328,13,99,13,6,6,17
S01006592,358,287,10,20,14,15,4,8
S01006593,474,327,17,57,28,18,19,8
S01006594,623,404,18,85,68,16,18,14
S01006595,655,524,14,45,37,15,11,9
S01006596,736,552,16,72,45,28,11,12
S01006597,768,553,24,110,31,11,21,18
S01006598,866,619,15,67,80,47,25,13
S01006599,834,484,21,71,146,28,51,33
S01006600,995,690,21,100,113,32,22,17
S01006601,829,567,28,83,77,21,23,30
S01006602,687,462,11,64,75,33,26,16
S01006603,1019,580,27,54,212,38,71,37
S01006604,678,436,13,39,107,29,30,24
S01006605,579,324,15,21,111,37,49,22
S01006606,1020,605,22,70,184,41,67,31
S01006607,965,590,33,60,140,37,67,38
S01006608,684,451,17,29,105,30,31,21
S01006609,1012,587,29,33,225,42,65,31
S01006610,541,269,14,15,144,29,46,24
S01006611,863,484,21,39,183,32,60,44
S01006612,752,491,20,33,120,38,32,18
S01006613,345,271,7,13,26,22,2,4
S01006614,696,604,5,19,19,29,10,10
S01006615,331,270,6,13,15,14,7,6
S01006616,581,483,9,23,17,28,11,10
S01006617,766,547,14,32,90,29,39,15
S01006618,442,359,8,19,27,16,8,5
S01006619,763,571,15,34,64,26,32,21
S01006620,909,686,19,43,79,30,27,25
S01006621,704,503,12,38,69,24,41,17
S01006622,506,441,12,19,7,15,5,7
S01006623,1097,675,45,55,133,48,84,57
S01006624,692,444,27,31,62,16,39,73
S01006625,648,391,15,39,94,32,44,33
S01006626,651,366,21,27,118,30,51,38
S01006627,573,416,24,32,26,13,39,23
S01006628,976,685,53,54,59,27,55,43
S01006629,649,388,29,29,75,29,61,38
S01006630,620,357,32,22,90,24,67,28
S01006631,826,506,24,45,120,42,55,34
S01006632,702,372,38,21,93,66,59,53
S01006633,687,377,37,44,78,51,63,37
S01006634,564,284,44,40,41,58,59,38
S01006635,704,393,32,23,99,60,55,42
S01006636,689,382,50,28,70,48,69,42
S01006637,454,262,10,75,58,13,16,20
S01006638,861,486,20,152,95,14,62,32
S01006639,760,391,22,175,77,10,56,29
S01006640,150,90,6,16,8,9,10,11
S01006641,791,462,17,154,41,14,69,34
S01006642,748,376,24,233,36,13,45,21
S01006643,971,525,29,321,27,15,37,17
S01006644,517,262,19,120,44,14,34,24
S01006645,1036,470,27,293,91,35,77,43
S01006646,966,446,25,411,20,15,25,24
S01006647,577,277,36,99,52,24,47,42
S01006648,1600,551,41,853,28,14,77,36
S01006649,611,336,32,109,26,18,66,24
S01006650,798,429,30,192,34,25,65,23
S01006651,656,291,25,201,75,13,28,23
S01006652,619,331,20,178,25,15,35,15
S01006653,633,439,6,110,35,18,14,11
S01006654,637,334,26,61,91,25,65,35
S01006655,407,173,10,39,61,9,102,13
S01006656,780,492,13,150,34,22,52,17
S01006657,521,295,16,135,21,18,27,9
S01006658,1009,431,39,365,32,41,66,35
S01006659,801,389,14,322,37,14,13,12
S01006660,513,241,25,132,15,30,34,36
S01006661,642,310,15,215,51,15,21,15
S01006662,529,209,24,157,20,40,44,35
S01006663,1173,390,11,688,36,18,15,15
S01006664,372,175,4,139,27,6,13,8
S01006665,722,329,9,273,46,14,37,14
S01006666,987,506,45,97,116,49,117,57
S01006667,867,393,35,78,165,37,100,59
S01006668,751,301,10,347,41,14,19,19
S01006669,1083,300,14,490,154,19,81,25
S01006670,352,177,4,31,88,6,31,15
S01006671,1190,224,7,847,72,17,14,9
S01006672,599,254,26,152,59,35,45,28
S01006673,846,279,23,415,37,26,38,28
S01006674,673,341,40,57,102,33,51,49
S01006675,392,174,45,55,23,31,39,25
S01006676,572,274,41,51,85,34,58,29
S01006677,576,300,41,60,62,30,59,24
S01006678,834,434,60,61,88,55,89,47
S01006679,739,474,13,64,82,19,53,34
S01006680,588,306,41,64,50,40,53,34
S01006681,770,457,32,39,105,42,65,30
S01006682,557,243,37,77,43,54,55,48
S01006683,875,413,43,165,69,67,63,55
S01006684,578,325,35,58,43,24,63,30
S01006685,633,333,24,52,102,27,66,29
S01006686,697,353,20,44,150,30,68,32
S01006687,745,427,19,54,118,36,57,34
S01006688,757,396,27,52,187,23,53,19
S01006689,417,140,5,223,27,8,7,7
S01006690,641,350,9,107,100,18,32,25
S01006691,724,410,4,125,91,33,45,16
S01006692,734,409,10,109,117,32,40,17
S01006693,874,555,20,95,90,32,46,36
S01006694,857,428,20,40,223,42,62,42
S01006695,599,341,11,28,116,20,57,26
S01006696,801,450,21,61,134,27,67,41
S01006697,799,456,20,59,137,29,57,41
S01006698,685,349,21,34,160,24,61,36
S01006699,611,370,10,36,125,26,25,19
S01006700,997,537,29,95,191,51,54,40
S01006701,800,452,27,34,148,44,69,26
S01006702,770,432,30,32,144,32,71,29
S01006703,552,312,25,33,79,37,33,33
S01006704,629,322,20,26,106,56,60,39
S01006705,728,428,13,36,147,27,45,32
S01006706,573,331,26,17,83,43,40,33
S01006707,546,298,22,28,72,48,56,22
S01006708,676,372,18,29,155,14,64,24
S01006709,834,497,29,33,147,26,71,31
S01006710,908,603,23,54,111,26,56,35
S01006711,858,536,29,34,129,19,71,40
S01006712,538,308,12,22,123,12,38,23
S01006713,750,429,18,21,160,33,59,30
S01006714,682,388,19,37,105,32,69,32
S01006715,731,379,35,44,51,89,78,55
S01006716,464,269,20,24,43,38,36,34
S01006717,793,478,34,36,106,36,65,38
S01006718,499,296,20,23,70,30,43,17
S01006719,753,466,22,35,86,43,70,31
S01006720,580,366,26,35,66,30,35,22
S01006721,748,440,21,44,104,42,54,43
S01006722,635,388,17,35,72,35,58,30
S01006723,747,445,19,42,112,34,61,34
S01006724,825,417,39,39,75,95,106,54
S01006725,753,452,27,40,79,39,68,48
S01006726,608,263,59,36,39,81,78,52
S01006727,772,375,44,30,84,67,116,56
S01006728,686,428,20,32,105,40,46,15
S01006729,608,312,41,36,70,43,68,38
S01006730,567,361,17,41,54,28,47,19
S01006731,429,268,20,18,35,23,39,26
S01006732,808,511,16,131,67,38,30,15
S01006733,627,463,9,34,24,72,10,15
S01006734,784,572,13,53,46,60,27,13
S01006735,719,449,4,53,119,66,19,9
S01006736,666,558,12,28,19,37,5,7
S01006737,612,408,7,48,77,41,22,9
S01006738,553,410,11,41,41,15,15,20
S01006739,435,317,16,15,46,12,18,11
S01006740,791,454,13,35,178,29,62,20
S01006741,621,354,12,23,155,20,37,20
S01006742,365,224,10,13,72,17,19,10
S01006743,736,470,11,31,131,36,39,18
S01006744,524,370,6,29,67,15,19,18
S01006745,797,487,22,35,140,29,55,29
S01006746,551,329,11,29,116,17,33,16
S01006747,967,563,13,134,174,34,31,18
S01006748,841,573,7,56,120,41,27,17
S01006749,1056,739,26,52,107,39,66,27
S01006750,626,430,14,30,93,17,28,14
S01006751,342,224,12,18,52,12,10,14
S01006752,670,426,14,34,101,31,42,22
S01006753,734,479,13,38,135,28,25,16
S01006754,1006,708,18,60,131,41,34,14
S01006755,607,435,9,35,64,39,13,12
S01006756,203,119,5,11,28,15,15,10
S01006757,1043,790,11,65,85,45,26,21
S01006758,559,447,6,45,28,14,7,12
S01006759,484,361,5,21,46,30,14,7
S01006760,503,398,6,30,36,15,9,9
S01006761,822,586,9,40,105,29,29,24
S01006762,802,537,9,51,127,32,28,18
S01006763,867,723,15,48,18,39,9,15
S01006764,655,526,14,44,23,25,11,12
S01006765,614,477,9,48,21,26,11,22
S01006766,498,388,11,39,25,29,3,3
S01006767,659,445,18,43,94,20,19,20
S01006768,552,411,5,62,22,36,6,10
S01006769,1004,719,18,74,72,55,36,30
S01006770,632,475,6,63,48,20,13,7
S01006771,408,313,7,39,6,26,6,11
S01006772,1185,885,30,91,97,37,29,16
S01006773,544,402,5,54,38,27,12,6
S01006774,665,506,8,96,10,33,6,6
S01006775,603,416,15,39,59,21,34,19
S01006776,502,314,14,30,81,17,27,19
S01006777,881,665,10,85,53,31,24,13
S01006778,746,538,13,53,71,25,31,15
S01006779,786,474,20,39,140,41,50,22
S01006780,664,416,19,49,96,33,36,15
S01006781,787,525,9,38,154,24,26,11
S01006782,739,491,9,106,63,34,16,20
S01006783,535,324,7,21,118,29,20,16
S01006784,604,417,4,46,90,14,18,15
S01006785,517,421,9,17,28,23,14,5
S01006786,883,651,17,64,76,39,19,17
S01006787,898,643,15,55,96,44,23,22
S01006788,539,428,12,28,18,23,18,12
S01006789,677,443,11,18,121,39,22,23
S01006790,624,391,11,15,141,22,25,19
S01006791,374,230,16,7,62,31,16,12
S01006792,502,334,11,19,87,20,18,13
S01006793,481,337,9,4,85,17,11,18
S01006794,606,359,18,31,122,39,17,20
S01006795,497,293,6,30,101,49,10,8
S01006796,276,169,8,10,48,21,11,9
S01006797,466,331,11,26,52,29,13,4
S01006798,495,365,8,35,34,35,12,6
S01006799,640,419,19,30,85,44,31,12
S01006800,658,419,13,43,87,71,7,18
S01006801,483,329,8,29,66,29,14,8
S01006802,484,268,41,33,68,41,20,13
S01006803,519,328,12,26,100,23,15,15
S01006804,509,354,9,34,55,29,17,11
S01006805,759,501,18,38,105,53,25,19
S01006806,751,514,27,38,89,37,28,18
S01006807,377,252,19,21,29,34,14,8
S01006808,640,433,12,29,69,59,23,15
S01006809,669,410,31,41,88,56,27,16
S01006810,704,436,30,37,85,59,40,17
S01006811,618,421,21,41,62,48,18,7
S01006812,557,397,19,25,39,41,21,15
S01006813,616,411,16,35,88,34,22,10
S01006814,667,467,22,41,55,55,18,9
S01006815,429,271,15,21,67,18,27,10
S01006816,668,459,18,34,73,50,17,17
S01006817,507,343,25,30,52,31,14,12
S01006818,514,365,9,41,49,34,10,6
S01006819,571,418,11,43,38,45,6,10
S01006820,426,295,7,20,61,28,7,8
S01006821,712,498,17,35,77,53,17,15
S01006822,572,406,14,35,41,52,12,12
S01006823,627,424,4,51,68,48,19,13
S01006824,498,319,21,22,51,32,31,22
S01006825,826,610,13,53,85,28,18,19
S01006826,858,599,17,58,75,69,27,13
S01006827,750,462,24,43,136,40,27,18
S01006828,733,501,16,28,120,28,19,21
S01006829,172,133,3,5,11,13,2,5
S01006830,476,336,8,29,55,28,13,7
S01006831,1045,664,20,90,162,59,27,23
S01006832,682,436,9,61,91,48,30,7
S01006833,512,305,7,42,89,38,18,13
S01006834,182,135,5,7,19,13,0,3
S01006835,849,549,28,39,154,32,26,21
S01006836,40,23,0,0,9,1,4,3
S01006837,359,240,4,25,51,22,10,7
S01006838,742,544,13,49,45,48,31,12
S01006839,687,470,15,46,84,36,22,14
S01006840,875,606,13,66,99,59,15,17
S01006841,1008,739,20,62,72,61,25,29
S01006842,824,570,13,73,80,46,34,8
S01006843,736,596,14,21,44,34,19,8
S01006844,561,432,11,27,44,21,15,11
S01006845,770,597,12,49,56,29,12,15
S01006846,644,498,5,33,46,26,23,13
S01006847,550,415,12,37,29,33,9,15
S01006848,624,442,11,33,44,47,32,15
S01006849,325,216,5,14,48,14,17,11
S01006850,891,671,21,62,30,48,35,24
S01006851,548,368,13,43,47,29,35,13
S01006852,450,332,9,30,38,24,6,11
S01006853,621,424,9,46,61,56,11,14
S01006854,1014,688,14,53,144,64,32,19
S01006855,575,399,14,35,56,53,7,11
S01006856,656,458,13,40,72,52,9,12
S01006857,733,534,9,44,70,50,17,9
S01006858,469,345,7,24,35,35,9,14
S01006859,735,463,9,73,93,79,5,13
S01006860,485,293,16,27,86,27,18,18
S01006861,183,95,4,10,50,8,5,11
S01006862,708,511,13,40,74,35,20,15
S01006863,443,275,9,21,83,15,18,22
S01006864,109,71,2,3,16,3,10,4
S01006865,695,475,20,50,80,43,13,14
S01006866,483,299,9,39,83,40,7,6
S01006867,779,459,20,55,127,67,31,20
S01006868,637,396,12,35,94,58,25,17
S01006869,402,276,5,16,48,33,16,8
S01006870,399,258,8,22,66,24,14,7
S01006871,636,420,15,25,92,54,18,12
S01006872,688,454,11,39,96,62,12,14
S01006873,740,464,10,40,119,74,12,21
S01006874,432,313,5,15,47,35,8,9
S01006875,478,294,15,17,87,25,23,17
S01006876,726,499,9,33,87,51,29,18
S01006877,760,543,13,46,73,48,23,14
S01006878,733,490,16,31,90,50,35,21
S01006879,623,434,11,25,71,39,16,27
S01006880,425,310,3,27,42,29,7,7
S01006881,414,312,6,22,36,21,10,7
S01006882,638,394,13,27,139,28,22,15
S01006883,412,280,9,16,54,25,21,7
S01006884,725,467,16,37,129,40,21,15
S01006885,500,330,12,12,79,38,16,13
S01006886,545,375,15,26,57,53,10,9
S01006887,294,212,5,7,42,17,5,6
S01006888,524,365,13,24,57,38,17,10
S01006889,514,360,15,32,32,31,23,21
S01006890,699,518,8,47,59,51,8,8
S01006891,487,349,10,29,44,32,16,7
S01006892,456,305,17,18,60,25,22,9
S01006893,801,554,26,54,67,47,26,27
S01006894,446,289,7,12,76,28,25,9
S01006895,407,287,14,12,39,22,19,14
S01006896,603,404,8,38,107,25,15,6
S01006897,799,590,6,54,74,44,21,10
S01006898,383,275,6,23,45,11,12,11
S01006899,281,221,6,11,18,18,6,1
S01006900,361,278,4,20,29,16,8,6
S01006901,615,436,24,20,73,31,15,16
S01006902,498,352,10,35,43,29,14,15
S01006903,652,406,16,29,111,39,30,21
S01006904,324,214,7,17,42,21,13,10
S01006905,685,415,13,32,151,24,37,13
S01006906,790,478,32,21,160,25,52,22
S01006907,460,301,11,28,71,14,21,14
S01006908,649,434,6,29,102,33,27,18
S01006909,196,144,1,16,18,9,4,4
S01006910,252,177,4,16,27,19,7,2
S01006911,243,188,3,14,10,19,2,7
S01006912,205,141,5,10,16,19,5,9
S01006913,381,295,10,17,11,38,5,5
S01006914,561,400,9,38,54,39,11,10
S01006915,597,456,8,28,35,51,13,6
S01006916,219,137,2,21,39,12,6,2
S01006917,89,63,0,7,8,6,4,1
S01006918,352,251,2,22,42,21,9,5
S01006919,424,279,6,26,71,23,9,10
S01006920,417,264,9,28,69,23,14,10
S01006921,323,239,7,22,33,14,4,4
S01006922,465,326,3,37,57,25,12,5
S01006923,517,345,15,42,77,25,6,7
S01006924,338,247,6,19,28,19,8,11
S01006925,425,316,6,27,33,28,8,7
S01006926,247,182,4,16,22,16,2,5
S01006927,201,149,2,12,15,13,4,6
S01006928,856,593,15,54,96,52,25,21
S01006929,949,659,18,108,60,87,4,13
S01006930,650,440,15,77,70,35,8,5
S01006931,298,196,3,16,43,23,8,9
S01006932,355,232,3,37,32,43,3,5
S01006933,666,555,9,51,20,22,5,4
S01006934,473,305,6,33,54,29,32,14
S01006935,742,527,13,65,74,40,12,11
S01006936,581,438,4,34,62,27,10,6
S01006937,707,515,8,56,79,30,13,6
S01006938,691,496,16,67,58,29,9,16
S01006939,522,368,8,60,45,27,10,4
S01006940,844,587,11,91,71,53,14,17
S01006941,664,460,9,43,76,37,25,14
S01006942,755,569,11,50,52,47,15,11
S01006943,198,132,2,12,28,15,3,6
S01006944,73,61,1,3,5,3,0,0
S01006945,808,573,15,71,68,50,16,15
S01006946,609,464,6,37,50,31,8,13
S01006947,823,634,13,39,58,50,8,21
S01006948,732,527,9,65,67,40,11,13
S01006949,510,376,11,37,35,38,9,4
S01006950,174,139,4,11,7,6,4,3
S01006951,598,445,8,40,60,23,12,10
S01006952,877,625,13,53,89,47,27,23
S01006953,913,685,14,59,67,56,17,15
S01006954,866,627,14,73,81,49,13,9
S01006955,415,310,10,36,23,18,9,9
S01006956,541,415,10,51,27,18,10,10
S01006957,616,456,15,33,60,22,15,15
S01006958,799,511,12,45,128,59,29,15
S01006959,557,346,10,24,109,25,29,14
S01006960,261,195,0,25,15,16,7,3
S01006961,235,166,2,14,22,21,7,3
S01006962,596,393,10,40,104,26,12,11
S01006963,833,599,17,68,55,58,15,21
S01006964,637,501,17,38,30,34,9,8
S01006965,420,297,10,26,49,23,11,4
S01006966,581,387,23,41,57,36,24,13
S01006967,570,433,11,41,34,30,10,11
S01006968,797,558,15,50,108,32,25,9
S01006969,764,564,15,46,91,26,13,9
S01006970,531,348,8,58,63,34,12,8
S01006971,672,438,14,43,96,34,28,19
S01006972,340,254,5,23,25,22,5,6
S01006973,435,310,10,34,33,28,15,5
S01006974,950,690,24,61,76,64,13,22
S01006975,821,591,25,38,59,60,33,15
S01006976,438,313,9,44,30,24,11,7
S01006977,643,460,18,39,46,48,17,15
S01006978,569,389,24,26,55,39,19,17
S01006979,977,668,26,85,94,63,26,15
S01006980,470,344,11,32,36,28,15,4
S01006981,592,415,13,45,50,42,13,14
S01006982,685,506,10,40,59,48,11,11
S01006983,751,548,22,39,59,50,22,11
S01006984,598,438,11,40,49,33,15,12
S01006985,957,657,14,56,124,46,31,29
S01006986,302,205,6,20,34,20,12,5
S01006987,719,484,11,38,98,42,26,20
S01006988,349,259,3,27,20,26,3,11
S01006989,534,393,12,38,39,41,6,5
S01006990,308,229,4,14,26,19,7,9
S01006991,479,276,16,30,66,44,24,23
S01006992,631,491,13,29,35,31,16,16
S01006993,528,381,12,32,36,38,13,16
S01006994,461,326,13,29,33,32,15,13
S01006995,660,445,18,34,62,56,21,24
S01006996,488,339,13,17,68,25,12,14
S01006997,431,323,8,24,31,31,10,4
S01006998,695,490,18,37,80,34,24,12
S01006999,590,405,16,35,49,51,24,10
S01007000,795,514,21,38,119,48,38,17
S01007001,648,421,14,33,101,33,31,15
S01007002,291,190,13,9,33,26,15,5
S01007003,407,286,17,14,53,22,8,7
S01007004,775,511,19,38,91,65,27,24
S01007005,673,494,16,28,75,35,13,12
S01007006,689,417,23,19,99,63,43,25
S01007007,559,379,20,21,64,49,15,11
S01007008,574,329,18,31,118,32,30,16
S01007009,961,621,40,42,157,42,32,27
S01007010,647,390,15,34,136,30,26,16
S01007011,797,461,36,41,154,39,46,20
S01007012,695,361,33,29,127,55,56,34
S01007013,676,464,15,21,106,37,22,11
S01007014,727,513,19,35,82,55,12,11
S01007015,539,369,16,27,58,45,12,12
S01007016,407,307,9,24,24,31,10,2
S01007017,775,484,21,23,141,42,37,27
S01007018,881,575,17,28,155,58,24,24
S01007019,738,461,14,26,117,51,40,29
S01007020,684,455,12,24,108,28,34,23
S01007021,950,596,17,34,162,48,47,46
S01007022,345,226,11,12,50,14,18,14
S01007023,528,314,4,23,98,37,34,18
S01007024,800,495,23,31,102,72,55,22
S01007025,785,438,19,31,184,43,50,20
S01007026,666,369,18,38,128,33,51,29
S01007027,1009,523,24,26,172,68,165,31
S01007028,948,551,19,34,132,64,128,20
S01007029,390,266,9,13,44,29,17,12
S01007030,681,431,26,32,96,44,28,24
S01007031,424,238,16,19,71,27,34,19
S01007032,858,509,34,33,163,33,62,24
S01007033,867,550,26,37,134,43,43,34
S01007034,694,377,26,31,114,47,69,30
S01007035,714,374,29,32,140,46,59,34
S01007036,693,409,19,33,135,38,39,20
S01007037,805,535,10,21,110,40,57,32
S01007038,596,373,15,27,71,40,50,20
S01007039,519,286,22,26,78,36,38,33
S01007040,731,421,16,17,143,53,46,35
S01007041,713,434,12,38,93,49,59,28
S01007042,623,381,24,30,90,52,31,15
S01007043,756,501,23,50,74,48,41,19
S01007044,762,469,18,30,97,67,48,33
S01007045,656,420,25,24,74,45,48,20
S01007046,392,246,9,24,46,27,24,16
S01007047,712,481,16,28,52,61,51,23
S01007048,981,620,31,41,141,88,42,18
S01007049,731,425,18,35,89,71,66,27
S01007050,703,462,9,35,100,50,24,23
S01007051,677,465,16,26,80,40,31,19
S01007052,396,265,9,21,42,32,20,7
S01007053,564,370,15,28,53,41,36,21
S01007054,753,469,21,30,118,49,44,22
S01007055,367,264,11,20,29,18,16,9
S01007056,589,422,6,30,45,37,27,22
S01007057,673,430,16,34,109,35,30,19
S01007058,587,348,18,29,109,29,38,16
S01007059,841,537,24,41,111,60,42,26
S01007060,493,304,30,33,42,33,34,17
S01007061,819,585,20,64,62,55,19,14
S01007062,533,383,8,34,41,37,19,11
S01007063,1007,673,23,65,111,66,45,24
S01007064,514,352,16,29,48,35,22,12
S01007065,564,389,14,32,58,35,22,14
S01007066,505,336,14,26,51,38,27,13
S01007067,996,664,21,62,123,60,41,25
S01007068,543,309,15,33,81,55,34,16
S01007069,795,565,30,22,59,46,46,27
S01007070,581,366,22,26,58,27,55,27
S01007071,839,563,35,32,88,65,41,15
S01007072,1157,686,16,35,90,73,47,210
S01007073,1363,807,35,38,130,90,50,213
S01007074,889,580,36,43,96,74,32,28
S01007075,771,475,32,40,89,55,49,31
S01007076,657,469,25,31,44,46,27,15
S01007077,657,409,18,30,100,39,37,24
S01007078,772,412,35,53,120,60,51,41
S01007079,837,455,48,32,147,47,69,39
S01007080,626,324,27,22,136,43,47,27
S01007081,781,448,44,44,80,61,68,36
S01007082,486,264,26,27,44,43,50,32
S01007083,667,297,39,26,135,42,87,41
S01007084,588,328,18,24,133,29,34,22
S01007085,824,496,56,41,98,47,52,34
S01007086,780,376,89,26,89,29,97,74
S01007087,679,352,41,25,105,39,73,44
S01007088,471,241,28,16,50,47,46,43
S01007089,434,324,9,11,30,35,15,10
S01007090,419,315,7,18,45,21,6,7
S01007091,201,128,1,13,21,21,8,9
S01007092,521,298,17,24,74,34,48,26
S01007093,821,587,12,48,79,59,24,12
S01007094,860,528,25,49,127,62,35,34
S01007095,507,342,8,32,54,33,22,16
S01007096,694,464,21,39,67,45,36,22
S01007097,648,450,12,32,68,40,26,20
S01007098,386,258,4,12,47,21,29,15
S01007099,469,310,8,21,52,36,31,11
S01007100,663,434,9,28,82,41,50,19
S01007101,882,557,32,42,108,68,41,34
S01007102,578,377,18,31,56,43,34,19
S01007103,573,336,10,24,80,56,36,31
S01007104,369,225,13,11,45,36,19,20
S01007105,474,282,10,12,80,35,36,19
S01007106,701,397,19,38,99,62,57,29
S01007107,489,341,8,19,52,35,20,14
S01007108,507,321,7,28,53,40,39,19
S01007109,714,426,30,28,88,45,68,29
S01007110,699,401,24,35,110,47,59,23
S01007111,390,239,8,14,57,26,30,16
S01007112,685,414,24,26,113,56,32,20
S01007113,568,336,14,30,117,32,22,17
S01007114,642,387,20,37,112,41,26,19
S01007115,532,351,11,33,49,48,26,14
S01007116,502,348,6,29,43,41,23,12
S01007117,476,302,14,31,60,46,9,14
S01007118,679,427,17,33,46,54,64,38
S01007119,733,456,23,40,53,52,70,39
S01007120,850,535,24,35,81,54,84,37
S01007121,478,273,24,31,81,17,37,15
S01007122,414,255,8,23,71,24,20,13
S01007123,710,393,23,25,130,45,65,29
S01007124,774,480,15,47,132,41,36,23
S01007125,579,299,23,30,78,48,62,39
S01007126,738,374,41,28,83,63,100,49
S01007127,453,261,20,22,59,19,42,30
S01007128,764,440,37,26,104,40,67,50
S01007129,504,367,10,31,53,23,11,9
S01007130,508,300,15,29,104,17,24,19
S01007131,590,379,7,45,100,17,30,12
S01007132,535,338,12,38,110,18,17,2
S01007133,487,280,8,21,51,17,97,13
S01007134,617,411,17,29,93,23,26,18
S01007135,520,346,15,27,83,23,15,11
S01007136,240,172,9,14,18,13,9,5
S01007137,114,80,5,5,14,3,5,2
S01007138,338,232,9,12,54,7,13,11
S01007139,565,398,12,16,82,22,27,8
S01007140,625,406,12,39,85,36,28,19
S01007141,434,299,11,25,47,13,27,12
S01007142,118,97,2,5,4,5,4,1
S01007143,345,218,11,24,60,15,11,6
S01007144,1111,732,33,82,145,60,39,20
S01007145,710,403,16,58,173,25,22,13
S01007146,644,384,20,36,143,18,25,18
S01007147,709,450,17,45,140,25,21,11
S01007148,427,308,16,28,44,21,8,2
S01007149,745,505,12,44,116,28,26,14
S01007150,610,317,12,41,183,32,14,11
S01007151,730,514,13,41,89,22,38,13
S01007152,588,364,12,45,123,21,15,8
S01007153,734,451,12,47,160,24,27,13
S01007154,607,386,15,30,111,22,24,19
S01007155,498,287,13,23,126,19,19,11
S01007156,725,496,31,42,77,28,33,18
S01007157,615,406,38,48,47,32,26,18
S01007158,650,463,24,37,66,19,27,14
S01007159,640,347,32,43,115,42,46,15
S01007160,598,375,21,32,91,25,38,16
S01007161,695,407,18,50,114,36,39,31
S01007162,282,161,5,23,56,12,17,8
S01007163,809,502,28,65,143,27,28,16
S01007164,605,381,22,50,102,32,10,8
S01007165,638,411,18,34,109,26,26,14
S01007166,839,490,13,60,190,37,25,24
