output_area,total,white,nonwhite
60QP000657,115,115,0
60QP000658,126,126,0
60QP000659,166,163,3
60QP000660,175,155,20
60QP000661,135,135,0
60QP000662,58,57,1
60QP000663,184,176,8
60QP000664,105,105,0
60QP000665,97,96,1
60QP000666,56,56,0
60QP000667,72,68,4
60QP000668,160,158,2
60QP000669,84,84,0
60QP000670,122,117,5
60QP000671,98,98,0
60QP000672,108,107,1
60QP000673,142,135,7
60QP000674,123,123,0
60QP000675,71,65,6
60QP000676,109,106,3
60QP000677,62,60,2
60QP000678,70,69,1
60QP000679,77,77,0
60QP000680,171,164,7
60QP000681,129,124,5
60QP000682,76,76,0
60QP000683,119,113,6
60QP000684,98,97,1
60QP000685,152,149,3
60QP000686,104,103,1
60QP000687,110,110,0
60QP000688,86,86,0
60QP000689,163,163,0
60QP000690,116,108,8
60QP000691,139,138,1
60QP000692,55,54,1
60QP000693,91,91,0
60QP000694,153,153,0
60QP000695,132,132,0
60QP000696,111,111,0
60QP000697,109,95,14
60QP000698,112,110,2
60QP000699,110,110,0
60QP000700,123,123,0
60QP000701,154,153,1
60QP000702,58,55,3
60QP000703,80,80,0
60QP000704,133,133,0
60QP000705,111,111,0
60QP000706,114,111,3
60QP000707,130,130,0
60QP000708,78,78,0
60QP000709,85,85,0
60QP000710,108,108,0
60QP000711,127,125,2
60QP000712,99,94,5
60QP000713,93,92,1
60QP000714,83,83,0
60QP000715,60,59,1
60QP000716,100,99,1
60QP000717,116,116,0
60QP000718,96,93,3
60QP000719,128,125,3
60QP000720,123,117,6
60QP000721,189,182,7
60QP000722,110,109,1
60QP000723,139,137,2
60QP000724,76,75,1
60QP000725,93,85,8
60QP000726,140,126,14
60QP000727,116,111,5
60QP000728,184,148,36
60QP000729,123,123,0
60QP000730,111,109,2
60QP000731,129,125,4
60QP000732,114,109,5
60QP000733,138,136,2
60QP000734,113,102,11
60QP000735,132,131,1
60QP000736,141,130,11
60QP000737,98,96,2
60QP000738,58,55,3
60QP000739,60,60,0
60QP000740,103,103,0
60QP000741,69,67,2
60QP000742,100,99,1
60QP000743,87,86,1
60QP000744,109,109,0
60QP000745,106,104,2
60QP000746,114,113,1
60QP000747,67,66,1
60QP000748,159,150,9
60QP000749,114,114,0
60QP000750,90,86,4
60QP000751,136,133,3
60QP000752,153,111,42
60QP000753,70,69,1
60QP000754,113,109,4
60QP000755,159,146,13
60QP000756,88,84,4
60QP000757,87,81,6
60QP000758,76,76,0
60QP000759,82,82,0
60QP000760,56,52,4
60QP000761,75,75,0
60QP000762,75,75,0
60QP000763,64,59,5
60QP000764,121,113,8
60QP000765,111,111,0
60QP000766,208,194,14
60QP000767,92,92,0
60QP000768,91,86,5
60QP000769,90,89,1
60QP000770,66,62,4
60QP000771,94,92,2
60QP000772,67,64,3
60QP000773,160,148,12
60QP000774,56,54,2
60QP000775,177,134,43
60QP000776,201,176,25
60QP000777,124,106,18
60QP000778,92,89,3
60QP000779,55,55,0
60QP000780,68,54,14
60QP000781,78,72,6
60QP000782,80,79,1
60QP000783,95,95,0
60QP000784,95,94,1
60QP000785,177,160,17
60QP000786,108,105,3
60QP000787,113,111,2
60QP000788,102,101,1
60QP000789,118,104,14
60QP000790,61,60,1
60QP000791,124,123,1
60QP000792,115,111,4
60QP000793,98,95,3
60QP000794,74,74,0
60QP000795,79,67,12
60QP000796,112,104,8
60QP000797,87,76,11
60QP000798,60,60,0
60QP000799,60,59,1
60QP000800,129,126,3
60QP000801,124,124,0
60QP000802,98,87,11
60QP000803,120,110,10
60QP000804,95,91,4
60QP000805,115,114,1
60QP000806,73,71,2
60QP000807,94,94,0
60QP000808,100,99,1
60QP000809,141,134,7
60QP000810,65,63,2
60QP000811,88,85,3
60QP000812,89,87,2
60QP000813,102,98,4
60QP000814,58,58,0
60QP000815,77,74,3
60QP000816,106,89,17
60QP000817,102,98,4
60QP000818,97,97,0
60QP000819,94,93,1
60QP000820,68,66,2
60QP000821,76,75,1
60QP000822,75,75,0
60QP000823,92,89,3
60QP000824,123,120,3
60QP000825,122,122,0
60QP000826,84,84,0
60QP000827,118,112,6
60QP000828,116,106,10
60QP000829,66,64,2
60QP000830,139,135,4
60QP000831,125,123,2
60QP000832,127,127,0
60QP000833,84,84,0
60QP000834,122,122,0
60QP000835,101,101,0
60QP000836,103,103,0
60QP000837,131,129,2
60QP000838,110,110,0
60QP000839,113,113,0
60QP000840,102,99,3
60QP000841,106,106,0
60QP000842,135,126,9
60QP000843,179,179,0
60QP000844,182,181,1
60QP000845,85,77,8
60QP000846,115,112,3
60QP000847,83,77,6
60QP000848,61,58,3
60QP000849,89,89,0
60QP000850,81,79,2
60QP000851,58,58,0
60QP000852,73,67,6
60QP000853,120,116,4
60QP000854,107,105,2
60QP000855,71,68,3
60QP000856,62,59,3
60QP000857,99,97,2
60QP000858,52,52,0
60QP000859,108,105,3
60QP000860,78,74,4
60QP000861,94,92,2
60QP000862,51,49,2
60QP000863,61,58,3
60QP000864,83,82,1
60QP000865,58,58,0
60QP000866,115,114,1
60QP000867,79,78,1
60QP000868,57,57,0
60QP000869,98,98,0
60QP000870,127,127,0
60QP000871,57,55,2
60QP000872,113,103,10
60QP000873,62,58,4
60QP000874,106,101,5
60QP000875,117,107,10
60QP000876,126,125,1
60QP000877,122,109,13
60QP000878,65,65,0
60QP000879,110,104,6
60QP000880,59,56,3
60QP000881,121,118,3
60QP000882,79,79,0
60QP000883,92,88,4
60QP000884,96,96,0
60QP000885,103,101,2
60QP000886,103,100,3
60QP000887,107,101,6
60QP000888,116,112,4
60QP000889,123,113,10
60QP000890,138,132,6
60QP000891,77,77,0
60QP000892,80,80,0
60QP000893,140,130,10
60QP000894,107,106,1
60QP000895,104,104,0
60QP000896,68,67,1
60QP000897,103,101,2
60QP000898,86,86,0
60QP000899,80,78,2
60QP000900,124,106,18
60QP000901,186,185,1
60QP000902,102,101,1
60QP000903,88,87,1
60QP000904,103,103,0
60QP000905,128,122,6
60QP000906,187,187,0
60QP000907,119,117,2
60QP000908,106,90,16
60QP000909,139,138,1
60QP000910,104,104,0
60QP000911,122,122,0
60QP000912,128,123,5
60QP000913,101,96,5
60QP000914,110,107,3
60QP000915,114,114,0
60QP000916,135,135,0
60QP000917,53,50,3
60QP000918,97,77,20
60QP000919,71,58,13
60QP000920,68,52,16
60QP000921,118,106,12
60QP000922,104,84,20
60QP000923,122,118,4
60QP000924,92,90,2
60QP000925,101,99,2
60QP000926,60,55,5
60QP000927,67,63,4
60QP000928,101,86,15
60QP000929,80,66,14
60QP000930,71,66,5
60QP000931,132,130,2
60QP000932,132,132,0
60QP000933,170,162,8
60QP000934,88,82,6
60QP000935,74,73,1
60QP000936,66,65,1
60QP000937,169,157,12
60QP000938,153,144,9
60QP000939,117,115,2
60QP000940,108,105,3
60QP000941,92,90,2
60QP000942,151,148,3
60QP000943,157,139,18
60QP000944,176,174,2
60QP000945,117,110,7
60QP000946,73,68,5
60QP000947,76,70,6
60QP000948,62,61,1
60QP000949,98,97,1
60QP000950,92,84,8
60QP000951,74,74,0
60QP000952,90,85,5
60QP000953,135,126,9
60QP000954,129,129,0
60QP000955,113,112,1
60QP000956,112,105,7
60QP000957,77,77,0
60QP000958,90,90,0
60QP000959,151,145,6
60QP000960,103,103,0
60QP000961,57,57,0
60QP000962,70,66,4
60QP000963,84,83,1
60QP000964,165,160,5
60QP000965,98,92,6
60QP000966,71,71,0
60QP000967,91,86,5
60QP000968,113,109,4
60QP000969,105,102,3
60QP000970,59,58,1
60QP000971,86,80,6
60QP000972,98,94,4
60QP000973,118,115,3
60QP000974,81,79,2
60QP000975,97,90,7
60QP000976,119,114,5
60QP000977,65,61,4
60QP000978,126,126,0
60QP000979,104,93,11
60QP000980,69,66,3
60QP000981,109,104,5
60QP000982,71,69,2
60QP000983,76,73,3
60QP000984,87,80,7
60QP000985,143,129,14
60QP000986,103,90,13
60QP000987,87,84,3
60QP000988,109,103,6
60QP000989,87,86,1
60QP000990,87,86,1
60QP000991,95,93,2
60QP000992,80,75,5
60QP000993,67,67,0
60QP000994,127,109,18
60QP000995,61,61,0
60QP000996,96,91,5
60QP000997,102,91,11
60QP000998,96,95,1
60QP000999,83,78,5
60QP001000,77,71,6
60QP001001,61,57,4
60QP001002,117,112,5
60QP001003,100,96,4
60QP001004,87,85,2
60QP001005,106,104,2
60QP001006,69,69,0
60QP001007,91,90,1
60QP001008,80,80,0
60QP001009,139,138,1
60QP001010,125,125,0
60QP001011,85,80,5
60QP001012,96,90,6
60QP001013,63,61,2
60QP001014,54,51,3
60QP001015,109,109,0
60QP001016,78,77,1
60QP001017,77,72,5
60QP001018,91,91,0
60QP001019,91,84,7
60QP001020,85,80,5
60QP001021,187,165,22
60QP001022,94,94,0
60QP001023,98,97,1
60QP001024,118,115,3
60QP001025,53,53,0
60QP001026,59,58,1
60QP001027,57,56,1
60QP001028,86,86,0
60QP001029,71,64,7
60QP001030,97,97,0
60QP001031,55,54,1
60QP001032,114,110,4
60QP001033,66,59,7
60QP001034,104,97,7
60QP001035,102,101,1
60QP001036,97,86,11
60QP001037,59,56,3
60QP001038,81,81,0
60QP001039,79,76,3
60QP001040,60,60,0
60QP001041,153,145,8
60QP001042,110,109,1
60QP001043,60,56,4
60QP001044,66,63,3
60QP001045,107,103,4
60QP001046,71,67,4
60QP001047,93,90,3
60QP001048,167,167,0
60QP001049,61,58,3
60QP001050,63,59,4
60QP001051,147,139,8
60QP001052,64,58,6
60QP001053,112,99,13
60QP001054,92,91,1
60QP001055,58,56,2
60QP001056,119,119,0
60QP001057,97,97,0
60QP001058,83,82,1
60QP001059,51,50,1
60QP001060,116,113,3
60QP001061,80,77,3
60QP001062,136,132,4
60QP001063,129,128,1
60QP001064,133,132,1
60QP001065,119,114,5
60QP001066,111,111,0
60QP001067,123,123,0
60QP001068,87,87,0
60QP001069,111,107,4
60QP001070,64,64,0
60QP001071,105,102,3
60QP001072,73,71,2
60QP001073,104,104,0
60QP001074,141,139,2
60QP001075,126,119,7
60QP001076,115,113,2
60QP001077,135,135,0
60QP001078,111,110,1
60QP001079,89,88,1
60QP001080,104,103,1
60QP001081,123,121,2
60QP001082,191,191,0
60QP001083,121,121,0
60QP001084,143,140,3
60QP001085,103,98,5
60QP001086,110,107,3
60QP001087,97,97,0
60QP001088,95,95,0
60QP001089,106,106,0
60QP001090,94,86,8
60QP001091,124,124,0
60QP001092,179,179,0
60QP001093,135,135,0
60QP001094,114,113,1
60QP001095,131,127,4
60QP001096,108,108,0
60QP001097,116,116,0
60QP001098,113,113,0
60QP001099,108,106,2
60QP001100,99,98,1
60QP001101,125,119,6
60QP001102,123,119,4
60QP001103,126,114,12
60QP001104,135,107,28
60QP001105,135,132,3
60QP001106,129,126,3
60QP001107,115,112,3
60QP001108,63,63,0
60QP001109,123,118,5
60QP001110,132,123,9
60QP001111,62,61,1
60QP001112,74,73,1
60QP001113,197,185,12
60QP001114,70,65,5
60QP001115,69,67,2
60QP001116,96,95,1
60QP001117,96,96,0
60QP001118,73,67,6
60QP001119,105,100,5
60QP001120,98,98,0
60QP001121,83,81,2
60QP001122,149,142,7
60QP001123,90,88,2
60QP001124,148,142,6
60QP001125,96,96,0
60QP001126,121,120,1
60QP001127,77,76,1
60QP001128,107,103,4
60QP001129,121,116,5
60QP001130,112,109,3
60QP001131,133,133,0
60QP001132,122,121,1
60QP001133,112,105,7
60QP001134,115,111,4
60QP001135,88,88,0
60QP001136,67,64,3
60QP001137,86,86,0
60QP001138,96,86,10
60QP001139,90,89,1
60QP001140,103,102,1
60QP001141,97,96,1
60QP001142,92,92,0
60QP001143,66,66,0
60QP001144,192,190,2
60QP001145,129,128,1
60QP001146,121,121,0
60QP001147,100,93,7
60QP001148,123,123,0
60QP001149,111,105,6
60QP001150,108,108,0
60QP001151,115,115,0
60QP001152,116,96,20
60QP001153,93,93,0
60QP001154,126,119,7
60QP001155,104,101,3
60QP001156,132,131,1
60QP001157,126,121,5
60QP001158,148,145,3
60QP001159,68,68,0
60QP001160,132,132,0
60QP001161,74,72,2
60QP001162,118,110,8
60QP001163,87,80,7
60QP001164,166,156,10
60QP001165,128,122,6
60QP001166,187,178,9
60QP001167,154,143,11
60QP001168,76,75,1
60QP001169,86,85,1
60QP001170,107,102,5
60QP001171,96,79,17
60QP001172,80,78,2
60QP001173,71,69,2
60QP001174,117,114,3
60QP001175,112,105,7
60QP001176,146,134,12
60QP001177,90,89,1
60QP001178,83,81,2
60QP001179,69,68,1
60QP001180,102,100,2
60QP001181,93,87,6
60QP001182,97,96,1
60QP001183,195,186,9
60QP001184,133,132,1
60QP001185,156,147,9
60QP001186,211,207,4
60QP001187,177,166,11
60QP001188,181,165,16
60QP001189,121,115,6
60QP001190,127,117,10
60QP001191,104,100,4
60QP001192,121,120,1
60QP001193,137,135,2
60QP001194,71,70,1
60QP001195,107,105,2
60QP001196,173,173,0
60QP001197,106,105,1
60QP001198,95,87,8
60QP001199,143,137,6
60QP001200,90,90,0
60QP001201,72,72,0
60QP001202,83,82,1
60QP001203,99,99,0
60QP001204,141,137,4
60QP001205,140,137,3
60QP001206,128,126,2
60QP001207,138,137,1
60QP001208,115,115,0
60QP001209,84,82,2
60QP001210,120,116,4
60QP001211,110,110,0
60QP001212,82,82,0
60QP001213,128,127,1
60QP001214,90,82,8
60QP001215,137,114,23
60QP001216,71,70,1
60QP001217,100,90,10
60QP001218,67,65,2
60QP001219,66,66,0
60QP001220,101,92,9
60QP001221,63,58,5
60QP001222,95,92,3
60QP001223,90,90,0
60QP001224,86,82,4
60QP001225,55,54,1
60QP001226,90,85,5
60QP001227,101,98,3
60QP001228,94,91,3
60QP001229,56,56,0
60QP001230,57,53,4
60QP001231,172,163,9
60QP001232,128,119,9
60QP001233,112,110,2
60QP001234,120,115,5
60QP001235,131,125,6
60QP001236,126,112,14
60QP001237,99,90,9
60QP001238,170,159,11
60QP001239,171,162,9
60QP001240,98,98,0
60QP001241,133,119,14
60QP001242,188,161,27
60QP001243,116,105,11
60QP001244,77,70,7
60QP001245,177,149,28
60QP001246,148,142,6
60QP001247,141,123,18
60QP001248,95,87,8
60QP001249,109,105,4
60QP001250,139,133,6
60QP001251,117,110,7
60QP001252,141,130,11
60QP001253,133,126,7
60QP001254,97,90,7
60QP001255,82,79,3
60QP001256,89,84,5
60QP001257,98,80,18
60QP001258,149,144,5
60QP001259,101,94,7
60QP001260,70,70,0
60QP001261,107,100,7
60QP001262,77,77,0
60QP001263,103,94,9
60QP001264,101,99,2
60QP001265,106,96,10
60QP001266,94,82,12
60QP001267,93,80,13
60QP001268,65,61,4
60QP001269,91,84,7
60QP001270,183,144,39
60QP001271,86,82,4
60QP001272,81,72,9
60QP001273,113,107,6
60QP001274,80,69,11
60QP001275,81,77,4
60QP001276,84,80,4
60QP001277,109,103,6
60QP001278,99,92,7
60QP001279,145,109,36
60QP001280,191,182,9
60QP001281,167,155,12
60QP001282,236,200,36
60QP001283,158,144,14
60QP001284,191,164,27
60QP001285,164,147,17
60QP001286,180,164,16
60QP001287,148,135,13
60QP001288,89,85,4
60QP001289,191,161,30
60QP001290,192,176,16
60QP001291,136,123,13
60QP001292,130,124,6
60QP001293,114,94,20
60QP001294,153,122,31
60QP001295,161,144,17
60QP001296,211,201,10
60QP001297,174,162,12
60QP001298,130,120,10
60QP001299,212,192,20
60QP001300,172,160,12
60QP001301,227,213,14
60QP001302,150,140,10
60QP001303,257,243,14
60QP001304,150,142,8
60QP001305,125,100,25
60QP001306,190,169,21
60QP001307,113,107,6
60QP001308,165,155,10
60QP001309,66,66,0
60QP001310,162,156,6
60QP001311,172,164,8
60QP001312,134,129,5
60QP001313,82,71,11
60QP001314,135,119,16
60QP001315,113,101,12
60QP001316,122,107,15
60QP001317,98,90,8
60QP001318,139,134,5
60QP001319,72,63,9
60QP001320,94,91,3
60QP001321,108,105,3
60QP001322,126,120,6
60QP001323,111,107,4
60QP001324,109,106,3
60QP001325,123,114,9
60QP001326,142,138,4
60QP001327,118,112,6
60QP001328,130,114,16
60QP001329,75,70,5
60QP001330,114,104,10
60QP001331,163,156,7
60QP001332,131,131,0
60QP001333,83,68,15
60QP001334,148,131,17
60QP001335,139,132,7
60QP001336,209,194,15
60QP001337,80,78,2
60QP001338,203,193,10
60QP001339,110,103,7
60QP001340,75,70,5
60QP001341,129,125,4
60QP001342,133,126,7
60QP001343,119,113,6
60QP001344,98,92,6
60QP001345,118,108,10
60QP001346,68,63,5
60QP001347,91,85,6
60QP001348,88,87,1
60QP001349,113,108,5
60QP001350,96,87,9
60QP001351,116,116,0
60QP001352,140,80,60
60QP001353,179,175,4
60QP001354,86,77,9
60QP001355,59,54,5
60QP001356,138,132,6
60QP001357,195,193,2
60QP001358,204,201,3
60QP001359,127,127,0
60QP001360,58,51,7
60QP001361,70,65,5
60QP001362,85,84,1
60QP001363,102,101,1
60QP001364,90,88,2
60QP001365,182,170,12
60QP001366,186,178,8
60QP001367,78,78,0
60QP001368,141,138,3
60QP001369,178,176,2
60QP001370,134,124,10
60QP001371,111,108,3
60QP001372,125,125,0
60QP001373,81,79,2
60QP001374,140,128,12
60QP001375,125,115,10
60QP001376,133,130,3
60QP001377,156,150,6
60QP001378,115,111,4
60QP001379,94,93,1
60QP001380,166,161,5
60QP001381,153,150,3
60QP001382,134,131,3
60QP001383,78,75,3
60QP001384,156,148,8
60QP001385,147,141,6
60QP001386,206,186,20
60QP001387,95,95,0
60QP001388,131,131,0
60QP001389,126,117,9
60QP001390,149,141,8
60QP001391,131,121,10
60QP001392,173,167,6
60QP001393,91,90,1
60QP001394,119,119,0
60QP001395,146,127,19
60QP001396,168,168,0
60QP001397,121,108,13
60QP001398,114,110,4
60QP001399,121,116,5
60QP001400,79,75,4
60QP001401,109,102,7
60QP001402,141,141,0
60QP001403,115,112,3
60QP001404,144,136,8
60QP001405,118,109,9
60QP001406,97,90,7
60QP001407,170,158,12
60QP001408,157,149,8
60QP001409,126,120,6
60QP001410,68,62,6
60QP001411,93,92,1
60QP001412,100,97,3
60QP001413,65,61,4
60QP001414,77,73,4
60QP001415,109,84,25
60QP001416,233,171,62
60QP001417,161,153,8
60QP001418,95,93,2
60QP001419,186,166,20
60QP001420,143,135,8
60QP001421,156,154,2
60QP001422,128,128,0
60QP001423,155,148,7
60QP001424,118,110,8
60QP001425,96,95,1
60QP001426,117,117,0
60QP001427,85,83,2
60QP001428,111,105,6
60QP001429,80,78,2
60QP001430,84,78,6
60QP001431,66,62,4
60QP001432,56,51,5
60QP001433,115,109,6
60QP001434,96,96,0
60QP001435,157,151,6
60QP001436,116,108,8
60QP001437,62,59,3
60QP001438,213,207,6
60QP001439,143,133,10
60QP001440,114,108,6
60QP001441,67,61,6
60QP001442,131,128,3
60QP001443,102,100,2
60QP001444,78,76,2
60QP001445,137,137,0
60QP001446,103,102,1
60QP001447,79,78,1
60QP001448,128,120,8
60QP001449,143,140,3
60QP001450,73,71,2
60QP001451,76,76,0
60QP001452,196,183,13
60QP001453,145,140,5
60QP001454,196,176,20
60QP001455,195,177,18
60QP001456,115,102,13
60QP001457,100,85,15
60QP001458,108,103,5
60QP001459,75,74,1
60QP001460,134,129,5
60QP001461,121,108,13
60QP001462,143,135,8
60QP001463,93,87,6
60QP001464,69,66,3
60QP001465,206,196,10
60QP001466,203,188,15
60QP001467,74,70,4
60QP001468,77,67,10
60QP001469,175,169,6
60QP001470,148,140,8
60QP001471,156,126,30
60QP001472,92,85,7
60QP001473,100,98,2
60QP001474,80,64,16
60QP001475,71,69,2
60QP001476,84,79,5
60QP001477,203,196,7
60QP001478,142,128,14
60QP001479,127,115,12
60QP001480,190,182,8
60QP001481,123,118,5
60QP001482,133,123,10
60QP001483,120,105,15
60QP001484,129,118,11
60QP001485,155,129,26
60QP001486,183,159,24
60QP001487,141,141,0
60QP001488,158,151,7
60QP001489,68,66,2
60QP001490,79,79,0
60QP001491,145,139,6
60QP001492,130,129,1
60QP001493,131,130,1
60QP001494,112,112,0
60QP001495,120,120,0
60QP001496,64,63,1
60QP001497,168,168,0
60QP001498,107,104,3
60QP001499,188,184,4
60QP001500,176,172,4
60QP001501,141,141,0
60QP001502,133,131,2
60QP001503,115,111,4
60QP001504,104,102,2
60QP001505,140,135,5
60QP001506,138,134,4
60QP001507,174,174,0
60QP001508,127,124,3
60QP001509,81,81,0
60QP001510,88,87,1
60QP001511,123,120,3
60QP001512,120,117,3
60QP001513,115,107,8
60QP001514,144,140,4
60QP001515,169,165,4
60QP001516,82,79,3
60QP001517,88,85,3
60QP001518,81,79,2
60QP001519,87,85,2
60QP001520,73,71,2
60QP001521,81,79,2
60QP001522,87,81,6
60QP001523,63,63,0
60QP001524,116,105,11
60QP001525,86,86,0
60QP001526,147,147,0
60QP001527,99,98,1
60QP001528,78,75,3
60QP001529,85,83,2
60QP001530,107,107,0
60QP001531,104,96,8
60QP001532,117,111,6
60QP001533,161,150,11
60QP001534,144,140,4
60QP001535,85,80,5
60QP001536,83,83,0
60QP001537,104,100,4
60QP001538,114,111,3
60QP001539,168,168,0
60QP001540,164,163,1
60QP001541,93,93,0
60QP001542,54,54,0
60QP001543,128,122,6
60QP001544,163,157,6
60QP001545,186,183,3
60QP001546,116,109,7
60QP001547,119,112,7
60QP001548,105,102,3
60QP001549,127,119,8
60QP001550,165,143,22
60QP001551,117,108,9
60QP001552,121,121,0
60QP001553,107,99,8
60QP001554,86,86,0
60QP001555,115,109,6
60QP001556,105,101,4
60QP001557,112,109,3
60QP001558,118,118,0
60QP001559,100,100,0
60QP001560,124,124,0
60QP001561,110,110,0
60QP001562,102,100,2
60QP001563,138,138,0
60QP001564,162,151,11
60QP001565,121,111,10
60QP001566,185,184,1
60QP001567,180,164,16
60QP001568,154,134,20
60QP001569,123,111,12
60QP001570,206,194,12
60QP001571,161,155,6
60QP001572,139,126,13
60QP001573,153,136,17
60QP001574,132,127,5
60QP001575,125,119,6
60QP001576,132,123,9
60QP001577,143,126,17
60QP001578,142,121,21
60QP001579,159,153,6
60QP001580,164,164,0
60QP001581,96,96,0
60QP001582,142,137,5
60QP001583,102,99,3
60QP001584,113,112,1
60QP001585,117,115,2
60QP001586,136,136,0
60QP001587,124,124,0
60QP001588,130,130,0
60QP001589,112,112,0
60QP001590,145,134,11
60QP001591,91,87,4
60QP001592,112,112,0
60QP001593,114,110,4
60QP001594,146,145,1
60QP001595,120,118,2
60QP001596,110,109,1
60QP001597,165,156,9
60QP001598,119,112,7
60QP001599,202,191,11
60QP001600,102,96,6
60QP001601,177,169,8
60QP001602,172,172,0
60QP001603,108,107,1
60QP001604,68,68,0
60QP001605,131,127,4
60QP001606,153,146,7
60QP001607,157,149,8
60QP001608,132,132,0
60QP001609,95,95,0
60QP001610,187,187,0
60QP001611,135,122,13
60QP001612,129,127,2
60QP001613,77,72,5
60QP001614,142,142,0
60QP001615,179,173,6
60QP001616,142,139,3
60QP001617,217,212,5
60QP001618,169,169,0
60QP001619,145,139,6
60QP001620,110,110,0
60QP001621,110,106,4
60QP001622,115,114,1
60QP001623,129,123,6
60QP001624,129,129,0
60QP001625,103,98,5
60QP001626,99,99,0
60QP001627,87,86,1
60QP001628,103,97,6
60QP001629,136,133,3
60QP001630,169,165,4
60QP001631,107,96,11
60QP001632,114,114,0
60QP001633,113,113,0
60QP001634,84,75,9
60QP001635,87,86,1
60QP001636,56,49,7
60QP001637,90,79,11
60QP001638,98,90,8
60QP001639,80,76,4
60QP001640,94,87,7
60QP001641,138,134,4
60QP001642,73,72,1
60QP001643,170,165,5
60QP001644,177,177,0
60QP001645,131,131,0
60QP001646,83,80,3
60QP001647,96,95,1
60QP001648,172,167,5
60QP001649,108,103,5
60QP001650,161,154,7
60QP001651,113,105,8
60QP001652,104,102,2
60QP001653,99,95,4
60QP001654,135,126,9
60QP001655,61,58,3
60QP001656,104,97,7
60QP001657,53,48,5
60QP001658,70,61,9
60QP001659,142,124,18
60QP001660,80,80,0
60QP001661,78,72,6
60QP001662,60,59,1
60QP001663,63,58,5
60QP001664,59,59,0
60QP001665,56,52,4
60QP001666,76,72,4
60QP001667,106,102,4
60QP001668,77,74,3
60QP001669,85,85,0
60QP001670,95,90,5
60QP001671,102,87,15
60QP001672,97,97,0
60QP001673,107,100,7
60QP001674,149,143,6
60QP001675,86,83,3
60QP001676,125,122,3
60QP001677,116,111,5
60QP001678,202,178,24
60QP001679,79,73,6
60QP001680,108,105,3
60QP001681,90,87,3
60QP001682,57,56,1
60QP001683,53,53,0
60QP001684,69,65,4
60QP001685,74,74,0
60QP001686,58,49,9
60QP001687,118,113,5
60QP001688,91,83,8
60QP001689,99,90,9
60QP001690,116,106,10
60QP001691,132,126,6
60QP001692,71,66,5
60QP001693,125,122,3
60QP001694,111,105,6
60QP001695,104,102,2
60QP001696,92,89,3
60QP001697,167,155,12
60QP001698,144,137,7
60QP001699,171,150,21
