"output_area","total","non_catholic_christian","catholic_christian","jewish","muslim","none","other"
"60QT000511",66,52,0,0,0,14,0
"60QT000512",126,90,3,0,0,32,1
"60QT000513",121,92,5,0,0,17,7
"60QT000514",82,62,7,0,0,10,3
"60QT000515",142,93,5,0,0,28,16
"60QT000516",56,23,5,0,4,21,3
"60QT000517",92,46,2,0,1,33,10
"60QT000518",89,44,6,0,0,33,6
"60QT000519",71,31,10,0,0,26,4
"60QT000520",112,55,12,0,1,40,4
"60QT000521",156,80,18,0,0,46,12
"60QT000522",71,35,7,0,0,23,6
"60QT000523",135,74,6,0,0,35,20
"60QT000524",157,104,7,0,0,42,4
"60QT000525",115,62,8,0,0,41,4
"60QT000526",64,45,7,0,0,7,5
"60QT000527",196,136,11,0,4,43,2
"60QT000528",100,74,3,0,0,19,4
"60QT000529",80,36,8,0,0,26,10
"60QT000530",124,98,5,0,1,18,2
"60QT000531",162,81,34,0,1,45,1
"60QT000532",121,77,10,0,0,25,9
"60QT000533",88,57,8,0,0,22,1
"60QT000534",97,66,9,0,0,16,6
"60QT000535",88,67,1,0,2,15,3
"60QT000536",101,87,6,0,2,6,0
"60QT000537",193,136,18,0,0,21,18
"60QT000538",92,57,5,0,0,26,4
"60QT000539",112,75,6,0,0,27,4
"60QT000540",171,101,15,0,0,51,4
"60QT000541",84,48,9,0,0,25,2
"60QT000542",207,116,25,0,0,56,10
"60QT000543",77,48,8,0,0,18,3
"60QT000544",104,64,5,0,0,30,5
"60QT000545",196,107,10,0,0,72,7
"60QT000546",173,113,9,1,0,42,8
"60QT000547",96,55,10,0,0,27,4
"60QT000548",60,28,5,0,1,18,8
"60QT000549",83,53,1,0,0,26,3
"60QT000550",85,43,3,0,0,34,5
"60QT000551",73,40,4,0,2,22,5
"60QT000552",128,81,7,0,0,30,10
"60QT000553",105,58,6,0,0,36,5
"60QT000554",90,75,6,0,0,6,3
"60QT000555",103,78,5,0,0,13,7
"60QT000556",139,87,13,0,0,37,2
"60QT000557",66,46,3,0,0,14,3
"60QT000558",128,65,6,0,1,49,7
"60QT000559",123,64,10,0,0,41,8
"60QT000560",122,45,20,0,0,49,8
"60QT000561",154,86,8,0,0,51,9
"60QT000562",158,113,7,0,0,31,7
"60QT000563",134,61,7,0,0,55,11
"60QT000564",85,53,8,0,0,22,2
"60QT000565",185,106,12,0,0,52,15
"60QT000566",118,47,21,0,15,24,11
"60QT000567",201,149,21,0,0,31,0
"60QT000568",112,61,12,0,0,33,6
"60QT000569",113,68,12,0,0,28,5
"60QT000570",150,85,15,0,0,38,12
"60QT000571",79,43,13,0,0,17,6
"60QT000572",157,96,10,0,0,45,6
"60QT000573",116,65,6,0,0,37,8
"60QT000574",101,54,8,0,0,37,2
"60QT000575",282,158,19,0,2,64,39
"60QT000576",113,87,5,0,0,18,3
"60QT000577",107,77,8,0,0,22,0
"60QT000578",130,82,5,0,0,38,5
"60QT000579",140,91,9,0,0,35,5
"60QT000580",120,81,4,0,0,30,5
"60QT000581",119,80,11,0,0,23,5
"60QT000582",173,123,5,0,0,40,5
"60QT000583",163,111,9,0,0,37,6
"60QT000584",191,114,20,0,0,52,5
"60QT000585",103,64,5,0,0,30,4
"60QT000586",70,53,2,0,0,11,4
"60QT000587",120,88,12,0,0,19,1
"60QT000588",114,77,2,0,0,29,6
"60QT000589",153,103,5,0,0,38,7
"60QT000590",77,56,5,0,0,11,5
"60QT000591",131,85,6,0,0,34,6
"60QT000592",144,84,10,0,0,47,3
"60QT000593",198,123,15,0,0,54,6
"60QT000594",138,107,13,0,0,17,1
"60QT000595",158,102,8,0,0,45,3
"60QT000596",174,108,14,0,0,52,0
"60QT000597",126,66,8,0,0,40,12
"60QT000598",112,78,7,0,0,25,2
"60QT000599",148,82,17,0,0,41,8
"60QT000600",89,54,7,0,0,27,1
"60QT000601",131,92,7,0,6,25,1
"60QT000602",54,36,0,0,0,17,1
"60QT000603",167,106,9,0,0,48,4
"60QT000604",95,79,5,0,0,9,2
"60QT000605",118,90,6,0,0,17,5
"60QT000606",67,51,2,0,3,7,4
"60QT000607",53,26,0,0,0,23,4
"60QT000608",93,67,2,0,0,24,0
"60QT000609",119,65,13,0,0,38,3
"60QT000610",129,81,8,0,0,39,1
"60QT000611",121,76,5,0,0,35,5
"60QT000612",113,69,4,0,0,34,6
"60QT000613",120,67,7,0,10,30,6
"60QT000614",91,50,9,0,0,25,7
"60QT000615",100,77,1,0,0,20,2
"60QT000616",119,79,16,0,0,15,9
"60QT000617",111,77,11,0,0,18,5
"60QT000618",100,78,3,0,0,17,2
"60QT000619",117,69,7,0,0,36,5
"60QT000620",111,72,4,0,0,34,1
"60QT000621",178,103,16,0,0,49,10
"60QT000622",162,78,18,0,0,55,11
"60QT000623",154,98,6,0,0,44,6
"60QT000624",118,67,10,0,0,31,10
"60QT000625",79,42,5,0,0,29,3
"60QT000626",105,62,13,0,0,28,2
"60QT000627",189,95,20,0,0,56,18
"60QT000628",81,36,4,0,5,32,4
"60QT000629",60,21,3,0,0,26,10
"60QT000630",103,65,10,0,0,21,7
"60QT000631",121,57,8,0,0,51,5
"60QT000632",102,39,15,0,0,31,17
"60QT000633",107,71,6,0,0,21,9
"60QT000634",70,38,7,0,0,15,10
"60QT000635",93,39,8,0,0,41,5
"60QT000636",87,54,6,0,0,20,7
"60QT000637",169,94,7,0,0,55,13
"60QT000638",165,105,11,0,0,45,4
"60QT000639",152,93,17,0,0,37,5
"60QT000640",147,79,22,0,0,37,9
"60QT000641",93,44,8,0,0,38,3
"60QT000642",89,62,5,0,0,15,7
"60QT000643",118,85,3,1,0,25,4
"60QT000644",92,33,7,0,0,52,0
"60QT000645",139,73,9,0,0,53,4
"60QT000646",90,41,15,0,0,33,1
"60QT000647",104,59,3,0,0,37,5
"60QT000648",96,75,2,0,0,15,4
"60QT000649",197,133,11,0,0,41,12
"60QT000650",53,32,1,0,0,17,3
"60QT000651",94,60,12,0,0,17,5
"60QT000652",131,64,5,0,0,55,7
"60QT000653",125,90,11,0,0,24,0
"60QT000654",166,106,16,0,0,41,3
"60QT000655",111,71,8,0,0,25,7
"60QT000656",106,49,24,0,0,30,3
"60QT000657",108,78,5,0,0,24,1
"60QT000658",116,65,3,0,0,47,1
"60QT000659",83,49,6,0,0,24,4
"60QT000660",76,56,5,0,0,10,5
"60QT000661",80,37,10,0,1,26,6
"60QT000662",81,59,1,0,0,21,0
"60QT000663",95,50,7,1,0,33,4
"60QT000664",65,29,5,0,1,29,1
"60QT000665",108,48,9,0,0,42,9
"60QT000666",150,113,3,2,0,30,2
"60QT000667",125,101,1,0,0,15,8
"60QT000668",189,130,11,0,0,41,7
"60QT000669",203,119,13,0,0,57,14
"60QT000670",129,85,2,0,0,38,4
"60QT000671",108,65,9,0,0,30,4
"60QT000672",99,57,13,0,0,28,1
"60QT000673",139,90,11,0,0,30,8
"60QT000674",179,99,3,0,0,61,16
"60QT000675",103,47,6,0,0,34,16
"60QT000676",135,68,15,0,0,41,11
"60QT000677",115,72,3,0,0,30,10
"60QT000678",88,58,9,0,0,20,1
"60QT000679",116,76,7,0,0,26,7
"60QT000680",160,71,6,0,4,67,12
"60QT000681",94,60,6,0,0,20,8
"60QT000682",196,87,14,1,0,83,11
"60QT000683",121,80,8,0,0,24,9
"60QT000684",112,76,8,0,5,19,4
"60QT000685",98,65,4,0,0,24,5
"60QT000686",121,73,4,0,1,37,6
"60QT000687",95,55,10,0,0,27,3
"60QT000688",115,85,7,0,0,17,6
"60QT000689",91,55,7,0,0,23,6
"60QT000690",99,70,6,0,0,20,3
"60QT000691",103,63,12,0,0,24,4
"60QT000692",101,58,8,0,0,31,4
"60QT000693",89,30,12,0,0,24,23
"60QT000694",148,68,16,0,0,57,7
"60QT000695",155,75,12,0,0,59,9
"60QT000696",81,70,0,0,0,9,2
"60QT000697",73,45,7,0,0,18,3
"60QT000698",193,114,10,0,0,49,20
"60QT000699",121,86,13,0,0,21,1
"60QT000700",153,114,11,0,0,20,8
"60QT000701",69,44,6,0,0,13,6
"60QT000702",114,54,13,0,0,40,7
"60QT000703",98,50,5,0,0,42,1
"60QT000704",118,81,9,0,0,25,3
"60QT000705",109,50,16,0,0,41,2
"60QT000706",131,89,6,0,0,30,6
"60QT000707",119,68,16,0,0,30,5
"60QT000708",58,37,4,0,0,12,5
"60QT000709",114,52,12,0,0,34,16
"60QT000710",59,26,6,0,2,17,8
"60QT000711",142,77,16,0,0,38,11
"60QT000712",112,45,16,0,1,37,13
"60QT000713",69,44,4,0,0,20,1
"60QT000714",88,56,8,0,0,22,2
"60QT000715",78,48,6,0,0,18,6
"60QT000716",105,71,5,0,0,23,6
"60QT000717",121,89,4,0,1,19,8
"60QT000718",92,53,5,0,0,30,4
"60QT000719",153,93,1,0,0,47,12
"60QT000720",191,116,21,0,0,45,9
"60QT000721",77,38,9,0,0,23,7
"60QT000722",134,82,7,0,4,26,15
"60QT000723",219,134,15,0,0,62,8
"60QT000724",149,74,13,0,0,46,16
"60QT000725",149,80,21,0,0,40,8
"60QT000726",155,90,12,0,0,43,10
"60QT000727",77,42,4,0,0,28,3
"60QT000728",117,60,18,0,0,35,4
"60QT000729",145,57,23,0,0,59,6
"60QT000730",166,93,13,0,0,49,11
"60QT000731",154,104,9,0,0,36,5
"60QT000732",171,87,13,0,0,69,2
"60QT000733",185,110,11,0,0,48,16
"60QT000734",180,100,13,0,0,50,17
"60QT000735",149,79,20,0,0,44,6
"60QT000736",150,99,7,0,0,39,5
"60QT000737",55,29,3,0,0,18,5
"60QT000738",87,53,6,0,0,23,5
"60QT000739",152,84,10,0,0,48,10
"60QT000740",170,107,11,0,0,43,9
"60QT000741",64,29,8,0,0,22,5
"60QT000742",137,94,7,0,0,30,6
"60QT000743",77,38,5,0,0,28,6
"60QT000744",220,128,13,0,0,76,3
"60QT000745",132,80,19,0,0,30,3
"60QT000746",120,63,7,0,0,44,6
"60QT000747",127,50,18,0,0,51,8
"60QT000748",132,59,4,0,0,56,13
"60QT000749",165,63,19,0,0,75,8
"60QT000750",126,73,14,0,0,35,4
"60QT000751",120,63,5,0,0,48,4
"60QT000752",92,31,7,0,0,40,14
"60QT000753",69,46,6,0,0,11,6
"60QT000754",136,66,7,0,0,51,12
"60QT000755",60,27,4,1,0,17,11
"60QT000756",64,30,4,0,0,20,10
"60QT000757",99,71,6,0,0,19,3
"60QT000758",76,50,2,0,0,23,1
"60QT000759",134,90,7,0,0,29,8
"60QT000760",119,47,6,0,0,64,2
"60QT000761",83,51,10,0,0,21,1
"60QT000762",78,37,6,0,2,24,9
"60QT000763",128,81,7,0,0,34,6
"60QT000764",96,56,10,0,0,25,5
"60QT000765",124,32,6,0,0,80,6
"60QT000766",101,73,6,0,0,16,6
"60QT000767",104,62,6,0,0,29,7
"60QT000768",101,60,4,0,0,21,16
"60QT000769",52,28,4,0,0,14,6
"60QT000770",83,29,7,0,0,34,13
"60QT000771",92,28,6,0,0,51,7
"60QT000772",120,59,8,0,0,41,12
"60QT000773",66,30,6,0,0,26,4
"60QT000774",163,90,22,1,0,45,5
"60QT000775",74,45,3,0,0,24,2
"60QT000776",144,80,9,0,0,40,15
"60QT000777",122,64,8,0,1,43,6
"60QT000778",126,75,15,0,0,31,5
"60QT000779",52,27,7,0,0,12,6
"60QT000780",82,56,8,0,0,14,4
"60QT000781",97,55,10,0,0,25,7
"60QT000782",135,88,9,0,0,33,5
"60QT000783",166,104,11,0,0,39,12
"60QT000784",92,49,11,0,0,30,2
"60QT000785",116,83,3,0,0,24,6
"60QT000786",90,45,8,0,0,34,3
"60QT000787",167,113,11,0,0,38,5
"60QT000788",111,71,4,0,0,29,7
"60QT000789",206,117,13,0,5,59,12
"60QT000790",182,134,14,0,0,34,0
"60QT000791",95,67,1,1,0,23,3
"60QT000792",113,85,5,0,0,22,1
"60QT000793",130,73,15,0,0,34,8
"60QT000794",182,126,5,0,0,43,8
"60QT000795",76,43,1,0,4,23,5
"60QT000796",132,85,4,0,0,41,2
"60QT000797",120,98,1,0,0,18,3
"60QT000798",58,42,6,0,0,8,2
"60QT000799",142,83,8,0,2,38,11
"60QT000800",126,91,2,0,0,27,6
"60QT000801",78,45,7,0,0,19,7
"60QT000802",73,52,0,0,0,18,3
"60QT000803",135,103,3,0,0,18,11
"60QT000804",68,45,0,0,0,20,3
"60QT000805",94,75,0,0,0,16,3
"60QT000806",113,91,1,0,1,18,2
"60QT000807",120,68,13,0,0,28,11
"60QT000808",108,69,21,0,0,12,6
"60QT000809",117,87,21,0,0,8,1
"60QT000810",59,36,5,0,0,14,4
"60QT000811",150,99,20,0,0,28,3
"60QT000812",174,101,23,0,0,39,11
"60QT000813",63,35,8,0,0,18,2
"60QT000814",91,53,16,0,0,13,9
"60QT000815",162,96,14,0,0,37,15
"60QT000816",61,49,4,0,0,5,3
"60QT000817",147,89,7,0,0,44,7
"60QT000818",137,63,4,0,0,59,11
"60QT000819",155,104,15,0,0,34,2
"60QT000820",148,103,13,0,0,31,1
"60QT000821",107,72,4,0,0,28,3
"60QT000822",144,88,9,0,0,43,4
"60QT000823",126,69,6,0,0,42,9
"60QT000824",114,74,1,0,4,28,7
"60QT000825",83,56,4,0,0,21,2
"60QT000826",248,161,21,0,4,52,10
"60QT000827",72,27,4,0,0,35,6
"60QT000828",89,42,7,0,0,38,2
"60QT000829",72,30,7,0,0,33,2
"60QT000830",134,85,4,0,0,36,9
"60QT000831",64,39,8,0,0,17,0
"60QT000832",120,58,4,0,0,54,4
"60QT000833",181,109,10,0,0,54,8
"60QT000834",133,79,4,0,0,47,3
"60QT000835",108,76,7,0,0,21,4
"60QT000836",194,125,4,0,0,57,8
"60QT000837",183,107,11,1,0,49,15
"60QT000838",196,101,11,0,0,71,13
"60QT000839",160,75,4,0,0,66,15
"60QT000840",140,68,7,0,0,58,7
"60QT000841",139,74,11,0,1,50,3
"60QT000842",200,96,21,0,4,70,9
"60QT000843",182,97,10,0,0,63,12
"60QT000844",120,64,5,0,0,48,3
"60QT000845",150,82,10,0,1,47,10
"60QT000846",150,65,6,0,0,72,7
"60QT000847",155,56,13,0,3,58,25
"60QT000848",167,104,10,0,0,45,8
"60QT000849",134,77,4,0,0,41,12
"60QT000850",175,101,12,0,0,53,9
"60QT000851",150,105,5,0,5,30,5
"60QT000852",191,116,16,0,0,53,6
"60QT000853",56,47,3,0,0,5,1
"60QT000854",116,83,4,0,0,25,4
"60QT000855",136,98,6,0,0,25,7
"60QT000856",156,111,6,0,0,29,10
"60QT000857",96,80,2,0,0,9,5
"60QT000858",224,171,10,0,1,38,4
"60QT000859",127,99,6,0,0,18,4
"60QT000860",146,115,4,0,0,24,3
"60QT000861",196,145,10,0,1,32,8
"60QT000862",82,56,9,0,1,14,2
"60QT000863",149,94,2,0,0,48,5
"60QT000864",150,118,7,0,4,14,7
"60QT000865",150,102,6,0,0,37,5
"60QT000866",108,64,4,1,0,27,12
"60QT000867",173,128,4,0,0,33,8
"60QT000868",176,115,3,0,0,49,9
"60QT000869",109,76,8,0,0,16,9
"60QT000870",109,76,3,0,0,29,1
"60QT000871",66,51,2,0,0,12,1
"60QT000872",111,62,10,0,0,31,8
"60QT000873",174,116,4,0,0,44,10
"60QT000874",112,76,11,0,0,20,5
"60QT000875",147,118,5,0,0,22,2
"60QT000876",161,116,2,0,0,39,4
"60QT000877",134,98,1,0,0,30,5
"60QT000878",113,74,1,0,0,36,2
"60QT000879",106,67,3,0,0,28,8
"60QT000880",114,87,14,0,0,11,2
"60QT000881",119,90,1,0,0,24,4
"60QT000882",130,75,14,0,0,38,3
"60QT000883",202,121,5,0,0,64,12
"60QT000884",115,84,11,0,0,19,1
"60QT000885",132,74,16,0,0,31,11
"60QT000886",90,55,1,0,0,29,5
"60QT000887",99,71,5,0,0,17,6
"60QT000888",177,96,8,0,0,60,13
"60QT000889",155,120,10,0,0,19,6
"60QT000890",148,95,5,0,0,37,11
"60QT000891",167,107,14,0,0,39,7
"60QT000892",246,129,7,0,0,98,12
"60QT000893",126,69,11,0,0,36,10
"60QT000894",93,64,3,0,0,22,4
"60QT000895",115,64,9,0,1,38,3
"60QT000896",122,71,7,0,0,39,5
"60QT000897",117,74,9,0,0,29,5
"60QT000898",107,68,5,0,0,30,4
"60QT000899",142,110,4,0,0,26,2
"60QT000900",109,71,12,0,0,21,5
"60QT000901",155,99,13,0,0,41,2
"60QT000902",178,90,8,2,0,61,17
"60QT000903",162,111,12,0,1,32,6
"60QT000904",119,76,10,0,0,26,7
"60QT000905",149,81,12,0,0,52,4
"60QT000906",119,63,12,0,0,39,5
"60QT000907",137,78,8,0,0,42,9
"60QT000908",109,84,4,0,0,18,3
"60QT000909",64,47,6,0,0,9,2
"60QT000910",171,115,7,0,0,41,8
"60QT000911",104,66,10,0,0,23,5
"60QT000912",178,120,2,0,9,28,19
"60QT000913",87,53,4,0,0,25,5
"60QT000914",77,53,2,0,1,21,0
"60QT000915",104,64,7,0,0,19,14
"60QT000916",108,75,4,0,0,14,15
"60QT000917",118,65,8,0,0,40,5
"60QT000918",105,59,7,0,3,32,4
"60QT000919",128,56,10,0,0,55,7
"60QT000920",96,47,5,0,0,44,0
"60QT000921",111,69,7,0,0,32,3
"60QT000922",89,49,9,0,0,26,5
"60QT000923",115,57,6,0,0,41,11
"60QT000924",101,50,13,0,0,30,8
"60QT000925",107,73,2,0,0,29,3
"60QT000926",96,58,7,1,0,28,2
"60QT000927",75,47,2,0,0,21,5
"60QT000928",116,80,6,0,0,19,11
"60QT000929",146,59,6,0,0,73,8
"60QT000930",140,72,7,0,0,55,6
"60QT000931",88,40,6,0,0,30,12
"60QT000932",103,47,5,0,0,46,5
"60QT000933",129,92,8,0,0,24,5
"60QT000934",97,73,3,0,0,20,1
"60QT000935",55,34,5,0,0,15,1
"60QT000936",174,102,7,0,0,62,3
"60QT000937",93,60,3,0,0,28,2
"60QT000938",133,90,3,0,0,32,8
"60QT000939",209,124,8,0,0,67,10
"60QT000940",103,84,1,0,0,15,3
"60QT000941",153,80,7,0,0,60,6
"60QT000942",106,50,1,0,0,40,15
"60QT000943",144,52,8,0,0,65,19
"60QT000944",109,59,10,0,0,37,3
"60QT000945",89,56,5,0,0,24,4
"60QT000946",147,87,2,0,0,39,19
"60QT000947",100,41,5,0,0,29,25
"60QT000948",69,52,3,0,0,12,2
"60QT000949",157,101,12,0,0,44,0
"60QT000950",134,83,13,0,0,36,2
"60QT000951",154,91,5,0,0,46,12
"60QT000952",118,64,6,0,0,45,3
"60QT000953",93,63,6,0,0,20,4
"60QT000954",170,96,14,0,0,54,6
"60QT000955",174,97,7,0,7,56,7
"60QT000956",124,63,10,0,0,50,1
"60QT000957",149,113,4,0,0,28,4
"60QT000958",94,51,9,0,0,27,7
"60QT000959",180,138,2,0,0,37,3
"60QT000960",141,102,6,0,0,29,4
"60QT000961",127,88,6,0,0,28,5
"60QT000962",185,92,16,0,0,74,3
"60QT000963",137,96,8,0,0,28,5
"60QT000964",153,104,2,0,0,39,8
"60QT000965",145,89,11,0,0,39,6
"60QT000966",126,70,3,0,2,43,8
"60QT000967",152,120,1,0,0,30,1
"60QT000968",86,41,3,0,0,34,8
"60QT000969",99,76,5,0,0,15,3
"60QT000970",101,57,11,0,0,23,10
"60QT000971",127,83,15,0,0,22,7
"60QT000972",59,48,1,0,0,6,4
"60QT000973",126,93,12,0,1,14,6
"60QT000974",100,78,5,0,0,14,3
"60QT000975",135,77,8,0,0,41,9
"60QT000976",118,78,4,0,0,26,10
"60QT000977",140,94,6,0,0,32,8
"60QT000978",55,42,0,0,0,7,6
"60QT000979",139,66,5,0,0,55,13
"60QT000980",116,70,5,0,0,32,9
"60QT000981",94,62,3,0,0,19,10
"60QT000982",126,102,1,0,0,16,7
"60QT000983",77,65,7,0,0,2,3
"60QT000984",131,88,2,0,0,35,6
"60QT000985",96,66,4,0,0,19,7
"60QT000986",166,104,9,0,7,35,11
"60QT000987",160,123,11,0,0,23,3
"60QT000988",241,153,21,0,4,46,17
"60QT000989",221,127,13,0,0,71,10
"60QT000990",102,74,3,0,4,17,4
"60QT000991",118,74,6,0,0,33,5
"60QT000992",221,106,21,0,18,51,25
"60QT000993",205,91,8,0,0,101,5
"60QT000994",121,79,7,1,0,22,12
"60QT000995",197,95,3,0,0,89,10
"60QT000996",118,66,10,0,0,39,3
"60QT000997",137,72,11,0,0,44,10
"60QT000998",98,64,5,0,0,16,13
"60QT000999",146,83,9,0,0,46,8
"60QT001000",111,59,10,0,0,36,6
"60QT001001",162,83,6,0,0,60,13
"60QT001002",120,61,6,0,0,44,9
"60QT001003",112,49,10,0,0,45,8
"60QT001004",141,39,10,0,0,82,10
"60QT001005",203,123,5,0,0,64,11
"60QT001006",152,93,5,0,0,47,7
"60QT001007",146,87,5,0,0,47,7
"60QT001008",118,90,5,0,0,19,4
"60QT001009",134,81,16,0,0,32,5
"60QT001010",53,28,6,0,0,15,4
"60QT001011",151,86,7,0,0,56,2
"60QT001012",197,120,4,0,0,68,5
"60QT001013",125,96,3,0,0,21,5
"60QT001014",97,64,1,0,0,27,5
"60QT001015",98,69,3,0,0,23,3
"60QT001016",97,68,3,0,2,19,5
"60QT001017",109,68,16,0,0,20,5
"60QT001018",142,89,8,0,0,36,9
"60QT001019",138,91,7,0,0,28,12
"60QT001020",130,86,11,0,0,19,14
"60QT001021",156,113,11,1,0,31,0
"60QT001022",89,69,6,0,0,10,4
"60QT001023",121,71,4,0,0,40,6
"60QT001024",59,40,0,0,0,11,8
"60QT001025",88,29,4,0,0,46,9
"60QT001026",114,43,5,0,0,61,5
"60QT001027",113,48,14,0,0,45,6
"60QT001028",80,45,5,0,0,21,9
"60QT001029",167,113,11,0,0,38,5
"60QT001030",111,51,6,0,0,51,3
"60QT001031",133,67,1,0,0,55,10
"60QT001032",110,93,2,0,0,12,3
"60QT001033",102,52,1,1,0,42,6
"60QT001034",136,98,9,0,0,24,5
"60QT001035",126,75,4,0,0,42,5
"60QT001036",179,116,14,0,0,41,8
"60QT001037",99,62,13,0,0,22,2
"60QT001038",83,38,9,0,0,31,5
"60QT001039",134,58,18,0,0,49,9
"60QT001040",186,98,17,0,0,60,11
"60QT001041",115,56,16,0,0,40,3
"60QT001042",225,96,14,0,0,90,25
"60QT001043",123,52,7,0,0,49,15
"60QT001044",186,134,1,0,2,39,10
"60QT001045",109,71,2,0,0,34,2
"60QT001046",105,78,6,0,0,13,8
"60QT001047",84,59,4,0,0,19,2
"60QT001048",105,61,5,0,0,36,3
"60QT001049",98,75,8,0,0,13,2
"60QT001050",134,62,9,0,0,58,5
"60QT001051",105,67,10,0,0,26,2
"60QT001052",123,67,6,0,0,43,7
"60QT001053",157,76,7,1,0,56,17
"60QT001054",130,61,6,0,0,50,13
"60QT001055",87,48,5,0,0,30,4
"60QT001056",61,47,4,0,0,7,3
"60QT001057",120,85,3,0,0,26,6
"60QT001058",149,92,8,0,0,33,16
"60QT001059",74,59,3,0,0,11,1
"60QT001060",120,44,25,0,0,31,20
"60QT001061",138,55,9,0,0,55,19
"60QT001062",123,62,6,0,0,40,15
"60QT001063",117,68,2,0,0,35,12
"60QT001064",127,67,5,0,0,43,12
"60QT001065",159,83,14,0,0,54,8
"60QT001066",99,71,6,0,0,18,4
"60QT001067",164,100,5,0,0,42,17
"60QT001068",89,73,1,0,0,9,6
"60QT001069",143,110,4,3,0,18,8
"60QT001070",91,53,7,0,0,28,3
"60QT001071",104,61,3,0,0,33,7
"60QT001072",119,91,5,0,0,18,5
"60QT001073",125,89,5,0,0,31,0
"60QT001074",82,51,2,0,0,22,7
"60QT001075",131,104,6,0,0,16,5
"60QT001076",110,64,8,2,0,23,13
"60QT001077",156,102,2,0,0,50,2
"60QT001078",102,55,6,0,0,38,3
"60QT001079",118,44,2,0,0,57,15
"60QT001080",108,67,7,0,0,33,1
"60QT001081",118,81,2,0,0,33,2
"60QT001082",99,73,7,0,0,10,9
"60QT001083",131,85,8,0,0,31,7
"60QT001084",166,112,7,0,1,39,7
"60QT001085",119,53,2,0,0,55,9
"60QT001086",56,36,8,0,0,12,0
"60QT001087",96,51,5,0,0,29,11
"60QT001088",62,38,4,0,0,18,2
"60QT001089",135,95,4,0,0,30,6
"60QT001090",131,74,5,0,0,42,10
"60QT001091",51,28,9,0,2,12,0
"60QT001092",128,73,4,0,0,45,6
"60QT001093",76,52,3,0,0,13,8
"60QT001094",149,100,8,0,0,39,2
"60QT001095",78,61,2,0,0,11,4
"60QT001096",157,126,6,0,0,25,0
"60QT001097",147,98,3,0,0,37,9
"60QT001098",69,40,3,0,0,21,5
"60QT001099",191,94,12,0,0,44,41
"60QT001100",115,73,1,0,0,37,4
"60QT001101",139,83,16,0,0,29,11
"60QT001102",75,54,4,0,0,15,2
"60QT001103",69,41,3,0,0,21,4
"60QT001104",93,57,6,0,0,27,3
"60QT001105",143,97,3,0,0,37,6
"60QT001106",109,80,4,0,0,20,5
"60QT001107",135,93,1,0,0,37,4
"60QT001108",55,39,0,0,0,16,0
"60QT001109",176,130,0,0,0,41,5
"60QT001110",115,80,2,0,0,25,8
"60QT001111",110,72,11,0,0,25,2
"60QT001112",80,63,0,0,0,14,3
"60QT001113",82,59,5,0,0,15,3
"60QT001114",108,75,1,0,0,27,5
"60QT001115",89,66,2,0,0,14,7
"60QT001116",95,55,4,0,0,34,2
"60QT001117",136,71,2,1,0,52,10
"60QT001118",81,44,6,0,0,29,2
"60QT001119",155,62,4,0,5,36,48
"60QT001120",100,65,5,0,0,20,10
"60QT001121",105,71,5,0,0,24,5
"60QT001122",89,55,8,0,0,22,4
"60QT001123",141,106,0,1,0,24,10
"60QT001124",101,75,0,0,1,14,11
"60QT001125",143,90,8,0,0,41,4
"60QT001126",198,135,5,0,0,49,9
"60QT001127",142,98,3,0,0,37,4
"60QT001128",151,102,2,0,0,40,7
"60QT001129",154,91,1,0,0,55,7
"60QT001130",107,70,4,0,0,32,1
"60QT001131",113,73,0,0,0,34,6
"60QT001132",144,74,1,0,3,62,4
"60QT001133",156,105,9,0,0,41,1
"60QT001134",175,125,12,0,1,30,7
"60QT001135",206,152,7,0,1,36,10
"60QT001136",73,46,6,0,0,21,0
"60QT001137",125,96,4,0,0,21,4
"60QT001138",90,69,6,0,0,11,4
"60QT001139",93,80,2,0,0,10,1
"60QT001140",82,43,4,0,0,27,8
"60QT001141",120,81,5,0,1,32,1
"60QT001142",117,70,3,0,1,34,9
"60QT001143",98,60,0,0,6,32,0
"60QT001144",128,96,3,0,0,22,7
"60QT001145",124,99,0,0,0,22,3
"60QT001146",148,98,0,0,0,41,9
"60QT001147",164,105,6,0,0,42,11
"60QT001148",158,107,5,0,0,41,5
"60QT001149",184,91,12,0,0,73,8
"60QT001150",139,70,4,0,0,55,10
"60QT001151",130,76,3,0,0,49,2
"60QT001152",142,91,2,0,0,38,11
"60QT001153",126,45,1,0,0,64,16
"60QT001154",120,82,3,0,0,24,11
"60QT001155",146,86,10,0,0,43,7
"60QT001156",125,38,3,0,0,73,11
"60QT001157",127,97,3,0,0,25,2
"60QT001158",127,93,6,0,0,17,11
"60QT001159",99,66,0,0,0,25,8
"60QT001160",105,68,3,0,0,29,5
"60QT001161",132,94,0,0,0,36,2
"60QT001162",66,43,1,0,0,21,1
"60QT001163",145,84,1,0,0,48,12
"60QT001164",129,78,6,0,3,34,8
"60QT001165",134,88,9,0,0,28,9
"60QT001166",138,82,10,0,0,38,8
"60QT001167",133,72,7,0,0,48,6
"60QT001168",116,68,3,0,0,43,2
"60QT001169",99,44,6,0,0,45,4
"60QT001170",113,59,12,0,0,37,5
"60QT001171",118,66,7,0,0,41,4
"60QT001172",123,70,10,0,0,42,1
"60QT001173",131,92,7,0,0,21,11
"60QT001174",89,57,6,0,0,18,8
