"output_area","total","good","not_good"
"S00112563",127,121,6
"S00112564",211,211,0
"S00112565",99,97,2
"S00112566",80,76,4
"S00112567",65,62,3
"S00112568",124,118,6
"S00112569",94,94,0
"S00112570",81,80,1
"S00112571",104,99,5
"S00112572",114,111,3
"S00112573",112,111,1
"S00112574",99,99,0
"S00112575",89,88,1
"S00112576",164,163,1
"S00112577",53,52,1
"S00112578",95,92,3
"S00112579",174,172,2
"S00112580",137,135,2
"S00112581",128,124,4
"S00112582",69,68,1
"S00112583",101,100,1
"S00112584",161,159,2
"S00112585",106,105,1
"S00112586",69,67,2
"S00112587",117,113,4
"S00112588",112,106,6
"S00112589",57,56,1
"S00112590",63,59,4
"S00112591",78,75,3
"S00112592",103,99,4
"S00112593",129,125,4
"S00112594",130,130,0
"S00112595",121,116,5
"S00112596",84,82,2
"S00112597",84,80,4
"S00112598",93,91,2
"S00112599",100,97,3
"S00112600",66,65,1
"S00112601",108,102,6
"S00112602",99,85,14
"S00112603",99,97,2
"S00112604",75,75,0
"S00112605",104,104,0
"S00112606",108,105,3
"S00112607",122,121,1
"S00112608",123,122,1
"S00112609",128,127,1
"S00112610",81,78,3
"S00112611",164,162,2
"S00112612",157,157,0
"S00112613",124,116,8
"S00112614",151,149,2
"S00112615",122,121,1
"S00112616",142,136,6
"S00112617",123,119,4
"S00112618",76,74,2
"S00112619",99,99,0
"S00112620",129,129,0
"S00112621",83,82,1
"S00112622",57,55,2
"S00112623",82,80,2
"S00112624",114,114,0
"S00112625",82,79,3
"S00112626",65,63,2
"S00112627",78,77,1
"S00112628",91,88,3
"S00112629",64,63,1
"S00112630",53,53,0
"S00112631",100,99,1
"S00112632",55,52,3
"S00112633",90,89,1
"S00112634",85,85,0
"S00112635",230,184,46
"S00112636",115,112,3
"S00112637",165,160,5
"S00112638",119,108,11
"S00112639",96,92,4
"S00112640",113,111,2
"S00112641",64,61,3
"S00112642",99,98,1
"S00112643",54,51,3
"S00112644",119,114,5
"S00112645",140,131,9
"S00112646",97,93,4
"S00112647",118,115,3
"S00112648",98,97,1
"S00112649",120,117,3
"S00112650",131,128,3
"S00112651",165,162,3
"S00112652",153,144,9
"S00112653",85,79,6
"S00112654",88,80,8
"S00112655",103,102,1
"S00112656",133,125,8
"S00112657",112,101,11
"S00112658",109,108,1
"S00112659",100,98,2
"S00112660",118,115,3
"S00112661",114,112,2
"S00112662",100,93,7
"S00112663",84,83,1
"S00112664",129,125,4
"S00112665",98,95,3
"S00112666",68,64,4
"S00112667",86,84,2
"S00112668",81,79,2
"S00112669",123,122,1
"S00112670",78,77,1
"S00112671",123,122,1
"S00112672",88,87,1
"S00112673",101,99,2
"S00112674",77,76,1
"S00112675",117,111,6
"S00112676",94,92,2
"S00112677",124,122,2
"S00112678",89,89,0
"S00112679",90,88,2
"S00112680",74,71,3
"S00112681",100,88,12
"S00112682",71,71,0
"S00112683",162,149,13
"S00112684",122,122,0
"S00112685",121,118,3
"S00112686",118,115,3
"S00112687",65,61,4
"S00112688",50,47,3
"S00112689",120,117,3
"S00112690",98,97,1
"S00112691",115,109,6
"S00112692",145,142,3
"S00112693",70,66,4
"S00112694",117,111,6
"S00112695",96,90,6
"S00112696",154,152,2
"S00112697",102,99,3
"S00112698",130,126,4
"S00112699",127,122,5
"S00112700",109,106,3
"S00112701",116,113,3
"S00112702",93,87,6
"S00112703",119,116,3
"S00112704",181,177,4
"S00112705",105,100,5
"S00112706",148,143,5
"S00112707",103,98,5
"S00112708",175,174,1
"S00112709",91,88,3
"S00112710",179,178,1
"S00112711",154,152,2
"S00112712",139,138,1
"S00112713",142,140,2
"S00112714",92,92,0
"S00112715",115,112,3
"S00112716",101,97,4
"S00112717",100,96,4
"S00112718",85,78,7
"S00112719",81,71,10
"S00112720",97,86,11
"S00112721",91,85,6
"S00112722",98,92,6
"S00112723",130,122,8
"S00112724",77,68,9
"S00112725",79,71,8
"S00112726",81,71,10
"S00112727",91,84,7
"S00112728",93,91,2
"S00112729",136,130,6
"S00112730",103,92,11
"S00112731",119,110,9
"S00112732",122,118,4
"S00112733",61,59,2
"S00112734",108,104,4
"S00112735",86,84,2
"S00112736",112,109,3
"S00112737",62,54,8
"S00112738",60,56,4
"S00112739",79,77,2
"S00112740",56,55,1
"S00112741",51,50,1
"S00112742",138,128,10
"S00112743",80,77,3
"S00112744",110,106,4
"S00112745",56,49,7
"S00112746",146,139,7
"S00112747",96,91,5
"S00112748",78,67,11
"S00112749",84,73,11
"S00112750",123,110,13
"S00112751",100,82,18
"S00112752",154,149,5
"S00112753",148,144,4
"S00112754",124,115,9
"S00112755",126,119,7
"S00112756",92,81,11
"S00112757",61,55,6
"S00112758",82,70,12
"S00112759",111,103,8
"S00112760",88,80,8
"S00112761",177,158,19
"S00112762",155,143,12
"S00112763",77,73,4
"S00112764",53,43,10
"S00112765",68,63,5
"S00112766",186,167,19
"S00112767",101,92,9
"S00112768",108,102,6
"S00112769",89,75,14
"S00112770",100,92,8
"S00112771",103,99,4
"S00112772",100,91,9
"S00112773",125,111,14
"S00112774",104,84,20
"S00112775",75,65,10
"S00112776",94,82,12
"S00112777",98,88,10
"S00112778",84,76,8
"S00112779",53,47,6
"S00112780",87,73,14
"S00112781",55,38,17
"S00112782",56,43,13
"S00112783",74,63,11
"S00112784",115,106,9
"S00112785",88,75,13
"S00112786",89,78,11
"S00112787",70,58,12
"S00112788",150,144,6
"S00112789",154,135,19
"S00112790",114,104,10
"S00112791",95,84,11
"S00112792",133,107,26
"S00112793",83,78,5
"S00112794",77,61,16
"S00112795",67,60,7
"S00112796",181,151,30
"S00112797",153,141,12
"S00112798",91,77,14
"S00112799",103,95,8
"S00112800",91,82,9
"S00112801",98,84,14
"S00112802",94,86,8
"S00112803",121,112,9
"S00112804",117,108,9
"S00112805",111,101,10
"S00112806",116,102,14
"S00112807",119,111,8
"S00112808",101,93,8
"S00112809",106,96,10
"S00112810",100,88,12
"S00112811",135,125,10
"S00112812",90,88,2
"S00112813",71,58,13
"S00112814",142,128,14
"S00112815",157,97,60
"S00112816",155,136,19
"S00112817",75,68,7
"S00112818",89,82,7
"S00112819",104,93,11
"S00112820",113,104,9
"S00112821",83,72,11
"S00112822",105,93,12
"S00112823",81,72,9
"S00112824",156,140,16
"S00112825",50,45,5
"S00112826",79,72,7
"S00112827",90,83,7
"S00112828",99,82,17
"S00112829",81,63,18
"S00112830",121,101,20
"S00112831",123,107,16
"S00112832",121,105,16
"S00112833",75,67,8
"S00112834",73,68,5
"S00112835",127,114,13
"S00112836",139,130,9
"S00112837",100,91,9
"S00112838",87,77,10
"S00112839",75,60,15
"S00112840",114,107,7
"S00112841",100,92,8
"S00112842",95,68,27
"S00112843",128,123,5
"S00112844",95,87,8
"S00112845",104,97,7
"S00112846",150,138,12
"S00112847",85,75,10
"S00112848",146,130,16
"S00112849",152,146,6
"S00112850",78,70,8
"S00112851",69,64,5
"S00112852",69,55,14
"S00112853",129,120,9
"S00112854",68,58,10
"S00112855",92,82,10
"S00112856",106,100,6
"S00112857",98,90,8
"S00112858",110,102,8
"S00112859",115,108,7
"S00112860",149,134,15
"S00112861",98,88,10
"S00112862",163,149,14
"S00112863",142,133,9
"S00112864",130,114,16
"S00112865",91,81,10
"S00112866",112,98,14
"S00112867",106,94,12
"S00112868",83,75,8
"S00112869",96,91,5
"S00112870",142,126,16
"S00112871",167,150,17
"S00112872",147,128,19
"S00112873",74,61,13
"S00112874",78,71,7
"S00112875",146,133,13
"S00112876",119,102,17
"S00112877",163,153,10
"S00112878",168,154,14
"S00112879",139,124,15
"S00112880",104,93,11
"S00112881",87,78,9
"S00112882",139,129,10
"S00112883",147,131,16
"S00112884",116,106,10
"S00112885",105,98,7
"S00112886",100,86,14
"S00112887",125,117,8
"S00112888",94,84,10
"S00112889",104,95,9
"S00112890",92,86,6
"S00112891",63,58,5
"S00112892",51,47,4
"S00112893",154,145,9
"S00112894",168,161,7
"S00112895",286,241,45
"S00112896",91,91,0
"S00112897",106,95,11
"S00112898",85,78,7
"S00112899",92,85,7
"S00112900",64,56,8
"S00112901",66,60,6
"S00112902",195,167,28
"S00112903",58,49,9
"S00112904",98,85,13
"S00112905",98,86,12
"S00112906",106,89,17
"S00112907",100,84,16
"S00112908",78,69,9
"S00112909",94,71,23
"S00112910",81,69,12
"S00112911",88,78,10
"S00112912",78,63,15
"S00112913",53,49,4
"S00112914",60,56,4
"S00112915",106,79,27
"S00112916",117,101,16
"S00112917",120,100,20
"S00112918",111,101,10
"S00112919",110,93,17
"S00112920",104,92,12
"S00112921",123,109,14
"S00112922",123,103,20
"S00112923",147,127,20
"S00112924",103,95,8
"S00112925",112,105,7
"S00112926",115,103,12
"S00112927",104,97,7
"S00112928",133,120,13
"S00112929",84,74,10
"S00112930",102,95,7
"S00112931",176,162,14
"S00112932",91,84,7
"S00112933",97,88,9
"S00112934",147,130,17
"S00112935",125,112,13
"S00112936",61,54,7
"S00112937",96,84,12
"S00112938",94,86,8
"S00112939",153,142,11
"S00112940",128,125,3
"S00112941",112,104,8
"S00112942",107,92,15
"S00112943",94,81,13
"S00112944",69,58,11
"S00112945",90,81,9
"S00112946",124,108,16
"S00112947",170,158,12
"S00112948",66,58,8
"S00112949",62,55,7
"S00112950",154,151,3
"S00112951",86,79,7
"S00112952",218,215,3
"S00112953",133,129,4
"S00112954",132,130,2
"S00112955",107,105,2
"S00112956",100,100,0
"S00112957",127,126,1
"S00112958",138,133,5
"S00112959",149,145,4
"S00112960",113,107,6
"S00112961",111,107,4
"S00112962",124,113,11
"S00112963",173,167,6
"S00112964",152,144,8
"S00112965",206,202,4
"S00112966",126,122,4
"S00112967",110,103,7
"S00112968",118,117,1
"S00112969",141,141,0
"S00112970",148,146,2
"S00112971",146,142,4
"S00112972",153,148,5
"S00112973",139,138,1
"S00112974",140,136,4
"S00112975",165,164,1
"S00112976",97,95,2
"S00112977",91,82,9
"S00112978",72,55,17
"S00112979",87,81,6
"S00112980",57,54,3
"S00112981",102,97,5
"S00112982",86,82,4
"S00112983",97,89,8
"S00112984",58,45,13
"S00112985",63,61,2
"S00112986",91,85,6
"S00112987",122,112,10
"S00112988",62,59,3
"S00112989",94,91,3
"S00112990",119,106,13
"S00112991",95,80,15
"S00112992",76,66,10
"S00112993",109,97,12
"S00112994",110,93,17
"S00112995",114,103,11
"S00112996",99,86,13
"S00112997",91,82,9
"S00112998",131,112,19
"S00112999",68,62,6
"S00113000",73,63,10
"S00113001",94,82,12
"S00113002",146,133,13
"S00113003",133,124,9
"S00113004",102,90,12
"S00113005",85,78,7
"S00113006",65,54,11
"S00113007",99,92,7
"S00113008",106,94,12
"S00113009",76,70,6
"S00113010",87,81,6
"S00113011",53,46,7
"S00113012",119,109,10
"S00113013",102,91,11
"S00113014",95,94,1
"S00113015",209,188,21
"S00113016",109,104,5
"S00113017",65,62,3
"S00113018",77,71,6
"S00113019",63,60,3
"S00113020",95,89,6
"S00113021",116,109,7
"S00113022",125,119,6
"S00113023",145,133,12
"S00113024",95,86,9
"S00113025",199,190,9
"S00113026",65,58,7
"S00113027",99,92,7
"S00113028",75,67,8
"S00113029",104,91,13
"S00113030",151,131,20
"S00113031",133,121,12
"S00113032",114,109,5
"S00113033",114,101,13
"S00113034",134,122,12
"S00113035",138,135,3
"S00113036",117,111,6
"S00113037",129,120,9
"S00113038",73,68,5
"S00113039",182,176,6
"S00113040",88,72,16
"S00113041",121,102,19
"S00113042",113,101,12
"S00113043",95,81,14
"S00113044",108,95,13
"S00113045",99,90,9
"S00113046",68,58,10
"S00113047",115,106,9
"S00113048",156,139,17
"S00113049",113,99,14
"S00113050",129,118,11
"S00113051",133,125,8
"S00113052",102,94,8
"S00113053",117,114,3
"S00113054",154,137,17
"S00113055",76,71,5
"S00113056",86,75,11
"S00113057",108,101,7
"S00113058",150,138,12
"S00113059",114,113,1
"S00113060",95,84,11
"S00113061",114,105,9
"S00113062",190,163,27
"S00113063",83,76,7
"S00113064",112,104,8
"S00113065",132,125,7
"S00113066",124,107,17
"S00113067",144,134,10
"S00113068",162,145,17
"S00113069",194,180,14
"S00113070",180,165,15
"S00113071",161,138,23
"S00113072",109,103,6
"S00113073",131,115,16
"S00113074",108,99,9
"S00113075",130,122,8
"S00113076",79,58,21
"S00113077",126,105,21
"S00113078",148,125,23
"S00113079",135,118,17
"S00113080",159,153,6
"S00113081",88,79,9
"S00113082",105,97,8
"S00113083",96,79,17
"S00113084",50,47,3
"S00113085",120,113,7
"S00113086",57,49,8
"S00113087",99,86,13
"S00113088",144,127,17
"S00113089",160,142,18
"S00113090",52,47,5
"S00113091",56,54,2
"S00113092",94,88,6
"S00113093",156,138,18
"S00113094",126,108,18
"S00113095",86,80,6
"S00113096",84,73,11
"S00113097",146,129,17
"S00113098",57,54,3
"S00113099",107,95,12
"S00113100",68,62,6
"S00113101",104,90,14
"S00113102",151,135,16
"S00113103",78,71,7
"S00113104",91,67,24
"S00113105",98,82,16
"S00113106",82,77,5
"S00113107",88,79,9
"S00113108",95,85,10
"S00113109",134,115,19
"S00113110",61,53,8
"S00113111",136,122,14
"S00113112",159,132,27
"S00113113",119,102,17
"S00113114",57,29,28
"S00113115",123,107,16
"S00113116",72,65,7
"S00113117",112,108,4
"S00113118",109,99,10
"S00113119",133,116,17
"S00113120",58,51,7
"S00113121",50,42,8
"S00113122",59,47,12
"S00113123",52,47,5
"S00113124",153,135,18
"S00113125",65,56,9
"S00113126",109,97,12
"S00113127",59,53,6
"S00113128",79,64,15
"S00113129",75,73,2
"S00113130",121,118,3
"S00113131",129,128,1
"S00113132",65,64,1
"S00113133",66,63,3
"S00113134",92,86,6
"S00113135",140,135,5
"S00113136",77,72,5
"S00113137",150,148,2
"S00113138",100,98,2
"S00113139",53,53,0
"S00113140",108,101,7
"S00113141",102,102,0
"S00113142",80,79,1
"S00113143",71,67,4
"S00113144",113,108,5
"S00113145",80,70,10
"S00113146",78,70,8
"S00113147",73,69,4
"S00113148",107,106,1
"S00113149",87,84,3
"S00113150",79,68,11
"S00113151",68,64,4
"S00113152",108,105,3
"S00113153",85,83,2
"S00113154",52,42,10
"S00113155",90,81,9
"S00113156",86,79,7
"S00113157",115,110,5
"S00113158",85,84,1
"S00113159",80,77,3
"S00113160",99,97,2
"S00113161",135,132,3
"S00113162",157,150,7
"S00113163",175,167,8
"S00113164",123,123,0
"S00113165",115,113,2
"S00113166",90,90,0
"S00113167",98,98,0
"S00113168",122,118,4
"S00113169",103,94,9
"S00113170",143,135,8
"S00113171",108,105,3
"S00113172",128,125,3
"S00113173",107,104,3
"S00113174",52,50,2
"S00113175",113,91,22
"S00113176",156,139,17
"S00113177",119,112,7
"S00113178",149,137,12
"S00113179",72,69,3
"S00113180",121,117,4
"S00113181",58,49,9
"S00113182",101,85,16
"S00113183",69,59,10
"S00113184",54,47,7
"S00113185",79,68,11
"S00113186",60,53,7
"S00113187",88,70,18
"S00113188",80,64,16
"S00113189",104,94,10
"S00113190",114,95,19
"S00113191",54,39,15
"S00113192",122,97,25
"S00113193",332,321,11
"S00113194",106,96,10
"S00113195",62,57,5
"S00113196",79,67,12
"S00113197",68,63,5
"S00113198",1161,1154,7
"S00113199",114,106,8
"S00113200",107,94,13
"S00113201",58,50,8
"S00113202",72,61,11
"S00113203",61,54,7
"S00113204",95,88,7
"S00113205",121,120,1
"S00113206",119,117,2
"S00113207",80,80,0
"S00113208",99,96,3
"S00113209",85,84,1
"S00113210",124,119,5
"S00113211",96,94,2
"S00113212",61,61,0
"S00113213",71,68,3
"S00113214",139,134,5
"S00113215",119,118,1
"S00113216",97,97,0
"S00113217",108,97,11
"S00113218",79,65,14
"S00113219",108,99,9
"S00113220",91,90,1
"S00113221",79,74,5
"S00113222",117,113,4
"S00113223",62,54,8
"S00113224",100,83,17
"S00113225",73,58,15
"S00113226",62,59,3
"S00113227",82,76,6
"S00113228",67,63,4
"S00113229",89,84,5
"S00113230",113,112,1
"S00113231",125,123,2
"S00113232",76,62,14
"S00113233",91,71,20
"S00113234",90,72,18
"S00113235",116,95,21
"S00113236",106,94,12
"S00113237",50,44,6
"S00113238",57,49,8
"S00113239",100,88,12
"S00113240",98,86,12
"S00113241",83,72,11
"S00113242",134,126,8
"S00113243",92,80,12
"S00113244",113,99,14
"S00113245",93,85,8
"S00113246",95,81,14
"S00113247",71,65,6
"S00113248",109,96,13
"S00113249",123,110,13
"S00113250",83,64,19
"S00113251",132,114,18
"S00113252",103,85,18
"S00113253",78,77,1
"S00113254",72,62,10
"S00113255",68,59,9
"S00113256",153,150,3
"S00113257",97,94,3
"S00113258",103,99,4
"S00113259",57,47,10
"S00113260",70,66,4
"S00113261",123,109,14
"S00113262",58,54,4
"S00113263",80,65,15
"S00113264",57,46,11
"S00113265",77,65,12
"S00113266",87,77,10
"S00113267",89,78,11
"S00113268",133,113,20
"S00113269",128,113,15
"S00113270",99,80,19
"S00113271",147,132,15
"S00113272",172,168,4
"S00113273",104,102,2
"S00113274",202,162,40
"S00113275",136,110,26
"S00113276",124,116,8
"S00113277",63,58,5
"S00113278",78,73,5
"S00113279",168,156,12
"S00113280",182,179,3
"S00113281",179,167,12
"S00113282",81,79,2
"S00113283",139,132,7
"S00113284",108,99,9
"S00113285",139,127,12
"S00113286",79,75,4
"S00113287",128,122,6
"S00113288",235,119,116
"S00113289",102,82,20
"S00113290",106,85,21
"S00113291",90,81,9
"S00113292",133,128,5
"S00113293",150,146,4
"S00113294",138,134,4
"S00113295",78,77,1
"S00113296",104,103,1
"S00113297",127,117,10
"S00113298",111,100,11
"S00113299",131,119,12
"S00113300",92,84,8
"S00113301",114,113,1
"S00113302",129,125,4
"S00113303",114,105,9
"S00113304",63,60,3
"S00113305",52,43,9
"S00113306",104,98,6
"S00113307",156,137,19
"S00113308",128,119,9
"S00113309",97,83,14
"S00113310",111,103,8
"S00113311",152,135,17
"S00113312",121,105,16
"S00113313",95,78,17
"S00113314",72,61,11
"S00113315",87,82,5
"S00113316",82,69,13
"S00113317",141,119,22
"S00113318",114,103,11
"S00113319",85,65,20
"S00113320",117,87,30
"S00113321",93,79,14
"S00113322",106,88,18
"S00113323",77,63,14
"S00113324",94,82,12
"S00113325",109,100,9
"S00113326",142,127,15
"S00113327",86,77,9
"S00113328",155,151,4
"S00113329",109,108,1
"S00113330",151,141,10
"S00113331",96,84,12
"S00113332",67,60,7
"S00113333",130,112,18
"S00113334",88,77,11
"S00113335",108,92,16
"S00113336",151,136,15
"S00113337",123,102,21
"S00113338",98,77,21
"S00113339",78,70,8
"S00113340",112,89,23
"S00113341",63,55,8
"S00113342",69,66,3
"S00113343",68,61,7
"S00113344",93,91,2
"S00113345",123,109,14
"S00113346",115,105,10
"S00113347",83,76,7
"S00113348",89,73,16
"S00113349",117,113,4
"S00113350",109,95,14
"S00113351",99,91,8
"S00113352",66,56,10
"S00113353",128,115,13
"S00113354",144,141,3
"S00113355",55,47,8
"S00113356",72,63,9
"S00113357",131,125,6
"S00113358",101,83,18
"S00113359",146,139,7
"S00113360",161,148,13
"S00113361",142,130,12
"S00113362",93,91,2
"S00113363",81,70,11
"S00113364",67,61,6
"S00113365",86,67,19
"S00113366",111,100,11
"S00113367",140,124,16
"S00113368",171,150,21
"S00113369",118,111,7
"S00113370",113,107,6
"S00113371",131,108,23
"S00113372",169,155,14
"S00113373",65,54,11
"S00113374",76,60,16
"S00113375",119,104,15
"S00113376",73,57,16
"S00113377",63,42,21
"S00113378",103,100,3
"S00113379",80,74,6
"S00113380",82,79,3
"S00113381",102,77,25
"S00113382",59,48,11
"S00113383",55,38,17
"S00113384",113,88,25
"S00113385",147,134,13
"S00113386",178,171,7
"S00113387",172,153,19
"S00113388",124,106,18
"S00113389",129,110,19
"S00113390",78,70,8
"S00113391",131,122,9
"S00113392",152,135,17
"S00113393",154,131,23
"S00113394",107,100,7
"S00113395",106,91,15
"S00113396",100,82,18
"S00113397",93,86,7
"S00113398",120,102,18
"S00113399",96,88,8
"S00113400",115,104,11
"S00113401",122,111,11
"S00113402",81,65,16
"S00113403",70,57,13
"S00113404",158,149,9
"S00113405",197,176,21
"S00113406",140,125,15
"S00113407",90,78,12
"S00113408",209,156,53
"S00113409",184,169,15
"S00113410",115,96,19
"S00113411",111,100,11
"S00113412",86,84,2
"S00113413",145,122,23
"S00113414",93,79,14
"S00113415",97,88,9
"S00113416",104,87,17
"S00113417",156,131,25
"S00113418",130,112,18
"S00113419",76,61,15
"S00113420",129,111,18
"S00113421",122,109,13
"S00113422",66,59,7
"S00113423",143,127,16
"S00113424",155,135,20
"S00113425",242,209,33
"S00113426",104,91,13
"S00113427",61,45,16
"S00113428",104,88,16
"S00113429",128,113,15
"S00113430",111,99,12
"S00113431",153,141,12
"S00113432",132,121,11
"S00113433",128,114,14
"S00113434",99,92,7
"S00113435",119,107,12
"S00113436",72,56,16
"S00113437",105,95,10
"S00113438",163,137,26
"S00113439",109,93,16
"S00113440",125,111,14
"S00113441",74,65,9
"S00113442",174,150,24
"S00113443",159,142,17
"S00113444",112,103,9
"S00113445",82,74,8
"S00113446",57,54,3
"S00113447",137,112,25
"S00113448",104,88,16
"S00113449",84,74,10
"S00113450",114,112,2
"S00113451",102,91,11
"S00113452",60,50,10
"S00113453",122,105,17
"S00113454",66,62,4
"S00113455",81,71,10
"S00113456",110,95,15
"S00113457",84,72,12
"S00113458",75,62,13
"S00113459",86,73,13
"S00113460",145,132,13
"S00113461",102,91,11
"S00113462",115,102,13
"S00113463",119,105,14
"S00113464",95,87,8
"S00113465",107,88,19
"S00113466",126,107,19
"S00113467",115,99,16
"S00113468",55,47,8
"S00113469",127,114,13
"S00113470",165,140,25
"S00113471",129,111,18
"S00113472",81,69,12
"S00113473",57,50,7
"S00113474",121,105,16
"S00113475",86,74,12
"S00113476",102,89,13
"S00113477",90,72,18
"S00113478",111,96,15
"S00113479",92,82,10
"S00113480",83,80,3
"S00113481",127,112,15
"S00113482",63,46,17
"S00113483",145,126,19
"S00113484",102,89,13
"S00113485",72,54,18
"S00113486",90,78,12
"S00113487",104,89,15
"S00113488",132,122,10
"S00113489",103,84,19
"S00113490",76,71,5
"S00113491",92,75,17
"S00113492",71,55,16
"S00113493",109,82,27
"S00113494",108,87,21
"S00113495",109,89,20
"S00113496",80,68,12
"S00113497",99,77,22
"S00113498",120,96,24
"S00113499",103,82,21
"S00113500",57,47,10
"S00113501",70,56,14
"S00113502",67,58,9
"S00113503",105,90,15
"S00113504",116,97,19
"S00113505",125,105,20
"S00113506",76,69,7
"S00113507",195,172,23
"S00113508",165,150,15
"S00113509",97,94,3
"S00113510",140,113,27
"S00113511",133,125,8
"S00113512",154,134,20
"S00113513",107,98,9
"S00113514",63,53,10
"S00113515",69,52,17
"S00113516",91,78,13
"S00113517",167,147,20
"S00113518",142,122,20
"S00113519",68,55,13
"S00113520",71,57,14
"S00113521",73,62,11
"S00113522",158,154,4
"S00113523",121,108,13
"S00113524",144,139,5
"S00113525",108,87,21
"S00113526",99,80,19
"S00113527",92,79,13
"S00113528",111,98,13
"S00113529",127,113,14
"S00113530",86,78,8
"S00113531",112,88,24
"S00113532",93,84,9
"S00113533",113,100,13
"S00113534",76,68,8
"S00113535",85,73,12
"S00113536",84,73,11
"S00113537",85,78,7
"S00113538",79,59,20
"S00113539",114,85,29
"S00113540",79,67,12
"S00113541",82,72,10
"S00113542",168,138,30
"S00113543",91,70,21
"S00113544",79,61,18
"S00113545",113,103,10
"S00113546",110,92,18
"S00113547",142,130,12
"S00113548",147,126,21
"S00113549",135,104,31
"S00113550",77,55,22
"S00113551",61,44,17
"S00113552",83,69,14
"S00113553",112,88,24
"S00113554",82,74,8
"S00113555",145,127,18
"S00113556",61,53,8
"S00113557",79,66,13
"S00113558",79,68,11
"S00113559",140,128,12
"S00113560",169,155,14
"S00113561",63,56,7
"S00113562",80,75,5
"S00113563",60,39,21
"S00113564",147,123,24
"S00113565",72,62,10
"S00113566",109,97,12
"S00113567",152,123,29
"S00113568",186,164,22
"S00113569",179,160,19
"S00113570",138,123,15
"S00113571",164,137,27
"S00113572",149,138,11
"S00113573",141,138,3
"S00113574",169,158,11
"S00113575",136,125,11
"S00113576",90,78,12
"S00113577",72,56,16
"S00113578",59,51,8
"S00113579",133,120,13
"S00113580",176,151,25
"S00113581",93,84,9
"S00113582",123,112,11
"S00113583",104,93,11
"S00113584",78,71,7
"S00113585",83,72,11
"S00113586",128,104,24
"S00113587",129,105,24
"S00113588",175,157,18
"S00113589",152,139,13
"S00113590",133,116,17
"S00113591",112,92,20
"S00113592",126,106,20
"S00113593",157,135,22
"S00113594",134,107,27
"S00113595",113,98,15
"S00113596",65,57,8
"S00113597",77,65,12
"S00113598",115,102,13
"S00113599",132,113,19
"S00113600",65,48,17
"S00113601",91,79,12
"S00113602",61,52,9
"S00113603",182,153,29
"S00113604",93,79,14
"S00113605",178,151,27
"S00113606",151,135,16
"S00113607",83,74,9
"S00113608",75,64,11
"S00113609",159,135,24
"S00113610",85,78,7
"S00113611",89,81,8
"S00113612",107,92,15
"S00113613",91,84,7
"S00113614",103,88,15
"S00113615",101,94,7
"S00113616",90,87,3
"S00113617",115,108,7
"S00113618",108,96,12
"S00113619",87,76,11
"S00113620",102,95,7
"S00113621",96,78,18
"S00113622",158,136,22
"S00113623",119,113,6
"S00113624",81,74,7
"S00113625",101,87,14
"S00113626",92,89,3
"S00113627",123,114,9
"S00113628",96,87,9
"S00113629",122,109,13
"S00113630",69,57,12
"S00113631",103,93,10
"S00113632",96,87,9
"S00113633",140,129,11
"S00113634",75,66,9
"S00113635",122,115,7
"S00113636",118,106,12
"S00113637",100,87,13
"S00113638",82,67,15
"S00113639",200,184,16
"S00113640",116,112,4
"S00113641",113,106,7
"S00113642",104,100,4
"S00113643",106,98,8
"S00113644",167,159,8
"S00113645",117,114,3
"S00113646",92,88,4
"S00113647",176,172,4
"S00113648",110,104,6
"S00113649",142,136,6
"S00113650",100,96,4
"S00113651",72,67,5
"S00113652",105,91,14
"S00113653",131,120,11
"S00113654",119,102,17
"S00113655",121,102,19
"S00113656",137,110,27
"S00113657",62,57,5
"S00113658",52,42,10
"S00113659",94,82,12
"S00113660",99,86,13
"S00113661",115,93,22
"S00113662",84,77,7
"S00113663",79,79,0
"S00113664",113,105,8
"S00113665",71,60,11
"S00113666",94,88,6
"S00113667",86,81,5
"S00113668",60,48,12
"S00113669",106,93,13
"S00113670",85,76,9
"S00113671",150,137,13
"S00113672",102,84,18
"S00113673",122,110,12
"S00113674",58,52,6
"S00113675",105,91,14
"S00113676",114,102,12
"S00113677",85,75,10
"S00113678",94,85,9
"S00113679",77,58,19
"S00113680",74,65,9
"S00113681",80,73,7
"S00113682",84,78,6
"S00113683",129,114,15
"S00113684",93,77,16
"S00113685",128,119,9
"S00113686",120,116,4
"S00113687",55,54,1
"S00113688",65,62,3
"S00113689",129,116,13
"S00113690",71,64,7
"S00113691",102,101,1
"S00113692",122,109,13
"S00113693",115,111,4
"S00113694",128,124,4
"S00113695",86,85,1
"S00113696",66,65,1
"S00113697",109,101,8
"S00113698",104,98,6
"S00113699",77,72,5
"S00113700",74,70,4
"S00113701",99,97,2
"S00113702",100,95,5
"S00113703",125,121,4
"S00113704",83,74,9
"S00113705",81,79,2
"S00113706",90,86,4
"S00113707",79,76,3
"S00113708",95,93,2
"S00113709",111,106,5
"S00113710",99,91,8
"S00113711",114,112,2
"S00113712",72,70,2
"S00113713",152,148,4
"S00113714",73,72,1
"S00113715",71,69,2
"S00113716",103,87,16
"S00113717",93,84,9
"S00113718",60,50,10
"S00113719",130,118,12
"S00113720",89,84,5
"S00113721",105,103,2
"S00113722",74,71,3
"S00113723",100,96,4
"S00113724",80,75,5
"S00113725",108,94,14
"S00113726",98,88,10
"S00113727",148,138,10
