"output_area","total","good","not_good"
"S00099505",496,491,5
"S00099506",69,67,2
"S00099507",115,106,9
"S00099508",54,48,6
"S00099509",205,198,7
"S00099510",82,76,6
"S00099511",101,93,8
"S00099512",59,52,7
"S00099513",112,92,20
"S00099514",80,70,10
"S00099515",58,56,2
"S00099516",117,113,4
"S00099517",56,46,10
"S00099518",59,45,14
"S00099519",100,97,3
"S00099520",56,51,5
"S00099521",89,87,2
"S00099522",89,86,3
"S00099523",73,71,2
"S00099524",116,112,4
"S00099525",103,94,9
"S00099526",88,85,3
"S00099527",96,95,1
"S00099528",227,225,2
"S00099529",151,148,3
"S00099530",170,167,3
"S00099531",218,217,1
"S00099532",207,203,4
"S00099533",161,160,1
"S00099534",145,143,2
"S00099535",70,69,1
"S00099536",107,81,26
"S00099537",223,219,4
"S00099538",92,86,6
"S00099539",117,116,1
"S00099540",62,54,8
"S00099541",100,92,8
"S00099542",143,143,0
"S00099543",117,114,3
"S00099544",92,88,4
"S00099545",96,96,0
"S00099546",147,136,11
"S00099547",141,141,0
"S00099548",115,113,2
"S00099549",95,89,6
"S00099550",145,143,2
"S00099551",157,146,11
"S00099552",121,121,0
"S00099553",125,123,2
"S00099554",98,98,0
"S00099555",137,136,1
"S00099556",86,85,1
"S00099557",69,68,1
"S00099558",127,125,2
"S00099559",111,110,1
"S00099560",109,106,3
"S00099561",68,58,10
"S00099562",75,71,4
"S00099563",104,104,0
"S00099564",91,86,5
"S00099565",82,76,6
"S00099566",63,62,1
"S00099567",487,485,2
"S00099568",136,136,0
"S00099569",549,545,4
"S00099570",100,99,1
"S00099571",109,104,5
"S00099572",152,150,2
"S00099573",84,84,0
"S00099574",74,70,4
"S00099575",143,142,1
"S00099576",130,129,1
"S00099577",64,63,1
"S00099578",114,110,4
"S00099579",112,110,2
"S00099580",120,115,5
"S00099581",126,121,5
"S00099582",75,73,2
"S00099583",54,49,5
"S00099584",80,74,6
"S00099585",137,136,1
"S00099586",117,117,0
"S00099587",145,144,1
"S00099588",185,183,2
"S00099589",140,128,12
"S00099590",109,92,17
"S00099591",59,55,4
"S00099592",91,82,9
"S00099593",143,129,14
"S00099594",80,78,2
"S00099595",68,55,13
"S00099596",64,42,22
"S00099597",72,59,13
"S00099598",115,104,11
"S00099599",78,68,10
"S00099600",67,61,6
"S00099601",112,104,8
"S00099602",79,74,5
"S00099603",86,82,4
"S00099604",56,43,13
"S00099605",75,67,8
"S00099606",85,78,7
"S00099607",67,65,2
"S00099608",150,138,12
"S00099609",125,111,14
"S00099610",88,85,3
"S00099611",76,66,10
"S00099612",65,50,15
"S00099613",121,112,9
"S00099614",82,69,13
"S00099615",51,45,6
"S00099616",67,63,4
"S00099617",86,80,6
"S00099618",61,52,9
"S00099619",163,153,10
"S00099620",120,102,18
"S00099621",79,71,8
"S00099622",133,125,8
"S00099623",91,89,2
"S00099624",59,53,6
"S00099625",91,87,4
"S00099626",70,67,3
"S00099627",59,56,3
"S00099628",166,162,4
"S00099629",110,102,8
"S00099630",59,52,7
"S00099631",80,75,5
"S00099632",52,51,1
"S00099633",80,77,3
"S00099634",112,99,13
"S00099635",56,47,9
"S00099636",91,86,5
"S00099637",59,47,12
"S00099638",66,57,9
"S00099639",66,64,2
"S00099640",98,81,17
"S00099641",119,95,24
"S00099642",141,134,7
"S00099643",55,51,4
"S00099644",108,106,2
"S00099645",105,101,4
"S00099646",94,90,4
"S00099647",87,80,7
"S00099648",74,74,0
"S00099649",133,127,6
"S00099650",123,116,7
"S00099651",136,126,10
"S00099652",92,83,9
"S00099653",83,83,0
"S00099654",130,113,17
"S00099655",85,80,5
"S00099656",114,107,7
"S00099657",78,78,0
"S00099658",78,77,1
"S00099659",101,99,2
"S00099660",115,106,9
"S00099661",97,95,2
"S00099662",98,94,4
"S00099663",83,79,4
"S00099664",94,92,2
"S00099665",114,110,4
"S00099666",58,52,6
"S00099667",79,72,7
"S00099668",87,75,12
"S00099669",139,137,2
"S00099670",127,124,3
"S00099671",125,120,5
"S00099672",82,78,4
"S00099673",102,91,11
"S00099674",113,104,9
"S00099675",127,126,1
"S00099676",131,128,3
"S00099677",71,65,6
"S00099678",54,53,1
"S00099679",105,101,4
"S00099680",70,61,9
"S00099681",137,135,2
"S00099682",169,162,7
"S00099683",111,110,1
"S00099684",166,162,4
"S00099685",82,81,1
"S00099686",106,102,4
"S00099687",148,138,10
"S00099688",75,73,2
"S00099689",206,195,11
"S00099690",166,164,2
"S00099691",123,111,12
"S00099692",120,111,9
"S00099693",119,111,8
"S00099694",74,58,16
"S00099695",180,169,11
"S00099696",102,93,9
"S00099697",103,93,10
"S00099698",157,151,6
"S00099699",147,141,6
"S00099700",141,139,2
"S00099701",93,88,5
"S00099702",126,118,8
"S00099703",149,145,4
"S00099704",95,94,1
"S00099705",91,89,2
"S00099706",159,156,3
"S00099707",62,57,5
"S00099708",130,128,2
"S00099709",129,123,6
"S00099710",70,64,6
"S00099711",108,104,4
"S00099712",100,98,2
"S00099713",53,49,4
"S00099714",92,90,2
"S00099715",60,55,5
"S00099716",79,79,0
"S00099717",88,88,0
"S00099718",71,66,5
"S00099719",100,97,3
"S00099720",73,72,1
"S00099721",74,60,14
"S00099722",151,150,1
"S00099723",64,61,3
"S00099724",113,109,4
"S00099725",92,91,1
"S00099726",60,54,6
"S00099727",116,108,8
"S00099728",155,150,5
"S00099729",80,76,4
"S00099730",67,65,2
"S00099731",109,109,0
"S00099732",161,152,9
"S00099733",69,65,4
"S00099734",120,114,6
"S00099735",62,60,2
"S00099736",190,185,5
"S00099737",120,114,6
"S00099738",80,76,4
"S00099739",126,124,2
"S00099740",129,108,21
"S00099741",122,121,1
"S00099742",128,126,2
"S00099743",185,184,1
"S00099744",152,149,3
"S00099745",152,151,1
"S00099746",165,159,6
"S00099747",177,128,49
"S00099748",122,122,0
"S00099749",163,163,0
"S00099750",133,132,1
"S00099751",136,130,6
"S00099752",108,105,3
"S00099753",91,87,4
"S00099754",73,72,1
"S00099755",213,203,10
"S00099756",95,90,5
"S00099757",214,197,17
"S00099758",59,53,6
"S00099759",179,160,19
"S00099760",119,94,25
"S00099761",69,63,6
"S00099762",64,62,2
"S00099763",118,112,6
"S00099764",137,128,9
"S00099765",126,122,4
"S00099766",97,87,10
"S00099767",126,123,3
"S00099768",123,120,3
"S00099769",139,137,2
"S00099770",134,129,5
"S00099771",99,89,10
"S00099772",67,49,18
"S00099773",94,77,17
"S00099774",57,56,1
"S00099775",115,110,5
"S00099776",84,81,3
"S00099777",130,119,11
"S00099778",155,139,16
"S00099779",221,221,0
"S00099780",93,88,5
"S00099781",201,196,5
"S00099782",1124,1117,7
"S00099783",79,75,4
"S00099784",69,68,1
"S00099785",147,138,9
"S00099786",221,214,7
"S00099787",138,122,16
"S00099788",143,134,9
"S00099789",135,134,1
"S00099790",180,169,11
"S00099791",109,108,1
"S00099792",89,87,2
"S00099793",93,88,5
"S00099794",114,98,16
"S00099795",75,68,7
"S00099796",132,111,21
"S00099797",86,82,4
"S00099798",90,87,3
"S00099799",209,179,30
"S00099800",117,102,15
"S00099801",165,160,5
"S00099802",111,104,7
"S00099803",198,196,2
"S00099804",148,144,4
"S00099805",142,140,2
"S00099806",154,150,4
"S00099807",90,85,5
"S00099808",61,53,8
"S00099809",140,132,8
"S00099810",81,71,10
"S00099811",135,130,5
"S00099812",81,79,2
"S00099813",142,132,10
"S00099814",95,92,3
"S00099815",161,156,5
"S00099816",90,88,2
"S00099817",82,71,11
"S00099818",103,97,6
"S00099819",94,91,3
"S00099820",115,112,3
"S00099821",191,188,3
"S00099822",64,57,7
"S00099823",150,143,7
"S00099824",191,157,34
"S00099825",56,52,4
"S00099826",144,143,1
"S00099827",170,169,1
"S00099828",139,138,1
"S00099829",104,102,2
"S00099830",231,229,2
"S00099831",150,149,1
"S00099832",193,191,2
"S00099833",85,84,1
"S00099834",100,98,2
"S00099835",129,127,2
"S00099836",108,105,3
"S00099837",194,192,2
"S00099838",148,146,2
"S00099839",127,122,5
"S00099840",103,99,4
"S00099841",234,230,4
"S00099842",111,101,10
"S00099843",132,130,2
"S00099844",144,142,2
"S00099845",195,187,8
"S00099846",82,81,1
"S00099847",130,127,3
"S00099848",118,111,7
"S00099849",95,94,1
"S00099850",79,74,5
"S00099851",89,86,3
"S00099852",104,98,6
"S00099853",215,201,14
"S00099854",63,60,3
"S00099855",107,103,4
"S00099856",60,54,6
"S00099857",74,71,3
"S00099858",101,97,4
"S00099859",128,126,2
"S00099860",121,116,5
"S00099861",108,100,8
"S00099862",89,86,3
"S00099863",123,122,1
"S00099864",52,45,7
"S00099865",177,154,23
"S00099866",136,115,21
"S00099867",66,57,9
"S00099868",151,140,11
"S00099869",82,75,7
"S00099870",94,86,8
"S00099871",118,97,21
"S00099872",99,85,14
"S00099873",90,74,16
"S00099874",132,118,14
"S00099875",172,159,13
"S00099876",148,132,16
"S00099877",120,107,13
"S00099878",116,102,14
"S00099879",128,110,18
"S00099880",128,111,17
"S00099881",102,91,11
"S00099882",129,116,13
"S00099883",139,128,11
"S00099884",140,120,20
"S00099885",95,92,3
"S00099886",82,75,7
"S00099887",136,119,17
"S00099888",119,102,17
"S00099889",110,100,10
"S00099890",111,99,12
"S00099891",146,125,21
"S00099892",110,102,8
"S00099893",77,69,8
"S00099894",77,70,7
"S00099895",57,46,11
"S00099896",99,85,14
"S00099897",114,104,10
"S00099898",119,105,14
"S00099899",70,69,1
"S00099900",113,104,9
"S00099901",134,118,16
"S00099902",92,85,7
"S00099903",93,84,9
"S00099904",68,60,8
"S00099905",87,80,7
"S00099906",94,87,7
"S00099907",108,96,12
"S00099908",71,61,10
"S00099909",54,50,4
"S00099910",91,83,8
"S00099911",77,62,15
"S00099912",92,76,16
"S00099913",70,50,20
"S00099914",105,94,11
"S00099915",141,131,10
"S00099916",100,87,13
"S00099917",101,89,12
"S00099918",129,120,9
"S00099919",94,88,6
"S00099920",100,97,3
"S00099921",91,87,4
"S00099922",103,91,12
"S00099923",138,129,9
"S00099924",74,67,7
"S00099925",212,207,5
"S00099926",136,127,9
"S00099927",154,146,8
"S00099928",84,74,10
"S00099929",146,141,5
"S00099930",203,194,9
"S00099931",107,98,9
"S00099932",139,126,13
"S00099933",96,87,9
"S00099934",170,156,14
"S00099935",165,150,15
"S00099936",86,71,15
"S00099937",70,66,4
"S00099938",134,118,16
"S00099939",112,104,8
"S00099940",122,113,9
"S00099941",161,155,6
"S00099942",115,105,10
"S00099943",116,107,9
"S00099944",118,114,4
"S00099945",105,96,9
"S00099946",132,118,14
"S00099947",94,86,8
"S00099948",107,95,12
"S00099949",83,74,9
"S00099950",138,128,10
"S00099951",108,99,9
"S00099952",135,114,21
"S00099953",161,146,15
"S00099954",108,103,5
"S00099955",89,86,3
"S00099956",55,52,3
"S00099957",83,72,11
"S00099958",135,128,7
"S00099959",126,116,10
"S00099960",90,84,6
"S00099961",139,128,11
"S00099962",153,131,22
"S00099963",113,107,6
"S00099964",126,119,7
"S00099965",79,70,9
"S00099966",107,104,3
"S00099967",115,103,12
"S00099968",136,126,10
"S00099969",112,106,6
"S00099970",183,149,34
"S00099971",142,126,16
"S00099972",147,128,19
"S00099973",97,93,4
"S00099974",73,65,8
"S00099975",106,94,12
"S00099976",105,97,8
"S00099977",109,98,11
"S00099978",87,79,8
"S00099979",102,90,12
"S00099980",119,114,5
"S00099981",84,72,12
"S00099982",77,66,11
"S00099983",71,60,11
"S00099984",83,73,10
"S00099985",83,75,8
"S00099986",109,101,8
"S00099987",81,71,10
"S00099988",94,78,16
"S00099989",124,120,4
"S00099990",97,95,2
"S00099991",117,112,5
"S00099992",80,75,5
"S00099993",208,202,6
"S00099994",72,70,2
"S00099995",162,155,7
"S00099996",93,88,5
"S00099997",180,168,12
"S00099998",157,145,12
"S00099999",121,111,10
"S00100000",99,94,5
"S00100001",135,124,11
"S00100002",109,99,10
"S00100003",126,109,17
"S00100004",165,150,15
"S00100005",102,94,8
"S00100006",81,71,10
"S00100007",170,162,8
"S00100008",119,105,14
"S00100009",132,126,6
"S00100010",135,123,12
"S00100011",83,70,13
"S00100012",103,93,10
"S00100013",103,88,15
"S00100014",87,83,4
"S00100015",60,56,4
"S00100016",108,94,14
"S00100017",74,72,2
"S00100018",153,143,10
"S00100019",103,96,7
"S00100020",136,122,14
"S00100021",133,127,6
"S00100022",117,112,5
"S00100023",154,153,1
"S00100024",118,117,1
"S00100025",130,122,8
"S00100026",122,116,6
"S00100027",113,98,15
"S00100028",120,100,20
"S00100029",93,83,10
"S00100030",117,107,10
"S00100031",100,85,15
"S00100032",130,116,14
"S00100033",128,118,10
"S00100034",109,95,14
"S00100035",106,96,10
"S00100036",89,82,7
"S00100037",163,153,10
"S00100038",60,49,11
"S00100039",104,96,8
"S00100040",109,96,13
"S00100041",168,156,12
"S00100042",69,65,4
"S00100043",95,89,6
"S00100044",121,112,9
"S00100045",106,95,11
"S00100046",94,86,8
"S00100047",75,62,13
"S00100048",87,73,14
"S00100049",107,92,15
"S00100050",59,46,13
"S00100051",142,124,18
"S00100052",128,109,19
"S00100053",72,66,6
"S00100054",100,96,4
"S00100055",115,110,5
"S00100056",80,73,7
"S00100057",66,62,4
"S00100058",123,120,3
"S00100059",151,137,14
"S00100060",92,89,3
"S00100061",111,105,6
"S00100062",118,109,9
"S00100063",106,96,10
"S00100064",104,97,7
"S00100065",167,157,10
"S00100066",99,88,11
"S00100067",84,77,7
"S00100068",87,78,9
"S00100069",138,122,16
"S00100070",87,77,10
"S00100071",112,95,17
"S00100072",125,113,12
"S00100073",126,108,18
"S00100074",160,153,7
"S00100075",83,72,11
"S00100076",81,77,4
"S00100077",125,121,4
"S00100078",128,125,3
"S00100079",84,80,4
"S00100080",84,80,4
"S00100081",139,122,17
"S00100082",131,118,13
"S00100083",137,128,9
"S00100084",156,149,7
"S00100085",134,128,6
"S00100086",140,134,6
"S00100087",152,143,9
"S00100088",122,121,1
"S00100089",122,111,11
"S00100090",105,92,13
"S00100091",92,90,2
"S00100092",167,159,8
"S00100093",96,88,8
"S00100094",124,109,15
"S00100095",115,97,18
"S00100096",116,107,9
"S00100097",98,87,11
"S00100098",104,92,12
"S00100099",143,123,20
"S00100100",93,84,9
"S00100101",90,78,12
"S00100102",89,75,14
"S00100103",61,56,5
"S00100104",124,116,8
"S00100105",122,106,16
"S00100106",137,122,15
"S00100107",202,201,1
"S00100108",136,130,6
"S00100109",187,186,1
"S00100110",104,100,4
"S00100111",99,95,4
"S00100112",129,122,7
"S00100113",116,114,2
"S00100114",93,93,0
"S00100115",93,88,5
"S00100116",101,101,0
"S00100117",134,132,2
"S00100118",102,101,1
"S00100119",103,96,7
"S00100120",126,121,5
"S00100121",116,115,1
"S00100122",92,91,1
"S00100123",69,63,6
"S00100124",121,119,2
"S00100125",129,125,4
"S00100126",66,62,4
"S00100127",53,52,1
"S00100128",109,106,3
"S00100129",130,129,1
"S00100130",87,83,4
"S00100131",113,110,3
"S00100132",72,69,3
"S00100133",57,57,0
"S00100134",93,92,1
"S00100135",75,72,3
"S00100136",83,76,7
"S00100137",120,118,2
"S00100138",165,163,2
"S00100139",118,104,14
"S00100140",131,120,11
"S00100141",78,77,1
"S00100142",96,85,11
"S00100143",71,64,7
"S00100144",110,101,9
"S00100145",101,94,7
"S00100146",76,68,8
"S00100147",118,111,7
"S00100148",62,61,1
"S00100149",105,103,2
"S00100150",133,117,16
"S00100151",146,142,4
"S00100152",74,71,3
"S00100153",105,93,12
"S00100154",81,68,13
"S00100155",118,115,3
"S00100156",88,82,6
"S00100157",65,62,3
"S00100158",101,99,2
"S00100159",124,112,12
"S00100160",117,112,5
"S00100161",61,59,2
"S00100162",167,152,15
"S00100163",180,179,1
"S00100164",119,115,4
"S00100165",123,119,4
"S00100166",75,74,1
"S00100167",100,75,25
"S00100168",106,98,8
"S00100169",105,96,9
"S00100170",83,79,4
"S00100171",72,58,14
"S00100172",55,51,4
"S00100173",69,59,10
"S00100174",89,79,10
"S00100175",55,48,7
"S00100176",73,65,8
"S00100177",95,92,3
"S00100178",96,94,2
"S00100179",68,60,8
"S00100180",79,77,2
"S00100181",65,65,0
"S00100182",160,156,4
"S00100183",107,103,4
"S00100184",103,97,6
"S00100185",110,100,10
"S00100186",99,91,8
"S00100187",108,99,9
"S00100188",124,112,12
"S00100189",152,141,11
"S00100190",86,83,3
"S00100191",87,75,12
"S00100192",123,113,10
"S00100193",132,126,6
"S00100194",93,88,5
"S00100195",149,133,16
"S00100196",169,157,12
"S00100197",97,89,8
"S00100198",116,107,9
"S00100199",109,99,10
"S00100200",136,131,5
"S00100201",99,97,2
"S00100202",96,82,14
"S00100203",115,100,15
"S00100204",132,122,10
"S00100205",109,98,11
"S00100206",111,102,9
"S00100207",92,84,8
"S00100208",99,92,7
"S00100209",174,165,9
"S00100210",150,137,13
"S00100211",147,133,14
"S00100212",112,109,3
"S00100213",101,94,7
"S00100214",115,112,3
"S00100215",100,92,8
"S00100216",124,112,12
"S00100217",103,97,6
"S00100218",109,106,3
"S00100219",63,62,1
"S00100220",116,105,11
"S00100221",150,142,8
"S00100222",105,86,19
"S00100223",139,135,4
"S00100224",142,135,7
"S00100225",130,122,8
"S00100226",110,101,9
"S00100227",108,99,9
"S00100228",93,87,6
"S00100229",193,184,9
"S00100230",88,80,8
"S00100231",98,90,8
"S00100232",84,73,11
"S00100233",102,91,11
"S00100234",124,111,13
"S00100235",123,115,8
"S00100236",137,128,9
"S00100237",117,106,11
"S00100238",141,131,10
"S00100239",122,114,8
"S00100240",106,100,6
"S00100241",176,158,18
"S00100242",153,149,4
"S00100243",111,95,16
"S00100244",87,78,9
"S00100245",98,84,14
"S00100246",122,115,7
"S00100247",89,77,12
"S00100248",113,102,11
"S00100249",140,130,10
"S00100250",109,98,11
"S00100251",113,105,8
"S00100252",140,126,14
"S00100253",114,111,3
"S00100254",92,83,9
"S00100255",125,115,10
"S00100256",57,57,0
"S00100257",117,105,12
"S00100258",66,63,3
"S00100259",121,119,2
"S00100260",73,64,9
"S00100261",71,67,4
"S00100262",173,167,6
"S00100263",116,111,5
"S00100264",102,101,1
"S00100265",78,76,2
"S00100266",141,137,4
"S00100267",51,48,3
"S00100268",119,99,20
"S00100269",122,104,18
"S00100270",81,73,8
"S00100271",94,84,10
"S00100272",100,87,13
"S00100273",73,68,5
"S00100274",122,118,4
"S00100275",80,71,9
"S00100276",103,97,6
"S00100277",52,47,5
"S00100278",86,77,9
"S00100279",68,60,8
"S00100280",67,59,8
"S00100281",101,86,15
"S00100282",82,73,9
"S00100283",114,100,14
"S00100284",140,129,11
"S00100285",51,42,9
"S00100286",76,71,5
"S00100287",64,52,12
"S00100288",115,109,6
"S00100289",97,93,4
"S00100290",61,52,9
"S00100291",73,71,2
"S00100292",82,78,4
"S00100293",67,55,12
"S00100294",56,50,6
"S00100295",176,154,22
"S00100296",207,202,5
"S00100297",169,144,25
"S00100298",140,132,8
"S00100299",78,69,9
"S00100300",206,194,12
"S00100301",151,142,9
"S00100302",84,76,8
"S00100303",126,118,8
"S00100304",178,173,5
"S00100305",106,100,6
"S00100306",147,144,3
"S00100307",131,126,5
"S00100308",142,131,11
"S00100309",102,90,12
"S00100310",111,107,4
"S00100311",120,115,5
"S00100312",114,112,2
"S00100313",156,151,5
"S00100314",136,131,5
"S00100315",178,174,4
"S00100316",107,101,6
"S00100317",63,58,5
"S00100318",109,97,12
"S00100319",108,97,11
"S00100320",96,88,8
"S00100321",137,124,13
"S00100322",157,140,17
"S00100323",107,97,10
"S00100324",179,159,20
"S00100325",116,107,9
"S00100326",121,105,16
"S00100327",94,93,1
"S00100328",103,84,19
"S00100329",106,99,7
"S00100330",84,80,4
"S00100331",119,110,9
"S00100332",125,114,11
"S00100333",99,91,8
"S00100334",165,147,18
"S00100335",84,83,1
"S00100336",131,122,9
"S00100337",62,54,8
"S00100338",69,68,1
"S00100339",77,70,7
"S00100340",114,107,7
"S00100341",91,81,10
"S00100342",145,141,4
"S00100343",97,95,2
"S00100344",119,116,3
"S00100345",105,101,4
"S00100346",113,112,1
"S00100347",131,128,3
"S00100348",97,94,3
"S00100349",115,111,4
"S00100350",53,52,1
"S00100351",112,109,3
"S00100352",99,93,6
"S00100353",111,103,8
"S00100354",84,80,4
"S00100355",103,96,7
"S00100356",88,82,6
"S00100357",96,92,4
"S00100358",145,137,8
"S00100359",98,93,5
"S00100360",133,127,6
"S00100361",74,69,5
"S00100362",56,55,1
"S00100363",61,56,5
"S00100364",80,71,9
"S00100365",87,83,4
"S00100366",115,110,5
"S00100367",94,86,8
"S00100368",91,88,3
"S00100369",121,112,9
"S00100370",106,102,4
"S00100371",102,87,15
"S00100372",79,73,6
"S00100373",94,82,12
"S00100374",147,143,4
"S00100375",129,116,13
"S00100376",101,95,6
"S00100377",129,126,3
"S00100378",99,94,5
"S00100379",100,89,11
"S00100380",86,81,5
"S00100381",128,115,13
"S00100382",124,118,6
"S00100383",149,148,1
"S00100384",117,106,11
"S00100385",144,137,7
"S00100386",99,92,7
"S00100387",104,97,7
"S00100388",117,106,11
"S00100389",91,80,11
"S00100390",100,96,4
"S00100391",129,123,6
"S00100392",89,80,9
"S00100393",88,85,3
"S00100394",135,124,11
"S00100395",53,48,5
"S00100396",138,136,2
"S00100397",65,60,5
"S00100398",178,173,5
"S00100399",100,94,6
"S00100400",142,136,6
"S00100401",161,150,11
"S00100402",122,115,7
"S00100403",111,105,6
"S00100404",109,98,11
"S00100405",132,124,8
"S00100406",121,117,4
"S00100407",77,73,4
"S00100408",75,71,4
"S00100409",195,188,7
"S00100410",143,132,11
"S00100411",98,93,5
"S00100412",108,102,6
"S00100413",93,89,4
"S00100414",142,138,4
"S00100415",123,120,3
"S00100416",111,106,5
"S00100417",134,127,7
"S00100418",191,181,10
"S00100419",120,112,8
"S00100420",50,43,7
"S00100421",141,139,2
"S00100422",149,141,8
"S00100423",92,91,1
"S00100424",63,49,14
"S00100425",117,108,9
"S00100426",84,71,13
"S00100427",121,119,2
"S00100428",130,120,10
"S00100429",95,84,11
"S00100430",59,48,11
"S00100431",136,119,17
"S00100432",112,107,5
"S00100433",55,54,1
"S00100434",66,60,6
"S00100435",117,105,12
"S00100436",66,63,3
"S00100437",132,118,14
"S00100438",95,87,8
"S00100439",87,74,13
"S00100440",153,134,19
"S00100441",156,148,8
"S00100442",131,121,10
"S00100443",89,81,8
"S00100444",131,117,14
"S00100445",101,94,7
"S00100446",91,82,9
"S00100447",79,73,6
"S00100448",116,109,7
"S00100449",77,72,5
"S00100450",152,140,12
"S00100451",84,77,7
