"output_area","total","owned","social","rented","rentfree"
"60QA000287",152,137,0,13,2
"60QA000288",86,73,0,11,2
"60QA000289",56,39,6,9,2
"60QA000290",118,90,0,26,2
"60QA000291",85,46,3,34,2
"60QA000292",109,87,2,20,0
"60QA000293",65,33,9,20,3
"60QA000294",111,86,6,15,4
"60QA000295",82,67,2,13,0
"60QA000296",119,96,0,23,0
"60QA000297",92,77,9,6,0
"60QA000298",65,61,0,3,1
"60QA000299",75,51,2,22,0
"60QA000300",134,110,1,22,1
"60QA000301",55,3,52,0,0
"60QA000302",51,25,7,18,1
"60QA000303",183,165,3,13,2
"60QA000304",65,1,64,0,0
"60QA000305",70,54,0,15,1
"60QA000306",70,64,0,6,0
"60QA000307",84,78,2,4,0
"60QA000308",51,24,6,20,1
"60QA000309",161,154,0,7,0
"60QA000310",128,80,2,37,9
"60QA000311",95,57,10,25,3
"60QA000312",88,53,35,0,0
"60QA000313",113,57,54,0,2
"60QA000314",128,51,73,0,4
"60QA000315",73,37,25,11,0
"60QA000316",117,68,45,3,1
"60QA000317",94,55,33,5,1
"60QA000318",143,67,63,8,5
"60QA000319",156,114,14,18,10
"60QA000320",182,80,95,4,3
"60QA000321",163,93,60,9,1
"60QA000322",102,21,74,1,6
"60QA000323",114,70,41,0,3
"60QA000324",69,27,37,0,5
"60QA000325",109,59,40,7,3
"60QA000326",112,65,44,0,3
"60QA000327",123,71,48,4,0
"60QA000328",186,81,83,16,6
"60QA000329",173,95,64,7,7
"60QA000330",76,25,42,0,9
"60QA000331",129,51,70,2,6
"60QA000332",75,11,56,5,3
"60QA000333",63,37,24,2,0
"60QA000334",146,76,57,11,2
"60QA000335",163,57,89,4,13
"60QA000336",107,69,32,4,2
"60QA000337",126,115,6,5,0
"60QA000338",138,131,0,5,2
"60QA000339",120,81,1,38,0
"60QA000340",116,115,1,0,0
"60QA000341",107,105,2,0,0
"60QA000342",99,99,0,0,0
"60QA000343",106,102,0,2,2
"60QA000344",151,142,2,2,5
"60QA000345",113,107,6,0,0
"60QA000346",86,81,0,0,5
"60QA000347",117,111,0,4,2
"60QA000348",80,80,0,0,0
"60QA000349",89,86,2,1,0
"60QA000350",102,98,1,3,0
"60QA000351",121,118,0,3,0
"60QA000352",108,102,0,6,0
"60QA000353",109,109,0,0,0
"60QA000354",105,102,0,0,3
"60QA000355",100,92,0,3,5
"60QA000356",164,164,0,0,0
"60QA000357",185,176,2,7,0
"60QA000358",166,149,0,17,0
"60QA000359",159,151,0,6,2
"60QA000360",109,104,2,0,3
"60QA000361",84,82,2,0,0
"60QA000362",100,96,4,0,0
"60QA000363",171,161,2,8,0
"60QA000364",155,151,4,0,0
"60QA000365",140,96,33,10,1
"60QA000366",67,62,0,5,0
"60QA000367",77,45,16,14,2
"60QA000368",57,24,30,1,2
"60QA000369",92,70,9,13,0
"60QA000370",158,155,2,1,0
"60QA000371",111,106,1,3,1
"60QA000372",103,103,0,0,0
"60QA000373",101,90,2,9,0
"60QA000374",119,106,1,7,5
"60QA000375",88,76,0,12,0
"60QA000376",144,137,5,0,2
"60QA000377",122,114,0,5,3
"60QA000378",92,85,0,5,2
"60QA000379",165,161,0,4,0
"60QA000380",70,31,34,4,1
"60QA000381",112,72,31,5,4
"60QA000382",101,68,29,0,4
"60QA000383",144,100,32,6,6
"60QA000384",112,54,46,5,7
"60QA000385",159,100,54,0,5
"60QA000386",132,125,1,4,2
"60QA000387",80,62,0,17,1
"60QA000388",95,21,0,74,0
"60QA000389",90,51,18,21,0
"60QA000390",104,48,47,6,3
"60QA000391",139,107,1,29,2
"60QA000392",117,46,56,4,11
"60QA000393",124,65,42,13,4
"60QA000394",68,24,38,5,1
"60QA000395",144,123,1,16,4
"60QA000396",136,133,2,0,1
"60QA000397",143,140,2,1,0
"60QA000398",82,76,2,4,0
"60QA000399",104,104,0,0,0
"60QA000400",194,186,3,4,1
"60QA000401",164,162,0,0,2
"60QA000402",103,98,0,1,4
"60QA000403",133,133,0,0,0
"60QA000404",127,109,3,11,4
"60QA000405",134,130,0,0,4
"60QA000406",96,80,7,9,0
"60QA000407",187,167,0,20,0
"60QA000408",176,160,2,14,0
"60QA000409",182,156,23,2,1
"60QA000410",102,102,0,0,0
"60QA000411",85,62,22,1,0
"60QA000412",101,29,71,0,1
"60QA000413",79,3,71,2,3
"60QA000414",75,9,50,14,2
"60QA000415",70,4,66,0,0
"60QA000416",128,48,76,2,2
"60QA000417",65,12,47,0,6
"60QA000418",93,74,19,0,0
"60QA000419",111,101,1,4,5
"60QA000420",64,8,55,0,1
"60QA000421",98,65,0,29,4
"60QA000422",81,46,28,3,4
"60QA000423",91,54,29,4,4
"60QA000424",114,113,0,0,1
"60QA000425",93,93,0,0,0
"60QA000426",115,102,3,10,0
"60QA000427",160,133,0,14,13
"60QA000428",118,67,44,7,0
"60QA000429",113,109,0,4,0
"60QA000430",112,94,4,14,0
"60QA000431",143,133,0,9,1
"60QA000432",98,89,0,0,9
"60QA000433",209,196,0,9,4
"60QA000434",181,163,4,7,7
"60QA000435",72,52,18,0,2
"60QA000436",104,58,44,0,2
"60QA000437",161,146,5,10,0
"60QA000438",143,140,1,2,0
"60QA000439",148,138,4,6,0
"60QA000440",106,85,6,8,7
"60QA000441",140,128,4,8,0
"60QA000442",160,150,5,5,0
"60QA000443",102,100,2,0,0
"60QA000444",169,161,0,7,1
"60QA000445",132,115,2,14,1
"60QA000446",95,78,0,17,0
"60QA000447",125,115,5,5,0
"60QA000448",163,142,0,21,0
"60QA000449",104,89,4,11,0
"60QA000450",61,44,6,10,1
"60QA000451",65,58,0,6,1
"60QA000452",60,52,2,6,0
"60QA000453",94,71,21,0,2
"60QA000454",139,114,0,25,0
"60QA000455",128,120,2,4,2
"60QA000456",135,119,0,11,5
"60QA000457",153,141,0,10,2
"60QA000458",116,114,0,2,0
"60QA000459",68,64,0,4,0
"60QA000460",97,18,69,0,10
"60QA000461",131,113,0,12,6
"60QA000462",70,53,1,16,0
"60QA000463",94,21,60,9,4
"60QA000464",107,17,82,1,7
"60QA000465",89,31,55,2,1
"60QA000466",51,3,31,15,2
"60QA000467",59,7,51,0,1
"60QA000468",91,22,52,15,2
"60QA000469",68,26,35,5,2
"60QA000470",79,22,53,4,0
"60QA000471",122,58,52,8,4
"60QA000472",78,46,10,22,0
"60QA000473",59,26,5,26,2
"60QA000474",77,31,3,43,0
"60QA000475",96,6,79,0,11
"60QA000476",106,55,35,13,3
"60QA000477",72,34,11,25,2
"60QA000478",105,46,28,26,5
"60QA000479",146,107,2,36,1
"60QA000480",71,52,0,16,3
"60QA000481",114,42,26,35,11
"60QA000482",64,38,1,22,3
"60QA000483",122,26,79,8,9
"60QA000484",115,27,60,15,13
"60QA000485",61,41,3,17,0
"60QA000486",68,19,33,13,3
"60QA000487",90,62,9,18,1
"60QA000488",94,39,6,46,3
"60QA000489",70,27,3,40,0
"60QA000490",62,34,2,22,4
"60QA000491",73,40,3,27,3
"60QA000492",90,63,0,23,4
"60QA000493",67,5,58,0,4
"60QA000494",61,26,7,28,0
"60QA000495",103,35,61,4,3
"60QA000496",83,40,38,1,4
"60QA000497",112,31,37,43,1
"60QA000498",108,47,0,59,2
"60QA000499",129,65,36,26,2
"60QA000500",113,51,0,62,0
"60QA000501",67,19,45,0,3
"60QA000502",63,27,34,0,2
"60QA000503",77,8,63,1,5
"60QA000504",58,18,37,1,2
"60QA000505",65,20,41,2,2
"60QA000506",187,88,4,94,1
"60QA000507",132,22,102,0,8
"60QA000508",82,6,74,2,0
"60QA000509",98,33,49,15,1
"60QA000510",141,20,117,1,3
"60QA000511",129,16,107,1,5
"60QA000512",65,2,62,0,1
"60QA000513",64,2,60,0,2
"60QA000514",64,3,61,0,0
"60QA000515",99,9,87,0,3
"60QA000516",86,7,76,3,0
"60QA000517",113,15,91,1,6
"60QA000518",108,4,88,11,5
"60QA000519",123,5,107,2,9
"60QA000520",124,40,67,4,13
"60QA000521",75,7,62,1,5
"60QA000522",168,44,4,115,5
"60QA000523",98,34,33,28,3
"60QA000524",64,15,32,15,2
"60QA000525",162,59,91,5,7
"60QA000526",126,122,0,2,2
"60QA000527",91,86,1,0,4
"60QA000528",119,114,4,1,0
"60QA000529",126,120,0,6,0
"60QA000530",98,61,31,3,3
"60QA000531",108,75,29,3,1
"60QA000532",72,46,21,0,5
"60QA000533",105,10,88,4,3
"60QA000534",112,24,82,0,6
"60QA000535",107,64,38,2,3
"60QA000536",114,57,51,4,2
"60QA000537",150,97,42,1,10
"60QA000538",119,75,38,1,5
"60QA000539",67,30,32,3,2
"60QA000540",138,78,54,1,5
"60QA000541",91,43,45,3,0
"60QA000542",121,41,73,5,2
"60QA000543",79,50,25,1,3
"60QA000544",78,38,31,7,2
"60QA000545",91,28,60,0,3
"60QA000546",83,30,45,3,5
"60QA000547",87,33,49,0,5
"60QA000548",116,95,2,17,2
"60QA000549",94,13,75,2,4
"60QA000550",67,9,44,4,10
"60QA000551",65,3,59,0,3
"60QA000552",103,31,63,2,7
"60QA000553",150,61,71,8,10
"60QA000554",119,47,60,7,5
"60QA000555",95,40,52,0,3
"60QA000556",98,50,47,0,1
"60QA000557",83,18,53,7,5
"60QA000558",53,24,0,29,0
"60QA000559",59,51,0,8,0
"60QA000560",55,23,24,5,3
"60QA000561",128,99,17,10,2
"60QA000562",80,67,6,7,0
"60QA000563",118,36,51,28,3
"60QA000564",75,67,4,4,0
"60QA000565",137,85,42,6,4
"60QA000566",107,78,16,13,0
"60QA000567",79,50,18,10,1
"60QA000568",104,61,37,3,3
"60QA000569",75,46,23,4,2
"60QA000570",83,53,24,6,0
"60QA000571",157,93,40,18,6
"60QA000572",153,84,42,25,2
"60QA000573",129,9,117,1,2
"60QA000574",169,25,135,3,6
"60QA000575",112,11,95,2,4
"60QA000576",134,31,92,7,4
"60QA000577",128,103,1,23,1
"60QA000578",88,84,0,4,0
"60QA000579",96,66,16,14,0
"60QA000580",70,33,18,19,0
"60QA000581",84,69,1,12,2
"60QA000582",113,106,0,5,2
"60QA000583",113,3,101,7,2
"60QA000584",67,7,58,0,2
"60QA000585",84,15,65,1,3
"60QA000586",66,11,44,0,11
"60QA000587",66,14,50,1,1
"60QA000588",99,5,83,1,10
"60QA000589",73,7,61,0,5
"60QA000590",78,10,61,1,6
"60QA000591",79,64,12,0,3
"60QA000592",118,46,58,12,2
"60QA000593",110,109,1,0,0
"60QA000594",94,94,0,0,0
"60QA000595",108,105,0,2,1
"60QA000596",103,25,64,7,7
"60QA000597",77,3,66,2,6
"60QA000598",136,67,57,5,7
"60QA000599",208,79,119,7,3
"60QA000600",100,97,2,1,0
"60QA000601",68,0,65,3,0
"60QA000602",67,0,58,2,7
"60QA000603",64,6,55,3,0
"60QA000604",58,3,51,3,1
"60QA000605",52,5,40,7,0
"60QA000606",82,6,74,2,0
"60QA000607",78,26,50,1,1
"60QA000608",72,5,62,0,5
"60QA000609",69,22,41,0,6
"60QA000610",58,23,35,0,0
"60QA000611",191,55,128,0,8
"60QA000612",139,37,91,7,4
"60QA000613",118,13,63,42,0
"60QA000614",144,9,122,0,13
"60QA000615",85,17,57,3,8
"60QA000616",93,36,53,0,4
"60QA000617",76,3,70,0,3
"60QA000618",67,38,16,11,2
"60QA000619",157,23,124,3,7
"60QA000620",106,34,67,2,3
"60QA000621",109,0,106,0,3
"60QA000622",82,1,77,0,4
"60QA000623",100,2,88,0,10
"60QA000624",88,1,74,4,9
"60QA000625",63,0,59,1,3
"60QA000626",68,3,61,2,2
"60QA000627",97,56,41,0,0
"60QA000628",109,64,40,5,0
"60QA000629",194,167,1,26,0
"60QA000630",189,110,0,76,3
"60QA000631",58,33,2,18,5
"60QA000632",92,39,15,34,4
"60QA000633",112,8,93,8,3
"60QA000634",180,5,157,9,9
"60QA000635",87,5,71,4,7
"60QA000636",172,43,107,12,10
"60QA000637",160,111,3,43,3
"60QA000638",138,123,2,11,2
"60QA000639",141,95,5,39,2
"60QA000640",89,44,7,38,0
"60QA000641",120,94,2,21,3
"60QA000642",70,22,11,31,6
"60QA000643",57,20,9,26,2
"60QA000644",118,34,42,36,6
"60QA000645",144,5,130,2,7
"60QA000646",148,10,131,7,0
"60QA000647",127,43,68,12,4
"60QA000648",99,54,1,41,3
"60QA000649",98,53,5,38,2
"60QA000650",101,37,44,15,5
"60QA000651",126,56,16,50,4
"60QA000652",131,51,2,77,1
"60QA000653",126,99,0,27,0
"60QA000654",72,21,2,48,1
"60QA000655",89,36,0,51,2
"60QA000656",127,58,0,64,5
"60QA000657",81,73,0,3,5
"60QA000658",109,62,3,43,1
"60QA000659",92,51,1,38,2
"60QA000660",143,46,22,68,7
"60QA000661",107,26,43,34,4
"60QA000662",101,48,32,19,2
"60QA000663",117,60,23,34,0
"60QA000664",71,24,36,8,3
"60QA000665",100,73,0,26,1
"60QA000666",65,29,23,13,0
"60QA000667",72,34,24,12,2
"60QA000668",91,30,46,12,3
"60QA000669",102,41,9,50,2
"60QA000670",79,41,11,27,0
"60QA000671",118,4,99,4,11
"60QA000672",129,13,99,8,9
"60QA000673",75,26,23,23,3
"60QA000674",62,13,26,19,4
"60QA000675",63,21,5,37,0
"60QA000676",55,31,0,24,0
"60QA000677",86,47,1,38,0
"60QA000678",99,47,25,26,1
"60QA000679",129,77,1,49,2
"60QA000680",52,30,0,22,0
"60QA000681",74,58,2,12,2
"60QA000682",64,47,4,12,1
"60QA000683",114,46,22,42,4
"60QA000684",67,56,1,7,3
"60QA000685",57,29,6,20,2
"60QA000686",90,67,10,10,3
"60QA000687",77,43,23,10,1
"60QA000688",165,155,0,10,0
"60QA000689",123,67,51,5,0
"60QA000690",69,53,1,15,0
"60QA000691",74,53,0,21,0
"60QA000692",114,96,0,11,7
"60QA000693",113,106,0,7,0
"60QA000694",90,51,2,36,1
"60QA000695",125,113,0,9,3
"60QA000696",97,77,1,19,0
"60QA000697",64,50,10,4,0
"60QA000698",145,131,0,14,0
"60QA000699",103,89,0,11,3
"60QA000700",112,103,0,9,0
"60QA000701",129,120,6,3,0
"60QA000702",116,12,83,9,12
"60QA000703",67,30,35,0,2
"60QA000704",114,114,0,0,0
"60QA000705",136,88,37,0,11
"60QA000706",133,93,36,0,4
"60QA000707",117,113,0,3,1
"60QA000708",131,124,0,6,1
"60QA000709",160,147,0,7,6
"60QA000710",89,77,2,10,0
"60QA000711",81,26,46,1,8
"60QA000712",101,95,1,2,3
"60QA000713",169,162,0,4,3
"60QA000714",189,180,3,6,0
"60QA000715",182,166,1,15,0
"60QA000716",175,109,0,61,5
"60QA000717",101,87,1,13,0
"60QA000718",93,87,0,6,0
"60QA000719",94,89,2,3,0
"60QA000720",118,92,4,22,0
"60QA000721",103,82,0,18,3
"60QA000722",103,97,0,6,0
"60QA000723",166,139,3,24,0
"60QA000724",80,49,0,30,1
"60QA000725",131,114,3,7,7
"60QA000726",169,159,0,7,3
"60QA000727",95,60,13,21,1
"60QA000728",92,54,18,19,1
"60QA000729",67,47,0,20,0
"60QA000730",87,71,1,15,0
"60QA000731",104,62,0,40,2
"60QA000732",154,145,0,9,0
"60QA000733",152,146,0,0,6
"60QA000734",146,116,2,24,4
"60QA000735",161,135,3,23,0
"60QA000736",102,89,0,13,0
"60QA000737",156,133,0,23,0
"60QA000738",173,136,7,22,8
"60QA000739",104,87,0,10,7
"60QA000740",108,104,0,2,2
"60QA000741",126,87,0,39,0
"60QA000742",103,90,0,13,0
"60QA000743",109,106,0,3,0
"60QA000744",137,120,0,12,5
"60QA000745",116,99,1,12,4
"60QA000746",77,64,0,13,0
"60QA000747",69,57,1,11,0
"60QA000748",97,77,1,18,1
"60QA000749",106,91,2,10,3
"60QA000750",186,148,9,28,1
"60QA000751",87,67,3,15,2
"60QA000752",68,68,0,0,0
"60QA000753",103,68,0,35,0
"60QA000754",113,94,0,14,5
"60QA000755",129,121,0,7,1
"60QA000756",152,118,0,29,5
"60QA000757",86,41,19,25,1
"60QA000758",75,40,1,34,0
"60QA000759",67,37,1,29,0
"60QA000760",50,28,2,20,0
"60QA000761",108,89,1,18,0
"60QA000762",81,54,7,20,0
"60QA000763",90,64,2,24,0
"60QA000764",117,52,12,51,2
"60QA000765",66,45,0,21,0
"60QA000766",80,49,0,30,1
"60QA000767",97,61,8,24,4
"60QA000768",75,59,0,16,0
"60QA000769",136,35,77,19,5
"60QA000770",56,2,45,6,3
"60QA000771",62,25,20,17,0
"60QA000772",84,55,12,17,0
"60QA000773",89,66,2,20,1
"60QA000774",78,71,6,1,0
"60QA000775",83,51,5,25,2
"60QA000776",144,8,127,2,7
"60QA000777",108,4,104,0,0
"60QA000778",81,57,12,12,0
"60QA000779",73,40,7,26,0
"60QA000780",105,69,5,31,0
"60QA000781",257,91,32,127,7
"60QA000782",59,30,28,0,1
"60QA000783",60,45,8,7,0
"60QA000784",143,91,16,36,0
"60QA000785",112,75,14,19,4
"60QA000786",111,64,1,41,5
"60QA000787",107,71,0,36,0
"60QA000788",91,72,0,19,0
"60QA000789",156,126,3,23,4
"60QA000790",119,92,5,20,2
"60QA000791",89,10,72,1,6
"60QA000792",172,82,79,0,11
"60QA000793",74,43,31,0,0
"60QA000794",144,89,50,1,4
"60QA000795",87,65,22,0,0
"60QA000796",118,41,77,0,0
"60QA000797",100,40,60,0,0
"60QA000798",94,51,41,0,2
"60QA000799",115,14,95,0,6
"60QA000800",76,55,18,3,0
"60QA000801",99,25,62,0,12
"60QA000802",113,86,23,4,0
"60QA000803",142,99,33,2,8
"60QA000804",75,12,59,3,1
"60QA000805",102,54,44,0,4
"60QA000806",121,38,73,1,9
"60QA000807",140,65,67,1,7
"60QA000808",90,51,38,0,1
"60QA000809",169,79,79,9,2
"60QA000810",125,49,62,9,5
"60QA000811",133,76,55,0,2
"60QA000812",120,69,50,0,1
"60QA000813",79,36,36,5,2
"60QA000814",170,82,84,0,4
"60QA000815",166,104,58,2,2
"60QA000816",122,78,37,0,7
"60QA000817",122,83,38,0,1
"60QA000818",106,50,46,0,10
"60QA000819",119,73,46,0,0
"60QA000820",134,87,44,3,0
"60QA000821",96,62,34,0,0
