"output_area","total","owned","social","rented","rentfree"
"S00121746",134,125,4,5,0
"S00121747",63,41,8,8,6
"S00121748",159,159,0,0,0
"S00121749",128,116,0,10,2
"S00121750",145,122,4,15,4
"S00121751",146,126,9,11,0
"S00121752",128,92,3,21,12
"S00121753",65,24,3,26,12
"S00121754",144,96,21,21,6
"S00121755",77,54,18,3,2
"S00121756",59,44,1,13,1
"S00121757",69,62,0,6,1
"S00121758",120,73,0,29,18
"S00121759",194,169,5,14,6
"S00121760",63,41,19,2,1
"S00121761",137,81,14,39,3
"S00121762",256,229,8,19,0
"S00121763",108,97,0,9,2
"S00121764",115,98,0,17,0
"S00121765",224,170,11,39,4
"S00121766",260,159,75,21,5
"S00121767",90,36,0,42,12
"S00121768",82,64,10,5,3
"S00121769",78,56,10,12,0
"S00121770",61,42,14,0,5
"S00121771",115,75,22,17,1
"S00121772",134,114,4,14,2
"S00121773",128,93,8,19,8
"S00121774",120,118,0,0,2
"S00121775",104,88,14,0,2
"S00121776",98,93,4,0,1
"S00121777",76,45,31,0,0
"S00121778",128,67,55,6,0
"S00121779",96,81,15,0,0
"S00121780",100,51,12,36,1
"S00121781",144,60,82,2,0
"S00121782",108,48,45,15,0
"S00121783",128,69,46,13,0
"S00121784",171,149,6,16,0
"S00121785",117,84,27,6,0
"S00121786",99,97,2,0,0
"S00121787",119,67,39,8,5
"S00121788",115,21,85,8,1
"S00121789",80,21,55,4,0
"S00121790",118,74,22,22,0
"S00121791",87,56,16,15,0
"S00121792",102,48,11,42,1
"S00121793",59,43,13,1,2
"S00121794",84,58,19,7,0
"S00121795",137,117,9,11,0
"S00121796",58,53,0,5,0
"S00121797",82,78,0,0,4
"S00121798",62,57,5,0,0
"S00121799",97,44,39,14,0
"S00121800",157,89,0,63,5
"S00121801",110,49,40,19,2
"S00121802",95,39,29,27,0
"S00121803",74,51,1,19,3
"S00121804",62,28,2,31,1
"S00121805",66,14,20,31,1
"S00121806",50,17,21,11,1
"S00121807",80,36,29,15,0
"S00121808",90,32,15,39,4
"S00121809",151,93,2,56,0
"S00121810",69,36,19,13,1
"S00121811",101,53,6,42,0
"S00121812",110,94,2,14,0
"S00121813",108,86,0,22,0
"S00121814",184,176,5,3,0
"S00121815",163,61,2,100,0
"S00121816",175,6,16,152,1
"S00121817",91,78,2,11,0
"S00121818",183,4,28,151,0
"S00121819",214,29,8,175,2
"S00121820",63,45,2,16,0
"S00121821",139,9,14,116,0
"S00121822",122,78,41,3,0
"S00121823",160,61,76,19,4
"S00121824",107,22,62,23,0
"S00121825",135,97,38,0,0
"S00121826",74,57,15,2,0
"S00121827",120,84,28,3,5
"S00121828",82,60,22,0,0
"S00121829",131,97,31,2,1
"S00121830",72,19,3,50,0
"S00121831",74,36,31,7,0
"S00121832",92,67,23,2,0
"S00121833",163,106,7,46,4
"S00121834",96,78,8,8,2
"S00121835",63,63,0,0,0
"S00121836",136,84,43,7,2
"S00121837",144,102,34,8,0
"S00121838",63,45,13,5,0
"S00121839",58,11,44,3,0
"S00121840",101,12,89,0,0
"S00121841",205,19,66,120,0
"S00121842",165,71,91,3,0
"S00121843",133,97,26,9,1
"S00121844",141,73,64,4,0
"S00121845",136,82,51,3,0
"S00121846",156,63,62,31,0
"S00121847",70,61,0,9,0
"S00121848",102,101,1,0,0
"S00121849",127,35,82,10,0
"S00121850",158,125,2,28,3
"S00121851",99,85,11,3,0
"S00121852",83,75,3,2,3
"S00121853",92,61,24,4,3
"S00121854",59,52,5,2,0
"S00121855",132,73,48,11,0
"S00121856",125,110,3,11,1
"S00121857",69,67,0,0,2
"S00121858",120,105,6,9,0
"S00121859",139,82,42,15,0
"S00121860",127,112,10,5,0
"S00121861",73,67,0,6,0
"S00121862",152,142,4,6,0
"S00121863",154,135,4,15,0
"S00121864",128,105,11,12,0
"S00121865",159,102,30,22,5
"S00121866",105,68,0,35,2
"S00121867",129,68,11,49,1
"S00121868",159,113,38,8,0
"S00121869",150,26,107,17,0
"S00121870",169,133,32,0,4
"S00121871",168,138,9,18,3
"S00121872",96,83,0,9,4
"S00121873",158,141,8,8,1
"S00121874",122,93,19,10,0
"S00121875",161,113,7,32,9
"S00121876",58,53,5,0,0
"S00121877",160,139,2,19,0
"S00121878",121,44,75,2,0
"S00121879",133,18,98,17,0
"S00121880",78,48,28,2,0
"S00121881",95,67,22,0,6
"S00121882",86,80,5,1,0
"S00121883",109,42,3,63,1
"S00121884",190,102,13,75,0
"S00121885",155,64,10,81,0
"S00121886",101,17,0,84,0
"S00121887",129,110,6,10,3
"S00121888",183,162,4,17,0
"S00121889",113,15,94,4,0
"S00121890",218,206,3,9,0
"S00121891",202,196,0,6,0
"S00121892",148,119,4,25,0
"S00121893",112,101,5,4,2
"S00121894",88,88,0,0,0
"S00121895",170,157,4,4,5
"S00121896",195,169,0,22,4
"S00121897",74,64,8,2,0
"S00121898",78,68,2,8,0
"S00121899",111,93,0,18,0
"S00121900",153,147,0,5,1
"S00121901",88,52,25,11,0
"S00121902",137,135,0,2,0
"S00121903",64,57,5,2,0
"S00121904",157,115,1,38,3
"S00121905",160,137,6,17,0
"S00121906",71,65,0,3,3
"S00121907",100,41,44,15,0
"S00121908",71,54,2,15,0
"S00121909",186,121,22,42,1
"S00121910",71,63,3,5,0
"S00121911",144,115,0,26,3
"S00121912",128,105,19,4,0
"S00121913",91,81,0,8,2
"S00121914",87,76,0,7,4
"S00121915",60,36,0,11,13
"S00121916",51,42,3,5,1
"S00121917",74,42,0,32,0
"S00121918",114,95,0,15,4
"S00121919",128,109,4,14,1
"S00121920",119,77,25,15,2
"S00121921",74,55,0,14,5
"S00121922",110,86,1,21,2
"S00121923",70,68,0,2,0
"S00121924",65,59,0,2,4
"S00121925",100,76,8,16,0
"S00121926",97,50,44,3,0
"S00121927",120,72,37,11,0
"S00121928",85,70,3,8,4
"S00121929",95,93,0,2,0
"S00121930",157,139,15,3,0
"S00121931",137,86,19,31,1
"S00121932",128,100,4,15,9
"S00121933",55,49,0,6,0
"S00121934",111,89,15,4,3
"S00121935",168,150,14,4,0
"S00121936",139,111,18,10,0
"S00121937",138,113,8,15,2
"S00121938",100,82,5,11,2
"S00121939",58,28,23,5,2
"S00121940",191,161,13,17,0
"S00121941",141,77,14,40,10
"S00121942",158,128,13,17,0
"S00121943",123,89,32,1,1
"S00121944",96,59,28,9,0
"S00121945",123,68,44,11,0
"S00121946",118,48,65,5,0
"S00121947",97,62,31,4,0
"S00121948",146,70,67,8,1
"S00121949",88,42,38,8,0
"S00121950",196,144,33,17,2
"S00121951",143,95,36,10,2
"S00121952",75,51,23,1,0
"S00121953",72,46,23,3,0
"S00121954",109,56,31,18,4
"S00121955",143,111,24,6,2
"S00121956",176,162,8,4,2
"S00121957",142,108,20,11,3
"S00121958",158,99,47,12,0
"S00121959",150,72,49,29,0
"S00121960",184,165,7,10,2
"S00121961",125,81,42,0,2
"S00121962",124,93,14,17,0
"S00121963",167,157,1,9,0
"S00121964",119,119,0,0,0
"S00121965",164,61,87,16,0
"S00121966",128,61,57,10,0
"S00121967",97,58,17,19,3
"S00121968",161,77,56,26,2
"S00121969",87,66,21,0,0
"S00121970",95,37,46,12,0
"S00121971",184,47,118,18,1
"S00121972",182,87,82,13,0
"S00121973",191,67,102,22,0
"S00121974",144,82,36,19,7
"S00121975",167,70,63,34,0
"S00121976",122,75,38,8,1
"S00121977",133,77,26,30,0
"S00121978",84,49,28,6,1
"S00121979",128,79,37,12,0
"S00121980",102,68,19,15,0
"S00121981",116,81,20,15,0
"S00121982",62,39,19,4,0
"S00121983",77,52,25,0,0
"S00121984",168,114,41,13,0
"S00121985",160,88,64,8,0
"S00121986",178,81,79,18,0
"S00121987",94,35,46,13,0
"S00121988",67,16,34,17,0
"S00121989",117,69,31,16,1
"S00121990",184,108,64,12,0
"S00121991",196,58,105,32,1
"S00121992",181,104,49,28,0
"S00121993",163,101,44,18,0
"S00121994",147,51,82,14,0
"S00121995",132,92,32,8,0
"S00121996",130,67,57,6,0
"S00121997",125,97,9,19,0
"S00121998",250,237,13,0,0
"S00121999",134,121,4,9,0
"S00122000",103,27,71,5,0
"S00122001",191,179,1,11,0
"S00122002",103,62,29,12,0
"S00122003",167,96,58,12,1
"S00122004",165,127,18,20,0
"S00122005",85,43,40,2,0
"S00122006",139,80,45,14,0
"S00122007",177,96,50,31,0
"S00122008",118,56,56,6,0
"S00122009",136,105,30,0,1
"S00122010",93,59,27,7,0
"S00122011",122,63,43,16,0
"S00122012",105,95,2,8,0
"S00122013",142,126,8,8,0
"S00122014",75,73,2,0,0
"S00122015",157,124,28,5,0
"S00122016",125,121,3,0,1
"S00122017",125,100,16,9,0
"S00122018",89,50,29,10,0
"S00122019",161,153,0,8,0
"S00122020",180,170,4,5,1
"S00122021",121,73,29,19,0
"S00122022",85,59,17,9,0
"S00122023",97,15,82,0,0
"S00122024",134,76,58,0,0
"S00122025",100,70,21,9,0
"S00122026",112,72,28,12,0
"S00122027",138,92,36,7,3
"S00122028",62,48,14,0,0
"S00122029",140,81,48,10,1
"S00122030",87,69,13,5,0
"S00122031",154,146,5,3,0
"S00122032",67,54,8,5,0
"S00122033",93,25,57,7,4
"S00122034",160,150,2,8,0
"S00122035",115,74,41,0,0
"S00122036",87,19,67,1,0
"S00122037",162,48,107,7,0
"S00122038",118,39,73,3,3
"S00122039",165,38,117,10,0
"S00122040",97,45,41,11,0
"S00122041",81,6,75,0,0
"S00122042",81,30,42,9,0
"S00122043",102,72,30,0,0
"S00122044",73,15,54,4,0
"S00122045",68,21,39,7,1
"S00122046",102,56,38,8,0
"S00122047",74,2,72,0,0
"S00122048",65,1,64,0,0
"S00122049",72,2,69,1,0
"S00122050",93,15,75,3,0
"S00122051",72,6,65,1,0
"S00122052",63,56,4,3,0
"S00122053",161,153,6,2,0
"S00122054",105,76,13,13,3
"S00122055",155,132,2,21,0
"S00122056",78,48,26,4,0
"S00122057",128,86,2,36,4
"S00122058",89,32,46,11,0
"S00122059",161,124,37,0,0
"S00122060",97,68,23,4,2
"S00122061",134,80,39,14,1
"S00122062",66,28,25,12,1
"S00122063",94,60,13,21,0
"S00122064",99,53,24,22,0
"S00122065",118,75,30,9,4
"S00122066",79,60,15,4,0
"S00122067",98,64,28,6,0
"S00122068",89,64,14,11,0
"S00122069",116,81,27,8,0
"S00122070",95,67,22,6,0
"S00122071",115,63,44,8,0
"S00122072",98,57,38,2,1
"S00122073",103,55,41,7,0
"S00122074",96,38,48,9,1
"S00122075",65,13,52,0,0
"S00122076",59,39,12,8,0
"S00122077",100,52,44,4,0
"S00122078",115,60,38,17,0
"S00122079",115,73,25,17,0
"S00122080",99,67,22,10,0
"S00122081",107,44,61,2,0
"S00122082",97,15,80,2,0
"S00122083",72,22,45,5,0
"S00122084",109,46,49,6,8
"S00122085",130,54,62,14,0
"S00122086",94,36,50,8,0
"S00122087",109,41,49,19,0
"S00122088",94,28,40,26,0
"S00122089",109,86,14,8,1
"S00122090",108,56,44,8,0
"S00122091",97,39,47,10,1
"S00122092",97,58,33,5,1
"S00122093",69,18,38,13,0
"S00122094",131,41,77,13,0
"S00122095",86,40,37,8,1
"S00122096",67,40,23,3,1
"S00122097",90,46,28,16,0
"S00122098",102,40,53,9,0
"S00122099",109,56,32,20,1
"S00122100",116,77,17,22,0
"S00122101",104,70,23,11,0
"S00122102",109,67,23,19,0
"S00122103",187,111,50,26,0
"S00122104",175,58,81,35,1
"S00122105",111,52,50,9,0
"S00122106",133,81,34,18,0
"S00122107",196,92,76,28,0
"S00122108",144,58,51,35,0
"S00122109",180,91,72,17,0
"S00122110",129,74,44,11,0
"S00122111",154,153,0,0,1
"S00122112",131,126,5,0,0
"S00122113",100,46,41,10,3
"S00122114",94,26,61,7,0
"S00122115",93,52,26,13,2
"S00122116",64,33,23,7,1
"S00122117",128,37,76,15,0
"S00122118",78,35,21,15,7
"S00122119",54,24,15,15,0
"S00122120",51,21,23,7,0
"S00122121",99,56,28,13,2
"S00122122",87,33,44,10,0
"S00122123",68,60,1,5,2
"S00122124",110,99,3,7,1
"S00122125",151,136,8,7,0
"S00122126",101,91,7,0,3
"S00122127",97,91,2,0,4
"S00122128",120,109,2,7,2
"S00122129",65,48,13,3,1
"S00122130",167,167,0,0,0
"S00122131",116,100,13,0,3
"S00122132",89,39,33,17,0
"S00122133",95,78,7,10,0
"S00122134",124,102,15,7,0
"S00122135",74,35,25,12,2
"S00122136",99,72,18,9,0
"S00122137",150,100,44,5,1
"S00122138",61,24,37,0,0
"S00122139",52,16,34,2,0
"S00122140",64,34,19,10,1
"S00122141",106,38,61,7,0
"S00122142",162,104,47,8,3
"S00122143",104,73,28,2,1
"S00122144",83,66,13,1,3
"S00122145",158,149,7,1,1
"S00122146",109,61,37,11,0
"S00122147",61,23,33,5,0
"S00122148",99,48,36,15,0
"S00122149",172,111,35,26,0
"S00122150",103,66,32,5,0
"S00122151",107,85,21,1,0
"S00122152",99,65,20,13,1
"S00122153",58,34,24,0,0
"S00122154",164,93,62,9,0
"S00122155",89,74,15,0,0
"S00122156",62,16,38,8,0
"S00122157",135,122,5,8,0
"S00122158",101,96,3,2,0
"S00122159",89,58,26,3,2
"S00122160",121,91,16,9,5
"S00122161",82,37,37,4,4
"S00122162",121,12,105,4,0
"S00122163",122,24,89,9,0
"S00122164",113,20,86,7,0
"S00122165",61,27,33,0,1
"S00122166",125,59,62,4,0
"S00122167",109,56,53,0,0
"S00122168",104,44,53,7,0
"S00122169",67,20,35,12,0
"S00122170",134,28,91,15,0
"S00122171",157,25,127,4,1
"S00122172",82,39,11,32,0
"S00122173",128,112,3,11,2
"S00122174",124,51,66,7,0
"S00122175",113,33,74,6,0
"S00122176",92,57,25,10,0
"S00122177",118,84,22,12,0
"S00122178",107,20,84,3,0
"S00122179",111,79,30,2,0
"S00122180",109,60,36,12,1
"S00122181",77,33,35,9,0
"S00122182",109,49,58,2,0
"S00122183",67,10,54,3,0
"S00122184",84,26,58,0,0
"S00122185",140,49,85,6,0
"S00122186",167,51,97,19,0
"S00122187",127,33,85,9,0
"S00122188",124,63,54,5,2
"S00122189",76,27,46,2,1
"S00122190",177,167,3,7,0
"S00122191",187,182,0,5,0
"S00122192",123,72,45,6,0
"S00122193",143,137,5,1,0
"S00122194",137,66,57,14,0
"S00122195",122,18,94,9,1
"S00122196",117,52,61,4,0
"S00122197",122,61,58,3,0
"S00122198",125,18,84,19,4
"S00122199",100,43,55,2,0
"S00122200",117,43,68,6,0
"S00122201",81,38,39,4,0
"S00122202",113,65,38,10,0
"S00122203",106,69,25,11,1
"S00122204",173,85,62,22,4
"S00122205",179,89,81,9,0
"S00122206",83,38,31,13,1
"S00122207",113,59,45,8,1
"S00122208",104,51,45,8,0
"S00122209",120,53,64,3,0
"S00122210",84,28,53,0,3
"S00122211",106,44,54,8,0
"S00122212",165,87,61,17,0
"S00122213",136,45,84,4,3
"S00122214",164,98,49,17,0
"S00122215",141,64,65,12,0
"S00122216",98,60,31,6,1
"S00122217",123,87,21,15,0
"S00122218",127,84,31,12,0
"S00122219",115,87,12,15,1
"S00122220",94,87,5,0,2
"S00122221",132,123,4,4,1
"S00122222",148,140,0,8,0
"S00122223",111,110,1,0,0
"S00122224",136,127,5,4,0
"S00122225",58,27,24,7,0
"S00122226",50,6,12,32,0
"S00122227",77,15,54,8,0
"S00122228",121,8,103,10,0
"S00122229",110,11,79,20,0
"S00122230",81,33,40,8,0
"S00122231",67,21,13,33,0
"S00122232",80,44,28,8,0
"S00122233",157,82,56,19,0
"S00122234",81,29,40,10,2
"S00122235",135,126,5,2,2
"S00122236",87,13,61,13,0
"S00122237",110,90,9,6,5
"S00122238",131,84,29,18,0
"S00122239",103,67,29,4,3
"S00122240",152,65,77,10,0
"S00122241",93,24,62,7,0
"S00122242",119,113,6,0,0
"S00122243",69,25,37,7,0
"S00122244",147,127,6,14,0
"S00122245",101,53,32,13,3
"S00122246",105,93,3,9,0
"S00122247",141,132,3,6,0
"S00122248",108,53,25,30,0
"S00122249",68,24,28,16,0
"S00122250",90,61,5,24,0
"S00122251",81,57,0,23,1
"S00122252",155,143,1,11,0
"S00122253",168,157,1,9,1
"S00122254",111,97,4,10,0
"S00122255",87,35,42,10,0
"S00122256",61,21,38,1,1
"S00122257",72,65,2,5,0
"S00122258",132,121,6,5,0
"S00122259",75,50,0,25,0
"S00122260",132,131,0,1,0
"S00122261",124,89,26,9,0
"S00122262",119,90,23,3,3
"S00122263",117,96,18,3,0
"S00122264",57,46,8,3,0
"S00122265",76,67,6,3,0
"S00122266",81,42,32,7,0
"S00122267",139,126,10,3,0
"S00122268",82,37,37,8,0
"S00122269",97,91,2,2,2
"S00122270",95,95,0,0,0
"S00122271",106,101,3,2,0
"S00122272",89,70,17,2,0
"S00122273",110,21,60,29,0
"S00122274",54,7,35,12,0
"S00122275",73,11,54,8,0
"S00122276",110,67,12,28,3
"S00122277",85,35,5,45,0
"S00122278",66,20,22,24,0
"S00122279",68,23,21,22,2
"S00122280",82,32,39,8,3
"S00122281",58,19,17,22,0
"S00122282",73,43,22,6,2
"S00122283",54,16,31,7,0
"S00122284",80,50,27,3,0
"S00122285",75,13,42,20,0
"S00122286",52,29,1,22,0
"S00122287",75,50,24,1,0
"S00122288",94,59,25,10,0
"S00122289",76,41,23,11,1
"S00122290",66,27,23,16,0
"S00122291",80,44,25,11,0
"S00122292",110,60,32,17,1
"S00122293",81,44,17,20,0
"S00122294",121,60,41,20,0
"S00122295",74,24,37,13,0
"S00122296",59,30,15,14,0
"S00122297",128,47,63,18,0
"S00122298",105,84,12,7,2
"S00122299",119,20,84,15,0
"S00122300",66,3,55,8,0
"S00122301",93,9,83,1,0
"S00122302",102,57,41,4,0
"S00122303",122,74,30,18,0
"S00122304",125,50,72,3,0
"S00122305",122,43,73,6,0
"S00122306",129,75,48,6,0
"S00122307",113,110,3,0,0
"S00122308",117,40,59,18,0
"S00122309",119,63,37,19,0
"S00122310",137,55,70,12,0
"S00122311",99,37,42,17,3
"S00122312",89,52,24,13,0
"S00122313",144,99,26,17,2
"S00122314",95,29,55,11,0
"S00122315",168,78,69,21,0
"S00122316",142,21,115,6,0
"S00122317",152,57,95,0,0
"S00122318",100,65,28,7,0
"S00122319",146,71,62,13,0
"S00122320",139,95,38,6,0
"S00122321",116,86,16,14,0
"S00122322",156,102,50,4,0
"S00122323",144,95,34,15,0
"S00122324",86,68,4,14,0
"S00122325",114,72,37,5,0
"S00122326",153,119,34,0,0
"S00122327",137,24,96,15,2
"S00122328",98,39,49,10,0
"S00122329",57,12,39,6,0
"S00122330",152,68,64,20,0
"S00122331",134,82,40,12,0
"S00122332",129,59,53,17,0
"S00122333",108,39,52,17,0
"S00122334",102,62,32,8,0
"S00122335",101,93,0,8,0
"S00122336",106,46,53,7,0
"S00122337",89,56,25,6,2
"S00122338",87,46,35,3,3
"S00122339",111,33,72,6,0
"S00122340",88,63,11,14,0
"S00122341",131,26,93,10,2
"S00122342",184,62,114,8,0
"S00122343",139,27,110,2,0
"S00122344",104,27,72,5,0
"S00122345",52,9,41,2,0
"S00122346",108,22,78,8,0
"S00122347",119,82,23,14,0
"S00122348",126,116,1,9,0
"S00122349",134,99,12,23,0
"S00122350",81,45,20,16,0
"S00122351",91,27,60,4,0
"S00122352",92,44,42,6,0
"S00122353",120,56,57,7,0
"S00122354",141,109,29,3,0
"S00122355",175,105,55,15,0
"S00122356",122,55,39,28,0
"S00122357",127,31,70,26,0
"S00122358",144,76,15,51,2
"S00122359",76,55,11,9,1
"S00122360",69,58,10,1,0
"S00122361",106,87,13,5,1
"S00122362",150,132,5,13,0
"S00122363",102,87,5,8,2
"S00122364",88,51,28,9,0
"S00122365",61,32,17,12,0
"S00122366",97,20,73,4,0
"S00122367",126,80,26,20,0
"S00122368",79,61,13,5,0
"S00122369",86,43,36,6,1
"S00122370",177,158,15,4,0
"S00122371",98,82,2,14,0
"S00122372",191,80,97,11,3
"S00122373",99,35,38,26,0
"S00122374",204,182,11,11,0
"S00122375",156,147,4,5,0
"S00122376",125,97,16,10,2
"S00122377",131,113,11,7,0
"S00122378",134,114,11,9,0
"S00122379",65,23,23,18,1
"S00122380",105,49,44,12,0
"S00122381",120,53,58,9,0
"S00122382",60,19,35,4,2
"S00122383",87,42,35,10,0
"S00122384",127,84,9,34,0
"S00122385",84,53,21,9,1
"S00122386",87,18,60,9,0
"S00122387",98,48,35,15,0
"S00122388",117,62,32,23,0
"S00122389",174,46,113,15,0
"S00122390",169,46,114,9,0
"S00122391",172,68,86,18,0
"S00122392",121,104,17,0,0
"S00122393",116,75,32,9,0
"S00122394",139,36,97,6,0
"S00122395",156,49,100,7,0
"S00122396",164,33,119,12,0
"S00122397",136,30,101,5,0
"S00122398",119,53,51,13,2
"S00122399",112,59,45,8,0
"S00122400",77,39,30,8,0
"S00122401",155,73,25,57,0
"S00122402",128,63,61,4,0
"S00122403",126,59,50,17,0
"S00122404",159,70,83,6,0
"S00122405",58,27,29,2,0
"S00122406",102,56,44,2,0
"S00122407",135,35,94,6,0
"S00122408",134,71,53,10,0
"S00122409",154,83,61,10,0
"S00122410",98,48,50,0,0
"S00122411",157,91,53,11,2
"S00122412",154,77,50,27,0
"S00122413",140,121,4,15,0
"S00122414",109,106,1,2,0
"S00122415",98,93,0,5,0
"S00122416",108,98,3,5,2
"S00122417",109,90,0,19,0
"S00122418",116,103,3,10,0
"S00122419",118,85,24,9,0
"S00122420",179,172,0,7,0
"S00122421",108,101,1,6,0
"S00122422",62,62,0,0,0
"S00122423",175,168,4,3,0
"S00122424",100,89,1,10,0
"S00122425",171,162,9,0,0
"S00122426",65,57,0,8,0
"S00122427",75,50,2,23,0
"S00122428",93,46,35,12,0
"S00122429",105,53,44,8,0
"S00122430",166,37,116,13,0
"S00122431",158,80,60,17,1
"S00122432",198,56,128,14,0
"S00122433",75,29,45,1,0
"S00122434",77,23,44,10,0
"S00122435",53,29,22,2,0
"S00122436",95,19,72,4,0
"S00122437",114,78,19,15,2
"S00122438",78,52,18,8,0
"S00122439",98,77,20,0,1
"S00122440",99,51,34,14,0
"S00122441",94,78,12,4,0
"S00122442",90,49,36,4,1
"S00122443",114,51,53,10,0
"S00122444",101,46,49,6,0
"S00122445",82,45,35,2,0
"S00122446",107,44,56,7,0
"S00122447",110,30,74,5,1
"S00122448",139,68,69,2,0
"S00122449",99,18,75,6,0
"S00122450",54,20,33,1,0
"S00122451",158,79,71,8,0
"S00122452",135,71,62,2,0
"S00122453",115,35,79,1,0
"S00122454",62,34,25,2,1
"S00122455",71,50,21,0,0
"S00122456",113,38,57,16,2
"S00122457",95,24,57,14,0
"S00122458",73,37,35,1,0
"S00122459",83,24,43,14,2
"S00122460",93,39,28,26,0
"S00122461",131,66,61,4,0
"S00122462",130,127,0,3,0
"S00122463",126,62,56,8,0
"S00122464",109,48,49,12,0
"S00122465",137,108,12,5,12
"S00122466",98,52,35,11,0
"S00122467",110,83,18,9,0
"S00122468",133,43,86,4,0
"S00122469",120,38,75,7,0
"S00122470",128,85,30,11,2
"S00122471",121,79,25,12,5
"S00122472",102,42,53,7,0
"S00122473",79,36,38,5,0
"S00122474",145,106,21,17,1
"S00122475",147,72,60,15,0
"S00122476",107,76,31,0,0
"S00122477",81,6,73,0,2
"S00122478",179,114,54,11,0
"S00122479",113,78,22,13,0
"S00122480",113,62,44,7,0
"S00122481",94,58,31,4,1
"S00122482",83,61,19,2,1
"S00122483",97,90,5,0,2
"S00122484",93,62,22,9,0
"S00122485",104,54,44,6,0
"S00122486",134,76,55,1,2
"S00122487",139,44,88,7,0
"S00122488",133,80,42,11,0
"S00122489",116,47,53,16,0
"S00122490",97,50,40,7,0
"S00122491",121,40,70,11,0
"S00122492",112,41,66,4,1
"S00122493",123,63,55,5,0
"S00122494",116,61,53,2,0
"S00122495",76,48,27,0,1
"S00122496",163,73,90,0,0
"S00122497",113,108,2,3,0
"S00122498",123,34,68,17,4
"S00122499",145,139,2,3,1
"S00122500",149,138,2,7,2
"S00122501",92,89,3,0,0
"S00122502",134,119,6,9,0
"S00122503",85,77,6,0,2
"S00122504",59,19,25,15,0
"S00122505",85,30,44,11,0
"S00122506",84,47,22,14,1
"S00122507",168,160,2,6,0
"S00122508",133,114,4,15,0
"S00122509",129,129,0,0,0
"S00122510",128,121,0,7,0
"S00122511",110,105,0,4,1
"S00122512",157,153,4,0,0
"S00122513",71,68,3,0,0
"S00122514",100,91,3,4,2
"S00122515",60,52,1,7,0
"S00122516",117,100,4,10,3
"S00122517",110,107,0,0,3
"S00122518",81,77,0,4,0
"S00122519",79,59,4,10,6
"S00122520",89,77,6,2,4
"S00122521",127,96,9,22,0
"S00122522",80,59,10,11,0
"S00122523",127,121,5,1,0
"S00122524",69,43,0,26,0
"S00122525",103,83,10,7,3
"S00122526",97,73,1,20,3
"S00122527",93,85,1,6,1
"S00122528",161,134,13,14,0
"S00122529",135,118,13,4,0
"S00122530",79,37,19,23,0
"S00122531",108,102,2,4,0
"S00122532",119,102,1,16,0
"S00122533",105,43,57,4,1
"S00122534",133,126,4,3,0
"S00122535",88,55,31,2,0
"S00122536",106,89,11,6,0
"S00122537",111,77,25,9,0
"S00122538",94,25,55,12,2
"S00122539",101,73,16,11,1
"S00122540",75,47,23,4,1
"S00122541",108,47,55,6,0
"S00122542",89,78,4,7,0
"S00122543",130,91,34,4,1
"S00122544",206,196,10,0,0
"S00122545",112,43,62,7,0
"S00122546",93,45,47,0,1
"S00122547",126,15,98,13,0
"S00122548",92,52,23,17,0
"S00122549",93,54,27,10,2
"S00122550",133,73,46,14,0
"S00122551",106,57,39,10,0
"S00122552",89,54,26,6,3
"S00122553",71,31,30,10,0
"S00122554",89,76,3,9,1
"S00122555",111,53,53,5,0
"S00122556",149,61,85,3,0
"S00122557",81,37,37,7,0
"S00122558",165,96,68,1,0
"S00122559",129,62,58,7,2
"S00122560",147,67,70,10,0
"S00122561",162,89,69,4,0
"S00122562",205,46,152,7,0
"S00122563",141,65,74,1,1
"S00122564",166,83,73,10,0
"S00122565",196,137,45,14,0
"S00122566",106,91,1,14,0
"S00122567",153,113,2,34,4
"S00122568",92,53,30,9,0
"S00122569",61,42,5,14,0
"S00122570",113,108,1,4,0
"S00122571",106,95,3,7,1
"S00122572",103,100,1,1,1
"S00122573",169,143,0,26,0
"S00122574",112,55,46,11,0
"S00122575",82,58,24,0,0
"S00122576",126,71,50,5,0
"S00122577",85,43,42,0,0
"S00122578",81,65,2,14,0
"S00122579",81,61,18,2,0
"S00122580",88,39,49,0,0
"S00122581",111,93,0,16,2
"S00122582",129,27,102,0,0
"S00122583",89,21,61,6,1
"S00122584",107,46,59,2,0
"S00122585",90,37,47,6,0
"S00122586",107,47,56,4,0
"S00122587",164,160,2,2,0
"S00122588",154,147,2,5,0
"S00122589",65,23,35,4,3
"S00122590",60,19,32,9,0
"S00122591",60,27,26,5,2
"S00122592",120,100,6,14,0
"S00122593",116,54,55,7,0
"S00122594",80,35,42,3,0
"S00122595",107,33,72,0,2
"S00122596",82,32,47,3,0
"S00122597",83,19,64,0,0
"S00122598",84,29,50,5,0
"S00122599",102,46,51,5,0
"S00122600",147,60,87,0,0
"S00122601",105,74,24,7,0
"S00122602",176,116,52,8,0
"S00122603",139,84,53,2,0
"S00122604",110,51,59,0,0
"S00122605",65,39,24,2,0
"S00122606",118,74,23,20,1
"S00122607",93,18,73,2,0
"S00122608",101,43,4,54,0
"S00122609",79,40,36,3,0
"S00122610",120,110,9,1,0
"S00122611",93,92,0,1,0
"S00122612",100,75,3,22,0
"S00122613",135,69,43,23,0
"S00122614",73,48,10,15,0
"S00122615",80,70,9,1,0
"S00122616",95,32,58,5,0
"S00122617",96,54,13,29,0
"S00122618",129,55,74,0,0
