output_area,total,scotland,ruk,elsewhere
60QE000262,76,71,5,0
60QE000263,116,108,5,3
60QE000264,56,52,4,0
60QE000265,73,66,5,2
60QE000266,116,103,12,1
60QE000267,103,93,5,5
60QE000268,86,73,10,3
60QE000269,117,105,11,1
60QE000270,86,75,10,1
60QE000271,99,89,10,0
60QE000272,61,53,6,2
60QE000273,141,118,18,5
60QE000274,80,72,6,2
60QE000275,98,91,6,1
60QE000276,106,97,5,4
60QE000277,132,123,8,1
60QE000278,108,90,18,0
60QE000279,81,75,4,2
60QE000280,104,93,8,3
60QE000281,127,116,8,3
60QE000282,99,86,11,2
60QE000283,177,164,9,4
60QE000284,114,99,14,1
60QE000285,60,58,2,0
60QE000286,106,104,2,0
60QE000287,107,103,4,0
60QE000288,186,166,18,2
60QE000289,94,82,11,1
60QE000290,166,147,19,0
60QE000291,115,107,5,3
60QE000292,169,154,14,1
60QE000293,200,183,15,2
60QE000294,163,140,18,5
60QE000295,107,93,14,0
60QE000296,63,61,2,0
60QE000297,83,77,6,0
60QE000298,73,66,6,1
60QE000299,128,115,11,2
60QE000300,76,74,2,0
60QE000301,75,66,8,1
60QE000302,95,84,4,7
60QE000303,71,58,12,1
60QE000304,105,96,6,3
60QE000305,74,69,4,1
60QE000306,79,73,3,3
60QE000307,63,54,7,2
60QE000308,90,80,8,2
60QE000309,100,84,12,4
60QE000310,92,85,7,0
60QE000311,89,83,5,1
60QE000312,85,72,12,1
60QE000313,122,114,8,0
60QE000314,84,67,13,4
60QE000315,132,107,19,6
60QE000316,107,84,15,8
60QE000317,70,58,10,2
60QE000318,87,63,22,2
60QE000319,67,48,17,2
60QE000320,114,78,32,4
60QE000321,154,135,14,5
60QE000322,86,80,6,0
60QE000323,112,97,14,1
60QE000324,151,138,11,2
60QE000325,98,85,10,3
60QE000326,215,170,39,6
60QE000327,134,109,20,5
60QE000328,133,116,17,0
60QE000329,115,100,10,5
60QE000330,51,46,5,0
60QE000331,55,42,10,3
60QE000332,99,84,13,2
60QE000333,142,118,21,3
60QE000334,122,97,23,2
60QE000335,128,97,27,4
60QE000336,153,139,14,0
60QE000337,83,73,8,2
60QE000338,154,136,18,0
60QE000339,200,159,39,2
60QE000340,132,108,15,9
60QE000341,138,118,18,2
60QE000342,171,157,10,4
60QE000343,140,117,21,2
60QE000344,81,68,8,5
60QE000345,65,53,9,3
60QE000346,77,65,10,2
60QE000347,78,73,5,0
60QE000348,94,86,6,2
60QE000349,112,103,8,1
60QE000350,114,102,10,2
60QE000351,159,136,22,1
60QE000352,215,185,27,3
60QE000353,154,143,9,2
60QE000354,96,83,11,2
60QE000355,141,121,16,4
60QE000356,95,78,16,1
60QE000357,88,80,5,3
60QE000358,92,84,5,3
60QE000359,115,97,15,3
60QE000360,129,119,8,2
60QE000361,76,63,9,4
60QE000362,108,102,5,1
60QE000363,93,88,4,1
60QE000364,83,70,7,6
60QE000365,127,115,10,2
60QE000366,93,77,14,2
60QE000367,121,114,7,0
60QE000368,116,102,11,3
60QE000369,121,106,12,3
60QE000370,109,96,10,3
60QE000371,112,97,13,2
60QE000372,144,132,11,1
60QE000373,147,139,7,1
60QE000374,115,102,11,2
60QE000375,144,130,9,5
60QE000376,81,67,12,2
60QE000377,92,84,8,0
60QE000378,71,63,6,2
60QE000379,166,138,22,6
60QE000380,79,72,5,2
60QE000381,124,87,26,11
60QE000382,91,72,17,2
60QE000383,123,110,12,1
60QE000384,72,63,7,2
60QE000385,51,40,11,0
60QE000386,70,61,7,2
60QE000387,72,66,4,2
60QE000388,148,128,15,5
60QE000389,81,67,14,0
60QE000390,187,168,14,5
60QE000391,95,85,10,0
60QE000392,111,106,3,2
60QE000393,124,118,4,2
60QE000394,93,78,13,2
60QE000395,69,42,25,2
60QE000396,133,85,42,6
60QE000397,114,64,47,3
60QE000398,118,108,8,2
60QE000399,157,122,30,5
60QE000400,175,150,20,5
60QE000401,114,82,29,3
60QE000402,126,106,15,5
60QE000403,166,144,18,4
60QE000404,85,82,3,0
60QE000405,86,80,5,1
60QE000406,104,87,16,1
60QE000407,93,80,12,1
60QE000408,124,96,23,5
60QE000409,129,95,32,2
60QE000410,106,87,15,4
60QE000411,77,57,19,1
60QE000412,106,81,19,6
60QE000413,100,67,25,8
60QE000414,137,119,14,4
60QE000415,121,79,34,8
60QE000416,59,45,14,0
60QE000417,117,85,21,11
60QE000418,125,88,31,6
60QE000419,105,81,22,2
60QE000420,81,67,12,2
60QE000421,79,62,12,5
60QE000422,69,51,14,4
60QE000423,102,89,11,2
60QE000424,68,56,10,2
60QE000425,146,117,22,7
60QE000426,104,94,3,7
60QE000427,98,95,2,1
60QE000428,113,105,5,3
60QE000429,129,120,9,0
60QE000430,183,169,13,1
60QE000431,118,104,12,2
60QE000432,120,109,9,2
60QE000433,113,105,4,4
60QE000434,129,121,5,3
60QE000435,79,74,3,2
60QE000436,136,116,15,5
60QE000437,152,142,8,2
60QE000438,140,126,7,7
60QE000439,108,95,10,3
60QE000440,82,74,7,1
60QE000441,102,86,10,6
60QE000442,69,59,4,6
60QE000443,106,96,5,5
60QE000444,114,90,16,8
60QE000445,91,83,7,1
60QE000446,103,92,9,2
60QE000447,131,117,11,3
60QE000448,88,80,6,2
60QE000449,63,50,5,8
60QE000450,105,92,8,5
60QE000451,93,88,5,0
60QE000452,68,56,7,5
60QE000453,88,77,9,2
60QE000454,50,43,5,2
60QE000455,122,108,10,4
60QE000456,130,102,23,5
60QE000457,143,116,19,8
60QE000458,149,134,9,6
60QE000459,144,115,21,8
60QE000460,129,106,19,4
60QE000461,79,70,8,1
60QE000462,129,122,6,1
60QE000463,136,123,8,5
60QE000464,107,97,10,0
60QE000465,106,95,8,3
60QE000466,97,83,10,4
60QE000467,120,111,9,0
60QE000468,140,127,9,4
60QE000469,146,124,16,6
60QE000470,117,101,14,2
60QE000471,149,137,7,5
60QE000472,123,108,11,4
60QE000473,112,102,8,2
60QE000474,83,63,12,8
60QE000475,103,86,15,2
60QE000476,125,104,16,5
60QE000477,66,55,7,4
60QE000478,114,97,14,3
60QE000479,122,111,11,0
60QE000480,117,108,7,2
60QE000481,115,100,13,2
60QE000482,100,93,6,1
60QE000483,70,63,6,1
60QE000484,131,120,7,4
60QE000485,138,122,9,7
60QE000486,136,121,12,3
60QE000487,80,71,6,3
60QE000488,103,92,11,0
60QE000489,152,136,16,0
60QE000490,127,117,8,2
60QE000491,139,124,12,3
60QE000492,213,191,17,5
60QE000493,139,122,13,4
60QE000494,167,147,19,1
60QE000495,157,133,19,5
60QE000496,76,61,8,7
60QE000497,119,105,9,5
60QE000498,153,136,16,1
60QE000499,79,69,8,2
60QE000500,99,90,6,3
60QE000501,109,90,14,5
60QE000502,87,74,11,2
60QE000503,151,130,16,5
60QE000504,116,93,20,3
60QE000505,106,92,12,2
60QE000506,77,64,11,2
60QE000507,161,141,17,3
60QE000508,124,114,8,2
60QE000509,72,66,4,2
60QE000510,227,185,31,11
60QE000511,76,63,11,2
60QE000512,79,68,10,1
60QE000513,92,88,3,1
60QE000514,153,133,17,3
60QE000515,137,121,13,3
60QE000516,100,86,11,3
60QE000517,99,78,19,2
60QE000518,157,128,27,2
60QE000519,126,108,16,2
60QE000520,119,99,18,2
60QE000521,114,99,14,1
60QE000522,130,105,20,5
60QE000523,149,122,21,6
60QE000524,103,81,19,3
60QE000525,113,83,21,9
60QE000526,85,66,16,3
60QE000527,102,73,20,9
60QE000528,91,75,13,3
60QE000529,97,88,9,0
60QE000530,130,118,7,5
60QE000531,156,138,14,4
60QE000532,148,124,19,5
60QE000533,150,127,22,1
60QE000534,100,81,17,2
60QE000535,128,116,10,2
60QE000536,129,110,18,1
60QE000537,121,112,7,2
60QE000538,105,99,6,0
60QE000539,188,171,15,2
60QE000540,181,147,32,2
60QE000541,164,130,33,1
60QE000542,65,54,11,0
60QE000543,104,86,16,2
60QE000544,130,113,16,1
60QE000545,101,93,7,1
60QE000546,133,107,23,3
60QE000547,183,139,34,10
60QE000548,173,155,12,6
60QE000549,128,102,20,6
60QE000550,90,72,15,3
60QE000551,97,87,9,1
60QE000552,145,114,26,5
60QE000553,101,89,11,1
60QE000554,137,112,20,5
60QE000555,170,155,12,3
60QE000556,148,134,7,7
60QE000557,142,132,8,2
60QE000558,193,157,29,7
60QE000559,139,126,9,4
60QE000560,105,84,17,4
60QE000561,110,88,18,4
60QE000562,124,105,15,4
60QE000563,120,94,21,5
60QE000564,138,128,8,2
60QE000565,105,89,10,6
60QE000566,138,116,20,2
60QE000567,146,127,17,2
60QE000568,120,107,12,1
60QE000569,109,93,14,2
60QE000570,114,100,13,1
60QE000571,147,126,19,2
60QE000572,108,102,4,2
60QE000573,149,129,20,0
60QE000574,125,117,7,1
60QE000575,129,122,6,1
60QE000576,174,146,20,8
60QE000577,132,108,19,5
60QE000578,82,66,14,2
60QE000579,97,80,13,4
60QE000580,103,89,9,5
60QE000581,53,44,7,2
60QE000582,73,60,8,5
60QE000583,94,76,14,4
60QE000584,154,109,34,11
60QE000585,172,114,42,16
60QE000586,73,62,9,2
60QE000587,146,120,20,6
60QE000588,176,142,26,8
60QE000589,159,135,19,5
60QE000590,56,44,10,2
60QE000591,88,81,5,2
60QE000592,99,85,13,1
60QE000593,57,48,5,4
60QE000594,57,46,9,2
60QE000595,70,50,15,5
60QE000596,150,137,10,3
60QE000597,184,144,32,8
60QE000598,170,154,9,7
60QE000599,85,72,9,4
60QE000600,137,119,18,0
60QE000601,84,74,9,1
60QE000602,160,144,15,1
60QE000603,130,104,20,6
60QE000604,81,72,8,1
60QE000605,154,132,19,3
60QE000606,170,152,15,3
60QE000607,168,137,25,6
60QE000608,73,64,7,2
60QE000609,85,64,16,5
60QE000610,106,100,6,0
60QE000611,89,60,26,3
60QE000612,157,115,34,8
60QE000613,56,46,4,6
60QE000614,100,71,24,5
60QE000615,123,75,34,14
60QE000616,109,76,30,3
60QE000617,150,124,19,7
60QE000618,120,117,2,1
60QE000619,105,79,23,3
60QE000620,143,135,6,2
60QE000621,149,130,12,7
60QE000622,128,113,13,2
60QE000623,130,118,8,4
60QE000624,95,86,7,2
60QE000625,107,73,31,3
60QE000626,148,137,8,3
60QE000627,158,139,16,3
60QE000628,170,154,14,2
60QE000629,154,136,14,4
60QE000630,160,118,38,4
60QE000631,57,30,26,1
60QE000632,99,67,29,3
60QE000633,87,63,22,2
60QE000634,93,62,30,1
60QE000635,217,159,54,4
60QE000636,215,168,45,2
60QE000637,151,106,36,9
60QE000638,129,80,45,4
60QE000639,74,41,28,5
60QE000640,131,95,34,2
60QE000641,92,54,30,8
60QE000642,67,32,34,1
60QE000643,113,88,20,5
60QE000644,109,80,24,5
60QE000645,110,98,11,1
60QE000646,140,111,26,3
60QE000647,164,136,22,6
60QE000648,156,135,17,4
60QE000649,96,81,12,3
60QE000650,89,64,21,4
60QE000651,113,94,17,2
60QE000652,110,99,11,0
60QE000653,140,105,32,3
60QE000654,142,115,24,3
60QE000655,153,129,21,3
60QE000656,115,105,7,3
60QE000657,122,101,14,7
60QE000658,96,79,14,3
60QE000659,152,130,16,6
60QE000660,155,113,34,8
60QE000661,153,109,37,7
60QE000662,140,89,42,9
60QE000663,142,118,20,4
60QE000664,139,109,29,1
60QE000665,63,48,13,2
60QE000666,157,129,21,7
60QE000667,55,47,5,3
60QE000668,106,88,17,1
60QE000669,84,61,16,7
60QE000670,108,74,30,4
60QE000671,157,135,21,1
60QE000672,101,80,21,0
60QE000673,98,76,20,2
60QE000674,108,85,17,6
60QE000675,135,105,27,3
60QE000676,64,51,13,0
60QE000677,65,52,11,2
60QE000678,114,92,17,5
60QE000679,164,145,18,1
60QE000680,102,80,21,1
60QE000681,131,112,17,2
60QE000682,173,126,46,1
60QE000683,187,135,50,2
60QE000684,122,88,33,1
60QE000685,112,81,29,2
60QE000686,129,97,31,1
60QE000687,110,76,30,4
60QE000688,89,51,38,0
60QE000689,119,75,40,4
60QE000690,85,68,16,1
60QE000691,132,94,35,3
60QE000692,122,87,32,3
60QE000693,162,102,53,7
60QE000694,141,77,57,7
60QE000695,78,44,32,2
60QE000696,54,38,16,0
60QE000697,138,93,44,1
60QE000698,152,95,52,5
60QE000699,205,144,60,1
60QE000700,199,141,54,4
60QE000701,178,134,41,3
60QE000702,172,110,60,2
60QE000703,169,108,54,7
60QE000704,140,100,39,1
60QE000705,127,81,41,5
60QE000706,123,96,25,2
60QE000707,94,74,20,0
60QE000708,111,88,23,0
60QE000709,114,90,19,5
60QE000710,130,95,33,2
60QE000711,104,76,23,5
60QE000712,115,87,24,4
60QE000713,128,89,38,1
60QE000714,78,47,30,1
60QE000715,147,113,31,3
60QE000716,101,69,30,2
60QE000717,157,116,36,5
60QE000718,70,42,26,2
60QE000719,99,63,29,7
60QE000720,84,47,31,6
60QE000721,125,92,32,1
60QE000722,91,68,22,1
60QE000723,88,56,30,2
60QE000724,148,114,32,2
60QE000725,88,40,46,2
60QE000726,127,95,25,7
60QE000727,72,46,25,1
60QE000728,84,66,18,0
60QE000729,93,61,26,6
60QE000730,122,101,21,0
60QE000731,123,97,24,2
60QE000732,78,52,24,2
60QE000733,137,97,39,1
60QE000734,113,71,36,6
60QE000735,112,83,26,3
60QE000736,135,112,17,6
60QE000737,82,62,13,7
60QE000738,105,80,23,2
60QE000739,83,67,15,1
60QE000740,168,131,27,10
60QE000741,114,73,37,4
60QE000742,95,73,17,5
60QE000743,92,63,24,5
60QE000744,126,95,27,4
60QE000745,98,73,21,4
60QE000746,146,75,62,9
60QE000747,91,52,33,6
60QE000748,85,57,21,7
60QE000749,113,79,28,6
60QE000750,106,81,24,1
60QE000751,105,80,22,3
60QE000752,85,52,29,4
60QE000753,78,61,16,1
60QE000754,92,80,7,5
60QE000755,71,62,8,1
60QE000756,132,114,14,4
60QE000757,55,47,5,3
60QE000758,54,48,3,3
60QE000759,55,47,7,1
60QE000760,92,74,15,3
60QE000761,102,76,24,2
60QE000762,52,31,19,2
60QE000763,94,77,16,1
60QE000764,121,88,30,3
60QE000765,66,61,4,1
60QE000766,84,68,15,1
60QE000767,98,83,12,3
60QE000768,174,90,80,4
60QE000769,98,58,34,6
60QE000770,84,63,21,0
60QE000771,53,37,11,5
60QE000772,94,84,9,1
60QE000773,75,67,7,1
60QE000774,173,148,22,3
60QE000775,97,81,15,1
60QE000776,59,45,9,5
60QE000777,65,52,13,0
60QE000778,83,78,4,1
60QE000779,119,99,11,9
60QE000780,132,109,21,2
60QE000781,93,81,11,1
60QE000782,81,72,5,4
60QE000783,53,44,8,1
60QE000784,63,58,4,1
60QE000785,124,107,13,4
60QE000786,121,99,21,1
60QE000787,120,103,14,3
60QE000788,113,91,22,0
60QE000789,110,85,21,4
60QE000790,158,91,53,14
60QE000791,72,50,22,0
60QE000792,85,63,16,6
60QE000793,51,40,8,3
60QE000794,105,92,11,2
60QE000795,152,126,21,5
60QE000796,106,99,6,1
60QE000797,203,161,35,7
60QE000798,96,87,7,2
60QE000799,105,101,4,0
60QE000800,71,47,18,6
60QE000801,69,61,5,3
60QE000802,157,100,52,5
60QE000803,113,70,41,2
60QE000804,71,39,32,0
60QE000805,76,63,8,5
60QE000806,74,58,16,0
60QE000807,90,77,11,2
60QE000808,58,50,7,1
60QE000809,108,90,12,6
60QE000810,80,74,5,1
60QE000811,102,85,14,3
60QE000812,59,55,2,2
60QE000813,90,78,9,3
60QE000814,127,111,16,0
60QE000815,97,90,7,0
60QE000816,188,165,21,2
60QE000817,130,104,22,4
60QE000818,86,72,12,2
60QE000819,53,48,5,0
60QE000820,109,65,40,4
60QE000821,122,75,41,6
60QE000822,120,82,27,11
60QE000823,93,63,26,4
60QE000824,139,52,84,3
60QE000825,72,43,28,1
60QE000826,226,117,106,3
60QE000827,94,42,50,2
60QE000828,118,68,47,3
60QE000829,141,97,38,6
60QE000830,138,98,36,4
60QE000831,91,70,21,0
60QE000832,104,63,34,7
60QE000833,117,84,33,0
60QE000834,105,74,27,4
60QE000835,124,84,39,1
60QE000836,122,82,34,6
60QE000837,86,51,31,4
60QE000838,140,96,41,3
60QE000839,158,120,31,7
60QE000840,53,36,12,5
60QE000841,153,109,32,12
60QE000842,143,89,42,12
60QE000843,115,74,35,6
60QE000844,162,115,21,26
60QE000845,69,39,25,5
60QE000846,164,132,25,7
60QE000847,83,73,10,0
60QE000848,110,75,33,2
60QE000849,88,85,3,0
60QE000850,64,60,4,0
60QE000851,108,101,7,0
60QE000852,104,97,7,0
60QE000853,116,103,11,2
60QE000854,89,74,15,0
60QE000855,61,54,6,1
60QE000856,128,111,14,3
60QE000857,120,107,8,5
60QE000858,103,95,8,0
60QE000859,114,102,12,0
60QE000860,82,72,7,3
60QE000861,72,65,5,2
60QE000862,69,60,7,2
60QE000863,64,57,6,1
60QE000864,72,66,6,0
60QE000865,102,98,4,0
60QE000866,106,97,6,3
60QE000867,109,99,7,3
60QE000868,56,50,5,1
60QE000869,170,154,11,5
60QE000870,72,54,15,3
60QE000871,81,66,13,2
60QE000872,61,55,4,2
60QE000873,76,67,7,2
60QE000874,103,86,15,2
60QE000875,106,75,27,4
60QE000876,57,48,8,1
60QE000877,77,59,15,3
60QE000878,66,56,9,1
60QE000879,96,87,8,1
60QE000880,138,113,22,3
60QE000881,223,187,35,1
60QE000882,77,70,7,0
60QE000883,93,72,18,3
60QE000884,52,45,1,6
60QE000885,88,77,11,0
60QE000886,85,76,7,2
60QE000887,115,101,11,3
60QE000888,81,62,16,3
60QE000889,110,99,8,3
60QE000890,112,100,8,4
60QE000891,136,114,17,5
60QE000892,164,138,25,1
60QE000893,192,169,18,5
60QE000894,93,78,9,6
60QE000895,147,118,18,11
60QE000896,130,113,16,1
60QE000897,83,65,13,5
60QE000898,67,52,13,2
60QE000899,56,44,8,4
60QE000900,85,69,15,1
60QE000901,146,124,18,4
60QE000902,180,150,24,6
60QE000903,244,206,30,8
60QE000904,85,73,12,0
60QE000905,143,114,24,5
60QE000906,136,114,19,3
60QE000907,59,47,8,4
60QE000908,137,124,11,2
60QE000909,62,60,1,1
60QE000910,68,56,7,5
60QE000911,104,83,10,11
60QE000912,255,221,27,7
60QE000913,103,84,15,4
60QE000914,54,43,11,0
60QE000915,71,41,30,0
60QE000916,243,175,56,12
60QE000917,88,61,24,3
60QE000918,105,82,20,3
60QE000919,119,90,26,3
60QE000920,98,74,23,1
60QE000921,71,50,18,3
60QE000922,150,126,19,5
60QE000923,85,63,21,1
60QE000924,77,55,19,3
60QE000925,167,109,52,6
60QE000926,115,103,10,2
60QE000927,82,70,8,4
60QE000928,73,62,9,2
60QE000929,76,65,8,3
60QE000930,60,44,14,2
60QE000931,210,137,61,12
60QE000932,170,104,62,4
60RD000001,164,145,13,6
60RD000002,57,52,5,0
60RD000003,69,51,17,1
60RD000004,178,150,24,4
60RD000005,146,101,32,13
60RD000006,166,127,34,5
60RD000007,169,133,27,9
60RD000008,154,120,27,7
60RD000009,84,59,22,3
60RD000010,188,151,31,6
60RD000011,91,75,11,5
60RD000012,70,58,11,1
60RD000013,216,185,28,3
60RD000014,134,124,10,0
60RD000015,103,79,19,5
60RD000016,235,208,23,4
60RD000017,101,87,12,2
60RD000018,66,62,2,2
60RD000019,114,104,9,1
60RD000020,183,176,7,0
60RD000021,163,150,6,7
60RD000022,150,122,22,6
60RD000023,277,232,38,7
60RD000024,136,128,5,3
60RD000025,197,179,14,4
60RD000026,91,70,21,0
60RD000027,159,103,51,5
60RD000028,188,155,28,5
60RD000029,190,156,30,4
60RD000030,86,74,9,3
60RD000031,151,111,33,7
60RD000032,153,132,17,4
60RD000033,131,113,7,11
60RD000034,59,49,10,0
60RD000035,128,113,14,1
60RD000036,182,170,12,0
60RD000037,104,92,10,2
60RD000038,160,132,27,1
60RD000039,173,150,18,5
60RD000040,110,92,15,3
60RD000041,69,60,6,3
60RD000042,147,128,18,1
60RD000043,182,154,25,3
60RD000044,77,53,23,1
60RD000045,203,163,38,2
60RD000046,82,77,4,1
60RD000047,105,100,3,2
60RD000048,70,61,7,2
60RD000049,57,47,7,3
60RD000050,159,155,2,2
60RD000051,209,198,6,5
60RD000052,225,208,8,9
60RD000053,206,190,14,2
60RD000054,127,106,21,0
60RD000055,155,142,8,5
60RD000056,200,180,14,6
60RD000057,122,99,23,0
60RD000058,169,127,41,1
60RD000059,86,57,27,2
60RD000060,82,71,9,2
60RD000061,148,89,46,13
60RD000062,84,71,12,1
60RD000063,88,75,9,4
60RD000064,82,74,7,1
60RD000065,63,42,20,1
60RD000066,65,51,13,1
60RD000067,117,96,15,6
60RD000068,127,101,23,3
60RD000069,113,79,29,5
60RD000070,114,86,28,0
60RD000071,99,84,8,7
60RD000072,101,85,10,6
60RD000073,107,97,6,4
60RD000074,90,79,9,2
60RD000075,92,83,7,2
60RD000076,91,84,7,0
60RD000077,70,66,3,1
60RD000078,141,127,14,0
60RD000079,143,131,11,1
60RD000080,75,68,4,3
60RD000081,223,205,15,3
60RD000082,144,126,15,3
60RD000083,107,89,12,6
60RD000084,122,108,11,3
60RD000085,141,129,6,6
60RD000086,161,133,25,3
60RD000087,92,80,7,5
60RD000088,167,132,24,11
60RD000089,145,137,3,5
60RD000090,145,126,16,3
60RD000091,109,97,10,2
60RD000092,89,86,3,0
60RD000093,99,91,7,1
60RD000094,84,76,5,3
60RD000095,82,73,6,3
60RD000096,102,94,7,1
60RD000097,103,96,4,3
60RD000098,63,48,5,10
60RD000099,82,58,16,8
60RD000100,93,81,10,2
60RD000101,64,51,11,2
60RD000102,97,86,10,1
60RD000103,52,38,10,4
60RD000104,64,45,12,7
60RD000105,70,55,9,6
60RD000106,78,57,8,13
60RD000107,77,72,4,1
60RD000108,208,195,12,1
60RD000109,115,104,7,4
60RD000110,70,61,7,2
60RD000111,71,67,2,2
60RD000112,80,68,8,4
60RD000113,123,115,7,1
60RD000114,92,86,5,1
60RD000115,133,114,12,7
60RD000116,132,118,12,2
60RD000117,97,93,3,1
60RD000118,100,86,9,5
60RD000119,133,120,9,4
60RD000120,183,150,28,5
60RD000121,93,78,15,0
60RD000122,207,168,30,9
60RD000123,102,87,14,1
60RD000124,71,56,13,2
60RD000125,95,79,14,2
60RD000126,66,59,6,1
60RD000127,53,44,8,1
60RD000128,80,66,13,1
60RD000129,148,139,7,2
60RD000130,99,84,11,4
60RD000131,91,85,4,2
60RD000132,75,60,13,2
60RD000133,133,113,16,4
60RD000134,147,113,32,2
60RD000135,135,104,27,4
60RD000136,55,43,11,1
60RD000137,50,47,3,0
60RD000138,76,72,3,1
60RD000139,77,62,8,7
60RD000140,137,120,10,7
60RD000141,92,89,3,0
60RD000142,210,177,25,8
60RD000143,125,109,14,2
60RD000144,99,83,8,8
60RD000145,151,122,18,11
60RD000146,168,135,24,9
60RD000147,92,77,10,5
60RD000148,209,161,44,4
60RD000149,188,149,24,15
60RD000150,234,180,48,6
60RD000151,80,75,3,2
60RD000152,143,130,11,2
60RD000153,101,94,6,1
60RD000154,117,101,14,2
60RD000155,132,119,12,1
60RD000156,131,118,10,3
60RD000157,239,174,57,8
60RD000158,86,69,13,4
60RD000159,214,177,33,4
60RD000160,113,84,25,4
60RD000161,116,96,13,7
60RD000162,96,87,9,0
60RD000163,139,129,7,3
60RD000164,51,45,5,1
60RD000165,133,120,11,2
60RD000166,91,77,13,1
60RD000167,108,97,8,3
60RD000168,57,51,5,1
60RD000169,180,172,4,4
60RD000170,105,96,7,2
60RD000171,72,63,7,2
60RD000172,115,106,9,0
60RD000173,111,99,12,0
60RD000174,126,102,18,6
60RD000175,112,100,10,2
60RD000176,121,111,7,3
60RD000177,87,74,11,2
60RD000178,81,67,9,5
60RD000179,105,93,9,3
60RD000180,258,231,24,3
60RE000001,192,174,14,4
60RE000002,175,141,31,3
60RE000003,179,148,27,4
60RE000004,145,126,11,8
60RE000005,84,60,19,5
60RE000006,117,102,10,5
60RE000007,96,82,8,6
60RE000008,109,94,15,0
60RE000009,117,104,11,2
60RE000010,178,153,20,5
60RE000011,252,205,20,27
60RE000012,130,112,13,5
60RE000013,173,152,18,3
60RE000014,135,128,7,0
60RE000015,118,85,24,9
60RE000016,50,41,7,2
60RE000017,76,70,5,1
60RE000018,106,85,17,4
60RE000019,69,45,21,3
60RE000020,128,104,21,3
60RE000021,137,125,9,3
60RE000022,132,72,57,3
60RE000023,117,92,15,10
60RE000024,106,90,13,3
60RE000025,79,64,13,2
60RE000026,87,70,8,9
60RE000027,85,70,10,5
60RE000028,130,109,18,3
60RE000029,152,120,29,3
60RE000030,106,84,20,2
60RE000031,190,171,15,4
60RE000032,82,59,20,3
60RE000033,110,93,17,0
60RE000034,143,108,31,4
60RE000035,71,53,16,2
60RE000036,153,128,21,4
60RE000037,122,118,3,1
60RE000038,104,90,13,1
60RE000039,112,91,18,3
60RE000040,73,62,10,1
60RE000041,98,87,8,3
60RE000042,94,87,6,1
60RE000043,141,116,21,4
60RE000044,134,117,12,5
60RE000045,94,76,14,4
60RE000046,52,29,19,4
60RE000047,82,52,24,6
60RE000048,110,92,17,1
60RE000049,86,72,13,1
60RE000050,105,83,22,0
60RE000051,110,90,18,2
60RE000052,85,65,19,1
60RE000053,152,104,45,3
60RE000054,118,88,29,1
60RE000055,119,64,52,3
60RE000056,83,65,14,4
60RE000057,135,104,27,4
60RE000058,149,126,18,5
60RE000059,127,96,26,5
60RE000060,111,96,13,2
60RE000061,111,98,13,0
60RE000062,153,136,15,2
60RE000063,81,73,3,5
60RE000064,113,92,19,2
60RE000065,163,139,19,5
60RE000066,109,104,3,2
60RE000067,97,90,7,0
60RE000068,65,57,7,1
60RE000069,106,98,7,1
60RE000070,99,85,11,3
60RE000071,161,145,14,2
60RE000072,171,155,8,8
60RE000073,105,89,12,4
60RE000074,157,139,14,4
60RE000075,88,83,5,0
60RE000076,82,64,15,3
60RE000077,51,43,7,1
60RE000078,117,107,4,6
60RE000079,129,120,8,1
60RE000080,130,101,20,9
60RE000081,95,84,8,3
60RE000082,85,73,10,2
60RE000083,57,47,9,1
60RE000084,81,78,2,1
60RE000085,132,115,15,2
60RE000086,159,148,6,5
60RE000087,116,108,7,1
60RE000088,131,119,9,3
60RE000089,108,94,13,1
60RE000090,217,196,17,4
60RE000091,175,169,6,0
60RE000092,183,169,8,6
60RE000093,153,134,16,3
60RE000094,99,93,6,0
60RE000095,77,71,5,1
60RE000096,92,88,2,2
60RE000097,112,101,7,4
60RE000098,95,87,8,0
60RE000099,166,162,4,0
60RE000100,160,153,7,0
60RE000101,167,159,6,2
60RE000102,149,140,7,2
60RE000103,98,89,7,2
60RE000104,94,89,4,1
60RE000105,129,120,7,2
60RE000106,97,90,4,3
60RE000107,80,77,2,1
60RE000108,99,95,4,0
60RE000109,58,56,0,2
60RE000110,166,144,15,7
60RE000111,121,113,8,0
60RE000112,206,194,10,2
60RE000113,80,76,4,0
60RE000114,195,188,7,0
60RE000115,105,98,5,2
60RE000116,177,170,5,2
60RE000117,92,81,10,1
60RE000118,154,144,10,0
60RE000119,139,132,7,0
60RE000120,109,104,3,2
60RE000121,109,107,0,2
60RE000122,76,73,3,0
60RE000123,114,104,5,5
60RE000124,120,116,4,0
60RE000125,86,70,9,7
60RE000126,55,52,2,1
60RE000127,167,155,8,4
60RE000128,60,57,2,1
60RE000129,177,166,9,2
60RE000130,126,123,2,1
60RE000131,111,105,6,0
60RE000132,109,106,2,1
60RE000133,99,86,7,6
60RE000134,72,66,5,1
60RE000135,92,83,7,2
60RE000136,55,51,3,1
60RE000137,166,158,7,1
60RE000138,170,146,24,0
60RE000139,114,109,3,2
60RE000140,122,106,16,0
60RE000141,181,170,11,0
60RE000142,195,187,7,1
60RE000143,166,153,6,7
60RE000144,68,67,1,0
60RE000145,157,138,16,3
60RE000146,166,142,22,2
60RE000147,116,94,21,1
