dz_2001,total,religious,nonreligious
S01005059,540,374,166
S01005060,725,475,250
S01005061,961,704,257
S01005062,495,389,106
S01005063,544,350,194
S01005064,792,578,214
S01005065,860,584,276
S01005066,793,422,371
S01005067,488,340,148
S01005068,702,505,197
S01005069,614,389,225
S01005070,853,634,219
S01005071,296,143,153
S01005072,602,360,242
S01005073,638,448,190
S01005074,769,616,153
S01005075,504,276,228
S01005076,765,463,302
S01005077,693,424,269
S01005078,730,456,274
S01005079,685,443,242
S01005080,449,278,171
S01005081,661,443,218
S01005082,696,458,238
S01005083,935,661,274
S01005084,621,414,207
S01005085,568,416,152
S01005086,732,465,267
S01005087,508,377,131
S01005088,594,447,147
S01005089,817,659,158
S01005090,863,671,192
S01005091,696,539,157
S01005092,668,485,183
S01005093,785,558,227
S01005094,519,382,137
S01005095,988,743,245
S01005096,607,465,142
S01005097,753,589,164
S01005098,605,484,121
S01005099,834,625,209
S01005100,593,430,163
S01005101,825,634,191
S01005102,973,714,259
S01005103,999,713,286
S01005104,1039,814,225
S01005105,878,613,265
S01005106,559,417,142
S01005107,463,355,108
S01005108,569,449,120
S01005109,912,723,189
S01005110,999,780,219
S01005111,527,397,130
S01005112,880,632,248
S01005113,1043,724,319
S01005114,939,644,295
S01005115,889,650,239
S01005116,647,460,187
S01005117,682,528,154
S01005118,762,538,224
S01005119,669,485,184
S01005120,650,531,119
S01005121,784,634,150
S01005122,773,595,178
S01005123,746,600,146
S01005124,750,568,182
S01005125,790,560,230
S01005126,559,441,118
S01005127,633,440,193
S01005128,834,623,211
S01005129,873,594,279
S01005130,651,449,202
S01005131,853,613,240
S01005132,699,515,184
S01005133,389,282,107
S01005134,969,755,214
S01005135,674,515,159
S01005136,814,578,236
S01005137,862,609,253
S01005138,1079,791,288
S01005139,657,449,208
S01005140,703,503,200
S01005141,858,633,225
S01005142,636,467,169
S01005143,993,689,304
S01005144,1036,774,262
S01005145,793,623,170
S01005146,651,475,176
S01005147,925,702,223
S01005148,600,443,157
S01005149,600,402,198
S01005150,641,459,182
S01005151,725,494,231
S01005152,738,528,210
S01005153,756,561,195
S01005154,605,457,148
S01005155,746,547,199
S01005156,719,528,191
S01005157,913,681,232
S01005158,757,576,181
S01005159,940,761,179
S01005160,1023,765,258
S01005161,953,672,281
S01005162,973,661,312
S01005163,581,431,150
S01005164,924,738,186
S01005165,765,593,172
S01005166,1040,806,234
S01005167,722,484,238
S01005168,687,523,164
S01005169,619,465,154
S01005170,837,652,185
S01005171,993,780,213
S01005172,1198,932,266
S01005173,705,541,164
S01005174,769,542,227
S01005175,690,532,158
S01005176,684,493,191
S01005177,948,683,265
S01005178,857,706,151
S01005179,979,706,273
S01005180,910,665,245
S01005181,907,693,214
S01005182,722,526,196
S01005183,938,722,216
S01005184,825,629,196
S01005185,533,435,98
S01005186,747,626,121
S01005187,945,753,192
S01005188,990,784,206
S01005189,851,685,166
S01005190,930,720,210
S01005191,880,675,205
S01005192,788,555,233
S01005193,889,686,203
S01005194,593,473,120
S01005195,1007,825,182
S01005196,804,539,265
S01005197,768,567,201
S01005198,920,696,224
S01005199,908,685,223
S01005200,632,462,170
S01005201,873,653,220
S01005202,905,702,203
S01005203,815,646,169
S01005204,551,418,133
S01005205,883,670,213
S01005206,932,759,173
S01005207,954,795,159
S01005208,543,424,119
S01005209,801,646,155
S01005210,961,789,172
S01005211,723,556,167
S01005212,588,453,135
S01005213,943,709,234
S01005214,778,503,275
S01005215,899,738,161
S01005216,593,421,172
S01005217,835,592,243
S01005218,888,734,154
S01005219,857,630,227
S01005220,674,530,144
S01005221,789,660,129
S01005222,696,496,200
S01005223,735,569,166
S01005224,780,556,224
S01005225,922,705,217
S01005226,553,411,142
S01005227,844,660,184
S01005228,1299,1050,249
S01005229,852,603,249
S01005230,789,562,227
S01005231,751,528,223
S01005232,911,730,181
S01005233,600,478,122
S01005234,1014,742,272
S01005235,578,393,185
S01005236,945,753,192
S01005237,961,768,193
S01005238,822,654,168
S01005239,921,702,219
S01005240,837,567,270
S01005241,950,781,169
S01005242,842,634,208
S01005243,750,562,188
S01005244,958,764,194
S01005245,671,437,234
S01005246,945,682,263
S01005247,735,542,193
S01005248,574,424,150
S01005249,728,498,230
S01005250,795,529,266
S01005251,935,659,276
S01005252,548,409,139
S01005253,555,377,178
S01005254,789,540,249
S01005255,557,450,107
S01005256,721,540,181
S01005257,958,740,218
S01005258,1035,804,231
S01005259,653,461,192
S01005260,645,535,110
S01005261,519,373,146
S01005262,1008,765,243
S01005263,517,392,125
S01005264,733,637,96
S01005265,437,310,127
S01005266,860,717,143
S01005267,929,729,200
S01005268,899,653,246
S01005269,711,598,113
S01005270,1059,836,223
S01005271,594,449,145
S01005272,660,494,166
S01005273,809,650,159
S01005274,733,591,142
S01005275,487,345,142
S01005276,660,532,128
S01005277,655,532,123
S01005278,840,668,172
S01005279,546,398,148
S01005280,762,599,163
S01005281,890,684,206
S01005282,764,566,198
S01005283,813,613,200
S01005284,681,518,163
S01005285,696,540,156
S01005286,743,548,195
S01005287,862,643,219
S01005288,886,682,204
S01005289,778,566,212
S01005290,594,454,140
S01005291,672,494,178
S01005292,708,557,151
S01005293,848,658,190
S01005294,574,424,150
S01005295,602,458,144
S01005296,890,712,178
S01005297,703,584,119
S01005298,1069,834,235
S01005299,578,430,148
S01005300,949,722,227
S01005301,891,692,199
S01005302,1014,803,211
S01005303,763,607,156
S01005304,726,592,134
S01005305,826,601,225
S01005306,1021,765,256
S01005307,919,740,179
S01005308,529,409,120
S01005309,945,702,243
S01005310,1010,785,225
S01005311,940,778,162
S01005312,642,455,187
S01005313,918,753,165
S01005314,543,427,116
S01005315,646,429,217
S01005316,900,709,191
S01005317,569,444,125
S01005318,567,453,114
S01005319,691,563,128
S01005320,677,529,148
S01005321,644,529,115
S01005322,806,599,207
S01005323,707,566,141
S01005324,727,552,175
S01005325,815,622,193
S01005326,961,695,266
S01005327,649,464,185
S01005328,625,445,180
S01005329,551,453,98
S01005330,700,555,145
S01005331,738,588,150
S01005332,553,473,80
S01005333,820,631,189
S01005334,678,526,152
S01005335,549,440,109
S01005336,614,475,139
S01005337,966,764,202
S01005338,580,459,121
S01005339,763,569,194
S01005340,589,412,177
S01005341,699,507,192
S01005342,777,601,176
S01005343,970,739,231
S01005344,775,603,172
S01005345,774,587,187
S01005346,840,638,202
S01005347,740,553,187
S01005348,892,676,216
S01005349,889,682,207
S01005350,766,592,174
S01005351,985,770,215
S01005352,912,706,206
S01005353,1024,746,278
S01005354,966,740,226
S01005355,750,546,204
S01005356,735,571,164
S01005357,745,585,160
S01005358,871,684,187
S01005359,930,718,212
S01005360,889,720,169
S01005361,903,659,244
S01005362,667,517,150
S01005363,687,471,216
S01005364,934,694,240
S01005365,681,509,172
S01005366,759,563,196
S01005367,817,576,241
S01005368,747,501,246
S01005369,988,669,319
S01005370,870,649,221
S01005371,991,769,222
S01005372,813,588,225
S01005373,701,509,192
S01005374,875,655,220
S01005375,992,744,248
S01005376,956,732,224
S01005377,900,598,302
S01005378,778,465,313
S01005379,973,618,355
S01005380,693,453,240
S01005381,682,411,271
S01005382,762,398,364
S01005383,669,492,177
S01005384,823,632,191
S01005385,778,596,182
S01005386,608,465,143
S01005387,960,732,228
S01005388,756,525,231
S01005389,740,572,168
S01005390,846,637,209
S01005391,737,580,157
S01005392,885,672,213
S01005393,883,687,196
S01005394,841,579,262
S01005395,859,621,238
S01005396,660,420,240
S01005397,591,432,159
S01005398,974,702,272
S01005399,969,728,241
S01005400,990,607,383
S01005401,950,673,277
S01005402,924,617,307
S01005403,935,626,309
S01005404,854,603,251
S01005405,537,416,121
S01005406,549,427,122
S01005407,943,700,243
S01005408,555,394,161
S01005409,644,479,165
S01005410,737,528,209
S01005411,903,691,212
S01005412,927,662,265
S01005413,841,591,250
S01005414,963,786,177
S01005415,770,630,140
S01005416,964,761,203
S01005417,767,534,233
S01005418,801,623,178
S01005419,712,583,129
S01005420,836,714,122
S01005421,941,575,366
S01005422,927,670,257
S01005423,978,747,231
S01005424,828,570,258
S01005425,903,518,385
S01005426,760,463,297
S01005427,782,568,214
S01005428,953,598,355
S01005429,698,478,220
S01005430,639,494,145
S01005431,747,469,278
S01005432,790,548,242
S01005433,858,569,289
S01005434,655,420,235
S01005435,812,594,218
S01005436,897,562,335
S01005437,909,588,321
S01005438,857,573,284
S01005439,647,397,250
S01005440,943,704,239
S01005441,892,568,324
S01005442,878,643,235
S01005443,917,630,287
S01005444,908,684,224
S01005445,928,745,183
S01005446,783,578,205
S01005447,835,555,280
S01005448,952,630,322
S01005449,856,627,229
S01005450,908,673,235
S01005451,999,691,308
S01005452,912,642,270
S01005453,905,690,215
S01005454,780,523,257
S01005455,896,634,262
S01005456,864,595,269
S01005457,945,610,335
S01005458,828,508,320
S01005459,845,599,246
S01005460,791,581,210
S01005461,762,572,190
S01005462,967,742,225
S01005463,548,361,187
S01005464,579,467,112
S01005465,565,394,171
S01005466,864,593,271
S01005467,516,385,131
S01005468,913,639,274
S01005469,835,584,251
S01005470,688,482,206
S01005471,771,499,272
S01005472,817,553,264
S01005473,728,552,176
S01005474,860,700,160
S01005475,792,559,233
S01005476,910,576,334
S01005477,898,680,218
S01005478,836,603,233
S01005479,558,412,146
S01005480,778,582,196
S01005481,646,505,141
S01005482,609,427,182
S01005483,713,523,190
S01005484,557,441,116
S01005485,796,595,201
S01005486,856,659,197
S01005487,624,464,160
S01005488,891,606,285
S01005489,927,678,249
S01005490,600,463,137
S01005491,935,712,223
S01005492,948,572,376
S01005493,683,367,316
S01005494,683,419,264
S01005495,658,440,218
S01005496,983,574,409
S01005497,590,310,280
S01005498,869,445,424
S01005499,738,396,342
S01005500,781,490,291
S01005501,801,488,313
S01005502,859,517,342
S01005503,594,410,184
S01005504,610,378,232
S01005505,655,388,267
S01005506,879,502,377
S01005507,533,288,245
S01005508,765,447,318
S01005509,508,322,186
S01005510,610,336,274
S01005511,577,301,276
S01005512,660,426,234
S01005513,722,458,264
S01005514,570,342,228
S01005515,590,437,153
S01005516,520,399,121
S01005517,920,536,384
S01005518,974,637,337
S01005519,681,395,286
S01005520,957,586,371
S01005521,806,541,265
S01005522,628,503,125
S01005523,879,656,223
S01005524,754,586,168
S01005525,753,565,188
S01005526,718,520,198
S01005527,525,383,142
S01005528,498,412,86
S01005529,861,665,196
S01005530,660,545,115
S01005531,576,436,140
S01005532,877,702,175
S01005533,785,625,160
S01005534,658,519,139
S01005535,845,662,183
S01005536,925,707,218
S01005537,726,543,183
S01005538,885,654,231
S01005539,908,705,203
S01005540,799,594,205
S01005541,663,491,172
S01005542,732,582,150
S01005543,797,547,250
S01005544,728,559,169
S01005545,851,652,199
S01005546,683,541,142
S01005547,697,502,195
S01005548,1003,827,176
S01005549,980,745,235
S01005550,627,504,123
S01005551,902,746,156
S01005552,848,678,170
S01005553,831,645,186
S01005554,726,591,135
S01005555,714,579,135
S01005556,540,418,122
S01005557,796,552,244
S01005558,747,589,158
S01005559,698,501,197
S01005560,662,483,179
S01005561,872,664,208
S01005562,927,721,206
S01005563,782,602,180
S01005564,804,653,151
S01005565,596,496,100
S01005566,543,409,134
S01005567,994,771,223
S01005568,573,435,138
S01005569,720,562,158
S01005570,797,649,148
S01005571,733,587,146
S01005572,827,674,153
S01005573,711,527,184
S01005574,836,685,151
S01005575,750,584,166
S01005576,796,588,208
S01005577,864,658,206
S01005578,962,747,215
S01005579,809,623,186
S01005580,662,551,111
S01005581,743,576,167
S01005582,799,599,200
S01005583,610,494,116
S01005584,576,434,142
S01005585,755,561,194
S01005586,715,511,204
S01005587,1037,828,209
S01005588,697,544,153
S01005589,814,542,272
S01005590,790,585,205
S01005591,914,681,233
S01005592,502,349,153
S01005593,893,662,231
S01005594,827,634,193
S01005595,838,617,221
S01005596,539,381,158
S01005597,972,710,262
S01005598,940,652,288
S01005599,500,386,114
S01005600,720,488,232
S01005601,710,592,118
S01005602,729,512,217
S01005603,550,394,156
S01005604,559,368,191
S01005605,977,777,200
S01005606,620,466,154
S01005607,626,475,151
S01005608,907,698,209
S01005609,777,584,193
S01005610,581,464,117
S01005611,725,491,234
S01005612,766,528,238
S01005613,742,557,185
S01005614,793,596,197
S01005615,963,702,261
S01005616,658,517,141
S01005617,875,702,173
S01005618,622,475,147
S01005619,605,452,153
S01005620,480,407,73
S01005621,725,522,203
S01005622,924,754,170
S01005623,830,651,179
S01005624,891,707,184
S01005625,887,700,187
S01005626,839,630,209
S01005627,692,526,166
S01005628,940,706,234
S01005629,781,619,162
S01005630,542,396,146
S01005631,758,604,154
S01005632,509,393,116
S01005633,735,500,235
S01005634,796,585,211
S01005635,862,669,193
S01005636,858,682,176
S01005637,996,786,210
S01005638,848,674,174
S01005639,768,606,162
S01005640,536,422,114
S01005641,869,662,207
S01005642,712,542,170
S01005643,628,504,124
S01005644,610,492,118
S01005645,838,657,181
S01005646,802,587,215
S01005647,748,590,158
S01005648,871,699,172
S01005649,920,658,262
S01005650,628,467,161
S01005651,760,566,194
S01005652,717,548,169
S01005653,900,665,235
S01005654,761,602,159
S01005655,883,667,216
S01005656,613,477,136
S01005657,608,494,114
S01005658,886,681,205
S01005659,889,702,187
S01005660,647,484,163
S01005661,639,467,172
S01005662,621,511,110
S01005663,663,525,138
S01005664,592,432,160
S01005665,512,417,95
S01005666,913,693,220
S01005667,778,603,175
S01005668,842,631,211
S01005669,615,463,152
S01005670,683,446,237
S01005671,516,390,126
S01005672,856,610,246
S01005673,643,479,164
S01005674,941,701,240
S01005675,929,661,268
S01005676,876,625,251
S01005677,842,594,248
S01005678,848,616,232
S01005679,880,723,157
S01005680,730,568,162
S01005681,879,701,178
S01005682,656,527,129
S01005683,881,626,255
S01005684,923,672,251
S01005685,667,513,154
S01005686,715,569,146
S01005687,551,424,127
S01005688,812,600,212
S01005689,505,382,123
S01005690,751,586,165
S01005691,622,455,167
S01005692,667,480,187
S01005693,887,707,180
S01005694,598,429,169
S01005695,564,441,123
S01005696,691,556,135
S01005697,640,454,186
S01005698,578,439,139
S01005699,799,641,158
S01005700,582,440,142
S01005701,732,503,229
S01005702,683,494,189
S01005703,629,531,98
S01005704,620,476,144
S01005705,625,526,99
S01005706,772,604,168
S01005707,563,427,136
S01005708,721,552,169
S01005709,812,595,217
S01005710,426,324,102
S01005711,867,659,208
S01005712,566,411,155
S01005713,651,516,135
S01005714,782,593,189
S01005715,795,584,211
S01005716,600,465,135
S01005717,563,429,134
S01005718,794,573,221
S01005719,556,406,150
S01005720,719,546,173
S01005721,792,578,214
S01005722,542,412,130
S01005723,697,559,138
S01005724,715,533,182
S01005725,638,485,153
S01005726,902,626,276
S01005727,572,422,150
S01005728,828,664,164
S01005729,623,511,112
S01005730,743,542,201
S01005731,575,471,104
S01005732,889,703,186
S01005733,771,565,206
S01005734,674,515,159
S01005735,824,644,180
S01005736,767,611,156
S01005737,787,556,231
S01005738,875,664,211
S01005739,1000,712,288
S01005740,732,478,254
S01005741,996,772,224
S01005742,711,570,141
S01005743,668,508,160
S01005744,873,693,180
S01005745,978,792,186
S01005746,903,730,173
S01005747,894,698,196
S01005748,451,371,80
S01005749,857,644,213
S01005750,843,671,172
S01005751,817,683,134
S01005752,810,594,216
S01005753,731,593,138
S01005754,966,785,181
S01005755,834,675,159
S01005756,884,683,201
S01005757,622,500,122
S01005758,853,695,158
S01005759,828,658,170
S01005760,636,472,164
S01005761,682,509,173
S01005762,781,605,176
S01005763,790,605,185
S01005764,611,485,126
S01005765,873,659,214
S01005766,644,518,126
S01005767,728,597,131
S01005768,900,727,173
S01005769,786,635,151
S01005770,642,539,103
S01005771,817,617,200
S01005772,716,573,143
S01005773,860,700,160
S01005774,719,559,160
S01005775,861,651,210
S01005776,713,590,123
S01005777,600,471,129
S01005778,699,564,135
S01005779,716,578,138
S01005780,683,484,199
S01005781,868,689,179
S01005782,802,617,185
S01005783,576,453,123
S01005784,509,371,138
S01005785,826,628,198
S01005786,661,448,213
S01005787,765,528,237
S01005788,537,443,94
S01005789,931,685,246
S01005790,655,468,187
S01005791,507,408,99
S01005792,918,633,285
S01005793,550,406,144
S01005794,972,768,204
S01005795,726,503,223
S01005796,494,401,93
S01005797,799,596,203
S01005798,663,494,169
S01005799,791,575,216
S01005800,694,536,158
S01005801,787,538,249
S01005802,667,558,109
S01005803,667,466,201
S01005804,626,489,137
S01005805,627,493,134
S01005806,698,539,159
S01005807,948,611,337
S01005808,808,548,260
S01005809,587,398,189
S01005810,522,423,99
S01005811,612,437,175
S01005812,660,504,156
S01005813,869,632,237
S01005814,711,584,127
S01005815,958,681,277
S01005816,784,557,227
S01005817,538,381,157
S01005818,755,623,132
S01005819,723,626,97
S01005820,713,461,252
S01005821,527,373,154
S01005822,891,578,313
S01005823,697,501,196
S01005824,747,510,237
S01005825,734,535,199
S01005826,984,793,191
S01005827,790,566,224
S01005828,787,538,249
S01005829,791,596,195
S01005830,925,684,241
S01005831,953,749,204
S01005832,804,677,127
S01005833,719,617,102
S01005834,653,448,205
S01005835,719,533,186
S01005836,724,559,165
S01005837,513,374,139
S01005838,748,542,206
S01005839,884,696,188
S01005840,812,590,222
S01005841,690,502,188
S01005842,616,514,102
S01005843,579,398,181
S01005844,768,568,200
S01005845,549,405,144
S01005846,914,673,241
S01005847,784,573,211
S01005848,622,525,97
S01005849,845,732,113
S01005850,725,535,190
S01005851,760,557,203
S01005852,571,394,177
S01005853,999,776,223
S01005854,864,742,122
S01005855,965,798,167
S01005856,781,584,197
S01005857,708,602,106
S01005858,789,643,146
S01005859,765,522,243
S01005860,778,538,240
S01005861,598,440,158
S01005862,827,605,222
S01005863,938,696,242
S01005864,903,643,260
S01005865,747,577,170
S01005866,773,549,224
S01005867,954,762,192
S01005868,786,583,203
S01005869,731,615,116
S01005870,762,597,165
S01005871,757,563,194
S01005872,800,599,201
S01005873,1036,756,280
S01005874,903,741,162
S01005875,740,597,143
S01005876,885,722,163
S01005877,901,646,255
S01005878,686,519,167
S01005879,675,565,110
S01005880,797,673,124
S01005881,803,559,244
S01005882,575,466,109
S01005883,509,391,118
S01005884,830,666,164
S01005885,681,557,124
S01005886,789,609,180
S01005887,527,377,150
S01005888,622,547,75
S01005889,810,629,181
S01005890,786,572,214
S01005891,634,515,119
S01005892,738,607,131
S01005893,770,562,208
S01005894,638,472,166
S01005895,644,473,171
S01005896,658,530,128
S01005897,796,587,209
S01005898,739,534,205
S01005899,713,560,153
S01005900,663,523,140
S01005901,762,585,177
S01005902,903,793,110
S01005903,918,686,232
S01005904,761,564,197
S01005905,714,553,161
S01005906,943,757,186
S01005907,763,623,140
S01005908,830,651,179
S01005909,548,419,129
S01005910,784,589,195
S01005911,995,783,212
S01005912,846,617,229
S01005913,944,743,201
S01005914,789,643,146
S01005915,733,542,191
S01005916,759,549,210
S01005917,886,699,187
S01005918,932,698,234
S01005919,555,445,110
S01005920,902,692,210
S01005921,623,499,124
S01005922,952,685,267
S01005923,769,584,185
S01005924,666,512,154
S01005925,770,575,195
S01005926,748,612,136
S01005927,848,691,157
S01005928,784,638,146
S01005929,616,467,149
S01005930,650,470,180
S01005931,795,568,227
S01005932,710,592,118
S01005933,808,607,201
S01005934,747,574,173
S01005935,651,493,158
S01005936,883,741,142
S01005937,646,489,157
S01005938,698,536,162
S01005939,772,606,166
S01005940,633,515,118
S01005941,513,415,98
S01005942,845,613,232
S01005943,934,624,310
S01005944,979,819,160
S01005945,868,619,249
S01005946,1012,828,184
S01005947,806,673,133
S01005948,693,560,133
S01005949,711,461,250
S01005950,543,402,141
S01005951,849,688,161
S01005952,937,762,175
S01005953,936,784,152
S01005954,540,413,127
S01005955,517,407,110
S01005956,860,643,217
S01005957,968,786,182
S01005958,593,471,122
S01005959,490,403,87
S01005960,513,427,86
S01005961,800,620,180
S01005962,519,432,87
S01005963,545,454,91
S01005964,744,605,139
S01005965,808,580,228
S01005966,927,735,192
S01005967,957,785,172
S01005968,826,619,207
S01005969,750,644,106
S01005970,797,659,138
S01005971,512,448,64
S01005972,791,661,130
S01005973,789,647,142
S01005974,776,666,110
S01005975,760,656,104
S01005976,786,654,132
S01005977,781,676,105
S01005978,745,613,132
S01005979,950,777,173
S01005980,677,559,118
S01005981,571,430,141
S01005982,638,501,137
S01005983,987,821,166
S01005984,689,562,127
S01005985,829,718,111
S01005986,776,637,139
S01005987,584,489,95
S01005988,558,445,113
S01005989,810,665,145
S01005990,965,693,272
S01005991,714,565,149
S01005992,607,496,111
S01005993,797,634,163
S01005994,943,785,158
S01005995,674,548,126
S01005996,761,575,186
S01005997,674,493,181
S01005998,690,516,174
S01005999,869,664,205
S01006000,792,656,136
S01006001,907,761,146
S01006002,564,476,88
S01006003,668,547,121
S01006004,623,452,171
S01006005,646,494,152
S01006006,808,655,153
S01006007,559,448,111
S01006008,780,595,185
S01006009,579,450,129
S01006010,907,670,237
S01006011,840,660,180
S01006012,878,710,168
S01006013,540,441,99
S01006014,705,571,134
S01006015,744,599,145
S01006016,958,721,237
S01006017,734,584,150
S01006018,852,686,166
S01006019,822,622,200
S01006020,841,660,181
S01006021,901,781,120
S01006022,557,444,113
S01006023,786,586,200
S01006024,849,702,147
S01006025,861,743,118
S01006026,786,670,116
S01006027,691,546,145
S01006028,634,499,135
S01006029,755,553,202
S01006030,962,761,201
S01006031,870,715,155
S01006032,940,767,173
S01006033,700,548,152
S01006034,737,570,167
S01006035,980,811,169
S01006036,809,659,150
S01006037,896,698,198
S01006038,704,553,151
S01006039,833,683,150
S01006040,765,570,195
S01006041,895,738,157
S01006042,842,664,178
S01006043,621,488,133
S01006044,954,800,154
S01006045,662,530,132
S01006046,827,687,140
S01006047,754,596,158
S01006048,830,649,181
S01006049,775,636,139
S01006050,861,694,167
S01006051,959,784,175
S01006052,756,585,171
S01006053,867,719,148
S01006054,733,570,163
S01006055,616,412,204
S01006056,960,803,157
S01006057,488,408,80
S01006058,820,691,129
S01006059,804,677,127
S01006060,634,533,101
S01006061,551,432,119
S01006062,686,570,116
S01006063,614,485,129
S01006064,699,545,154
S01006065,779,606,173
S01006066,837,638,199
S01006067,971,721,250
S01006068,497,336,161
S01006069,736,517,219
S01006070,644,463,181
S01006071,966,677,289
S01006072,637,485,152
S01006073,504,372,132
S01006074,705,481,224
S01006075,983,733,250
S01006076,966,705,261
S01006077,800,614,186
S01006078,997,737,260
S01006079,788,635,153
S01006080,863,620,243
S01006081,775,611,164
S01006082,950,752,198
S01006083,830,605,225
S01006084,825,606,219
S01006085,800,617,183
S01006086,716,555,161
S01006087,743,584,159
S01006088,822,638,184
S01006089,762,572,190
S01006090,899,635,264
S01006091,606,438,168
S01006092,655,529,126
S01006093,602,478,124
S01006094,944,748,196
S01006095,937,743,194
S01006096,641,482,159
S01006097,948,714,234
S01006098,681,499,182
S01006099,578,390,188
S01006100,612,392,220
S01006101,646,525,121
S01006102,781,549,232
S01006103,701,517,184
S01006104,777,578,199
S01006105,706,468,238
S01006106,626,412,214
S01006107,697,465,232
S01006108,944,706,238
S01006109,775,566,209
S01006110,779,552,227
S01006111,799,628,171
S01006112,750,547,203
S01006113,879,679,200
S01006114,722,564,158
S01006115,782,582,200
S01006116,944,683,261
S01006117,826,633,193
S01006118,551,423,128
S01006119,1015,713,302
S01006120,875,578,297
S01006121,500,326,174
S01006122,824,629,195
S01006123,653,394,259
S01006124,632,394,238
S01006125,553,351,202
S01006126,705,399,306
S01006127,644,432,212
S01006128,812,439,373
S01006129,712,514,198
S01006130,562,422,140
S01006131,922,655,267
S01006132,823,604,219
S01006133,584,416,168
S01006134,501,362,139
S01006135,571,435,136
S01006136,975,690,285
S01006137,650,398,252
S01006138,636,506,130
S01006139,410,284,126
S01006140,867,655,212
S01006141,813,507,306
S01006142,657,498,159
S01006143,500,387,113
S01006144,1002,728,274
S01006145,965,742,223
S01006146,849,588,261
S01006147,799,521,278
S01006148,784,575,209
S01006149,1025,771,254
S01006150,928,625,303
S01006151,689,412,277
S01006152,715,492,223
S01006153,603,420,183
S01006154,794,576,218
S01006155,869,635,234
S01006156,576,419,157
S01006157,771,535,236
S01006158,873,623,250
S01006159,808,522,286
S01006160,785,564,221
S01006161,750,545,205
S01006162,649,458,191
S01006163,980,687,293
S01006164,666,475,191
S01006165,861,638,223
S01006166,909,675,234
S01006167,880,572,308
S01006168,783,591,192
S01006169,677,492,185
S01006170,970,727,243
S01006171,906,728,178
S01006172,523,425,98
S01006173,622,427,195
S01006174,585,429,156
S01006175,778,570,208
S01006176,571,411,160
S01006177,660,543,117
S01006178,869,742,127
S01006179,796,654,142
S01006180,817,612,205
S01006181,754,577,177
S01006182,560,421,139
S01006183,714,597,117
S01006184,795,620,175
S01006185,980,800,180
S01006186,862,722,140
S01006187,891,690,201
S01006188,744,564,180
S01006189,780,591,189
S01006190,823,692,131
S01006191,587,419,168
S01006192,790,593,197
S01006193,689,584,105
S01006194,918,780,138
S01006195,769,628,141
S01006196,912,755,157
S01006197,861,695,166
S01006198,537,427,110
S01006199,744,620,124
S01006200,899,734,165
S01006201,1012,836,176
S01006202,703,518,185
S01006203,617,508,109
S01006204,942,772,170
S01006205,713,587,126
S01006206,841,691,150
S01006207,908,749,159
S01006208,740,576,164
S01006209,755,615,140
S01006210,766,641,125
S01006211,594,431,163
S01006212,856,679,177
S01006213,891,712,179
S01006214,766,630,136
S01006215,822,670,152
S01006216,790,581,209
S01006217,989,762,227
S01006218,572,469,103
S01006219,937,779,158
S01006220,858,675,183
S01006221,818,687,131
S01006222,994,803,191
S01006223,759,610,149
S01006224,655,498,157
S01006225,828,636,192
S01006226,753,634,119
S01006227,715,562,153
S01006228,793,686,107
S01006229,971,757,214
S01006230,835,640,195
S01006231,931,711,220
S01006232,774,639,135
S01006233,648,503,145
S01006234,556,449,107
S01006235,759,627,132
S01006236,641,494,147
S01006237,880,749,131
S01006238,1004,874,130
S01006239,523,429,94
S01006240,813,721,92
S01006241,846,653,193
S01006242,764,683,81
S01006243,647,511,136
S01006244,628,519,109
S01006245,653,579,74
S01006246,750,633,117
S01006247,896,683,213
S01006248,828,678,150
S01006249,778,640,138
S01006250,707,611,96
S01006251,624,529,95
S01006252,640,582,58
S01006253,706,587,119
S01006254,700,549,151
S01006255,938,756,182
S01006256,669,567,102
S01006257,813,701,112
S01006258,739,606,133
S01006259,705,593,112
S01006260,748,588,160
S01006261,869,727,142
S01006262,688,558,130
S01006263,854,725,129
S01006264,958,758,200
S01006265,822,623,199
S01006266,680,524,156
S01006267,652,528,124
S01006268,723,564,159
S01006269,659,487,172
S01006270,937,778,159
S01006271,731,551,180
S01006272,786,660,126
S01006273,681,536,145
S01006274,605,497,108
S01006275,801,591,210
S01006276,846,682,164
S01006277,761,616,145
S01006278,751,619,132
S01006279,969,777,192
S01006280,650,503,147
S01006281,779,592,187
S01006282,727,601,126
S01006283,732,591,141
S01006284,820,661,159
S01006285,796,622,174
S01006286,927,734,193
S01006287,620,501,119
S01006288,792,617,175
S01006289,899,718,181
S01006290,928,694,234
S01006291,534,401,133
S01006292,890,709,181
S01006293,976,784,192
S01006294,650,527,123
S01006295,618,406,212
S01006296,969,679,290
S01006297,762,588,174
S01006298,877,704,173
S01006299,781,658,123
S01006300,806,625,181
S01006301,626,496,130
S01006302,933,711,222
S01006303,684,529,155
S01006304,716,499,217
S01006305,677,517,160
S01006306,746,512,234
S01006307,835,648,187
S01006308,655,478,177
S01006309,937,666,271
S01006310,786,592,194
S01006311,782,566,216
S01006312,664,513,151
S01006313,1020,801,219
S01006314,597,412,185
S01006315,882,616,266
S01006316,929,684,245
S01006317,873,634,239
S01006318,774,528,246
S01006319,881,666,215
S01006320,913,623,290
S01006321,698,414,284
S01006322,673,459,214
S01006323,904,601,303
S01006324,612,428,184
S01006325,671,557,114
S01006326,930,669,261
