dz_2001,total,religious,nonreligious
S01002525,699,529,170
S01002526,578,434,144
S01002527,781,546,235
S01002528,735,578,157
S01002529,902,585,317
S01002530,755,554,201
S01002531,730,462,268
S01002532,774,623,151
S01002533,864,517,347
S01002534,978,652,326
S01002535,500,397,103
S01002536,510,326,184
S01002537,604,425,179
S01002538,956,721,235
S01002539,811,599,212
S01002540,557,442,115
S01002541,989,700,289
S01002542,586,408,178
S01002543,602,418,184
S01002544,790,517,273
S01002545,635,524,111
S01002546,683,478,205
S01002547,655,426,229
S01002548,991,722,269
S01002549,570,466,104
S01002550,544,406,138
S01002551,595,415,180
S01002552,593,485,108
S01002553,819,596,223
S01002554,661,473,188
S01002555,726,573,153
S01002556,778,502,276
S01002557,839,591,248
S01002558,530,373,157
S01002559,687,518,169
S01002560,570,440,130
S01002561,685,418,267
S01002562,654,492,162
S01002563,1163,920,243
S01002564,620,461,159
S01002565,911,672,239
S01002566,779,594,185
S01002567,571,385,186
S01002568,732,559,173
S01002569,977,656,321
S01002570,619,465,154
S01002571,604,474,130
S01002572,579,385,194
S01002573,523,315,208
S01002574,781,431,350
S01002575,846,489,357
S01002576,741,512,229
S01002577,965,532,433
S01002578,779,546,233
S01002579,809,548,261
S01002580,799,464,335
S01002581,783,499,284
S01002582,720,486,234
S01002583,790,441,349
S01002584,780,510,270
S01002585,877,597,280
S01002586,556,362,194
S01002587,718,483,235
S01002588,787,548,239
S01002589,789,572,217
S01002590,757,559,198
S01002591,576,351,225
S01002592,815,557,258
S01002593,777,430,347
S01002594,680,402,278
S01002595,621,381,240
S01002596,752,503,249
S01002597,517,259,258
S01002598,916,532,384
S01002599,551,336,215
S01002600,882,574,308
S01002601,668,417,251
S01002602,528,333,195
S01002603,744,414,330
S01002604,993,686,307
S01002605,632,392,240
S01002606,601,347,254
S01002607,872,549,323
S01002608,600,395,205
S01002609,791,532,259
S01002610,928,572,356
S01002611,854,513,341
S01002612,762,534,228
S01002613,904,623,281
S01002614,943,610,333
S01002615,467,300,167
S01002616,633,441,192
S01002617,940,595,345
S01002618,793,490,303
S01002619,789,524,265
S01002620,826,530,296
S01002621,630,425,205
S01002622,903,578,325
S01002623,684,459,225
S01002624,723,468,255
S01002625,856,596,260
S01002626,759,420,339
S01002627,1064,755,309
S01002628,805,531,274
S01002629,821,566,255
S01002630,638,430,208
S01002631,741,516,225
S01002632,596,374,222
S01002633,1000,656,344
S01002634,781,576,205
S01002635,594,389,205
S01002636,562,406,156
S01002637,800,494,306
S01002638,790,450,340
S01002639,956,636,320
S01002640,765,520,245
S01002641,961,617,344
S01002642,573,399,174
S01002643,521,332,189
S01002644,761,548,213
S01002645,652,367,285
S01002646,659,390,269
S01002647,939,638,301
S01002648,760,472,288
S01002649,755,396,359
S01002650,673,500,173
S01002651,667,393,274
S01002652,733,472,261
S01002653,762,419,343
S01002654,725,475,250
S01002655,702,386,316
S01002656,676,389,287
S01002657,815,609,206
S01002658,1004,609,395
S01002659,929,650,279
S01002660,865,520,345
S01002661,822,567,255
S01002662,814,547,267
S01002663,709,440,269
S01002664,940,673,267
S01002665,787,595,192
S01002666,816,582,234
S01002667,647,402,245
S01002668,521,361,160
S01002669,886,579,307
S01002670,655,464,191
S01002671,963,561,402
S01002672,616,346,270
S01002673,532,314,218
S01002674,755,524,231
S01002675,931,678,253
S01002676,835,548,287
S01002677,991,570,421
S01002678,1010,680,330
S01002679,943,615,328
S01002680,940,562,378
S01002681,756,531,225
S01002682,588,361,227
S01002683,627,493,134
S01002684,725,495,230
S01002685,914,490,424
S01002686,863,564,299
S01002687,832,532,300
S01002688,718,498,220
S01002689,697,473,224
S01002690,565,402,163
S01002691,1096,727,369
S01002692,926,603,323
S01002693,450,274,176
S01002694,764,474,290
S01002695,624,444,180
S01002696,778,486,292
S01002697,916,585,331
S01002698,729,466,263
S01002699,531,324,207
S01002700,909,598,311
S01002701,916,586,330
S01002702,618,463,155
S01002703,848,549,299
S01002704,682,447,235
S01002705,679,422,257
S01002706,810,401,409
S01002707,909,522,387
S01002708,724,477,247
S01002709,615,355,260
S01002710,580,380,200
S01002711,894,503,391
S01002712,790,506,284
S01002713,797,558,239
S01002714,929,537,392
S01002715,922,536,386
S01002716,575,374,201
S01002717,766,531,235
S01002718,895,441,454
S01002719,788,444,344
S01002720,773,591,182
S01002721,804,472,332
S01002722,668,410,258
S01002723,637,403,234
S01002724,822,532,290
S01002725,912,565,347
S01002726,796,552,244
S01002727,978,633,345
S01002728,857,492,365
S01002729,941,640,301
S01002730,772,453,319
S01002731,790,522,268
S01002732,684,428,256
S01002733,627,443,184
S01002734,939,550,389
S01002735,933,642,291
S01002736,715,433,282
S01002737,743,470,273
S01002738,720,434,286
S01002739,805,574,231
S01002740,570,395,175
S01002741,865,534,331
S01002742,837,500,337
S01002743,580,346,234
S01002744,567,411,156
S01002745,609,349,260
S01002746,834,473,361
S01002747,595,385,210
S01002748,589,337,252
S01002749,779,396,383
S01002750,918,585,333
S01002751,970,544,426
S01002752,555,376,179
S01002753,662,459,203
S01002754,610,403,207
S01002755,792,429,363
S01002756,833,517,316
S01002757,580,371,209
S01002758,733,412,321
S01002759,750,427,323
S01002760,515,350,165
S01002761,764,469,295
S01002762,633,378,255
S01002763,917,470,447
S01002764,658,404,254
S01002765,751,457,294
S01002766,893,557,336
S01002767,950,569,381
S01002768,849,526,323
S01002769,787,459,328
S01002770,544,369,175
S01002771,778,414,364
S01002772,1077,744,333
S01002773,973,661,312
S01002774,787,410,377
S01002775,818,461,357
S01002776,698,371,327
S01002777,1000,647,353
S01002778,759,464,295
S01002779,637,356,281
S01002780,916,442,474
S01002781,947,635,312
S01002782,848,547,301
S01002783,792,485,307
S01002784,567,343,224
S01002785,709,378,331
S01002786,742,522,220
S01002787,773,472,301
S01002788,816,526,290
S01002789,774,549,225
S01002790,812,518,294
S01002791,676,371,305
S01002792,916,626,290
S01002793,801,497,304
S01002794,876,597,279
S01002795,673,467,206
S01002796,573,391,182
S01002797,840,548,292
S01002798,595,339,256
S01002799,622,415,207
S01002800,811,512,299
S01002801,986,560,426
S01002802,652,476,176
S01002803,836,559,277
S01002804,539,327,212
S01002805,856,564,292
S01002806,590,393,197
S01002807,720,477,243
S01002808,848,492,356
S01002809,683,490,193
S01002810,967,625,342
S01002811,959,641,318
S01002812,630,403,227
S01002813,728,502,226
S01002814,721,481,240
S01002815,786,500,286
S01002816,568,353,215
S01002817,575,364,211
S01002818,582,363,219
S01002819,828,504,324
S01002820,924,597,327
S01002821,975,592,383
S01002822,908,581,327
S01002823,825,452,373
S01002824,777,545,232
S01002825,975,575,400
S01002826,546,361,185
S01002827,670,368,302
S01002828,633,341,292
S01002829,812,542,270
S01002830,663,431,232
S01002831,800,538,262
S01002832,816,408,408
S01002833,1119,661,458
S01002834,911,550,361
S01002835,751,438,313
S01002836,581,338,243
S01002837,598,402,196
S01002838,568,352,216
S01002839,541,389,152
S01002840,683,475,208
S01002841,626,388,238
S01002842,628,355,273
S01002843,820,503,317
S01002844,605,399,206
S01002845,782,494,288
S01002846,905,577,328
S01002847,926,539,387
S01002848,853,482,371
S01002849,1051,578,473
S01002850,903,589,314
S01002851,499,364,135
S01002852,1000,529,471
S01002853,443,257,186
S01002854,839,527,312
S01002855,629,340,289
S01002856,776,463,313
S01002857,505,358,147
S01002858,480,306,174
S01002859,851,526,325
S01002860,919,513,406
S01002861,965,568,397
S01002862,640,397,243
S01002863,793,471,322
S01002864,612,383,229
S01002865,919,563,356
S01002866,1083,586,497
S01002867,578,351,227
S01002868,754,445,309
S01002869,545,328,217
S01002870,925,591,334
S01002871,606,412,194
S01002872,627,408,219
S01002873,784,446,338
S01002874,909,478,431
S01002875,678,344,334
S01002876,697,402,295
S01002877,782,410,372
S01002878,567,352,215
S01002879,861,541,320
S01002880,513,340,173
S01002881,878,576,302
S01002882,748,466,282
S01002883,1133,711,422
S01002884,804,517,287
S01002885,792,525,267
S01002886,678,404,274
S01002887,635,370,265
S01002888,603,474,129
S01002889,847,464,383
S01002890,752,426,326
S01002891,792,452,340
S01002892,664,405,259
S01002893,729,438,291
S01002894,782,567,215
S01002895,659,423,236
S01002896,719,485,234
S01002897,521,339,182
S01002898,993,671,322
S01002899,506,350,156
S01002900,744,411,333
S01002901,835,553,282
S01002902,785,584,201
S01002903,869,538,331
S01002904,651,419,232
S01002905,745,461,284
S01002906,845,540,305
S01002907,610,372,238
S01002908,787,632,155
S01002909,727,544,183
S01002910,780,471,309
S01002911,915,643,272
S01002912,980,689,291
S01002913,805,541,264
S01002914,718,386,332
S01002915,1019,569,450
S01002916,779,547,232
S01002917,671,499,172
S01002918,736,545,191
S01002919,945,465,480
S01002920,639,481,158
S01002921,679,469,210
S01002922,560,354,206
S01002923,705,467,238
S01002924,699,491,208
S01002925,1034,649,385
S01002926,819,463,356
S01002927,790,443,347
S01002928,561,426,135
S01002929,801,508,293
S01002930,663,423,240
S01002931,793,528,265
S01002932,771,486,285
S01002933,865,622,243
S01002934,953,532,421
S01002935,828,532,296
S01002936,713,478,235
S01002937,642,441,201
S01002938,805,578,227
S01002939,546,355,191
S01002940,526,405,121
S01002941,968,683,285
S01002942,538,381,157
S01002943,530,368,162
S01002944,952,708,244
S01002945,588,418,170
S01002946,641,427,214
S01002947,492,327,165
S01002948,875,618,257
S01002949,507,341,166
S01002950,747,513,234
S01002951,898,670,228
S01002952,620,424,196
S01002953,904,663,241
S01002954,869,599,270
S01002955,988,724,264
S01002956,767,489,278
S01002957,960,650,310
S01002958,562,382,180
S01002959,978,669,309
S01002960,697,511,186
S01002961,774,532,242
S01002962,628,397,231
S01002963,778,563,215
S01002964,819,579,240
S01002965,816,562,254
S01002966,838,567,271
S01002967,832,563,269
S01002968,712,530,182
S01002969,941,730,211
S01002970,522,406,116
S01002971,1082,774,308
S01002972,905,607,298
S01002973,895,662,233
S01002974,560,369,191
S01002975,550,357,193
S01002976,939,651,288
S01002977,711,480,231
S01002978,1071,847,224
S01002979,710,556,154
S01002980,790,594,196
S01002981,827,586,241
S01002982,680,494,186
S01002983,777,598,179
S01002984,743,571,172
S01002985,564,447,117
S01002986,756,584,172
S01002987,638,456,182
S01002988,698,498,200
S01002989,975,661,314
S01002990,580,405,175
S01002991,802,622,180
S01002992,694,477,217
S01002993,820,622,198
S01002994,1117,757,360
S01002995,745,479,266
S01002996,1028,695,333
S01002997,667,471,196
S01002998,788,526,262
S01002999,906,630,276
S01003000,900,658,242
S01003001,604,439,165
S01003002,764,567,197
S01003003,555,371,184
S01003004,524,384,140
S01003005,561,353,208
S01003006,737,561,176
S01003007,781,591,190
S01003008,963,733,230
S01003009,534,408,126
S01003010,601,424,177
S01003011,470,338,132
S01003012,989,723,266
S01003013,582,352,230
S01003014,683,456,227
S01003015,772,517,255
S01003016,470,288,182
S01003017,646,420,226
S01003018,782,523,259
S01003019,799,515,284
S01003020,662,456,206
S01003021,691,456,235
S01003022,980,668,312
S01003023,792,561,231
S01003024,629,425,204
S01003025,751,584,167
S01003026,627,532,95
S01003027,1148,861,287
S01003028,768,629,139
S01003029,770,612,158
S01003030,850,704,146
S01003032,454,380,74
S01003033,514,405,109
S01003034,902,691,211
S01003035,766,613,153
S01003036,773,625,148
S01003037,799,609,190
S01003038,896,699,197
S01003039,883,692,191
S01003040,850,713,137
S01003041,729,569,160
S01003042,652,525,127
S01003043,577,446,131
S01003044,936,750,186
S01003045,843,635,208
S01003046,754,596,158
S01003047,1008,802,206
S01003048,489,396,93
S01003049,584,493,91
S01003050,798,640,158
S01003051,938,706,232
S01003052,759,658,101
S01003053,929,700,229
S01003054,896,711,185
S01003055,865,687,178
S01003056,890,636,254
S01003057,709,557,152
S01003058,766,572,194
S01003059,838,666,172
S01003060,692,571,121
S01003061,849,718,131
S01003062,961,734,227
S01003063,799,618,181
S01003064,926,751,175
S01003065,919,677,242
S01003066,943,753,190
S01003067,661,609,52
S01003068,859,654,205
S01003069,606,474,132
S01003070,790,643,147
S01003071,649,542,107
S01003072,993,738,255
S01003073,763,598,165
S01003074,788,674,114
S01003075,735,559,176
S01003076,912,668,244
S01003077,1016,803,213
S01003078,722,583,139
S01003079,914,664,250
S01003080,859,637,222
S01003081,936,744,192
S01003082,742,596,146
S01003083,1072,807,265
S01003084,873,730,143
S01003085,1010,827,183
S01003086,715,566,149
S01003087,679,548,131
S01003088,1000,808,192
S01003089,620,478,142
S01003090,768,640,128
S01003091,634,509,125
S01003092,808,643,165
S01003093,1018,782,236
S01003094,1013,823,190
S01003095,837,711,126
S01003096,714,645,69
S01003097,253,208,45
S01003098,1037,749,288
S01003099,590,498,92
S01003100,860,670,190
S01003101,607,509,98
S01003102,799,640,159
S01003103,789,706,83
S01003104,999,787,212
S01003105,798,653,145
S01003106,737,528,209
S01003107,843,686,157
S01003108,735,543,192
S01003109,991,671,320
S01003110,827,596,231
S01003111,928,788,140
S01003112,952,759,193
S01003113,756,608,148
S01003114,947,825,122
S01003115,546,410,136
S01003116,872,615,257
S01003117,788,544,244
S01003118,493,403,90
S01003119,722,529,193
S01003120,1073,869,204
S01003121,964,776,188
S01003122,777,672,105
S01003123,846,679,167
S01003124,819,512,307
S01003125,796,505,291
S01003126,153,126,27
S01003127,850,709,141
S01003128,720,510,210
S01003129,1080,774,306
S01003130,786,589,197
S01003131,846,530,316
S01003132,594,446,148
S01003133,1206,801,405
S01003134,754,645,109
S01003135,759,640,119
S01003136,809,539,270
S01003137,668,445,223
S01003138,1017,786,231
S01003139,979,668,311
S01003140,945,697,248
S01003141,725,452,273
S01003142,727,604,123
S01003143,877,618,259
S01003144,910,762,148
S01003145,741,637,104
S01003146,672,413,259
S01003147,923,766,157
S01003148,775,660,115
S01003149,907,642,265
S01003150,781,662,119
S01003151,790,655,135
S01003152,917,749,168
S01003153,796,570,226
S01003154,891,627,264
S01003155,1081,859,222
S01003156,838,598,240
S01003157,982,745,237
S01003158,541,421,120
S01003159,242,202,40
S01003160,716,537,179
S01003161,609,490,119
S01003162,688,599,89
S01003163,655,441,214
S01003164,951,665,286
S01003165,985,803,182
S01003166,660,419,241
S01003167,800,648,152
S01003168,842,573,269
S01003169,1025,820,205
S01003170,935,819,116
S01003171,635,537,98
S01003172,718,535,183
S01003173,485,322,163
S01003174,803,605,198
S01003175,797,649,148
S01003176,770,483,287
S01003177,1060,741,319
S01003178,695,533,162
S01003179,716,593,123
S01003180,752,632,120
S01003181,927,783,144
S01003182,696,514,182
S01003183,701,492,209
S01003184,875,650,225
S01003185,530,453,77
S01003186,908,709,199
S01003187,904,576,328
S01003188,828,607,221
S01003189,841,610,231
S01003190,758,589,169
S01003191,529,386,143
S01003192,737,471,266
S01003193,611,518,93
S01003194,795,684,111
S01003195,818,680,138
S01003196,947,742,205
S01003197,668,551,117
S01003198,932,747,185
S01003199,876,757,119
S01003200,696,521,175
S01003201,231,185,46
S01003202,298,259,39
S01003203,862,702,160
S01003204,1021,761,260
S01003205,719,568,151
S01003206,745,584,161
S01003207,814,661,153
S01003208,900,747,153
S01003209,596,488,108
S01003210,903,672,231
S01003211,920,760,160
S01003212,779,633,146
S01003213,592,490,102
S01003214,799,691,108
S01003215,1011,766,245
S01003216,744,590,154
S01003217,691,575,116
S01003218,744,582,162
S01003219,760,656,104
S01003220,798,652,146
S01003221,876,648,228
S01003222,775,639,136
S01003223,980,770,210
S01003224,749,647,102
S01003225,794,706,88
S01003226,792,650,142
S01003227,925,717,208
S01003228,916,772,144
S01003229,1061,837,224
S01003230,826,690,136
S01003231,984,824,160
S01003232,779,604,175
S01003233,1017,875,142
S01003234,843,599,244
S01003235,798,687,111
S01003236,832,707,125
S01003237,1025,883,142
S01003238,749,582,167
S01003239,999,803,196
S01003240,775,579,196
S01003241,828,720,108
S01003242,1036,840,196
S01003243,884,704,180
S01003244,999,842,157
S01003245,849,721,128
S01003246,1007,848,159
S01003247,757,625,132
S01003248,809,673,136
S01003249,707,558,149
S01003250,582,502,80
S01003251,834,727,107
S01003252,697,584,113
S01003253,822,718,104
S01003254,613,517,96
S01003255,885,749,136
S01003256,924,701,223
S01003257,822,732,90
S01003258,919,791,128
S01003259,1111,933,178
S01003260,781,652,129
S01003261,925,805,120
S01003262,778,567,211
S01003263,753,648,105
S01003264,584,486,98
S01003265,726,580,146
S01003266,749,670,79
S01003267,970,803,167
S01003268,793,613,180
S01003269,910,743,167
S01003270,792,605,187
S01003271,819,602,217
S01003272,931,755,176
S01003273,694,584,110
S01003274,538,484,54
S01003275,967,818,149
S01003276,784,658,126
S01003277,678,548,130
S01003278,854,693,161
S01003279,459,384,75
S01003280,926,717,209
S01003281,554,456,98
S01003282,862,725,137
S01003283,776,633,143
S01003284,908,728,180
S01003285,367,269,98
S01003286,1048,850,198
S01003287,603,487,116
S01003288,778,642,136
S01003289,302,268,34
S01003290,767,631,136
S01003291,756,630,126
S01003292,784,627,157
S01003293,942,783,159
S01003294,790,619,171
S01003295,1061,874,187
S01003296,617,491,126
S01003297,537,425,112
S01003298,1015,816,199
S01003299,420,335,85
S01003300,839,688,151
S01003301,781,647,134
S01003302,585,441,144
S01003303,883,573,310
S01003304,781,628,153
S01003305,750,575,175
S01003306,943,766,177
S01003307,1075,881,194
S01003308,900,725,175
S01003309,791,654,137
S01003310,796,631,165
S01003311,794,654,140
S01003312,649,523,126
S01003313,944,742,202
S01003314,598,496,102
S01003315,615,449,166
S01003316,736,523,213
S01003317,718,577,141
S01003318,843,709,134
S01003320,646,452,194
S01003321,790,624,166
S01003322,799,544,255
S01003323,668,535,133
S01003324,561,416,145
S01003325,852,652,200
S01003326,799,638,161
S01003327,692,526,166
S01003328,586,368,218
S01003329,832,660,172
S01003330,986,740,246
S01003331,636,572,64
S01003332,439,351,88
S01003333,940,783,157
S01003334,865,708,157
S01003335,543,351,192
S01003336,905,783,122
S01003337,949,813,136
S01003338,900,724,176
S01003339,827,634,193
S01003340,1072,876,196
S01003341,795,618,177
S01003342,677,578,99
S01003343,611,489,122
S01003344,596,475,121
S01003345,1019,802,217
S01003346,902,784,118
S01003347,822,705,117
S01003348,759,543,216
S01003349,881,685,196
S01003350,731,565,166
S01003351,1079,819,260
S01003352,831,710,121
S01003353,635,500,135
S01003354,832,724,108
S01003355,879,738,141
S01003356,919,743,176
S01003357,424,343,81
S01003358,859,594,265
S01003359,977,762,215
S01003360,807,651,156
S01003361,759,660,99
S01003362,813,661,152
S01003363,793,659,134
S01003364,664,502,162
S01003365,755,585,170
S01003366,548,340,208
S01003367,1058,860,198
S01003368,973,693,280
S01003369,734,652,82
S01003370,776,518,258
S01003371,754,505,249
S01003372,741,597,144
S01003373,667,441,226
S01003374,529,442,87
S01003375,756,624,132
S01003376,530,453,77
S01003377,789,680,109
S01003378,823,665,158
S01003379,650,513,137
S01003380,786,564,222
S01003381,705,583,122
S01003382,704,532,172
S01003383,954,814,140
S01003384,1025,863,162
S01003385,851,593,258
S01003386,689,594,95
S01003387,794,568,226
S01003388,1011,809,202
S01003389,980,736,244
S01003390,956,777,179
S01003391,818,648,170
S01003392,793,607,186
S01003393,1036,913,123
S01003394,725,585,140
S01003395,744,519,225
S01003396,815,570,245
S01003397,878,671,207
S01003398,884,691,193
S01003399,1573,1125,448
S01003400,688,602,86
S01003401,792,653,139
S01003402,695,518,177
S01003403,755,548,207
S01003404,482,421,61
S01003405,838,695,143
S01003406,721,547,174
S01003407,734,620,114
S01003408,662,493,169
S01003409,835,644,191
S01003410,770,476,294
S01003411,777,608,169
S01003412,915,667,248
S01003413,806,651,155
S01003414,547,444,103
S01003415,1334,1038,296
S01003416,882,727,155
S01003417,803,611,192
S01003418,948,764,184
S01003419,970,819,151
S01003420,519,381,138
S01003421,559,491,68
S01003422,794,658,136
S01003423,552,356,196
S01003424,994,755,239
S01003425,931,615,316
S01003426,1001,746,255
S01003427,943,822,121
S01003428,666,539,127
S01003429,947,623,324
S01003430,759,488,271
S01003431,660,565,95
S01003432,936,544,392
S01003433,981,604,377
S01003434,910,762,148
S01003435,672,529,143
S01003436,583,449,134
S01003437,610,366,244
S01003438,902,561,341
S01003439,897,728,169
S01003440,500,424,76
S01003441,1025,767,258
S01003442,731,620,111
S01003443,959,792,167
S01003444,654,553,101
S01003445,870,747,123
S01003446,530,332,198
S01003447,1785,1446,339
S01003448,743,640,103
S01003449,883,530,353
S01003450,787,515,272
S01003451,763,559,204
S01003452,1077,892,185
S01003453,737,481,256
S01003454,723,522,201
S01003455,591,481,110
S01003456,387,299,88
S01003457,945,798,147
S01003458,904,782,122
S01003459,915,749,166
S01003460,897,577,320
S01003461,791,688,103
S01003462,611,470,141
S01003463,799,602,197
S01003464,924,588,336
S01003465,790,498,292
S01003466,750,534,216
S01003467,757,639,118
S01003468,732,474,258
S01003469,863,581,282
S01003470,811,495,316
S01003471,720,611,109
S01003472,811,636,175
S01003473,931,706,225
S01003474,746,450,296
S01003475,764,570,194
S01003476,819,668,151
S01003477,972,561,411
S01003478,763,465,298
S01003479,791,533,258
S01003480,611,487,124
S01003481,1001,641,360
S01003482,657,537,120
S01003483,634,521,113
S01003484,906,500,406
S01003485,990,573,417
S01003486,833,710,123
S01003487,998,623,375
S01003488,691,620,71
S01003489,983,859,124
S01003490,640,474,166
S01003491,126,96,30
S01003492,838,617,221
S01003493,728,541,187
S01003494,776,553,223
S01003495,723,594,129
S01003496,859,562,297
S01003497,966,551,415
S01003498,997,719,278
S01003499,991,641,350
S01003500,645,476,169
S01003501,633,316,317
S01003502,669,512,157
S01003503,670,395,275
S01003504,725,417,308
S01003506,979,569,410
S01003507,528,333,195
S01003508,810,587,223
S01003509,849,500,349
S01003510,365,281,84
S01003511,979,546,433
S01003512,642,547,95
S01003513,717,399,318
S01003514,799,453,346
S01003515,750,679,71
S01003516,707,590,117
S01003517,681,454,227
S01003518,979,708,271
S01003519,542,404,138
S01003520,673,404,269
S01003521,524,332,192
S01003522,756,390,366
S01003523,577,480,97
S01003524,1055,675,380
S01003525,974,623,351
S01003526,925,509,416
S01003527,910,665,245
S01003528,604,485,119
S01003529,543,419,124
S01003530,791,433,358
S01003531,795,587,208
S01003532,1057,749,308
S01003533,353,287,66
S01003534,943,715,228
S01003535,709,490,219
S01003536,1031,629,402
S01003537,796,583,213
S01003538,670,595,75
S01003539,975,638,337
S01003540,490,403,87
S01003541,734,618,116
S01003542,838,493,345
S01003543,615,519,96
S01003544,553,286,267
S01003545,980,565,415
S01003546,828,637,191
S01003547,790,483,307
S01003549,770,628,142
S01003550,713,531,182
S01003551,745,602,143
S01003552,882,536,346
S01003553,691,589,102
S01003554,776,422,354
S01003555,818,434,384
S01003556,723,449,274
S01003557,785,633,152
S01003558,949,581,368
S01003559,897,581,316
S01003560,1029,729,300
S01003561,1003,741,262
S01003562,697,514,183
S01003563,608,548,60
S01003564,708,604,104
S01003565,856,678,178
S01003566,750,407,343
S01003567,924,752,172
S01003568,734,480,254
S01003569,725,559,166
S01003570,772,497,275
S01003571,897,674,223
S01003572,925,745,180
S01003573,919,769,150
S01003574,886,535,351
S01003575,887,686,201
S01003576,846,597,249
S01003577,742,639,103
S01003578,279,228,51
S01003579,632,507,125
S01003580,881,635,246
S01003581,1783,1196,587
S01003582,584,494,90
S01003583,527,452,75
S01003584,767,613,154
S01003585,557,409,148
S01003586,921,745,176
S01003587,1060,683,377
S01003588,721,573,148
S01003589,1250,857,393
S01003590,688,520,168
S01003591,1149,829,320
S01003592,841,641,200
S01003593,694,564,130
S01003594,1013,695,318
S01003595,769,643,126
S01003596,775,610,165
S01003597,638,498,140
S01003598,725,658,67
S01003599,606,518,88
S01003600,840,727,113
S01003601,844,608,236
S01003602,728,611,117
S01003603,835,619,216
S01003604,787,550,237
S01003605,668,494,174
S01003606,879,753,126
S01003607,557,448,109
S01003608,540,419,121
S01003609,1049,673,376
S01003610,748,540,208
S01003611,756,626,130
S01003612,911,687,224
S01003613,848,673,175
S01003614,568,419,149
S01003615,542,424,118
S01003616,701,481,220
S01003617,953,734,219
S01003618,770,596,174
S01003619,886,695,191
S01003620,960,686,274
S01003621,969,820,149
S01003622,783,643,140
S01003623,947,673,274
S01003624,1072,898,174
S01003625,398,305,93
S01003626,889,755,134
S01003627,588,477,111
S01003628,742,621,121
S01003629,808,697,111
S01003630,754,601,153
S01003631,748,581,167
S01003632,785,525,260
S01003633,921,693,228
S01003634,1117,973,144
S01003635,572,392,180
S01003636,995,860,135
S01003637,745,563,182
S01003638,763,549,214
S01003639,794,640,154
S01003640,961,805,156
S01003641,752,554,198
S01003642,832,663,169
S01003643,608,450,158
S01003644,880,707,173
S01003645,572,470,102
S01003646,756,563,193
S01003647,712,555,157
S01003648,804,552,252
S01003649,1072,789,283
S01003650,719,593,126
S01003651,754,613,141
S01003652,633,508,125
S01003653,786,643,143
S01003654,1106,936,170
S01003655,844,705,139
S01003656,575,476,99
S01003657,891,774,117
S01003658,895,746,149
S01003659,822,586,236
S01003660,874,654,220
S01003661,839,585,254
S01003662,610,489,121
S01003663,582,439,143
S01003664,548,468,80
S01003665,657,502,155
S01003666,743,630,113
S01003667,915,757,158
S01003668,789,650,139
S01003669,569,479,90
S01003670,889,739,150
S01003671,699,572,127
S01003672,884,746,138
S01003673,311,234,77
S01003674,843,677,166
S01003675,696,469,227
S01003676,426,352,74
S01003677,774,664,110
S01003678,699,571,128
S01003679,1064,804,260
S01003680,840,676,164
S01003681,590,446,144
S01003682,1103,779,324
S01003683,610,475,135
S01003684,749,603,146
S01003685,548,456,92
S01003686,1028,822,206
S01003687,702,562,140
S01003688,950,782,168
S01003689,623,506,117
S01003690,961,774,187
S01003691,1094,894,200
S01003692,1023,791,232
S01003693,619,521,98
S01003694,893,730,163
S01003695,958,739,219
S01003696,1095,867,228
S01003697,988,803,185
S01003698,942,799,143
S01003699,1044,858,186
S01003700,1049,879,170
S01003701,962,779,183
S01003702,838,602,236
S01003703,996,774,222
S01003704,713,578,135
S01003705,875,653,222
S01003706,779,562,217
S01003707,778,572,206
S01003708,658,460,198
S01003709,899,681,218
S01003710,894,721,173
S01003711,843,614,229
S01003712,756,572,184
S01003713,550,456,94
S01003714,797,608,189
S01003715,861,646,215
S01003716,589,429,160
S01003717,827,644,183
S01003718,568,441,127
S01003719,564,448,116
S01003720,931,654,277
S01003721,749,536,213
S01003722,897,645,252
S01003723,548,407,141
S01003724,786,624,162
S01003725,613,451,162
S01003726,684,511,173
S01003727,750,551,199
S01003728,500,358,142
S01003729,653,507,146
S01003730,646,442,204
S01003731,573,422,151
S01003732,820,698,122
S01003733,826,655,171
S01003734,713,569,144
S01003735,741,613,128
S01003736,832,678,154
S01003737,633,497,136
S01003738,660,515,145
S01003739,528,383,145
S01003740,577,428,149
S01003741,851,649,202
S01003742,527,409,118
S01003743,580,446,134
S01003744,586,464,122
S01003745,720,612,108
S01003746,796,634,162
S01003747,982,746,236
S01003748,591,436,155
S01003749,819,617,202
S01003750,557,368,189
S01003751,951,595,356
S01003752,795,612,183
S01003753,913,709,204
S01003754,891,570,321
S01003755,724,496,228
S01003756,728,527,201
S01003757,592,447,145
S01003758,749,552,197
S01003759,615,408,207
S01003760,758,480,278
S01003761,817,602,215
S01003762,742,516,226
S01003763,917,668,249
S01003764,859,613,246
S01003765,739,545,194
S01003766,611,435,176
S01003767,696,557,139
S01003768,576,432,144
S01003769,671,472,199
S01003770,631,450,181
S01003771,678,481,197
S01003772,574,428,146
S01003773,710,532,178
S01003774,650,460,190
S01003775,768,537,231
S01003776,578,389,189
S01003777,927,681,246
S01003778,512,347,165
S01003779,491,356,135
S01003780,979,725,254
S01003781,648,452,196
S01003782,560,372,188
S01003783,1033,692,341
S01003784,580,402,178
S01003785,830,624,206
S01003786,928,669,259
S01003787,613,492,121
S01003788,724,556,168
S01003789,522,391,131
S01003790,618,431,187
S01003791,633,444,189
