"output_area","All people aged 16 to 74","Economically active","Economically active: Employee: Part-time","Economically active: Employee: Full-time","Economically active: Self-employed with employees: Part-time","Economically active: Self-employed with employees: Full-time","Economically active: Self-employed without employees: Part-time","Economically active: Self-employed without employees: Full-time","Economically active: Unemployed","Economically active: Full-time student","Economically inactive","Economically inactive: Retired","Economically inactive: Student","Economically inactive: Looking after home or family","Economically inactive: Long-term sick or disabled","Economically inactive: Other"
"S00118177",88,60,18,37,0,1,0,2,1,1,28,16,3,4,5,0
"S00118178",94,67,14,43,0,1,2,3,4,0,27,17,5,3,1,1
"S00118179",71,50,16,26,1,0,0,2,5,0,21,15,2,1,2,1
"S00118180",112,85,25,49,0,1,0,3,5,2,27,11,4,3,8,1
"S00118181",100,82,18,44,0,1,0,4,10,5,18,6,4,2,6,0
"S00118182",96,75,22,43,0,1,0,4,4,1,21,12,4,1,4,0
"S00118183",76,49,11,32,0,1,0,2,3,0,27,16,4,3,2,2
"S00118184",61,42,16,22,0,0,2,2,0,0,19,7,4,3,4,1
"S00118185",83,65,22,36,1,0,1,3,0,2,18,13,2,1,2,0
"S00118186",101,85,21,54,0,2,1,5,1,1,16,7,2,3,3,1
"S00118187",87,57,17,33,0,2,1,0,3,1,30,9,4,6,5,6
"S00118188",73,52,15,28,0,1,0,2,4,2,21,11,2,2,6,0
"S00118189",119,87,25,45,0,1,1,2,8,5,32,15,5,5,6,1
"S00118190",71,55,21,27,1,2,0,2,1,1,16,6,2,5,2,1
"S00118191",119,77,18,50,0,0,2,1,4,2,42,26,2,10,4,0
"S00118192",55,37,6,23,0,0,1,5,2,0,18,7,2,5,3,1
"S00118193",83,72,17,41,0,1,2,4,4,3,11,4,1,3,3,0
"S00118194",91,64,16,38,0,0,1,4,4,1,27,16,2,5,3,1
"S00118195",101,71,23,34,1,3,5,1,1,3,30,20,1,5,3,1
"S00118196",56,36,17,15,0,2,2,0,0,0,20,14,3,2,1,0
"S00118197",32,16,5,10,0,0,0,0,1,0,16,13,0,0,3,0
"S00118198",94,73,15,42,0,7,2,4,3,0,21,14,3,2,2,0
"S00118199",113,85,19,41,0,1,2,12,8,2,28,12,4,6,3,3
"S00118200",51,34,3,16,0,3,1,6,4,1,17,14,1,1,0,1
"S00118201",75,59,5,33,1,6,3,7,4,0,16,7,2,4,2,1
"S00118202",96,74,15,36,0,4,4,8,6,1,22,16,3,2,1,0
"S00118203",102,83,18,40,0,11,0,3,7,4,19,7,3,4,4,1
"S00118204",82,67,14,39,0,5,0,1,6,2,15,8,5,2,0,0
"S00118205",69,53,13,28,0,4,0,4,3,1,16,8,3,0,2,3
"S00118206",25,15,2,8,0,0,2,3,0,0,10,8,0,0,2,0
"S00118207",63,47,11,23,0,3,1,6,3,0,16,10,1,4,0,1
"S00118208",116,92,20,55,0,2,2,6,7,0,24,13,2,4,3,2
"S00118209",101,74,20,34,1,4,1,6,5,3,27,16,4,1,3,3
"S00118210",125,90,20,38,1,8,7,15,1,0,35,30,1,1,3,0
"S00118211",63,30,7,9,1,3,2,6,2,0,33,22,4,5,1,1
"S00118212",90,63,12,38,1,1,2,6,0,3,27,20,2,2,3,0
"S00118213",118,84,15,36,1,7,6,9,8,2,34,17,5,6,1,5
"S00118214",100,64,15,34,1,1,2,3,5,3,36,17,4,7,7,1
"S00118215",94,65,13,38,0,4,2,4,4,0,29,19,5,4,0,1
"S00118216",94,65,12,30,0,7,4,9,3,0,29,21,4,2,2,0
"S00118217",79,63,20,32,0,2,1,4,2,2,16,6,3,4,2,1
"S00118218",58,49,17,29,0,0,0,2,0,1,9,6,1,1,1,0
"S00118219",85,66,12,44,0,2,0,8,0,0,19,12,2,1,2,2
"S00118220",121,74,17,39,0,0,1,7,5,5,47,31,5,6,4,1
"S00118221",84,68,15,38,1,2,1,8,3,0,16,8,2,6,0,0
"S00118222",63,38,8,18,0,1,4,3,2,2,25,15,1,4,2,3
"S00118223",50,38,8,21,0,0,1,3,5,0,12,7,0,5,0,0
"S00118224",113,85,20,53,0,0,3,6,2,1,28,17,1,2,7,1
"S00118225",85,48,8,23,0,4,0,8,4,1,37,28,1,2,4,2
"S00118226",77,65,12,35,0,2,1,5,8,2,12,7,1,1,2,1
"S00118227",72,55,15,31,0,0,2,4,1,2,17,10,3,2,2,0
"S00118228",56,30,7,18,0,1,0,0,2,2,26,16,1,3,3,3
"S00118229",65,43,12,24,0,0,3,4,0,0,22,14,1,5,2,0
"S00118230",70,51,9,30,0,1,3,4,2,2,19,15,0,3,1,0
"S00118231",87,71,14,45,0,2,0,6,1,3,16,13,0,1,1,1
"S00118232",83,70,12,35,0,3,5,10,2,3,13,7,1,2,2,1
"S00118233",75,58,12,35,0,0,2,3,5,1,17,8,1,0,6,2
"S00118234",128,108,16,71,0,5,0,6,6,4,20,11,0,1,5,3
"S00118235",58,30,8,14,0,0,1,4,2,1,28,22,0,0,4,2
"S00118236",74,56,23,23,0,0,2,6,1,1,18,12,2,1,3,0
"S00118237",104,67,5,40,0,0,10,4,3,5,37,26,3,3,5,0
"S00118238",89,65,9,42,0,2,3,7,2,0,24,10,4,7,3,0
"S00118239",54,38,9,22,0,0,0,4,2,1,16,6,2,3,5,0
"S00118240",84,58,10,26,0,4,0,4,12,2,26,11,2,5,5,3
"S00118241",94,80,15,39,1,1,2,8,14,0,14,6,3,3,1,1
"S00118242",82,65,19,36,0,0,1,5,2,2,17,5,3,2,5,2
"S00118243",96,58,9,30,0,6,1,9,2,1,38,22,4,5,6,1
"S00118244",126,87,23,38,2,8,4,5,6,1,39,34,0,4,1,0
"S00118245",80,64,17,34,0,1,2,8,2,0,16,9,3,3,1,0
"S00118246",81,60,11,27,1,0,0,7,12,2,21,6,7,4,2,2
"S00118247",51,27,7,14,0,0,1,2,2,1,24,21,0,2,1,0
"S00118248",88,68,17,42,0,1,2,2,4,0,20,14,2,3,1,0
"S00118249",97,70,13,35,1,2,7,4,5,3,27,19,2,3,1,2
"S00118250",43,26,5,11,0,2,0,7,1,0,17,9,0,2,2,4
"S00118251",74,54,7,38,0,3,1,2,3,0,20,15,1,1,1,2
"S00118252",86,65,14,32,0,6,4,6,3,0,21,9,5,3,4,0
"S00118253",52,43,4,26,1,7,1,2,2,0,9,8,0,0,1,0
"S00118254",59,39,7,22,0,1,0,5,2,2,20,12,2,1,2,3
"S00118255",65,37,9,19,0,0,1,7,1,0,28,16,6,2,3,1
"S00118256",88,71,15,42,0,2,3,4,5,0,17,11,1,5,0,0
"S00118257",41,28,6,16,0,4,0,1,1,0,13,11,0,1,1,0
"S00118258",84,62,11,37,3,0,2,2,7,0,22,16,3,0,0,3
"S00118259",61,47,7,31,2,1,0,3,2,1,14,6,3,2,2,1
"S00118260",118,91,17,45,1,4,6,11,4,3,27,10,6,4,5,2
"S00118261",90,83,9,63,0,0,0,6,3,2,7,0,4,1,1,1
"S00118262",104,84,9,54,0,2,0,5,13,1,20,0,5,0,11,4
"S00118263",102,83,19,54,0,1,3,1,2,3,19,3,1,8,2,5
"S00118264",82,56,6,40,0,1,1,3,3,2,26,10,1,1,13,1
"S00118265",74,63,12,43,0,1,1,2,2,2,11,4,1,1,1,4
"S00118266",78,71,17,44,0,0,0,0,7,3,7,4,1,2,0,0
"S00118267",96,65,10,43,1,2,1,1,3,4,31,11,6,6,2,6
"S00118268",120,94,27,50,0,0,1,7,6,3,26,16,5,4,0,1
"S00118269",57,52,6,34,0,3,1,4,4,0,5,2,0,0,3,0
"S00118270",94,78,26,44,0,0,0,5,1,2,16,10,2,0,3,1
"S00118271",124,79,19,51,0,3,0,1,4,1,45,27,2,7,6,3
"S00118272",78,66,10,43,2,1,2,3,3,2,12,6,3,2,1,0
"S00118273",33,13,6,4,0,0,1,2,0,0,20,15,0,1,3,1
"S00118274",93,62,16,37,1,1,1,3,0,3,31,20,4,3,4,0
"S00118275",68,50,11,31,0,0,0,5,1,2,18,13,2,2,1,0
"S00118276",73,48,10,26,0,2,1,6,1,2,25,16,4,4,1,0
"S00118277",64,50,3,43,0,0,1,0,2,1,14,4,4,2,3,1
"S00118278",56,32,7,18,0,0,1,2,2,2,24,15,0,1,6,2
"S00118279",70,51,12,22,0,5,7,4,0,1,19,15,2,1,1,0
"S00118280",123,84,22,38,1,2,4,12,0,5,39,23,8,8,0,0
"S00118281",116,70,19,37,0,1,2,7,2,2,46,38,0,5,3,0
"S00118282",74,58,6,44,0,1,1,4,0,2,16,7,2,2,4,1
"S00118283",73,44,12,21,0,0,1,5,3,2,29,16,0,4,9,0
"S00118284",45,27,8,13,0,2,0,1,3,0,18,16,0,1,0,1
"S00118285",68,42,11,20,0,2,2,3,2,2,26,18,3,5,0,0
"S00118286",121,78,21,37,2,4,6,4,2,2,43,25,5,3,4,6
"S00118287",83,67,10,39,0,3,2,8,4,1,16,12,1,0,0,3
"S00118288",70,49,7,23,0,4,3,6,2,4,21,18,2,0,1,0
"S00118289",115,86,21,40,0,2,2,9,8,4,29,16,4,4,2,3
"S00118290",67,62,7,41,0,2,1,7,3,1,5,3,1,0,0,1
"S00118291",177,89,14,54,0,0,2,4,13,2,88,9,4,4,7,64
"S00118292",65,48,11,33,0,1,0,2,0,1,17,11,2,0,1,3
"S00118293",70,61,12,38,0,3,0,3,1,4,9,7,1,0,1,0
"S00118294",52,36,9,19,0,1,2,3,1,1,16,8,1,4,3,0
"S00118295",86,68,20,34,0,4,1,4,3,2,18,10,5,1,1,1
"S00118296",40,33,6,19,1,1,1,2,1,2,7,7,0,0,0,0
"S00118297",101,69,15,35,1,8,2,3,2,3,32,20,4,5,0,3
"S00118298",96,87,16,59,1,0,1,5,1,4,9,1,5,2,1,0
"S00118299",48,42,4,34,0,0,0,1,2,1,6,1,2,2,1,0
"S00118300",74,58,8,39,0,0,0,6,3,2,16,11,4,0,0,1
"S00118301",72,60,5,41,1,1,0,3,7,2,12,5,1,3,1,2
"S00118302",79,60,11,34,0,2,1,2,8,2,19,3,3,1,7,5
"S00118303",103,72,11,41,0,3,6,5,4,2,31,18,6,4,1,2
"S00118304",64,40,12,17,0,3,2,5,0,1,24,17,3,2,0,2
"S00118305",99,76,14,37,1,7,2,9,3,3,23,10,1,4,7,1
"S00118306",91,66,6,44,0,1,0,6,4,5,25,15,2,2,2,4
"S00118307",84,60,13,32,0,4,4,1,3,3,24,9,6,6,2,1
"S00118308",53,36,9,17,0,1,1,1,5,2,17,5,5,1,6,0
"S00118309",83,65,14,38,0,2,1,3,5,2,18,6,2,4,4,2
"S00118310",64,59,10,37,1,0,0,3,3,5,5,0,3,0,1,1
"S00118311",125,100,11,68,0,3,2,5,9,2,25,14,5,3,1,2
"S00118312",83,63,20,29,0,0,1,3,10,0,20,6,1,6,6,1
"S00118313",104,73,22,42,0,0,0,3,6,0,31,12,1,2,12,4
"S00118314",107,72,17,44,1,0,1,4,4,1,35,11,5,5,8,6
"S00118315",96,80,16,46,1,2,1,2,10,2,16,9,0,2,3,2
"S00118316",65,48,15,26,0,0,0,2,3,2,17,11,0,0,4,2
"S00118317",110,70,19,39,0,1,0,3,7,1,40,20,4,2,12,2
"S00118318",58,35,7,22,1,0,0,1,3,1,23,10,3,4,6,0
"S00118319",49,42,8,29,0,0,1,2,0,2,7,1,2,3,0,1
"S00118320",91,70,15,46,0,0,1,0,7,1,21,0,2,15,0,4
"S00118321",72,61,12,37,0,3,0,3,5,1,11,0,2,6,2,1
"S00118322",67,50,10,33,0,0,3,1,3,0,17,1,2,11,1,2
"S00118323",96,75,23,42,1,0,1,2,4,2,21,1,4,11,3,2
"S00118324",97,78,14,48,0,0,2,0,11,3,19,0,1,9,7,2
"S00118325",125,91,16,55,0,1,3,5,3,8,34,16,2,7,8,1
"S00118326",73,62,8,44,0,3,1,3,1,2,11,6,4,1,0,0
"S00118327",67,50,17,29,0,0,0,2,0,2,17,10,3,0,2,2
"S00118328",198,143,17,104,0,0,1,3,1,17,55,11,35,6,2,1
"S00118329",68,53,13,37,0,0,1,1,0,1,15,15,0,0,0,0
"S00118330",89,67,14,41,0,0,3,6,2,1,22,17,2,2,1,0
"S00118331",87,61,20,35,0,2,0,0,0,4,26,21,4,1,0,0
"S00118332",89,57,12,36,0,0,1,2,3,3,32,21,8,0,2,1
"S00118333",85,68,14,41,0,5,1,4,1,2,17,8,6,1,0,2
"S00118334",82,65,20,40,0,0,2,1,0,2,17,12,1,0,2,2
"S00118335",118,92,22,60,0,1,2,3,3,1,26,18,4,3,1,0
"S00118336",124,95,22,59,0,2,4,3,1,4,29,19,8,2,0,0
"S00118337",42,31,14,11,0,0,1,4,1,0,11,7,2,1,1,0
"S00118338",87,72,15,49,0,0,1,5,2,0,15,12,1,1,1,0
"S00118339",76,59,9,41,0,1,1,3,2,2,17,13,1,2,1,0
"S00118340",57,41,10,27,0,1,1,1,1,0,16,10,4,1,0,1
"S00118341",101,80,15,56,0,0,1,5,1,2,21,14,4,1,1,1
"S00118342",83,71,17,45,1,0,1,4,2,1,12,6,3,1,2,0
"S00118343",112,84,19,51,0,2,3,2,3,4,28,19,1,4,3,1
"S00118344",54,44,13,25,0,1,0,2,2,1,10,4,2,1,2,1
"S00118345",101,81,16,54,0,0,2,7,2,0,20,12,4,2,0,2
"S00118346",93,80,20,50,0,3,1,3,1,2,13,7,1,1,2,2
"S00118347",148,129,30,76,0,4,2,5,3,9,19,11,0,2,3,3
"S00118348",92,77,18,42,0,1,2,5,5,4,15,7,5,1,2,0
"S00118349",113,85,12,58,0,3,2,2,3,5,28,17,8,2,0,1
"S00118350",122,84,23,49,0,2,5,4,0,1,38,29,6,1,2,0
"S00118351",86,58,12,40,0,0,0,2,4,0,28,17,3,3,2,3
"S00118352",82,61,15,36,0,1,3,4,2,0,21,18,1,1,0,1
"S00118353",95,68,15,42,0,4,1,0,0,6,27,21,3,3,0,0
"S00118354",107,84,16,57,1,0,0,3,6,1,23,8,5,3,4,3
"S00118355",59,34,3,25,1,0,0,2,1,2,25,19,2,2,2,0
"S00118356",80,55,12,34,0,2,2,2,1,2,25,20,1,0,3,1
"S00118357",47,33,8,19,0,0,0,1,3,2,14,7,4,0,2,1
"S00118358",119,94,24,53,0,4,2,5,4,2,25,18,2,3,0,2
"S00118359",68,51,12,34,0,3,0,0,1,1,17,14,2,1,0,0
"S00118360",83,55,20,25,0,2,0,3,5,0,28,23,4,1,0,0
"S00118361",48,25,4,16,0,1,0,0,0,4,23,18,2,2,1,0
"S00118362",49,37,8,19,0,7,0,1,0,2,12,9,3,0,0,0
"S00118363",74,58,12,29,1,4,0,3,4,5,16,11,1,2,0,2
"S00118364",76,61,14,36,0,0,2,5,2,2,15,10,2,2,1,0
"S00118365",78,51,7,33,0,1,4,4,1,1,27,17,5,5,0,0
"S00118366",89,64,14,33,0,1,4,6,5,1,25,17,4,1,2,1
"S00118367",103,65,16,40,0,4,0,1,3,1,38,23,3,5,3,4
"S00118368",57,46,14,26,0,0,1,3,1,1,11,7,0,0,4,0
"S00118369",72,55,5,39,1,2,1,1,2,4,17,13,0,3,1,0
"S00118370",69,46,12,29,0,2,1,0,0,2,23,19,0,1,1,2
"S00118371",80,56,8,39,1,1,0,5,0,2,24,16,3,2,2,1
"S00118372",77,60,14,37,0,2,0,2,1,4,17,10,4,0,1,2
"S00118373",69,44,7,29,0,0,3,3,0,2,25,20,2,1,2,0
"S00118374",75,59,15,34,0,3,2,2,2,1,16,10,4,1,1,0
"S00118375",73,54,12,32,0,2,3,3,2,0,19,14,4,0,0,1
"S00118376",139,98,24,48,0,6,6,7,2,5,41,29,6,1,2,3
"S00118377",109,74,21,45,0,0,1,2,2,3,35,13,6,7,9,0
"S00118378",104,73,15,42,0,1,0,8,4,3,31,17,3,2,8,1
"S00118379",85,66,15,36,0,2,2,2,6,3,19,6,4,3,4,2
"S00118380",60,44,13,24,0,0,1,2,2,2,16,7,1,2,5,1
"S00118381",71,53,13,36,0,0,2,0,1,1,18,9,3,5,1,0
"S00118382",132,100,21,62,0,1,0,4,5,7,32,12,4,2,13,1
"S00118383",64,39,9,19,0,0,0,2,7,2,25,9,3,5,5,3
"S00118384",40,28,9,16,0,0,0,1,1,1,12,6,2,2,2,0
"S00118385",79,47,12,21,0,1,0,1,12,0,32,18,1,1,11,1
"S00118386",78,56,17,34,0,0,0,2,3,0,22,11,6,1,4,0
"S00118387",87,67,14,40,0,0,1,2,5,5,20,6,5,4,4,1
"S00118388",83,59,13,36,2,0,1,1,2,4,24,13,1,3,5,2
"S00118389",65,36,14,16,0,0,0,1,5,0,29,11,1,2,11,4
"S00118390",88,78,9,60,0,0,0,3,5,1,10,2,0,0,6,2
"S00118391",73,47,10,31,0,0,0,1,2,3,26,17,0,1,6,2
"S00118392",113,78,18,52,0,0,0,3,2,3,35,26,3,2,2,2
"S00118393",124,93,19,54,0,2,2,4,8,4,31,16,3,5,6,1
"S00118394",100,74,19,42,0,0,1,7,5,0,26,14,5,1,5,1
"S00118395",113,74,15,40,0,0,1,2,11,5,39,17,5,9,5,3
"S00118396",71,56,12,35,0,1,0,3,4,1,15,7,2,2,3,1
"S00118397",59,41,14,21,0,1,3,2,0,0,18,13,2,3,0,0
"S00118398",80,62,18,33,0,1,1,3,3,3,18,8,1,2,7,0
"S00118399",63,34,11,11,0,1,0,0,10,1,29,5,4,4,11,5
"S00118400",105,75,14,39,0,1,4,9,3,5,30,18,3,3,5,1
"S00118401",85,49,14,30,0,2,0,0,3,0,36,14,5,5,10,2
"S00118402",92,72,15,39,0,1,1,4,7,5,20,10,7,0,2,1
"S00118403",45,33,7,20,0,0,0,1,4,1,12,5,1,2,3,1
"S00118404",124,91,17,58,0,2,0,8,5,1,33,24,3,4,2,0
"S00118405",44,34,8,19,0,2,0,3,1,1,10,7,1,2,0,0
"S00118406",65,43,8,28,0,1,1,1,2,2,22,12,6,1,3,0
"S00118407",90,67,16,35,1,3,2,7,2,1,23,16,1,1,0,5
"S00118408",116,94,17,63,2,3,3,3,2,1,22,16,3,1,1,1
"S00118409",82,50,11,31,1,3,2,1,0,1,32,24,1,3,1,3
"S00118410",41,31,9,14,0,4,0,3,0,1,10,5,3,1,0,1
"S00118411",79,52,14,28,0,1,4,2,1,2,27,19,2,3,2,1
"S00118412",72,50,10,24,1,6,0,5,4,0,22,13,1,4,3,1
"S00118413",82,58,11,34,2,4,2,3,0,2,24,13,3,5,2,1
"S00118414",87,72,14,38,0,7,4,2,4,3,15,10,1,1,0,3
"S00118415",58,43,10,24,0,4,0,3,0,2,15,13,1,0,0,1
"S00118416",54,39,9,21,1,2,4,0,2,0,15,12,2,0,1,0
"S00118417",64,44,11,22,0,4,1,3,2,1,20,14,2,1,1,2
"S00118418",59,36,10,19,0,4,0,3,0,0,23,19,2,1,0,1
"S00118419",60,48,9,29,0,3,1,0,3,3,12,5,4,1,1,1
"S00118420",32,18,3,12,0,1,0,0,1,1,14,9,3,0,2,0
"S00118421",77,65,8,38,0,3,1,5,7,3,12,2,1,1,6,2
"S00118422",78,62,10,42,0,1,0,3,2,4,16,3,4,5,4,0
"S00118423",45,36,5,27,0,0,0,4,0,0,9,0,1,4,3,1
"S00118424",88,50,14,28,2,4,0,1,1,0,38,23,0,3,12,0
"S00118425",90,54,16,27,1,2,3,2,3,0,36,25,3,2,4,2
"S00118426",124,77,20,40,0,3,3,6,2,3,47,25,6,1,11,4
"S00118427",64,38,9,25,0,0,0,2,1,1,26,11,2,5,7,1
"S00118428",61,41,14,19,0,0,1,1,5,1,20,11,2,3,2,2
"S00118429",83,53,14,36,0,0,1,0,0,2,30,20,4,1,5,0
"S00118430",77,58,16,32,0,2,2,4,1,1,19,16,1,0,0,2
"S00118431",79,43,9,25,0,1,2,3,0,3,36,28,3,2,1,2
"S00118432",110,82,19,45,0,2,7,6,1,2,28,17,4,2,2,3
"S00118433",116,76,20,42,0,0,1,3,5,5,40,7,5,8,16,4
"S00118434",81,57,9,38,0,1,0,0,6,3,24,6,2,5,6,5
"S00118435",111,78,16,49,2,0,1,4,6,0,33,20,1,2,4,6
"S00118436",80,48,13,23,0,0,0,2,9,1,32,16,4,1,10,1
"S00118437",72,45,14,26,0,0,1,0,3,1,27,11,1,6,9,0
"S00118438",75,50,15,29,0,0,0,0,2,4,25,8,5,3,6,3
"S00118439",90,72,23,35,0,3,0,4,5,2,18,8,2,6,0,2
"S00118440",55,33,7,19,0,1,1,0,4,1,22,16,0,4,2,0
"S00118441",54,38,7,20,0,1,2,1,6,1,16,0,2,8,4,2
"S00118442",91,69,11,46,0,0,0,3,8,1,22,10,0,9,2,1
"S00118443",44,28,7,18,0,1,0,0,2,0,16,8,1,4,3,0
"S00118444",96,65,15,36,0,1,2,5,3,3,31,13,8,4,6,0
"S00118445",87,51,12,34,0,0,0,2,3,0,36,20,6,4,6,0
"S00118446",65,32,10,12,0,1,0,1,7,1,33,23,1,0,7,2
"S00118447",74,57,15,34,0,0,1,1,5,1,17,10,0,0,5,2
"S00118448",62,35,10,21,0,0,1,1,1,1,27,10,4,6,4,3
"S00118449",84,56,12,32,1,4,2,3,1,1,28,18,1,6,1,2
"S00118450",71,42,12,25,0,0,1,2,2,0,29,19,4,0,5,1
"S00118451",83,59,21,29,0,2,0,3,0,4,24,15,6,1,1,1
"S00118452",71,49,10,24,1,1,1,4,5,3,22,15,2,3,0,2
"S00118453",81,54,10,31,0,1,3,4,4,1,27,13,3,2,9,0
"S00118454",78,60,12,35,0,1,1,3,3,5,18,8,4,3,3,0
"S00118455",103,60,12,35,0,0,0,2,8,3,43,12,9,10,10,2
"S00118456",112,83,18,53,0,0,4,2,5,1,29,14,2,4,7,2
"S00118457",47,26,5,16,0,1,0,2,0,2,21,14,1,0,5,1
"S00118458",51,33,8,22,0,0,2,0,1,0,18,13,1,1,3,0
"S00118459",139,96,23,55,1,0,2,6,6,3,43,20,8,0,10,5
"S00118460",90,56,13,34,0,1,2,2,3,1,34,18,4,4,6,2
"S00118461",124,91,21,55,0,2,3,4,4,2,33,20,4,4,4,1
"S00118462",86,56,6,31,0,4,1,3,10,1,30,15,1,2,9,3
"S00118463",96,63,13,34,0,1,4,4,7,0,33,12,2,6,10,3
"S00118464",76,61,10,44,0,1,0,6,0,0,15,12,0,2,1,0
"S00118465",97,62,9,33,0,2,4,7,6,1,35,21,1,3,9,1
"S00118466",105,81,6,55,0,3,0,5,9,3,24,10,1,3,7,3
"S00118467",101,77,13,45,0,5,1,11,0,2,24,17,2,1,3,1
"S00118468",90,72,13,48,0,1,1,0,6,3,18,9,3,0,1,5
"S00118469",57,45,12,25,0,0,0,2,4,2,12,4,1,2,4,1
"S00118470",82,61,14,32,0,1,1,8,4,1,21,12,2,0,2,5
"S00118471",74,63,8,42,2,0,0,4,3,4,11,7,3,1,0,0
"S00118472",145,100,22,58,1,4,4,5,6,0,45,19,5,4,12,5
"S00118473",75,63,11,44,0,0,0,4,4,0,12,6,2,0,1,3
"S00118474",102,88,10,57,0,2,1,9,7,2,14,5,1,2,6,0
"S00118475",60,48,10,27,0,1,4,3,2,1,12,9,3,0,0,0
"S00118476",66,49,13,28,0,1,1,1,2,3,17,12,0,2,1,2
"S00118477",52,34,4,21,0,0,1,3,4,1,18,11,0,2,4,1
"S00118478",85,56,16,28,0,0,0,6,4,2,29,16,5,3,4,1
"S00118479",84,56,6,33,0,3,3,6,4,1,28,21,2,0,3,2
"S00118480",81,56,11,35,1,2,0,3,3,1,25,11,3,4,6,1
"S00118481",112,81,13,50,0,1,2,7,2,6,31,21,2,0,5,3
"S00118482",132,101,18,55,0,9,5,7,2,5,31,11,1,4,9,6
"S00118483",65,59,14,37,0,1,0,3,3,1,6,3,1,0,1,1
"S00118484",86,72,7,51,0,2,2,5,3,2,14,10,0,3,0,1
"S00118485",96,80,12,56,0,1,2,4,3,2,16,6,3,1,5,1
"S00118486",15,3,0,3,0,0,0,0,0,0,12,11,0,0,1,0
"S00118487",71,66,6,44,0,1,4,5,6,0,5,2,2,0,0,1
"S00118488",142,107,31,53,0,3,2,9,8,1,35,16,3,7,9,0
"S00118489",93,62,9,38,0,1,2,3,7,2,31,16,3,2,9,1
"S00118490",110,76,9,53,0,2,3,2,4,3,34,8,3,3,16,4
"S00118491",124,87,14,54,1,4,5,5,3,1,37,27,3,2,3,2
"S00118492",71,52,9,31,0,0,1,2,7,2,19,10,1,3,1,4
"S00118493",84,66,13,40,0,0,0,2,8,3,18,6,8,2,2,0
"S00118494",113,54,12,37,0,0,0,1,4,0,59,18,4,4,10,23
"S00118495",103,70,16,44,0,0,3,5,1,1,33,20,6,2,4,1
"S00118496",128,100,20,67,1,3,0,5,2,2,28,19,4,0,2,3
"S00118497",115,86,17,65,1,0,2,1,0,0,29,17,4,3,4,1
"S00118498",130,99,13,66,0,4,3,8,4,1,31,16,6,2,3,4
"S00118499",128,89,25,40,1,1,2,13,5,2,39,15,4,5,13,2
"S00118500",122,98,16,65,1,3,0,2,6,5,24,17,2,1,2,2
"S00118501",110,86,23,47,0,2,0,3,11,0,24,10,6,1,6,1
"S00118502",109,81,20,51,0,0,3,5,2,0,28,18,5,2,1,2
"S00118503",16,2,0,1,0,0,0,1,0,0,14,14,0,0,0,0
"S00118504",45,39,6,29,0,0,1,2,1,0,6,4,1,0,1,0
"S00118505",58,40,9,21,0,0,2,5,2,1,18,12,0,1,4,1
"S00118506",114,91,19,58,0,0,2,5,3,4,23,10,4,3,4,2
"S00118507",120,97,29,55,0,1,1,5,3,3,23,20,2,0,1,0
"S00118508",41,38,9,27,0,0,1,0,0,1,3,2,0,0,0,1
"S00118509",99,65,15,36,0,2,0,5,5,2,34,26,1,1,6,0
"S00118510",58,43,7,27,0,2,5,2,0,0,15,13,0,0,2,0
"S00118511",175,132,26,79,0,4,3,8,7,5,43,22,9,7,3,2
"S00118512",93,60,16,38,0,1,0,2,3,0,33,18,7,6,1,1
"S00118513",88,61,18,32,0,0,1,0,8,2,27,9,2,4,7,5
"S00118514",104,67,20,30,0,3,0,1,12,1,37,7,5,10,10,5
"S00118515",105,83,22,36,0,0,2,4,12,7,22,1,3,12,6,0
"S00118516",126,78,23,36,0,1,0,2,14,2,48,10,6,17,13,2
"S00118517",100,73,18,49,0,1,1,1,2,1,27,8,5,2,9,3
"S00118518",74,49,15,19,0,0,0,1,13,1,25,6,3,4,9,3
"S00118519",77,56,16,30,0,0,1,0,8,1,21,9,0,6,6,0
"S00118520",51,31,8,18,0,1,0,0,3,1,20,9,1,1,9,0
"S00118521",60,31,9,13,0,1,0,3,4,1,29,6,1,4,17,1
"S00118522",46,33,4,17,0,0,1,0,11,0,13,1,0,0,9,3
"S00118523",76,53,18,20,0,0,0,1,13,1,23,5,3,5,9,1
"S00118524",44,27,12,10,0,0,1,1,3,0,17,4,4,1,7,1
"S00118525",77,53,21,26,0,0,0,0,5,1,24,9,3,2,6,4
"S00118526",56,39,9,22,0,1,1,2,2,2,17,7,3,5,0,2
"S00118527",113,78,18,44,0,0,3,3,5,5,35,20,3,3,8,1
"S00118528",78,55,8,35,1,3,0,0,8,0,23,2,2,9,3,7
"S00118529",135,103,12,62,0,3,0,5,17,4,32,8,5,1,8,10
"S00118530",99,77,19,46,0,2,1,2,5,2,22,3,3,8,6,2
"S00118531",99,68,10,45,1,2,0,2,7,1,31,12,9,3,3,4
"S00118532",95,73,16,45,0,2,4,0,5,1,22,12,3,3,1,3
"S00118533",96,59,21,24,1,0,1,1,11,0,37,3,2,13,13,6
"S00118534",63,31,7,21,0,1,1,1,0,0,32,18,3,2,8,1
"S00118535",99,57,6,40,1,0,3,0,7,0,42,24,2,6,10,0
"S00118536",47,28,7,14,0,1,0,0,6,0,19,3,1,3,10,2
"S00118537",84,46,11,26,0,2,2,0,4,1,38,12,2,4,18,2
"S00118538",43,28,6,13,0,0,0,1,7,1,15,3,1,2,4,5
