"output_area","All people aged 16 to 74","Economically active","Economically active: Employee: Part-time","Economically active: Employee: Full-time","Economically active: Self-employed with employees: Part-time","Economically active: Self-employed with employees: Full-time","Economically active: Self-employed without employees: Part-time","Economically active: Self-employed without employees: Full-time","Economically active: Unemployed","Economically active: Full-time student","Economically inactive","Economically inactive: Retired","Economically inactive: Student","Economically inactive: Looking after home or family","Economically inactive: Long-term sick or disabled","Economically inactive: Other"
"S00127556",106,73,9,48,0,1,3,3,5,4,33,22,6,2,2,1
"S00127557",85,53,10,37,0,0,0,1,2,3,32,20,6,2,4,0
"S00127558",99,75,18,42,0,0,3,1,7,4,24,19,1,2,2,0
"S00127559",78,46,11,19,1,5,1,2,3,4,32,21,3,3,3,2
"S00127560",88,59,7,36,0,0,2,5,7,2,29,19,0,5,4,1
"S00127561",95,73,12,40,1,1,2,8,5,4,22,9,1,8,3,1
"S00127562",75,58,9,39,0,0,0,0,8,2,17,7,2,4,4,0
"S00127563",94,64,10,38,1,3,2,5,2,3,30,15,6,4,4,1
"S00127564",55,37,11,17,1,1,1,0,5,1,18,5,5,4,4,0
"S00127565",118,72,19,36,1,3,3,6,2,2,46,25,3,6,9,3
"S00127566",69,54,7,38,0,2,2,4,0,1,15,9,4,2,0,0
"S00127567",101,74,15,42,0,2,2,7,6,0,27,15,6,4,2,0
"S00127568",100,65,9,43,0,0,2,1,7,3,35,22,4,2,6,1
"S00127569",98,69,17,41,1,3,0,4,3,0,29,18,3,3,3,2
"S00127570",78,55,10,28,0,1,0,2,9,5,23,15,3,1,4,0
"S00127571",50,36,7,19,0,1,3,0,2,4,14,10,3,0,0,1
"S00127572",86,60,9,42,0,1,1,2,3,2,26,10,0,3,13,0
"S00127573",90,52,9,32,1,3,1,2,2,2,38,23,5,4,3,3
"S00127574",151,95,23,57,1,5,0,4,1,4,56,46,5,4,1,0
"S00127575",59,34,5,25,1,2,0,0,0,1,25,18,1,0,5,1
"S00127576",73,54,11,28,0,0,3,0,11,1,19,5,2,5,6,1
"S00127577",127,80,12,43,0,0,2,2,13,8,47,14,10,7,16,0
"S00127578",105,63,24,29,0,0,2,0,6,2,42,10,9,6,15,2
"S00127579",84,71,13,39,0,0,0,3,12,4,13,6,0,4,3,0
"S00127580",59,46,8,29,0,0,1,4,3,1,13,2,1,4,6,0
"S00127581",116,67,16,40,0,0,0,2,8,1,49,16,3,10,15,5
"S00127582",69,50,13,30,0,0,1,3,2,1,19,9,2,2,6,0
"S00127583",103,66,18,39,0,0,0,1,6,2,37,10,11,6,9,1
"S00127584",81,52,6,38,0,1,0,0,3,4,29,15,2,1,9,2
"S00127585",69,60,10,33,0,1,3,4,8,1,9,3,3,1,2,0
"S00127586",98,64,19,35,0,0,0,2,5,3,34,21,4,3,4,2
"S00127587",103,72,14,40,0,0,1,4,9,4,31,25,4,1,0,1
"S00127588",103,75,23,41,0,0,0,0,6,5,28,18,4,3,2,1
"S00127589",100,78,15,46,0,1,1,7,4,4,22,16,2,0,4,0
"S00127590",133,96,24,56,0,2,3,1,7,3,37,24,9,2,2,0
"S00127591",138,98,23,57,0,0,3,1,8,6,40,20,5,3,12,0
"S00127592",110,82,19,50,0,1,1,6,4,1,28,17,4,1,5,1
"S00127593",106,74,20,41,0,0,0,3,5,5,32,14,8,2,6,2
"S00127594",39,28,8,16,0,1,0,1,0,2,11,7,3,0,1,0
"S00127595",118,79,21,54,0,0,0,0,1,3,39,16,6,5,10,2
"S00127596",127,87,16,62,0,0,0,2,5,2,40,20,3,7,8,2
"S00127597",48,26,5,16,0,0,0,0,4,1,22,11,1,5,3,2
"S00127598",107,63,16,37,0,1,0,1,3,5,44,26,10,3,5,0
"S00127599",121,79,21,37,0,0,3,2,12,4,42,14,9,7,11,1
"S00127600",49,36,10,18,1,1,0,0,3,3,13,10,1,0,0,2
"S00127601",83,57,10,38,0,1,1,2,2,3,26,11,2,6,5,2
"S00127602",73,41,5,16,1,0,0,0,17,2,32,10,6,3,11,2
"S00127603",66,50,18,19,0,0,2,1,5,5,16,5,6,1,2,2
"S00127604",43,30,7,17,0,0,0,1,3,2,13,3,1,1,6,2
"S00127605",122,64,15,35,0,0,0,1,8,5,58,29,5,7,12,5
"S00127606",75,46,13,24,1,0,0,3,4,1,29,21,4,1,2,1
"S00127607",86,52,9,34,0,1,1,3,4,0,34,18,0,6,8,2
"S00127608",60,34,4,22,0,1,0,0,6,1,26,10,0,1,13,2
"S00127609",33,24,5,16,0,0,1,0,0,2,9,6,0,1,0,2
"S00127610",78,53,11,28,0,2,1,2,5,4,25,14,1,1,9,0
"S00127611",70,42,9,22,0,0,0,1,7,3,28,14,2,4,7,1
"S00127612",57,33,5,23,0,0,0,3,1,1,24,15,1,2,5,1
"S00127613",69,40,7,27,0,0,0,1,5,0,29,21,1,1,4,2
"S00127614",120,75,18,42,0,3,0,1,4,7,45,21,9,3,10,2
"S00127615",97,66,12,40,0,1,0,2,5,6,31,18,2,4,5,2
"S00127616",100,54,7,38,0,1,0,1,5,2,46,20,12,3,8,3
"S00127617",53,31,6,20,0,1,1,0,0,3,22,15,1,3,1,2
"S00127618",48,28,4,16,0,0,1,1,5,1,20,5,1,0,13,1
"S00127619",58,35,7,24,0,0,0,1,0,3,23,17,1,0,5,0
"S00127620",83,53,12,30,1,0,0,3,3,4,30,23,3,2,2,0
"S00127621",104,65,14,40,0,0,0,4,4,3,39,29,3,5,2,0
"S00127622",98,60,18,35,0,0,1,0,3,3,38,20,3,2,12,1
"S00127623",125,87,14,58,0,0,0,4,3,8,38,19,2,6,8,3
"S00127624",57,36,6,21,0,1,1,0,4,3,21,4,1,4,11,1
"S00127625",83,55,17,30,0,0,0,4,2,2,28,9,7,4,6,2
"S00127626",73,59,6,47,0,1,0,0,2,3,14,1,1,4,6,2
"S00127627",55,45,3,28,0,1,1,2,6,4,10,2,2,4,0,2
"S00127628",70,40,8,21,0,0,0,1,5,5,30,13,2,5,8,2
"S00127629",62,46,9,21,0,0,1,0,11,4,16,6,4,0,5,1
"S00127630",59,44,3,25,0,3,0,0,8,5,15,1,0,1,11,2
"S00127631",97,68,7,45,0,1,0,3,6,6,29,6,10,2,6,5
"S00127632",66,46,5,20,0,3,0,2,15,1,20,4,1,0,14,1
"S00127633",77,52,5,27,0,2,1,3,10,4,25,1,19,1,3,1
"S00127634",47,32,0,21,0,0,2,1,5,3,15,5,6,0,4,0
"S00127635",80,60,5,38,0,3,1,2,7,4,20,2,5,2,6,5
"S00127636",44,31,3,17,0,0,0,1,9,1,13,4,0,3,4,2
"S00127637",116,77,10,46,0,0,0,1,12,8,39,9,6,1,19,4
"S00127638",72,45,7,26,0,0,1,0,8,3,27,9,5,3,9,1
"S00127639",75,60,8,36,0,1,2,3,4,6,15,3,8,1,2,1
"S00127640",62,34,12,11,1,0,0,0,8,2,28,7,6,1,9,5
"S00127641",51,26,9,12,0,0,0,0,4,1,25,5,3,0,17,0
"S00127642",58,32,6,18,0,0,2,0,4,2,26,14,1,3,8,0
"S00127643",93,62,13,28,0,0,0,6,5,10,31,8,2,7,10,4
"S00127644",86,55,9,31,1,0,0,1,11,2,31,13,6,2,5,5
"S00127645",85,50,13,20,0,2,0,2,11,2,35,8,0,2,20,5
"S00127646",125,92,11,52,0,1,0,4,7,17,33,3,23,1,3,3
"S00127647",76,43,6,21,0,0,0,1,8,7,33,3,13,3,7,7
"S00127648",68,41,4,23,0,0,1,3,7,3,27,2,11,2,8,4
"S00127649",62,42,7,28,0,0,0,1,5,1,20,7,1,3,8,1
"S00127650",53,37,6,24,0,0,0,1,3,3,16,6,3,0,6,1
"S00127651",112,73,10,42,0,0,1,1,10,9,39,9,4,3,16,7
"S00127652",58,34,8,14,0,1,0,0,7,4,24,3,2,4,13,2
"S00127653",48,29,6,12,0,1,0,1,6,3,19,5,0,1,12,1
"S00127654",94,84,7,58,0,1,4,3,7,4,10,6,1,1,0,2
"S00127655",67,43,6,22,0,1,0,1,10,3,24,7,5,2,5,5
"S00127656",45,25,2,15,0,0,0,4,2,2,20,4,1,3,10,2
"S00127657",49,28,4,16,0,1,0,1,4,2,21,5,3,4,8,1
"S00127658",39,12,0,7,0,0,0,0,4,1,27,17,1,0,7,2
"S00127659",108,88,10,62,1,1,2,2,4,6,20,6,5,5,2,2
"S00127660",72,51,12,34,0,0,0,2,2,1,21,12,2,2,2,3
"S00127661",69,42,1,23,0,0,0,2,12,4,27,3,4,4,12,4
"S00127662",70,52,7,39,1,1,1,0,2,1,18,10,3,3,2,0
"S00127663",103,73,8,59,0,0,1,3,1,1,30,15,6,2,6,1
"S00127664",74,45,13,19,2,0,1,3,0,7,29,12,4,4,8,1
"S00127665",75,59,13,38,0,0,0,1,4,3,16,9,3,1,2,1
"S00127666",55,41,9,23,0,1,0,1,5,2,14,6,3,3,2,0
"S00127667",93,57,10,23,0,0,0,1,17,6,36,8,3,7,14,4
"S00127668",60,30,4,11,0,0,0,1,11,3,30,8,1,3,15,3
"S00127669",110,80,9,52,0,4,0,5,7,3,30,11,9,2,3,5
"S00127670",43,40,7,28,0,0,0,0,4,1,3,0,2,1,0,0
"S00127671",78,57,8,34,0,0,2,3,7,3,21,12,3,2,2,2
"S00127672",95,75,6,52,1,0,0,3,12,1,20,2,1,5,10,2
"S00127673",89,70,4,54,0,1,3,2,2,4,19,10,3,1,4,1
"S00127674",85,54,4,31,0,0,0,4,10,5,31,15,1,2,10,3
"S00127675",81,41,6,17,0,1,1,2,12,2,40,18,0,1,17,4
"S00127676",62,41,8,18,0,1,1,1,8,4,21,7,0,1,12,1
"S00127677",86,53,8,30,0,1,0,3,8,3,33,9,0,5,14,5
"S00127678",89,68,11,40,0,0,2,3,6,6,21,4,4,5,5,3
"S00127679",75,36,12,12,0,1,0,0,10,1,39,16,3,0,17,3
"S00127680",54,28,2,21,0,0,0,1,2,2,26,13,2,0,7,4
"S00127681",61,38,3,28,0,0,0,2,4,1,23,8,7,4,4,0
"S00127682",74,26,7,13,0,1,0,2,2,1,48,26,2,3,12,5
"S00127683",81,50,4,25,1,0,2,2,11,5,31,3,8,10,7,3
"S00127684",67,47,8,25,0,0,0,1,12,1,20,4,3,6,4,3
"S00127685",68,46,11,16,0,0,0,0,17,2,22,5,2,0,14,1
"S00127686",82,52,4,30,0,0,0,2,15,1,30,9,4,1,15,1
"S00127687",106,81,11,54,0,1,2,6,4,3,25,12,6,2,3,2
"S00127688",96,60,8,34,0,0,0,5,4,9,36,3,17,3,12,1
"S00127689",59,44,8,29,0,1,0,3,2,1,15,3,1,3,6,2
"S00127690",53,38,6,26,0,0,0,0,6,0,15,3,9,1,2,0
"S00127691",52,34,0,26,0,0,0,3,4,1,18,15,1,0,2,0
"S00127692",77,39,5,20,0,0,1,2,10,1,38,19,4,2,11,2
"S00127693",47,34,5,21,0,1,0,1,3,3,13,8,1,0,3,1
"S00127694",60,35,4,23,0,0,0,2,4,2,25,2,10,2,11,0
"S00127695",79,60,14,37,0,0,0,2,2,5,19,3,1,8,6,1
"S00127696",68,55,4,34,0,0,0,2,9,6,13,5,1,0,6,1
"S00127697",58,20,2,15,0,0,0,0,2,1,38,24,1,5,7,1
"S00127698",65,35,4,19,0,0,0,3,9,0,30,10,6,1,11,2
"S00127699",117,67,14,38,0,1,0,0,11,3,50,19,1,8,14,8
"S00127700",55,37,5,20,0,0,1,0,4,7,18,13,0,1,3,1
"S00127701",63,40,6,23,0,0,1,0,9,1,23,11,5,0,7,0
"S00127702",64,35,8,25,0,0,0,1,1,0,29,21,1,2,5,0
"S00127703",70,35,11,11,0,0,1,0,8,4,35,8,7,2,13,5
"S00127704",48,37,3,16,0,1,0,0,13,4,11,3,4,0,4,0
"S00127705",38,25,7,13,0,0,0,0,1,4,13,0,3,3,3,4
"S00127706",62,48,10,26,0,2,1,1,3,5,14,2,4,4,2,2
"S00127707",81,60,11,31,0,0,1,5,5,7,21,5,9,3,1,3
"S00127708",55,36,4,14,0,0,0,1,16,1,19,3,3,6,7,0
"S00127709",98,63,14,41,0,0,0,3,0,5,35,7,4,2,19,3
"S00127710",76,56,8,23,0,0,0,5,15,5,20,2,1,4,9,4
"S00127711",107,52,18,23,0,1,2,0,4,4,55,11,3,9,22,10
"S00127712",83,53,10,26,0,0,0,0,15,2,30,8,3,2,12,5
"S00127713",92,81,14,59,0,0,1,3,3,1,11,3,1,3,3,1
"S00127714",77,63,8,38,0,4,1,4,6,2,14,4,3,4,2,1
"S00127715",91,63,8,46,0,0,0,4,3,2,28,12,9,3,2,2
"S00127716",87,52,14,27,0,1,2,0,6,2,35,3,3,6,18,5
"S00127717",82,39,9,20,0,1,0,0,8,1,43,15,2,6,17,3
"S00127718",50,30,7,13,0,0,0,0,9,1,20,9,0,0,9,2
"S00127719",67,32,4,18,1,0,0,2,6,1,35,3,25,4,3,0
"S00127720",110,77,12,47,0,1,0,5,11,1,33,3,5,5,18,2
"S00127721",60,38,8,14,0,0,0,2,14,0,22,5,5,0,12,0
"S00127722",83,51,11,23,0,0,0,1,15,1,32,7,6,3,14,2
"S00127723",95,72,8,48,0,2,2,6,3,3,23,16,3,0,4,0
"S00127724",87,60,11,32,0,3,3,4,3,4,27,15,3,5,3,1
"S00127725",99,74,18,46,0,0,3,0,4,3,25,9,11,2,2,1
"S00127726",77,45,6,31,0,1,2,1,3,1,32,22,2,2,5,1
"S00127727",69,48,10,29,0,1,0,2,2,4,21,15,4,0,1,1
"S00127728",119,92,21,58,0,1,3,5,2,2,27,15,7,5,0,0
"S00127729",83,77,15,56,1,1,0,1,1,2,6,2,1,1,2,0
"S00127730",58,26,4,16,0,0,1,0,4,1,32,19,1,2,10,0
"S00127731",82,54,12,35,0,0,0,3,2,2,28,21,5,2,0,0
"S00127732",93,67,11,40,0,2,0,5,4,5,26,19,6,0,1,0
"S00127733",48,35,7,21,0,0,2,1,2,2,13,8,2,1,2,0
"S00127734",56,42,12,25,0,0,2,1,2,0,14,10,0,2,1,1
"S00127735",89,58,11,31,1,1,1,3,6,4,31,18,6,3,4,0
"S00127736",56,37,7,21,0,2,0,1,4,2,19,4,4,1,9,1
"S00127737",68,47,10,28,1,0,1,2,4,1,21,11,2,0,6,2
"S00127738",66,45,9,32,0,0,0,1,1,2,21,12,0,3,6,0
"S00127739",107,74,16,47,0,0,2,3,5,1,33,14,4,5,10,0
"S00127740",87,62,12,35,0,2,3,0,4,6,25,16,2,1,4,2
"S00127741",70,48,8,31,2,0,0,3,1,3,22,4,7,1,10,0
"S00127742",51,33,5,23,0,0,1,2,2,0,18,11,3,1,2,1
"S00127743",50,41,8,22,0,0,2,1,4,4,9,1,6,1,1,0
"S00127744",103,78,16,49,0,0,1,4,4,4,25,5,12,3,3,2
"S00127745",124,98,16,57,0,0,5,3,6,11,26,13,11,1,0,1
"S00127746",95,76,10,53,0,0,0,6,1,6,19,15,2,2,0,0
"S00127747",81,55,10,31,0,2,0,5,1,6,26,12,7,4,3,0
"S00127748",79,55,8,39,0,0,3,2,3,0,24,20,2,2,0,0
"S00127749",110,71,18,47,0,0,0,2,0,4,39,26,7,2,4,0
"S00127750",69,49,11,30,1,3,1,1,0,2,20,14,3,0,2,1
"S00127751",81,55,10,30,0,4,3,1,2,5,26,13,7,3,2,1
"S00127752",88,55,16,25,0,2,0,4,3,5,33,27,3,1,2,0
"S00127753",40,30,7,17,0,1,2,0,0,3,10,7,0,3,0,0
"S00127754",60,44,6,23,0,5,1,3,2,4,16,7,5,0,3,1
"S00127755",91,53,9,39,0,1,2,2,0,0,38,25,8,2,2,1
"S00127756",85,52,8,27,2,2,1,2,6,4,33,25,4,1,2,1
"S00127757",120,75,12,49,0,3,1,6,2,2,45,35,4,2,3,1
"S00127758",94,71,16,36,3,4,0,3,2,7,23,15,3,4,1,0
"S00127759",92,69,11,53,0,0,0,1,1,3,23,12,5,3,3,0
"S00127760",88,75,13,51,0,0,0,2,3,6,13,9,1,0,2,1
"S00127761",80,58,12,31,0,4,2,3,2,4,22,15,6,0,0,1
"S00127762",73,49,11,31,1,0,0,1,3,2,24,15,3,4,1,1
"S00127763",66,38,5,22,0,2,1,2,3,3,28,20,5,0,1,2
"S00127764",105,75,12,48,1,3,2,5,1,3,30,20,2,3,5,0
"S00127765",124,76,10,38,0,6,0,8,5,9,48,34,7,3,3,1
"S00127766",124,90,20,46,1,5,1,6,4,7,34,22,3,5,4,0
"S00127767",90,68,16,41,0,2,0,5,1,3,22,13,5,1,3,0
"S00127768",110,76,18,46,0,5,1,2,2,2,34,25,5,2,2,0
"S00127769",59,47,8,31,0,0,1,2,2,3,12,7,2,1,0,2
"S00127770",124,95,18,64,1,1,1,3,4,3,29,14,6,2,5,2
"S00127771",119,78,16,45,0,5,0,6,1,5,41,25,6,4,5,1
"S00127772",55,27,5,16,0,0,1,1,3,1,28,17,2,0,9,0
"S00127773",62,40,3,30,0,0,1,3,1,2,22,18,1,1,1,1
"S00127774",71,51,9,35,0,3,1,0,1,2,20,11,5,0,3,1
"S00127775",94,74,17,45,0,0,2,5,2,3,20,11,5,0,3,1
"S00127776",82,59,11,36,0,0,1,2,5,4,23,14,5,3,1,0
"S00127777",78,49,13,28,1,0,0,2,3,2,29,21,0,1,6,1
"S00127778",151,96,21,56,0,2,3,8,2,4,55,35,9,3,8,0
"S00127779",140,99,17,60,0,2,3,4,4,9,41,29,4,3,3,2
"S00127780",92,58,13,28,0,3,1,5,2,6,34,22,3,4,3,2
"S00127781",82,54,2,41,0,0,2,4,3,2,28,17,4,1,5,1
"S00127782",88,70,16,39,0,6,2,2,1,4,18,14,2,0,2,0
"S00127783",79,45,9,28,0,1,0,4,1,2,34,22,2,5,4,1
"S00127784",79,45,9,24,0,4,2,3,2,1,34,31,0,1,1,1
"S00127785",76,42,9,25,1,0,0,2,0,5,34,26,3,2,0,3
"S00127786",101,75,13,49,1,1,0,4,5,2,26,21,3,1,0,1
"S00127787",61,40,7,22,0,1,0,6,1,3,21,17,3,0,1,0
"S00127788",76,52,7,32,0,2,2,2,2,5,24,11,6,4,0,3
"S00127789",112,88,17,52,0,4,0,5,5,5,24,12,4,2,5,1
"S00127790",51,32,3,25,0,0,0,0,4,0,19,15,2,1,0,1
"S00127791",124,95,12,56,2,3,2,10,4,6,29,20,4,1,2,2
"S00127792",97,70,8,42,0,5,2,6,3,4,27,8,5,6,8,0
"S00127793",86,60,10,31,0,2,5,4,5,3,26,21,2,3,0,0
"S00127794",83,56,8,39,0,1,1,3,3,1,27,20,5,1,0,1
"S00127795",89,60,8,40,0,3,0,6,0,3,29,16,2,5,4,2
"S00127796",86,80,13,55,0,1,0,3,2,6,6,3,0,0,3,0
"S00127797",96,68,9,43,0,1,1,6,6,2,28,6,4,0,12,6
"S00127798",105,68,17,35,0,3,2,2,7,2,37,24,7,1,5,0
"S00127799",95,82,8,64,0,0,1,1,7,1,13,10,0,1,2,0
"S00127800",56,25,6,11,2,2,1,0,0,3,31,16,0,2,10,3
"S00127801",44,29,5,16,0,1,1,1,4,1,15,7,2,0,6,0
"S00127802",43,12,2,5,0,0,0,1,4,0,31,15,1,2,12,1
"S00127803",44,12,3,6,0,0,0,1,2,0,32,18,0,3,10,1
"S00127804",52,17,5,7,0,0,0,1,3,1,35,14,5,2,14,0
"S00127805",38,16,3,8,0,0,0,0,4,1,22,18,0,0,3,1
"S00127806",62,33,10,16,1,0,0,0,2,4,29,12,0,3,13,1
"S00127807",58,43,12,26,0,0,0,1,2,2,15,11,1,1,2,0
"S00127808",104,83,7,58,0,0,3,4,5,6,21,6,3,5,7,0
"S00127809",117,93,10,68,1,2,1,5,3,3,24,11,4,6,3,0
"S00127810",57,46,9,32,0,0,1,1,1,2,11,4,4,1,1,1
"S00127811",81,57,8,36,0,2,1,4,2,4,24,13,3,4,3,1
"S00127812",128,96,24,49,0,4,3,6,4,6,32,23,2,3,2,2
"S00127813",99,80,16,57,0,2,2,1,0,2,19,6,8,3,2,0
"S00127814",69,47,5,34,0,1,2,1,3,1,22,14,3,2,1,2
"S00127815",82,61,9,35,0,1,1,1,11,3,21,6,1,3,6,5
"S00127816",68,55,11,33,0,1,2,0,4,4,13,9,1,2,1,0
"S00127817",87,54,9,36,2,0,0,2,5,0,33,26,1,0,6,0
"S00127818",49,20,4,13,0,0,1,0,2,0,29,17,5,0,5,2
"S00127819",82,49,5,30,0,0,1,1,9,3,33,30,1,0,2,0
"S00127820",78,45,13,27,0,0,0,0,3,2,33,17,0,0,15,1
"S00127821",68,41,7,28,0,1,0,1,2,2,27,14,7,0,6,0
"S00127822",62,33,5,19,0,0,1,1,4,3,29,19,2,0,7,1
"S00127823",80,38,6,24,0,2,1,1,3,1,42,27,2,0,12,1
"S00127824",58,28,7,17,0,2,0,2,0,0,30,18,3,1,8,0
"S00127825",45,28,2,21,0,1,0,1,2,1,17,13,0,1,3,0
"S00127826",64,36,4,25,0,0,0,2,2,3,28,22,0,3,2,1
"S00127827",40,18,4,11,1,0,0,0,2,0,22,16,1,2,3,0
"S00127828",58,40,9,24,0,0,0,4,2,1,18,12,2,3,0,1
"S00127829",100,81,21,44,1,1,0,0,7,7,19,10,3,3,3,0
"S00127830",83,48,13,24,0,2,0,2,4,3,35,23,3,2,6,1
"S00127831",97,68,16,36,1,2,0,3,6,4,29,18,4,2,4,1
"S00127832",62,36,8,26,0,0,0,0,1,1,26,17,2,0,7,0
"S00127833",154,101,27,50,0,0,1,2,13,8,53,26,7,3,12,5
"S00127834",141,102,18,68,0,0,1,2,8,5,39,25,1,2,7,4
"S00127835",59,39,10,21,0,1,0,1,3,3,20,13,0,1,6,0
"S00127836",75,55,6,25,1,4,3,5,6,5,20,9,5,3,2,1
"S00127837",57,37,7,22,0,0,0,3,3,2,20,8,3,1,5,3
"S00127838",65,41,10,23,0,0,0,3,4,1,24,10,4,1,7,2
"S00127839",135,102,18,62,0,1,2,4,7,8,33,13,5,4,6,5
"S00127840",86,47,8,17,0,0,1,2,18,1,39,0,9,2,21,7
"S00127841",93,60,15,33,0,0,1,2,9,0,33,9,3,3,14,4
"S00127842",82,68,6,43,0,1,0,3,9,6,14,4,6,3,1,0
"S00127843",52,36,3,20,0,0,0,1,10,2,16,0,1,2,11,2
"S00127844",62,41,9,22,0,1,0,0,7,2,21,2,2,1,12,4
"S00127845",108,79,21,44,0,2,1,2,4,5,29,18,5,1,4,1
"S00127846",101,70,20,36,0,2,1,2,3,6,31,15,5,3,6,2
"S00127847",74,61,11,35,0,1,1,1,7,5,13,4,1,2,6,0
"S00127848",86,64,10,36,0,0,1,1,12,4,22,2,3,4,10,3
"S00127849",50,38,10,16,0,1,1,0,8,2,12,3,0,6,3,0
"S00127850",38,23,3,16,0,0,0,1,2,1,15,9,0,4,0,2
"S00127851",115,73,16,33,0,0,1,0,15,8,42,8,9,7,15,3
"S00127852",59,38,11,19,0,0,2,0,4,2,21,11,1,4,5,0
"S00127853",50,32,10,20,0,0,1,0,1,0,18,11,4,1,2,0
"S00127854",109,68,15,29,0,0,0,2,14,8,41,11,3,13,10,4
"S00127855",79,45,5,25,0,4,0,1,8,2,34,17,3,8,3,3
"S00127856",111,61,14,35,1,0,0,0,6,5,50,16,9,7,17,1
"S00127857",46,37,9,21,0,0,1,0,3,3,9,5,2,2,0,0
"S00127858",130,90,21,55,0,0,1,3,5,5,40,18,6,8,8,0
"S00127859",80,52,12,32,0,0,0,1,5,2,28,13,1,5,8,1
"S00127860",111,81,12,53,0,0,1,6,3,6,30,19,4,2,5,0
"S00127861",267,111,14,43,0,6,1,6,1,40,156,22,131,3,0,0
"S00127862",46,36,6,21,0,1,1,3,1,3,10,6,2,1,0,1
"S00127863",94,51,12,33,0,0,2,3,1,0,43,31,8,2,1,1
"S00127864",77,54,7,28,0,6,3,5,1,4,23,16,3,2,1,1
"S00127865",49,32,7,15,0,5,3,0,0,2,17,14,2,1,0,0
"S00127866",92,51,9,30,0,3,0,5,2,2,41,32,3,4,1,1
"S00127867",85,58,10,31,0,1,2,4,2,8,27,19,2,1,3,2
"S00127868",95,66,17,34,0,0,0,5,4,6,29,18,2,3,5,1
"S00127869",66,42,7,24,0,1,1,3,6,0,24,20,0,1,2,1
"S00127870",86,57,8,42,2,0,0,1,4,0,29,18,6,2,3,0
"S00127871",64,43,6,28,0,0,1,4,2,2,21,18,0,0,3,0
"S00127872",70,48,11,30,0,0,0,0,2,5,22,11,2,3,5,1
"S00127873",86,68,17,36,2,1,0,1,5,6,18,6,4,3,5,0
"S00127874",110,83,16,57,1,1,1,3,4,0,27,10,10,3,4,0
"S00127875",75,40,10,30,0,0,0,0,0,0,35,27,4,1,3,0
"S00127876",92,64,21,39,1,0,0,2,1,0,28,22,1,0,5,0
"S00127877",53,33,5,25,0,0,0,0,1,2,20,9,3,2,6,0
"S00127878",89,58,9,42,0,2,0,0,3,2,31,21,1,4,5,0
"S00127879",72,52,11,31,0,0,1,5,2,2,20,11,2,3,3,1
"S00127880",63,39,7,27,0,0,0,1,4,0,24,16,5,0,3,0
"S00127881",72,47,7,32,0,2,3,0,2,1,25,18,3,0,3,1
"S00127882",91,53,11,33,0,1,0,3,4,1,38,16,8,5,6,3
"S00127883",112,81,14,57,1,0,1,0,2,6,31,16,5,0,7,3
"S00127884",84,62,13,37,1,0,0,4,6,1,22,17,3,0,2,0
"S00127885",74,53,20,21,0,1,1,2,5,3,21,9,2,2,8,0
"S00127886",73,47,8,20,0,0,0,2,16,1,26,9,1,1,12,3
"S00127887",61,45,7,30,0,0,0,2,4,2,16,5,5,3,2,1
"S00127888",70,58,13,34,0,1,3,3,2,2,12,5,3,2,2,0
"S00127889",79,51,13,25,0,0,0,0,13,0,28,4,4,5,15,0
"S00127890",90,66,8,43,0,3,2,2,4,4,24,13,4,4,3,0
"S00127891",85,53,12,31,0,0,0,0,9,1,32,11,5,3,11,2
"S00127892",137,94,19,57,0,0,2,0,11,5,43,17,6,8,11,1
"S00127893",110,68,19,32,0,1,3,0,7,6,42,10,10,11,9,2
"S00127894",88,62,18,29,0,0,0,2,11,2,26,9,6,6,5,0
"S00127895",58,30,5,19,0,0,0,4,1,1,28,21,3,1,2,1
"S00127896",83,45,11,23,0,0,1,2,3,5,38,23,3,2,9,1
"S00127897",108,74,22,34,0,4,1,3,8,2,34,15,4,4,9,2
"S00127898",105,59,12,29,0,0,1,3,12,2,46,28,5,4,4,5
"S00127899",71,47,12,25,0,1,0,1,5,3,24,16,1,2,5,0
"S00127900",77,51,21,22,0,1,0,2,3,2,26,14,1,3,8,0
"S00127901",76,48,13,28,0,0,0,4,3,0,28,17,5,3,3,0
"S00127902",75,48,18,19,0,0,0,2,6,3,27,9,5,6,5,2
"S00127903",85,59,16,36,0,0,0,1,3,3,26,13,2,2,7,2
"S00127904",84,48,8,25,0,0,2,2,10,1,36,26,3,3,3,1
"S00127905",77,54,13,29,0,2,0,0,2,8,23,11,6,0,6,0
"S00127906",80,67,14,42,1,0,2,2,5,1,13,5,4,1,3,0
"S00127907",98,67,13,40,0,0,1,3,6,4,31,17,10,2,2,0
"S00127908",71,53,13,31,0,1,1,0,6,1,18,7,5,0,5,1
"S00127909",89,45,13,26,0,0,0,1,0,5,44,26,3,2,9,4
"S00127910",81,59,12,36,0,0,0,3,4,4,22,7,2,3,9,1
"S00127911",117,80,13,54,0,2,0,0,6,5,37,21,5,3,6,2
"S00127912",114,72,20,41,1,2,2,1,3,2,42,14,5,7,14,2
"S00127913",89,68,19,39,0,0,0,1,8,1,21,10,3,4,2,2
"S00127914",59,38,9,19,0,1,3,1,3,2,21,15,0,4,1,1
"S00127915",75,49,16,25,0,0,0,1,2,5,26,4,6,9,4,3
"S00127916",72,56,13,35,0,0,0,1,4,3,16,14,0,2,0,0
"S00127917",93,71,13,41,1,0,2,6,3,5,22,11,2,1,7,1
