"output_area","ALL PEOPLE","Number Church of Scotland","Number Roman Catholic","Number Other Christian","Number Buddhist","Number Hindu","Number Jewish","Number Muslim","Number Sikh","Number Another Religion","Number None","Number Not Answered"
"60QT001311",151,88,1,11,0,0,0,0,0,0,39,12
"60QT001312",107,34,7,21,0,0,0,0,0,0,38,7
"60QT001313",111,40,9,8,0,1,0,0,0,0,45,8
"60QT001314",91,36,9,4,0,0,0,0,0,0,36,6
"60QT001315",70,23,2,8,0,0,0,0,0,1,24,12
"60QT001316",119,63,9,23,0,0,0,0,0,0,20,4
"60QT001317",91,59,8,11,1,0,2,0,0,2,7,1
"60QT001318",64,36,8,11,0,0,0,0,0,0,9,0
"60QT001319",72,50,2,5,0,0,0,0,0,0,14,1
"60QT001320",88,34,2,15,0,0,0,0,0,0,33,4
"60QT001321",105,33,8,20,0,0,0,0,0,1,30,13
"60QT001322",109,45,24,11,0,0,0,0,0,0,22,7
"60QT001323",198,92,11,65,0,0,0,0,0,1,25,4
"60QT001324",133,57,17,20,0,0,0,0,0,0,38,1
"60QT001325",126,18,29,20,0,0,0,0,0,5,46,8
"60QT001326",131,21,30,9,0,0,0,0,0,0,64,7
"60QT001327",84,41,12,3,0,0,0,0,0,0,26,2
"60QT001328",80,31,2,14,0,0,0,0,0,1,29,3
"60QT001329",88,46,1,12,0,0,0,0,0,0,26,3
"60QT001330",62,28,1,3,0,0,0,0,0,0,25,5
"60QT001331",65,21,1,16,1,0,0,0,0,0,15,11
"60QT001332",87,44,0,15,0,0,0,0,0,0,27,1
"60QT001333",72,40,2,12,0,0,0,0,0,0,10,8
"60QT001334",80,20,4,17,0,0,0,0,0,2,32,5
"60QT001335",144,48,13,28,2,0,0,0,0,5,44,4
"60QT001336",116,57,3,23,0,0,0,0,0,0,32,1
"60QT001337",58,26,2,14,0,0,0,0,0,2,7,7
"60QT001338",115,38,7,49,0,0,0,0,0,2,18,1
"60QT001339",73,35,3,6,0,0,0,0,0,0,24,5
"60QT001340",95,34,1,12,0,0,0,0,0,2,40,6
"60QT001341",134,37,13,26,0,0,0,0,0,2,44,12
"60QT001342",74,28,2,15,0,0,0,0,0,0,24,5
"60QT001343",62,39,3,6,0,0,0,1,0,0,12,1
"60QT001344",125,33,1,40,0,0,0,0,0,3,41,7
"60QT001345",176,79,3,42,0,0,0,0,0,1,43,8
"60QT001346",122,45,7,32,1,0,0,0,0,1,33,3
"60QT001347",121,59,8,12,0,0,0,0,0,2,38,2
"60QT001348",79,30,5,21,0,0,0,0,0,0,21,2
"60QT001349",165,71,19,13,1,0,0,0,0,4,47,10
"60QT001350",125,35,4,23,1,0,0,0,0,3,38,21
"60QT001351",116,51,2,15,0,0,0,0,0,2,41,5
"60QT001352",52,12,1,15,0,0,0,0,0,0,18,6
"60QT001353",61,35,0,7,0,0,0,0,0,1,17,1
"60QT001354",101,47,4,25,0,0,0,0,0,0,21,4
"60QT001355",111,43,2,17,0,0,0,0,0,0,47,2
"60QT001356",79,34,6,11,0,0,0,0,0,2,22,4
"60QT001357",86,29,0,31,0,0,0,0,0,1,25,0
"60QT001358",71,33,2,14,0,0,0,0,0,0,22,0
"60QT001359",119,67,4,15,0,0,0,0,0,0,27,6
"60QT001360",78,35,4,15,0,0,0,0,0,2,22,0
"60QT001361",109,68,2,13,0,0,0,0,0,0,20,6
"60QT001362",97,39,21,27,0,0,0,0,0,0,8,2
"60QT001363",83,22,10,7,0,0,0,0,0,1,37,6
"60QT001364",115,53,13,12,0,0,0,0,0,1,30,6
"60QT001365",51,21,3,11,0,0,0,0,0,0,14,2
"60QT001366",87,37,1,16,0,0,0,0,0,2,23,8
"60QT001367",78,25,15,10,0,0,0,0,0,0,27,1
"60QT001368",56,23,10,12,0,0,0,0,0,3,8,0
"60QT001369",160,82,39,16,0,0,0,1,0,0,18,4
"60QT001370",73,34,13,3,0,0,0,0,0,0,15,8
"60QT001371",122,64,15,12,0,0,0,0,0,1,22,8
"60QT001372",110,32,17,28,0,0,0,0,0,1,27,5
"60QT001373",105,42,22,17,0,0,0,0,0,0,18,6
"60QT001374",81,35,21,3,0,0,0,0,0,0,21,1
"60QT001375",64,33,2,11,0,1,0,0,0,1,16,0
"60QT001376",59,34,5,2,0,0,0,0,0,0,15,3
"60QT001377",112,49,28,6,2,0,0,0,0,0,16,11
"60QT001378",73,48,3,2,0,0,0,0,0,0,14,6
"60QT001379",181,83,12,5,0,0,0,5,0,2,66,8
"60QT001380",62,27,4,4,0,0,0,0,0,0,25,2
"60QT001381",163,60,14,5,1,0,0,0,0,1,74,8
"60QT001382",197,62,19,23,2,0,0,2,0,4,72,13
"60QT001383",56,36,2,7,0,0,0,0,0,0,11,0
"60QT001384",106,47,9,15,0,0,0,0,0,0,29,6
"60QT001385",97,36,1,30,0,0,0,1,0,0,26,3
"60QT001386",71,23,6,16,0,0,0,0,0,1,23,2
"60QT001387",53,29,2,6,0,0,0,0,0,1,9,6
"60QT001388",86,41,4,7,1,0,1,1,0,1,29,1
"60QT001389",103,47,5,30,0,0,0,0,0,1,20,0
"60QT001390",77,50,10,13,0,0,0,0,0,0,4,0
"60QT001391",89,53,3,10,0,0,1,0,0,1,21,0
"60QT001392",68,49,0,3,0,0,0,0,0,0,14,2
"60QT001393",145,60,11,15,0,0,0,0,0,0,48,11
"60QT001394",90,45,1,22,0,0,0,0,0,1,15,6
"60QT001395",150,63,8,16,0,0,0,0,0,12,46,5
"60QT001396",53,31,0,6,0,0,0,0,0,1,11,4
"60QT001397",102,42,6,14,1,0,0,0,0,0,37,2
"60QT001398",73,29,5,18,0,0,0,0,0,0,19,2
"60QT001399",127,49,10,17,0,0,0,0,0,1,37,13
"60QT001400",101,35,15,6,0,0,0,0,0,0,45,0
"60QT001401",83,34,4,13,0,0,0,0,0,0,32,0
"60QT001402",128,56,3,22,2,0,1,0,0,1,36,7
"60QT001403",203,91,3,10,0,0,0,0,0,1,86,12
"60QT001404",97,56,4,5,0,0,0,0,0,0,27,5
"60QT001405",141,42,7,9,2,0,0,0,0,0,76,5
"60QT001406",68,36,10,4,0,0,0,0,0,0,16,2
"60QT001407",111,38,4,8,0,0,0,0,0,0,49,12
"60QT001408",85,32,1,9,0,0,0,2,0,0,31,10
"60QT001409",147,74,11,14,0,0,0,0,0,0,42,6
"60QT001410",108,53,13,12,0,0,0,1,0,0,29,0
"60QT001411",108,51,6,21,0,0,0,0,0,2,23,5
"60QT001412",108,56,5,19,0,0,0,0,0,0,27,1
"60QT001413",143,74,11,19,0,0,0,3,0,1,24,11
"60QT001414",62,26,8,3,0,0,0,0,0,0,24,1
"60QT001415",160,80,7,17,0,0,0,0,0,0,51,5
"60QT001416",118,58,12,9,0,0,0,0,0,0,34,5
"60QT001417",71,36,1,3,0,0,0,0,0,2,29,0
"60QT001418",143,92,5,14,0,0,0,0,0,0,25,7
"60QT001419",60,29,1,7,0,0,0,0,0,0,21,2
"60QT001420",261,155,3,26,0,0,0,0,0,1,67,9
"60QT001421",107,74,1,12,0,0,0,0,0,0,16,4
"60QT001422",133,90,2,4,0,0,0,0,0,0,30,7
"60QT001423",102,73,3,10,0,0,0,0,0,1,10,5
"60QT001424",95,65,2,6,0,0,0,0,0,3,13,6
"60QT001425",119,75,1,9,0,0,1,0,0,0,32,1
"60QT001426",81,54,2,6,0,0,0,0,0,0,16,3
"60QT001427",179,77,1,18,0,0,0,0,0,3,68,12
"60QT001428",69,41,1,2,0,0,0,0,0,0,22,3
"60QT001429",126,69,6,19,0,0,0,0,0,1,24,7
"60QT001430",99,53,7,5,0,0,0,0,0,1,25,8
"60QT001431",135,58,1,20,0,0,0,0,0,3,48,5
"60QT001432",104,34,4,12,1,0,0,0,0,0,37,16
"60QT001433",88,41,1,4,0,0,0,0,0,0,42,0
"60QT001434",151,60,13,26,1,0,0,0,0,0,32,19
"60QT001435",158,73,8,25,2,0,0,0,0,0,45,5
"60QT001436",136,55,5,16,0,0,0,0,0,0,55,5
"60QT001437",213,102,11,17,1,0,0,0,0,0,69,13
"60QT001438",173,96,13,23,0,0,0,0,0,3,34,4
"60QT001439",188,82,10,36,0,0,0,0,0,1,53,6
"60QT001440",101,51,2,13,0,0,0,0,0,1,33,1
"60QT001441",84,39,4,15,1,0,0,3,0,0,17,5
"60QT001442",115,62,8,5,3,0,0,0,0,1,33,3
"60QT001443",73,29,7,12,0,0,0,0,0,0,22,3
"60QT001444",122,50,13,9,0,0,0,0,0,0,45,5
"60QT001445",119,71,2,10,0,0,0,0,0,1,34,1
"60QT001446",82,42,7,12,0,0,0,0,0,0,21,0
"60QT001447",113,35,6,24,0,0,0,3,0,0,38,7
"60QT001448",145,79,7,22,1,0,0,0,0,0,33,3
"60QT001449",91,50,3,5,0,0,0,0,0,1,25,7
"60QT001450",129,65,15,16,0,0,0,0,0,1,27,5
"60QT001451",82,44,3,7,0,0,0,0,0,0,26,2
"60QT001452",77,27,2,17,0,0,0,0,0,0,25,6
"60QT001453",182,78,23,26,0,0,0,0,0,0,37,18
"60QT001454",67,48,4,0,0,0,0,0,0,0,15,0
"60QT001455",102,38,3,13,0,0,0,0,0,0,43,5
"60QT001456",102,35,19,19,0,0,0,0,0,0,29,0
"60QT001457",115,39,17,15,0,0,0,0,0,0,38,6
"60QT001458",153,63,20,21,0,0,0,0,0,1,41,7
"60QT001459",72,42,6,13,0,0,0,0,0,0,8,3
"60QT001460",137,68,9,14,0,0,0,0,0,0,37,9
"60QT001461",58,45,0,1,0,0,0,0,0,0,11,1
"60QT001462",97,47,15,9,0,0,0,0,0,2,20,4
"60QT001463",135,50,18,25,0,0,0,0,0,0,30,12
"60QT001464",219,109,6,26,2,0,0,0,0,0,68,8
"60QT001465",136,25,59,15,0,0,0,0,0,0,24,13
"60QT001466",89,21,47,1,0,0,0,0,0,0,17,3
"60QT001467",122,52,7,24,0,0,0,0,0,0,34,5
"60QT001468",91,40,7,12,0,0,0,0,0,0,27,5
"60QT001469",261,126,10,18,4,0,0,0,0,3,85,15
"60QT001470",166,94,4,15,0,0,0,0,0,1,44,8
"60QT001471",118,54,6,9,0,0,0,0,0,0,40,9
"60QT001472",167,80,5,30,0,0,0,0,0,2,41,9
"60QT001473",168,64,10,39,0,0,1,0,1,3,48,2
"60QT001474",114,56,6,17,0,0,1,0,0,0,31,3
"60QT001475",107,53,11,8,0,0,0,0,0,0,30,5
"60QT001476",74,36,4,20,0,0,0,0,0,0,13,1
"60QT001477",200,86,17,37,0,0,0,0,0,2,53,5
"60QT001478",110,71,1,19,0,0,0,0,0,0,17,2
"60QT001479",216,113,7,41,0,0,0,0,0,0,44,11
"60QT001480",180,106,5,21,0,1,0,0,0,1,34,12
"60QT001481",102,66,3,12,0,0,0,0,0,0,18,3
"60QT001482",129,45,2,26,0,0,0,0,0,1,42,13
"60QT001483",141,66,6,29,0,0,0,0,0,0,32,8
"60QT001484",77,44,3,16,0,0,0,0,0,0,9,5
"60QT001485",231,76,12,48,2,1,0,2,0,1,85,4
"60QT001486",116,67,3,15,0,1,0,0,0,0,28,2
"60QT001487",130,57,6,27,1,0,0,0,0,1,34,4
"60QT001488",112,37,6,20,0,1,0,0,0,1,38,9
"60QT001489",72,31,2,9,0,0,0,0,0,2,25,3
"60QT001490",218,114,5,30,1,0,0,0,0,0,65,3
"60QT001491",85,49,3,5,0,0,0,1,0,0,27,0
"60QT001492",182,61,6,46,0,0,0,0,0,3,61,5
"60QT001493",156,90,2,17,0,0,0,0,0,1,40,6
"60QT001494",128,55,15,15,1,0,0,0,0,0,41,1
"60QT001495",186,83,9,26,0,0,0,0,0,3,61,4
"60QT001496",125,50,3,22,2,0,0,0,0,5,38,5
"60QT001497",146,65,7,24,0,0,1,0,0,0,42,7
"60QT001498",101,71,4,8,0,0,0,0,0,1,15,2
"60QT001499",107,47,7,12,0,0,2,0,0,0,35,4
"60QT001500",112,45,5,11,0,0,0,0,0,0,39,12
"60QT001501",116,49,3,29,0,0,0,0,0,0,32,3
"60QT001502",102,54,5,18,0,0,0,0,0,1,16,8
"60QT001503",101,24,5,19,1,0,0,0,0,0,40,12
"60QT001504",95,52,7,11,0,0,0,0,0,0,24,1
"60QT001505",99,23,2,22,1,0,0,0,0,3,43,5
"60QT001506",120,56,6,9,0,0,0,0,0,0,41,8
"60QT001507",202,111,5,28,0,0,0,0,0,0,50,8
"60QT001508",120,58,10,12,0,0,0,0,0,2,34,4
"60QT001509",141,54,4,30,0,0,0,0,0,2,40,11
"60QT001510",127,48,4,24,0,0,0,0,0,2,40,9
"60QT001511",145,62,10,13,3,0,0,0,0,1,49,7
"60QT001512",98,53,6,7,0,0,0,0,0,0,23,9
"60QT001513",126,58,6,14,1,0,0,0,0,1,41,5
"60QT001514",108,56,3,8,0,0,0,0,0,1,35,5
"60QT001515",80,48,5,11,0,1,0,0,0,0,13,2
"60QT001516",129,54,3,31,0,0,0,0,0,1,28,12
"60QT001517",85,27,4,16,0,0,1,0,0,0,31,6
"60QT001518",119,44,9,18,0,0,0,0,0,0,29,19
"60QT001519",112,59,6,19,2,0,0,0,0,0,17,9
"60QT001520",95,55,1,13,0,0,0,0,0,0,24,2
"60QT001521",107,57,4,17,0,0,0,0,0,0,27,2
"60QT001522",100,58,6,6,0,0,1,0,0,1,20,8
"60QT001523",87,59,3,7,1,0,0,0,0,0,15,2
"60QT001524",85,60,0,6,0,0,0,0,0,0,17,2
"60QT001525",93,38,5,14,0,0,0,0,0,0,30,6
"60QT001526",116,74,5,9,0,0,0,0,0,0,27,1
"60QT001527",102,57,5,20,3,0,0,0,0,0,13,4
"60QT001528",104,52,3,27,0,0,0,0,0,2,17,3
"60QT001529",125,59,5,25,0,0,0,0,0,0,30,6
"60QT001530",107,60,3,18,0,0,0,0,0,0,23,3
"60QT001531",135,57,4,15,2,0,0,0,0,3,53,1
"60QT001532",86,26,3,14,1,0,0,0,0,0,37,5
"60QT001533",105,22,8,17,0,0,0,0,0,2,52,4
"60QT001534",128,74,2,7,0,0,0,0,0,1,38,6
"60QT001535",73,42,1,9,0,0,0,0,0,1,18,2
"60QT001536",164,108,6,19,0,0,0,0,0,0,24,7
"60QT001537",67,19,7,9,0,0,0,0,0,0,24,8
"60QT001538",109,48,17,15,1,0,0,0,0,0,25,3
"60QT001539",98,29,15,15,0,0,0,0,0,2,34,3
"60QT001540",85,34,7,15,0,0,0,0,0,0,26,3
"60QT001541",51,23,16,10,0,0,0,0,0,0,1,1
"60QT001542",245,83,51,11,0,0,0,0,0,3,84,13
"60QT001543",69,20,7,20,0,0,0,0,0,0,21,1
"60QT001544",199,103,35,21,1,0,0,0,0,0,38,1
"60QT001545",109,45,28,16,0,0,0,0,0,0,19,1
"60QT001546",93,44,19,12,0,0,0,0,0,0,17,1
"60QT001547",100,42,0,17,0,0,0,0,0,0,36,5
"60QT001548",81,45,4,13,0,0,1,0,0,0,14,4
"60QT001549",204,99,17,31,0,0,0,0,0,5,44,8
"60QT001550",252,121,19,25,0,0,0,0,0,0,75,12
"60QT001551",86,34,13,8,0,0,0,0,0,1,23,7
"60QT001552",115,52,15,9,0,0,0,0,0,0,30,9
"60QT001553",134,67,16,6,1,0,0,0,0,0,40,4
"60QT001554",67,24,4,4,0,0,0,0,0,0,30,5
"60QT001555",126,79,8,5,0,0,0,0,0,0,26,8
"60QT001556",103,61,5,3,0,0,0,0,0,0,24,10
"60QT001557",69,40,2,8,0,0,0,0,0,2,15,2
"60QT001558",105,54,8,14,0,0,0,0,0,0,28,1
"60QT001559",144,68,8,21,0,0,0,0,0,1,39,7
"60QT001560",114,54,6,14,0,1,0,0,0,1,29,9
"60QT001561",103,37,10,17,0,0,0,0,0,2,34,3
"60QT001562",126,43,15,9,0,0,0,0,0,0,53,6
"60QT001563",81,40,3,10,0,0,0,0,0,1,24,3
"60QT001564",76,20,4,5,0,0,0,0,0,4,31,12
"60QT001565",66,21,4,4,0,0,0,0,0,0,34,3
"60QT001566",167,88,9,14,0,0,0,0,0,0,51,5
"60QT001567",77,33,7,7,0,0,0,0,0,2,27,1
"60QT001568",68,27,8,5,0,0,0,0,0,0,24,4
"60QT001569",88,49,2,4,0,0,3,0,0,0,27,3
"60QT001570",132,59,9,16,0,0,0,0,0,0,37,11
"60QT001571",83,32,3,2,0,0,0,2,0,0,42,2
"60QT001572",160,77,11,15,0,0,0,0,0,0,48,9
"60QT001573",173,78,10,15,4,0,0,4,0,0,44,18
"60QT001574",146,61,10,13,0,1,0,0,0,0,52,9
"60QT001575",74,26,10,5,0,0,0,0,0,2,25,6
"60QT001576",137,66,11,17,0,0,0,0,0,0,31,12
"60QT001577",206,93,11,27,0,0,0,0,0,0,66,9
"60QT001578",80,49,2,3,0,1,0,0,0,2,18,5
"60QT001579",122,70,10,5,0,0,0,0,0,0,35,2
"60QT001580",202,76,15,20,0,0,0,0,0,5,73,13
"60QT001581",73,31,11,9,0,0,0,0,0,0,20,2
"60QT001582",102,29,11,8,0,0,0,0,0,3,43,8
"60QT001583",136,75,12,16,0,0,0,0,0,0,31,2
"60QT001584",158,62,11,16,0,0,0,0,0,2,60,7
"60QT001585",174,68,15,20,0,0,0,8,0,0,57,6
"60QT001586",53,29,1,9,1,0,0,0,0,1,12,0
"60QT001587",115,60,3,19,0,0,0,0,0,0,28,5
"60QT001588",119,72,14,13,0,0,0,0,0,0,13,7
"60QT001589",97,44,6,22,0,0,0,0,0,0,19,6
"60QT001590",114,76,12,5,0,0,0,1,0,0,19,1
"60QT001591",99,52,1,10,0,1,0,0,1,1,31,2
"60QT001592",120,60,4,20,0,0,0,0,0,0,27,9
"60QT001593",111,49,8,4,0,0,0,0,0,2,43,5
"60QT001594",102,49,15,4,0,0,0,0,0,0,27,7
"60QT001595",71,36,2,9,0,0,0,0,0,0,23,1
"60QT001596",176,68,19,25,0,0,1,0,1,3,56,3
"60QT001597",199,94,10,26,0,0,0,0,0,0,55,14
"60QT001598",99,42,7,14,0,0,0,0,0,1,27,8
"60QT001599",117,76,6,10,0,0,0,0,0,0,21,4
"60QT001600",131,57,19,17,0,0,1,0,0,1,30,6
"60QT001601",69,35,3,6,0,0,0,0,0,1,22,2
"60QT001602",106,54,7,12,0,0,0,0,0,1,27,5
"60QT001603",61,24,5,8,0,0,0,0,0,1,19,4
"60QT001604",115,53,10,15,0,0,0,0,0,0,34,3
"60QT001605",64,28,14,13,0,0,0,0,0,0,9,0
"60QT001606",101,47,10,10,0,0,0,0,0,0,29,5
"60QT001607",72,23,11,14,1,0,0,0,0,5,16,2
"60QT001608",113,43,12,10,0,0,0,0,0,1,46,1
"60QT001609",120,29,14,10,1,0,0,0,0,3,41,22
"60QT001610",80,34,10,12,0,0,0,7,0,0,13,4
"60QT001611",185,70,16,16,0,0,1,0,0,2,62,18
"60QT001612",81,37,5,4,0,0,0,3,0,0,30,2
"60QT001613",170,66,10,14,1,0,0,1,0,1,74,3
"60QT001614",153,63,6,22,0,0,0,0,0,1,53,8
"60QT001615",102,56,13,8,0,0,0,0,0,0,20,5
"60QT001616",86,11,7,4,0,0,0,0,0,0,51,13
"60QT001617",89,49,2,10,0,0,0,0,0,0,24,4
"60QT001618",106,55,8,3,0,0,0,0,0,1,36,3
"60QT001619",88,35,13,7,0,0,0,0,0,0,23,10
"60QT001620",69,30,5,4,0,0,0,0,0,0,28,2
"60QT001621",97,60,3,3,0,0,0,0,0,0,18,13
"60QT001622",155,84,8,5,0,0,0,0,0,0,48,10
"60QT001623",159,82,5,8,0,0,0,0,0,2,55,7
"60QT001624",140,54,10,9,0,0,0,0,0,0,54,13
"60QT001625",61,24,4,6,0,0,0,0,0,1,21,5
"60QT001626",90,36,10,1,0,0,0,0,0,0,35,8
"60QT001627",137,58,5,22,0,0,0,0,0,0,50,2
"60QT001628",86,37,8,11,0,0,0,0,0,0,30,0
"60QT001629",174,73,10,16,2,0,0,5,0,1,26,41
"60QT001630",79,47,2,8,0,0,0,0,0,0,19,3
"60QT001631",108,69,2,23,0,0,0,0,0,0,11,3
"60QT001632",131,69,11,11,0,0,0,0,0,1,36,3
"60QT001633",140,83,3,24,0,0,0,0,0,1,24,5
"60QT001634",63,47,0,11,0,0,0,0,0,0,5,0
"60QT001635",57,23,5,9,0,0,0,0,0,3,17,0
"60QT001636",179,99,10,16,0,0,0,0,0,0,52,2
"60QT001637",54,36,6,1,0,0,0,0,0,0,11,0
"60QT001638",123,57,5,14,0,0,0,0,0,0,38,9
"60QT001639",130,44,7,27,0,0,0,0,0,0,51,1
"60QT001640",139,76,3,29,0,0,0,0,0,0,29,2
"60QT001641",98,43,6,10,0,0,1,1,0,0,36,1
"60QT001642",89,42,4,8,1,0,0,0,0,0,26,8
"60QT001643",84,20,5,16,0,0,0,0,0,0,31,12
"60QT001644",101,41,9,5,0,0,0,0,0,0,44,2
"60QT001645",147,53,21,13,0,0,0,0,0,1,48,11
"60QT001646",224,73,24,5,0,0,0,0,0,0,101,21
"60QT001647",155,76,13,12,0,0,0,0,0,1,47,6
"60QT001648",137,69,5,6,0,0,0,0,0,0,50,7
"60QT001649",107,51,6,11,0,0,0,0,0,1,32,6
"60QT001650",86,32,7,8,0,0,0,0,0,1,33,5
"60QT001651",171,53,4,17,0,0,0,0,0,0,54,43
"60QT001652",109,34,2,10,0,0,0,0,0,0,59,4
"60QT001653",104,55,3,15,0,0,0,0,1,1,28,1
"60QT001654",134,84,5,13,0,0,1,0,0,0,24,7
"60QT001655",178,133,3,7,0,0,0,2,0,1,15,17
"60QT001656",128,69,7,10,1,0,0,0,0,0,40,1
"60QT001657",93,44,6,8,0,0,0,0,0,0,32,3
"60QT001658",121,56,10,24,1,0,0,0,0,1,27,2
"60QT001659",87,35,4,22,0,0,0,0,0,6,17,3
"60QT001660",133,71,14,11,0,0,0,0,0,0,33,4
"60QT001661",54,24,1,8,0,0,0,0,0,0,15,6
"60QT001662",100,55,2,5,0,0,0,0,0,0,36,2
"60QT001663",110,77,7,5,0,0,0,0,0,0,14,7
"60QT001664",176,109,2,11,0,0,0,0,0,1,44,9
"60QT001665",134,98,3,7,0,0,0,0,0,1,21,4
"60QT001666",86,65,3,5,0,0,0,0,0,0,11,2
"60QT001667",166,82,6,15,0,0,0,1,0,0,58,4
"60QT001668",105,43,5,9,0,0,0,0,0,3,39,6
"60QT001669",84,43,10,15,0,0,0,0,0,2,14,0
"60QT001670",130,76,4,14,0,0,0,0,0,0,29,7
"60QT001671",59,20,3,14,0,0,0,0,0,3,16,3
"60QT001672",101,59,5,23,0,0,0,0,0,0,13,1
"60QT001673",56,11,2,6,0,2,0,1,0,0,26,8
"60QT001674",149,82,16,13,0,0,0,0,0,0,32,6
"60QT001675",64,38,2,4,2,0,0,0,0,0,17,1
"60QT001676",156,90,8,29,1,0,0,0,0,0,23,5
"60QT001677",125,66,11,8,0,0,0,0,0,0,36,4
"60QT001678",79,52,3,3,0,0,0,0,0,1,16,4
"60QT001679",216,119,2,17,2,0,0,4,0,0,56,16
"60QT001680",118,60,7,17,0,0,0,0,0,1,25,8
"60QT001681",108,46,8,9,0,0,0,0,0,0,39,6
"60QT001682",141,59,13,13,0,0,0,0,0,0,48,8
"60QT001683",63,26,3,4,0,0,0,0,0,0,23,7
"60QT001684",129,53,7,4,0,0,0,0,0,2,55,8
"60QT001685",74,32,5,5,0,0,0,0,0,0,30,2
"60QT001686",65,48,1,8,0,0,0,0,0,2,4,2
"60QT001687",104,55,5,15,0,0,0,0,0,0,29,0
"60QT001688",136,85,3,15,0,0,0,1,0,0,27,5
"60QT001689",167,118,2,20,0,0,0,0,0,0,24,3
"60QT001690",87,46,3,9,0,1,0,0,0,0,23,5
"60QT001691",108,63,4,21,0,0,0,0,0,0,17,3
"60QT001692",142,70,11,10,0,0,4,0,0,0,38,9
"60QT001693",82,29,7,8,0,0,0,0,0,0,30,8
"60QT001694",151,83,7,8,0,0,0,0,0,0,41,12
"60QT001695",81,28,8,4,0,0,0,0,0,0,22,19
"60QT001696",191,106,5,23,0,1,0,0,0,1,44,11
"60QT001697",131,67,8,22,0,0,0,0,0,0,29,5
"60QT001698",165,97,0,22,0,0,0,0,0,0,45,1
"60QT001699",171,86,6,2,0,0,0,0,0,0,62,15
"60QT001700",71,37,1,4,0,0,0,0,0,0,28,1
"60QT001701",99,74,2,3,0,0,0,0,0,0,17,3
"60QT001702",100,59,1,6,0,0,0,0,0,0,23,11
"60QT001703",205,136,6,21,0,0,0,1,0,0,33,8
"60QT001704",112,71,3,16,0,0,0,0,0,1,17,4
"60QT001705",76,59,4,1,0,0,0,0,0,0,10,2
"60QT001706",144,77,2,4,0,0,0,0,0,5,46,10
"60QT001707",56,48,1,2,0,0,0,0,0,0,5,0
"60QT001708",62,52,1,6,0,0,0,0,0,0,2,1
"60QT001709",208,111,10,15,0,0,0,5,0,0,58,9
"60QT001710",132,81,4,3,0,0,0,0,0,0,41,3
"60QT001711",76,34,3,12,0,0,0,0,0,0,21,6
"60QT001712",88,59,5,7,0,0,0,0,0,0,12,5
"60QT001713",82,55,0,1,0,0,0,0,0,0,25,1
"60QT001714",109,62,5,3,1,0,0,0,0,0,31,7
"60QT001715",99,51,8,7,0,0,0,0,0,0,24,9
"60QT001716",167,52,10,12,1,0,0,0,0,1,71,20
"60QT001717",245,127,4,27,0,0,0,0,0,0,74,13
"60QT001718",203,104,1,11,0,0,0,0,0,1,64,22
"60QT001719",107,45,7,15,0,0,0,0,0,0,30,10
"60QT001720",136,72,7,14,0,0,0,0,0,0,35,8
"60QT001721",118,51,3,25,0,0,0,0,0,0,36,3
"60QT001722",281,128,17,56,0,0,0,0,0,1,60,19
"60QT001723",161,115,0,1,0,0,0,0,0,1,40,4
"60QT001724",409,227,25,27,0,0,0,0,0,3,112,15
"60QT001725",285,133,23,36,1,0,0,0,0,0,85,7
"60QT001726",81,44,8,15,0,0,0,0,0,0,12,2
"60QT001727",131,48,10,15,0,0,0,0,0,2,52,4
"60QT001728",106,48,7,15,0,0,0,0,0,0,36,0
"60QT001729",89,36,4,14,0,0,0,0,0,0,33,2
"60QT001730",128,44,5,18,0,0,0,0,0,1,53,7
"60QT001731",182,79,21,27,0,1,0,0,0,0,48,6
"60QT001732",79,37,2,6,0,0,0,0,0,1,32,1
"60QT001733",63,18,6,7,0,0,0,0,0,0,24,8
"60QT001734",101,45,8,8,0,0,0,0,0,0,34,6
"60QT001735",164,51,24,20,0,0,0,4,0,2,53,10
"60QT001736",106,70,2,18,1,0,0,0,0,0,14,1
"60QT001737",63,35,4,11,0,0,0,0,0,0,12,1
"60QT001738",115,43,12,24,1,0,0,0,0,0,29,6
"60QT001739",120,36,9,14,0,0,0,0,0,2,45,14
"60QT001740",107,59,12,8,0,0,0,0,0,0,26,2
"60QT001741",135,63,15,16,0,0,0,0,0,0,33,8
"60QT001742",97,34,4,20,0,0,0,0,0,0,23,16
"60QT001743",132,62,3,28,0,0,0,0,0,1,31,7
"60QT001744",95,28,6,20,0,0,0,0,0,1,37,3
"60QT001745",99,43,5,15,0,0,0,0,0,1,35,0
"60QT001746",71,31,12,11,0,0,0,0,1,1,9,6
"60QT001747",113,63,10,17,0,0,0,0,0,0,15,8
"60QT001748",100,31,6,16,0,0,0,0,0,2,37,8
"60QT001749",174,56,20,18,0,0,0,0,0,2,68,10
"60QT001750",105,52,7,18,0,0,0,0,0,1,22,5
"60QT001751",140,62,12,18,1,0,0,0,0,0,46,1
"60QU000001",66,29,9,8,0,0,0,0,0,0,19,1
"60QU000002",136,79,12,19,0,0,0,0,0,0,20,6
"60QU000003",353,116,54,7,1,0,0,0,0,0,28,147
"60QU000004",139,55,24,19,1,0,0,0,0,1,27,12
"60QU000005",67,36,13,3,0,0,0,0,0,1,13,1
"60QU000006",109,41,33,12,4,0,0,0,0,1,16,2
"60QU000007",170,68,30,22,1,0,0,0,0,0,42,7
