"output_area","ALL PEOPLE","No qualifications or qualifications outwith these groups","Group 1","Group 2","Group 3","Group 4"
"60QP002291",85,40,23,12,5,5
"60QP002292",66,22,20,13,1,10
"60QP002293",55,23,14,8,3,7
"60QP002294",71,30,25,6,1,9
"60QP002295",70,27,21,10,3,9
"60QP002296",71,30,19,11,5,6
"60QP002297",57,20,19,8,2,8
"60QP002298",85,25,25,14,5,16
"60QP002299",49,11,19,6,3,10
"60QP002300",100,30,39,20,3,8
"60QP002301",62,24,16,8,5,9
"60QP002302",131,32,51,26,7,15
"60QP002303",109,47,34,18,7,3
"60QP002304",72,31,19,10,1,11
"60QP002305",78,18,18,12,7,23
"60QP002306",57,9,9,9,5,25
"60QP002307",52,3,12,12,10,15
"60QP002308",123,33,38,13,11,28
"60QP002309",91,18,21,22,14,16
"60QP002310",78,8,11,28,4,27
"60QP002311",85,40,16,11,11,7
"60QP002312",58,27,11,11,3,6
"60QP002313",64,23,13,13,1,14
"60QP002314",130,57,45,13,6,9
"60QP002315",68,24,36,4,1,3
"60QP002316",156,72,50,14,11,9
"60QP002317",98,32,36,13,2,15
"60QP002318",78,31,25,12,2,8
"60QP002319",102,40,33,17,5,7
"60QP002320",86,36,31,4,8,7
"60QP002321",98,41,36,13,5,3
"60QP002322",60,30,19,5,1,5
"60QP002323",41,10,21,6,2,2
"60QP002324",72,38,26,5,1,2
"60QP002325",69,31,24,4,1,9
"60QP002326",57,28,19,7,0,3
"60QP002327",61,37,18,4,0,2
"60QP002328",113,48,32,19,5,9
"60QP002329",79,34,29,7,5,4
"60QP002330",99,38,36,8,8,9
"60QP002331",79,29,28,14,4,4
"60QP002332",89,34,30,12,3,10
"60QP002333",88,39,28,13,5,3
"60QP002334",72,30,21,13,2,6
"60QP002335",97,38,29,13,5,12
"60QP002336",77,31,27,7,4,8
"60QP002337",43,16,16,4,4,3
"60QP002338",72,26,30,7,3,6
"60QP002339",44,21,17,1,3,2
"60QP002340",92,37,20,13,5,17
"60QP002341",74,36,25,6,1,6
"60QP002342",160,70,63,11,6,10
"60QP002343",129,31,48,22,10,18
"60QP002344",107,48,30,18,4,7
"60QP002345",84,45,22,9,4,4
"60QP002346",139,58,49,15,5,12
"60QP002347",76,26,23,10,9,8
"60QP002348",115,43,39,14,5,14
"60QP002349",104,45,32,8,8,11
"60QP002350",87,25,23,19,4,16
"60QP002351",21,18,2,0,0,1
"60QP002352",60,28,16,9,1,6
"60QP002353",87,19,22,20,2,24
"60QP002354",81,15,20,14,8,24
"60QP002355",92,18,23,14,7,30
"60QP002356",91,18,30,15,7,21
"60QP002357",77,14,19,19,5,20
"60QP002358",85,8,19,11,6,41
"60QP002359",79,21,34,10,4,10
"60QP002360",50,20,13,7,3,7
"60QP002361",46,15,16,9,1,5
"60QP002362",110,32,47,17,7,7
"60QP002363",31,10,10,7,3,1
"60QP002364",83,29,33,8,3,10
"60QP002365",89,31,27,14,5,12
"60QP002366",93,29,35,15,6,8
"60QP002367",36,16,12,5,0,3
"60QP002368",57,32,15,5,1,4
"60QP002369",52,24,9,11,6,2
"60QP002370",102,36,34,16,3,13
"60QP002371",91,27,37,17,5,5
"60QP002372",62,13,21,18,2,8
"60QP002373",85,31,21,15,9,9
"60QP002374",149,28,55,30,9,27
"60QP002375",147,28,36,31,20,32
"60QP002376",97,19,29,20,9,20
"60QP002377",117,20,35,20,11,31
"60QP002378",102,24,29,23,8,18
"60QP002379",103,19,36,12,11,25
"60QP002380",112,24,27,27,9,25
"60QP002381",108,23,33,25,4,23
"60QP002382",112,20,34,20,7,31
"60QP002383",105,19,36,22,11,17
"60QP002384",96,15,40,25,6,10
"60QP002385",108,29,40,22,2,15
"60QP002386",92,19,29,15,10,19
"60QP002387",103,12,33,23,11,24
"60QP002388",180,50,45,31,14,40
"60QP002389",86,26,21,18,3,18
"60QP002390",66,14,23,17,2,10
"60QP002391",36,20,10,3,0,3
"60QP002392",98,50,19,15,5,9
"60QP002393",86,23,27,16,6,14
"60QP002394",68,23,21,10,5,9
"60QP002395",69,36,19,6,3,5
"60QP002396",59,25,19,5,4,6
"60QP002397",73,26,25,12,0,10
"60QP002398",98,42,35,9,6,6
"60QP002399",59,27,22,8,0,2
"60QP002400",43,25,9,3,0,6
"60QP002401",72,31,26,7,3,5
"60QP002402",82,33,31,10,2,6
"60QP002403",64,24,16,15,0,9
"60QP002404",54,27,20,3,1,3
"60QP002405",62,30,16,6,2,8
"60QP002406",94,16,16,17,7,38
"60QP002407",93,13,26,15,8,31
"60QP002408",97,22,31,21,3,20
"60QP002409",85,13,11,14,9,38
"60QP002410",106,33,31,21,4,17
"60QP002411",70,25,22,14,3,6
"60QP002412",29,14,8,3,0,4
"60QP002413",66,17,18,13,2,16
"60QP002414",90,33,22,16,3,16
"60QP002415",66,31,30,2,2,1
"60QP002416",79,26,31,9,3,10
"60QP002417",72,31,23,11,3,4
"60QP002418",59,21,19,9,4,6
"60QP002419",110,14,36,25,8,27
"60QP002420",89,18,25,16,9,21
"60QP002421",90,24,20,23,3,20
"60QP002422",60,13,14,14,6,13
"60QP002423",65,6,22,15,4,18
"60QP002424",103,47,27,15,4,10
"60QP002425",75,23,30,12,6,4
"60QP002426",79,32,24,9,5,9
"60QP002427",126,69,31,17,4,5
"60QP002428",110,40,24,16,4,26
"60QP002429",92,13,22,17,6,34
"60QP002430",74,34,21,7,3,9
"60QP002431",101,22,18,26,7,28
"60QP002432",78,15,14,16,7,26
"60QP002433",93,17,25,18,12,21
"60QP002434",97,18,27,26,3,23
"60QP002435",81,11,26,13,6,25
"60QP002436",107,18,31,22,5,31
"60QP002437",88,22,19,21,8,18
"60QP002438",94,14,22,23,7,28
"60QP002439",130,18,21,27,10,54
"60QP002440",1666,156,72,948,70,420
"60QP002441",93,20,29,11,7,26
"60QP002442",66,19,15,10,4,18
"60QP002443",135,20,41,24,12,38
"60QP002444",123,24,28,27,7,37
"60QP002445",88,10,23,27,8,20
"60QP002446",123,22,20,21,7,53
"60QP002447",78,9,21,14,8,26
"60QP002448",105,17,26,13,12,37
"60QP002449",78,10,15,21,9,23
"60QP002450",89,16,10,21,3,39
"60QP002451",110,19,28,21,5,37
"60QP002452",75,10,17,13,8,27
"60QP002453",98,15,22,15,11,35
"60QP002454",81,10,10,22,7,32
"60QP002455",62,13,13,18,6,12
"60QP002456",129,23,33,24,9,40
"60QP002457",140,25,13,23,10,69
"60QP002458",65,7,3,14,2,39
"60QP002459",30,7,6,5,0,12
"60QP002460",59,5,13,14,3,24
"60QP002461",105,23,25,21,5,31
"60QP002462",107,31,19,13,4,40
"60QP002463",87,13,12,6,6,50
"60QP002464",86,16,21,7,3,39
"60QP002465",80,10,15,25,4,26
"60QP002466",120,20,13,14,5,68
"60QP002467",78,4,9,16,13,36
"60QP002468",121,17,18,24,8,54
"60QP002469",91,6,14,22,8,41
"60QP002470",75,14,13,18,9,21
"60QP002471",79,21,23,10,3,22
"60QP002472",97,17,19,22,9,30
"60QP002473",147,19,30,30,14,54
"60QP002474",141,18,31,31,9,52
"60QP002475",115,12,31,29,9,34
"60QP002476",127,22,24,23,4,54
"60QP002477",71,26,20,12,3,10
"60QP002478",78,16,15,16,7,24
"60QP002479",81,31,22,9,6,13
"60QP002480",135,62,33,18,7,15
"60QP002481",91,33,30,9,11,8
"60QP002482",100,18,25,16,7,34
"60QP002483",143,10,24,33,14,62
"60QP002484",165,12,24,34,5,90
"60QP002485",82,7,10,23,7,35
"60QP002486",78,11,13,20,6,28
"60QP002487",55,17,21,5,2,10
"60QP002488",138,10,17,17,10,84
"60QP002489",91,7,12,15,4,53
"60QP002490",99,10,6,19,5,59
"60QP002491",85,10,13,16,8,38
"60QP002492",42,17,7,5,2,11
"60QP002493",91,19,31,16,5,20
"60QP002494",135,26,46,27,8,28
"60QP002495",88,24,23,14,6,21
"60QP002496",97,22,23,20,4,28
"60QP002497",102,18,29,24,5,26
"60QP002498",83,23,24,16,4,16
"60QP002499",148,28,33,32,9,46
"60QP002500",129,21,31,32,10,35
"60QP002501",87,21,24,16,8,18
"60QP002502",83,21,24,16,2,20
"60QP002503",74,18,13,11,11,21
"60QP002504",71,23,16,11,2,19
"60QP002505",61,11,13,15,4,18
"60QP002506",71,17,17,13,9,15
"60QP002507",112,26,31,21,4,30
"60QP002508",68,13,9,18,8,20
"60QP002509",83,22,17,18,8,18
"60QP002510",45,13,6,5,0,21
"60QP002511",154,21,23,33,9,68
"60QP002512",118,30,31,22,6,29
"60QP002513",114,24,24,21,6,39
"60QP002514",82,11,8,11,7,45
"60QP002515",122,4,15,16,7,80
"60QP002516",74,28,18,8,2,18
"60QP002517",55,12,15,8,8,12
"60QP002518",99,21,12,11,7,48
"60QP002519",72,18,19,11,3,21
"60QP002520",80,31,13,11,3,22
"60QP002521",77,24,13,12,1,27
"60QP002522",62,20,15,8,1,18
"60QP002523",63,12,17,12,2,20
"60QP002524",65,17,15,9,6,18
"60QP002525",84,21,16,18,5,24
"60QP002526",84,23,20,6,6,29
"60QP002527",68,15,22,12,3,16
"60QP002528",71,44,19,5,2,1
"60QP002529",96,38,39,13,1,5
"60QP002530",73,18,20,14,7,14
"60QP002531",71,18,14,14,11,14
"60QP002532",79,27,24,11,3,14
"60QP002533",60,18,20,5,3,14
"60QP002534",105,65,19,11,3,7
"60QP002535",65,12,11,11,4,27
"60QP002536",83,31,11,8,7,26
"60QP002537",137,28,27,19,8,55
"60QP002538",89,19,12,17,2,39
"60QP002539",75,29,17,10,4,15
"60QP002540",81,19,24,14,6,18
"60QP002541",43,6,15,7,4,11
"60QP002542",72,13,17,12,11,19
"60QP002543",120,24,30,28,5,33
"60QP002544",95,9,11,15,5,55
"60QP002545",86,14,13,20,3,36
"60QP002546",53,15,13,8,6,11
"60QP002547",126,25,26,11,9,55
"60QP002548",126,28,21,23,7,47
"60QP002549",118,21,24,17,9,47
"60QP002550",95,14,14,14,4,49
"60QP002551",115,23,27,20,3,42
"60QP002552",123,22,28,23,2,48
"60QP002553",100,17,18,21,7,37
"60QP002554",94,11,15,19,8,41
"60QP002555",65,24,10,9,3,19
"60QP002556",75,7,10,18,4,36
"60QP002557",107,10,10,15,12,60
"60QP002558",73,15,5,15,4,34
"60QP002559",50,7,14,6,1,22
"60QP002560",75,20,5,9,3,38
"60QP002561",66,16,13,8,3,26
"60QP002562",70,15,15,15,6,19
"60QP002563",71,14,14,16,2,25
"60QP002564",121,41,22,14,5,39
"60QP002565",94,33,21,16,8,16
"60QP002566",73,23,14,7,5,24
"60QP002567",55,3,11,11,9,21
"60QP002568",73,12,16,9,8,28
"60QP002569",71,27,15,10,5,14
"60QP002570",48,30,12,4,0,2
"60QP002571",111,23,24,14,4,46
"60QP002572",126,38,20,20,10,38
"60QP002573",121,15,22,26,12,46
"60QP002574",83,22,23,15,5,18
"60QP002575",95,35,29,11,7,13
"60QP002576",95,31,32,17,1,14
"60QP002577",119,39,54,15,4,7
"60QP002578",64,42,13,4,3,2
"60QP002579",58,43,9,2,1,3
"60QP002580",88,54,28,2,0,4
"60QP002581",96,56,30,4,2,4
"60QP002582",85,46,22,8,3,6
"60QP002583",70,29,22,4,5,10
"60QP002584",63,13,20,11,6,13
"60QP002585",76,32,14,12,6,12
"60QP002586",101,25,42,20,4,10
"60QP002587",80,25,25,11,8,11
"60QP002588",74,22,30,11,4,7
"60QP002589",67,46,15,2,1,3
"60QP002590",53,34,12,4,0,3
"60QP002591",98,24,32,10,7,25
"60QP002592",128,75,28,11,7,7
"60QP002593",34,25,5,4,0,0
"60QP002594",107,70,26,4,3,4
"60QP002595",88,57,16,6,4,5
"60QP002596",104,64,21,8,2,9
"60QP002597",61,34,17,0,4,6
"60QP002598",60,29,17,4,1,9
"60QP002599",67,35,15,6,1,10
"60QP002600",83,16,10,13,8,36
"60QP002601",114,29,18,19,8,40
"60QP002602",98,7,11,13,1,66
"60QP002603",106,29,25,20,7,25
"60QP002604",66,42,16,6,0,2
"60QP002605",70,28,19,6,2,15
"60QP002606",86,18,21,13,9,25
"60QP002607",92,28,20,20,7,17
"60QP002608",90,29,26,24,1,10
"60QP002609",76,30,20,9,3,14
"60QP002610",83,28,29,13,3,10
"60QP002611",89,21,19,16,1,32
"60QP002612",58,32,17,5,1,3
"60QP002613",63,35,14,7,2,5
"60QP002614",63,32,20,6,3,2
"60QP002615",67,36,16,7,3,5
"60QP002616",105,48,27,11,2,17
"60QP002617",57,25,24,6,1,1
"60QP002618",81,37,26,6,8,4
"60QP002619",35,18,12,5,0,0
"60QP002620",71,32,23,8,1,7
"60QP002621",100,55,33,7,3,2
"60QP002622",114,67,36,3,5,3
"60QP002623",107,62,23,10,4,8
"60QP002624",107,50,32,12,3,10
"60QP002625",39,32,5,1,0,1
"60QP002626",116,54,33,14,5,10
"60QP002627",77,37,22,8,3,7
"60QP002628",82,40,17,11,6,8
"60QP002629",65,36,17,2,3,7
"60QP002630",87,49,24,6,2,6
"60QP002631",76,45,17,8,2,4
"60QP002632",73,46,13,4,4,6
"60QP002633",37,13,15,3,1,5
"60QP002634",70,25,27,9,1,8
"60QP002635",80,27,30,9,6,8
"60QP002636",85,49,19,7,3,7
"60QP002637",75,47,14,7,3,4
"60QP002638",117,53,35,9,3,17
"60QP002639",105,68,18,11,4,4
"60QP002640",84,38,19,15,4,8
"60QP002641",63,46,6,9,0,2
"60QP002642",63,29,23,5,1,5
"60QP002643",66,29,15,6,5,11
"60QP002644",67,46,10,4,5,2
"60QP002645",86,47,26,6,6,1
"60QP002646",104,26,36,18,12,12
"60QP002647",139,74,34,13,6,12
"60QP002648",83,35,25,14,0,9
"60QP002649",66,36,13,8,2,7
"60QP002650",120,75,24,12,1,8
"60QP002651",85,45,18,9,4,9
"60QP002652",76,50,13,10,3,0
"60QP002653",70,33,14,6,3,14
"60QP002654",60,31,15,5,1,8
"60QP002655",138,40,39,29,7,23
"60QP002656",58,23,18,10,3,4
"60QP002657",90,36,29,9,10,6
"60QP002658",77,47,16,7,2,5
"60QP002659",40,17,13,8,0,2
"60QP002660",53,25,12,6,2,8
"60QP002661",88,37,25,12,4,10
"60QP002662",112,54,33,14,4,7
"60QP002663",63,30,19,7,2,5
"60QP002664",68,42,16,4,4,2
"60QP002665",63,28,18,7,2,8
"60QP002666",96,48,23,12,6,7
"60QP002667",46,23,11,6,3,3
"60QP002668",106,49,28,19,3,7
"60QP002669",97,37,28,20,4,8
"60QP002670",84,35,32,6,4,7
"60QP002671",72,33,22,7,3,7
"60QP002672",90,46,23,8,1,12
"60QP002673",68,24,20,7,3,14
"60QP002674",121,16,23,27,7,48
"60QP002675",152,18,10,35,3,86
"60QP002676",62,8,9,14,4,27
"60QP002677",66,13,7,9,7,30
"60QP002678",106,12,11,15,3,65
"60QP002679",112,14,17,19,5,57
"60QP002680",91,12,4,15,3,57
"60QP002681",85,7,2,9,4,63
"60QP002682",111,4,9,18,4,76
"60QP002683",173,35,24,37,5,72
"60QP002684",140,15,8,63,10,44
"60QP002685",81,10,8,26,8,29
"60QP002686",79,14,7,13,12,33
"60QP002687",116,29,11,43,5,28
"60QP002688",124,9,10,52,7,46
"60QP002689",109,34,14,26,11,24
"60QP002690",92,55,16,8,4,9
"60QP002691",33,8,7,4,1,13
"60QP002692",82,29,26,13,3,11
"60QP002693",40,21,12,2,3,2
"60QP002694",64,24,13,8,3,16
"60QP002695",50,19,14,4,3,10
"60QP002696",40,19,9,4,3,5
"60QP002697",42,23,8,2,2,7
"60QP002698",106,58,19,11,5,13
"60QP002699",89,13,25,13,5,33
"60QP002700",76,17,23,11,2,23
"60QP002701",82,24,17,11,3,27
"60QP002702",79,37,19,9,3,11
"60QP002703",132,32,17,35,9,39
"60QP002704",78,39,21,8,0,10
"60QP002705",85,15,16,7,7,40
"60QP002706",92,16,9,16,3,48
"60QP002707",68,10,17,12,1,28
"60QP002708",111,9,4,39,10,49
"60QP002709",101,11,10,34,15,31
"60QP002710",81,4,8,15,5,49
"60QP002711",2032,81,30,1784,19,118
"60QP002712",87,7,6,19,10,45
"60QP002713",96,5,5,20,4,62
"60QP002714",132,14,7,46,10,55
"60QP002715",66,1,3,23,9,30
"60QP002716",100,8,7,16,4,65
"60QP002717",88,5,7,38,2,36
"60QP002718",82,14,28,14,4,22
"60QP002719",92,25,18,16,5,28
"60QP002720",81,22,19,13,7,20
"60QP002721",73,27,17,9,4,16
"60QP002722",64,17,20,14,3,10
"60QP002723",131,22,43,25,9,32
"60QP002724",56,11,18,11,2,14
"60QP002725",73,20,22,7,5,19
"60QP002726",120,18,37,22,9,34
"60QP002727",123,26,34,18,11,34
"60QP002728",90,16,18,18,4,34
"60QP002729",77,11,18,8,4,36
"60QP002730",69,12,10,11,6,30
"60QP002731",27,7,6,4,0,10
"60QP002732",126,64,37,10,5,10
"60QP002733",101,45,32,15,3,6
"60QP002734",96,50,31,5,2,8
"60QP002735",85,43,29,6,2,5
"60QP002736",85,44,24,6,2,9
"60QP002737",93,38,31,10,4,10
"60QP002738",91,48,24,7,4,8
"60QP002739",63,30,21,8,2,2
"60QP002740",58,32,11,1,1,13
"60QP002741",94,37,32,12,4,9
"60QP002742",47,15,21,7,1,3
"60QP002743",75,43,23,2,3,4
"60QP002744",92,42,32,8,3,7
"60QP002745",69,35,18,8,0,8
"60QP002746",52,26,18,4,0,4
"60QP002747",102,42,41,12,3,4
"60QP002748",51,26,14,2,5,4
"60QP002749",102,12,14,19,8,49
"60QP002750",51,28,10,8,1,4
"60QP002751",60,12,8,7,3,30
"60QP002752",132,20,15,22,19,56
"60QP002753",61,28,20,5,3,5
"60QP002754",70,37,19,5,4,5
"60QP002755",74,22,10,8,3,31
"60QP002756",96,33,30,11,4,18
"60QP002757",105,10,19,17,5,54
"60QP002758",95,3,10,14,7,61
"60QP002759",81,13,19,16,4,29
"60QP002760",93,6,13,12,6,56
"60QP002761",90,7,12,12,6,53
"60QP002762",74,7,5,13,4,45
"60QP002763",106,21,19,16,6,44
"60QP002764",82,11,22,14,4,31
"60QP002765",63,6,24,11,3,19
"60QP002766",116,19,19,15,5,58
"60QP002767",104,14,14,15,1,60
"60QP002768",67,10,10,10,2,35
"60QP002769",75,6,10,10,4,45
"60QP002770",65,8,9,8,5,35
"60QP002771",72,14,21,13,3,21
"60QP002772",78,18,27,10,9,14
"60QP002773",81,12,22,10,7,30
"60QP002774",90,24,16,17,5,28
"60QP002775",79,36,23,10,3,7
"60QP002776",101,26,27,4,5,39
"60QP002777",62,24,24,5,4,5
"60QP002778",77,44,20,1,4,8
"60QP002779",82,38,21,6,5,12
"60QP002780",47,18,20,1,4,4
"60QP002781",88,35,33,10,2,8
"60QP002782",69,31,25,6,2,5
"60QP002783",77,39,23,9,1,5
"60QP002784",136,51,35,21,9,20
"60QP002785",111,61,28,13,2,7
"60QP002786",68,25,15,9,4,15
"60QP002787",67,30,20,11,3,3
"60QP002788",71,22,14,10,3,22
"60QP002789",86,40,26,10,5,5
"60QP002790",43,24,7,4,1,7
"60QP002791",81,37,21,9,1,13
"60QP002792",81,34,33,7,1,6
"60QP002793",77,34,21,10,5,7
"60QP002794",68,9,17,14,2,26
"60QP002795",98,21,41,18,7,11
"60QP002796",145,56,36,23,8,22
"60QP002797",45,16,8,6,3,12
"60QP002798",152,40,54,21,12,25
"60QP002799",109,49,25,15,9,11
"60QP002800",117,48,38,16,4,11
"60QP002801",92,30,30,17,6,9
"60QP002802",82,27,23,13,5,14
"60QP002803",70,32,27,6,1,4
"60QP002804",118,64,28,13,5,8
"60QP002805",91,39,30,14,5,3
"60QP002806",106,51,33,17,1,4
"60QP002807",87,52,25,6,2,2
"60QP002808",93,45,26,12,2,8
"60QP002809",104,48,35,11,5,5
"60QP002810",88,21,30,14,7,16
"60QP002811",57,23,18,5,2,9
"60QP002812",90,43,30,6,2,9
"60QP002813",45,22,13,3,2,5
"60QP002814",103,49,41,10,0,3
"60QP002815",115,15,41,25,12,22
"60QP002816",76,25,25,10,3,13
"60QP002817",75,39,21,10,3,2
"60QP002818",97,54,27,11,0,5
"60QP002819",114,52,41,13,4,4
"60QP002820",98,48,34,8,2,6
"60QP002821",61,30,12,9,2,8
"60QP002822",126,63,40,12,2,9
"60QP002823",73,38,19,12,3,1
"60QP002824",84,46,23,8,4,3
"60QP002825",101,52,30,11,4,4
"60QP002826",105,60,37,5,1,2
"60QP002827",105,52,32,7,7,7
"60QP002828",86,34,24,6,7,15
"60QP002829",76,25,34,6,6,5
"60QP002830",82,43,32,3,1,3
"60QP002831",54,27,13,11,3,0
"60QP002832",59,37,14,5,2,1
"60QP002833",42,23,13,5,1,0
"60QP002834",75,42,14,12,3,4
"60QP002835",52,20,17,7,0,8
"60QP002836",75,42,22,8,1,2
"60QP002837",62,21,22,6,1,12
"60QP002838",60,26,19,8,3,4
"60QP002839",84,42,29,7,4,2
"60QP002840",92,46,32,5,2,7
"60QP002841",29,15,9,4,1,0
"60QP002842",77,46,21,6,2,2
"60QP002843",88,47,29,8,1,3
"60QP002844",92,40,26,5,8,13
"60QP002845",86,18,17,14,4,33
"60QP002846",110,29,31,24,8,18
"60QP002847",94,14,26,17,5,32
"60QP002848",95,16,24,20,6,29
"60QP002849",116,27,38,20,4,27
"60QP002850",92,24,25,16,6,21
"60QP002851",76,31,22,12,1,10
"60QP002852",93,37,35,7,6,8
"60QP002853",128,68,43,10,1,6
"60QP002854",52,35,14,1,0,2
"60QP002855",93,57,24,4,4,4
"60QP002856",98,53,36,6,0,3
"60QP002857",95,63,22,8,2,0
"60QP002858",40,22,9,3,3,3
"60QP002859",77,39,24,3,7,4
"60QP002860",84,29,24,13,3,15
"60QP002861",63,31,12,8,4,8
"60QP002862",122,71,31,10,2,8
"60QP002863",71,36,20,10,1,4
"60QP002864",75,47,15,7,3,3
"60QP002865",71,37,23,4,0,7
"60QP002866",61,39,7,6,3,6
"60QP002867",42,20,10,5,2,5
"60QP002868",65,27,16,9,6,7
"60QP002869",77,35,21,12,4,5
"60QP002870",38,29,4,0,2,3
"60QP002871",125,39,45,12,8,21
"60QP002872",80,17,19,22,5,17
"60QP002873",107,29,24,32,6,16
"60QP002874",84,36,35,5,3,5
"60QP002875",65,31,18,4,2,10
"60QP002876",158,59,50,28,7,14
"60QP002877",59,26,17,8,3,5
"60QP002878",45,21,16,6,1,1
"60QP002879",65,32,18,6,0,9
"60QP002880",54,27,18,4,1,4
"60QP002881",65,31,22,5,1,6
"60QP002882",89,49,25,7,3,5
"60QP002883",97,56,23,10,4,4
"60QP002884",61,33,13,6,4,5
"60QP002885",80,25,22,17,7,9
"60QP002886",63,20,30,7,5,1
"60QP002887",88,51,21,6,1,9
"60QP002888",90,46,32,4,4,4
"60QP002889",109,54,37,11,2,5
"60QP002890",93,39,26,18,4,6
"60QP002891",95,49,28,13,2,3
"60QP002892",82,33,23,16,3,7
"60QP002893",89,38,28,9,2,12
"60QP002894",91,48,30,6,2,5
"60QP002895",68,31,18,8,2,9
"60QP002896",102,67,23,4,1,7
"60QP002897",109,43,29,15,3,19
"60QP002898",96,17,16,19,10,34
"60QP002899",109,13,21,27,12,36
"60QP002900",77,41,24,6,2,4
"60QP002901",67,39,17,6,2,3
"60QP002902",69,39,18,6,2,4
"60QP002903",115,38,29,14,8,26
"60QP002904",119,19,29,22,7,42
"60QP002905",136,60,40,21,8,7
"60QP002906",76,24,29,9,4,10
"60QP002907",66,12,25,11,5,13
"60QP002908",110,27,34,27,5,17
"60QP002909",109,48,37,10,6,8
"60QP002910",126,64,30,11,4,17
"60QP002911",126,62,41,14,4,5
"60QP002912",88,35,35,9,2,7
"60QP002913",80,28,19,9,3,21
"60QP002914",135,49,51,26,2,7
"60QP002915",106,48,31,18,5,4
"60QP002916",102,25,22,18,7,30
"60QP002917",81,31,22,5,9,14
"60QP002918",62,24,13,8,3,14
"60QP002919",108,42,25,17,7,17
"60QP002920",124,60,32,17,2,13
"60QP002921",63,25,16,10,2,10
"60QP002922",74,31,25,12,4,2
"60QP002923",153,19,37,31,10,56
"60QP002924",126,19,38,32,7,30
"60QP002925",81,14,32,12,5,18
"60QP002926",91,18,23,18,6,26
"60QP002927",94,28,25,19,7,15
"60QP002928",140,33,32,36,11,28
"60QP002929",101,43,25,15,2,16
"60QP002930",87,11,27,19,13,17
"60QP002931",94,20,29,13,6,26
"60QP002932",120,38,34,14,5,29
"60QP002933",136,34,39,25,5,33
"60QP002934",119,41,35,19,8,16
"60QP002935",94,30,11,12,6,35
"60QP002936",95,12,12,15,10,46
"60QP002937",135,37,20,27,6,45
"60QP002938",145,19,53,24,12,37
"60QP002939",111,15,23,29,13,31
"60QP002940",99,10,26,21,12,30
"60QP002941",120,11,30,27,13,39
"60QP002942",168,13,49,33,12,61
"60QP002943",144,22,44,33,8,37
"60QP002944",120,21,26,30,7,36
"60QP002945",89,11,15,17,8,38
"60QP002946",138,20,35,32,15,36
"60QP002947",72,10,15,10,8,29
"60QP002948",101,20,33,24,5,19
"60QP002949",119,30,31,21,12,25
"60QP002950",126,22,33,32,17,22
"60QP002951",124,36,28,20,14,26
"60QP002952",124,35,41,22,8,18
"60QP002953",111,5,19,22,12,53
"60QP002954",86,20,35,19,3,9
"60QP002955",92,40,29,13,2,8
"60QP002956",86,36,24,17,6,3
"60QP002957",117,13,21,17,9,57
"60QP002958",85,38,25,9,8,5
"60QP002959",134,50,45,18,5,16
"60QP002960",106,36,31,15,6,18
"60QP002961",145,36,44,28,12,25
"60QP002962",91,23,24,18,7,19
"60QP002963",118,55,29,14,4,16
"60QP002964",108,34,34,18,8,14
"60QP002965",135,38,36,26,8,27
"60QP002966",87,14,34,12,7,20
"60QP002967",140,43,34,24,13,26
"60QP002968",118,38,39,21,8,12
"60QP002969",80,51,11,9,3,6
"60QP002970",85,31,35,13,3,3
"60QP002971",99,39,38,12,4,6
"60QP002972",127,17,16,13,9,72
"60QP002973",88,6,10,22,4,46
"60QP002974",94,16,27,15,10,26
"60QP002975",44,8,10,6,3,17
"60QP002976",79,16,7,14,4,38
"60QP002977",79,20,15,14,8,22
"60QP002978",81,18,18,11,6,28
"60QP002979",82,13,3,14,6,46
"60QP002980",44,21,9,6,2,6
"60QP002981",87,5,9,10,11,52
"60QP002982",72,25,12,16,5,14
"60QP002983",79,30,14,11,1,23
"60QP002984",69,20,14,11,5,19
"60QP002985",103,7,10,14,12,60
"60QP002986",77,21,7,18,9,22
"60QP002987",79,13,6,21,13,26
"60QP002988",109,23,22,26,7,31
"60QP002989",110,19,28,17,7,39
"60QP002990",50,5,8,5,2,30
"60QP002991",46,7,6,14,4,15
"60QP002992",84,10,3,19,7,45
"60QP002993",40,7,9,8,2,14
"60QP002994",113,17,31,27,9,29
"60QP002995",61,7,1,6,3,44
"60QP002996",86,10,6,32,3,35
"60QP002997",76,7,5,34,1,29
"60QP002998",112,10,6,25,0,71
"60QP002999",76,6,6,13,2,49
"60QP003000",50,5,5,13,2,25
"60QP003001",58,17,8,8,4,21
"60QP003002",100,8,10,26,1,55
"60QP003003",69,2,4,44,2,17
"60QP003004",124,4,8,40,13,59
"60QP003005",79,6,6,23,1,43
"60QP003006",64,5,4,8,2,45
"60QP003007",68,9,11,7,5,36
"60QP003008",54,2,5,8,2,37
"60QP003009",48,4,3,5,0,36
"60QP003010",70,10,6,12,5,37
"60QP003011",88,9,20,15,6,38
"60QP003012",56,19,10,7,1,19
"60QP003013",81,7,11,22,1,40
"60QP003014",41,8,0,11,2,20
"60QP003015",64,9,11,12,7,25
"60QP003016",62,8,7,10,3,34
"60QP003017",91,11,18,25,7,30
"60QP003018",49,2,10,10,1,26
"60QP003019",70,7,2,16,5,40
"60QP003020",56,16,14,10,3,13
"60QP003021",39,2,6,11,4,16
"60QP003022",62,17,18,10,4,13
"60QP003023",105,5,13,16,7,64
