"dz_2011","la_name","year","total","rest_uk","rest_eu","outside_europe"
"S01007047","Aberdeenshire",2001,612,129,12,8
"S01007048","Aberdeenshire",2001,877,200,11,12
"S01007049","Aberdeenshire",2001,1154,102,3,9
"S01007050","Aberdeenshire",2001,729,98,4,15
"S01007051","Aberdeenshire",2001,766,83,3,7
"S01007052","Aberdeenshire",2001,556,83,6,3
"S01007053","Aberdeenshire",2001,533,105,3,4
"S01007054","Aberdeenshire",2001,2385,238,7,30
"S01007055","Aberdeenshire",2001,476,94,2,7
"S01007056","Aberdeenshire",2001,772,150,3,17
"S01007057","Aberdeenshire",2001,548,44,3,3
"S01007058","Aberdeenshire",2001,621,40,6,2
"S01007059","Aberdeenshire",2001,1081,103,7,29
"S01007060","Aberdeenshire",2001,675,61,3,3
"S01007061","Aberdeenshire",2001,1068,233,6,24
"S01007062","Aberdeenshire",2001,629,157,12,18
"S01007063","Aberdeenshire",2001,665,87,7,10
"S01007064","Aberdeenshire",2001,730,124,10,8
"S01007065","Aberdeenshire",2001,575,93,10,11
"S01007066","Aberdeenshire",2001,664,109,12,9
"S01007067","Aberdeenshire",2001,896,131,3,11
"S01007068","Aberdeenshire",2001,784,96,7,6
"S01007069","Aberdeenshire",2001,1298,442,37,34
"S01007070","Aberdeenshire",2001,626,69,11,4
"S01007071","Aberdeenshire",2001,856,114,2,15
"S01007072","Aberdeenshire",2001,689,91,4,9
"S01007073","Aberdeenshire",2001,1263,149,8,16
"S01007074","Aberdeenshire",2001,1173,NA,12,31
"S01007075","Aberdeenshire",2001,887,63,7,8
"S01007076","Aberdeenshire",2001,836,72,7,15
"S01007077","Aberdeenshire",2001,777,34,3,12
"S01007078","Aberdeenshire",2001,967,44,9,5
"S01007079","Aberdeenshire",2001,1073,67,9,10
"S01007080","Aberdeenshire",2001,869,50,7,13
"S01007081","Aberdeenshire",2001,954,66,7,20
"S01007082","Aberdeenshire",2001,566,43,4,1
"S01007083","Aberdeenshire",2001,904,54,4,21
"S01007084","Aberdeenshire",2001,796,49,3,9
"S01007085","Aberdeenshire",2001,806,77,7,10
"S01007086","Aberdeenshire",2001,980,107,11,15
"S01007087","Aberdeenshire",2001,934,91,12,22
"S01007088","Aberdeenshire",2001,593,51,8,4
"S01007089","Aberdeenshire",2001,587,59,4,12
"S01007090","Aberdeenshire",2001,541,49,3,8
"S01007091","Aberdeenshire",2001,600,80,10,20
"S01007092","Aberdeenshire",2001,703,50,2,5
"S01007093","Aberdeenshire",2001,1410,83,9,10
"S01007094","Aberdeenshire",2001,935,53,3,13
"S01007095","Aberdeenshire",2001,687,102,5,10
"S01007096","Aberdeenshire",2001,745,113,4,14
"S01007097","Aberdeenshire",2001,376,60,1,1
"S01007098","Aberdeenshire",2001,933,112,12,18
"S01007099","Aberdeenshire",2001,807,76,3,10
"S01007100","Aberdeenshire",2001,757,64,2,6
"S01007101","Aberdeenshire",2001,793,59,6,8
"S01007102","Aberdeenshire",2001,647,114,15,7
"S01007103","Aberdeenshire",2001,1059,25,7,3
"S01007104","Aberdeenshire",2001,477,60,5,15
"S01007105","Aberdeenshire",2001,544,37,5,4
"S01007106","Aberdeenshire",2001,760,52,4,6
"S01007107","Aberdeenshire",2001,716,94,1,9
"S01007108","Aberdeenshire",2001,773,82,3,14
"S01007109","Aberdeenshire",2001,769,62,4,4
"S01007110","Aberdeenshire",2001,860,59,2,7
"S01007111","Aberdeenshire",2001,799,NA,3,11
"S01007112","Aberdeenshire",2001,554,NA,0,2
"S01007113","Aberdeenshire",2001,564,32,3,6
"S01007114","Aberdeenshire",2001,1577,54,4,11
"S01007115","Aberdeenshire",2001,877,34,3,5
"S01007116","Aberdeenshire",2001,1023,33,3,12
"S01007117","Aberdeenshire",2001,557,11,1,2
"S01007118","Aberdeenshire",2001,998,51,4,8
"S01007119","Aberdeenshire",2001,1069,46,4,3
"S01007120","Aberdeenshire",2001,1044,50,11,11
"S01007121","Aberdeenshire",2001,499,NA,1,4
"S01007122","Aberdeenshire",2001,585,NA,0,18
"S01007123","Aberdeenshire",2001,707,25,7,8
"S01007124","Aberdeenshire",2001,1063,30,4,11
"S01007125","Aberdeenshire",2001,759,52,9,9
"S01007126","Aberdeenshire",2001,860,66,7,13
"S01007127","Aberdeenshire",2001,792,54,12,16
"S01007128","Aberdeenshire",2001,1032,44,2,13
"S01007129","Angus",2001,774,93,10,33
"S01007130","Angus",2001,583,NA,9,8
"S01007131","Angus",2001,922,44,6,6
"S01007132","Angus",2001,1285,62,21,24
"S01007133","Angus",2001,607,56,7,7
"S01007134","Angus",2001,679,NA,4,5
"S01007135","Angus",2001,465,61,5,13
"S01007136","Angus",2001,576,57,9,15
"S01007137","Angus",2001,397,33,2,19
"S01007138","Angus",2001,819,59,4,25
"S01007139","Angus",2001,742,NA,3,20
"S01007140","Angus",2001,933,91,12,25
"S01007141","Angus",2001,719,NA,0,19
"S01007142","Angus",2001,432,48,6,12
"S01007143","Angus",2001,748,72,4,20
"S01007144","Angus",2001,571,46,4,15
"S01007145","Angus",2001,939,74,3,32
"S01007146","Angus",2001,742,44,2,11
"S01007147","Angus",2001,800,64,6,12
"S01007148","Angus",2001,600,51,2,37
"S01007149","Angus",2001,654,67,4,18
"S01007150","Angus",2001,814,63,9,20
"S01007151","Angus",2001,1038,76,5,16
"S01007152","Angus",2001,595,46,5,8
"S01007153","Angus",2001,706,58,4,14
"S01007154","Angus",2001,780,52,4,20
"S01007155","Angus",2001,608,49,8,13
"S01007156","Angus",2001,775,84,11,16
"S01007157","Angus",2001,728,43,7,10
"S01007158","Angus",2001,1032,77,6,8
"S01007159","Angus",2001,890,66,9,30
"S01007160","Angus",2001,823,60,9,11
"S01007161","Angus",2001,623,47,6,15
"S01007162","Angus",2001,394,37,2,14
"S01007163","Angus",2001,924,88,11,21
"S01007164","Angus",2001,627,44,11,11
"S01007165","Angus",2001,773,89,4,21
"S01007166","Angus",2001,645,56,9,19
"S01007167","Angus",2001,945,93,13,13
"S01007168","Angus",2001,1065,96,4,18
"S01007169","Angus",2001,839,86,8,26
"S01007170","Angus",2001,795,78,11,11
"S01007171","Angus",2001,1225,351,26,26
"S01007172","Angus",2001,1343,378,24,33
"S01007173","Angus",2001,910,106,7,24
"S01007174","Angus",2001,765,88,6,13
"S01007175","Angus",2001,634,82,2,8
"S01007176","Angus",2001,714,132,11,6
"S01007177","Angus",2001,624,44,10,17
"S01007178","Angus",2001,1009,84,11,14
"S01007179","Angus",2001,1000,107,4,25
"S01007180","Angus",2001,784,84,3,6
"S01007181","Angus",2001,871,68,5,24
"S01007182","Angus",2001,1166,108,9,22
"S01007183","Angus",2001,1280,71,8,14
"S01007184","Angus",2001,995,90,6,18
"S01007185","Angus",2001,1022,67,7,18
"S01007186","Angus",2001,537,53,3,11
"S01007187","Angus",2001,773,63,12,15
"S01007188","Angus",2001,644,50,5,13
"S01007189","Angus",2001,876,92,4,10
"S01007190","Angus",2001,827,66,8,13
"S01007191","Angus",2001,746,53,4,16
"S01007192","Angus",2001,802,53,6,5
"S01007193","Angus",2001,780,46,4,10
"S01007194","Angus",2001,751,40,1,11
"S01007195","Angus",2001,559,50,5,2
"S01007196","Angus",2001,653,61,14,3
"S01007197","Angus",2001,426,32,1,1
"S01007198","Angus",2001,473,52,0,7
"S01007199","Angus",2001,822,66,3,16
"S01007200","Angus",2001,931,77,4,11
"S01007201","Angus",2001,1265,88,4,14
"S01007202","Angus",2001,1004,75,7,16
"S01007203","Angus",2001,678,55,2,5
"S01007204","Angus",2001,1070,157,14,14
"S01007205","Angus",2001,648,81,7,22
"S01007206","Angus",2001,336,36,7,8
"S01007207","Angus",2001,1092,95,9,13
"S01007208","Angus",2001,802,61,12,22
"S01007209","Angus",2001,935,89,11,44
"S01007210","Angus",2001,750,63,2,15
"S01007211","Angus",2001,1042,101,10,10
"S01007212","Angus",2001,525,51,4,6
"S01007213","Angus",2001,843,74,6,20
"S01007214","Angus",2001,687,NA,8,12
"S01007215","Angus",2001,703,68,16,17
"S01007216","Angus",2001,792,71,10,11
"S01007217","Angus",2001,998,52,3,3
"S01007218","Angus",2001,894,76,3,9
"S01007219","Angus",2001,772,47,9,12
"S01007220","Angus",2001,1080,89,3,22
"S01007221","Angus",2001,769,120,4,9
"S01007222","Angus",2001,879,84,4,14
"S01007223","Angus",2001,714,70,12,13
"S01007224","Angus",2001,732,74,13,11
"S01007225","Angus",2001,824,151,7,22
"S01007226","Angus",2001,761,124,6,14
"S01007227","Angus",2001,883,92,6,7
"S01007228","Angus",2001,611,84,1,16
"S01007229","Angus",2001,1250,190,19,44
"S01007230","Angus",2001,753,41,5,5
"S01007231","Angus",2001,639,30,5,5
"S01007232","Angus",2001,587,31,5,7
"S01007233","Angus",2001,888,77,3,11
"S01007234","Angus",2001,855,50,7,13
"S01007235","Angus",2001,731,58,7,8
"S01007236","Angus",2001,642,32,5,8
"S01007237","Angus",2001,713,52,3,14
"S01007238","Angus",2001,1113,49,11,11
"S01007239","Angus",2001,930,79,2,21
"S01007240","Angus",2001,589,41,6,15
"S01007241","Angus",2001,576,74,3,9
"S01007242","Angus",2001,2088,229,18,44
"S01007243","Angus",2001,943,88,12,12
"S01007244","Angus",2001,1376,114,8,12
"S01007245","Angus",2001,675,67,7,17
"S01007246","Angus",2001,530,45,4,5
"S01007247","Angus",2001,606,78,3,4
"S01007248","Angus",2001,737,68,8,12
"S01007249","Angus",2001,409,14,4,11
"S01007250","Angus",2001,1020,46,4,4
"S01007251","Angus",2001,618,27,0,6
"S01007252","Angus",2001,702,NA,5,11
"S01007253","Angus",2001,748,51,8,14
"S01007254","Angus",2001,760,26,10,14
"S01007255","Angus",2001,797,37,12,17
"S01007256","Angus",2001,779,37,10,15
"S01007257","Angus",2001,578,31,7,12
"S01007258","Angus",2001,990,77,9,29
"S01007259","Angus",2001,769,33,7,13
"S01007260","Angus",2001,1066,49,7,12
"S01007261","Angus",2001,826,51,9,18
"S01007262","Angus",2001,737,39,7,5
"S01007263","Angus",2001,877,52,9,13
"S01007264","Angus",2001,1045,57,7,9
"S01007265","Angus",2001,1083,59,11,10
"S01007266","Angus",2001,722,58,7,8
"S01007267","Angus",2001,609,64,7,8
"S01007268","Angus",2001,582,98,3,12
"S01007269","Angus",2001,683,78,1,14
"S01007270","Angus",2001,501,58,2,13
"S01007271","Angus",2001,981,76,6,17
"S01007272","Angus",2001,909,51,5,16
"S01007273","Angus",2001,707,61,1,13
"S01007274","Angus",2001,785,83,14,21
"S01007275","Angus",2001,622,72,7,21
"S01007276","Angus",2001,785,78,9,17
"S01007277","Angus",2001,722,110,8,8
"S01007278","Angus",2001,593,78,7,6
"S01007279","Angus",2001,562,126,7,19
"S01007280","Angus",2001,549,96,12,15
"S01007281","Angus",2001,880,102,9,15
"S01007282","Angus",2001,534,94,4,6
"S01007283","Angus",2001,1054,120,27,25
"S01007284","Argyll and Bute",2001,882,NA,8,15
"S01007285","Argyll and Bute",2001,715,216,10,19
"S01007286","Argyll and Bute",2001,1211,304,13,45
"S01007287","Argyll and Bute",2001,553,159,10,18
"S01007288","Argyll and Bute",2001,573,211,10,18
"S01007289","Argyll and Bute",2001,1036,151,18,30
"S01007290","Argyll and Bute",2001,719,112,24,26
"S01007291","Argyll and Bute",2001,662,54,7,10
"S01007292","Argyll and Bute",2001,994,87,5,26
"S01007293","Argyll and Bute",2001,919,69,7,9
"S01007294","Argyll and Bute",2001,918,70,1,13
"S01007295","Argyll and Bute",2001,544,48,4,5
"S01007296","Argyll and Bute",2001,584,79,6,16
"S01007297","Argyll and Bute",2001,805,109,13,18
"S01007298","Argyll and Bute",2001,554,45,7,5
"S01007299","Argyll and Bute",2001,883,86,10,17
"S01007300","Argyll and Bute",2001,788,39,8,14
"S01007301","Argyll and Bute",2001,698,155,11,23
"S01007302","Argyll and Bute",2001,730,67,9,5
"S01007303","Argyll and Bute",2001,1184,258,15,24
"S01007304","Argyll and Bute",2001,1045,255,28,49
"S01007305","Argyll and Bute",2001,894,195,9,29
"S01007306","Argyll and Bute",2001,684,119,7,4
"S01007307","Argyll and Bute",2001,806,197,20,36
"S01007308","Argyll and Bute",2001,735,172,9,12
"S01007309","Argyll and Bute",2001,793,247,8,33
"S01007310","Argyll and Bute",2001,982,325,11,26
"S01007311","Argyll and Bute",2001,1089,112,18,26
"S01007312","Argyll and Bute",2001,754,162,19,6
"S01007313","Argyll and Bute",2001,1294,381,20,49
"S01007314","Argyll and Bute",2001,639,130,9,8
"S01007315","Argyll and Bute",2001,883,90,5,9
"S01007316","Argyll and Bute",2001,998,119,16,12
"S01007317","Argyll and Bute",2001,812,63,11,10
"S01007318","Argyll and Bute",2001,630,75,5,4
"S01007319","Argyll and Bute",2001,943,125,7,14
"S01007320","Argyll and Bute",2001,861,210,13,41
"S01007321","Argyll and Bute",2001,633,157,5,5
"S01007322","Argyll and Bute",2001,759,80,9,12
"S01007323","Argyll and Bute",2001,579,69,11,11
"S01007324","Argyll and Bute",2001,301,64,6,9
"S01007325","Argyll and Bute",2001,892,194,5,16
"S01007326","Argyll and Bute",2001,984,107,4,9
"S01007327","Argyll and Bute",2001,862,57,5,14
"S01007328","Argyll and Bute",2001,985,80,5,12
"S01007329","Argyll and Bute",2001,658,113,6,8
"S01007330","Argyll and Bute",2001,1060,220,8,13
"S01007331","Argyll and Bute",2001,1126,123,5,14
"S01007332","Argyll and Bute",2001,620,78,4,7
"S01007333","Argyll and Bute",2001,830,73,4,13
"S01007334","Argyll and Bute",2001,700,65,3,8
"S01007335","Argyll and Bute",2001,952,51,7,11
"S01007336","Argyll and Bute",2001,541,50,7,14
"S01007337","Argyll and Bute",2001,671,51,2,5
"S01007338","Argyll and Bute",2001,832,41,4,5
"S01007339","Argyll and Bute",2001,595,53,4,9
"S01007340","Argyll and Bute",2001,511,36,8,8
"S01007341","Argyll and Bute",2001,720,75,6,7
"S01007342","Argyll and Bute",2001,851,131,15,23
"S01007343","Argyll and Bute",2001,768,118,5,16
"S01007344","Argyll and Bute",2001,445,55,4,16
"S01007345","Argyll and Bute",2001,547,42,6,8
"S01007346","Argyll and Bute",2001,779,85,5,2
"S01007347","Argyll and Bute",2001,690,45,9,14
"S01007348","Argyll and Bute",2001,814,36,6,3
"S01007349","Argyll and Bute",2001,407,29,7,8
"S01007350","Argyll and Bute",2001,584,61,10,6
"S01007351","Argyll and Bute",2001,902,189,14,15
"S01007352","Argyll and Bute",2001,526,127,6,14
"S01007353","Argyll and Bute",2001,651,115,8,12
"S01007354","Argyll and Bute",2001,806,150,7,27
"S01007355","Argyll and Bute",2001,1168,280,18,28
"S01007356","Argyll and Bute",2001,734,160,19,27
"S01007357","Argyll and Bute",2001,822,132,21,29
"S01007358","Argyll and Bute",2001,985,198,14,15
"S01007359","Argyll and Bute",2001,737,91,9,23
"S01007360","Argyll and Bute",2001,575,91,10,31
"S01007361","Argyll and Bute",2001,1290,160,19,26
"S01007362","Argyll and Bute",2001,650,60,5,15
"S01007363","Argyll and Bute",2001,694,79,8,20
"S01007364","Argyll and Bute",2001,913,83,9,22
"S01007365","Argyll and Bute",2001,466,34,3,7
"S01007366","Argyll and Bute",2001,514,42,5,6
"S01007367","Argyll and Bute",2001,568,60,7,15
"S01007368","Argyll and Bute",2001,791,66,7,28
"S01007369","Argyll and Bute",2001,904,75,8,20
"S01007370","Argyll and Bute",2001,733,77,12,10
"S01007371","Argyll and Bute",2001,681,57,13,13
"S01007372","Argyll and Bute",2001,726,99,2,31
"S01007373","Argyll and Bute",2001,600,190,8,15
"S01007374","Argyll and Bute",2001,565,143,13,17
"S01007375","Argyll and Bute",2001,506,164,6,12
"S01007376","Argyll and Bute",2001,931,155,10,13
"S01007377","Argyll and Bute",2001,690,221,11,24
"S01007378","Argyll and Bute",2001,2747,1784,44,112
"S01007379","Argyll and Bute",2001,535,57,7,11
"S01007380","Argyll and Bute",2001,618,120,5,10
"S01007381","Argyll and Bute",2001,642,278,15,27
"S01007382","Argyll and Bute",2001,705,167,11,20
"S01007383","Argyll and Bute",2001,784,204,3,26
"S01007384","Argyll and Bute",2001,793,222,6,21
"S01007385","Argyll and Bute",2001,962,159,8,20
"S01007386","Argyll and Bute",2001,877,251,10,30
"S01007387","Argyll and Bute",2001,871,241,12,33
"S01007388","Argyll and Bute",2001,712,190,11,33
"S01007389","Argyll and Bute",2001,893,423,14,21
"S01007390","Argyll and Bute",2001,519,198,9,12
"S01007391","Argyll and Bute",2001,620,180,5,13
"S01007392","Argyll and Bute",2001,464,141,11,10
"S01007393","Argyll and Bute",2001,859,175,16,42
"S01007394","Argyll and Bute",2001,652,137,9,22
"S01007395","Argyll and Bute",2001,956,165,18,18
"S01007396","Argyll and Bute",2001,826,149,11,13
"S01007397","Argyll and Bute",2001,983,222,21,40
"S01007398","Argyll and Bute",2001,730,61,4,8
"S01007399","Argyll and Bute",2001,596,66,4,5
"S01007400","Argyll and Bute",2001,934,172,11,25
"S01007401","Argyll and Bute",2001,707,125,10,29
"S01007402","Argyll and Bute",2001,670,126,5,20
"S01007403","Argyll and Bute",2001,1123,508,15,21
"S01007404","Argyll and Bute",2001,485,79,11,14
"S01007405","Argyll and Bute",2001,555,73,4,21
"S01007406","Argyll and Bute",2001,619,108,4,21
"S01007407","Argyll and Bute",2001,713,94,7,19
"S01007408","Argyll and Bute",2001,646,63,4,6
"S01007409","Clackmannanshire",2001,778,53,7,13
"S01007410","Clackmannanshire",2001,718,24,10,5
"S01007411","Clackmannanshire",2001,862,71,9,14
"S01007412","Clackmannanshire",2001,503,29,3,4
"S01007413","Clackmannanshire",2001,937,75,5,5
"S01007414","Clackmannanshire",2001,825,115,15,5
"S01007415","Clackmannanshire",2001,944,40,5,6
"S01007416","Clackmannanshire",2001,566,34,3,4
"S01007417","Clackmannanshire",2001,4494,245,70,49
"S01007418","Clackmannanshire",2001,699,56,5,3
"S01007419","Clackmannanshire",2001,1016,51,10,31
"S01007420","Clackmannanshire",2001,2659,150,40,29
"S01007421","Clackmannanshire",2001,734,42,4,5
"S01007422","Clackmannanshire",2001,736,70,3,26
"S01007423","Clackmannanshire",2001,767,61,12,6
"S01007424","Clackmannanshire",2001,778,89,4,11
"S01007425","Clackmannanshire",2001,952,92,8,13
"S01007426","Clackmannanshire",2001,724,61,6,13
"S01007427","Clackmannanshire",2001,703,NA,5,4
"S01007428","Clackmannanshire",2001,939,71,9,8
"S01007429","Clackmannanshire",2001,816,79,8,12
"S01007430","Clackmannanshire",2001,459,52,1,7
"S01007431","Clackmannanshire",2001,796,89,5,6
"S01007432","Clackmannanshire",2001,975,65,0,11
"S01007433","Clackmannanshire",2001,810,81,12,14
"S01007434","Clackmannanshire",2001,724,32,3,3
"S01007435","Clackmannanshire",2001,744,63,3,12
"S01007436","Clackmannanshire",2001,741,59,5,8
"S01007437","Clackmannanshire",2001,422,27,5,7
"S01007438","Clackmannanshire",2001,721,52,5,10
"S01007439","Clackmannanshire",2001,796,60,8,14
"S01007440","Clackmannanshire",2001,734,69,15,13
"S01007441","Clackmannanshire",2001,553,73,4,6
"S01007442","Clackmannanshire",2001,524,62,4,5
"S01007443","Clackmannanshire",2001,925,164,28,52
"S01007444","Clackmannanshire",2001,876,182,16,45
"S01007445","Clackmannanshire",2001,730,180,7,34
"S01007446","Clackmannanshire",2001,586,173,18,30
"S01007447","Clackmannanshire",2001,485,131,12,17
"S01007448","Clackmannanshire",2001,834,74,9,17
"S01007449","Clackmannanshire",2001,1081,72,7,14
"S01007450","Clackmannanshire",2001,702,41,5,4
"S01007451","Clackmannanshire",2001,723,43,6,10
"S01007452","Clackmannanshire",2001,572,68,2,10
"S01007453","Clackmannanshire",2001,295,50,0,5
"S01007454","Clackmannanshire",2001,626,30,7,7
"S01007455","Clackmannanshire",2001,933,47,6,7
"S01007456","Clackmannanshire",2001,1038,NA,5,12
"S01007457","Clackmannanshire",2001,902,46,4,6
"S01007458","Clackmannanshire",2001,559,22,4,8
"S01007459","Clackmannanshire",2001,656,38,3,7
"S01007460","Clackmannanshire",2001,863,29,8,14
"S01007461","Clackmannanshire",2001,739,35,7,8
"S01007462","Clackmannanshire",2001,832,65,4,13
"S01007463","Clackmannanshire",2001,970,NA,7,9
"S01007464","Clackmannanshire",2001,963,55,5,6
"S01007465","Clackmannanshire",2001,1004,64,8,7
"S01007466","Clackmannanshire",2001,973,NA,17,29
"S01007467","Clackmannanshire",2001,1126,66,12,7
"S01007468","Clackmannanshire",2001,686,42,4,5
"S01007469","Clackmannanshire",2001,731,38,6,10
"S01007470","Clackmannanshire",2001,657,43,6,13
"S01007471","Clackmannanshire",2001,539,23,3,10
"S01007472","Clackmannanshire",2001,553,28,4,3
"S01007473","Clackmannanshire",2001,486,23,2,2
"S01007474","Clackmannanshire",2001,552,46,1,5
"S01007475","Clackmannanshire",2001,519,37,5,5
"S01007476","Clackmannanshire",2001,699,49,3,10
"S01007477","Clackmannanshire",2001,573,41,9,12
"S01007478","Clackmannanshire",2001,1082,101,9,21
"S01007479","Clackmannanshire",2001,614,34,8,16
"S01007480","Clackmannanshire",2001,775,42,8,15
"S01007481","Dumfries and Galloway",2001,845,106,3,7
"S01007482","Dumfries and Galloway",2001,542,50,7,4
"S01007483","Dumfries and Galloway",2001,846,48,6,5
"S01007484","Dumfries and Galloway",2001,586,44,9,3
"S01007485","Dumfries and Galloway",2001,511,39,6,3
"S01007486","Dumfries and Galloway",2001,729,50,8,2
"S01007487","Dumfries and Galloway",2001,931,85,9,8
"S01007488","Dumfries and Galloway",2001,1091,92,4,14
"S01007489","Dumfries and Galloway",2001,926,88,9,8
"S01007490","Dumfries and Galloway",2001,1010,66,7,8
"S01007491","Dumfries and Galloway",2001,994,87,10,8
"S01007492","Dumfries and Galloway",2001,716,59,9,3
"S01007493","Dumfries and Galloway",2001,857,63,4,8
"S01007494","Dumfries and Galloway",2001,559,166,4,6
"S01007495","Dumfries and Galloway",2001,904,180,4,11
"S01007496","Dumfries and Galloway",2001,1291,319,11,16
"S01007497","Dumfries and Galloway",2001,637,96,7,5
"S01007498","Dumfries and Galloway",2001,1078,94,25,14
"S01007499","Dumfries and Galloway",2001,870,139,9,6
"S01007500","Dumfries and Galloway",2001,675,161,3,5
"S01007501","Dumfries and Galloway",2001,685,191,6,5
"S01007502","Dumfries and Galloway",2001,555,120,4,1
"S01007503","Dumfries and Galloway",2001,991,205,8,10
