"dz_2011","la_name","year","total","rest_uk","rest_eu","outside_europe"
"S01010598","Highland",2001,1022,175,0,0
"S01010599","Highland",2001,524,55,13,6
"S01010600","Highland",2001,1173,122,5,24
"S01010601","Highland",2001,724,69,8,24
"S01010602","Highland",2001,554,56,3,8
"S01010603","Highland",2001,830,80,8,18
"S01010604","Highland",2001,522,65,3,14
"S01010605","Highland",2001,928,95,9,24
"S01010606","Highland",2001,808,52,11,10
"S01010607","Highland",2001,818,80,8,23
"S01010608","Highland",2001,659,33,7,13
"S01010609","Highland",2001,618,41,13,9
"S01010610","Highland",2001,711,116,9,29
"S01010611","Highland",2001,957,70,15,7
"S01010612","Highland",2001,765,76,10,11
"S01010613","Highland",2001,1151,102,13,14
"S01010614","Highland",2001,544,27,7,11
"S01010615","Highland",2001,707,67,7,7
"S01010616","Highland",2001,946,66,9,16
"S01010617","Highland",2001,1125,112,16,22
"S01010618","Highland",2001,841,83,15,8
"S01010619","Highland",2001,584,55,17,25
"S01010620","Highland",2001,495,63,6,25
"S01010621","Highland",2001,1053,121,16,37
"S01010622","Highland",2001,674,53,11,14
"S01010623","Highland",2001,812,157,72,15
"S01010624","Highland",2001,857,103,22,100
"S01010625","Highland",2001,773,81,4,21
"S01010626","Highland",2001,892,94,10,27
"S01010627","Highland",2001,1085,170,17,36
"S01010628","Highland",2001,999,99,11,30
"S01010629","Highland",2001,1306,132,22,39
"S01010630","Highland",2001,626,49,4,18
"S01010631","Highland",2001,798,127,5,22
"S01010632","Highland",2001,898,80,12,15
"S01010633","Highland",2001,1517,69,15,16
"S01010634","Highland",2001,665,48,4,4
"S01010635","Highland",2001,830,54,9,13
"S01010636","Highland",2001,792,61,12,8
"S01010637","Highland",2001,634,62,13,12
"S01010638","Highland",2001,764,50,9,15
"S01010639","Highland",2001,1204,100,4,27
"S01010640","Highland",2001,797,77,21,38
"S01010641","Highland",2001,756,76,13,13
"S01010642","Highland",2001,1000,52,9,16
"S01010643","Highland",2001,610,48,6,3
"S01010644","Highland",2001,805,NA,11,4
"S01010645","Highland",2001,658,56,7,14
"S01010646","Highland",2001,681,57,6,8
"S01010647","Highland",2001,712,70,6,14
"S01010648","Highland",2001,828,81,7,10
"S01010649","Highland",2001,618,73,1,14
"S01010650","Highland",2001,697,89,7,25
"S01010651","Highland",2001,768,59,4,9
"S01010652","Highland",2001,738,78,13,6
"S01010653","Highland",2001,641,49,5,11
"S01010654","Highland",2001,837,76,6,7
"S01010655","Highland",2001,768,243,10,19
"S01010656","Highland",2001,384,54,6,3
"S01010657","Highland",2001,701,173,9,9
"S01010658","Highland",2001,858,202,8,16
"S01010659","Highland",2001,755,166,9,16
"S01010660","Highland",2001,926,104,7,22
"S01010661","Highland",2001,736,82,8,7
"S01010662","Highland",2001,763,125,6,9
"S01010663","Highland",2001,889,194,10,10
"S01010664","Highland",2001,920,299,22,28
"S01010665","Highland",2001,1060,263,14,33
"S01010666","Highland",2001,1004,225,23,20
"S01010667","Highland",2001,732,189,15,24
"S01010668","Highland",2001,1173,295,11,34
"S01010669","Highland",2001,592,124,5,7
"S01010670","Highland",2001,710,135,6,18
"S01010671","Highland",2001,1036,223,21,21
"S01010672","Highland",2001,739,84,8,21
"S01010673","Highland",2001,917,164,21,23
"S01010674","Highland",2001,982,223,13,29
"S01010675","Highland",2001,576,149,1,11
"S01010676","Highland",2001,945,205,21,23
"S01010677","Highland",2001,616,119,13,21
"S01010678","Highland",2001,983,115,17,29
"S01010679","Highland",2001,721,71,3,19
"S01010680","Highland",2001,817,65,4,11
"S01010681","Highland",2001,1095,114,6,12
"S01010682","Highland",2001,1165,216,11,15
"S01010683","Highland",2001,1042,202,10,15
"S01010684","Highland",2001,937,279,9,9
"S01010685","Highland",2001,577,208,12,11
"S01010686","Highland",2001,644,149,12,12
"S01010687","Highland",2001,967,265,14,21
"S01010688","Highland",2001,671,200,13,23
"S01010689","Highland",2001,998,297,11,28
"S01010690","Highland",2001,891,155,25,19
"S01010691","Highland",2001,629,231,13,27
"S01010692","Highland",2001,820,184,6,23
"S01010693","Highland",2001,535,160,5,16
"S01010694","Highland",2001,576,152,6,11
"S01010695","Highland",2001,693,125,8,14
"S01010696","Highland",2001,1004,196,6,13
"S01010697","Highland",2001,978,220,11,23
"S01010698","Highland",2001,794,187,8,21
"S01010699","Highland",2001,714,171,18,23
"S01010700","Highland",2001,765,105,7,16
"S01010701","Highland",2001,1181,165,9,19
"S01010702","Highland",2001,1069,226,11,27
"S01010703","Highland",2001,1133,189,13,17
"S01010704","Highland",2001,643,45,4,9
"S01010705","Highland",2001,1477,148,17,17
"S01010706","Highland",2001,636,29,0,8
"S01010707","Highland",2001,566,74,8,12
"S01010708","Highland",2001,586,52,7,10
"S01010709","Highland",2001,687,72,3,4
"S01010710","Highland",2001,932,81,6,18
"S01010711","Highland",2001,928,142,15,2
"S01010712","Highland",2001,712,47,3,13
"S01010713","Highland",2001,823,52,5,16
"S01010714","Highland",2001,867,46,10,22
"S01010715","Highland",2001,723,65,4,11
"S01010716","Highland",2001,944,127,9,28
"S01010717","Highland",2001,681,82,7,11
"S01010718","Highland",2001,1167,101,10,28
"S01010719","Highland",2001,774,141,5,22
"S01010720","Highland",2001,819,152,14,19
"S01010721","Highland",2001,632,141,5,26
"S01010722","Highland",2001,1041,118,10,12
"S01010723","Highland",2001,830,142,17,24
"S01010724","Highland",2001,1178,199,18,11
"S01010725","Highland",2001,806,136,17,19
"S01010726","Highland",2001,887,107,11,24
"S01010727","Highland",2001,629,113,13,8
"S01010728","Highland",2001,705,88,14,20
"S01010729","Highland",2001,812,134,5,13
"S01010730","Highland",2001,1192,310,13,27
"S01010731","Highland",2001,886,182,14,24
"S01010732","Highland",2001,890,104,8,6
"S01010733","Highland",2001,579,51,2,5
"S01010734","Highland",2001,827,86,6,18
"S01010735","Highland",2001,518,24,3,1
"S01010736","Highland",2001,453,54,6,2
"S01010737","Highland",2001,856,75,10,21
"S01010738","Highland",2001,502,32,2,5
"S01010739","Highland",2001,1089,94,2,9
"S01010740","Highland",2001,505,70,5,6
"S01010741","Highland",2001,772,88,6,11
"S01010742","Highland",2001,834,60,3,8
"S01010743","Highland",2001,765,85,6,7
"S01010744","Highland",2001,1075,110,6,12
"S01010745","Highland",2001,619,70,2,8
"S01010746","Highland",2001,898,163,20,25
"S01010747","Highland",2001,761,124,10,9
"S01010748","Highland",2001,663,129,10,18
"S01010749","Highland",2001,583,96,7,6
"S01010750","Highland",2001,589,95,3,12
"S01010751","Highland",2001,808,108,9,10
"S01010752","Highland",2001,880,124,6,15
"S01010753","Highland",2001,969,105,8,12
"S01010754","Highland",2001,794,81,10,20
"S01010755","Highland",2001,805,90,7,16
"S01010756","Highland",2001,690,87,1,13
"S01010757","Highland",2001,730,204,4,13
"S01010758","Highland",2001,619,150,8,6
"S01010759","Highland",2001,778,111,5,9
"S01010760","Highland",2001,543,112,2,14
"S01010761","Highland",2001,716,130,13,21
"S01010762","Highland",2001,594,161,12,10
"S01010763","Highland",2001,687,114,11,11
"S01010764","Highland",2001,543,143,12,13
"S01010765","Highland",2001,916,168,15,11
"S01010766","Highland",2001,762,105,4,11
"S01010767","Highland",2001,715,106,3,14
"S01010768","Highland",2001,565,88,2,11
"S01010769","Highland",2001,459,93,2,7
"S01010770","Highland",2001,890,141,9,13
"S01010771","Highland",2001,902,157,5,14
"S01010772","Highland",2001,775,162,5,15
"S01010773","Highland",2001,788,158,17,8
"S01010774","Highland",2001,652,116,4,8
"S01010775","Highland",2001,690,66,6,2
"S01010776","Highland",2001,579,24,5,3
"S01010777","Highland",2001,610,36,10,8
"S01010778","Highland",2001,595,33,5,4
"S01010779","Highland",2001,708,47,5,3
"S01010780","Highland",2001,589,NA,5,8
"S01010781","Highland",2001,843,70,12,16
"S01010782","Highland",2001,654,41,6,13
"S01010783","Highland",2001,582,33,2,1
"S01010784","Highland",2001,862,40,4,1
"S01010785","Highland",2001,725,47,1,8
"S01010786","Highland",2001,949,67,1,8
"S01010787","Highland",2001,965,192,2,13
"S01010788","Highland",2001,593,43,2,9
"S01010789","Highland",2001,679,94,6,5
"S01010790","Highland",2001,906,124,2,7
"S01010791","Highland",2001,775,222,8,11
"S01010792","Highland",2001,708,49,4,5
"S01010793","Highland",2001,646,110,11,4
"S01010794","Highland",2001,716,161,3,3
"S01010795","Highland",2001,2311,390,3,26
"S01010796","Highland",2001,655,150,4,6
"S01010797","Highland",2001,897,139,4,7
"S01010798","Highland",2001,652,141,3,10
"S01010799","Highland",2001,1015,132,4,9
"S01010800","Highland",2001,785,30,3,7
"S01010801","Highland",2001,971,56,6,13
"S01010802","Highland",2001,599,65,4,9
"S01010803","Highland",2001,584,53,4,6
"S01010804","Highland",2001,635,66,1,13
"S01010805","Highland",2001,1000,135,7,21
"S01010806","Highland",2001,1083,100,7,22
"S01010807","Highland",2001,549,59,7,9
"S01010808","Highland",2001,576,111,4,9
"S01010809","Highland",2001,965,151,7,11
"S01010810","Highland",2001,689,145,4,5
"S01010811","Highland",2001,813,177,8,14
"S01010812","Highland",2001,659,108,13,5
"S01010813","Highland",2001,513,112,9,11
"S01010814","Highland",2001,593,142,19,18
"S01010815","Highland",2001,740,124,7,13
"S01010816","Inverclyde",2001,606,105,8,21
"S01010817","Inverclyde",2001,944,158,12,30
"S01010818","Inverclyde",2001,1086,164,20,22
"S01010819","Inverclyde",2001,801,86,4,13
"S01010820","Inverclyde",2001,530,59,8,19
"S01010821","Inverclyde",2001,572,93,6,23
"S01010822","Inverclyde",2001,1413,208,16,33
"S01010823","Inverclyde",2001,1059,99,3,3
"S01010824","Inverclyde",2001,792,64,9,13
"S01010825","Inverclyde",2001,489,45,9,3
"S01010826","Inverclyde",2001,1061,97,27,20
"S01010827","Inverclyde",2001,608,60,9,7
"S01010828","Inverclyde",2001,1218,119,15,29
"S01010829","Inverclyde",2001,1354,109,11,23
"S01010830","Inverclyde",2001,603,31,8,5
"S01010831","Inverclyde",2001,702,40,1,11
"S01010832","Inverclyde",2001,805,29,10,4
"S01010833","Inverclyde",2001,894,98,8,18
"S01010834","Inverclyde",2001,1265,91,17,30
"S01010835","Inverclyde",2001,681,33,9,12
"S01010836","Inverclyde",2001,1048,79,31,25
"S01010837","Inverclyde",2001,787,39,6,5
"S01010838","Inverclyde",2001,799,30,5,11
"S01010839","Inverclyde",2001,736,NA,4,7
"S01010840","Inverclyde",2001,592,33,19,19
"S01010841","Inverclyde",2001,870,48,20,14
"S01010842","Inverclyde",2001,1029,51,20,48
"S01010843","Inverclyde",2001,766,25,9,9
"S01010844","Inverclyde",2001,689,29,4,12
"S01010845","Inverclyde",2001,630,14,7,5
"S01010846","Inverclyde",2001,1019,NA,17,5
"S01010847","Inverclyde",2001,683,32,6,18
"S01010848","Inverclyde",2001,818,18,11,3
"S01010849","Inverclyde",2001,1016,27,5,7
"S01010850","Inverclyde",2001,886,NA,8,3
"S01010851","Inverclyde",2001,914,NA,5,10
"S01010852","Inverclyde",2001,769,25,4,4
"S01010853","Inverclyde",2001,950,NA,6,1
"S01010854","Inverclyde",2001,936,NA,6,4
"S01010855","Inverclyde",2001,564,11,6,6
"S01010856","Inverclyde",2001,858,NA,11,6
"S01010857","Inverclyde",2001,872,29,3,10
"S01010858","Inverclyde",2001,792,NA,3,6
"S01010859","Inverclyde",2001,844,16,2,3
"S01010860","Inverclyde",2001,630,14,1,2
"S01010861","Inverclyde",2001,686,NA,9,3
"S01010862","Inverclyde",2001,618,NA,4,1
"S01010863","Inverclyde",2001,786,41,12,18
"S01010864","Inverclyde",2001,615,24,3,12
"S01010865","Inverclyde",2001,860,60,14,26
"S01010866","Inverclyde",2001,773,39,7,18
"S01010867","Inverclyde",2001,683,41,17,14
"S01010868","Inverclyde",2001,874,49,19,10
"S01010869","Inverclyde",2001,796,42,10,19
"S01010870","Inverclyde",2001,723,NA,11,16
"S01010871","Inverclyde",2001,950,NA,25,25
"S01010872","Inverclyde",2001,809,NA,14,13
"S01010873","Inverclyde",2001,793,NA,11,14
"S01010874","Inverclyde",2001,785,28,18,19
"S01010875","Inverclyde",2001,685,32,4,16
"S01010876","Inverclyde",2001,697,NA,24,6
"S01010877","Inverclyde",2001,1004,NA,18,20
"S01010878","Inverclyde",2001,1083,NA,10,14
"S01010879","Inverclyde",2001,787,21,3,7
"S01010880","Inverclyde",2001,610,26,4,9
"S01010881","Inverclyde",2001,691,NA,3,4
"S01010882","Inverclyde",2001,600,NA,5,9
"S01010883","Inverclyde",2001,958,62,5,28
"S01010884","Inverclyde",2001,763,NA,3,6
"S01010885","Inverclyde",2001,1163,NA,8,22
"S01010886","Inverclyde",2001,636,21,1,9
"S01010887","Inverclyde",2001,979,NA,23,7
"S01010888","Inverclyde",2001,838,NA,10,5
"S01010889","Inverclyde",2001,559,NA,6,8
"S01010890","Inverclyde",2001,1058,NA,13,6
"S01010891","Inverclyde",2001,413,NA,32,11
"S01010892","Inverclyde",2001,774,NA,12,10
"S01010893","Inverclyde",2001,700,NA,7,10
"S01010894","Inverclyde",2001,529,NA,4,4
"S01010895","Inverclyde",2001,455,17,5,2
"S01010896","Inverclyde",2001,754,NA,12,6
"S01010897","Inverclyde",2001,741,NA,4,6
"S01010898","Inverclyde",2001,916,32,10,0
"S01010899","Inverclyde",2001,596,NA,1,3
"S01010900","Inverclyde",2001,746,25,5,7
"S01010901","Inverclyde",2001,529,NA,2,4
"S01010902","Inverclyde",2001,1073,NA,6,1
"S01010903","Inverclyde",2001,634,NA,6,5
"S01010904","Inverclyde",2001,585,NA,6,9
"S01010905","Inverclyde",2001,918,6,6,6
"S01010906","Inverclyde",2001,830,NA,4,7
"S01010907","Inverclyde",2001,261,3,12,0
"S01010908","Inverclyde",2001,676,23,9,3
"S01010909","Inverclyde",2001,634,24,1,8
"S01010910","Inverclyde",2001,632,20,2,4
"S01010911","Inverclyde",2001,592,NA,5,8
"S01010912","Inverclyde",2001,812,31,3,7
"S01010913","Inverclyde",2001,661,22,4,9
"S01010914","Inverclyde",2001,717,43,8,10
"S01010915","Inverclyde",2001,792,36,3,13
"S01010916","Inverclyde",2001,644,23,3,4
"S01010917","Inverclyde",2001,695,NA,4,4
"S01010918","Inverclyde",2001,879,NA,8,12
"S01010919","Inverclyde",2001,834,NA,9,2
"S01010920","Inverclyde",2001,666,28,3,9
"S01010921","Inverclyde",2001,710,16,2,5
"S01010922","Inverclyde",2001,898,24,8,2
"S01010923","Inverclyde",2001,928,30,4,3
"S01010924","Inverclyde",2001,668,11,4,2
"S01010925","Inverclyde",2001,853,27,2,4
"S01010926","Inverclyde",2001,876,33,2,1
"S01010927","Inverclyde",2001,596,19,2,1
"S01010928","Inverclyde",2001,775,NA,5,3
"S01010929","Inverclyde",2001,832,25,3,3
"S01010930","Midlothian",2001,902,114,16,20
"S01010931","Midlothian",2001,461,92,13,16
"S01010932","Midlothian",2001,538,44,14,11
"S01010933","Midlothian",2001,499,62,6,27
"S01010934","Midlothian",2001,1569,216,24,29
"S01010935","Midlothian",2001,632,74,17,7
"S01010936","Midlothian",2001,853,72,7,15
"S01010937","Midlothian",2001,842,78,6,10
"S01010938","Midlothian",2001,796,65,8,7
"S01010939","Midlothian",2001,572,56,3,12
"S01010940","Midlothian",2001,741,80,7,10
"S01010941","Midlothian",2001,963,115,10,22
"S01010942","Midlothian",2001,712,83,7,19
"S01010943","Midlothian",2001,633,35,17,5
"S01010944","Midlothian",2001,660,45,8,14
"S01010945","Midlothian",2001,600,46,2,8
"S01010946","Midlothian",2001,908,34,6,4
"S01010947","Midlothian",2001,580,32,7,5
"S01010948","Midlothian",2001,710,NA,11,7
"S01010949","Midlothian",2001,976,91,5,15
"S01010950","Midlothian",2001,1071,85,7,15
"S01010951","Midlothian",2001,691,59,11,17
"S01010952","Midlothian",2001,577,57,4,13
"S01010953","Midlothian",2001,722,52,8,13
"S01010954","Midlothian",2001,579,39,2,3
"S01010955","Midlothian",2001,1034,221,27,28
"S01010956","Midlothian",2001,712,NA,14,23
"S01010957","Midlothian",2001,654,69,7,16
"S01010958","Midlothian",2001,515,36,8,9
"S01010959","Midlothian",2001,627,71,10,22
"S01010960","Midlothian",2001,1011,50,7,23
"S01010961","Midlothian",2001,563,28,6,9
"S01010962","Midlothian",2001,599,90,9,16
"S01010963","Midlothian",2001,893,54,7,19
"S01010964","Midlothian",2001,561,32,1,5
"S01010965","Midlothian",2001,594,27,9,11
"S01010966","Midlothian",2001,829,36,2,6
"S01010967","Midlothian",2001,698,34,10,6
"S01010968","Midlothian",2001,914,42,7,9
"S01010969","Midlothian",2001,696,54,7,20
"S01010970","Midlothian",2001,873,52,10,13
"S01010971","Midlothian",2001,1119,135,13,23
"S01010972","Midlothian",2001,796,25,13,6
"S01010973","Midlothian",2001,523,33,5,6
"S01010974","Midlothian",2001,721,36,6,4
"S01010975","Midlothian",2001,508,17,4,10
"S01010976","Midlothian",2001,592,26,7,9
"S01010977","Midlothian",2001,760,30,4,6
"S01010978","Midlothian",2001,724,39,6,14
"S01010979","Midlothian",2001,807,49,11,7
"S01010980","Midlothian",2001,759,43,7,10
"S01010981","Midlothian",2001,794,50,6,14
"S01010982","Midlothian",2001,1416,162,16,30
"S01010983","Midlothian",2001,823,56,7,4
"S01010984","Midlothian",2001,734,37,2,5
"S01010985","Midlothian",2001,612,25,5,8
"S01010986","Midlothian",2001,910,65,26,11
"S01010987","Midlothian",2001,660,61,11,8
"S01010988","Midlothian",2001,614,65,11,12
"S01010989","Midlothian",2001,1648,304,48,56
"S01010990","Midlothian",2001,739,31,5,11
"S01010991","Midlothian",2001,618,57,9,12
"S01010992","Midlothian",2001,502,90,13,20
"S01010993","Midlothian",2001,808,72,7,17
"S01010994","Midlothian",2001,1322,246,4,47
"S01010995","Midlothian",2001,806,31,4,14
"S01010996","Midlothian",2001,587,60,6,16
"S01010997","Midlothian",2001,711,71,9,15
"S01010998","Midlothian",2001,620,102,12,20
"S01010999","Midlothian",2001,1024,121,7,16
"S01011000","Midlothian",2001,760,75,7,8
"S01011001","Midlothian",2001,703,35,7,9
"S01011002","Midlothian",2001,766,NA,7,3
"S01011003","Midlothian",2001,729,31,7,3
"S01011004","Midlothian",2001,680,NA,13,14
"S01011005","Midlothian",2001,752,35,5,6
"S01011006","Midlothian",2001,798,45,5,22
"S01011007","Midlothian",2001,750,28,4,5
"S01011008","Midlothian",2001,902,52,5,12
"S01011009","Midlothian",2001,615,18,4,7
"S01011010","Midlothian",2001,592,43,10,13
"S01011011","Midlothian",2001,836,NA,13,12
"S01011012","Midlothian",2001,809,33,5,11
"S01011013","Midlothian",2001,855,42,3,5
"S01011014","Midlothian",2001,983,50,14,15
"S01011015","Midlothian",2001,654,28,9,12
"S01011016","Midlothian",2001,876,138,36,24
"S01011017","Midlothian",2001,809,120,10,22
"S01011018","Midlothian",2001,956,61,7,16
"S01011019","Midlothian",2001,1100,178,10,38
"S01011020","Midlothian",2001,518,43,8,14
"S01011021","Midlothian",2001,866,46,8,12
"S01011022","Midlothian",2001,645,33,5,4
"S01011023","Midlothian",2001,863,33,16,15
"S01011024","Midlothian",2001,968,49,8,10
"S01011025","Midlothian",2001,828,27,5,5
"S01011026","Midlothian",2001,631,31,4,8
"S01011027","Midlothian",2001,1048,61,11,19
"S01011028","Midlothian",2001,1093,42,13,16
"S01011029","Midlothian",2001,695,63,5,14
"S01011030","Midlothian",2001,1000,83,15,9
"S01011031","Midlothian",2001,600,24,0,5
"S01011032","Midlothian",2001,1074,28,6,16
"S01011033","Midlothian",2001,626,20,7,5
"S01011034","Midlothian",2001,573,25,5,10
"S01011035","Midlothian",2001,719,51,10,6
"S01011036","Midlothian",2001,629,28,4,6
"S01011037","Midlothian",2001,994,40,8,7
"S01011038","Midlothian",2001,929,46,7,20
"S01011039","Midlothian",2001,736,NA,8,7
"S01011040","Midlothian",2001,754,33,5,13
"S01011041","Midlothian",2001,634,31,5,8
"S01011042","Midlothian",2001,722,77,14,9
"S01011043","Midlothian",2001,778,38,11,5
"S01011044","Midlothian",2001,707,22,3,6
"S01011045","Moray",2001,918,249,12,19
"S01011046","Moray",2001,754,195,8,20
"S01011047","Moray",2001,1110,195,19,28
"S01011048","Moray",2001,1188,162,13,7
"S01011049","Moray",2001,809,56,4,2
"S01011050","Moray",2001,642,147,10,14
"S01011051","Moray",2001,840,129,5,13
"S01011052","Moray",2001,826,71,6,16
"S01011053","Moray",2001,611,66,2,8
"S01011054","Moray",2001,514,87,6,7
"S01011055","Moray",2001,562,106,7,12
"S01011056","Moray",2001,580,96,12,6
"S01011057","Moray",2001,557,57,3,3
"S01011058","Moray",2001,552,181,8,8
"S01011059","Moray",2001,739,128,3,11
"S01011060","Moray",2001,910,59,7,5
"S01011061","Moray",2001,1021,44,0,8
"S01011062","Moray",2001,895,50,5,6
"S01011063","Moray",2001,1074,53,7,9
"S01011064","Moray",2001,1014,52,7,11
"S01011065","Moray",2001,749,113,10,9
"S01011066","Moray",2001,524,54,7,4
"S01011067","Moray",2001,569,82,4,16
"S01011068","Moray",2001,528,57,6,4
"S01011069","Moray",2001,672,85,4,7
"S01011070","Moray",2001,782,63,4,10
"S01011071","Moray",2001,804,127,5,6
"S01011072","Moray",2001,1068,149,4,13
"S01011073","Moray",2001,700,69,6,10
"S01011074","Moray",2001,667,55,12,2
"S01011075","Moray",2001,777,52,9,5
"S01011076","Moray",2001,720,39,2,11
"S01011077","Moray",2001,785,40,2,5
"S01011078","Moray",2001,1260,62,7,19
"S01011079","Moray",2001,996,NA,6,14
"S01011080","Moray",2001,1129,NA,10,14
"S01011081","Moray",2001,918,54,11,9
"S01011082","Moray",2001,618,20,2,1
"S01011083","Moray",2001,771,95,12,3
"S01011084","Moray",2001,745,120,3,18
"S01011085","Moray",2001,872,243,12,12
"S01011086","Moray",2001,646,85,7,4
"S01011087","Moray",2001,758,112,15,10
"S01011088","Moray",2001,1223,157,13,24
"S01011089","Moray",2001,724,72,12,5
"S01011090","Moray",2001,709,127,8,19
"S01011091","Moray",2001,531,116,12,22
"S01011092","Moray",2001,765,105,5,30
"S01011093","Moray",2001,603,96,5,12
"S01011094","Moray",2001,545,125,13,19
"S01011095","Moray",2001,941,172,21,18
"S01011096","Moray",2001,429,74,18,4
"S01011097","Moray",2001,737,161,2,19
"S01011098","Moray",2001,644,109,5,12
"S01011099","Moray",2001,929,123,11,9
"S01011100","Moray",2001,569,67,9,8
"S01011101","Moray",2001,606,40,3,13
"S01011102","Moray",2001,722,100,10,14
"S01011103","Moray",2001,550,70,10,6
"S01011104","Moray",2001,716,72,8,28
"S01011105","Moray",2001,763,148,16,14
"S01011106","Moray",2001,1066,466,66,34
"S01011107","Moray",2001,765,105,5,30
"S01011108","Moray",2001,613,62,6,12
"S01011109","Moray",2001,827,97,7,13
"S01011110","Moray",2001,738,71,11,9
"S01011111","Moray",2001,989,110,9,17
"S01011112","Moray",2001,857,115,5,30
"S01011113","Moray",2001,998,83,8,13
"S01011114","Moray",2001,1004,69,9,17
"S01011115","Moray",2001,960,77,8,3
"S01011116","Moray",2001,735,96,7,20
"S01011117","Moray",2001,774,131,14,18
"S01011118","Moray",2001,815,91,9,24
"S01011119","Moray",2001,1158,150,10,53
"S01011120","Moray",2001,762,122,16,16
"S01011121","Moray",2001,548,62,7,15
"S01011122","Moray",2001,1162,121,17,24
"S01011123","Moray",2001,1206,98,13,14
"S01011124","Moray",2001,575,44,3,4
"S01011125","Moray",2001,638,109,6,15
"S01011126","Moray",2001,557,153,11,9
"S01011127","Moray",2001,535,261,33,17
"S01011128","Moray",2001,810,136,13,9
"S01011129","Moray",2001,1771,727,71,67
"S01011130","Moray",2001,576,63,9,9
"S01011131","Moray",2001,580,133,9,15
"S01011132","Moray",2001,793,159,17,20
"S01011133","Moray",2001,555,68,5,19
"S01011134","Moray",2001,934,173,16,16
"S01011135","Moray",2001,805,119,11,8
"S01011136","Moray",2001,553,102,11,7
"S01011137","Moray",2001,504,140,7,27
"S01011138","Moray",2001,689,139,20,16
"S01011139","Moray",2001,801,339,34,23
"S01011140","Moray",2001,577,117,10,9
"S01011141","Moray",2001,600,123,8,5
"S01011142","Moray",2001,2579,1161,90,178
"S01011143","Moray",2001,921,206,17,16
"S01011144","Moray",2001,843,164,10,10
"S01011145","Moray",2001,934,224,17,24
"S01011146","Moray",2001,1141,238,9,29
"S01011147","Moray",2001,1777,390,34,33
"S01011148","Moray",2001,1127,277,50,24
"S01011149","Moray",2001,1010,491,99,94
"S01011150","Moray",2001,886,489,18,21
"S01011151","Moray",2001,759,372,39,21
"S01011152","Moray",2001,705,261,37,45
"S01011153","Moray",2001,1064,212,26,33
"S01011154","Moray",2001,537,77,15,7
"S01011155","Moray",2001,724,129,12,13
"S01011156","Moray",2001,646,170,12,17
"S01011157","Moray",2001,712,236,18,19
"S01011158","Moray",2001,515,137,11,13
"S01011159","Moray",2001,536,68,3,13
"S01011160","Moray",2001,921,199,30,25
"S01011161","Moray",2001,655,123,12,9
"S01011162","Moray",2001,469,152,15,13
"S01011163","Moray",2001,861,128,10,11
"S01011164","Moray",2001,755,190,23,16
"S01011165","Moray",2001,759,83,9,14
"S01011166","Moray",2001,771,199,11,24
"S01011167","Moray",2001,1135,341,46,80
"S01011168","Moray",2001,865,229,33,29
"S01011169","Moray",2001,480,120,10,20
"S01011170","Moray",2001,905,287,15,29
"S01011171","North Ayrshire",2001,974,241,5,23
"S01011172","North Ayrshire",2001,800,243,2,9
"S01011173","North Ayrshire",2001,562,185,13,10
"S01011174","North Ayrshire",2001,819,167,11,16
"S01011175","North Ayrshire",2001,690,127,5,9
"S01011176","North Ayrshire",2001,575,133,5,6
"S01011177","North Ayrshire",2001,1208,206,16,34
"S01011178","North Ayrshire",2001,587,135,7,6
"S01011179","North Ayrshire",2001,791,NA,3,6
"S01011180","North Ayrshire",2001,705,37,5,5
"S01011181","North Ayrshire",2001,488,39,3,7
"S01011182","North Ayrshire",2001,406,34,4,11
"S01011183","North Ayrshire",2001,565,41,3,14
"S01011184","North Ayrshire",2001,935,47,8,17
"S01011185","North Ayrshire",2001,733,43,3,3
"S01011186","North Ayrshire",2001,964,47,13,6
"S01011187","North Ayrshire",2001,774,33,5,9
"S01011188","North Ayrshire",2001,1152,54,4,10
"S01011189","North Ayrshire",2001,861,26,1,14
"S01011190","North Ayrshire",2001,637,29,2,6
"S01011191","North Ayrshire",2001,515,NA,4,1
"S01011192","North Ayrshire",2001,778,33,9,6
"S01011193","North Ayrshire",2001,765,38,8,8
"S01011194","North Ayrshire",2001,761,44,6,11
"S01011195","North Ayrshire",2001,874,35,8,9
"S01011196","North Ayrshire",2001,959,66,5,4
"S01011197","North Ayrshire",2001,931,30,8,10
"S01011198","North Ayrshire",2001,748,51,7,11
"S01011199","North Ayrshire",2001,816,31,12,7
"S01011200","North Ayrshire",2001,830,44,7,9
"S01011201","North Ayrshire",2001,609,28,2,8
"S01011202","North Ayrshire",2001,893,36,8,8
"S01011203","North Ayrshire",2001,852,55,5,1
"S01011204","North Ayrshire",2001,593,31,4,18
"S01011205","North Ayrshire",2001,412,32,0,8
"S01011206","North Ayrshire",2001,669,39,0,19
"S01011207","North Ayrshire",2001,758,49,8,7
"S01011208","North Ayrshire",2001,958,88,9,31
"S01011209","North Ayrshire",2001,922,64,4,12
"S01011210","North Ayrshire",2001,772,53,2,17
"S01011211","North Ayrshire",2001,732,45,5,16
"S01011212","North Ayrshire",2001,558,NA,1,1
"S01011213","North Ayrshire",2001,1082,62,35,13
"S01011214","North Ayrshire",2001,974,62,9,7
"S01011215","North Ayrshire",2001,683,41,5,4
"S01011216","North Ayrshire",2001,507,NA,3,4
"S01011217","North Ayrshire",2001,795,37,8,5
"S01011218","North Ayrshire",2001,809,39,7,5
