"dz_2011","la_name","year","total","none"
"S01007093","Aberdeenshire",2011,417,48
"S01007094","Aberdeenshire",2011,354,37
"S01007095","Aberdeenshire",2011,209,6
"S01007096","Aberdeenshire",2011,316,27
"S01007097","Aberdeenshire",2011,188,6
"S01007098","Aberdeenshire",2011,288,2
"S01007099","Aberdeenshire",2011,338,31
"S01007100","Aberdeenshire",2011,298,15
"S01007101","Aberdeenshire",2011,342,66
"S01007102","Aberdeenshire",2011,260,11
"S01007103","Aberdeenshire",2011,330,61
"S01007104","Aberdeenshire",2011,197,13
"S01007105","Aberdeenshire",2011,238,45
"S01007106","Aberdeenshire",2011,319,68
"S01007107","Aberdeenshire",2011,256,14
"S01007108","Aberdeenshire",2011,226,18
"S01007109","Aberdeenshire",2011,371,93
"S01007110","Aberdeenshire",2011,324,72
"S01007111","Aberdeenshire",2011,225,41
"S01007112","Aberdeenshire",2011,214,13
"S01007113","Aberdeenshire",2011,231,36
"S01007114","Aberdeenshire",2011,378,77
"S01007115","Aberdeenshire",2011,257,40
"S01007116","Aberdeenshire",2011,315,10
"S01007117","Aberdeenshire",2011,177,9
"S01007118","Aberdeenshire",2011,282,83
"S01007119","Aberdeenshire",2011,330,87
"S01007120","Aberdeenshire",2011,483,174
"S01007121","Aberdeenshire",2011,294,168
"S01007122","Aberdeenshire",2011,287,97
"S01007123","Aberdeenshire",2011,313,94
"S01007124","Aberdeenshire",2011,380,75
"S01007125","Aberdeenshire",2011,351,108
"S01007126","Aberdeenshire",2011,399,181
"S01007127","Aberdeenshire",2011,446,212
"S01007128","Aberdeenshire",2011,411,150
"S01007129","Angus",2011,374,22
"S01007130","Angus",2011,280,40
"S01007131","Angus",2011,341,44
"S01007132","Angus",2011,297,27
"S01007133","Angus",2011,262,15
"S01007134","Angus",2011,317,36
"S01007135","Angus",2011,221,7
"S01007136","Angus",2011,185,1
"S01007137","Angus",2011,248,5
"S01007138","Angus",2011,243,15
"S01007139","Angus",2011,324,23
"S01007140","Angus",2011,405,25
"S01007141","Angus",2011,249,12
"S01007142","Angus",2011,153,3
"S01007143","Angus",2011,203,2
"S01007144","Angus",2011,240,22
"S01007145","Angus",2011,408,77
"S01007146","Angus",2011,334,75
"S01007147","Angus",2011,305,40
"S01007148","Angus",2011,204,10
"S01007149","Angus",2011,237,24
"S01007150","Angus",2011,350,58
"S01007151","Angus",2011,331,23
"S01007152","Angus",2011,237,38
"S01007153","Angus",2011,286,56
"S01007154","Angus",2011,453,171
"S01007155","Angus",2011,305,74
"S01007156","Angus",2011,308,41
"S01007157","Angus",2011,279,55
"S01007158","Angus",2011,386,46
"S01007159","Angus",2011,407,112
"S01007160","Angus",2011,377,107
"S01007161","Angus",2011,317,68
"S01007162","Angus",2011,271,91
"S01007163","Angus",2011,392,76
"S01007164","Angus",2011,257,55
"S01007165","Angus",2011,330,56
"S01007166","Angus",2011,328,58
"S01007167","Angus",2011,331,41
"S01007168","Angus",2011,415,42
"S01007169","Angus",2011,326,66
"S01007170","Angus",2011,268,15
"S01007171","Angus",2011,364,54
"S01007172","Angus",2011,333,12
"S01007173","Angus",2011,327,28
"S01007174","Angus",2011,286,50
"S01007175","Angus",2011,294,61
"S01007176","Angus",2011,290,57
"S01007177","Angus",2011,303,125
"S01007178","Angus",2011,505,198
"S01007179","Angus",2011,384,27
"S01007180","Angus",2011,347,63
"S01007181","Angus",2011,317,57
"S01007182","Angus",2011,526,138
"S01007183","Angus",2011,560,206
"S01007184","Angus",2011,594,272
"S01007185","Angus",2011,422,218
"S01007186","Angus",2011,327,186
"S01007187","Angus",2011,498,273
"S01007188","Angus",2011,328,126
"S01007189","Angus",2011,461,236
"S01007190","Angus",2011,378,90
"S01007191","Angus",2011,274,106
"S01007192","Angus",2011,286,103
"S01007193","Angus",2011,289,83
"S01007194","Angus",2011,276,139
"S01007195","Angus",2011,237,89
"S01007196","Angus",2011,278,91
"S01007197","Angus",2011,286,143
"S01007198","Angus",2011,229,100
"S01007199","Angus",2011,306,141
"S01007200","Angus",2011,405,128
"S01007201","Angus",2011,350,111
"S01007202","Angus",2011,350,126
"S01007203","Angus",2011,250,55
"S01007204","Angus",2011,426,35
"S01007205","Angus",2011,263,15
"S01007206","Angus",2011,212,70
"S01007207","Angus",2011,420,88
"S01007208","Angus",2011,550,273
"S01007209","Angus",2011,389,171
"S01007210","Angus",2011,387,173
"S01007211","Angus",2011,498,234
"S01007212","Angus",2011,259,65
"S01007213","Angus",2011,423,120
"S01007214","Angus",2011,424,216
"S01007215","Angus",2011,397,169
"S01007216","Angus",2011,315,58
"S01007217","Angus",2011,460,159
"S01007218","Angus",2011,353,28
"S01007219","Angus",2011,386,112
"S01007220","Angus",2011,330,114
"S01007221","Angus",2011,273,21
"S01007222","Angus",2011,320,51
"S01007223","Angus",2011,200,14
"S01007224","Angus",2011,279,58
"S01007225","Angus",2011,369,18
"S01007226","Angus",2011,322,16
"S01007227","Angus",2011,425,69
"S01007228","Angus",2011,260,19
"S01007229","Angus",2011,455,24
"S01007230","Angus",2011,358,133
"S01007231","Angus",2011,372,167
"S01007232","Angus",2011,381,166
"S01007233","Angus",2011,347,85
"S01007234","Angus",2011,263,70
"S01007235","Angus",2011,407,137
"S01007236","Angus",2011,305,71
"S01007237","Angus",2011,325,49
"S01007238","Angus",2011,417,88
"S01007239","Angus",2011,367,44
"S01007240","Angus",2011,233,11
"S01007241","Angus",2011,242,9
"S01007242","Angus",2011,447,68
"S01007243","Angus",2011,255,36
"S01007244","Angus",2011,303,22
"S01007245","Angus",2011,310,48
"S01007246","Angus",2011,237,18
"S01007247","Angus",2011,279,21
"S01007248","Angus",2011,310,22
"S01007249","Angus",2011,174,29
"S01007250","Angus",2011,432,111
"S01007251","Angus",2011,250,81
"S01007252","Angus",2011,315,54
"S01007253","Angus",2011,358,48
"S01007254","Angus",2011,401,142
"S01007255","Angus",2011,374,133
"S01007256","Angus",2011,407,154
"S01007257","Angus",2011,296,131
"S01007258","Angus",2011,410,133
"S01007259","Angus",2011,414,154
"S01007260","Angus",2011,418,172
"S01007261","Angus",2011,356,67
"S01007262","Angus",2011,301,89
"S01007263","Angus",2011,366,86
"S01007264","Angus",2011,339,88
"S01007265","Angus",2011,472,164
"S01007266","Angus",2011,305,58
"S01007267","Angus",2011,222,8
"S01007268","Angus",2011,249,11
"S01007269","Angus",2011,224,20
"S01007270","Angus",2011,205,21
"S01007271","Angus",2011,448,85
"S01007272","Angus",2011,417,149
"S01007273","Angus",2011,296,48
"S01007274","Angus",2011,456,157
"S01007275","Angus",2011,243,52
"S01007276","Angus",2011,369,62
"S01007277","Angus",2011,327,34
"S01007278","Angus",2011,227,14
"S01007279","Angus",2011,240,11
"S01007280","Angus",2011,237,13
"S01007281","Angus",2011,361,14
"S01007282","Angus",2011,228,10
"S01007283","Angus",2011,482,80
"S01007284","Argyll and Bute",2011,403,51
"S01007285","Argyll and Bute",2011,358,33
"S01007286","Argyll and Bute",2011,460,104
"S01007287","Argyll and Bute",2011,281,50
"S01007288","Argyll and Bute",2011,252,20
"S01007289","Argyll and Bute",2011,323,26
"S01007290","Argyll and Bute",2011,276,67
"S01007291","Argyll and Bute",2011,329,127
"S01007292","Argyll and Bute",2011,320,40
"S01007293","Argyll and Bute",2011,310,122
"S01007294","Argyll and Bute",2011,378,106
"S01007295","Argyll and Bute",2011,307,183
"S01007296","Argyll and Bute",2011,354,148
"S01007297","Argyll and Bute",2011,444,135
"S01007298","Argyll and Bute",2011,244,55
"S01007299","Argyll and Bute",2011,387,133
"S01007300","Argyll and Bute",2011,241,118
"S01007301","Argyll and Bute",2011,311,27
"S01007302","Argyll and Bute",2011,280,79
"S01007303","Argyll and Bute",2011,366,41
"S01007304","Argyll and Bute",2011,310,27
"S01007305","Argyll and Bute",2011,305,24
"S01007306","Argyll and Bute",2011,342,37
"S01007307","Argyll and Bute",2011,337,18
"S01007308","Argyll and Bute",2011,339,36
"S01007309","Argyll and Bute",2011,277,16
"S01007310","Argyll and Bute",2011,380,50
"S01007311","Argyll and Bute",2011,343,53
"S01007312","Argyll and Bute",2011,355,46
"S01007313","Argyll and Bute",2011,436,38
"S01007314","Argyll and Bute",2011,292,31
"S01007315","Argyll and Bute",2011,434,88
"S01007316","Argyll and Bute",2011,449,144
"S01007317","Argyll and Bute",2011,266,42
"S01007318","Argyll and Bute",2011,274,53
"S01007319","Argyll and Bute",2011,369,86
"S01007320","Argyll and Bute",2011,353,21
"S01007321","Argyll and Bute",2011,271,19
"S01007322","Argyll and Bute",2011,376,95
"S01007323","Argyll and Bute",2011,227,53
"S01007324","Argyll and Bute",2011,167,30
"S01007325","Argyll and Bute",2011,393,56
"S01007326","Argyll and Bute",2011,346,34
"S01007327","Argyll and Bute",2011,350,88
"S01007328","Argyll and Bute",2011,390,111
"S01007329","Argyll and Bute",2011,314,45
"S01007330","Argyll and Bute",2011,375,54
"S01007331","Argyll and Bute",2011,419,60
"S01007332","Argyll and Bute",2011,219,18
"S01007333","Argyll and Bute",2011,367,75
"S01007334","Argyll and Bute",2011,391,208
"S01007335","Argyll and Bute",2011,412,171
"S01007336","Argyll and Bute",2011,302,153
"S01007337","Argyll and Bute",2011,380,186
"S01007338","Argyll and Bute",2011,302,67
"S01007339","Argyll and Bute",2011,302,68
"S01007340","Argyll and Bute",2011,273,108
"S01007341","Argyll and Bute",2011,394,112
"S01007342","Argyll and Bute",2011,359,31
"S01007343","Argyll and Bute",2011,302,43
"S01007344","Argyll and Bute",2011,242,90
"S01007345","Argyll and Bute",2011,315,200
"S01007346","Argyll and Bute",2011,351,233
"S01007347","Argyll and Bute",2011,351,179
"S01007348","Argyll and Bute",2011,280,122
"S01007349","Argyll and Bute",2011,189,81
"S01007350","Argyll and Bute",2011,331,175
"S01007351","Argyll and Bute",2011,355,64
"S01007352","Argyll and Bute",2011,230,14
"S01007353","Argyll and Bute",2011,282,35
"S01007354","Argyll and Bute",2011,403,68
"S01007355","Argyll and Bute",2011,464,54
"S01007356","Argyll and Bute",2011,350,53
"S01007357","Argyll and Bute",2011,388,53
"S01007358","Argyll and Bute",2011,368,38
"S01007359","Argyll and Bute",2011,371,79
"S01007360","Argyll and Bute",2011,236,35
"S01007361","Argyll and Bute",2011,507,126
"S01007362","Argyll and Bute",2011,316,64
"S01007363","Argyll and Bute",2011,348,105
"S01007364","Argyll and Bute",2011,409,185
"S01007365","Argyll and Bute",2011,215,58
"S01007366","Argyll and Bute",2011,276,159
"S01007367","Argyll and Bute",2011,295,122
"S01007368","Argyll and Bute",2011,233,114
"S01007369","Argyll and Bute",2011,378,137
"S01007370","Argyll and Bute",2011,389,154
"S01007371","Argyll and Bute",2011,320,89
"S01007372","Argyll and Bute",2011,374,62
"S01007373","Argyll and Bute",2011,283,28
"S01007374","Argyll and Bute",2011,217,27
"S01007375","Argyll and Bute",2011,216,24
"S01007376","Argyll and Bute",2011,371,109
"S01007377","Argyll and Bute",2011,279,20
"S01007378","Argyll and Bute",2011,231,18
"S01007379","Argyll and Bute",2011,234,84
"S01007380","Argyll and Bute",2011,229,49
"S01007381","Argyll and Bute",2011,191,11
"S01007382","Argyll and Bute",2011,281,20
"S01007383","Argyll and Bute",2011,349,45
"S01007384","Argyll and Bute",2011,332,46
"S01007385","Argyll and Bute",2011,404,89
"S01007386","Argyll and Bute",2011,337,25
"S01007387","Argyll and Bute",2011,289,8
"S01007388","Argyll and Bute",2011,256,13
"S01007389","Argyll and Bute",2011,198,44
"S01007390","Argyll and Bute",2011,193,43
"S01007391","Argyll and Bute",2011,223,9
"S01007392","Argyll and Bute",2011,200,11
"S01007393","Argyll and Bute",2011,308,83
"S01007394","Argyll and Bute",2011,335,90
"S01007395","Argyll and Bute",2011,516,241
"S01007396","Argyll and Bute",2011,477,204
"S01007397","Argyll and Bute",2011,443,96
"S01007398","Argyll and Bute",2011,279,126
"S01007399","Argyll and Bute",2011,324,190
"S01007400","Argyll and Bute",2011,344,95
"S01007401","Argyll and Bute",2011,290,40
"S01007402","Argyll and Bute",2011,260,33
"S01007403","Argyll and Bute",2011,261,24
"S01007404","Argyll and Bute",2011,193,13
"S01007405","Argyll and Bute",2011,277,10
"S01007406","Argyll and Bute",2011,252,17
"S01007407","Argyll and Bute",2011,315,43
"S01007408","Argyll and Bute",2011,256,49
"S01007409","Clackmannanshire",2011,308,60
"S01007410","Clackmannanshire",2011,291,101
"S01007411","Clackmannanshire",2011,437,195
"S01007412","Clackmannanshire",2011,212,67
"S01007413","Clackmannanshire",2011,360,37
"S01007414","Clackmannanshire",2011,244,6
"S01007415","Clackmannanshire",2011,374,116
"S01007416","Clackmannanshire",2011,223,75
"S01007417","Clackmannanshire",2011,406,15
"S01007418","Clackmannanshire",2011,292,77
"S01007419","Clackmannanshire",2011,332,97
"S01007420","Clackmannanshire",2011,296,18
"S01007421","Clackmannanshire",2011,282,39
"S01007422","Clackmannanshire",2011,261,46
"S01007423","Clackmannanshire",2011,325,53
"S01007424","Clackmannanshire",2011,340,30
"S01007425","Clackmannanshire",2011,373,55
"S01007426","Clackmannanshire",2011,344,116
"S01007427","Clackmannanshire",2011,309,93
"S01007428","Clackmannanshire",2011,465,147
"S01007429","Clackmannanshire",2011,324,66
"S01007430","Clackmannanshire",2011,211,44
"S01007431","Clackmannanshire",2011,218,18
"S01007432","Clackmannanshire",2011,354,68
"S01007433","Clackmannanshire",2011,350,69
"S01007434","Clackmannanshire",2011,242,80
"S01007435","Clackmannanshire",2011,327,72
"S01007436","Clackmannanshire",2011,356,134
"S01007437","Clackmannanshire",2011,230,77
"S01007438","Clackmannanshire",2011,338,102
"S01007439","Clackmannanshire",2011,337,71
"S01007440","Clackmannanshire",2011,295,70
"S01007441","Clackmannanshire",2011,226,10
"S01007442","Clackmannanshire",2011,198,4
"S01007443","Clackmannanshire",2011,387,58
"S01007444","Clackmannanshire",2011,427,68
"S01007445","Clackmannanshire",2011,265,16
"S01007446","Clackmannanshire",2011,201,10
"S01007447","Clackmannanshire",2011,209,8
"S01007448","Clackmannanshire",2011,367,23
"S01007449","Clackmannanshire",2011,458,116
"S01007450","Clackmannanshire",2011,332,121
"S01007451","Clackmannanshire",2011,283,56
"S01007452","Clackmannanshire",2011,209,52
"S01007453","Clackmannanshire",2011,212,6
"S01007454","Clackmannanshire",2011,190,30
"S01007455","Clackmannanshire",2011,388,140
"S01007456","Clackmannanshire",2011,394,139
"S01007457","Clackmannanshire",2011,465,143
"S01007458","Clackmannanshire",2011,224,18
"S01007459","Clackmannanshire",2011,291,53
"S01007460","Clackmannanshire",2011,345,97
"S01007461","Clackmannanshire",2011,372,184
"S01007462","Clackmannanshire",2011,371,100
"S01007463","Clackmannanshire",2011,377,166
"S01007464","Clackmannanshire",2011,313,153
"S01007465","Clackmannanshire",2011,380,200
"S01007466","Clackmannanshire",2011,581,325
"S01007467","Clackmannanshire",2011,523,193
"S01007468","Clackmannanshire",2011,333,36
"S01007469","Clackmannanshire",2011,250,62
"S01007470","Clackmannanshire",2011,335,130
"S01007471","Clackmannanshire",2011,203,62
"S01007472","Clackmannanshire",2011,273,103
"S01007473","Clackmannanshire",2011,227,65
"S01007474","Clackmannanshire",2011,213,28
"S01007475","Clackmannanshire",2011,257,31
"S01007476","Clackmannanshire",2011,317,66
"S01007477","Clackmannanshire",2011,247,50
"S01007478","Clackmannanshire",2011,433,114
"S01007479","Clackmannanshire",2011,275,64
"S01007480","Clackmannanshire",2011,327,46
"S01007481","Dumfries and Galloway",2011,394,37
"S01007482","Dumfries and Galloway",2011,253,100
"S01007483","Dumfries and Galloway",2011,340,87
"S01007484","Dumfries and Galloway",2011,285,124
"S01007485","Dumfries and Galloway",2011,219,113
"S01007486","Dumfries and Galloway",2011,255,164
"S01007487","Dumfries and Galloway",2011,498,259
"S01007488","Dumfries and Galloway",2011,483,149
"S01007489","Dumfries and Galloway",2011,406,103
"S01007490","Dumfries and Galloway",2011,378,133
"S01007491","Dumfries and Galloway",2011,460,130
"S01007492","Dumfries and Galloway",2011,332,96
"S01007493","Dumfries and Galloway",2011,368,93
"S01007494","Dumfries and Galloway",2011,239,40
"S01007495","Dumfries and Galloway",2011,345,32
"S01007496","Dumfries and Galloway",2011,470,77
"S01007497","Dumfries and Galloway",2011,264,44
"S01007498","Dumfries and Galloway",2011,416,88
"S01007499","Dumfries and Galloway",2011,358,50
"S01007500","Dumfries and Galloway",2011,288,50
"S01007501","Dumfries and Galloway",2011,325,45
"S01007502","Dumfries and Galloway",2011,248,28
"S01007503","Dumfries and Galloway",2011,482,98
"S01007504","Dumfries and Galloway",2011,321,36
"S01007505","Dumfries and Galloway",2011,179,16
"S01007506","Dumfries and Galloway",2011,237,12
"S01007507","Dumfries and Galloway",2011,455,103
"S01007508","Dumfries and Galloway",2011,329,52
"S01007509","Dumfries and Galloway",2011,274,29
"S01007510","Dumfries and Galloway",2011,459,61
"S01007511","Dumfries and Galloway",2011,370,109
"S01007512","Dumfries and Galloway",2011,247,30
"S01007513","Dumfries and Galloway",2011,468,124
"S01007514","Dumfries and Galloway",2011,247,70
"S01007515","Dumfries and Galloway",2011,254,47
"S01007516","Dumfries and Galloway",2011,257,81
"S01007517","Dumfries and Galloway",2011,224,55
"S01007518","Dumfries and Galloway",2011,381,106
"S01007519","Dumfries and Galloway",2011,215,15
"S01007520","Dumfries and Galloway",2011,446,84
"S01007521","Dumfries and Galloway",2011,202,13
"S01007522","Dumfries and Galloway",2011,476,102
"S01007523","Dumfries and Galloway",2011,229,20
"S01007524","Dumfries and Galloway",2011,385,24
"S01007525","Dumfries and Galloway",2011,237,42
"S01007526","Dumfries and Galloway",2011,385,134
"S01007527","Dumfries and Galloway",2011,374,65
"S01007528","Dumfries and Galloway",2011,363,125
"S01007529","Dumfries and Galloway",2011,308,30
"S01007530","Dumfries and Galloway",2011,223,10
"S01007531","Dumfries and Galloway",2011,313,36
"S01007532","Dumfries and Galloway",2011,248,24
"S01007533","Dumfries and Galloway",2011,222,13
"S01007534","Dumfries and Galloway",2011,428,103
"S01007535","Dumfries and Galloway",2011,492,133
"S01007536","Dumfries and Galloway",2011,443,109
"S01007537","Dumfries and Galloway",2011,518,130
"S01007538","Dumfries and Galloway",2011,366,23
"S01007539","Dumfries and Galloway",2011,331,35
"S01007540","Dumfries and Galloway",2011,450,156
"S01007541","Dumfries and Galloway",2011,337,52
"S01007542","Dumfries and Galloway",2011,416,121
"S01007543","Dumfries and Galloway",2011,481,130
"S01007544","Dumfries and Galloway",2011,496,23
"S01007545","Dumfries and Galloway",2011,359,35
"S01007546","Dumfries and Galloway",2011,223,13
"S01007547","Dumfries and Galloway",2011,239,18
"S01007548","Dumfries and Galloway",2011,304,36
"S01007549","Dumfries and Galloway",2011,298,41
"S01007550","Dumfries and Galloway",2011,449,62
"S01007551","Dumfries and Galloway",2011,395,13
"S01007552","Dumfries and Galloway",2011,401,145
"S01007553","Dumfries and Galloway",2011,376,134
"S01007554","Dumfries and Galloway",2011,221,103
"S01007555","Dumfries and Galloway",2011,238,49
"S01007556","Dumfries and Galloway",2011,227,90
"S01007557","Dumfries and Galloway",2011,478,162
"S01007558","Dumfries and Galloway",2011,189,12
"S01007559","Dumfries and Galloway",2011,308,24
"S01007560","Dumfries and Galloway",2011,440,95
"S01007561","Dumfries and Galloway",2011,357,91
"S01007562","Dumfries and Galloway",2011,365,32
"S01007563","Dumfries and Galloway",2011,396,52
"S01007564","Dumfries and Galloway",2011,323,29
"S01007565","Dumfries and Galloway",2011,396,47
"S01007566","Dumfries and Galloway",2011,275,21
"S01007567","Dumfries and Galloway",2011,233,9
"S01007568","Dumfries and Galloway",2011,295,27
"S01007569","Dumfries and Galloway",2011,342,36
"S01007570","Dumfries and Galloway",2011,295,48
"S01007571","Dumfries and Galloway",2011,240,13
"S01007572","Dumfries and Galloway",2011,370,75
"S01007573","Dumfries and Galloway",2011,329,14
"S01007574","Dumfries and Galloway",2011,438,146
"S01007575","Dumfries and Galloway",2011,452,236
"S01007576","Dumfries and Galloway",2011,344,225
"S01007577","Dumfries and Galloway",2011,296,161
"S01007578","Dumfries and Galloway",2011,332,159
"S01007579","Dumfries and Galloway",2011,298,125
"S01007580","Dumfries and Galloway",2011,293,125
"S01007581","Dumfries and Galloway",2011,198,69
"S01007582","Dumfries and Galloway",2011,285,110
"S01007583","Dumfries and Galloway",2011,519,263
"S01007584","Dumfries and Galloway",2011,279,117
"S01007585","Dumfries and Galloway",2011,438,90
"S01007586","Dumfries and Galloway",2011,377,154
"S01007587","Dumfries and Galloway",2011,306,88
"S01007588","Dumfries and Galloway",2011,360,54
"S01007589","Dumfries and Galloway",2011,408,107
"S01007590","Dumfries and Galloway",2011,289,42
"S01007591","Dumfries and Galloway",2011,272,64
"S01007592","Dumfries and Galloway",2011,353,136
"S01007593","Dumfries and Galloway",2011,453,77
"S01007594","Dumfries and Galloway",2011,334,37
"S01007595","Dumfries and Galloway",2011,443,61
"S01007596","Dumfries and Galloway",2011,275,44
"S01007597","Dumfries and Galloway",2011,254,14
"S01007598","Dumfries and Galloway",2011,266,27
"S01007599","Dumfries and Galloway",2011,361,67
"S01007600","Dumfries and Galloway",2011,510,144
"S01007601","Dumfries and Galloway",2011,300,47
"S01007602","Dumfries and Galloway",2011,269,34
"S01007603","Dumfries and Galloway",2011,309,20
"S01007604","Dumfries and Galloway",2011,389,37
"S01007605","Dumfries and Galloway",2011,364,29
"S01007606","Dumfries and Galloway",2011,314,59
"S01007607","Dumfries and Galloway",2011,294,32
"S01007608","Dumfries and Galloway",2011,308,30
"S01007609","Dumfries and Galloway",2011,447,157
"S01007610","Dumfries and Galloway",2011,255,85
"S01007611","Dumfries and Galloway",2011,538,255
"S01007612","Dumfries and Galloway",2011,609,320
"S01007613","Dumfries and Galloway",2011,324,50
"S01007614","Dumfries and Galloway",2011,358,35
"S01007615","Dumfries and Galloway",2011,515,130
"S01007616","Dumfries and Galloway",2011,387,125
"S01007617","Dumfries and Galloway",2011,234,65
"S01007618","Dumfries and Galloway",2011,294,108
"S01007619","Dumfries and Galloway",2011,280,103
"S01007620","Dumfries and Galloway",2011,271,22
"S01007621","Dumfries and Galloway",2011,291,29
"S01007622","Dumfries and Galloway",2011,256,60
"S01007623","Dumfries and Galloway",2011,250,26
"S01007624","Dumfries and Galloway",2011,268,29
"S01007625","Dumfries and Galloway",2011,224,30
"S01007626","Dumfries and Galloway",2011,269,18
"S01007627","Dumfries and Galloway",2011,251,47
"S01007628","Dumfries and Galloway",2011,314,45
"S01007629","Dumfries and Galloway",2011,286,24
"S01007630","Dumfries and Galloway",2011,338,21
"S01007631","Dumfries and Galloway",2011,269,18
"S01007632","Dumfries and Galloway",2011,437,79
"S01007633","Dumfries and Galloway",2011,441,75
"S01007634","Dumfries and Galloway",2011,241,23
"S01007635","Dumfries and Galloway",2011,321,44
"S01007636","Dumfries and Galloway",2011,416,102
"S01007637","Dumfries and Galloway",2011,403,124
"S01007638","Dumfries and Galloway",2011,373,114
"S01007639","Dumfries and Galloway",2011,451,110
"S01007640","Dumfries and Galloway",2011,303,20
"S01007641","Dumfries and Galloway",2011,369,62
"S01007642","Dumfries and Galloway",2011,415,102
"S01007643","Dumfries and Galloway",2011,424,98
"S01007644","Dumfries and Galloway",2011,384,84
"S01007645","Dumfries and Galloway",2011,219,10
"S01007646","Dumfries and Galloway",2011,260,33
"S01007647","Dumfries and Galloway",2011,361,94
"S01007648","Dumfries and Galloway",2011,446,115
"S01007649","Dumfries and Galloway",2011,339,88
"S01007650","Dumfries and Galloway",2011,420,43
"S01007651","Dumfries and Galloway",2011,227,15
"S01007652","Dumfries and Galloway",2011,257,41
"S01007653","Dumfries and Galloway",2011,378,42
"S01007654","Dumfries and Galloway",2011,465,94
"S01007655","Dumfries and Galloway",2011,341,14
"S01007656","Dumfries and Galloway",2011,358,28
"S01007657","Dumfries and Galloway",2011,176,7
"S01007658","Dumfries and Galloway",2011,231,25
"S01007659","Dumfries and Galloway",2011,366,50
"S01007660","Dumfries and Galloway",2011,400,166
"S01007661","Dumfries and Galloway",2011,327,95
"S01007662","Dumfries and Galloway",2011,493,187
"S01007663","Dumfries and Galloway",2011,387,99
"S01007664","Dumfries and Galloway",2011,283,120
"S01007665","Dumfries and Galloway",2011,275,68
"S01007666","Dumfries and Galloway",2011,198,22
"S01007667","Dumfries and Galloway",2011,283,28
"S01007668","Dumfries and Galloway",2011,468,162
"S01007669","Dumfries and Galloway",2011,268,114
"S01007670","Dumfries and Galloway",2011,299,113
"S01007671","Dumfries and Galloway",2011,289,19
"S01007672","Dumfries and Galloway",2011,389,34
"S01007673","Dumfries and Galloway",2011,304,48
"S01007674","Dumfries and Galloway",2011,376,117
"S01007675","Dumfries and Galloway",2011,251,21
"S01007676","Dumfries and Galloway",2011,279,10
"S01007677","Dumfries and Galloway",2011,201,24
"S01007678","Dumfries and Galloway",2011,368,130
"S01007679","Dumfries and Galloway",2011,381,115
"S01007680","Dumfries and Galloway",2011,386,32
"S01007681","Dumfries and Galloway",2011,192,48
"S01007682","Dundee City",2011,403,54
"S01007683","Dundee City",2011,301,58
"S01007684","Dundee City",2011,332,30
"S01007685","Dundee City",2011,273,29
"S01007686","Dundee City",2011,320,76
"S01007687","Dundee City",2011,399,110
"S01007688","Dundee City",2011,545,250
"S01007689","Dundee City",2011,288,135
"S01007690","Dundee City",2011,393,194
"S01007691","Dundee City",2011,515,304
"S01007692","Dundee City",2011,434,198
"S01007693","Dundee City",2011,347,237
"S01007694","Dundee City",2011,523,296
"S01007695","Dundee City",2011,614,350
"S01007696","Dundee City",2011,437,284
"S01007697","Dundee City",2011,608,327
"S01007698","Dundee City",2011,589,316
"S01007699","Dundee City",2011,454,283
"S01007700","Dundee City",2011,450,109
"S01007701","Dundee City",2011,318,210
"S01007702","Dundee City",2011,266,112
"S01007703","Dundee City",2011,398,171
"S01007704","Dundee City",2011,517,386
"S01007705","Dundee City",2011,262,189
"S01007706","Dundee City",2011,370,266
"S01007707","Dundee City",2011,465,123
"S01007708","Dundee City",2011,357,189
"S01007709","Dundee City",2011,309,189
"S01007710","Dundee City",2011,450,274
"S01007711","Dundee City",2011,493,343
"S01007712","Dundee City",2011,360,203
"S01007713","Dundee City",2011,229,119
"S01007714","Dundee City",2011,321,143
"S01007715","Dundee City",2011,267,164
"S01007716","Dundee City",2011,598,395
"S01007717","Dundee City",2011,567,341
"S01007718","Dundee City",2011,467,291
"S01007719","Dundee City",2011,651,385
"S01007720","Dundee City",2011,404,165
"S01007721","Dundee City",2011,435,218
"S01007722","Dundee City",2011,548,348
"S01007723","Dundee City",2011,604,397
"S01007724","Dundee City",2011,358,232
"S01007725","Dundee City",2011,498,311
"S01007726","Dundee City",2011,453,266
"S01007727","Dundee City",2011,591,363
"S01007728","Dundee City",2011,414,248
"S01007729","Dundee City",2011,439,245
"S01007730","Dundee City",2011,464,230
"S01007731","Dundee City",2011,396,193
"S01007732","Dundee City",2011,374,207
"S01007733","Dundee City",2011,338,70
"S01007734","Dundee City",2011,384,75
"S01007735","Dundee City",2011,359,55
"S01007736","Dundee City",2011,309,68
"S01007737","Dundee City",2011,554,224
"S01007738","Dundee City",2011,358,112
"S01007739","Dundee City",2011,347,177
"S01007740","Dundee City",2011,265,66
"S01007741","Dundee City",2011,435,211
"S01007742","Dundee City",2011,328,115
"S01007743","Dundee City",2011,457,222
"S01007744","Dundee City",2011,403,248
"S01007745","Dundee City",2011,378,211
"S01007746","Dundee City",2011,409,176
"S01007747","Dundee City",2011,242,108
"S01007748","Dundee City",2011,369,233
"S01007749","Dundee City",2011,281,28
"S01007750","Dundee City",2011,358,53
"S01007751","Dundee City",2011,337,45
"S01007752","Dundee City",2011,356,111
"S01007753","Dundee City",2011,241,112
"S01007754","Dundee City",2011,414,214
