"dz_2011","la_name","year","total","none"
"S01007158","Angus",2001,425,74
"S01007159","Angus",2001,424,158
"S01007160","Angus",2001,350,116
"S01007161","Angus",2001,285,88
"S01007162","Angus",2001,198,73
"S01007163","Angus",2001,379,75
"S01007164","Angus",2001,260,57
"S01007165","Angus",2001,315,48
"S01007166","Angus",2001,300,64
"S01007167","Angus",2001,335,24
"S01007168","Angus",2001,401,34
"S01007169","Angus",2001,325,59
"S01007170","Angus",2001,303,19
"S01007171","Angus",2001,412,69
"S01007172","Angus",2001,412,14
"S01007173","Angus",2001,329,22
"S01007174","Angus",2001,236,26
"S01007175","Angus",2001,279,65
"S01007176","Angus",2001,285,56
"S01007177","Angus",2001,296,129
"S01007178","Angus",2001,483,243
"S01007179","Angus",2001,361,24
"S01007180","Angus",2001,348,73
"S01007181","Angus",2001,311,63
"S01007182","Angus",2001,560,183
"S01007183","Angus",2001,672,283
"S01007184","Angus",2001,545,252
"S01007185","Angus",2001,464,242
"S01007186","Angus",2001,301,182
"S01007187","Angus",2001,443,249
"S01007188","Angus",2001,352,178
"S01007189","Angus",2001,547,327
"S01007190","Angus",2001,343,95
"S01007191","Angus",2001,333,130
"S01007192","Angus",2001,362,156
"S01007193","Angus",2001,286,108
"S01007194","Angus",2001,323,166
"S01007195","Angus",2001,243,104
"S01007196","Angus",2001,258,126
"S01007197","Angus",2001,205,118
"S01007198","Angus",2001,213,114
"S01007199","Angus",2001,308,162
"S01007200","Angus",2001,399,133
"S01007201","Angus",2001,570,202
"S01007202","Angus",2001,422,176
"S01007203","Angus",2001,248,50
"S01007204","Angus",2001,440,46
"S01007205","Angus",2001,235,11
"S01007206","Angus",2001,191,74
"S01007207","Angus",2001,453,103
"S01007208","Angus",2001,451,230
"S01007209","Angus",2001,454,218
"S01007210","Angus",2001,368,179
"S01007211","Angus",2001,514,229
"S01007212","Angus",2001,247,62
"S01007213","Angus",2001,402,116
"S01007214","Angus",2001,423,228
"S01007215","Angus",2001,349,168
"S01007216","Angus",2001,322,73
"S01007217","Angus",2001,448,177
"S01007218","Angus",2001,362,56
"S01007219","Angus",2001,349,132
"S01007220","Angus",2001,482,195
"S01007221","Angus",2001,323,56
"S01007222","Angus",2001,329,61
"S01007223","Angus",2001,232,7
"S01007224","Angus",2001,319,57
"S01007225","Angus",2001,348,24
"S01007226","Angus",2001,303,17
"S01007227","Angus",2001,395,85
"S01007228","Angus",2001,234,11
"S01007229","Angus",2001,506,36
"S01007230","Angus",2001,385,169
"S01007231","Angus",2001,349,170
"S01007232","Angus",2001,324,155
"S01007233","Angus",2001,371,104
"S01007234","Angus",2001,328,77
"S01007235","Angus",2001,382,145
"S01007236","Angus",2001,295,91
"S01007237","Angus",2001,312,43
"S01007238","Angus",2001,476,114
"S01007239","Angus",2001,362,43
"S01007240","Angus",2001,232,13
"S01007241","Angus",2001,218,10
"S01007242","Angus",2001,884,102
"S01007243","Angus",2001,379,44
"S01007244","Angus",2001,566,55
"S01007245","Angus",2001,305,48
"S01007246","Angus",2001,210,21
"S01007247","Angus",2001,271,30
"S01007248","Angus",2001,318,44
"S01007249","Angus",2001,151,16
"S01007250","Angus",2001,512,154
"S01007251","Angus",2001,325,113
"S01007252","Angus",2001,291,58
"S01007253","Angus",2001,316,45
"S01007254","Angus",2001,369,143
"S01007255","Angus",2001,370,131
"S01007256","Angus",2001,374,127
"S01007257","Angus",2001,284,128
"S01007258","Angus",2001,418,125
"S01007259","Angus",2001,355,140
"S01007260","Angus",2001,481,193
"S01007261","Angus",2001,356,65
"S01007262","Angus",2001,298,101
"S01007263","Angus",2001,366,93
"S01007264","Angus",2001,422,95
"S01007265","Angus",2001,473,178
"S01007266","Angus",2001,301,62
"S01007267","Angus",2001,236,15
"S01007268","Angus",2001,237,13
"S01007269","Angus",2001,280,26
"S01007270","Angus",2001,209,23
"S01007271","Angus",2001,441,88
"S01007272","Angus",2001,417,162
"S01007273","Angus",2001,310,73
"S01007274","Angus",2001,410,168
"S01007275","Angus",2001,264,75
"S01007276","Angus",2001,323,71
"S01007277","Angus",2001,297,36
"S01007278","Angus",2001,233,18
"S01007279","Angus",2001,222,7
"S01007280","Angus",2001,223,13
"S01007281","Angus",2001,308,13
"S01007282","Angus",2001,217,7
"S01007283","Angus",2001,478,92
"S01007284","Argyll and Bute",2001,396,83
"S01007285","Argyll and Bute",2001,318,41
"S01007286","Argyll and Bute",2001,518,121
"S01007287","Argyll and Bute",2001,266,72
"S01007288","Argyll and Bute",2001,262,30
"S01007289","Argyll and Bute",2001,394,28
"S01007290","Argyll and Bute",2001,254,100
"S01007291","Argyll and Bute",2001,276,121
"S01007292","Argyll and Bute",2001,356,49
"S01007293","Argyll and Bute",2001,311,143
"S01007294","Argyll and Bute",2001,344,127
"S01007295","Argyll and Bute",2001,288,194
"S01007296","Argyll and Bute",2001,357,172
"S01007297","Argyll and Bute",2001,392,110
"S01007298","Argyll and Bute",2001,242,69
"S01007299","Argyll and Bute",2001,398,147
"S01007300","Argyll and Bute",2001,345,167
"S01007301","Argyll and Bute",2001,299,35
"S01007302","Argyll and Bute",2001,286,101
"S01007303","Argyll and Bute",2001,456,70
"S01007304","Argyll and Bute",2001,471,54
"S01007305","Argyll and Bute",2001,361,33
"S01007306","Argyll and Bute",2001,299,61
"S01007307","Argyll and Bute",2001,326,27
"S01007308","Argyll and Bute",2001,326,40
"S01007309","Argyll and Bute",2001,338,25
"S01007310","Argyll and Bute",2001,446,65
"S01007311","Argyll and Bute",2001,444,89
"S01007312","Argyll and Bute",2001,345,44
"S01007313","Argyll and Bute",2001,598,86
"S01007314","Argyll and Bute",2001,266,22
"S01007315","Argyll and Bute",2001,395,92
"S01007316","Argyll and Bute",2001,470,157
"S01007317","Argyll and Bute",2001,266,52
"S01007318","Argyll and Bute",2001,276,71
"S01007319","Argyll and Bute",2001,447,126
"S01007320","Argyll and Bute",2001,357,34
"S01007321","Argyll and Bute",2001,256,31
"S01007322","Argyll and Bute",2001,376,123
"S01007323","Argyll and Bute",2001,278,80
"S01007324","Argyll and Bute",2001,144,26
"S01007325","Argyll and Bute",2001,442,111
"S01007326","Argyll and Bute",2001,390,58
"S01007327","Argyll and Bute",2001,384,136
"S01007328","Argyll and Bute",2001,444,188
"S01007329","Argyll and Bute",2001,283,55
"S01007330","Argyll and Bute",2001,453,64
"S01007331","Argyll and Bute",2001,444,70
"S01007332","Argyll and Bute",2001,239,32
"S01007333","Argyll and Bute",2001,354,89
"S01007334","Argyll and Bute",2001,356,229
"S01007335","Argyll and Bute",2001,422,200
"S01007336","Argyll and Bute",2001,285,154
"S01007337","Argyll and Bute",2001,364,192
"S01007338","Argyll and Bute",2001,309,94
"S01007339","Argyll and Bute",2001,266,61
"S01007340","Argyll and Bute",2001,288,142
"S01007341","Argyll and Bute",2001,349,107
"S01007342","Argyll and Bute",2001,327,56
"S01007343","Argyll and Bute",2001,359,66
"S01007344","Argyll and Bute",2001,230,90
"S01007345","Argyll and Bute",2001,299,206
"S01007346","Argyll and Bute",2001,472,329
"S01007347","Argyll and Bute",2001,358,205
"S01007348","Argyll and Bute",2001,335,178
"S01007349","Argyll and Bute",2001,194,112
"S01007350","Argyll and Bute",2001,327,195
"S01007351","Argyll and Bute",2001,428,97
"S01007352","Argyll and Bute",2001,237,26
"S01007353","Argyll and Bute",2001,302,30
"S01007354","Argyll and Bute",2001,366,81
"S01007355","Argyll and Bute",2001,547,93
"S01007356","Argyll and Bute",2001,325,66
"S01007357","Argyll and Bute",2001,383,55
"S01007358","Argyll and Bute",2001,405,67
"S01007359","Argyll and Bute",2001,331,95
"S01007360","Argyll and Bute",2001,252,43
"S01007361","Argyll and Bute",2001,556,157
"S01007362","Argyll and Bute",2001,279,51
"S01007363","Argyll and Bute",2001,327,105
"S01007364","Argyll and Bute",2001,410,214
"S01007365","Argyll and Bute",2001,203,66
"S01007366","Argyll and Bute",2001,281,190
"S01007367","Argyll and Bute",2001,274,120
"S01007368","Argyll and Bute",2001,304,169
"S01007369","Argyll and Bute",2001,439,197
"S01007370","Argyll and Bute",2001,376,178
"S01007371","Argyll and Bute",2001,292,85
"S01007372","Argyll and Bute",2001,297,50
"S01007373","Argyll and Bute",2001,260,44
"S01007374","Argyll and Bute",2001,224,36
"S01007375","Argyll and Bute",2001,223,28
"S01007376","Argyll and Bute",2001,367,111
"S01007377","Argyll and Bute",2001,268,13
"S01007378","Argyll and Bute",2001,195,15
"S01007379","Argyll and Bute",2001,232,94
"S01007380","Argyll and Bute",2001,228,52
"S01007381","Argyll and Bute",2001,232,7
"S01007382","Argyll and Bute",2001,281,34
"S01007383","Argyll and Bute",2001,361,63
"S01007384","Argyll and Bute",2001,309,75
"S01007385","Argyll and Bute",2001,408,96
"S01007386","Argyll and Bute",2001,341,18
"S01007387","Argyll and Bute",2001,293,7
"S01007388","Argyll and Bute",2001,245,13
"S01007389","Argyll and Bute",2001,267,57
"S01007390","Argyll and Bute",2001,170,49
"S01007391","Argyll and Bute",2001,218,6
"S01007392","Argyll and Bute",2001,183,13
"S01007393","Argyll and Bute",2001,374,131
"S01007394","Argyll and Bute",2001,322,84
"S01007395","Argyll and Bute",2001,562,277
"S01007396","Argyll and Bute",2001,467,214
"S01007397","Argyll and Bute",2001,407,101
"S01007398","Argyll and Bute",2001,296,189
"S01007399","Argyll and Bute",2001,305,205
"S01007400","Argyll and Bute",2001,428,137
"S01007401","Argyll and Bute",2001,280,33
"S01007402","Argyll and Bute",2001,260,36
"S01007403","Argyll and Bute",2001,364,25
"S01007404","Argyll and Bute",2001,203,24
"S01007405","Argyll and Bute",2001,223,4
"S01007406","Argyll and Bute",2001,237,18
"S01007407","Argyll and Bute",2001,301,45
"S01007408","Argyll and Bute",2001,258,52
"S01007409","Clackmannanshire",2001,309,59
"S01007410","Clackmannanshire",2001,306,130
"S01007411","Clackmannanshire",2001,474,245
"S01007412","Clackmannanshire",2001,213,69
"S01007413","Clackmannanshire",2001,346,31
"S01007414","Clackmannanshire",2001,295,0
"S01007415","Clackmannanshire",2001,378,147
"S01007416","Clackmannanshire",2001,216,86
"S01007417","Clackmannanshire",2001,301,49
"S01007418","Clackmannanshire",2001,274,91
"S01007419","Clackmannanshire",2001,347,145
"S01007420","Clackmannanshire",2001,216,46
"S01007421","Clackmannanshire",2001,293,95
"S01007422","Clackmannanshire",2001,315,67
"S01007423","Clackmannanshire",2001,332,105
"S01007424","Clackmannanshire",2001,316,21
"S01007425","Clackmannanshire",2001,380,62
"S01007426","Clackmannanshire",2001,342,107
"S01007427","Clackmannanshire",2001,316,102
"S01007428","Clackmannanshire",2001,465,151
"S01007429","Clackmannanshire",2001,350,92
"S01007430","Clackmannanshire",2001,213,57
"S01007431","Clackmannanshire",2001,279,23
"S01007432","Clackmannanshire",2001,406,82
"S01007433","Clackmannanshire",2001,338,57
"S01007434","Clackmannanshire",2001,303,92
"S01007435","Clackmannanshire",2001,328,80
"S01007436","Clackmannanshire",2001,362,151
"S01007437","Clackmannanshire",2001,223,89
"S01007438","Clackmannanshire",2001,342,123
"S01007439","Clackmannanshire",2001,352,89
"S01007440","Clackmannanshire",2001,305,90
"S01007441","Clackmannanshire",2001,210,6
"S01007442","Clackmannanshire",2001,192,4
"S01007443","Clackmannanshire",2001,382,73
"S01007444","Clackmannanshire",2001,364,61
"S01007445","Clackmannanshire",2001,274,15
"S01007446","Clackmannanshire",2001,203,14
"S01007447","Clackmannanshire",2001,190,7
"S01007448","Clackmannanshire",2001,338,27
"S01007449","Clackmannanshire",2001,491,165
"S01007450","Clackmannanshire",2001,319,134
"S01007451","Clackmannanshire",2001,295,58
"S01007452","Clackmannanshire",2001,209,54
"S01007453","Clackmannanshire",2001,115,0
"S01007454","Clackmannanshire",2001,204,49
"S01007455","Clackmannanshire",2001,403,159
"S01007456","Clackmannanshire",2001,486,194
"S01007457","Clackmannanshire",2001,433,162
"S01007458","Clackmannanshire",2001,224,21
"S01007459","Clackmannanshire",2001,288,62
"S01007460","Clackmannanshire",2001,368,113
"S01007461","Clackmannanshire",2001,386,224
"S01007462","Clackmannanshire",2001,372,146
"S01007463","Clackmannanshire",2001,353,185
"S01007464","Clackmannanshire",2001,420,207
"S01007465","Clackmannanshire",2001,480,242
"S01007466","Clackmannanshire",2001,575,280
"S01007467","Clackmannanshire",2001,570,206
"S01007468","Clackmannanshire",2001,299,30
"S01007469","Clackmannanshire",2001,290,67
"S01007470","Clackmannanshire",2001,327,149
"S01007471","Clackmannanshire",2001,224,76
"S01007472","Clackmannanshire",2001,258,103
"S01007473","Clackmannanshire",2001,241,117
"S01007474","Clackmannanshire",2001,232,45
"S01007475","Clackmannanshire",2001,242,47
"S01007476","Clackmannanshire",2001,326,75
"S01007477","Clackmannanshire",2001,245,57
"S01007478","Clackmannanshire",2001,491,99
"S01007479","Clackmannanshire",2001,281,72
"S01007480","Clackmannanshire",2001,304,37
"S01007481","Dumfries and Galloway",2001,380,35
"S01007482","Dumfries and Galloway",2001,266,101
"S01007483","Dumfries and Galloway",2001,335,103
"S01007484","Dumfries and Galloway",2001,284,127
"S01007485","Dumfries and Galloway",2001,227,132
"S01007486","Dumfries and Galloway",2001,317,203
"S01007487","Dumfries and Galloway",2001,514,284
"S01007488","Dumfries and Galloway",2001,534,181
"S01007489","Dumfries and Galloway",2001,418,132
"S01007490","Dumfries and Galloway",2001,401,134
"S01007491","Dumfries and Galloway",2001,332,78
"S01007492","Dumfries and Galloway",2001,301,98
"S01007493","Dumfries and Galloway",2001,345,88
"S01007494","Dumfries and Galloway",2001,233,40
"S01007495","Dumfries and Galloway",2001,350,32
"S01007496","Dumfries and Galloway",2001,512,86
"S01007497","Dumfries and Galloway",2001,258,45
"S01007498","Dumfries and Galloway",2001,484,118
"S01007499","Dumfries and Galloway",2001,324,50
"S01007500","Dumfries and Galloway",2001,303,57
"S01007501","Dumfries and Galloway",2001,310,56
"S01007502","Dumfries and Galloway",2001,244,41
"S01007503","Dumfries and Galloway",2001,432,107
"S01007504","Dumfries and Galloway",2001,294,37
"S01007505","Dumfries and Galloway",2001,230,17
"S01007506","Dumfries and Galloway",2001,239,22
"S01007507","Dumfries and Galloway",2001,436,125
"S01007508","Dumfries and Galloway",2001,393,98
"S01007509","Dumfries and Galloway",2001,271,25
"S01007510","Dumfries and Galloway",2001,570,117
"S01007511","Dumfries and Galloway",2001,377,141
"S01007512","Dumfries and Galloway",2001,246,42
"S01007513","Dumfries and Galloway",2001,483,149
"S01007514","Dumfries and Galloway",2001,228,83
"S01007515","Dumfries and Galloway",2001,224,48
"S01007516","Dumfries and Galloway",2001,240,94
"S01007517","Dumfries and Galloway",2001,210,59
"S01007518","Dumfries and Galloway",2001,372,129
"S01007519","Dumfries and Galloway",2001,222,24
"S01007520","Dumfries and Galloway",2001,444,106
"S01007521","Dumfries and Galloway",2001,266,20
"S01007522","Dumfries and Galloway",2001,482,100
"S01007523","Dumfries and Galloway",2001,231,23
"S01007524","Dumfries and Galloway",2001,382,34
"S01007525","Dumfries and Galloway",2001,233,44
"S01007526","Dumfries and Galloway",2001,399,144
"S01007527","Dumfries and Galloway",2001,360,86
"S01007528","Dumfries and Galloway",2001,369,144
"S01007529","Dumfries and Galloway",2001,285,45
"S01007530","Dumfries and Galloway",2001,218,8
"S01007531","Dumfries and Galloway",2001,293,38
"S01007532","Dumfries and Galloway",2001,214,22
"S01007533","Dumfries and Galloway",2001,229,24
"S01007534","Dumfries and Galloway",2001,482,142
"S01007535","Dumfries and Galloway",2001,465,93
"S01007536","Dumfries and Galloway",2001,445,114
"S01007537","Dumfries and Galloway",2001,540,166
"S01007538","Dumfries and Galloway",2001,353,22
"S01007539","Dumfries and Galloway",2001,379,47
"S01007540","Dumfries and Galloway",2001,416,158
"S01007541","Dumfries and Galloway",2001,359,77
"S01007542","Dumfries and Galloway",2001,423,142
"S01007543","Dumfries and Galloway",2001,594,164
"S01007544","Dumfries and Galloway",2001,560,41
"S01007545","Dumfries and Galloway",2001,342,35
"S01007546","Dumfries and Galloway",2001,259,27
"S01007547","Dumfries and Galloway",2001,288,23
"S01007548","Dumfries and Galloway",2001,351,42
"S01007549","Dumfries and Galloway",2001,347,59
"S01007550","Dumfries and Galloway",2001,453,82
"S01007551","Dumfries and Galloway",2001,371,22
"S01007552","Dumfries and Galloway",2001,390,170
"S01007553","Dumfries and Galloway",2001,367,159
"S01007554","Dumfries and Galloway",2001,212,108
"S01007555","Dumfries and Galloway",2001,208,53
"S01007556","Dumfries and Galloway",2001,291,135
"S01007557","Dumfries and Galloway",2001,492,182
"S01007558","Dumfries and Galloway",2001,272,50
"S01007559","Dumfries and Galloway",2001,349,29
"S01007560","Dumfries and Galloway",2001,430,110
"S01007561","Dumfries and Galloway",2001,292,86
"S01007562","Dumfries and Galloway",2001,392,53
"S01007563","Dumfries and Galloway",2001,432,77
"S01007564","Dumfries and Galloway",2001,299,36
"S01007565","Dumfries and Galloway",2001,418,62
"S01007566","Dumfries and Galloway",2001,242,26
"S01007567","Dumfries and Galloway",2001,208,17
"S01007568","Dumfries and Galloway",2001,287,28
"S01007569","Dumfries and Galloway",2001,408,51
"S01007570","Dumfries and Galloway",2001,316,13
"S01007571","Dumfries and Galloway",2001,227,11
"S01007572","Dumfries and Galloway",2001,390,74
"S01007573","Dumfries and Galloway",2001,378,18
"S01007574","Dumfries and Galloway",2001,455,165
"S01007575","Dumfries and Galloway",2001,445,231
"S01007576","Dumfries and Galloway",2001,368,219
"S01007577","Dumfries and Galloway",2001,370,198
"S01007578","Dumfries and Galloway",2001,351,196
"S01007579","Dumfries and Galloway",2001,303,142
"S01007580","Dumfries and Galloway",2001,282,114
"S01007581","Dumfries and Galloway",2001,198,80
"S01007582","Dumfries and Galloway",2001,277,130
"S01007583","Dumfries and Galloway",2001,499,309
"S01007584","Dumfries and Galloway",2001,285,146
"S01007585","Dumfries and Galloway",2001,442,102
"S01007586","Dumfries and Galloway",2001,397,151
"S01007587","Dumfries and Galloway",2001,314,95
"S01007588","Dumfries and Galloway",2001,352,56
"S01007589","Dumfries and Galloway",2001,385,122
"S01007590","Dumfries and Galloway",2001,297,51
"S01007591","Dumfries and Galloway",2001,249,87
"S01007592","Dumfries and Galloway",2001,347,129
"S01007593","Dumfries and Galloway",2001,438,103
"S01007594","Dumfries and Galloway",2001,338,36
"S01007595","Dumfries and Galloway",2001,399,62
"S01007596","Dumfries and Galloway",2001,348,45
"S01007597","Dumfries and Galloway",2001,245,23
"S01007598","Dumfries and Galloway",2001,250,31
"S01007599","Dumfries and Galloway",2001,376,102
"S01007600","Dumfries and Galloway",2001,546,152
"S01007601","Dumfries and Galloway",2001,291,68
"S01007602","Dumfries and Galloway",2001,269,33
"S01007603","Dumfries and Galloway",2001,295,22
"S01007604","Dumfries and Galloway",2001,384,32
"S01007605","Dumfries and Galloway",2001,367,30
"S01007606","Dumfries and Galloway",2001,300,51
"S01007607","Dumfries and Galloway",2001,296,34
"S01007608","Dumfries and Galloway",2001,315,33
"S01007609","Dumfries and Galloway",2001,524,220
"S01007610","Dumfries and Galloway",2001,293,118
"S01007611","Dumfries and Galloway",2001,594,302
"S01007612","Dumfries and Galloway",2001,554,327
"S01007613","Dumfries and Galloway",2001,365,68
"S01007614","Dumfries and Galloway",2001,307,27
