"dz_2011","la_name","year","total","nonretired","employed","unemployed","student","sick_disabled"
"S01012013","Perth and Kinross",2011,580,455,392,12,17,13
"S01012014","Perth and Kinross",2011,600,513,426,23,26,17
"S01012015","Perth and Kinross",2011,655,544,444,22,42,13
"S01012016","Perth and Kinross",2011,667,554,473,21,25,13
"S01012017","Perth and Kinross",2011,400,316,248,10,20,9
"S01012018","Perth and Kinross",2011,657,538,446,20,30,18
"S01012019","Renfrewshire",2011,616,531,420,30,34,23
"S01012020","Renfrewshire",2011,509,402,287,16,41,38
"S01012021","Renfrewshire",2011,437,376,269,23,47,13
"S01012022","Renfrewshire",2011,495,420,329,15,29,24
"S01012023","Renfrewshire",2011,418,349,283,11,25,16
"S01012024","Renfrewshire",2011,654,569,454,30,40,18
"S01012025","Renfrewshire",2011,524,433,345,17,26,28
"S01012026","Renfrewshire",2011,454,427,339,6,48,7
"S01012027","Renfrewshire",2011,665,550,426,18,41,39
"S01012028","Renfrewshire",2011,711,554,440,18,69,10
"S01012029","Renfrewshire",2011,810,686,513,26,77,42
"S01012030","Renfrewshire",2011,512,441,355,15,42,13
"S01012031","Renfrewshire",2011,418,303,251,9,15,10
"S01012032","Renfrewshire",2011,273,225,185,5,18,6
"S01012033","Renfrewshire",2011,622,483,370,25,38,32
"S01012034","Renfrewshire",2011,602,503,375,25,42,26
"S01012035","Renfrewshire",2011,694,546,407,36,38,30
"S01012036","Renfrewshire",2011,665,520,381,22,61,26
"S01012037","Renfrewshire",2011,697,588,365,58,60,65
"S01012038","Renfrewshire",2011,607,547,278,67,49,67
"S01012039","Renfrewshire",2011,740,589,384,46,51,61
"S01012040","Renfrewshire",2011,524,469,342,18,58,29
"S01012041","Renfrewshire",2011,646,538,381,28,62,39
"S01012042","Renfrewshire",2011,675,546,398,30,45,40
"S01012043","Renfrewshire",2011,658,574,352,54,36,52
"S01012044","Renfrewshire",2011,654,500,293,46,37,75
"S01012045","Renfrewshire",2011,828,740,465,64,62,99
"S01012046","Renfrewshire",2011,502,418,232,41,36,64
"S01012047","Renfrewshire",2011,667,542,341,48,38,75
"S01012048","Renfrewshire",2011,512,419,261,35,28,59
"S01012049","Renfrewshire",2011,527,436,324,20,33,35
"S01012050","Renfrewshire",2011,776,695,514,32,63,61
"S01012051","Renfrewshire",2011,365,296,216,17,28,22
"S01012052","Renfrewshire",2011,660,541,412,23,38,39
"S01012053","Renfrewshire",2011,662,570,353,53,45,62
"S01012054","Renfrewshire",2011,615,568,310,91,46,74
"S01012055","Renfrewshire",2011,622,536,349,43,36,69
"S01012056","Renfrewshire",2011,592,462,347,19,57,22
"S01012057","Renfrewshire",2011,576,462,367,14,50,13
"S01012058","Renfrewshire",2011,558,437,336,18,48,15
"S01012059","Renfrewshire",2011,628,521,341,34,47,64
"S01012060","Renfrewshire",2011,620,513,346,40,42,55
"S01012061","Renfrewshire",2011,760,615,455,29,53,44
"S01012062","Renfrewshire",2011,656,576,458,17,66,16
"S01012063","Renfrewshire",2011,398,369,278,21,24,25
"S01012064","Renfrewshire",2011,468,432,188,72,40,74
"S01012065","Renfrewshire",2011,409,375,144,50,41,77
"S01012066","Renfrewshire",2011,619,592,349,47,50,78
"S01012067","Renfrewshire",2011,405,372,174,59,31,59
"S01012068","Renfrewshire",2011,403,361,117,50,46,75
"S01012069","Renfrewshire",2011,387,341,172,48,25,64
"S01012070","Renfrewshire",2011,546,471,235,72,50,64
"S01012071","Renfrewshire",2011,836,748,397,83,67,129
"S01012072","Renfrewshire",2011,863,770,418,97,75,133
"S01012073","Renfrewshire",2011,538,491,367,29,44,20
"S01012074","Renfrewshire",2011,545,495,396,23,49,12
"S01012075","Renfrewshire",2011,574,530,415,23,72,11
"S01012076","Renfrewshire",2011,531,459,351,20,28,35
"S01012077","Renfrewshire",2011,561,506,326,42,44,55
"S01012078","Renfrewshire",2011,673,603,450,37,54,31
"S01012079","Renfrewshire",2011,671,561,371,54,45,53
"S01012080","Renfrewshire",2011,549,510,294,51,44,50
"S01012081","Renfrewshire",2011,542,475,276,64,31,62
"S01012082","Renfrewshire",2011,451,391,235,44,19,65
"S01012083","Renfrewshire",2011,532,432,261,42,31,72
"S01012084","Renfrewshire",2011,440,368,301,14,30,12
"S01012085","Renfrewshire",2011,539,431,346,16,35,21
"S01012086","Renfrewshire",2011,670,562,372,58,38,61
"S01012087","Renfrewshire",2011,504,421,297,34,33,38
"S01012088","Renfrewshire",2011,535,487,374,30,43,15
"S01012089","Renfrewshire",2011,648,526,432,23,40,13
"S01012090","Renfrewshire",2011,708,540,421,18,56,13
"S01012091","Renfrewshire",2011,429,358,290,13,35,14
"S01012092","Renfrewshire",2011,407,330,273,9,26,14
"S01012093","Renfrewshire",2011,435,333,278,11,15,16
"S01012094","Renfrewshire",2011,582,461,384,17,41,10
"S01012095","Renfrewshire",2011,838,760,528,42,93,62
"S01012096","Renfrewshire",2011,667,530,352,45,54,48
"S01012097","Renfrewshire",2011,489,409,294,35,31,23
"S01012098","Renfrewshire",2011,466,397,271,26,42,33
"S01012099","Renfrewshire",2011,583,490,308,47,49,53
"S01012100","Renfrewshire",2011,759,621,434,45,44,53
"S01012101","Renfrewshire",2011,604,490,384,25,57,13
"S01012102","Renfrewshire",2011,474,422,252,40,48,47
"S01012103","Renfrewshire",2011,722,649,497,39,51,36
"S01012104","Renfrewshire",2011,676,615,484,16,62,10
"S01012105","Renfrewshire",2011,841,711,566,26,69,19
"S01012106","Renfrewshire",2011,832,733,590,25,74,11
"S01012107","Renfrewshire",2011,510,408,310,20,38,21
"S01012108","Renfrewshire",2011,610,447,306,35,28,58
"S01012109","Renfrewshire",2011,714,658,410,61,51,90
"S01012110","Renfrewshire",2011,541,423,300,38,21,44
"S01012111","Renfrewshire",2011,417,373,222,40,45,40
"S01012112","Renfrewshire",2011,535,386,293,26,25,28
"S01012113","Renfrewshire",2011,738,576,432,25,61,39
"S01012114","Renfrewshire",2011,757,647,390,10,216,12
"S01012115","Renfrewshire",2011,379,289,227,7,20,24
"S01012116","Renfrewshire",2011,431,353,268,16,32,21
"S01012117","Renfrewshire",2011,559,528,460,10,34,12
"S01012118","Renfrewshire",2011,482,442,363,8,46,13
"S01012119","Renfrewshire",2011,705,542,435,16,55,21
"S01012120","Renfrewshire",2011,435,373,242,28,42,34
"S01012121","Renfrewshire",2011,665,553,348,47,51,55
"S01012122","Renfrewshire",2011,617,495,352,37,50,35
"S01012123","Renfrewshire",2011,393,350,254,23,42,14
"S01012124","Renfrewshire",2011,430,378,288,11,39,20
"S01012125","Renfrewshire",2011,618,543,304,69,51,69
"S01012126","Renfrewshire",2011,628,584,453,27,53,25
"S01012127","Renfrewshire",2011,713,670,394,80,93,68
"S01012128","Renfrewshire",2011,414,384,263,36,28,26
"S01012129","Renfrewshire",2011,558,505,329,41,43,61
"S01012130","Renfrewshire",2011,774,617,414,44,41,87
"S01012131","Renfrewshire",2011,935,846,409,73,225,87
"S01012132","Renfrewshire",2011,561,510,285,42,97,47
"S01012133","Renfrewshire",2011,778,727,393,49,212,46
"S01012134","Renfrewshire",2011,861,713,513,32,119,25
"S01012135","Renfrewshire",2011,702,611,336,66,59,101
"S01012136","Renfrewshire",2011,699,657,349,62,117,85
"S01012137","Renfrewshire",2011,514,437,243,33,60,69
"S01012138","Renfrewshire",2011,681,590,430,25,76,32
"S01012139","Renfrewshire",2011,656,544,411,27,43,40
"S01012140","Renfrewshire",2011,397,314,260,12,32,3
"S01012141","Renfrewshire",2011,755,599,463,23,65,26
"S01012142","Renfrewshire",2011,693,529,421,11,47,23
"S01012143","Renfrewshire",2011,633,486,370,19,65,15
"S01012144","Renfrewshire",2011,743,602,477,18,56,29
"S01012145","Renfrewshire",2011,732,579,457,13,73,18
"S01012146","Renfrewshire",2011,701,607,379,36,66,76
"S01012147","Renfrewshire",2011,572,476,271,48,46,68
"S01012148","Renfrewshire",2011,540,459,250,42,38,71
"S01012149","Renfrewshire",2011,620,537,374,22,58,33
"S01012150","Renfrewshire",2011,553,438,283,39,28,47
"S01012151","Renfrewshire",2011,552,429,284,36,28,54
"S01012152","Renfrewshire",2011,565,502,274,47,41,91
"S01012153","Renfrewshire",2011,433,403,229,35,36,85
"S01012154","Renfrewshire",2011,637,569,320,62,49,104
"S01012155","Renfrewshire",2011,461,414,247,47,41,61
"S01012156","Renfrewshire",2011,474,398,236,42,23,67
"S01012157","Renfrewshire",2011,742,647,475,44,54,44
"S01012158","Renfrewshire",2011,843,768,585,39,84,21
"S01012159","Renfrewshire",2011,411,303,239,14,29,13
"S01012160","Renfrewshire",2011,525,414,341,23,29,7
"S01012161","Renfrewshire",2011,322,290,180,22,16,41
"S01012162","Renfrewshire",2011,663,610,390,47,54,59
"S01012163","Renfrewshire",2011,561,505,339,32,34,63
"S01012164","Renfrewshire",2011,794,759,633,14,58,17
"S01012165","Renfrewshire",2011,670,596,356,66,41,67
"S01012166","Renfrewshire",2011,473,429,298,24,38,32
"S01012167","Renfrewshire",2011,649,529,389,30,33,47
"S01012168","Renfrewshire",2011,611,495,386,25,42,23
"S01012169","Renfrewshire",2011,639,504,351,20,54,48
"S01012170","Renfrewshire",2011,697,560,413,23,30,69
"S01012171","Renfrewshire",2011,762,596,458,22,42,43
"S01012172","Renfrewshire",2011,550,433,304,23,30,36
"S01012173","Renfrewshire",2011,482,355,277,5,40,13
"S01012174","Renfrewshire",2011,657,617,496,12,73,14
"S01012175","Renfrewshire",2011,656,565,454,23,48,21
"S01012176","Renfrewshire",2011,704,587,458,24,47,32
"S01012177","Renfrewshire",2011,502,408,308,14,49,18
"S01012178","Renfrewshire",2011,431,335,276,11,30,5
"S01012179","Renfrewshire",2011,429,340,244,17,35,26
"S01012180","Renfrewshire",2011,407,296,215,11,21,30
"S01012181","Renfrewshire",2011,553,451,316,27,39,46
"S01012182","Renfrewshire",2011,831,769,620,16,81,27
"S01012183","Renfrewshire",2011,571,508,348,31,38,49
"S01012184","Renfrewshire",2011,435,407,318,17,43,12
"S01012185","Renfrewshire",2011,613,580,345,64,39,88
"S01012186","Renfrewshire",2011,501,399,263,32,24,47
"S01012187","Renfrewshire",2011,517,432,283,43,39,46
"S01012188","Renfrewshire",2011,398,317,249,13,30,17
"S01012189","Renfrewshire",2011,421,372,305,10,19,24
"S01012190","Renfrewshire",2011,393,357,306,6,29,5
"S01012191","Renfrewshire",2011,693,577,458,19,56,17
"S01012192","Renfrewshire",2011,397,322,251,10,39,11
"S01012193","Renfrewshire",2011,422,400,335,10,42,4
"S01012194","Renfrewshire",2011,425,395,306,15,58,5
"S01012195","Renfrewshire",2011,843,725,572,26,81,22
"S01012196","Renfrewshire",2011,424,403,319,9,45,12
"S01012197","Renfrewshire",2011,529,422,303,25,32,40
"S01012198","Renfrewshire",2011,647,559,411,16,61,55
"S01012199","Renfrewshire",2011,568,456,332,27,43,31
"S01012200","Renfrewshire",2011,486,396,281,26,35,33
"S01012201","Renfrewshire",2011,556,452,335,15,45,32
"S01012202","Renfrewshire",2011,441,361,285,10,32,17
"S01012203","Renfrewshire",2011,617,490,392,17,50,14
"S01012204","Renfrewshire",2011,646,587,452,23,78,14
"S01012205","Renfrewshire",2011,548,469,378,13,47,13
"S01012206","Renfrewshire",2011,650,577,471,17,67,15
"S01012207","Renfrewshire",2011,642,519,383,20,53,31
"S01012208","Renfrewshire",2011,731,611,446,30,55,43
"S01012209","Renfrewshire",2011,537,435,318,32,43,25
"S01012210","Renfrewshire",2011,527,417,303,20,38,35
"S01012211","Renfrewshire",2011,664,557,414,31,61,26
"S01012212","Renfrewshire",2011,619,459,365,22,42,15
"S01012213","Renfrewshire",2011,669,503,412,11,49,12
"S01012214","Renfrewshire",2011,502,389,318,12,30,12
"S01012215","Renfrewshire",2011,687,565,454,19,63,11
"S01012216","Renfrewshire",2011,551,453,365,7,58,12
"S01012217","Renfrewshire",2011,410,369,217,40,38,48
"S01012218","Renfrewshire",2011,332,302,164,51,35,32
"S01012219","Renfrewshire",2011,611,487,296,33,50,70
"S01012220","Renfrewshire",2011,470,382,224,40,14,71
"S01012221","Renfrewshire",2011,468,352,241,25,29,35
"S01012222","Renfrewshire",2011,602,469,328,18,41,57
"S01012223","Renfrewshire",2011,510,407,276,32,31,46
"S01012224","Renfrewshire",2011,544,477,339,23,50,34
"S01012225","Renfrewshire",2011,750,660,446,47,54,63
"S01012226","Renfrewshire",2011,538,437,334,28,45,17
"S01012227","Renfrewshire",2011,496,411,300,24,42,19
"S01012228","Renfrewshire",2011,511,437,326,18,43,34
"S01012229","Renfrewshire",2011,542,477,382,22,40,18
"S01012230","Renfrewshire",2011,692,586,477,13,59,11
"S01012231","Renfrewshire",2011,619,524,415,12,68,4
"S01012232","Renfrewshire",2011,637,542,431,16,66,6
"S01012233","Renfrewshire",2011,714,571,453,21,62,9
"S01012234","Renfrewshire",2011,811,714,549,28,81,23
"S01012235","Renfrewshire",2011,356,241,195,3,27,4
"S01012236","Renfrewshire",2011,451,370,280,18,35,17
"S01012237","Renfrewshire",2011,580,464,352,19,56,10
"S01012238","Renfrewshire",2011,455,378,265,24,35,32
"S01012239","Renfrewshire",2011,444,378,240,34,38,35
"S01012240","Renfrewshire",2011,616,481,334,26,52,34
"S01012241","Renfrewshire",2011,418,319,253,8,24,11
"S01012242","Renfrewshire",2011,587,478,358,16,66,7
"S01012243","Renfrewshire",2011,449,365,280,15,31,12
"S01012244","Scottish Borders",2011,709,626,488,13,40,38
"S01012245","Scottish Borders",2011,503,397,322,15,26,7
"S01012246","Scottish Borders",2011,550,465,384,11,35,8
"S01012247","Scottish Borders",2011,553,457,378,11,32,12
"S01012248","Scottish Borders",2011,607,522,426,19,42,10
"S01012249","Scottish Borders",2011,641,557,446,21,38,20
"S01012250","Scottish Borders",2011,511,434,373,13,21,6
"S01012251","Scottish Borders",2011,671,575,437,47,37,28
"S01012252","Scottish Borders",2011,510,452,347,31,31,26
"S01012253","Scottish Borders",2011,665,546,427,23,32,44
"S01012254","Scottish Borders",2011,621,515,419,24,30,9
"S01012255","Scottish Borders",2011,627,490,398,22,31,14
"S01012256","Scottish Borders",2011,619,526,415,18,38,12
"S01012257","Scottish Borders",2011,698,548,457,29,35,13
"S01012258","Scottish Borders",2011,517,379,306,12,28,9
"S01012259","Scottish Borders",2011,428,294,246,13,22,4
"S01012260","Scottish Borders",2011,597,464,366,20,25,12
"S01012261","Scottish Borders",2011,596,522,422,15,39,10
"S01012262","Scottish Borders",2011,609,506,425,14,22,10
"S01012263","Scottish Borders",2011,547,453,359,36,26,14
"S01012264","Scottish Borders",2011,339,259,201,13,13,14
"S01012265","Scottish Borders",2011,564,475,352,30,34,32
"S01012266","Scottish Borders",2011,770,577,478,22,32,15
"S01012267","Scottish Borders",2011,533,407,349,12,17,10
"S01012268","Scottish Borders",2011,470,406,338,12,27,11
"S01012269","Scottish Borders",2011,711,575,484,18,34,17
"S01012270","Scottish Borders",2011,550,467,358,24,42,25
"S01012271","Scottish Borders",2011,780,680,560,23,50,15
"S01012272","Scottish Borders",2011,513,432,359,17,32,7
"S01012273","Scottish Borders",2011,543,420,342,19,36,7
"S01012274","Scottish Borders",2011,718,623,495,35,43,27
"S01012275","Scottish Borders",2011,681,622,405,49,119,26
"S01012276","Scottish Borders",2011,703,608,467,34,46,33
"S01012277","Scottish Borders",2011,774,686,523,43,55,26
"S01012278","Scottish Borders",2011,530,457,299,27,76,38
"S01012279","Scottish Borders",2011,600,533,369,29,57,41
"S01012280","Scottish Borders",2011,698,616,448,50,55,33
"S01012281","Scottish Borders",2011,527,465,384,23,28,12
"S01012282","Scottish Borders",2011,833,665,391,17,218,16
"S01012283","Scottish Borders",2011,629,545,413,28,56,28
"S01012284","Scottish Borders",2011,569,474,325,52,53,25
"S01012285","Scottish Borders",2011,416,308,251,10,22,11
"S01012286","Scottish Borders",2011,821,679,440,51,105,38
"S01012287","Scottish Borders",2011,698,600,358,79,48,49
"S01012288","Scottish Borders",2011,573,488,300,82,33,39
"S01012289","Scottish Borders",2011,621,453,347,12,37,30
"S01012290","Scottish Borders",2011,381,314,245,21,17,16
"S01012291","Scottish Borders",2011,687,584,460,26,36,21
"S01012292","Scottish Borders",2011,484,352,290,6,20,10
"S01012293","Scottish Borders",2011,344,282,222,10,16,18
"S01012294","Scottish Borders",2011,667,556,443,24,38,25
"S01012295","Scottish Borders",2011,538,495,385,21,35,31
"S01012296","Scottish Borders",2011,606,546,457,10,40,14
"S01012297","Scottish Borders",2011,439,365,319,10,14,5
"S01012298","Scottish Borders",2011,600,483,408,17,28,11
"S01012299","Scottish Borders",2011,475,405,350,8,19,9
"S01012300","Scottish Borders",2011,480,394,292,16,35,21
"S01012301","Scottish Borders",2011,718,594,473,23,29,25
"S01012302","Scottish Borders",2011,455,395,288,17,19,41
"S01012303","Scottish Borders",2011,664,555,461,20,38,4
"S01012304","Scottish Borders",2011,727,583,481,20,30,10
"S01012305","Scottish Borders",2011,506,403,297,16,38,30
"S01012306","Scottish Borders",2011,387,304,240,10,18,14
"S01012307","Scottish Borders",2011,458,383,290,19,19,36
"S01012308","Scottish Borders",2011,620,520,421,15,41,12
"S01012309","Scottish Borders",2011,398,303,250,9,13,14
"S01012310","Scottish Borders",2011,692,544,445,16,24,19
"S01012311","Scottish Borders",2011,415,296,223,13,24,14
"S01012312","Scottish Borders",2011,793,655,503,19,52,35
"S01012313","Scottish Borders",2011,598,488,386,22,31,23
"S01012314","Scottish Borders",2011,605,488,371,26,21,32
"S01012315","Scottish Borders",2011,527,411,293,28,26,38
"S01012316","Scottish Borders",2011,456,357,259,26,11,32
"S01012317","Scottish Borders",2011,366,302,225,14,29,10
"S01012318","Scottish Borders",2011,602,510,372,27,35,41
"S01012319","Scottish Borders",2011,578,495,408,13,27,18
"S01012320","Scottish Borders",2011,492,425,319,23,29,20
"S01012321","Scottish Borders",2011,546,437,307,34,32,23
"S01012322","Scottish Borders",2011,742,576,471,23,33,18
"S01012323","Scottish Borders",2011,676,500,403,19,22,17
"S01012324","Scottish Borders",2011,601,470,370,18,26,26
"S01012325","Scottish Borders",2011,422,245,194,16,14,9
"S01012326","Scottish Borders",2011,412,316,227,31,12,26
"S01012327","Scottish Borders",2011,570,452,353,26,25,22
"S01012328","Scottish Borders",2011,405,259,209,14,8,9
"S01012329","Scottish Borders",2011,613,482,378,20,20,30
"S01012330","Scottish Borders",2011,429,330,260,13,27,11
"S01012331","Scottish Borders",2011,446,385,337,10,15,9
"S01012332","Scottish Borders",2011,744,625,517,21,41,12
"S01012333","Scottish Borders",2011,720,564,467,26,25,14
"S01012334","Scottish Borders",2011,589,460,366,26,23,16
"S01012335","Scottish Borders",2011,745,646,548,25,35,17
"S01012336","Scottish Borders",2011,427,324,281,8,17,9
"S01012337","Scottish Borders",2011,596,482,345,44,27,27
"S01012338","Scottish Borders",2011,502,397,315,20,25,19
"S01012339","Scottish Borders",2011,432,349,264,25,24,22
"S01012340","Scottish Borders",2011,696,551,440,25,32,19
"S01012341","Scottish Borders",2011,740,629,532,19,35,19
"S01012342","Scottish Borders",2011,661,514,431,15,29,18
"S01012343","Scottish Borders",2011,760,604,502,27,24,16
"S01012344","Scottish Borders",2011,454,372,296,31,13,19
"S01012345","Scottish Borders",2011,520,422,345,14,37,9
"S01012346","Scottish Borders",2011,615,494,401,11,36,19
"S01012347","Scottish Borders",2011,552,433,354,23,14,14
