"dz_2011","la_name","year","total","nonretired","employed","unemployed","student","sick_disabled"
"S01012498","South Ayrshire",2001,583,515,238,69,27,80
"S01012499","South Ayrshire",2001,530,484,294,40,36,45
"S01012500","South Ayrshire",2001,379,324,175,30,17,34
"S01012501","South Ayrshire",2001,397,355,136,46,23,61
"S01012502","South Ayrshire",2001,597,524,207,65,36,73
"S01012503","South Ayrshire",2001,598,501,259,45,25,92
"S01012504","South Ayrshire",2001,445,368,211,35,21,53
"S01012505","South Ayrshire",2001,876,732,452,44,48,104
"S01012506","South Ayrshire",2001,344,262,193,8,16,23
"S01012507","South Ayrshire",2001,716,585,379,41,34,69
"S01012508","South Ayrshire",2001,696,544,361,28,40,51
"S01012509","South Ayrshire",2001,425,344,265,9,14,31
"S01012510","South Ayrshire",2001,694,608,463,27,33,42
"S01012511","South Ayrshire",2001,484,421,303,19,37,30
"S01012512","South Ayrshire",2001,493,431,266,28,45,36
"S01012513","South Ayrshire",2001,447,403,338,9,26,14
"S01012514","South Ayrshire",2001,671,632,534,15,22,9
"S01012515","South Ayrshire",2001,400,312,200,26,20,34
"S01012516","South Ayrshire",2001,461,390,281,19,18,33
"S01012517","South Ayrshire",2001,723,635,494,24,31,30
"S01012518","South Ayrshire",2001,418,329,257,9,24,24
"S01012519","South Ayrshire",2001,413,331,242,14,26,26
"S01012520","South Ayrshire",2001,759,618,479,18,52,26
"S01012521","South Ayrshire",2001,373,290,207,16,20,27
"S01012522","South Ayrshire",2001,652,525,383,10,56,26
"S01012523","South Ayrshire",2001,647,516,380,28,43,26
"S01012524","South Ayrshire",2001,687,515,401,11,41,29
"S01012525","South Ayrshire",2001,583,494,371,18,43,31
"S01012526","South Ayrshire",2001,569,437,329,8,47,16
"S01012527","South Ayrshire",2001,523,398,274,15,36,30
"S01012528","South Ayrshire",2001,576,509,326,40,32,44
"S01012529","South Ayrshire",2001,587,476,335,22,38,37
"S01012530","South Ayrshire",2001,665,485,369,16,35,28
"S01012531","South Ayrshire",2001,574,480,333,26,42,41
"S01012532","South Ayrshire",2001,736,645,485,16,42,43
"S01012533","South Ayrshire",2001,480,355,242,20,16,45
"S01012534","South Ayrshire",2001,421,343,242,16,20,35
"S01012535","South Ayrshire",2001,603,507,326,28,25,74
"S01012536","South Ayrshire",2001,589,519,337,26,26,73
"S01012537","South Ayrshire",2001,708,622,349,23,146,47
"S01012538","South Ayrshire",2001,862,710,458,58,28,90
"S01012539","South Ayrshire",2001,569,471,327,20,25,43
"S01012540","South Ayrshire",2001,542,481,284,28,28,68
"S01012541","South Ayrshire",2001,884,803,569,38,63,59
"S01012542","South Ayrshire",2001,846,726,381,15,35,217
"S01012543","South Ayrshire",2001,660,581,429,29,41,28
"S01012544","South Ayrshire",2001,804,688,464,20,18,84
"S01012545","South Ayrshire",2001,290,244,146,19,11,32
"S01012546","South Ayrshire",2001,614,545,358,32,58,31
"S01012547","South Ayrshire",2001,588,477,337,22,33,29
"S01012548","South Ayrshire",2001,659,538,395,18,34,31
"S01012549","South Ayrshire",2001,433,367,226,33,26,40
"S01012550","South Ayrshire",2001,647,568,365,39,44,58
"S01012551","South Ayrshire",2001,663,579,429,15,66,18
"S01012552","South Ayrshire",2001,810,692,508,28,69,24
"S01012553","South Ayrshire",2001,555,505,395,14,44,16
"S01012554","South Ayrshire",2001,384,342,244,16,35,12
"S01012555","South Ayrshire",2001,425,392,303,11,29,13
"S01012556","South Ayrshire",2001,463,411,316,6,51,13
"S01012557","South Ayrshire",2001,487,376,268,13,38,16
"S01012558","South Ayrshire",2001,485,420,268,26,47,35
"S01012559","South Ayrshire",2001,442,353,207,19,15,57
"S01012560","South Ayrshire",2001,429,351,244,17,21,32
"S01012561","South Ayrshire",2001,559,466,324,22,32,43
"S01012562","South Ayrshire",2001,712,594,405,48,38,41
"S01012563","South Ayrshire",2001,444,349,253,10,25,12
"S01012564","South Ayrshire",2001,618,494,370,13,50,19
"S01012565","South Ayrshire",2001,491,391,287,11,41,13
"S01012566","South Ayrshire",2001,596,486,317,42,30,45
"S01012567","South Ayrshire",2001,740,640,438,45,29,52
"S01012568","South Ayrshire",2001,439,338,244,12,24,18
"S01012569","South Ayrshire",2001,463,363,269,8,37,8
"S01012570","South Lanarkshire",2001,374,328,231,12,17,25
"S01012571","South Lanarkshire",2001,961,848,569,54,45,74
"S01012572","South Lanarkshire",2001,529,473,347,30,21,37
"S01012573","South Lanarkshire",2001,649,579,439,17,40,23
"S01012574","South Lanarkshire",2001,917,773,590,20,44,37
"S01012575","South Lanarkshire",2001,602,502,406,16,24,12
"S01012576","South Lanarkshire",2001,616,462,369,6,31,20
"S01012577","South Lanarkshire",2001,717,608,474,13,43,27
"S01012578","South Lanarkshire",2001,688,534,427,13,34,30
"S01012579","South Lanarkshire",2001,579,517,349,30,32,33
"S01012580","South Lanarkshire",2001,562,520,385,15,31,26
"S01012581","South Lanarkshire",2001,557,468,274,34,16,57
"S01012582","South Lanarkshire",2001,793,668,491,12,51,65
"S01012583","South Lanarkshire",2001,759,629,441,35,40,52
"S01012584","South Lanarkshire",2001,534,454,353,14,21,30
"S01012585","South Lanarkshire",2001,625,522,334,34,23,52
"S01012586","South Lanarkshire",2001,918,833,434,24,46,156
"S01012587","South Lanarkshire",2001,802,738,552,12,44,45
"S01012588","South Lanarkshire",2001,428,388,296,5,20,27
"S01012589","South Lanarkshire",2001,552,476,301,19,24,75
"S01012590","South Lanarkshire",2001,663,567,316,27,33,90
"S01012591","South Lanarkshire",2001,577,457,253,37,20,77
"S01012592","South Lanarkshire",2001,298,271,202,9,12,16
"S01012593","South Lanarkshire",2001,654,603,474,5,51,33
"S01012594","South Lanarkshire",2001,382,335,264,5,15,27
"S01012595","South Lanarkshire",2001,525,453,309,15,30,46
"S01012596","South Lanarkshire",2001,613,517,282,44,28,64
"S01012597","South Lanarkshire",2001,312,260,188,8,6,38
"S01012598","South Lanarkshire",2001,599,530,383,12,74,20
"S01012599","South Lanarkshire",2001,502,419,310,18,34,22
"S01012600","South Lanarkshire",2001,724,682,526,17,87,17
"S01012601","South Lanarkshire",2001,972,888,708,10,94,31
"S01012602","South Lanarkshire",2001,411,336,212,23,24,39
"S01012603","South Lanarkshire",2001,867,743,464,40,56,103
"S01012604","South Lanarkshire",2001,543,451,308,15,44,33
"S01012605","South Lanarkshire",2001,460,390,266,14,41,32
"S01012606","South Lanarkshire",2001,350,323,278,8,8,6
"S01012607","South Lanarkshire",2001,718,645,441,23,72,59
"S01012608","South Lanarkshire",2001,624,513,348,16,32,61
"S01012609","South Lanarkshire",2001,610,522,323,33,27,64
"S01012610","South Lanarkshire",2001,644,559,315,32,46,81
"S01012611","South Lanarkshire",2001,684,624,427,18,67,42
"S01012612","South Lanarkshire",2001,615,531,336,36,43,51
"S01012613","South Lanarkshire",2001,534,472,314,23,45,42
"S01012614","South Lanarkshire",2001,779,693,498,12,68,59
"S01012615","South Lanarkshire",2001,600,492,372,22,35,21
"S01012616","South Lanarkshire",2001,614,529,375,10,32,60
"S01012617","South Lanarkshire",2001,251,226,186,2,16,5
"S01012618","South Lanarkshire",2001,404,363,248,11,35,25
"S01012619","South Lanarkshire",2001,403,348,233,13,19,47
"S01012620","South Lanarkshire",2001,737,592,457,12,57,21
"S01012621","South Lanarkshire",2001,493,375,274,6,30,23
"S01012622","South Lanarkshire",2001,605,523,362,27,30,47
"S01012623","South Lanarkshire",2001,456,380,252,17,21,42
"S01012624","South Lanarkshire",2001,650,518,360,24,42,49
"S01012625","South Lanarkshire",2001,449,361,237,27,21,39
"S01012626","South Lanarkshire",2001,424,360,284,11,23,21
"S01012627","South Lanarkshire",2001,399,360,241,24,19,29
"S01012628","South Lanarkshire",2001,516,428,310,19,17,44
"S01012629","South Lanarkshire",2001,296,241,181,3,29,16
"S01012630","South Lanarkshire",2001,647,492,368,18,30,45
"S01012631","South Lanarkshire",2001,768,697,434,38,30,98
"S01012632","South Lanarkshire",2001,612,555,423,23,35,36
"S01012633","South Lanarkshire",2001,558,476,351,18,30,28
"S01012634","South Lanarkshire",2001,506,433,266,16,24,57
"S01012635","South Lanarkshire",2001,755,677,479,18,41,78
"S01012636","South Lanarkshire",2001,438,397,280,17,30,28
"S01012637","South Lanarkshire",2001,745,639,359,56,20,59
"S01012638","South Lanarkshire",2001,661,565,408,28,20,44
"S01012639","South Lanarkshire",2001,643,543,340,39,27,65
"S01012640","South Lanarkshire",2001,668,566,297,56,22,84
"S01012641","South Lanarkshire",2001,892,734,518,33,21,89
"S01012642","South Lanarkshire",2001,644,555,308,53,16,68
"S01012643","South Lanarkshire",2001,469,390,246,23,14,49
"S01012644","South Lanarkshire",2001,582,438,278,17,25,58
"S01012645","South Lanarkshire",2001,550,490,383,17,17,22
"S01012646","South Lanarkshire",2001,719,649,491,26,31,32
"S01012647","South Lanarkshire",2001,469,441,287,7,56,35
"S01012648","South Lanarkshire",2001,439,393,203,42,16,55
"S01012649","South Lanarkshire",2001,594,507,337,19,21,59
"S01012650","South Lanarkshire",2001,609,543,383,19,62,33
"S01012651","South Lanarkshire",2001,608,505,284,53,12,81
"S01012652","South Lanarkshire",2001,998,877,672,9,78,49
"S01012653","South Lanarkshire",2001,915,841,501,76,44,100
"S01012654","South Lanarkshire",2001,656,581,447,10,34,37
"S01012655","South Lanarkshire",2001,877,753,431,43,44,132
"S01012656","South Lanarkshire",2001,596,479,287,29,25,78
"S01012657","South Lanarkshire",2001,375,285,186,13,8,36
"S01012658","South Lanarkshire",2001,762,659,498,19,49,50
"S01012659","South Lanarkshire",2001,849,805,688,18,35,15
"S01012660","South Lanarkshire",2001,555,474,298,26,36,57
"S01012661","South Lanarkshire",2001,556,469,356,12,28,43
"S01012662","South Lanarkshire",2001,647,553,327,31,25,102
"S01012663","South Lanarkshire",2001,559,474,343,25,29,42
"S01012664","South Lanarkshire",2001,743,626,441,23,36,71
"S01012665","South Lanarkshire",2001,593,513,260,26,25,104
"S01012666","South Lanarkshire",2001,607,500,279,33,26,93
"S01012667","South Lanarkshire",2001,463,401,212,39,17,61
"S01012668","South Lanarkshire",2001,587,507,296,41,27,72
"S01012669","South Lanarkshire",2001,633,546,413,14,55,32
"S01012670","South Lanarkshire",2001,562,497,352,10,44,43
"S01012671","South Lanarkshire",2001,624,538,321,35,22,83
"S01012672","South Lanarkshire",2001,644,528,263,44,27,120
"S01012673","South Lanarkshire",2001,598,538,253,55,26,91
"S01012674","South Lanarkshire",2001,448,393,169,31,26,74
"S01012675","South Lanarkshire",2001,591,524,283,43,29,74
"S01012676","South Lanarkshire",2001,569,517,347,29,24,56
"S01012677","South Lanarkshire",2001,450,383,248,20,15,55
"S01012678","South Lanarkshire",2001,580,550,426,18,44,27
"S01012679","South Lanarkshire",2001,691,583,385,28,29,85
"S01012680","South Lanarkshire",2001,380,321,225,1,32,38
"S01012681","South Lanarkshire",2001,727,650,470,37,43,43
"S01012682","South Lanarkshire",2001,535,444,336,12,29,36
"S01012683","South Lanarkshire",2001,566,516,319,29,43,49
"S01012684","South Lanarkshire",2001,554,511,372,13,25,51
"S01012685","South Lanarkshire",2001,584,513,327,36,33,64
"S01012686","South Lanarkshire",2001,746,622,480,10,49,40
"S01012687","South Lanarkshire",2001,483,368,264,5,43,10
"S01012688","South Lanarkshire",2001,597,505,341,28,41,45
"S01012689","South Lanarkshire",2001,407,339,228,8,32,17
"S01012690","South Lanarkshire",2001,405,369,273,11,36,18
"S01012691","South Lanarkshire",2001,742,613,481,6,51,30
"S01012692","South Lanarkshire",2001,485,427,307,14,36,27
"S01012693","South Lanarkshire",2001,707,637,491,12,60,11
"S01012694","South Lanarkshire",2001,356,321,243,7,16,26
"S01012695","South Lanarkshire",2001,694,638,448,19,40,80
"S01012696","South Lanarkshire",2001,814,729,551,14,57,30
"S01012697","South Lanarkshire",2001,389,349,283,6,18,16
"S01012698","South Lanarkshire",2001,809,711,517,30,53,51
"S01012699","South Lanarkshire",2001,1045,925,649,33,72,62
"S01012700","South Lanarkshire",2001,992,890,650,19,80,54
"S01012701","South Lanarkshire",2001,692,591,443,14,50,37
"S01012702","South Lanarkshire",2001,460,372,232,28,16,64
"S01012703","South Lanarkshire",2001,430,412,316,10,18,24
"S01012704","South Lanarkshire",2001,650,573,328,38,29,89
"S01012705","South Lanarkshire",2001,654,634,521,12,38,20
"S01012706","South Lanarkshire",2001,512,464,277,33,30,67
"S01012707","South Lanarkshire",2001,759,699,553,17,69,22
"S01012708","South Lanarkshire",2001,730,637,368,44,39,100
"S01012709","South Lanarkshire",2001,466,394,244,16,38,49
"S01012710","South Lanarkshire",2001,610,510,330,19,26,83
"S01012711","South Lanarkshire",2001,706,595,329,31,32,98
"S01012712","South Lanarkshire",2001,699,569,415,13,55,29
"S01012713","South Lanarkshire",2001,632,482,341,13,51,29
"S01012714","South Lanarkshire",2001,522,400,298,8,44,21
"S01012715","South Lanarkshire",2001,531,435,292,18,23,54
"S01012716","South Lanarkshire",2001,688,562,414,9,69,28
"S01012717","South Lanarkshire",2001,774,651,475,34,28,67
"S01012718","South Lanarkshire",2001,731,616,446,10,56,55
"S01012719","South Lanarkshire",2001,974,851,599,46,68,62
"S01012720","South Lanarkshire",2001,448,407,283,20,27,42
"S01012721","South Lanarkshire",2001,673,550,385,17,42,60
"S01012722","South Lanarkshire",2001,585,504,247,29,32,123
"S01012723","South Lanarkshire",2001,548,474,249,32,25,94
"S01012724","South Lanarkshire",2001,669,533,365,12,36,60
"S01012725","South Lanarkshire",2001,726,630,437,19,50,57
"S01012726","South Lanarkshire",2001,444,319,204,13,24,40
"S01012727","South Lanarkshire",2001,552,469,230,38,27,82
"S01012728","South Lanarkshire",2001,601,552,236,58,36,89
"S01012729","South Lanarkshire",2001,707,623,460,19,41,51
"S01012730","South Lanarkshire",2001,501,454,284,19,31,70
"S01012731","South Lanarkshire",2001,804,675,383,43,48,92
"S01012732","South Lanarkshire",2001,621,566,373,25,32,75
"S01012733","South Lanarkshire",2001,616,560,424,8,40,48
"S01012734","South Lanarkshire",2001,308,280,212,4,20,24
"S01012735","South Lanarkshire",2001,422,358,231,18,18,55
"S01012736","South Lanarkshire",2001,748,691,490,37,34,67
"S01012737","South Lanarkshire",2001,813,756,598,18,39,46
"S01012738","South Lanarkshire",2001,598,536,310,24,53,74
"S01012739","South Lanarkshire",2001,385,350,265,5,25,30
"S01012740","South Lanarkshire",2001,462,420,318,6,30,36
"S01012741","South Lanarkshire",2001,536,516,419,11,49,10
"S01012742","South Lanarkshire",2001,614,531,413,11,66,12
"S01012743","South Lanarkshire",2001,512,429,325,9,49,21
"S01012744","South Lanarkshire",2001,604,574,438,15,69,22
"S01012745","South Lanarkshire",2001,608,504,380,17,45,24
"S01012746","South Lanarkshire",2001,846,783,532,47,59,67
"S01012747","South Lanarkshire",2001,693,591,379,25,60,66
"S01012748","South Lanarkshire",2001,635,565,258,45,30,88
"S01012749","South Lanarkshire",2001,761,671,382,50,33,81
"S01012750","South Lanarkshire",2001,591,526,306,42,33,72
"S01012751","South Lanarkshire",2001,861,630,362,35,41,120
"S01012752","South Lanarkshire",2001,606,555,321,26,30,87
"S01012753","South Lanarkshire",2001,382,348,179,23,18,63
"S01012754","South Lanarkshire",2001,455,402,246,17,29,60
"S01012755","South Lanarkshire",2001,350,297,136,33,12,60
"S01012756","South Lanarkshire",2001,385,301,177,15,18,63
"S01012757","South Lanarkshire",2001,397,340,188,19,22,59
"S01012758","South Lanarkshire",2001,419,344,221,22,24,44
"S01012759","South Lanarkshire",2001,574,494,270,50,34,75
"S01012760","South Lanarkshire",2001,675,571,268,47,40,126
"S01012761","South Lanarkshire",2001,635,552,333,39,41,83
"S01012762","South Lanarkshire",2001,608,511,343,23,33,63
"S01012763","South Lanarkshire",2001,392,367,215,21,31,47
"S01012764","South Lanarkshire",2001,714,630,355,48,37,120
"S01012765","South Lanarkshire",2001,546,502,309,36,39,53
"S01012766","South Lanarkshire",2001,640,549,311,42,38,74
"S01012767","South Lanarkshire",2001,541,496,361,15,57,24
"S01012768","South Lanarkshire",2001,680,625,468,13,64,45
"S01012769","South Lanarkshire",2001,329,305,208,15,20,23
"S01012770","South Lanarkshire",2001,712,616,439,22,28,67
"S01012771","South Lanarkshire",2001,686,603,364,38,45,77
"S01012772","South Lanarkshire",2001,578,512,282,40,34,87
"S01012773","South Lanarkshire",2001,720,641,387,36,56,97
"S01012774","South Lanarkshire",2001,862,744,433,34,57,146
"S01012775","South Lanarkshire",2001,361,300,192,9,20,46
"S01012776","South Lanarkshire",2001,676,603,358,43,26,86
"S01012777","South Lanarkshire",2001,886,841,694,9,18,64
"S01012778","South Lanarkshire",2001,545,507,243,33,27,90
"S01012779","South Lanarkshire",2001,376,359,196,26,11,57
"S01012780","South Lanarkshire",2001,473,439,207,27,17,77
"S01012781","South Lanarkshire",2001,555,503,372,12,36,46
"S01012782","South Lanarkshire",2001,633,541,271,47,37,88
"S01012783","South Lanarkshire",2001,527,463,239,33,21,90
"S01012784","South Lanarkshire",2001,670,552,298,39,29,110
"S01012785","South Lanarkshire",2001,678,538,272,31,27,123
"S01012786","South Lanarkshire",2001,454,363,155,27,17,85
"S01012787","South Lanarkshire",2001,635,572,290,41,42,104
"S01012788","South Lanarkshire",2001,484,440,222,33,25,82
"S01012789","South Lanarkshire",2001,614,537,355,21,40,63
"S01012790","South Lanarkshire",2001,536,444,316,8,56,12
"S01012791","South Lanarkshire",2001,625,481,368,8,50,25
"S01012792","South Lanarkshire",2001,695,564,389,20,30,70
"S01012793","South Lanarkshire",2001,610,499,241,38,88,69
"S01012794","South Lanarkshire",2001,435,354,265,12,20,29
"S01012795","South Lanarkshire",2001,731,618,279,48,59,117
"S01012796","South Lanarkshire",2001,635,530,215,65,46,99
"S01012797","South Lanarkshire",2001,407,365,163,41,21,66
"S01012798","South Lanarkshire",2001,524,423,319,5,32,23
"S01012799","South Lanarkshire",2001,684,558,426,9,46,35
"S01012800","South Lanarkshire",2001,605,513,403,8,41,25
"S01012801","South Lanarkshire",2001,472,388,315,8,39,8
"S01012802","South Lanarkshire",2001,495,434,295,7,64,12
"S01012803","South Lanarkshire",2001,609,568,423,9,79,22
"S01012804","South Lanarkshire",2001,578,494,298,26,47,57
"S01012805","South Lanarkshire",2001,829,691,416,42,58,74
"S01012806","South Lanarkshire",2001,678,628,342,22,23,186
"S01012807","South Lanarkshire",2001,376,336,245,5,28,9
"S01012808","South Lanarkshire",2001,769,625,446,19,78,31
"S01012809","South Lanarkshire",2001,498,449,335,13,37,27
"S01012810","South Lanarkshire",2001,637,561,359,27,29,84
"S01012811","South Lanarkshire",2001,643,523,364,19,39,46
"S01012812","South Lanarkshire",2001,675,605,440,30,47,37
"S01012813","South Lanarkshire",2001,740,599,447,13,64,24
"S01012814","South Lanarkshire",2001,670,633,536,15,25,23
"S01012815","South Lanarkshire",2001,611,591,497,8,25,20
"S01012816","South Lanarkshire",2001,666,619,505,15,30,25
"S01012817","South Lanarkshire",2001,636,622,510,20,28,22
"S01012818","South Lanarkshire",2001,543,511,407,12,39,29
"S01012819","South Lanarkshire",2001,622,535,300,22,31,115
"S01012820","South Lanarkshire",2001,804,776,621,26,49,30
"S01012821","South Lanarkshire",2001,870,840,660,35,50,35
"S01012822","South Lanarkshire",2001,335,290,163,19,16,49
"S01012823","South Lanarkshire",2001,1202,1174,939,6,34,87
"S01012824","South Lanarkshire",2001,587,527,345,8,30,87
"S01012825","South Lanarkshire",2001,409,346,201,24,12,59
"S01012826","South Lanarkshire",2001,412,381,187,44,14,54
"S01012827","South Lanarkshire",2001,305,278,123,43,11,39
"S01012828","South Lanarkshire",2001,681,657,421,2,38,111
"S01012829","South Lanarkshire",2001,575,492,239,29,24,100
"S01012830","South Lanarkshire",2001,801,701,417,41,51,96
"S01012831","South Lanarkshire",2001,503,388,244,19,16,55
"S01012832","South Lanarkshire",2001,537,468,288,23,38,46
"S01012833","South Lanarkshire",2001,688,569,284,29,26,115
"S01012834","South Lanarkshire",2001,508,432,244,14,32,85
"S01012835","South Lanarkshire",2001,709,575,360,19,33,112
"S01012836","South Lanarkshire",2001,315,279,149,13,26,54
"S01012837","South Lanarkshire",2001,754,699,319,60,41,116
"S01012838","South Lanarkshire",2001,863,805,327,91,34,162
"S01012839","South Lanarkshire",2001,618,582,454,16,45,35
"S01012840","South Lanarkshire",2001,556,528,436,8,28,20
"S01012841","South Lanarkshire",2001,537,485,368,7,54,31
"S01012842","South Lanarkshire",2001,466,443,334,8,52,26
"S01012843","South Lanarkshire",2001,834,717,554,11,77,41
"S01012844","South Lanarkshire",2001,560,497,377,10,70,14
"S01012845","South Lanarkshire",2001,537,469,340,10,51,25
"S01012846","South Lanarkshire",2001,691,532,290,26,16,131
"S01012847","South Lanarkshire",2001,443,384,274,12,25,36
"S01012848","South Lanarkshire",2001,604,524,361,21,46,50
"S01012849","South Lanarkshire",2001,429,318,180,12,12,63
"S01012850","South Lanarkshire",2001,581,448,257,18,22,87
"S01012851","South Lanarkshire",2001,632,512,328,15,33,83
"S01012852","South Lanarkshire",2001,623,523,410,10,47,25
"S01012853","South Lanarkshire",2001,682,553,402,9,57,55
"S01012854","South Lanarkshire",2001,580,522,414,9,34,29
"S01012855","South Lanarkshire",2001,543,501,402,16,37,22
"S01012856","South Lanarkshire",2001,554,432,271,16,11,75
"S01012857","South Lanarkshire",2001,588,426,248,13,20,86
"S01012858","South Lanarkshire",2001,584,520,316,20,35,84
"S01012859","South Lanarkshire",2001,721,652,418,28,28,81
"S01012860","South Lanarkshire",2001,1027,899,635,28,47,101
"S01012861","South Lanarkshire",2001,503,432,333,12,36,22
"S01012862","South Lanarkshire",2001,375,298,157,16,14,67
"S01012863","South Lanarkshire",2001,511,448,253,32,17,92
"S01012864","South Lanarkshire",2001,612,529,275,34,32,89
"S01012865","South Lanarkshire",2001,574,446,294,15,33,48
"S01012866","South Lanarkshire",2001,736,638,407,44,45,61
"S01012867","South Lanarkshire",2001,611,493,220,27,24,122
"S01012868","South Lanarkshire",2001,486,402,226,21,17,69
"S01012869","South Lanarkshire",2001,417,371,135,29,29,81
"S01012870","South Lanarkshire",2001,745,612,416,28,42,63
"S01012871","South Lanarkshire",2001,697,611,448,15,48,45
"S01012872","South Lanarkshire",2001,579,534,388,24,37,31
"S01012873","South Lanarkshire",2001,711,678,504,18,53,48
"S01012874","South Lanarkshire",2001,586,482,282,31,30,57
"S01012875","South Lanarkshire",2001,487,419,221,31,20,74
"S01012876","South Lanarkshire",2001,720,585,290,30,31,134
"S01012877","South Lanarkshire",2001,613,495,274,23,27,106
"S01012878","South Lanarkshire",2001,891,805,642,14,74,26
"S01012879","South Lanarkshire",2001,463,377,298,15,28,11
"S01012880","South Lanarkshire",2001,700,563,403,23,65,30
"S01012881","South Lanarkshire",2001,515,378,273,9,39,20
"S01012882","South Lanarkshire",2001,492,438,236,32,45,56
"S01012883","South Lanarkshire",2001,489,391,171,37,19,85
"S01012884","South Lanarkshire",2001,355,278,NA,13,33,35
"S01012885","South Lanarkshire",2001,405,334,181,31,20,55
"S01012886","South Lanarkshire",2001,626,514,380,9,44,40
"S01012887","South Lanarkshire",2001,576,444,332,7,42,30
"S01012888","South Lanarkshire",2001,612,487,366,7,42,17
"S01012889","South Lanarkshire",2001,619,585,394,30,47,59
"S01012890","South Lanarkshire",2001,530,476,268,30,24,80
"S01012891","South Lanarkshire",2001,428,349,184,23,15,71
"S01012892","South Lanarkshire",2001,1085,883,496,47,51,138
"S01012893","South Lanarkshire",2001,591,489,264,34,20,86
"S01012894","South Lanarkshire",2001,624,570,426,24,42,24
"S01012895","South Lanarkshire",2001,417,366,303,5,19,20
"S01012896","South Lanarkshire",2001,753,624,414,33,45,64
"S01012897","South Lanarkshire",2001,416,360,277,7,31,24
"S01012898","South Lanarkshire",2001,315,258,207,3,15,21
"S01012899","South Lanarkshire",2001,502,438,262,49,31,52
"S01012900","South Lanarkshire",2001,461,391,256,13,39,47
"S01012901","South Lanarkshire",2001,597,518,393,20,28,33
"S01012902","South Lanarkshire",2001,758,664,497,19,34,61
"S01012903","South Lanarkshire",2001,856,727,500,45,57,52
"S01012904","South Lanarkshire",2001,646,547,390,25,34,35
"S01012905","South Lanarkshire",2001,614,573,337,45,47,63
"S01012906","South Lanarkshire",2001,748,627,506,17,38,27
"S01012907","South Lanarkshire",2001,825,634,458,25,41,53
"S01012908","South Lanarkshire",2001,682,517,357,20,29,66
"S01012909","South Lanarkshire",2001,456,372,284,14,17,22
"S01012910","South Lanarkshire",2001,1074,864,568,43,55,110
"S01012911","South Lanarkshire",2001,588,449,330,16,37,35
"S01012912","South Lanarkshire",2001,549,405,281,13,29,39
"S01012913","South Lanarkshire",2001,665,528,381,21,39,50
"S01012914","South Lanarkshire",2001,813,673,430,24,60,77
"S01012915","South Lanarkshire",2001,653,563,423,30,27,33
"S01012916","South Lanarkshire",2001,547,457,332,15,35,42
"S01012917","South Lanarkshire",2001,574,492,370,9,55,24
"S01012918","South Lanarkshire",2001,516,400,274,16,21,43
"S01012919","South Lanarkshire",2001,378,287,212,11,17,23
"S01012920","South Lanarkshire",2001,529,435,339,6,44,17
"S01012921","South Lanarkshire",2001,587,482,346,20,33,39
"S01012922","South Lanarkshire",2001,733,607,454,17,41,48
"S01012923","South Lanarkshire",2001,582,514,388,15,47,29
"S01012924","South Lanarkshire",2001,460,400,301,17,24,31
"S01012925","South Lanarkshire",2001,424,361,271,9,54,9
"S01012926","South Lanarkshire",2001,596,535,414,16,43,24
"S01012927","South Lanarkshire",2001,747,639,491,20,40,45
"S01012928","South Lanarkshire",2001,545,459,340,9,51,25
"S01012929","South Lanarkshire",2001,604,474,348,17,53,29
"S01012930","South Lanarkshire",2001,671,488,331,9,36,64
"S01012931","South Lanarkshire",2001,756,608,402,26,45,69
"S01012932","South Lanarkshire",2001,394,328,242,11,33,13
"S01012933","South Lanarkshire",2001,605,506,337,22,55,43
"S01012934","South Lanarkshire",2001,566,431,276,21,37,42
"S01012935","South Lanarkshire",2001,624,489,335,22,38,44
"S01012936","South Lanarkshire",2001,477,372,270,22,30,22
"S01012937","South Lanarkshire",2001,539,465,342,23,24,33
"S01012938","South Lanarkshire",2001,553,482,400,4,33,17
"S01012939","South Lanarkshire",2001,453,413,323,9,27,11
"S01012940","South Lanarkshire",2001,573,520,418,11,41,17
"S01012941","South Lanarkshire",2001,597,570,449,11,53,15
"S01012942","South Lanarkshire",2001,574,476,292,21,36,61
"S01012943","South Lanarkshire",2001,569,509,409,17,28,21
"S01012944","South Lanarkshire",2001,411,360,287,12,18,17
"S01012945","South Lanarkshire",2001,514,489,395,9,32,19
"S01012946","South Lanarkshire",2001,670,634,520,14,45,15
"S01012947","South Lanarkshire",2001,347,334,275,8,28,4
"S01012948","South Lanarkshire",2001,541,506,392,16,52,18
"S01012949","South Lanarkshire",2001,553,510,408,11,52,14
"S01012950","South Lanarkshire",2001,544,532,433,6,54,7
"S01012951","South Lanarkshire",2001,722,592,443,12,55,11
"S01012952","South Lanarkshire",2001,457,369,268,7,28,12
"S01012953","South Lanarkshire",2001,608,573,446,5,55,22
"S01012954","South Lanarkshire",2001,381,361,283,6,34,14
"S01012955","South Lanarkshire",2001,1116,894,642,12,102,66
"S01012956","South Lanarkshire",2001,985,779,552,31,61,79
"S01012957","South Lanarkshire",2001,508,408,288,16,25,30
"S01012958","South Lanarkshire",2001,449,415,307,16,38,25
"S01012959","South Lanarkshire",2001,466,453,359,12,26,19
"S01012960","South Lanarkshire",2001,488,447,295,24,51,34
"S01012961","South Lanarkshire",2001,402,381,317,4,28,8
"S01012962","South Lanarkshire",2001,536,488,384,9,52,14
"S01012963","South Lanarkshire",2001,615,569,463,13,45,13
"S01012964","South Lanarkshire",2001,434,395,336,10,23,7
